gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS3B03G0008200	Chr3B	2625685	2627229	+	2626457	Chr3B	2596660	2598208	+	2597434	1.0	0.983	collinear
gene:TraesCS3B03G0008300	Chr3B	2637952	2639202	+	2638577	Chr3B	2600530	2601780	+	2601155	1.0	0.967	collinear
gene:TraesCS3B03G0008700	Chr3B	2650047	2654817	+	2652432	Chr3B	2671408	2676638	+	2674023	0.986	0.929	collinear
gene:TraesCS3B03G0008900	Chr3B	3142976	3145283	+	3144129	Chr3B	2906742	2908928	+	2907835	0.983	0.902	collinear
gene:TraesCS3B03G0010000	Chr3B	3288829	3291388	-	3290108	Chr3B	3014288	3016847	-	3015567	1.0	0.997	collinear
gene:TraesCS3B03G0010400	Chr3B	3319309	3319678	-	3319493	Chr3B	3043746	3044115	-	3043930	1.0	1.0	collinear
gene:TraesCS3B03G0010500	Chr3B	3329965	3331410	-	3330687	Chr3B	3054403	3055848	-	3055125	1.0	1.0	collinear
gene:TraesCS3B03G0010600	Chr3B	3343534	3343869	-	3343701	Chr3B	3067763	3068098	-	3067930	1.0	1.0	collinear
gene:TraesCS3B03G0010700	Chr3B	3351732	3352420	+	3352076	Chr3B	3075954	3076642	+	3076298	1.0	0.992	collinear
gene:TraesCS3B03G0011100	Chr3B	3390928	3392733	-	3391830	Chr3B	3129255	3131059	-	3130157	1.0	0.997	collinear
gene:TraesCS3B03G0011200	Chr3B	3456099	3457541	+	3456820	Chr3B	3196041	3197527	+	3196784	0.999	0.954	collinear
gene:TraesCS3B03G0011700	Chr3B	3476475	3479401	+	3477938	Chr3B	3225682	3228249	+	3226965	0.995	0.99	collinear
gene:TraesCS3B03G0011800	Chr3B	3481462	3493401	+	3487431	Chr3B	3230314	3242269	+	3236291	0.999	0.988	collinear
gene:TraesCS3B03G0011900	Chr3B	3509554	3512426	-	3510990	Chr3B	3293437	3296309	-	3294873	1.0	0.996	collinear
gene:TraesCS3B03G0012000	Chr3B	3519251	3522305	+	3520778	Chr3B	3303108	3306156	+	3304632	0.998	0.995	collinear
gene:TraesCS3B03G0012100	Chr3B	3524408	3531567	-	3527987	Chr3B	3308288	3315427	-	3311857	0.967	0.963	collinear
gene:TraesCS3B03G0012200	Chr3B	3646467	3646898	+	3646682	Chr3B	3429675	3430106	+	3429890	1.0	1.0	collinear
gene:TraesCS3B03G0012700	Chr3B	3750107	3752530	+	3751318	Chr3B	3533349	3535772	+	3534560	1.0	1.0	collinear
gene:TraesCS3B03G0012800	Chr3B	3758382	3758978	-	3758680	Chr3B	3541624	3542220	-	3541922	1.0	1.0	collinear
gene:TraesCS3B03G0012900	Chr3B	3760385	3761643	-	3761014	Chr3B	3543627	3544885	-	3544256	1.0	1.0	collinear
gene:TraesCS3B03G0013100	Chr3B	3792617	3799581	-	3796099	Chr3B	3575917	3582875	-	3579396	1.0	1.0	collinear
gene:TraesCS3B03G0013400	Chr3B	3821480	3821881	+	3821680	Chr3B	3760810	3761211	+	3761010	1.0	1.0	collinear
gene:TraesCS3B03G0013500	Chr3B	3852505	3853085	+	3852795	Chr3B	3791832	3792412	+	3792122	1.0	1.0	collinear
gene:TraesCS3B03G0013600	Chr3B	3877659	3878072	+	3877865	Chr3B	3816996	3817409	+	3817202	1.0	1.0	collinear
gene:TraesCS3B03G0013700	Chr3B	3890065	3890949	+	3890507	Chr3B	3829400	3830284	+	3829842	1.0	1.0	collinear
gene:TraesCS3B03G0013800	Chr3B	3892768	3893685	+	3893226	Chr3B	3832103	3833020	+	3832561	1.0	1.0	collinear
gene:TraesCS3B03G0014100	Chr3B	3975265	3975989	+	3975627	Chr3B	3913841	3914565	+	3914203	1.0	1.0	collinear
gene:TraesCS3B03G0014200	Chr3B	3977457	3977904	+	3977680	Chr3B	3916032	3916479	+	3916255	1.0	1.0	collinear
gene:TraesCS3B03G0014300	Chr3B	3978061	3982097	+	3980079	Chr3B	3916636	3920672	+	3918654	1.0	1.0	collinear
gene:TraesCS3B03G0014400	Chr3B	3982981	3987045	-	3985013	Chr3B	3921559	3925624	-	3923591	1.0	0.999	collinear
gene:TraesCS3B03G0014500	Chr3B	4042103	4049664	+	4045883	Chr3B	3978943	3986203	+	3982573	0.999	0.999	collinear
gene:TraesCS3B03G0014700	Chr3B	4088058	4088845	-	4088451	Chr3B	4024526	4025313	-	4024919	1.0	1.0	collinear
gene:TraesCS3B03G0014800	Chr3B	4094363	4094890	-	4094626	Chr3B	4030831	4031358	-	4031094	1.0	1.0	collinear
gene:TraesCS3B03G0014900	Chr3B	4102252	4103050	+	4102651	Chr3B	4037990	4038788	+	4038389	1.0	1.0	collinear
gene:TraesCS3B03G0015000	Chr3B	4129338	4130978	-	4130158	Chr3B	4064090	4065730	-	4064910	1.0	1.0	collinear
gene:TraesCS3B03G0015500	Chr3B	4396775	4398430	+	4397602	Chr3B	4330741	4332396	+	4331568	1.0	1.0	collinear
gene:TraesCS3B03G0015700	Chr3B	4408492	4410230	-	4409361	Chr3B	4342459	4344197	-	4343328	1.0	1.0	collinear
gene:TraesCS3B03G0015800	Chr3B	4412479	4415438	-	4413958	Chr3B	4346446	4349405	-	4347925	1.0	1.0	collinear
gene:TraesCS3B03G0015900	Chr3B	4428801	4430849	+	4429825	Chr3B	4362766	4364814	+	4363790	1.0	1.0	collinear
gene:TraesCS3B03G0016000	Chr3B	4440305	4445340	+	4442822	Chr3B	4374299	4379114	+	4376706	1.0	0.979	collinear
gene:TraesCS3B03G0016300	Chr3B	4501021	4504396	-	4502708	Chr3B	4434850	4438225	-	4436537	1.0	1.0	collinear
gene:TraesCS3B03G0016800	Chr3B	4642661	4644619	+	4643640	Chr3B	4584662	4586620	+	4585641	1.0	1.0	collinear
gene:TraesCS3B03G0016900	Chr3B	4645981	4646856	+	4646418	Chr3B	4587982	4588857	+	4588419	1.0	1.0	collinear
gene:TraesCS3B03G0017100	Chr3B	4647867	4648654	+	4648260	Chr3B	4589868	4590655	+	4590261	1.0	0.998	collinear
gene:TraesCS3B03G0017200	Chr3B	4672356	4674432	+	4673394	Chr3B	4614368	4616361	+	4615364	1.0	0.998	collinear
gene:TraesCS3B03G0017300	Chr3B	4680357	4681117	+	4680737	Chr3B	4622340	4623100	+	4622720	1.0	1.0	collinear
gene:TraesCS3B03G0017600	Chr3B	4701822	4707580	-	4704701	Chr3B	4644089	4649433	-	4646761	1.0	0.999	collinear
gene:TraesCS3B03G0018000	Chr3B	4894499	4896037	+	4895268	Chr3B	4837686	4839224	+	4838455	1.0	1.0	collinear
gene:TraesCS3B03G0018100	Chr3B	4897488	4899528	-	4898508	Chr3B	4840675	4842715	-	4841695	1.0	1.0	collinear
gene:TraesCS3B03G0018200	Chr3B	4994718	4995101	+	4994909	Chr3B	4937895	4938278	+	4938086	1.0	1.0	collinear
gene:TraesCS3B03G0018300	Chr3B	4996692	4997971	+	4997331	Chr3B	4939869	4941148	+	4940508	1.0	0.999	collinear
gene:TraesCS3B03G0018800	Chr3B	5416010	5420829	-	5418419	Chr3B	5308644	5313463	-	5311053	1.0	0.998	collinear
gene:TraesCS3B03G0019600	Chr3B	5706385	5712424	+	5709404	Chr3B	5833653	5839411	+	5836532	1.0	0.985	collinear
gene:TraesCS3B03G0019700	Chr3B	5714448	5715228	+	5714838	Chr3B	5841455	5842235	+	5841845	1.0	0.997	collinear
gene:TraesCS3B03G0020400	Chr3B	5797705	5802507	+	5800106	Chr3B	5940423	5945224	+	5942823	0.997	0.993	collinear
gene:TraesCS3B03G0020500	Chr3B	5801269	5802494	+	5801881	Chr3B	5943985	5945211	+	5944598	1.0	0.996	collinear
gene:TraesCS3B03G0022700	Chr3B	6063054	6064845	+	6063949	Chr3B	6016895	6018686	-	6017790	1.0	0.988	collinear
gene:TraesCS3B03G0022800	Chr3B	6073695	6077105	+	6075400	Chr3B	6003429	6006839	-	6005134	1.0	0.997	collinear
gene:TraesCS3B03G0022900	Chr3B	6077386	6080144	-	6078765	Chr3B	6000394	6003149	+	6001771	0.998	0.995	collinear
gene:TraesCS3B03G0026300	Chr3B	6210118	6210479	+	6210298	Chr3B	6410563	6410927	+	6410745	1.0	0.95	collinear
gene:TraesCS3B03G0026700	Chr3B	6220771	6222888	-	6221829	Chr3B	6422191	6424315	-	6423253	1.0	0.978	collinear
gene:TraesCS3B03G0026800	Chr3B	6220941	6222881	-	6221911	Chr3B	6422363	6424308	-	6423335	1.0	0.979	collinear
gene:TraesCS3B03G0026900	Chr3B	6239266	6239636	+	6239451	Chr3B	6434485	6434855	+	6434670	1.0	0.98	collinear
gene:TraesCS3B03G0027000	Chr3B	6242148	6243598	+	6242873	Chr3B	6437366	6438776	+	6438071	0.961	0.957	collinear
gene:TraesCS3B03G0027100	Chr3B	6250940	6252156	+	6251548	Chr3B	6446115	6447338	+	6446726	1.0	0.986	collinear
gene:TraesCS3B03G0027300	Chr3B	6302591	6303316	-	6302953	Chr3B	6487282	6488007	-	6487644	1.0	1.0	collinear
gene:TraesCS3B03G0027400	Chr3B	6305961	6306274	+	6306117	Chr3B	6490651	6490964	+	6490807	1.0	1.0	collinear
gene:TraesCS3B03G0027600	Chr3B	6344582	6345667	-	6345124	Chr3B	6529049	6530134	-	6529591	1.0	1.0	collinear
gene:TraesCS3B03G0027700	Chr3B	6358750	6366458	+	6362604	Chr3B	6564121	6571828	+	6567974	1.0	1.0	collinear
gene:TraesCS3B03G0028100	Chr3B	6375001	6378109	-	6376555	Chr3B	6581364	6584472	-	6582918	1.0	1.0	collinear
gene:TraesCS3B03G0028200	Chr3B	6418690	6428060	+	6423375	Chr3B	6625423	6634745	+	6630084	0.995	0.994	collinear
gene:TraesCS3B03G0028300	Chr3B	6423173	6427989	+	6425581	Chr3B	6629902	6634674	+	6632288	0.996	0.995	collinear
gene:TraesCS3B03G0028500	Chr3B	6432085	6434317	-	6433201	Chr3B	6638776	6641008	-	6639892	1.0	0.999	collinear
gene:TraesCS3B03G0028600	Chr3B	6461524	6462461	+	6461992	Chr3B	6668217	6669153	+	6668685	1.0	0.99	collinear
gene:TraesCS3B03G0029000	Chr3B	6503456	6505642	-	6504549	Chr3B	6710116	6712302	-	6711209	1.0	0.999	collinear
gene:TraesCS3B03G0029200	Chr3B	6514905	6517931	-	6516418	Chr3B	6723536	6726562	-	6725049	1.0	1.0	collinear
gene:TraesCS3B03G0029100	Chr3B	6514300	6520754	+	6517527	Chr3B	6722931	6729385	+	6726158	1.0	1.0	collinear
gene:TraesCS3B03G0029300	Chr3B	6530621	6531791	+	6531206	Chr3B	6741558	6742728	+	6742143	1.0	0.998	collinear
gene:TraesCS3B03G0029700	Chr3B	6593184	6594729	+	6593956	Chr3B	6808977	6810505	+	6809741	1.0	1.0	collinear
gene:TraesCS3B03G0029800	Chr3B	6659713	6660813	+	6660263	Chr3B	6875672	6876772	+	6876222	1.0	0.998	collinear
gene:TraesCS3B03G0029900	Chr3B	6671564	6673567	+	6672565	Chr3B	6887527	6889530	+	6888528	1.0	0.999	collinear
gene:TraesCS3B03G0030000	Chr3B	6681490	6685614	+	6683552	Chr3B	6897454	6901578	+	6899516	1.0	0.998	collinear
gene:TraesCS3B03G0030900	Chr3B	6792313	6794111	-	6793212	Chr3B	6970466	6972264	-	6971365	1.0	0.996	collinear
gene:TraesCS3B03G0031100	Chr3B	6796809	6799701	-	6798255	Chr3B	6975552	6978447	-	6976999	1.0	0.997	collinear
gene:TraesCS3B03G0031200	Chr3B	6803638	6807916	+	6805777	Chr3B	6982384	6986658	+	6984521	1.0	0.996	collinear
gene:TraesCS3B03G0031400	Chr3B	10011961	10013468	-	10012714	Chr3B	9543789	9545297	-	9544543	1.0	0.993	collinear
gene:TraesCS3B03G0031700	Chr3B	10462654	10466557	+	10464605	Chr3B	9989025	9992935	+	9990980	1.0	0.994	collinear
gene:TraesCS3B03G0031800	Chr3B	10972258	10977458	-	10974858	Chr3B	10493255	10498449	-	10495852	1.0	0.995	collinear
gene:TraesCS3B03G0037900	Chr3B	11947904	11950970	+	11949437	Chr3B	10630823	10633882	+	10632352	1.0	0.995	collinear
gene:TraesCS3B03G0038000	Chr3B	11951308	11954850	-	11953079	Chr3B	10634220	10637783	-	10636001	0.998	0.995	collinear
gene:TraesCS3B03G0038200	Chr3B	11956531	11958854	-	11957692	Chr3B	10639522	10641847	-	10640684	1.0	0.992	collinear
gene:TraesCS3B03G0038500	Chr3B	11961737	11963712	-	11962724	Chr3B	10644699	10646674	-	10645686	1.0	0.995	collinear
gene:TraesCS3B03G0038600	Chr3B	11965423	11968168	+	11966795	Chr3B	10648387	10651127	+	10649757	0.997	0.992	collinear
gene:TraesCS3B03G0038800	Chr3B	12071707	12079854	+	12075780	Chr3B	10737286	10745463	+	10741374	1.0	0.995	collinear
gene:TraesCS3B03G0038900	Chr3B	12176373	12178583	+	12177478	Chr3B	10829625	10831814	+	10830719	1.0	0.971	collinear
gene:TraesCS3B03G0039100	Chr3B	12184132	12185097	+	12184614	Chr3B	10838692	10839656	+	10839174	0.991	0.932	collinear
gene:TraesCS3B03G0039400	Chr3B	12225935	12226465	-	12226200	Chr3B	11066758	11067305	-	11067031	0.986	0.917	collinear
gene:TraesCS3B03G0040300	Chr3B	12365034	12368968	+	12367001	Chr3B	11361510	11365444	+	11363477	1.0	0.997	collinear
gene:TraesCS3B03G0040400	Chr3B	12369257	12370173	+	12369715	Chr3B	11365733	11366649	+	11366191	1.0	0.994	collinear
gene:TraesCS3B03G0040500	Chr3B	12371609	12375309	-	12373459	Chr3B	11368082	11371781	-	11369931	1.0	0.995	collinear
gene:TraesCS3B03G0041000	Chr3B	12477307	12481295	-	12479301	Chr3B	11482586	11486574	-	11484580	0.999	0.993	collinear
gene:TraesCS3B03G0041100	Chr3B	12485475	12491384	+	12488429	Chr3B	11490689	11496631	+	11493660	0.999	0.996	collinear
gene:TraesCS3B03G0041200	Chr3B	12585694	12587050	-	12586372	Chr3B	11582720	11584076	-	11583398	1.0	0.997	collinear
gene:TraesCS3B03G0041300	Chr3B	12590773	12592281	+	12591527	Chr3B	11587799	11589307	+	11588553	1.0	0.995	collinear
gene:TraesCS3B03G0041400	Chr3B	12595610	12597051	-	12596330	Chr3B	11592638	11594107	-	11593372	0.995	0.944	collinear
gene:TraesCS3B03G0041500	Chr3B	12601924	12602601	-	12602262	Chr3B	11602750	11603427	-	11603088	1.0	0.998	collinear
gene:TraesCS3B03G0041600	Chr3B	12608171	12608647	-	12608409	Chr3B	11609056	11609532	-	11609294	1.0	1.0	collinear
gene:TraesCS3B03G0041800	Chr3B	13120457	13120807	-	13120632	Chr3B	12019103	12019453	-	12019278	1.0	0.988	collinear
gene:TraesCS3B03G0042000	Chr3B	13140448	13146598	+	13143523	Chr3B	12038926	12044135	+	12041530	0.976	0.948	collinear
gene:TraesCS3B03G0042500	Chr3B	13244270	13247808	+	13246039	Chr3B	12221056	12224698	+	12222877	0.98	0.932	collinear
gene:TraesCS3B03G0042700	Chr3B	13247846	13251928	-	13249887	Chr3B	12224736	12228801	-	12226768	1.0	0.997	collinear
gene:TraesCS3B03G0043500	Chr3B	13267715	13268552	-	13268133	Chr3B	12231878	12232715	-	12232296	1.0	0.992	collinear
gene:TraesCS3B03G0044100	Chr3B	13452540	13459855	+	13456197	Chr3B	12433979	12441317	+	12437648	1.0	0.999	collinear
gene:TraesCS3B03G0044600	Chr3B	13624135	13625145	+	13624640	Chr3B	12651363	12652371	+	12651867	0.996	0.974	collinear
gene:TraesCS3B03G0045000	Chr3B	13638687	13641490	+	13640088	Chr3B	12675587	12678370	+	12676978	0.983	0.976	collinear
gene:TraesCS3B03G0045900	Chr3B	13743583	13744821	-	13744202	Chr3B	12781107	12782345	-	12781726	1.0	0.997	collinear
gene:TraesCS3B03G0046100	Chr3B	13753742	13756833	-	13755287	Chr3B	12793009	12795930	-	12794469	0.944	0.942	collinear
gene:TraesCS3B03G0046200	Chr3B	13794541	13796737	-	13795639	Chr3B	12834362	12836558	-	12835460	1.0	0.997	collinear
gene:TraesCS3B03G0046600	Chr3B	13842867	13847314	+	13845090	Chr3B	12864297	12869042	+	12866669	1.0	0.996	collinear
gene:TraesCS3B03G0046900	Chr3B	13889123	13890558	+	13889840	Chr3B	12910871	12912307	+	12911589	1.0	0.997	collinear
gene:TraesCS3B03G0047100	Chr3B	13894018	13894831	+	13894424	Chr3B	12915770	12916577	+	12916173	0.991	0.987	collinear
gene:TraesCS3B03G0047200	Chr3B	13900782	13902099	+	13901440	Chr3B	12921702	12923019	+	12922360	1.0	0.997	collinear
gene:TraesCS3B03G0047300	Chr3B	13904992	13908357	+	13906674	Chr3B	12925931	12929297	+	12927614	1.0	0.997	collinear
gene:TraesCS3B03G0047500	Chr3B	13908853	13909704	-	13909278	Chr3B	12929793	12930644	-	12930218	1.0	0.995	collinear
gene:TraesCS3B03G0047600	Chr3B	13912323	13919989	+	13916156	Chr3B	12933231	12940889	+	12937060	1.0	0.998	collinear
gene:TraesCS3B03G0047700	Chr3B	13920909	13922384	+	13921646	Chr3B	12941803	12943277	+	12942540	1.0	0.997	collinear
gene:TraesCS3B03G0047800	Chr3B	13924243	13934714	-	13929478	Chr3B	12945137	12955614	-	12950375	1.0	0.997	collinear
gene:TraesCS3B03G0049300	Chr3B	14204526	14205980	-	14205253	Chr3B	13027379	13028738	-	13028058	0.927	0.925	collinear
gene:TraesCS3B03G0049400	Chr3B	14272431	14284305	-	14278368	Chr3B	13095350	13107011	-	13101180	0.997	0.996	collinear
gene:TraesCS3B03G0049500	Chr3B	14294561	14297938	-	14296249	Chr3B	13116992	13120371	-	13118681	1.0	0.999	collinear
gene:TraesCS3B03G0050500	Chr3B	14456299	14456661	-	14456480	Chr3B	13271010	13271372	-	13271191	1.0	1.0	collinear
gene:TraesCS3B03G0050900	Chr3B	14518868	14523037	+	14520952	Chr3B	13328034	13332203	+	13330118	1.0	1.0	collinear
gene:TraesCS3B03G0051000	Chr3B	14526596	14531005	+	14528800	Chr3B	13335772	13340181	+	13337976	1.0	0.995	collinear
gene:TraesCS3B03G0051100	Chr3B	14539683	14542511	-	14541097	Chr3B	13348821	13351649	-	13350235	1.0	0.995	collinear
gene:TraesCS3B03G0051200	Chr3B	14549103	14549399	-	14549251	Chr3B	13358240	13358536	-	13358388	1.0	1.0	collinear
gene:TraesCS3B03G0051500	Chr3B	14560796	14563932	+	14562364	Chr3B	13369919	13373055	+	13371487	1.0	0.999	collinear
gene:TraesCS3B03G0051600	Chr3B	14690068	14694638	-	14692353	Chr3B	13525023	13529669	-	13527346	1.0	0.995	collinear
gene:TraesCS3B03G0052000	Chr3B	14897747	14904386	+	14901066	Chr3B	13739646	13746011	+	13742828	0.97	0.954	collinear
gene:TraesCS3B03G0052400	Chr3B	15034510	15038343	+	15036426	Chr3B	13781639	13786800	+	13784219	0.999	0.967	collinear
gene:TraesCS3B03G0052500	Chr3B	15043587	15043985	-	15043786	Chr3B	13792220	13792618	-	13792419	1.0	0.994	collinear
gene:TraesCS3B03G0052700	Chr3B	15050859	15051645	-	15051252	Chr3B	13799502	13800288	-	13799895	1.0	1.0	collinear
gene:TraesCS3B03G0052800	Chr3B	15051800	15059713	-	15055756	Chr3B	13800443	13808358	-	13804400	1.0	0.999	collinear
gene:TraesCS3B03G0053000	Chr3B	15128456	15129483	+	15128969	Chr3B	13877097	13878124	+	13877610	1.0	1.0	collinear
gene:TraesCS3B03G0053100	Chr3B	15160153	15163258	+	15161705	Chr3B	13908796	13911901	+	13910348	1.0	0.999	collinear
gene:TraesCS3B03G0053200	Chr3B	15164778	15165608	-	15165193	Chr3B	13913421	13914251	-	13913836	1.0	1.0	collinear
gene:TraesCS3B03G0053600	Chr3B	15283665	15288089	+	15285877	Chr3B	14032345	14036769	+	14034557	1.0	1.0	collinear
gene:TraesCS3B03G0053700	Chr3B	15311739	15315173	-	15313456	Chr3B	14060418	14063853	-	14062135	1.0	0.998	collinear
gene:TraesCS3B03G0053800	Chr3B	15334364	15335548	+	15334956	Chr3B	14093017	14094201	+	14093609	1.0	0.998	collinear
gene:TraesCS3B03G0053900	Chr3B	15344103	15347794	+	15345948	Chr3B	14102788	14106477	+	14104632	0.999	0.994	collinear
gene:TraesCS3B03G0054200	Chr3B	15361834	15364625	-	15363229	Chr3B	14127812	14130613	-	14129212	0.998	0.98	collinear
gene:TraesCS3B03G0054900	Chr3B	15413768	15421229	-	15417498	Chr3B	14394168	14401613	-	14397890	0.99	0.972	collinear
gene:TraesCS3B03G0055000	Chr3B	15437025	15455773	-	15446399	Chr3B	14440523	14451435	-	14445979	1.0	0.989	collinear
gene:TraesCS3B03G0055300	Chr3B	15499630	15504311	+	15501970	Chr3B	14486426	14491023	+	14488724	0.964	0.959	collinear
gene:TraesCS3B03G0055400	Chr3B	15517604	15518449	+	15518026	Chr3B	14514203	14515048	+	14514625	1.0	0.996	collinear
gene:TraesCS3B03G0055900	Chr3B	15673079	15684480	-	15678779	Chr3B	14669681	14681063	-	14675372	1.0	0.997	collinear
gene:TraesCS3B03G0056000	Chr3B	15737539	15742920	-	15740229	Chr3B	14746801	14752166	-	14749483	1.0	0.998	collinear
gene:TraesCS3B03G0056300	Chr3B	15774884	15775192	-	15775038	Chr3B	14783287	14783595	-	14783441	1.0	0.996	collinear
gene:TraesCS3B03G0056500	Chr3B	15817353	15827081	-	15822217	Chr3B	14825754	14835331	-	14830542	1.0	0.999	collinear
gene:TraesCS3B03G0056800	Chr3B	15843661	15844865	-	15844263	Chr3B	14851866	14853070	-	14852468	1.0	0.999	collinear
gene:TraesCS3B03G0057200	Chr3B	16030592	16032356	+	16031474	Chr3B	15040409	15042173	+	15041291	1.0	0.995	collinear
gene:TraesCS3B03G0057500	Chr3B	16061723	16065343	+	16063533	Chr3B	15077093	15080668	+	15078880	0.976	0.972	collinear
gene:TraesCS3B03G0057600	Chr3B	16069780	16071754	-	16070767	Chr3B	15085268	15087245	-	15086256	1.0	0.981	collinear
gene:TraesCS3B03G0057700	Chr3B	16116348	16118134	-	16117241	Chr3B	15109171	15110961	-	15110066	1.0	0.996	collinear
gene:TraesCS3B03G0057800	Chr3B	16172883	16174668	-	16173775	Chr3B	15167204	15168989	-	15168096	1.0	0.998	collinear
gene:TraesCS3B03G0058000	Chr3B	16194029	16197637	-	16195833	Chr3B	15184383	15187992	-	15186187	1.0	0.988	collinear
gene:TraesCS3B03G0058300	Chr3B	16234949	16236097	+	16235523	Chr3B	15214537	15215687	+	15215112	1.0	0.994	collinear
gene:TraesCS3B03G0058800	Chr3B	16336336	16337294	-	16336815	Chr3B	15298066	15299024	-	15298545	1.0	0.997	collinear
gene:TraesCS3B03G0058900	Chr3B	16337986	16339408	+	16338697	Chr3B	15299715	15301136	+	15300425	0.999	0.993	collinear
gene:TraesCS3B03G0059100	Chr3B	16346206	16348027	+	16347116	Chr3B	15306847	15308668	+	15307757	1.0	0.992	collinear
gene:TraesCS3B03G0059900	Chr3B	16595969	16597796	+	16596882	Chr3B	15582600	15584427	+	15583513	1.0	0.993	collinear
gene:TraesCS3B03G0060000	Chr3B	16599118	16600593	+	16599855	Chr3B	15585757	15587232	+	15586494	0.999	0.995	collinear
gene:TraesCS3B03G0060100	Chr3B	16639543	16641393	+	16640468	Chr3B	15625874	15627723	+	15626798	1.0	0.995	collinear
gene:TraesCS3B03G0060600	Chr3B	16689738	16691550	+	16690644	Chr3B	15661458	15663270	+	15662364	1.0	0.993	collinear
gene:TraesCS3B03G0060700	Chr3B	16729361	16731316	+	16730338	Chr3B	15694984	15696939	+	15695961	1.0	0.996	collinear
gene:TraesCS3B03G0060900	Chr3B	16780490	16785416	+	16782953	Chr3B	15745132	15750319	+	15747725	1.0	0.99	collinear
gene:TraesCS3B03G0061500	Chr3B	17008884	17010546	+	17009715	Chr3B	15925608	15927348	+	15926478	1.0	0.915	collinear
gene:TraesCS3B03G0061600	Chr3B	17034518	17035625	+	17035071	Chr3B	15951280	15952386	+	15951833	0.998	0.988	collinear
gene:TraesCS3B03G0061800	Chr3B	17053569	17054760	+	17054164	Chr3B	15974250	15975441	+	15974845	1.0	0.995	collinear
gene:TraesCS3B03G0062200	Chr3B	17068676	17069813	-	17069244	Chr3B	15989375	15990512	-	15989943	1.0	0.993	collinear
