gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity
gene:TraesCS4A03G0005100	Chr4A	2731327	2733151	+	2732239	Chr4A	3244905	3246729	+	3245817	1.0	1.0
gene:TraesCS4A03G0005200	Chr4A	2767289	2768680	+	2767984	Chr4A	3280737	3282128	+	3281432	1.0	1.0
gene:TraesCS4A03G0005400	Chr4A	2778918	2779295	-	2779106	Chr4A	3292366	3292743	-	3292554	1.0	1.0
gene:TraesCS4A03G0005500	Chr4A	2783068	2789950	-	2786509	Chr4A	3296501	3303381	-	3299941	0.999	0.999
gene:TraesCS4A03G0005700	Chr4A	2896900	2897945	-	2897422	Chr4A	3408040	3409126	-	3408583	1.0	0.957
gene:TraesCS4A03G0005800	Chr4A	2930585	2932852	+	2931718	Chr4A	3438731	3440998	+	3439864	1.0	0.998
gene:TraesCS4A03G0006100	Chr4A	2934653	2937212	+	2935932	Chr4A	3442891	3445453	+	3444172	1.0	0.999
gene:TraesCS4A03G0006200	Chr4A	2936960	2940182	-	2938571	Chr4A	3445201	3448431	-	3446816	1.0	0.996
gene:TraesCS4A03G0006300	Chr4A	2942998	2949575	-	2946286	Chr4A	3451260	3458062	-	3454661	0.999	0.998
gene:TraesCS4A03G0006700	Chr4A	2964010	2964348	+	2964179	Chr4A	3481327	3481665	+	3481496	1.0	1.0
gene:TraesCS4A03G0006900	Chr4A	2973914	2984600	-	2979257	Chr4A	3492616	3503265	-	3497940	1.0	0.998
gene:TraesCS4A03G0007100	Chr4A	3050569	3055204	-	3052886	Chr4A	3568626	3573268	-	3570947	1.0	0.997
gene:TraesCS4A03G0007300	Chr4A	3066937	3070613	-	3068775	Chr4A	3586303	3589979	-	3588141	1.0	0.999
gene:TraesCS4A03G0007500	Chr4A	3096625	3101109	-	3098867	Chr4A	3627858	3632365	-	3630111	1.0	0.998
gene:TraesCS4A03G0007600	Chr4A	3101459	3105097	-	3103278	Chr4A	3632715	3636369	-	3634542	0.999	0.993
gene:TraesCS4A03G0007700	Chr4A	3107379	3109574	-	3108476	Chr4A	3638455	3640684	-	3639569	0.976	0.929
gene:TraesCS4A03G0008000	Chr4A	3121834	3127155	-	3124494	Chr4A	3657293	3662545	-	3659919	1.0	0.999
gene:TraesCS4A03G0008100	Chr4A	3129258	3135283	+	3132270	Chr4A	3664687	3670724	+	3667705	1.0	0.998
gene:TraesCS4A03G0008200	Chr4A	3134254	3140594	-	3137424	Chr4A	3669695	3676032	-	3672863	1.0	1.0
gene:TraesCS4A03G0008300	Chr4A	3205933	3206955	+	3206444	Chr4A	3741378	3742400	+	3741889	1.0	1.0
gene:TraesCS4A03G0008400	Chr4A	3238765	3239608	+	3239186	Chr4A	3773691	3774534	+	3774112	1.0	1.0
gene:TraesCS4A03G0008600	Chr4A	3261415	3263213	+	3262314	Chr4A	3796292	3798090	+	3797191	1.0	1.0
gene:TraesCS4A03G0008700	Chr4A	3326425	3327669	+	3327047	Chr4A	3861302	3862546	+	3861924	1.0	1.0
gene:TraesCS4A03G0009200	Chr4A	3354842	3356422	+	3355632	Chr4A	3889735	3891315	+	3890525	1.0	1.0
gene:TraesCS4A03G0009300	Chr4A	3365529	3365927	-	3365728	Chr4A	3900422	3900820	-	3900621	1.0	1.0
gene:TraesCS4A03G0009500	Chr4A	3372257	3373213	+	3372735	Chr4A	3907150	3908106	+	3907628	1.0	1.0
gene:TraesCS4A03G0010000	Chr4A	3426660	3429932	+	3428296	Chr4A	3961557	3964829	+	3963193	1.0	1.0
gene:TraesCS4A03G0010100	Chr4A	3430702	3432528	+	3431615	Chr4A	3965599	3967425	+	3966512	1.0	1.0
gene:TraesCS4A03G0010400	Chr4A	3781940	3782996	+	3782468	Chr4A	4315866	4316922	+	4316394	1.0	1.0
gene:TraesCS4A03G0010500	Chr4A	3851393	3859754	-	3855573	Chr4A	4384987	4393348	-	4389167	1.0	1.0
gene:TraesCS4A03G0010700	Chr4A	3982734	3986342	-	3984538	Chr4A	4516482	4520092	-	4518287	1.0	1.0
gene:TraesCS4A03G0011000	Chr4A	4137896	4141435	+	4139665	Chr4A	4671502	4675042	+	4673272	1.0	0.996
gene:TraesCS4A03G0011100	Chr4A	4172321	4175894	-	4174107	Chr4A	4705929	4709503	-	4707716	1.0	0.998
gene:TraesCS4A03G0011200	Chr4A	4219071	4222355	-	4220713	Chr4A	4760086	4763346	-	4761716	1.0	0.995
gene:TraesCS4A03G0011700	Chr4A	4444831	4448386	-	4446608	Chr4A	4957946	4961496	-	4959721	0.998	0.982
gene:TraesCS4A03G0011800	Chr4A	4499291	4504470	-	4501880	Chr4A	5016650	5021822	-	5019236	1.0	0.999
gene:TraesCS4A03G0011900	Chr4A	4560580	4567056	-	4563818	Chr4A	5078280	5084731	-	5081505	1.0	0.999
gene:TraesCS4A03G0012300	Chr4A	4591425	4593909	-	4592667	Chr4A	5109190	5111674	-	5110432	1.0	1.0
gene:TraesCS4A03G0012400	Chr4A	4596684	4602109	-	4599396	Chr4A	5114459	5119884	-	5117171	1.0	1.0
gene:TraesCS4A03G0012600	Chr4A	4608919	4609802	+	4609360	Chr4A	5126684	5127567	+	5127125	1.0	1.0
gene:TraesCS4A03G0012700	Chr4A	4613865	4615981	+	4614923	Chr4A	5131680	5133796	+	5132738	1.0	0.999
gene:TraesCS4A03G0012800	Chr4A	4746764	4750893	-	4748828	Chr4A	5264586	5268722	-	5266654	1.0	1.0
gene:TraesCS4A03G0013000	Chr4A	4765486	4768837	-	4767161	Chr4A	5278262	5281613	-	5279937	1.0	0.999
gene:TraesCS4A03G0013100	Chr4A	4788667	4792278	+	4790472	Chr4A	5301461	5305072	+	5303266	1.0	0.996
gene:TraesCS4A03G0013200	Chr4A	4793797	4794162	+	4793979	Chr4A	5306591	5306956	+	5306773	1.0	0.997
gene:TraesCS4A03G0013400	Chr4A	4804208	4805190	-	4804699	Chr4A	5317002	5317969	-	5317485	0.984	0.984
gene:TraesCS4A03G0013500	Chr4A	4813813	4815493	-	4814653	Chr4A	5326550	5328370	-	5327460	1.0	0.996
gene:TraesCS4A03G0013600	Chr4A	4817972	4819251	+	4818611	Chr4A	5330908	5332187	+	5331547	1.0	0.999
gene:TraesCS4A03G0013700	Chr4A	4836842	4840913	+	4838877	Chr4A	5349995	5354066	+	5352030	1.0	0.999
gene:TraesCS4A03G0014400	Chr4A	5028278	5031575	+	5029926	Chr4A	5540930	5544227	+	5542578	1.0	1.0
gene:TraesCS4A03G0014500	Chr4A	5076587	5077492	-	5077039	Chr4A	5588538	5589443	-	5588990	1.0	0.998
gene:TraesCS4A03G0014600	Chr4A	5084326	5085797	+	5085061	Chr4A	5596276	5597747	+	5597011	1.0	1.0
gene:TraesCS4A03G0014700	Chr4A	5155150	5161485	+	5158317	Chr4A	5667194	5673535	+	5670364	1.0	1.0
gene:TraesCS4A03G0014800	Chr4A	5181978	5189544	-	5185761	Chr4A	5693768	5701157	-	5697462	1.0	1.0
gene:TraesCS4A03G0014900	Chr4A	5308550	5310305	+	5309427	Chr4A	5819673	5821428	+	5820550	1.0	1.0
gene:TraesCS4A03G0015000	Chr4A	5364132	5366668	+	5365400	Chr4A	5875255	5877791	+	5876523	1.0	1.0
gene:TraesCS4A03G0015100	Chr4A	5422681	5425025	+	5423853	Chr4A	5933545	5935889	+	5934717	1.0	1.0
gene:TraesCS4A03G0015500	Chr4A	5483729	5485212	+	5484470	Chr4A	5992607	5994090	+	5993348	1.0	1.0
gene:TraesCS4A03G0015600	Chr4A	5485467	5489196	-	5487331	Chr4A	5994345	5998074	-	5996209	1.0	1.0
gene:TraesCS4A03G0015700	Chr4A	5511627	5512007	-	5511817	Chr4A	6020300	6020680	-	6020490	1.0	1.0
gene:TraesCS4A03G0015800	Chr4A	5512600	5512905	-	5512752	Chr4A	6021273	6021578	-	6021425	1.0	1.0
gene:TraesCS4A03G0015900	Chr4A	5623219	5629414	-	5626316	Chr4A	6131866	6138061	-	6134963	1.0	1.0
gene:TraesCS4A03G0016200	Chr4A	5665706	5666551	+	5666128	Chr4A	6174356	6175201	+	6174778	1.0	1.0
gene:TraesCS4A03G0016300	Chr4A	5701054	5702409	-	5701731	Chr4A	6209734	6211089	-	6210411	1.0	1.0
gene:TraesCS4A03G0016500	Chr4A	5770600	5771973	-	5771286	Chr4A	6278907	6280280	-	6279593	1.0	0.999
gene:TraesCS4A03G0016600	Chr4A	5774081	5775445	-	5774763	Chr4A	6282388	6283752	-	6283070	1.0	0.996
gene:TraesCS4A03G0016700	Chr4A	5791428	5792902	+	5792165	Chr4A	6299791	6301265	+	6300528	1.0	0.997
gene:TraesCS4A03G0016800	Chr4A	5793526	5798387	-	5795956	Chr4A	6301889	6306748	-	6304318	1.0	0.996
gene:TraesCS4A03G0016900	Chr4A	5930148	5930953	+	5930550	Chr4A	6438489	6439294	+	6438891	1.0	1.0
gene:TraesCS4A03G0017000	Chr4A	5940061	5940753	+	5940407	Chr4A	6448291	6449033	+	6448662	1.0	0.932
gene:TraesCS4A03G0017100	Chr4A	5940214	5949407	-	5944810	Chr4A	6448444	6457687	-	6453065	1.0	0.986
gene:TraesCS4A03G0017400	Chr4A	5961057	5965225	+	5963141	Chr4A	6469338	6473441	+	6471389	1.0	0.999
gene:TraesCS4A03G0017500	Chr4A	5966525	5968986	+	5967755	Chr4A	6474741	6477202	+	6475971	1.0	1.0
gene:TraesCS4A03G0017700	Chr4A	5973701	5975480	+	5974590	Chr4A	6481917	6483710	+	6482813	1.0	0.997
gene:TraesCS4A03G0017900	Chr4A	5975822	5976896	-	5976359	Chr4A	6484056	6485130	-	6484593	1.0	1.0
gene:TraesCS4A03G0018000	Chr4A	5977575	5989753	+	5983664	Chr4A	6485809	6497994	+	6491901	1.0	1.0
gene:TraesCS4A03G0018100	Chr4A	5990164	5990274	-	5990219	Chr4A	6498405	6498515	-	6498460	1.0	1.0
gene:TraesCS4A03G0018400	Chr4A	5991936	5995690	-	5993813	Chr4A	6500177	6503931	-	6502054	1.0	0.999
gene:TraesCS4A03G0018700	Chr4A	6296499	6302298	+	6299398	Chr4A	6808408	6814207	+	6811307	1.0	1.0
gene:TraesCS4A03G0018800	Chr4A	6391360	6391976	+	6391668	Chr4A	6903392	6904008	+	6903700	1.0	1.0
gene:TraesCS4A03G0019000	Chr4A	6416551	6417188	+	6416869	Chr4A	6928581	6929218	+	6928899	1.0	1.0
gene:TraesCS4A03G0019100	Chr4A	6432221	6432724	+	6432472	Chr4A	6944268	6944771	+	6944519	1.0	1.0
gene:TraesCS4A03G0019200	Chr4A	6438299	6438727	+	6438513	Chr4A	6950346	6950774	+	6950560	1.0	1.0
gene:TraesCS4A03G0019500	Chr4A	6590079	6593605	-	6591842	Chr4A	7100364	7103890	-	7102127	1.0	1.0
gene:TraesCS4A03G0019600	Chr4A	6757135	6758842	-	6757988	Chr4A	7260439	7262146	-	7261292	1.0	1.0
gene:TraesCS4A03G0019700	Chr4A	6771869	6772548	-	6772208	Chr4A	7275134	7275813	-	7275473	1.0	1.0
gene:TraesCS4A03G0019900	Chr4A	6838732	6842686	+	6840709	Chr4A	7339077	7342819	+	7340948	1.0	1.0
gene:TraesCS4A03G0020000	Chr4A	6843680	6847028	-	6845354	Chr4A	7343813	7347161	-	7345487	1.0	1.0
gene:TraesCS4A03G0020200	Chr4A	6875868	6877346	+	6876607	Chr4A	7375988	7377466	+	7376727	1.0	1.0
gene:TraesCS4A03G0020300	Chr4A	6886387	6891715	-	6889051	Chr4A	7386508	7391836	-	7389172	1.0	1.0
gene:TraesCS4A03G0020700	Chr4A	7109748	7111388	+	7110568	Chr4A	7611036	7612676	+	7611856	1.0	0.998
gene:TraesCS4A03G0020800	Chr4A	7112212	7113115	-	7112663	Chr4A	7613500	7614403	-	7613951	1.0	1.0
gene:TraesCS4A03G0020900	Chr4A	7114886	7115683	-	7115284	Chr4A	7616174	7616971	-	7616572	1.0	1.0
gene:TraesCS4A03G0021000	Chr4A	7120320	7123189	+	7121754	Chr4A	7621608	7624477	+	7623042	1.0	1.0
gene:TraesCS4A03G0021100	Chr4A	7132259	7132465	-	7132362	Chr4A	7633549	7633755	-	7633652	1.0	1.0
gene:TraesCS4A03G0021300	Chr4A	7278836	7280568	-	7279702	Chr4A	7780089	7781821	-	7780955	1.0	1.0
gene:TraesCS4A03G0021400	Chr4A	7354862	7358869	+	7356865	Chr4A	7855880	7859887	+	7857883	1.0	0.999
gene:TraesCS4A03G0021500	Chr4A	7361400	7362491	-	7361945	Chr4A	7862418	7863509	-	7862963	1.0	1.0
gene:TraesCS4A03G0021700	Chr4A	7416747	7419915	-	7418331	Chr4A	7917339	7920389	-	7918864	1.0	1.0
gene:TraesCS4A03G0022100	Chr4A	7567497	7568453	+	7567975	Chr4A	8079101	8080057	+	8079579	1.0	0.998
gene:TraesCS4A03G0022300	Chr4A	7706932	7710397	-	7708664	Chr4A	8218536	8221986	-	8220261	0.995	0.995
gene:TraesCS4A03G0022400	Chr4A	7713930	7717390	+	7715660	Chr4A	8225517	8228977	+	8227247	1.0	1.0
gene:TraesCS4A03G0022500	Chr4A	7717608	7718570	-	7718089	Chr4A	8229195	8230157	-	8229676	1.0	1.0
gene:TraesCS4A03G0022600	Chr4A	7732450	7737522	-	7734986	Chr4A	8244039	8249111	-	8246575	1.0	1.0
gene:TraesCS4A03G0023300	Chr4A	8170087	8173097	+	8171592	Chr4A	8680386	8683396	+	8681891	1.0	1.0
gene:TraesCS4A03G0023700	Chr4A	8476540	8477862	-	8477201	Chr4A	8986439	8987761	-	8987100	1.0	1.0
gene:TraesCS4A03G0023900	Chr4A	8546928	8548721	+	8547824	Chr4A	9056819	9058612	+	9057715	1.0	1.0
gene:TraesCS4A03G0024000	Chr4A	8550707	8553935	-	8552321	Chr4A	9060592	9063820	-	9062206	1.0	0.999
gene:TraesCS4A03G0024100	Chr4A	8557328	8562444	-	8559886	Chr4A	9067214	9072330	-	9069772	1.0	1.0
gene:TraesCS4A03G0024300	Chr4A	9019138	9022576	+	9020857	Chr4A	9528412	9531850	+	9530131	1.0	1.0
gene:TraesCS4A03G0024500	Chr4A	9336564	9336944	+	9336754	Chr4A	9845921	9846301	+	9846111	1.0	1.0
gene:TraesCS4A03G0024600	Chr4A	9339825	9343573	+	9341699	Chr4A	9849182	9852930	+	9851056	1.0	1.0
gene:TraesCS4A03G0024700	Chr4A	9358737	9361433	+	9360085	Chr4A	9868090	9870786	+	9869438	1.0	0.998
gene:TraesCS4A03G0025000	Chr4A	9410835	9413485	-	9412160	Chr4A	9920199	9922849	-	9921524	1.0	0.999
gene:TraesCS4A03G0025100	Chr4A	9414522	9417382	-	9415952	Chr4A	9923886	9926746	-	9925316	1.0	1.0
gene:TraesCS4A03G0025200	Chr4A	9418818	9419593	+	9419205	Chr4A	9928182	9928957	+	9928569	1.0	1.0
gene:TraesCS4A03G0025300	Chr4A	9429774	9430286	+	9430030	Chr4A	9939138	9939650	+	9939394	1.0	1.0
gene:TraesCS4A03G0025400	Chr4A	9446191	9446717	+	9446454	Chr4A	9955561	9956087	+	9955824	1.0	1.0
gene:TraesCS4A03G0025500	Chr4A	9511958	9512320	+	9512139	Chr4A	10019987	10020349	+	10020168	1.0	1.0
gene:TraesCS4A03G0025600	Chr4A	9516751	9517572	+	9517161	Chr4A	10024780	10025601	+	10025190	1.0	1.0
gene:TraesCS4A03G0025700	Chr4A	9575947	9581895	+	9578921	Chr4A	10083985	10089938	+	10086961	1.0	1.0
gene:TraesCS4A03G0025800	Chr4A	9584030	9584740	-	9584385	Chr4A	10092073	10092783	-	10092428	1.0	1.0
gene:TraesCS4A03G0025900	Chr4A	9586948	9587602	-	9587275	Chr4A	10094990	10095644	-	10095317	1.0	1.0
gene:TraesCS4A03G0026200	Chr4A	9866494	9867996	-	9867245	Chr4A	10374562	10376064	-	10375313	1.0	1.0
gene:TraesCS4A03G0026300	Chr4A	9868737	9873493	-	9871115	Chr4A	10376806	10381562	-	10379184	1.0	1.0
gene:TraesCS4A03G0026400	Chr4A	9889203	9892646	-	9890924	Chr4A	10397092	10400535	-	10398813	1.0	1.0
gene:TraesCS4A03G0026800	Chr4A	10123284	10124347	-	10123815	Chr4A	10630530	10631593	-	10631061	1.0	1.0
gene:TraesCS4A03G0026900	Chr4A	10491113	10491433	-	10491273	Chr4A	10998255	10998575	-	10998415	1.0	1.0
gene:TraesCS4A03G0027000	Chr4A	10588371	10591656	-	10590013	Chr4A	11096233	11099521	-	11097877	1.0	1.0
gene:TraesCS4A03G0027200	Chr4A	10887798	10889674	+	10888736	Chr4A	11395647	11397522	+	11396584	1.0	0.998
gene:TraesCS4A03G0027400	Chr4A	11132761	11138297	+	11135529	Chr4A	11645727	11651257	+	11648492	0.999	0.998
gene:TraesCS4A03G0027700	Chr4A	11221347	11222722	-	11222034	Chr4A	11746905	11748280	-	11747592	1.0	0.998
gene:TraesCS4A03G0027800	Chr4A	11245317	11247817	+	11246567	Chr4A	11770772	11773272	+	11772022	1.0	1.0
gene:TraesCS4A03G0028000	Chr4A	11266047	11266965	+	11266506	Chr4A	11791805	11792724	+	11792264	1.0	0.993
gene:TraesCS4A03G0028100	Chr4A	11308483	11312047	+	11310265	Chr4A	11835401	11838992	+	11837196	0.998	0.986
gene:TraesCS4A03G0028300	Chr4A	11312152	11315724	-	11313938	Chr4A	11839106	11842675	-	11840890	1.0	0.997
gene:TraesCS4A03G0028900	Chr4A	11545835	11546206	+	11546020	Chr4A	12073989	12074360	+	12074174	1.0	0.997
gene:TraesCS4A03G0029000	Chr4A	11568182	11568292	-	11568237	Chr4A	12096418	12096528	-	12096473	1.0	0.981
gene:TraesCS4A03G0029100	Chr4A	11591766	11594017	+	11592891	Chr4A	12138925	12141352	+	12140138	1.0	0.996
gene:TraesCS4A03G0029500	Chr4A	11616707	11621495	+	11619101	Chr4A	12170840	12175619	+	12173229	1.0	0.998
gene:TraesCS4A03G0029600	Chr4A	11622018	11624002	-	11623010	Chr4A	12176144	12178128	-	12177136	1.0	0.997
gene:TraesCS4A03G0029700	Chr4A	11651219	11652308	+	11651763	Chr4A	12205350	12206439	+	12205894	1.0	1.0
gene:TraesCS4A03G0029800	Chr4A	11656997	11658342	+	11657669	Chr4A	12211128	12212473	+	12211800	1.0	1.0
gene:TraesCS4A03G0030000	Chr4A	11661466	11663925	-	11662695	Chr4A	12215597	12218056	-	12216826	1.0	1.0
gene:TraesCS4A03G0030100	Chr4A	11716245	11720942	+	11718593	Chr4A	12289268	12293965	+	12291616	1.0	1.0
gene:TraesCS4A03G0030200	Chr4A	11717678	11720942	-	11719310	Chr4A	12290701	12293965	-	12292333	1.0	1.0
gene:TraesCS4A03G0030400	Chr4A	11752810	11756395	+	11754602	Chr4A	12325857	12329442	+	12327649	1.0	1.0
gene:TraesCS4A03G0030500	Chr4A	11756499	11758031	-	11757265	Chr4A	12329546	12331078	-	12330312	1.0	1.0
gene:TraesCS4A03G0030600	Chr4A	11761147	11761731	-	11761439	Chr4A	12334199	12334783	-	12334491	1.0	1.0
gene:TraesCS4A03G0030700	Chr4A	11785760	11786350	+	11786055	Chr4A	12358848	12359438	+	12359143	1.0	1.0
gene:TraesCS4A03G0031000	Chr4A	11924219	11925514	+	11924866	Chr4A	12482615	12483910	+	12483262	1.0	0.998
gene:TraesCS4A03G0031400	Chr4A	12089191	12090486	+	12089838	Chr4A	12701317	12702612	+	12701964	1.0	0.969
gene:TraesCS4A03G0031500	Chr4A	12097448	12098719	-	12098083	Chr4A	12709477	12710748	-	12710112	1.0	0.996
gene:TraesCS4A03G0031600	Chr4A	12101574	12105497	-	12103535	Chr4A	12713603	12717526	-	12715564	1.0	1.0
gene:TraesCS4A03G0031700	Chr4A	12144836	12147273	-	12146054	Chr4A	12756855	12759292	-	12758073	1.0	0.998
gene:TraesCS4A03G0031800	Chr4A	12308859	12309316	+	12309087	Chr4A	12848170	12848652	+	12848411	1.0	0.943
gene:TraesCS4A03G0032100	Chr4A	12324169	12326632	+	12325400	Chr4A	12863026	12865489	+	12864257	1.0	0.997
gene:TraesCS4A03G0032200	Chr4A	12327053	12331148	+	12329100	Chr4A	12865910	12870005	+	12867957	1.0	1.0
gene:TraesCS4A03G0032300	Chr4A	12331731	12334143	+	12332937	Chr4A	12870588	12873000	+	12871794	1.0	0.997
gene:TraesCS4A03G0032600	Chr4A	12528070	12529896	+	12528983	Chr4A	13077563	13079389	+	13078476	1.0	0.997
gene:TraesCS4A03G0032700	Chr4A	12532297	12534546	+	12533421	Chr4A	13081719	13083968	+	13082843	1.0	0.997
gene:TraesCS4A03G0032800	Chr4A	12551262	12553027	+	12552144	Chr4A	13099862	13101627	+	13100744	1.0	0.999
gene:TraesCS4A03G0033900	Chr4A	12608574	12613868	-	12611221	Chr4A	13148338	13153632	-	13150985	1.0	0.999
gene:TraesCS4A03G0034400	Chr4A	12920281	12923608	+	12921944	Chr4A	13470268	13474671	+	13472469	1.0	0.995
gene:TraesCS4A03G0035600	Chr4A	13576495	13578019	+	13577257	Chr4A	14100882	14102406	+	14101644	1.0	0.999
gene:TraesCS4A03G0035700	Chr4A	13578230	13581072	-	13579651	Chr4A	14102617	14105498	-	14104057	1.0	0.998
gene:TraesCS4A03G0035900	Chr4A	13667117	13670453	-	13668785	Chr4A	14195443	14198750	-	14197096	0.989	0.987
gene:TraesCS4A03G0036200	Chr4A	13678392	13680451	-	13679421	Chr4A	14209160	14211219	-	14210189	1.0	0.996
gene:TraesCS4A03G0036500	Chr4A	13939369	13943683	+	13941526	Chr4A	14466105	14470415	+	14468260	1.0	0.99
gene:TraesCS4A03G0036600	Chr4A	13944146	13947532	-	13945839	Chr4A	14470902	14474288	-	14472595	1.0	0.999
gene:TraesCS4A03G0036800	Chr4A	14082392	14082709	+	14082550	Chr4A	14608333	14608650	+	14608491	1.0	1.0
gene:TraesCS4A03G0036700	Chr4A	14081792	14086125	-	14083958	Chr4A	14607733	14612066	-	14609899	1.0	0.996
gene:TraesCS4A03G0037000	Chr4A	14098780	14102940	-	14100860	Chr4A	14624721	14628881	-	14626801	1.0	1.0
gene:TraesCS4A03G0037100	Chr4A	14178468	14182486	+	14180477	Chr4A	14704410	14708428	+	14706419	1.0	1.0
gene:TraesCS4A03G0037400	Chr4A	14256963	14260742	+	14258852	Chr4A	14783784	14787563	+	14785673	1.0	1.0
gene:TraesCS4A03G0037600	Chr4A	14270437	14275635	-	14273036	Chr4A	14797255	14802453	-	14799854	1.0	1.0
gene:TraesCS4A03G0038300	Chr4A	14738966	14740743	-	14739854	Chr4A	15265034	15266811	-	15265922	1.0	1.0
gene:TraesCS4A03G0038600	Chr4A	15024745	15026302	+	15025523	Chr4A	15549696	15551275	+	15550485	1.0	1.0
gene:TraesCS4A03G0038700	Chr4A	15026322	15028447	-	15027384	Chr4A	15551295	15553420	-	15552357	1.0	1.0
gene:TraesCS4A03G0039400	Chr4A	15536197	15539970	+	15538083	Chr4A	16060676	16064449	+	16062562	1.0	1.0
gene:TraesCS4A03G0039500	Chr4A	15545246	15548583	+	15546914	Chr4A	16069723	16073060	+	16071391	1.0	1.0
gene:TraesCS4A03G0039600	Chr4A	15550443	15552931	-	15551687	Chr4A	16074920	16077408	-	16076164	1.0	1.0
gene:TraesCS4A03G0039700	Chr4A	15657327	15658461	+	15657894	Chr4A	16181801	16182935	+	16182368	1.0	1.0
