gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity
gene:TraesCS6A03G0023100	Chr6A	6509916	6510644	+	6510280	Chr6A	6227091	6227819	+	6227455	1.0	0.984
gene:TraesCS6A03G0023200	Chr6A	6524784	6526124	-	6525454	Chr6A	6233401	6234741	-	6234071	1.0	0.982
gene:TraesCS6A03G0023700	Chr6A	6596976	6599759	-	6598367	Chr6A	6266648	6269724	-	6268186	0.998	0.986
gene:TraesCS6A03G0023800	Chr6A	6622241	6625659	-	6623950	Chr6A	6290842	6294268	-	6292555	0.994	0.966
gene:TraesCS6A03G0023900	Chr6A	6626599	6627983	-	6627291	Chr6A	6294958	6296343	-	6295650	1.0	0.962
gene:TraesCS6A03G0024000	Chr6A	6629538	6630206	-	6629872	Chr6A	6297881	6298549	-	6298215	1.0	0.971
gene:TraesCS6A03G0024300	Chr6A	6660567	6667306	+	6663936	Chr6A	6312512	6319200	+	6315856	0.968	0.957
gene:TraesCS6A03G0024600	Chr6A	6774114	6781537	-	6777825	Chr6A	6413347	6420777	-	6417062	1.0	0.982
gene:TraesCS6A03G0024900	Chr6A	6804836	6805735	-	6805285	Chr6A	6440871	6441764	-	6441317	1.0	0.98
gene:TraesCS6A03G0025400	Chr6A	6851548	6858477	-	6855012	Chr6A	6527497	6533531	-	6530514	1.0	0.989
gene:TraesCS6A03G0025600	Chr6A	6902719	6905185	+	6903952	Chr6A	6572211	6574379	+	6573295	1.0	0.988
gene:TraesCS6A03G0025800	Chr6A	6905399	6906874	-	6906136	Chr6A	6574598	6576315	-	6575456	1.0	0.984
gene:TraesCS6A03G0027100	Chr6A	7152663	7153604	-	7153133	Chr6A	6581460	6582402	-	6581931	1.0	0.974
gene:TraesCS6A03G0027200	Chr6A	7157642	7159485	+	7158563	Chr6A	6586487	6588298	+	6587392	0.975	0.959
gene:TraesCS6A03G0027300	Chr6A	7168596	7170287	-	7169441	Chr6A	6651222	6652913	-	6652067	1.0	0.988
gene:TraesCS6A03G0027400	Chr6A	7196854	7200678	+	7198766	Chr6A	6665511	6669339	+	6667425	0.999	0.983
gene:TraesCS6A03G0028000	Chr6A	7235005	7238338	+	7236671	Chr6A	6899459	6902787	+	6901123	0.998	0.989
gene:TraesCS6A03G0028200	Chr6A	7482648	7485990	+	7484319	Chr6A	7074959	7078308	+	7076633	0.991	0.955
gene:TraesCS6A03G0029200	Chr6A	7851077	7857869	+	7854473	Chr6A	7241658	7248373	+	7245015	1.0	0.985
gene:TraesCS6A03G0029300	Chr6A	7884487	7896338	-	7890412	Chr6A	7264439	7276257	-	7270348	1.0	0.989
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	7520454	7524310	+	7522382	0.997	0.96
gene:TraesCS6A03G0030100	Chr6A	8024378	8025300	+	8024839	Chr6A	7532576	7533502	+	7533039	1.0	0.98
gene:TraesCS6A03G0030200	Chr6A	8026626	8027021	-	8026823	Chr6A	7534865	7535260	-	7535062	1.0	1.0
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	7615444	7616151	-	7615797	1.0	0.997
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	7710160	7712799	-	7711479	0.993	0.965
gene:TraesCS6A03G0031600	Chr6A	8360643	8361830	+	8361236	Chr6A	7872192	7873379	-	7872785	0.998	0.934
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	7881186	7881908	-	7881547	0.995	0.995
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	7882092	7883343	-	7882717	1.0	0.991
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	7897250	7900247	+	7898748	0.989	0.986
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	8358797	8359429	-	8359113	1.0	0.979
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	8385416	8387134	-	8386275	0.991	0.935
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	8527115	8528680	+	8527897	0.991	0.968
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	8535415	8537226	-	8536320	1.0	0.995
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	8648620	8654864	+	8651742	0.994	0.991
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	8655253	8659026	+	8657139	0.999	0.992
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	8661564	8661959	+	8661761	1.0	0.992
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	8662060	8662540	+	8662300	1.0	0.989
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	8663923	8667060	+	8665491	0.999	0.995
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	8668473	8669692	+	8669082	0.999	0.986
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	8674375	8680335	+	8677355	1.0	0.996
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	8687762	8688708	-	8688235	1.0	0.995
gene:TraesCS6A03G0035900	Chr6A	9444032	9445186	+	9444609	Chr6A	8870891	8872045	+	8871468	1.0	0.998
gene:TraesCS6A03G0036100	Chr6A	9448531	9449670	+	9449100	Chr6A	8875379	8876536	+	8875957	1.0	0.968
gene:TraesCS6A03G0036500	Chr6A	9470666	9471235	-	9470950	Chr6A	8963583	8964151	-	8963867	0.998	0.978
gene:TraesCS6A03G0036600	Chr6A	9473682	9475429	-	9474555	Chr6A	8967377	8969129	-	8968253	1.0	0.99
gene:TraesCS6A03G0036700	Chr6A	9481564	9485669	-	9483616	Chr6A	8970274	8974408	-	8972341	1.0	0.993
gene:TraesCS6A03G0037100	Chr6A	9658772	9660162	+	9659467	Chr6A	9127987	9129376	+	9128681	1.0	0.991
gene:TraesCS6A03G0037200	Chr6A	9665556	9666056	-	9665806	Chr6A	9135852	9136352	-	9136102	1.0	0.994
gene:TraesCS6A03G0037500	Chr6A	9867419	9868633	+	9868026	Chr6A	9278911	9280125	+	9279518	1.0	0.997
gene:TraesCS6A03G0037600	Chr6A	9877826	9879013	+	9878419	Chr6A	9289285	9290471	+	9289878	0.998	0.984
gene:TraesCS6A03G0037700	Chr6A	9888984	9893419	-	9891201	Chr6A	9300420	9305033	-	9302726	0.997	0.933
gene:TraesCS6A03G0038200	Chr6A	9962522	9968219	-	9965370	Chr6A	9374222	9379917	-	9377069	1.0	0.997
gene:TraesCS6A03G0038500	Chr6A	9980644	9981150	+	9980897	Chr6A	9398123	9398629	+	9398376	1.0	0.996
gene:TraesCS6A03G0038700	Chr6A	9982202	9982945	-	9982573	Chr6A	9431463	9432206	-	9431834	1.0	0.995
gene:TraesCS6A03G0038800	Chr6A	10020588	10022382	-	10021485	Chr6A	9469889	9471683	-	9470786	1.0	1.0
gene:TraesCS6A03G0038900	Chr6A	10058301	10060057	-	10059179	Chr6A	9507320	9509076	-	9508198	1.0	1.0
gene:TraesCS6A03G0039300	Chr6A	10070593	10071054	-	10070823	Chr6A	9519612	9520073	-	9519842	1.0	1.0
gene:TraesCS6A03G0039500	Chr6A	10195542	10197545	-	10196543	Chr6A	9613679	9615682	-	9614680	1.0	1.0
gene:TraesCS6A03G0039900	Chr6A	10318880	10322522	-	10320701	Chr6A	9736194	9739836	-	9738015	1.0	1.0
gene:TraesCS6A03G0040000	Chr6A	10339644	10342926	-	10341285	Chr6A	9756958	9760240	-	9758599	1.0	1.0
gene:TraesCS6A03G0040300	Chr6A	10363470	10373065	-	10368267	Chr6A	9780791	9790386	-	9785588	1.0	1.0
gene:TraesCS6A03G0040500	Chr6A	10376015	10380589	+	10378302	Chr6A	9793336	9797910	+	9795623	1.0	0.999
gene:TraesCS6A03G0041000	Chr6A	10428638	10429207	+	10428922	Chr6A	9816559	9817128	+	9816843	1.0	0.97
gene:TraesCS6A03G0041300	Chr6A	10440680	10441222	+	10440951	Chr6A	9813585	9814127	+	9813856	1.0	0.966
gene:TraesCS6A03G0041500	Chr6A	10443656	10447229	+	10445442	Chr6A	9819563	9823134	+	9821348	0.998	0.972
gene:TraesCS6A03G0041800	Chr6A	10500342	10501771	+	10501056	Chr6A	9872831	9874268	+	9873549	1.0	0.994
gene:TraesCS6A03G0042300	Chr6A	10631402	10634755	+	10633078	Chr6A	9966885	9970194	+	9968539	0.961	0.927
gene:TraesCS6A03G0042400	Chr6A	10635627	10643113	+	10639370	Chr6A	9970868	9978343	+	9974605	0.997	0.994
gene:TraesCS6A03G0042600	Chr6A	10650636	10652928	+	10651782	Chr6A	9995857	9998210	+	9997033	1.0	0.974
gene:TraesCS6A03G0042700	Chr6A	10653443	10656426	+	10654934	Chr6A	9998720	10001703	+	10000211	1.0	0.997
gene:TraesCS6A03G0042800	Chr6A	10661528	10662935	+	10662231	Chr6A	10006831	10008238	+	10007534	1.0	0.997
gene:TraesCS6A03G0042900	Chr6A	10664808	10665941	+	10665374	Chr6A	10009860	10010994	+	10010427	1.0	0.993
gene:TraesCS6A03G0043100	Chr6A	10670192	10670905	+	10670548	Chr6A	10023903	10024616	+	10024259	1.0	0.987
gene:TraesCS6A03G0045600	Chr6A	11259162	11259797	+	11259479	Chr6A	10117254	10117889	+	10117571	1.0	0.979
gene:TraesCS6A03G0046500	Chr6A	11448235	11448726	-	11448480	Chr6A	10228247	10228738	-	10228492	1.0	0.995
gene:TraesCS6A03G0046900	Chr6A	11703980	11704663	+	11704321	Chr6A	10376879	10377562	+	10377220	1.0	0.991
gene:TraesCS6A03G0047100	Chr6A	11710351	11716441	-	11713396	Chr6A	10383273	10389353	-	10386313	1.0	0.999
gene:TraesCS6A03G0047200	Chr6A	11732357	11734791	+	11733574	Chr6A	10414354	10416768	+	10415561	0.998	0.994
gene:TraesCS6A03G0047400	Chr6A	11748554	11752916	+	11750735	Chr6A	10430306	10434675	+	10432490	0.999	0.994
gene:TraesCS6A03G0047500	Chr6A	11813604	11822722	+	11818163	Chr6A	10494451	10503365	+	10498908	0.999	0.999
gene:TraesCS6A03G0047600	Chr6A	11824823	11827423	-	11826123	Chr6A	10505467	10508049	-	10506758	0.994	0.989
gene:TraesCS6A03G0048200	Chr6A	12064955	12067107	+	12066031	Chr6A	10651112	10653411	+	10652261	0.998	0.995
gene:TraesCS6A03G0048400	Chr6A	12068383	12073209	-	12070796	Chr6A	10654671	10659424	-	10657047	0.985	0.974
gene:TraesCS6A03G0048500	Chr6A	12083942	12088123	-	12086032	Chr6A	10667733	10671933	-	10669833	1.0	0.974
gene:TraesCS6A03G0048700	Chr6A	12094210	12095265	+	12094737	Chr6A	10783301	10784356	+	10783828	1.0	0.982
gene:TraesCS6A03G0048900	Chr6A	12136731	12137926	+	12137328	Chr6A	10861908	10863100	+	10862504	0.997	0.964
gene:TraesCS6A03G0049100	Chr6A	12493877	12494758	+	12494317	Chr6A	10928242	10929123	+	10928682	1.0	0.981
gene:TraesCS6A03G0049200	Chr6A	12498776	12499744	-	12499260	Chr6A	10932771	10933709	-	10933240	0.969	0.952
gene:TraesCS6A03G0050400	Chr6A	12818166	12818997	-	12818581	Chr6A	11247568	11248407	-	11247987	1.0	0.906
gene:TraesCS6A03G0050600	Chr6A	12837260	12838301	-	12837780	Chr6A	11250551	11251575	-	11251063	0.984	0.95
gene:TraesCS6A03G0050900	Chr6A	12958683	12962150	-	12960416	Chr6A	11533238	11536614	-	11534926	0.999	0.977
gene:TraesCS6A03G0051000	Chr6A	12972559	12975757	-	12974158	Chr6A	11563367	11566560	-	11564963	1.0	0.98
gene:TraesCS6A03G0051100	Chr6A	12991754	12995043	-	12993398	Chr6A	11574060	11577323	-	11575691	0.993	0.933
gene:TraesCS6A03G0051900	Chr6A	13191572	13192475	-	13192023	Chr6A	11676606	11677511	-	11677058	0.983	0.947
gene:TraesCS6A03G0052000	Chr6A	13240709	13241887	-	13241298	Chr6A	11754203	11755381	-	11754792	1.0	0.984
gene:TraesCS6A03G0052200	Chr6A	13283523	13286022	-	13284772	Chr6A	11830555	11833053	-	11831804	1.0	0.985
gene:TraesCS6A03G0052500	Chr6A	13363237	13365679	+	13364458	Chr6A	11911433	11913884	+	11912658	1.0	0.995
gene:TraesCS6A03G0052800	Chr6A	13452977	13456276	+	13454626	Chr6A	12061012	12064292	+	12062652	0.993	0.96
gene:TraesCS6A03G0053100	Chr6A	13514651	13516894	-	13515772	Chr6A	12135963	12138201	-	12137082	0.993	0.966
gene:TraesCS6A03G0053200	Chr6A	13528644	13530113	+	13529378	Chr6A	12157157	12158626	+	12157891	1.0	0.985
gene:TraesCS6A03G0053800	Chr6A	13679229	13683414	+	13681321	Chr6A	12315948	12320192	+	12318070	1.0	0.967
gene:TraesCS6A03G0053900	Chr6A	13684327	13686423	-	13685375	Chr6A	12320910	12323134	-	12322022	0.997	0.979
gene:TraesCS6A03G0054100	Chr6A	13708034	13709236	+	13708635	Chr6A	12364016	12365260	+	12364638	1.0	0.946
gene:TraesCS6A03G0054700	Chr6A	13779362	13787511	+	13783436	Chr6A	12450792	12458866	+	12454829	0.987	0.968
gene:TraesCS6A03G0055000	Chr6A	13814362	13814901	+	13814631	Chr6A	12686799	12687338	+	12687068	1.0	0.996
gene:TraesCS6A03G0055200	Chr6A	13825479	13827181	-	13826330	Chr6A	12695581	12697282	-	12696431	0.999	0.969
gene:TraesCS6A03G0055300	Chr6A	13865987	13874288	+	13870137	Chr6A	12735662	12743263	+	12739462	0.932	0.914
gene:TraesCS6A03G0056000	Chr6A	14228359	14230494	-	14229426	Chr6A	12987325	12989455	-	12988390	0.995	0.967
gene:TraesCS6A03G0056100	Chr6A	14249390	14250855	+	14250122	Chr6A	13021969	13023434	+	13022701	1.0	0.981
gene:TraesCS6A03G0056500	Chr6A	14282648	14284420	-	14283534	Chr6A	13041910	13043699	-	13042804	1.0	0.984
gene:TraesCS6A03G0056700	Chr6A	14340565	14341448	+	14341006	Chr6A	13098845	13099728	+	13099286	1.0	0.986
gene:TraesCS6A03G0056800	Chr6A	14349724	14350977	-	14350350	Chr6A	13132969	13134222	-	13133595	1.0	0.985
gene:TraesCS6A03G0056900	Chr6A	14397194	14407207	+	14402200	Chr6A	13160084	13168088	+	13164086	1.0	0.951
gene:TraesCS6A03G0057300	Chr6A	14450508	14454908	+	14452708	Chr6A	13276933	13281456	+	13279194	0.999	0.947
gene:TraesCS6A03G0057400	Chr6A	14454995	14455537	-	14455266	Chr6A	13281536	13282063	-	13281799	0.961	0.932
gene:TraesCS6A03G0057600	Chr6A	14458904	14468241	-	14463572	Chr6A	13285540	13294929	-	13290234	0.996	0.952
gene:TraesCS6A03G0058400	Chr6A	14779983	14783826	-	14781904	Chr6A	13571706	13575559	-	13573632	0.999	0.974
gene:TraesCS6A03G0058600	Chr6A	14830104	14830397	+	14830250	Chr6A	13725363	13725656	+	13725509	1.0	0.993
gene:TraesCS6A03G0058900	Chr6A	14899043	14900702	-	14899872	Chr6A	13794349	13796008	-	13795178	1.0	0.999
gene:TraesCS6A03G0059200	Chr6A	15055580	15060784	+	15058182	Chr6A	13948770	13953976	+	13951373	1.0	1.0
gene:TraesCS6A03G0059300	Chr6A	15060851	15063542	-	15062196	Chr6A	13954043	13956734	-	13955388	1.0	1.0
gene:TraesCS6A03G0059400	Chr6A	15067846	15073239	+	15070542	Chr6A	13961039	13966525	+	13963782	1.0	0.946
gene:TraesCS6A03G0060100	Chr6A	15129564	15133643	+	15131603	Chr6A	14034591	14038669	+	14036630	1.0	1.0
gene:TraesCS6A03G0060400	Chr6A	15201260	15204515	-	15202887	Chr6A	14104280	14107535	-	14105907	1.0	1.0
gene:TraesCS6A03G0061600	Chr6A	15362392	15362748	-	15362570	Chr6A	14256521	14256877	-	14256699	1.0	1.0
gene:TraesCS6A03G0061900	Chr6A	15379189	15386500	-	15382844	Chr6A	14282357	14289433	-	14285895	0.948	0.944
gene:TraesCS6A03G0062800	Chr6A	15629350	15629748	-	15629549	Chr6A	14542503	14542901	-	14542702	1.0	0.989
gene:TraesCS6A03G0063600	Chr6A	15779174	15781136	+	15780155	Chr6A	14683065	14685027	+	14684046	1.0	0.998
gene:TraesCS6A03G0064100	Chr6A	15829832	15833319	-	15831575	Chr6A	14741530	14745017	-	14743273	1.0	0.996
gene:TraesCS6A03G0064200	Chr6A	15846169	15850188	+	15848178	Chr6A	14768709	14772698	+	14770703	1.0	0.997
gene:TraesCS6A03G0064300	Chr6A	15850860	15855023	-	15852941	Chr6A	14773370	14777533	-	14775451	1.0	0.998
gene:TraesCS6A03G0064400	Chr6A	15863127	15863910	+	15863518	Chr6A	14785652	14786434	+	14786043	1.0	1.0
gene:TraesCS6A03G0064500	Chr6A	15866698	15868311	+	15867504	Chr6A	14789276	14790889	+	14790082	1.0	0.996
gene:TraesCS6A03G0065000	Chr6A	15959763	15961013	+	15960388	Chr6A	14886137	14887371	+	14886754	0.987	0.984
gene:TraesCS6A03G0065600	Chr6A	16201072	16204757	-	16202914	Chr6A	15347890	15351714	+	15349802	0.997	0.939
gene:TraesCS6A03G0067700	Chr6A	17077641	17081414	+	17079527	Chr6A	15662815	15666553	+	15664684	0.985	0.963
gene:TraesCS6A03G0067800	Chr6A	17084421	17087543	-	17085982	Chr6A	15696646	15699764	-	15698205	0.998	0.971
gene:TraesCS6A03G0067900	Chr6A	17094375	17097169	+	17095772	Chr6A	15796576	15799158	+	15797867	1.0	0.981
gene:TraesCS6A03G0068000	Chr6A	17098200	17103008	-	17100604	Chr6A	15803510	15809676	-	15806593	1.0	0.973
gene:TraesCS6A03G0068400	Chr6A	17131437	17133122	-	17132279	Chr6A	15776223	15777908	-	15777065	1.0	0.986
gene:TraesCS6A03G0068500	Chr6A	17180912	17183555	+	17182233	Chr6A	15841948	15844595	+	15843271	1.0	0.979
