gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity
gene:TraesCS6B03G0024800	Chr6B	7432566	7436828	+	7434697	Chr6B	8130445	8134707	+	8132576	1.0	0.999
gene:TraesCS6B03G0024900	Chr6B	7497813	7501390	+	7499601	Chr6B	8191817	8195394	+	8193605	1.0	1.0
gene:TraesCS6B03G0025000	Chr6B	7523590	7525907	-	7524748	Chr6B	8217337	8219654	-	8218495	1.0	1.0
gene:TraesCS6B03G0025100	Chr6B	7576423	7578474	-	7577448	Chr6B	8269567	8271618	-	8270592	1.0	1.0
gene:TraesCS6B03G0025200	Chr6B	7681205	7681873	-	7681539	Chr6B	8371618	8372286	-	8371952	1.0	1.0
gene:TraesCS6B03G0025300	Chr6B	7684532	7685381	-	7684956	Chr6B	8374946	8375795	-	8375370	1.0	1.0
gene:TraesCS6B03G0025400	Chr6B	7696523	7697623	-	7697073	Chr6B	8386258	8387358	-	8386808	1.0	1.0
gene:TraesCS6B03G0025500	Chr6B	7709642	7711029	-	7710335	Chr6B	8399371	8400758	-	8400064	1.0	1.0
gene:TraesCS6B03G0025700	Chr6B	7728916	7729548	-	7729232	Chr6B	8418494	8419126	-	8418810	1.0	1.0
gene:TraesCS6B03G0025800	Chr6B	7743786	7748627	+	7746206	Chr6B	8433149	8437990	+	8435569	1.0	1.0
gene:TraesCS6B03G0026000	Chr6B	7761991	7764628	+	7763309	Chr6B	8451352	8453989	+	8452670	1.0	0.999
gene:TraesCS6B03G0026300	Chr6B	8097787	8103181	-	8100484	Chr6B	8777395	8782789	-	8780092	1.0	0.999
gene:TraesCS6B03G0026400	Chr6B	8126490	8126794	+	8126642	Chr6B	8806275	8806579	+	8806427	1.0	1.0
gene:TraesCS6B03G0026500	Chr6B	8167066	8167630	+	8167348	Chr6B	8840963	8841527	+	8841245	1.0	1.0
gene:TraesCS6B03G0026800	Chr6B	8499736	8501849	-	8500792	Chr6B	9172504	9174617	-	9173560	1.0	1.0
gene:TraesCS6B03G0027300	Chr6B	9653692	9654627	-	9654159	Chr6B	10280220	10281155	-	10280687	1.0	1.0
gene:TraesCS6B03G0027400	Chr6B	9658978	9662044	-	9660511	Chr6B	10285156	10288222	-	10286689	1.0	1.0
gene:TraesCS6B03G0027900	Chr6B	9741098	9747771	-	9744434	Chr6B	10366498	10373171	-	10369834	1.0	1.0
gene:TraesCS6B03G0028000	Chr6B	9849485	9853509	-	9851497	Chr6B	10472648	10476666	-	10474657	0.998	0.998
gene:TraesCS6B03G0028100	Chr6B	9926549	9932499	-	9929524	Chr6B	10549396	10555346	-	10552371	1.0	1.0
gene:TraesCS6B03G0028400	Chr6B	9941555	9944126	-	9942840	Chr6B	10564403	10566974	-	10565688	1.0	1.0
gene:TraesCS6B03G0028500	Chr6B	10037046	10039187	+	10038116	Chr6B	10659890	10662031	+	10660960	1.0	1.0
gene:TraesCS6B03G0029000	Chr6B	10213284	10216091	-	10214687	Chr6B	10819406	10822213	-	10820809	1.0	1.0
gene:TraesCS6B03G0029100	Chr6B	10225478	10230400	+	10227939	Chr6B	10831600	10836522	+	10834061	1.0	1.0
gene:TraesCS6B03G0029200	Chr6B	10240300	10250359	+	10245329	Chr6B	10846432	10856494	+	10851463	1.0	0.999
gene:TraesCS6B03G0029300	Chr6B	10250755	10251366	-	10251060	Chr6B	10856890	10857501	-	10857195	1.0	1.0
gene:TraesCS6B03G0029400	Chr6B	10251988	10252587	-	10252287	Chr6B	10858123	10858722	-	10858422	1.0	1.0
gene:TraesCS6B03G0029500	Chr6B	10257018	10260872	+	10258945	Chr6B	10863153	10867007	+	10865080	1.0	0.999
gene:TraesCS6B03G0029700	Chr6B	10268900	10269590	+	10269245	Chr6B	10875034	10875724	+	10875379	1.0	1.0
gene:TraesCS6B03G0030000	Chr6B	10272843	10274651	-	10273747	Chr6B	10878977	10880787	-	10879882	1.0	1.0
gene:TraesCS6B03G0030100	Chr6B	10276242	10276790	+	10276516	Chr6B	10882378	10882926	+	10882652	1.0	1.0
gene:TraesCS6B03G0030500	Chr6B	10421683	10434797	+	10428240	Chr6B	11027814	11040746	+	11034280	1.0	1.0
gene:TraesCS6B03G0031100	Chr6B	10484606	10485902	+	10485254	Chr6B	11090972	11092268	+	11091620	1.0	0.998
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	11306509	11307009	-	11306759	1.0	1.0
gene:TraesCS6B03G0032500	Chr6B	10687959	10689500	-	10688729	Chr6B	11314120	11315651	-	11314885	1.0	0.991
gene:TraesCS6B03G0032700	Chr6B	10721073	10721825	+	10721449	Chr6B	11371901	11372653	+	11372277	1.0	0.994
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	11779313	11780967	+	11780140	0.995	0.978
gene:TraesCS6B03G0033000	Chr6B	10813143	10815983	+	10814563	Chr6B	11483526	11486365	+	11484945	1.0	0.986
gene:TraesCS6B03G0033300	Chr6B	10901175	10901981	+	10901578	Chr6B	11563029	11563835	+	11563432	1.0	0.991
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	11567681	11569956	+	11568818	1.0	0.996
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	11601733	11603971	+	11602852	1.0	0.997
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	11625596	11627750	+	11626673	1.0	0.996
gene:TraesCS6B03G0033700	Chr6B	10982922	10985033	+	10983977	Chr6B	11647092	11649201	+	11648146	1.0	0.995
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	11677237	11679780	-	11678508	1.0	0.994
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	11725372	11727503	-	11726437	1.0	0.993
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	11477576	11479197	-	11478386	0.991	0.982
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	11945660	11949962	-	11947811	0.995	0.938
gene:TraesCS6B03G0039400	Chr6B	13077700	13079362	-	13078531	Chr6B	12581669	12583332	-	12582500	1.0	0.998
gene:TraesCS6B03G0039500	Chr6B	13080243	13084757	-	13082500	Chr6B	12584214	12588726	-	12586470	1.0	0.992
gene:TraesCS6B03G0039900	Chr6B	13233885	13235360	+	13234622	Chr6B	12735787	12737235	+	12736511	0.981	0.968
gene:TraesCS6B03G0040000	Chr6B	13256822	13258912	+	13257867	Chr6B	12742882	12744973	+	12743927	0.998	0.992
gene:TraesCS6B03G0040100	Chr6B	13265186	13266661	-	13265923	Chr6B	12751214	12752662	-	12751938	0.981	0.968
gene:TraesCS6B03G0041000	Chr6B	13502812	13504261	+	13503536	Chr6B	13285836	13287285	+	13286560	1.0	0.992
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	13451278	13453143	-	13452210	0.989	0.978
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	13920357	13923133	-	13921745	0.996	0.929
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	13978561	13982346	-	13980453	0.992	0.944
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	13985819	13986493	-	13986156	1.0	0.997
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	14004156	14012293	-	14008224	0.99	0.977
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	14111408	14112058	-	14111733	1.0	0.913
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	14165076	14165958	-	14165517	0.989	0.915
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	14194061	14194835	-	14194448	1.0	0.966
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	14210432	14211082	-	14210757	1.0	0.976
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	14216708	14222491	-	14219599	1.0	0.981
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	14236902	14239114	+	14238008	1.0	0.995
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	14239330	14241021	-	14240175	1.0	0.984
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	14264602	14266035	-	14265318	0.99	0.977
gene:TraesCS6B03G0043200	Chr6B	14062257	14065736	+	14063996	Chr6B	14267251	14270762	+	14269006	1.0	0.995
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	14277174	14278762	-	14277968	1.0	0.995
gene:TraesCS6B03G0043400	Chr6B	14080412	14081158	+	14080785	Chr6B	14284979	14285698	+	14285338	0.963	0.962
gene:TraesCS6B03G0043900	Chr6B	14087824	14088411	+	14088117	Chr6B	14287468	14288055	+	14287761	1.0	1.0
gene:TraesCS6B03G0046200	Chr6B	14475295	14475742	-	14475518	Chr6B	14468117	14468565	-	14468341	1.0	0.992
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	14515412	14519000	-	14517206	0.999	0.992
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	15055401	15058317	+	15056859	0.999	0.983
gene:TraesCS6B03G0047700	Chr6B	15539564	15541528	+	15540546	Chr6B	15026653	15028540	-	15027596	0.973	0.951
gene:TraesCS6B03G0048100	Chr6B	15557607	15561532	+	15559569	Chr6B	15173393	15177348	+	15175370	0.991	0.967
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	15180245	15187502	+	15183873	0.99	0.98
gene:TraesCS6B03G0048500	Chr6B	15628039	15628491	+	15628265	Chr6B	15265850	15266302	+	15266076	1.0	0.997
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	15283446	15285942	-	15284694	1.0	0.997
gene:TraesCS6B03G0048700	Chr6B	15677088	15680259	-	15678673	Chr6B	15309996	15313200	-	15311598	1.0	0.978
gene:TraesCS6B03G0049100	Chr6B	15925509	15926204	+	15925856	Chr6B	15899985	15900681	-	15900333	1.0	0.961
gene:TraesCS6B03G0049700	Chr6B	16476231	16477370	-	16476800	Chr6B	15528563	15529677	-	15529120	0.974	0.903
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	16082970	16086765	-	16084867	1.0	0.994
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	16109716	16111897	-	16110806	1.0	0.984
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	16118566	16120121	+	16119343	1.0	0.974
gene:TraesCS6B03G0051200	Chr6B	16998036	16999306	-	16998671	Chr6B	16327423	16328694	+	16328058	0.99	0.97
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	16132276	16134042	-	16133159	1.0	0.996
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	16228658	16230333	-	16229495	1.0	0.995
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	16261559	16263273	+	16262416	1.0	0.998
gene:TraesCS6B03G0051800	Chr6B	17189455	17190896	+	17190175	Chr6B	16298384	16299827	+	16299105	1.0	0.975
gene:TraesCS6B03G0052000	Chr6B	17273509	17275098	-	17274303	Chr6B	16339836	16341332	-	16340584	0.937	0.921
gene:TraesCS6B03G0052200	Chr6B	17316306	17322278	+	17319292	Chr6B	16365998	16371953	+	16368975	0.989	0.978
gene:TraesCS6B03G0052300	Chr6B	17324936	17329772	+	17327354	Chr6B	16374624	16379414	+	16377019	0.985	0.982
gene:TraesCS6B03G0052500	Chr6B	17332621	17333787	+	17333204	Chr6B	16382322	16383488	+	16382905	1.0	1.0
gene:TraesCS6B03G0052700	Chr6B	17344959	17346496	+	17345727	Chr6B	16386231	16387768	+	16386999	1.0	0.995
gene:TraesCS6B03G0053000	Chr6B	17354873	17356299	+	17355586	Chr6B	16406118	16407544	+	16406831	1.0	0.991
gene:TraesCS6B03G0053100	Chr6B	17361952	17363378	+	17362665	Chr6B	16413083	16414509	+	16413796	1.0	0.991
gene:TraesCS6B03G0053200	Chr6B	17420210	17420749	-	17420479	Chr6B	16488282	16488821	-	16488551	1.0	0.972
gene:TraesCS6B03G0053500	Chr6B	17474757	17476173	-	17475465	Chr6B	16534606	16535986	-	16535296	0.974	0.968
gene:TraesCS6B03G0053600	Chr6B	17477571	17477953	-	17477762	Chr6B	16560460	16560842	-	16560651	1.0	0.987
gene:TraesCS6B03G0053700	Chr6B	17482169	17482761	-	17482465	Chr6B	16565009	16565607	-	16565308	1.0	0.987
gene:TraesCS6B03G0053900	Chr6B	17542927	17548034	-	17545480	Chr6B	16715516	16720617	-	16718066	0.969	0.967
gene:TraesCS6B03G0054200	Chr6B	17570064	17570525	-	17570294	Chr6B	16749272	16749733	-	16749502	1.0	1.0
gene:TraesCS6B03G0054700	Chr6B	17642075	17642536	-	17642305	Chr6B	17645584	17646045	-	17645814	1.0	0.997
gene:TraesCS6B03G0054800	Chr6B	17642646	17643236	-	17642941	Chr6B	17646155	17646775	-	17646465	1.0	0.945
gene:TraesCS6B03G0054900	Chr6B	17647600	17649827	-	17648713	Chr6B	17650322	17652549	-	17651435	1.0	0.996
gene:TraesCS6B03G0055700	Chr6B	17883132	17883398	-	17883265	Chr6B	18164752	18165018	-	18164885	1.0	1.0
gene:TraesCS6B03G0055800	Chr6B	17894796	17895062	+	17894929	Chr6B	18176967	18177233	+	18177100	1.0	1.0
gene:TraesCS6B03G0055900	Chr6B	18118663	18120067	+	18119365	Chr6B	18490706	18492110	+	18491408	1.0	0.997
gene:TraesCS6B03G0056000	Chr6B	18123160	18128009	-	18125584	Chr6B	18495619	18500231	-	18497925	0.943	0.941
gene:TraesCS6B03G0056200	Chr6B	18140661	18146770	+	18143715	Chr6B	18513254	18519276	+	18516265	0.975	0.962
gene:TraesCS6B03G0056800	Chr6B	18230819	18231280	-	18231049	Chr6B	19112795	19113256	-	19113025	1.0	0.997
gene:TraesCS6B03G0057000	Chr6B	18245649	18247177	-	18246413	Chr6B	19139378	19140888	-	19140133	0.988	0.981
gene:TraesCS6B03G0057100	Chr6B	18258902	18261863	-	18260382	Chr6B	19155951	19158837	-	19157394	0.962	0.956
gene:TraesCS6B03G0057400	Chr6B	18286152	18289433	-	18287792	Chr6B	19394730	19398012	-	19396371	1.0	0.993
gene:TraesCS6B03G0057800	Chr6B	18391461	18392135	-	18391798	Chr6B	19482470	19483144	-	19482807	1.0	0.997
gene:TraesCS6B03G0058300	Chr6B	18406857	18408844	-	18407850	Chr6B	19496493	19498480	-	19497486	1.0	0.998
gene:TraesCS6B03G0058400	Chr6B	18722780	18723913	-	18723346	Chr6B	19801860	19802993	-	19802426	1.0	0.999
gene:TraesCS6B03G0058600	Chr6B	18751634	18752794	-	18752214	Chr6B	19830170	19831330	-	19830750	1.0	0.993
gene:TraesCS6B03G0058700	Chr6B	18758565	18759719	-	18759142	Chr6B	19835456	19836610	-	19836033	1.0	0.991
gene:TraesCS6B03G0059200	Chr6B	18789158	18796933	-	18793045	Chr6B	19866016	19873760	-	19869888	0.991	0.985
gene:TraesCS6B03G0059300	Chr6B	18798866	18802124	-	18800495	Chr6B	19875523	19878726	-	19877124	0.968	0.949
gene:TraesCS6B03G0059800	Chr6B	18921169	18921738	-	18921453	Chr6B	19932278	19932847	-	19932562	1.0	0.957
gene:TraesCS6B03G0059900	Chr6B	18925907	18926449	-	18926178	Chr6B	19937440	19937982	-	19937711	1.0	0.966
gene:TraesCS6B03G0060200	Chr6B	18950001	18950570	-	18950285	Chr6B	19942176	19942745	-	19942460	1.0	0.989
gene:TraesCS6B03G0060300	Chr6B	18951652	18955977	-	18953814	Chr6B	19943825	19948121	-	19945973	0.999	0.989
gene:TraesCS6B03G0060400	Chr6B	18959381	18964102	+	18961741	Chr6B	19951481	19956190	+	19953835	0.986	0.97
gene:TraesCS6B03G0060500	Chr6B	19259304	19278233	+	19268768	Chr6B	20207004	20225988	+	20216496	1.0	1.0
gene:TraesCS6B03G0060600	Chr6B	19269168	19269908	+	19269538	Chr6B	20216918	20217658	+	20217288	1.0	0.998
gene:TraesCS6B03G0060800	Chr6B	19286287	19287822	+	19287054	Chr6B	20234040	20235575	+	20234807	1.0	1.0
gene:TraesCS6B03G0061100	Chr6B	19342776	19343237	+	19343006	Chr6B	20290538	20290999	+	20290768	1.0	1.0
gene:TraesCS6B03G0061200	Chr6B	19360463	19361437	+	19360950	Chr6B	20308225	20309199	+	20308712	1.0	1.0
gene:TraesCS6B03G0061500	Chr6B	19449611	19450915	+	19450263	Chr6B	20397341	20398645	+	20397993	1.0	1.0
gene:TraesCS6B03G0061900	Chr6B	19453760	19455056	+	19454408	Chr6B	20401491	20402787	+	20402139	1.0	1.0
gene:TraesCS6B03G0062000	Chr6B	19461239	19464989	+	19463114	Chr6B	20408938	20412688	+	20410813	1.0	1.0
gene:TraesCS6B03G0062600	Chr6B	19566807	19567490	-	19567148	Chr6B	20515262	20515945	-	20515603	1.0	1.0
gene:TraesCS6B03G0062800	Chr6B	19628098	19629681	+	19628889	Chr6B	20576534	20578117	+	20577325	1.0	1.0
gene:TraesCS6B03G0062900	Chr6B	19701508	19702074	+	19701791	Chr6B	20650019	20650585	+	20650302	1.0	1.0
gene:TraesCS6B03G0063300	Chr6B	19984085	19984573	+	19984329	Chr6B	20932794	20933282	+	20933038	1.0	1.0
gene:TraesCS6B03G0063400	Chr6B	20009684	20010319	+	20010001	Chr6B	20958394	20959029	+	20958711	1.0	1.0
gene:TraesCS6B03G0063600	Chr6B	20050119	20050455	-	20050287	Chr6B	20998869	20999205	-	20999037	1.0	1.0
gene:TraesCS6B03G0064100	Chr6B	20104089	20104859	-	20104474	Chr6B	21052846	21053616	-	21053231	1.0	0.998
gene:TraesCS6B03G0064400	Chr6B	20239279	20244945	-	20242112	Chr6B	21187748	21193414	-	21190581	1.0	1.0
gene:TraesCS6B03G0064500	Chr6B	20389866	20392134	+	20391000	Chr6B	21338161	21340429	+	21339295	1.0	1.0
gene:TraesCS6B03G0064700	Chr6B	20408534	20418327	+	20413430	Chr6B	21356018	21365811	+	21360914	1.0	1.0
gene:TraesCS6B03G0064800	Chr6B	20427149	20429657	+	20428403	Chr6B	21374479	21376987	+	21375733	1.0	1.0
gene:TraesCS6B03G0065000	Chr6B	20430039	20433975	-	20432007	Chr6B	21377369	21381305	-	21379337	1.0	1.0
gene:TraesCS6B03G0065100	Chr6B	20512314	20513471	-	20512892	Chr6B	21459504	21460661	-	21460082	1.0	1.0
gene:TraesCS6B03G0065400	Chr6B	20546501	20547743	+	20547122	Chr6B	21493692	21494934	+	21494313	1.0	1.0
gene:TraesCS6B03G0065700	Chr6B	20715922	20716830	-	20716376	Chr6B	21654399	21655307	-	21654853	1.0	1.0
gene:TraesCS6B03G0065800	Chr6B	20739221	20742345	-	20740783	Chr6B	21677375	21680499	-	21678937	1.0	1.0
gene:TraesCS6B03G0066300	Chr6B	20814231	20816681	-	20815456	Chr6B	21751495	21753945	-	21752720	1.0	1.0
gene:TraesCS6B03G0066400	Chr6B	20910951	20929091	+	20920021	Chr6B	21848275	21866415	+	21857345	1.0	1.0
gene:TraesCS6B03G0066800	Chr6B	20970292	20971927	+	20971109	Chr6B	21907297	21908932	+	21908114	1.0	0.999
gene:TraesCS6B03G0067000	Chr6B	21014532	21018710	+	21016621	Chr6B	21952855	21957033	+	21954944	1.0	0.999
gene:TraesCS6B03G0067300	Chr6B	21031108	21035779	+	21033443	Chr6B	21969431	21974152	+	21971791	1.0	0.98
gene:TraesCS6B03G0067500	Chr6B	21058476	21058988	-	21058732	Chr6B	21996850	21997362	-	21997106	1.0	1.0
