gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity
gene:TraesCS1D03G0010600	Chr1D	3035516	3036070	+	3035793	Chr1D	2370662	2371216	+	2370939	1.0	0.998
gene:TraesCS1D03G0010900	Chr1D	3049234	3052252	+	3050743	Chr1D	2384765	2388002	+	2386383	1.0	0.992
gene:TraesCS1D03G0011000	Chr1D	3051473	3051794	-	3051633	Chr1D	2387221	2387542	-	2387381	1.0	0.995
gene:TraesCS1D03G0011200	Chr1D	3058505	3059110	+	3058807	Chr1D	2393982	2394587	+	2394284	1.0	0.998
gene:TraesCS1D03G0011300	Chr1D	3060050	3060268	+	3060159	Chr1D	2610102	2610320	+	2610211	1.0	0.926
gene:TraesCS1D03G0011900	Chr1D	3146520	3146738	+	3146629	Chr1D	2563290	2563508	+	2563399	1.0	0.995
gene:TraesCS1D03G0012000	Chr1D	3156660	3157255	+	3156957	Chr1D	2638238	2638850	+	2638544	0.996	0.944
gene:TraesCS1D03G0012400	Chr1D	3168296	3169363	-	3168829	Chr1D	2648432	2649499	-	2648965	1.0	0.993
gene:TraesCS1D03G0012300	Chr1D	3168296	3169363	-	3168829	Chr1D	2648432	2649499	-	2648965	1.0	0.992
gene:TraesCS1D03G0012700	Chr1D	3317114	3318407	+	3317760	Chr1D	4304674	4305958	-	4305316	0.996	0.96
gene:TraesCS1D03G0013000	Chr1D	3377746	3382876	+	3380311	Chr1D	2730964	2736094	+	2733529	1.0	0.993
gene:TraesCS1D03G0013100	Chr1D	3429890	3431151	+	3430520	Chr1D	2773891	2775172	+	2774531	1.0	0.977
gene:TraesCS1D03G0014100	Chr1D	3654017	3654448	+	3654232	Chr1D	3006553	3006984	+	3006768	1.0	0.965
gene:TraesCS1D03G0014200	Chr1D	3667788	3668400	+	3668094	Chr1D	3020025	3020637	+	3020331	1.0	0.996
gene:TraesCS1D03G0014300	Chr1D	3673182	3675464	-	3674323	Chr1D	3025692	3027970	-	3026831	1.0	0.995
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	3079142	3080381	+	3079761	1.0	1.0
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	3139399	3140624	-	3140011	1.0	1.0
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	3171924	3173453	+	3172688	1.0	1.0
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	3266566	3267465	-	3267015	1.0	1.0
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	3293171	3294476	-	3293823	1.0	1.0
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	3357318	3357575	+	3357446	1.0	1.0
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	3380767	3381669	-	3381218	1.0	1.0
gene:TraesCS1D03G0015900	Chr1D	4161332	4165555	+	4163443	Chr1D	3509480	3513703	+	3511591	1.0	1.0
gene:TraesCS1D03G0016000	Chr1D	4168175	4172160	+	4170167	Chr1D	3516322	3520307	+	3518314	1.0	1.0
gene:TraesCS1D03G0016100	Chr1D	4172892	4176565	+	4174728	Chr1D	3521039	3524712	+	3522875	1.0	1.0
gene:TraesCS1D03G0016200	Chr1D	4177197	4182517	-	4179857	Chr1D	3525344	3530664	-	3528004	1.0	0.99
gene:TraesCS1D03G0016600	Chr1D	4286412	4287695	-	4287053	Chr1D	3634584	3635867	-	3635225	1.0	1.0
gene:TraesCS1D03G0016700	Chr1D	4386351	4395126	-	4390738	Chr1D	3731865	3740640	-	3736252	1.0	1.0
gene:TraesCS1D03G0016800	Chr1D	4395798	4401534	+	4398666	Chr1D	3741312	3747045	+	3744178	1.0	1.0
gene:TraesCS1D03G0017100	Chr1D	4441316	4442197	-	4441756	Chr1D	3786714	3787595	-	3787154	1.0	1.0
gene:TraesCS1D03G0017400	Chr1D	4485187	4486277	-	4485732	Chr1D	3830626	3831716	-	3831171	1.0	1.0
gene:TraesCS1D03G0017500	Chr1D	4511639	4512641	-	4512140	Chr1D	3857076	3858078	-	3857577	1.0	0.998
gene:TraesCS1D03G0017600	Chr1D	4546440	4547558	+	4546999	Chr1D	3891880	3892998	+	3892439	1.0	1.0
gene:TraesCS1D03G0018300	Chr1D	4940040	4941015	-	4940527	Chr1D	4277293	4278268	-	4277780	1.0	1.0
gene:TraesCS1D03G0018400	Chr1D	4950479	4952240	+	4951359	Chr1D	4287729	4289490	+	4288609	1.0	1.0
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	4420444	4421641	-	4421042	1.0	1.0
gene:TraesCS1D03G0018700	Chr1D	5085791	5087899	+	5086845	Chr1D	4449971	4452079	+	4451025	1.0	1.0
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	4582047	4587569	+	4584808	1.0	1.0
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	4633640	4640650	+	4637145	1.0	0.998
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	4678525	4681247	-	4679886	1.0	1.0
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	4685791	4692055	-	4688923	1.0	1.0
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	4780117	4781733	-	4780925	1.0	1.0
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	4939496	4944386	-	4941941	1.0	0.999
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	4948153	4949211	+	4948682	1.0	0.997
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	4982347	4983126	-	4982736	1.0	1.0
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	5050927	5052527	+	5051727	1.0	1.0
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	5058025	5059665	+	5058845	1.0	1.0
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	5097739	5099210	+	5098474	1.0	1.0
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	5150109	5155352	-	5152730	1.0	1.0
gene:TraesCS1D03G0021400	Chr1D	5800416	5801330	+	5800873	Chr1D	5163404	5164318	+	5163861	1.0	1.0
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	5202415	5207706	-	5205060	1.0	1.0
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	5218168	5221670	+	5219919	1.0	1.0
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	5222531	5226665	-	5224598	1.0	1.0
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	5240561	5241472	+	5241016	1.0	1.0
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	5242860	5247417	+	5245138	1.0	1.0
gene:TraesCS1D03G0022100	Chr1D	5895435	5897468	+	5896451	Chr1D	5248389	5250422	+	5249405	1.0	1.0
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	5252148	5254344	+	5253246	1.0	1.0
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	5308253	5314976	+	5311614	1.0	1.0
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	5315279	5316665	+	5315972	1.0	1.0
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	5318184	5320959	-	5319571	1.0	0.999
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	5927067	5930195	+	5928631	1.0	1.0
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	5959816	5994094	+	5976955	1.0	1.0
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	6017222	6031676	+	6024449	1.0	1.0
gene:TraesCS1D03G0024100	Chr1D	6702026	6705310	-	6703668	Chr1D	6054823	6058107	-	6056465	1.0	0.999
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	6070222	6070776	-	6070499	1.0	1.0
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	6087269	6087909	-	6087589	1.0	1.0
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	6115195	6118174	-	6116684	1.0	1.0
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	6121686	6135357	-	6128521	1.0	1.0
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	6141183	6142791	-	6141987	1.0	1.0
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	6196972	6197706	-	6197339	1.0	1.0
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	6229571	6230319	-	6229945	1.0	0.998
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	6241047	6241374	-	6241210	1.0	1.0
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	6290020	6291828	-	6290924	1.0	1.0
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	6303625	6305457	+	6304541	1.0	1.0
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	6360609	6363180	-	6361894	1.0	1.0
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	6368314	6369076	-	6368695	1.0	1.0
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	6411042	6414071	-	6412556	1.0	1.0
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	6527336	6530209	-	6528772	1.0	0.999
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	6534433	6537213	-	6535823	1.0	1.0
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	6546811	6548359	-	6547585	1.0	1.0
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	6698483	6703544	-	6701013	1.0	1.0
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	6706063	6709929	+	6707996	1.0	1.0
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	6710172	6711962	-	6711067	1.0	1.0
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	6717775	6719261	-	6718518	1.0	1.0
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	6720845	6726270	+	6723557	1.0	1.0
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	6748739	6750461	+	6749600	1.0	1.0
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	6795452	6797355	+	6796403	1.0	1.0
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	6829310	6831980	+	6830645	1.0	1.0
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	6845194	6846753	+	6845973	1.0	1.0
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	6847387	6847722	+	6847554	1.0	1.0
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	6945270	6946041	-	6945655	1.0	1.0
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	6949695	6953988	+	6951841	1.0	1.0
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	6959388	6961376	+	6960382	1.0	1.0
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	6962750	6966509	-	6964629	1.0	1.0
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	6970265	6971267	-	6970766	1.0	1.0
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	6986747	6991337	-	6989042	1.0	1.0
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	6996813	6999598	-	6998205	1.0	1.0
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	7005177	7009611	+	7007394	1.0	1.0
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	7058759	7059687	-	7059223	1.0	1.0
gene:TraesCS1D03G0030700	Chr1D	7584288	7585388	-	7584838	Chr1D	7084941	7086041	-	7085491	1.0	1.0
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	7109737	7110914	+	7110325	1.0	1.0
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	7133004	7136302	-	7134653	1.0	0.967
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	7137664	7140268	+	7138966	0.999	0.997
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	7141221	7143431	-	7142326	1.0	1.0
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	7204699	7207793	-	7206246	1.0	1.0
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	7243128	7245562	+	7244345	1.0	1.0
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	7266874	7268320	-	7267597	1.0	1.0
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	7273265	7277223	-	7275244	1.0	0.999
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	7272848	7280557	+	7276702	1.0	0.999
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	7298232	7300569	+	7299400	1.0	0.999
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	7307557	7311079	-	7309318	1.0	1.0
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	7344528	7348320	-	7346424	1.0	1.0
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	7355193	7369981	+	7362587	1.0	1.0
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	7391397	7392674	-	7392035	1.0	1.0
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	7397139	7403006	-	7400072	1.0	1.0
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	7426926	7430780	+	7428853	1.0	1.0
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	7434818	7436178	+	7435498	1.0	0.999
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	7513306	7517679	-	7515492	1.0	0.999
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	7523155	7540207	+	7531681	1.0	0.999
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	7607769	7612664	+	7610216	1.0	0.999
gene:TraesCS1D03G0033900	Chr1D	8101658	8103140	+	8102399	Chr1D	7615620	7617102	+	7616361	1.0	0.999
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	7630257	7631038	+	7630647	1.0	1.0
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	7651267	7653024	+	7652145	1.0	1.0
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	7680277	7691803	+	7686040	1.0	1.0
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	7703625	7705288	+	7704456	1.0	1.0
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	7755845	7758376	+	7757110	1.0	1.0
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	7768192	7769139	+	7768665	1.0	0.984
gene:TraesCS1D03G0035300	Chr1D	8287580	8291578	+	8289579	Chr1D	7830767	7834608	+	7832687	0.956	0.931
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	7836661	7839024	-	7837842	1.0	1.0
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	7839561	7842472	+	7841016	1.0	1.0
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	7858997	7861298	-	7860147	1.0	1.0
gene:TraesCS1D03G0035700	Chr1D	8318805	8321664	+	8320234	Chr1D	7861835	7864694	+	7863264	1.0	1.0
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	7867697	7869297	-	7868497	1.0	1.0
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	7875263	7879301	-	7877282	0.984	0.984
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	7880834	7883720	-	7882277	1.0	1.0
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	7906683	7912107	-	7909395	1.0	1.0
gene:TraesCS1D03G0036200	Chr1D	8425686	8428027	+	8426856	Chr1D	7968685	7971036	+	7969860	1.0	1.0
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	8056754	8057452	-	8057103	1.0	1.0
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	8134387	8137826	-	8136106	1.0	0.999
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	8176861	8180472	-	8178666	1.0	1.0
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	8210263	8211507	+	8210885	1.0	1.0
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	8219876	8221666	+	8220771	1.0	1.0
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	8229806	8232107	-	8230956	1.0	1.0
gene:TraesCS1D03G0037300	Chr1D	8727511	8729922	+	8728716	Chr1D	8270573	8272984	+	8271778	1.0	1.0
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	8342511	8346482	+	8344496	1.0	1.0
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	8463104	8464083	+	8463593	1.0	1.0
gene:TraesCS1D03G0038300	Chr1D	9016302	9021501	-	9018901	Chr1D	8555873	8561072	-	8558472	1.0	1.0
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	8561615	8566932	+	8564273	1.0	1.0
gene:TraesCS1D03G0038500	Chr1D	9029515	9030704	-	9030109	Chr1D	8569086	8570275	-	8569680	1.0	1.0
gene:TraesCS1D03G0038600	Chr1D	9033681	9040126	-	9036903	Chr1D	8573252	8579697	-	8576474	1.0	1.0
gene:TraesCS1D03G0038800	Chr1D	9121342	9124455	+	9122898	Chr1D	8660706	8663819	+	8662262	1.0	1.0
gene:TraesCS1D03G0038900	Chr1D	9124737	9127417	-	9126077	Chr1D	8664101	8666781	-	8665441	1.0	1.0
gene:TraesCS1D03G0039000	Chr1D	9129416	9137638	+	9133527	Chr1D	8668780	8677002	+	8672891	1.0	1.0
gene:TraesCS1D03G0039100	Chr1D	9154545	9157552	+	9156048	Chr1D	8693904	8696911	+	8695407	1.0	1.0
gene:TraesCS1D03G0039200	Chr1D	9206067	9207887	+	9206977	Chr1D	8745421	8747241	+	8746331	1.0	1.0
gene:TraesCS1D03G0039300	Chr1D	9227821	9228352	+	9228086	Chr1D	8767182	8767713	+	8767447	1.0	1.0
gene:TraesCS1D03G0039400	Chr1D	9245157	9246124	+	9245640	Chr1D	8784526	8785493	+	8785009	1.0	1.0
gene:TraesCS1D03G0039500	Chr1D	9247527	9249158	-	9248342	Chr1D	8786895	8788526	-	8787710	1.0	1.0
gene:TraesCS1D03G0039600	Chr1D	9262555	9264156	+	9263355	Chr1D	8801926	8803527	+	8802726	1.0	1.0
gene:TraesCS1D03G0039700	Chr1D	9327845	9334250	-	9331047	Chr1D	8867222	8873627	-	8870424	1.0	1.0
gene:TraesCS1D03G0040100	Chr1D	9396284	9405243	-	9400763	Chr1D	8935671	8944630	-	8940150	1.0	1.0
gene:TraesCS1D03G0040200	Chr1D	9435351	9444224	-	9439787	Chr1D	8974473	8983346	-	8978909	1.0	1.0
gene:TraesCS1D03G0040300	Chr1D	9461479	9465994	+	9463736	Chr1D	9000600	9005115	+	9002857	1.0	1.0
gene:TraesCS1D03G0040400	Chr1D	9493072	9498717	-	9495894	Chr1D	9032194	9037839	-	9035016	1.0	0.999
gene:TraesCS1D03G0040500	Chr1D	9623480	9623999	-	9623739	Chr1D	9162595	9163114	-	9162854	1.0	1.0
gene:TraesCS1D03G0040800	Chr1D	9677228	9681756	+	9679492	Chr1D	9216362	9220886	+	9218624	1.0	1.0
gene:TraesCS1D03G0041100	Chr1D	9688210	9693529	+	9690869	Chr1D	9227341	9232661	+	9230001	1.0	1.0
gene:TraesCS1D03G0041300	Chr1D	9722460	9732333	-	9727396	Chr1D	9261604	9271477	-	9266540	1.0	1.0
gene:TraesCS1D03G0041600	Chr1D	9742405	9753140	-	9747772	Chr1D	9281527	9292260	-	9286893	1.0	1.0
gene:TraesCS1D03G0041800	Chr1D	9768946	9769323	-	9769134	Chr1D	9308079	9308456	-	9308267	1.0	1.0
gene:TraesCS1D03G0042100	Chr1D	9802988	9804033	-	9803510	Chr1D	9342120	9343165	-	9342642	1.0	1.0
gene:TraesCS1D03G0042200	Chr1D	9823512	9823727	-	9823619	Chr1D	9362646	9362861	-	9362753	1.0	1.0
gene:TraesCS1D03G0042300	Chr1D	9829325	9829540	+	9829432	Chr1D	9368459	9368674	+	9368566	1.0	1.0
gene:TraesCS1D03G0042500	Chr1D	9843831	9846538	+	9845184	Chr1D	9382967	9385674	+	9384320	1.0	1.0
gene:TraesCS1D03G0042700	Chr1D	9884257	9887556	-	9885906	Chr1D	9423403	9426702	-	9425052	1.0	1.0
gene:TraesCS1D03G0042800	Chr1D	9977550	9995153	+	9986351	Chr1D	9516710	9534305	+	9525507	1.0	1.0
gene:TraesCS1D03G0043200	Chr1D	10126307	10126930	-	10126618	Chr1D	9767091	9767714	-	9767402	1.0	1.0
gene:TraesCS1D03G0043300	Chr1D	10135325	10137987	-	10136656	Chr1D	9776109	9778771	-	9777440	1.0	1.0
gene:TraesCS1D03G0043400	Chr1D	10144230	10145801	+	10145015	Chr1D	9785014	9786585	+	9785799	1.0	1.0
gene:TraesCS1D03G0043500	Chr1D	10157489	10165721	+	10161605	Chr1D	9798272	9806504	+	9802388	1.0	1.0
