gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity
gene:TraesCS5D03G0008000	Chr5D	3579222	3582239	-	3580730	Chr5D	3847604	3850621	-	3849112	1.0	0.999
gene:TraesCS5D03G0008100	Chr5D	3584251	3584745	+	3584498	Chr5D	3852633	3853127	+	3852880	1.0	1.0
gene:TraesCS5D03G0008300	Chr5D	3604593	3605039	+	3604816	Chr5D	3872973	3873419	+	3873196	1.0	1.0
gene:TraesCS5D03G0008400	Chr5D	3608804	3611113	-	3609958	Chr5D	3877175	3879479	-	3878327	0.995	0.986
gene:TraesCS5D03G0008600	Chr5D	3622739	3623188	+	3622963	Chr5D	3891104	3891553	+	3891328	1.0	0.997
gene:TraesCS5D03G0008900	Chr5D	3646131	3647699	+	3646915	Chr5D	3914455	3916020	+	3915237	0.998	0.988
gene:TraesCS5D03G0009200	Chr5D	3649092	3650582	+	3649837	Chr5D	3917413	3918903	+	3918158	1.0	1.0
gene:TraesCS5D03G0009100	Chr5D	3649059	3653270	-	3651164	Chr5D	3917380	3921575	-	3919477	1.0	0.997
gene:TraesCS5D03G0009400	Chr5D	3672490	3674058	-	3673274	Chr5D	3940785	3942353	-	3941569	1.0	1.0
gene:TraesCS5D03G0009800	Chr5D	3763968	3767732	-	3765850	Chr5D	4035965	4039735	-	4037850	1.0	0.991
gene:TraesCS5D03G0009900	Chr5D	3777701	3780330	+	3779015	Chr5D	4049731	4052360	+	4051045	1.0	1.0
gene:TraesCS5D03G0010200	Chr5D	4128339	4134929	+	4131634	Chr5D	4391226	4397753	+	4394489	0.982	0.98
gene:TraesCS5D03G0010300	Chr5D	4138928	4139406	+	4139167	Chr5D	4401752	4402230	+	4401991	1.0	1.0
gene:TraesCS5D03G0010400	Chr5D	4139960	4143802	+	4141881	Chr5D	4402784	4406624	+	4404704	1.0	1.0
gene:TraesCS5D03G0010500	Chr5D	4143972	4149511	-	4146741	Chr5D	4406794	4412297	-	4409545	0.989	0.964
gene:TraesCS5D03G0010700	Chr5D	4214914	4215624	+	4215269	Chr5D	4477658	4478368	+	4478013	1.0	1.0
gene:TraesCS5D03G0010800	Chr5D	4236946	4237494	+	4237220	Chr5D	4499677	4500225	+	4499951	1.0	1.0
gene:TraesCS5D03G0010900	Chr5D	4321657	4325110	+	4323383	Chr5D	4583729	4587182	+	4585455	1.0	0.992
gene:TraesCS5D03G0011400	Chr5D	4601728	4604250	+	4602989	Chr5D	4868115	4870637	+	4869376	1.0	1.0
gene:TraesCS5D03G0011500	Chr5D	4657637	4660576	+	4659106	Chr5D	4923821	4926758	+	4925289	0.999	0.997
gene:TraesCS5D03G0011700	Chr5D	4662688	4663563	+	4663125	Chr5D	4928881	4929756	+	4929318	1.0	0.998
gene:TraesCS5D03G0012500	Chr5D	4781972	4785327	+	4783649	Chr5D	5053461	5056816	+	5055138	1.0	0.994
gene:TraesCS5D03G0012700	Chr5D	4872332	4872634	+	4872483	Chr5D	5142612	5142914	+	5142763	1.0	0.99
gene:TraesCS5D03G0013000	Chr5D	4874080	4874303	-	4874191	Chr5D	5144330	5144553	-	5144441	1.0	0.994
gene:TraesCS5D03G0014800	Chr5D	4891913	4894165	-	4893039	Chr5D	5161339	5163591	-	5162465	1.0	0.992
gene:TraesCS5D03G0015500	Chr5D	4902366	4902728	-	4902547	Chr5D	5171753	5172115	-	5171934	1.0	0.991
gene:TraesCS5D03G0016000	Chr5D	4919446	4920810	+	4920128	Chr5D	5188809	5190173	+	5189491	1.0	0.998
gene:TraesCS5D03G0016300	Chr5D	4925161	4925271	-	4925216	Chr5D	5190854	5190964	+	5190909	1.0	1.0
gene:TraesCS5D03G0016400	Chr5D	4925715	4926272	+	4925993	Chr5D	5191285	5191842	+	5191563	1.0	0.998
gene:TraesCS5D03G0016800	Chr5D	4929412	4929555	-	4929483	Chr5D	5194982	5195125	-	5195053	1.0	0.986
gene:TraesCS5D03G0016900	Chr5D	4929660	4929776	-	4929718	Chr5D	5195230	5195346	-	5195288	1.0	0.991
gene:TraesCS5D03G0017300	Chr5D	4931465	4931578	+	4931521	Chr5D	5197054	5197167	+	5197110	1.0	1.0
gene:TraesCS5D03G0017400	Chr5D	4932349	4932477	+	4932413	Chr5D	5197940	5198068	+	5198004	1.0	0.992
gene:TraesCS5D03G0017500	Chr5D	4932918	4933118	+	4933018	Chr5D	5198511	5198711	+	5198611	1.0	0.985
gene:TraesCS5D03G0018000	Chr5D	4935300	4936013	-	4935656	Chr5D	5200899	5201613	-	5201256	1.0	0.986
gene:TraesCS5D03G0018700	Chr5D	4939644	4939925	+	4939784	Chr5D	5205249	5205530	+	5205389	1.0	1.0
gene:TraesCS5D03G0021100	Chr5D	4958384	4958494	+	4958439	Chr5D	5223647	5223757	+	5223702	1.0	0.99
gene:TraesCS5D03G0021400	Chr5D	4960287	4960754	+	4960520	Chr5D	5225584	5226051	+	5225817	1.0	0.997
gene:TraesCS5D03G0023300	Chr5D	5013765	5020319	-	5017042	Chr5D	5278994	5285547	-	5282270	0.999	0.978
gene:TraesCS5D03G0023600	Chr5D	5033927	5038681	+	5036304	Chr5D	5299153	5303908	+	5301530	1.0	0.998
gene:TraesCS5D03G0024000	Chr5D	5126830	5130716	-	5128773	Chr5D	5391543	5395431	-	5393487	1.0	0.999
gene:TraesCS5D03G0024200	Chr5D	5310399	5319110	+	5314754	Chr5D	5575104	5583811	+	5579457	1.0	0.988
gene:TraesCS5D03G0024300	Chr5D	5323991	5339694	+	5331842	Chr5D	5588710	5604452	+	5596581	1.0	0.997
gene:TraesCS5D03G0024400	Chr5D	5339945	5343217	-	5341581	Chr5D	5604694	5607966	-	5606330	1.0	1.0
gene:TraesCS5D03G0024600	Chr5D	5501293	5503036	+	5502164	Chr5D	5765852	5767595	+	5766723	1.0	1.0
gene:TraesCS5D03G0024700	Chr5D	5534695	5546126	+	5540410	Chr5D	5799245	5810662	+	5804953	1.0	1.0
gene:TraesCS5D03G0024800	Chr5D	5567761	5575868	-	5571814	Chr5D	5833221	5841328	-	5837274	1.0	0.999
gene:TraesCS5D03G0024900	Chr5D	5706212	5708783	-	5707497	Chr5D	5971679	5974250	-	5972964	1.0	0.999
gene:TraesCS5D03G0025100	Chr5D	5762415	5764094	-	5763254	Chr5D	6027868	6029547	-	6028707	1.0	1.0
gene:TraesCS5D03G0025200	Chr5D	5772359	5775824	-	5774091	Chr5D	6037808	6041265	-	6039536	1.0	0.964
gene:TraesCS5D03G0025400	Chr5D	5906666	5910254	+	5908460	Chr5D	6172100	6175688	+	6173894	1.0	1.0
gene:TraesCS5D03G0025500	Chr5D	5943007	5947183	+	5945095	Chr5D	6203232	6207408	+	6205320	1.0	0.994
gene:TraesCS5D03G0025600	Chr5D	5953081	5963542	+	5958311	Chr5D	6213224	6223662	+	6218443	1.0	1.0
gene:TraesCS5D03G0025700	Chr5D	5997418	5999830	+	5998624	Chr5D	6257496	6259902	+	6258699	0.991	0.973
gene:TraesCS5D03G0025800	Chr5D	6012640	6017851	+	6015245	Chr5D	6272720	6277915	+	6275317	1.0	0.99
gene:TraesCS5D03G0026800	Chr5D	6773112	6787820	-	6780466	Chr5D	7030912	7045608	-	7038260	1.0	0.999
gene:TraesCS5D03G0026900	Chr5D	6799651	6803622	+	6801636	Chr5D	7057017	7061016	+	7059016	1.0	1.0
gene:TraesCS5D03G0027000	Chr5D	6841065	6847662	+	6844363	Chr5D	7098309	7104903	+	7101606	0.999	0.999
gene:TraesCS5D03G0027100	Chr5D	6850565	6862517	+	6856541	Chr5D	7107806	7119754	+	7113780	1.0	0.999
gene:TraesCS5D03G0027200	Chr5D	7052743	7068887	+	7060815	Chr5D	7308619	7324011	+	7316315	1.0	0.997
gene:TraesCS5D03G0028200	Chr5D	7225425	7226098	-	7225761	Chr5D	7480156	7480828	-	7480492	1.0	0.998
gene:TraesCS5D03G0028300	Chr5D	7225573	7226071	-	7225822	Chr5D	7480304	7480801	-	7480552	1.0	0.997
gene:TraesCS5D03G0028400	Chr5D	7249912	7250434	-	7250173	Chr5D	7504670	7505192	-	7504931	1.0	1.0
gene:TraesCS5D03G0028600	Chr5D	7542108	7547074	-	7544591	Chr5D	8122032	8127006	-	8124519	0.998	0.995
gene:TraesCS5D03G0028900	Chr5D	7632009	7635649	-	7633829	Chr5D	7884096	7887736	-	7885916	1.0	0.993
gene:TraesCS5D03G0029100	Chr5D	7690081	7698179	+	7694130	Chr5D	8373362	8381460	+	8377411	1.0	1.0
gene:TraesCS5D03G0029200	Chr5D	7717853	7730573	-	7724213	Chr5D	8401117	8413866	-	8407491	1.0	0.998
gene:TraesCS5D03G0029700	Chr5D	7759289	7761729	-	7760509	Chr5D	8442586	8445026	-	8443806	1.0	1.0
gene:TraesCS5D03G0030400	Chr5D	8051479	8054654	+	8053066	Chr5D	8727286	8730459	+	8728872	1.0	1.0
gene:TraesCS5D03G0030600	Chr5D	8086114	8088828	-	8087471	Chr5D	8761558	8764272	-	8762915	1.0	1.0
gene:TraesCS5D03G0030800	Chr5D	8141689	8143688	+	8142688	Chr5D	8817129	8819128	+	8818128	1.0	1.0
gene:TraesCS5D03G0030900	Chr5D	8154875	8157233	+	8156054	Chr5D	8830312	8832670	+	8831491	1.0	1.0
gene:TraesCS5D03G0031100	Chr5D	8169523	8175293	-	8172408	Chr5D	8844957	8850727	-	8847842	1.0	0.998
gene:TraesCS5D03G0032500	Chr5D	8526442	8532020	+	8529231	Chr5D	9201012	9206594	+	9203803	1.0	0.998
gene:TraesCS5D03G0032700	Chr5D	8534121	8540085	-	8537103	Chr5D	9208695	9214659	-	9211677	1.0	0.999
gene:TraesCS5D03G0032800	Chr5D	8611516	8614138	-	8612827	Chr5D	9286104	9288726	-	9287415	1.0	0.998
gene:TraesCS5D03G0032900	Chr5D	8614789	8615043	-	8614916	Chr5D	9289386	9289640	-	9289513	1.0	0.988
gene:TraesCS5D03G0033000	Chr5D	8649559	8663338	-	8656448	Chr5D	9324150	9337934	-	9331042	1.0	0.994
gene:TraesCS5D03G0033100	Chr5D	8665040	8668025	-	8666532	Chr5D	9339444	9342435	-	9340939	1.0	0.986
gene:TraesCS5D03G0033700	Chr5D	8760580	8761485	-	8761032	Chr5D	9433686	9434591	-	9434138	1.0	0.985
gene:TraesCS5D03G0033600	Chr5D	8760550	8761728	+	8761139	Chr5D	9433656	9434834	+	9434245	1.0	0.988
gene:TraesCS5D03G0034100	Chr5D	9055345	9056199	+	9055772	Chr5D	9728330	9729184	+	9728757	1.0	1.0
gene:TraesCS5D03G0034200	Chr5D	9072954	9076493	+	9074723	Chr5D	9745893	9749433	+	9747663	1.0	1.0
gene:TraesCS5D03G0034500	Chr5D	9130463	9132648	-	9131555	Chr5D	9803423	9805608	-	9804515	1.0	1.0
gene:TraesCS5D03G0034800	Chr5D	9185614	9186012	+	9185813	Chr5D	9858545	9858943	+	9858744	1.0	1.0
gene:TraesCS5D03G0035100	Chr5D	9225900	9231687	+	9228793	Chr5D	9898772	9904566	+	9901669	1.0	0.992
gene:TraesCS5D03G0035300	Chr5D	9235784	9237983	+	9236883	Chr5D	9908657	9910856	+	9909756	1.0	0.993
gene:TraesCS5D03G0035400	Chr5D	9238099	9242366	-	9240232	Chr5D	9910972	9915240	-	9913106	0.996	0.984
gene:TraesCS5D03G0035600	Chr5D	9333018	9343813	-	9338415	Chr5D	10005196	10015986	-	10010591	1.0	0.997
gene:TraesCS5D03G0035900	Chr5D	9406057	9407312	+	9406684	Chr5D	10078017	10079270	+	10078643	0.998	0.996
gene:TraesCS5D03G0036100	Chr5D	9446443	9447447	+	9446945	Chr5D	10117466	10118470	+	10117968	1.0	1.0
gene:TraesCS5D03G0036200	Chr5D	9499846	9501662	-	9500754	Chr5D	10184568	10186384	-	10185476	1.0	1.0
gene:TraesCS5D03G0036300	Chr5D	9515824	9518741	-	9517282	Chr5D	10200551	10203465	-	10202008	0.994	0.969
gene:TraesCS5D03G0036400	Chr5D	9583881	9585814	+	9584847	Chr5D	10268606	10270539	+	10269572	1.0	0.986
gene:TraesCS5D03G0036600	Chr5D	9639722	9640204	-	9639963	Chr5D	10324545	10325027	-	10324786	1.0	1.0
gene:TraesCS5D03G0036700	Chr5D	9660913	9661794	+	9661353	Chr5D	10345721	10346602	+	10346161	1.0	1.0
gene:TraesCS5D03G0037100	Chr5D	9688115	9689533	-	9688824	Chr5D	10372861	10374279	-	10373570	1.0	0.999
gene:TraesCS5D03G0037600	Chr5D	9835169	9837618	-	9836393	Chr5D	10519816	10522229	-	10521022	0.962	0.953
gene:TraesCS5D03G0037800	Chr5D	10011395	10018127	-	10014761	Chr5D	10695738	10702468	-	10699103	1.0	0.998
gene:TraesCS5D03G0038000	Chr5D	10056183	10057176	+	10056679	Chr5D	10740486	10741479	+	10740982	1.0	1.0
gene:TraesCS5D03G0038100	Chr5D	10058326	10066268	-	10062297	Chr5D	10742626	10750572	-	10746599	1.0	1.0
gene:TraesCS5D03G0038300	Chr5D	10149912	10152613	+	10151262	Chr5D	10834431	10837128	+	10835779	1.0	1.0
gene:TraesCS5D03G0038400	Chr5D	10173441	10177390	+	10175415	Chr5D	10857948	10861916	+	10859932	1.0	0.987
gene:TraesCS5D03G0038600	Chr5D	10573532	10577805	+	10575668	Chr5D	11257293	11261566	+	11259429	1.0	1.0
gene:TraesCS5D03G0038700	Chr5D	10576248	10576604	-	10576426	Chr5D	11260009	11260365	-	11260187	1.0	1.0
gene:TraesCS5D03G0039000	Chr5D	10627124	10633383	+	10630253	Chr5D	11310819	11317031	+	11313925	1.0	0.997
gene:TraesCS5D03G0039300	Chr5D	10642695	10648565	+	10645630	Chr5D	11326324	11332194	+	11329259	1.0	1.0
gene:TraesCS5D03G0039400	Chr5D	10730194	10730646	+	10730420	Chr5D	11413819	11414271	+	11414045	1.0	1.0
gene:TraesCS5D03G0039500	Chr5D	10783165	10783956	+	10783560	Chr5D	11466727	11467518	+	11467122	1.0	1.0
gene:TraesCS5D03G0039900	Chr5D	10878352	10881339	+	10879845	Chr5D	11560876	11563869	+	11562372	1.0	0.989
gene:TraesCS5D03G0040000	Chr5D	11002028	11005811	+	11003919	Chr5D	11683417	11687200	+	11685308	1.0	0.999
gene:TraesCS5D03G0040100	Chr5D	11112799	11113703	-	11113251	Chr5D	11792742	11793643	-	11793192	1.0	0.986
gene:TraesCS5D03G0040700	Chr5D	11400698	11403390	-	11402044	Chr5D	12080721	12083413	-	12082067	1.0	1.0
gene:TraesCS5D03G0040800	Chr5D	11406258	11408192	-	11407225	Chr5D	12086281	12088215	-	12087248	1.0	0.995
gene:TraesCS5D03G0041100	Chr5D	11463934	11465058	+	11464496	Chr5D	12143886	12145010	+	12144448	1.0	0.989
gene:TraesCS5D03G0041400	Chr5D	11671444	11672550	-	11671997	Chr5D	12351326	12352432	-	12351879	1.0	1.0
gene:TraesCS5D03G0041500	Chr5D	11708289	11709407	-	11708848	Chr5D	12388173	12389291	-	12388732	1.0	0.999
gene:TraesCS5D03G0041900	Chr5D	12041353	12044397	-	12042875	Chr5D	12719260	12722290	-	12720775	0.993	0.985
gene:TraesCS5D03G0042200	Chr5D	12251169	12252599	-	12251884	Chr5D	12928766	12930187	-	12929476	0.989	0.933
gene:TraesCS5D03G0042500	Chr5D	12306016	12313508	-	12309762	Chr5D	12983596	12991079	-	12987337	0.999	0.988
gene:TraesCS5D03G0043100	Chr5D	12674557	12678922	+	12676739	Chr5D	13356364	13360678	+	13358521	1.0	0.989
gene:TraesCS5D03G0043200	Chr5D	12679145	12684151	+	12681648	Chr5D	13360901	13365615	+	13363258	1.0	0.997
gene:TraesCS5D03G0043300	Chr5D	12685547	12686545	+	12686046	Chr5D	13367011	13368009	+	13367510	1.0	0.995
gene:TraesCS5D03G0043400	Chr5D	12688531	12689491	-	12689011	Chr5D	13369995	13370955	-	13370475	1.0	0.996
gene:TraesCS5D03G0044100	Chr5D	13005661	13010693	+	13008177	Chr5D	13685606	13690638	+	13688122	0.998	0.992
gene:TraesCS5D03G0044400	Chr5D	13018386	13018541	-	13018463	Chr5D	13698327	13698482	-	13698404	1.0	1.0
gene:TraesCS5D03G0044700	Chr5D	13059576	13075331	-	13067453	Chr5D	13739519	13755274	-	13747396	1.0	0.992
gene:TraesCS5D03G0044800	Chr5D	13252970	13254069	-	13253519	Chr5D	13931744	13932844	-	13932294	1.0	1.0
gene:TraesCS5D03G0045200	Chr5D	13394161	13398365	-	13396263	Chr5D	14072100	14076285	-	14074192	1.0	1.0
gene:TraesCS5D03G0045700	Chr5D	13791828	13794523	+	13793175	Chr5D	14469007	14471702	+	14470354	1.0	1.0
gene:TraesCS5D03G0045900	Chr5D	13794740	13795992	-	13795366	Chr5D	14471919	14473171	-	14472545	1.0	1.0
gene:TraesCS5D03G0046000	Chr5D	13803203	13808278	+	13805740	Chr5D	14480381	14485452	+	14482916	1.0	0.997
gene:TraesCS5D03G0046500	Chr5D	13865255	13866905	-	13866080	Chr5D	14542430	14544085	-	14543257	0.998	0.957
gene:TraesCS5D03G0047000	Chr5D	13967581	13976852	-	13972216	Chr5D	14642927	14651800	-	14647363	1.0	0.994
gene:TraesCS5D03G0047300	Chr5D	13998301	14002102	+	14000201	Chr5D	14672956	14676699	+	14674827	0.966	0.962
gene:TraesCS5D03G0047500	Chr5D	14004186	14005504	-	14004845	Chr5D	14678800	14680118	-	14679459	1.0	1.0
gene:TraesCS5D03G0047800	Chr5D	14105647	14106929	+	14106288	Chr5D	14780075	14781357	+	14780716	1.0	1.0
gene:TraesCS5D03G0047900	Chr5D	14191472	14200433	-	14195952	Chr5D	14865683	14874644	-	14870163	1.0	0.997
gene:TraesCS5D03G0048200	Chr5D	14462958	14469410	-	14466184	Chr5D	15137874	15144326	-	15141100	1.0	1.0
gene:TraesCS5D03G0048500	Chr5D	14606373	14607878	-	14607125	Chr5D	15281257	15282762	-	15282009	1.0	1.0
gene:TraesCS5D03G0048800	Chr5D	14809040	14809618	+	14809329	Chr5D	15482653	15483231	+	15482942	1.0	0.994
gene:TraesCS5D03G0049100	Chr5D	15033130	15036689	+	15034909	Chr5D	15706088	15709652	+	15707870	1.0	0.995
gene:TraesCS5D03G0049300	Chr5D	15037005	15040200	-	15038602	Chr5D	15709968	15713163	-	15711565	1.0	1.0
gene:TraesCS5D03G0049400	Chr5D	15040350	15045472	-	15042911	Chr5D	15713313	15718435	-	15715874	1.0	0.999
gene:TraesCS5D03G0050600	Chr5D	15295196	15296683	-	15295939	Chr5D	15969691	15971178	-	15970434	1.0	1.0
gene:TraesCS5D03G0050900	Chr5D	15418339	15421052	+	15419695	Chr5D	16092759	16095472	+	16094115	1.0	1.0
gene:TraesCS5D03G0052400	Chr5D	15633620	15634486	-	15634053	Chr5D	16307941	16308807	-	16308374	1.0	1.0
gene:TraesCS5D03G0053100	Chr5D	16333012	16333619	-	16333315	Chr5D	16935836	16936443	-	16936139	1.0	0.997
gene:TraesCS5D03G0053400	Chr5D	16354843	16360505	-	16357674	Chr5D	16957699	16963361	-	16960530	1.0	1.0
gene:TraesCS5D03G0054000	Chr5D	16741808	16742678	-	16742243	Chr5D	17343007	17343877	-	17343442	1.0	1.0
gene:TraesCS5D03G0054400	Chr5D	17382788	17389803	-	17386295	Chr5D	17988709	17995733	-	17992221	0.998	0.994
gene:TraesCS5D03G0055100	Chr5D	18224451	18226157	+	18225304	Chr5D	18825760	18827466	+	18826613	1.0	0.999
gene:TraesCS5D03G0055200	Chr5D	18226316	18227245	+	18226780	Chr5D	18827625	18828554	+	18828089	1.0	0.994
gene:TraesCS5D03G0055600	Chr5D	18313071	18317168	+	18315119	Chr5D	18914362	18918438	+	18916400	1.0	0.978
gene:TraesCS5D03G0056100	Chr5D	18329197	18333439	+	18331318	Chr5D	18930384	18934626	+	18932505	1.0	1.0
gene:TraesCS5D03G0056300	Chr5D	18477814	18478619	-	18478216	Chr5D	19078246	19079051	-	19078648	1.0	1.0
gene:TraesCS5D03G0056500	Chr5D	18886296	18886673	-	18886484	Chr5D	19479497	19479874	-	19479685	1.0	1.0
gene:TraesCS5D03G0057200	Chr5D	19135180	19135557	-	19135368	Chr5D	19726268	19726645	-	19726456	1.0	0.988
gene:TraesCS5D03G0058700	Chr5D	21341035	21344882	+	21342958	Chr5D	21951357	21955204	+	21953280	1.0	1.0
gene:TraesCS5D03G0058800	Chr5D	21373588	21373914	+	21373751	Chr5D	21983483	21983809	+	21983646	1.0	0.993
gene:TraesCS5D03G0059400	Chr5D	21585198	21588882	-	21587040	Chr5D	22195422	22199107	-	22197264	1.0	0.983
gene:TraesCS5D03G0059800	Chr5D	21680203	21681366	-	21680784	Chr5D	22289955	22291118	-	22290536	1.0	1.0
gene:TraesCS5D03G0061300	Chr5D	22692482	22699224	+	22695853	Chr5D	23202700	23209167	+	23205933	1.0	0.989
gene:TraesCS5D03G0061400	Chr5D	22717273	22721516	-	22719394	Chr5D	23226135	23230372	-	23228253	0.999	0.997
gene:TraesCS5D03G0061500	Chr5D	22751016	22754676	-	22752846	Chr5D	23258739	23262436	-	23260587	1.0	0.983
gene:TraesCS5D03G0061600	Chr5D	22757904	22762954	-	22760429	Chr5D	23265665	23270712	-	23268188	0.999	0.98
gene:TraesCS5D03G0062100	Chr5D	23114073	23115923	+	23114998	Chr5D	23619083	23620933	+	23620008	1.0	0.998
gene:TraesCS5D03G0062500	Chr5D	23177316	23179832	-	23178574	Chr5D	23682207	23684724	-	23683465	1.0	0.999
gene:TraesCS5D03G0062700	Chr5D	23327756	23328196	-	23327976	Chr5D	23832604	23833044	-	23832824	1.0	1.0
gene:TraesCS5D03G0062900	Chr5D	23373427	23374026	-	23373726	Chr5D	23878266	23878857	-	23878561	0.986	0.951
gene:TraesCS5D03G0063000	Chr5D	23389520	23392052	+	23390786	Chr5D	23894330	23896864	+	23895597	1.0	1.0
gene:TraesCS5D03G0063100	Chr5D	23392085	23400286	-	23396185	Chr5D	23896897	23905175	-	23901036	1.0	0.99
gene:TraesCS5D03G0063200	Chr5D	23609451	23612437	-	23610944	Chr5D	24113955	24116941	-	24115448	1.0	1.0
gene:TraesCS5D03G0063700	Chr5D	24160872	24161225	-	24161048	Chr5D	24721864	24722214	-	24722039	0.991	0.983
gene:TraesCS5D03G0063800	Chr5D	24181553	24182266	+	24181909	Chr5D	24742160	24742861	+	24742510	0.983	0.917
gene:TraesCS5D03G0063900	Chr5D	24189099	24189683	+	24189391	Chr5D	24749692	24750276	+	24749984	1.0	1.0
gene:TraesCS5D03G0064000	Chr5D	24314732	24317265	-	24315998	Chr5D	24875418	24877944	-	24876681	0.997	0.995
gene:TraesCS5D03G0064200	Chr5D	24390747	24391625	-	24391186	Chr5D	24950921	24951793	-	24951357	0.992	0.927
gene:TraesCS5D03G0065000	Chr5D	24636608	24637661	+	24637134	Chr5D	25195868	25196922	+	25196395	0.996	0.979
gene:TraesCS5D03G0065200	Chr5D	24646960	24648200	+	24647580	Chr5D	25206224	25207464	+	25206844	1.0	1.0
