gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity
gene:TraesCS7B03G0013300	Chr7B	3473390	3482107	-	3477748	Chr7B	3340697	3349409	-	3345053	0.998	0.991
gene:TraesCS7B03G0013400	Chr7B	3502025	3506191	+	3504108	Chr7B	3368970	3373136	+	3371053	1.0	0.998
gene:TraesCS7B03G0013500	Chr7B	3510580	3514839	-	3512709	Chr7B	3377520	3381779	-	3379649	1.0	1.0
gene:TraesCS7B03G0013600	Chr7B	3660476	3664218	+	3662347	Chr7B	3474763	3478516	+	3476639	1.0	0.991
gene:TraesCS7B03G0013900	Chr7B	3671994	3673638	-	3672816	Chr7B	3497789	3499419	-	3498604	0.989	0.924
gene:TraesCS7B03G0014000	Chr7B	3694071	3695816	+	3694943	Chr7B	3581887	3583551	+	3582719	0.949	0.904
gene:TraesCS7B03G0014800	Chr7B	3869795	3871434	+	3870614	Chr7B	3700427	3702066	+	3701246	1.0	0.993
gene:TraesCS7B03G0014900	Chr7B	4012469	4017710	+	4015089	Chr7B	3847734	3852964	+	3850349	0.989	0.986
gene:TraesCS7B03G0015100	Chr7B	4023337	4024742	-	4024039	Chr7B	3858591	3859996	-	3859293	1.0	1.0
gene:TraesCS7B03G0015200	Chr7B	4028025	4030069	-	4029047	Chr7B	3863274	3865323	-	3864298	1.0	0.998
gene:TraesCS7B03G0016300	Chr7B	4116994	4122172	+	4119583	Chr7B	3952242	3957420	+	3954831	1.0	0.999
gene:TraesCS7B03G0016400	Chr7B	4122371	4124879	-	4123625	Chr7B	3957619	3960127	-	3958873	1.0	0.998
gene:TraesCS7B03G0016600	Chr7B	4173687	4176282	+	4174984	Chr7B	4009216	4011811	+	4010513	1.0	0.999
gene:TraesCS7B03G0017000	Chr7B	4217034	4218371	+	4217702	Chr7B	4042428	4043765	+	4043096	1.0	0.982
gene:TraesCS7B03G0017200	Chr7B	4228698	4230727	-	4229712	Chr7B	4054085	4056090	-	4055087	0.983	0.982
gene:TraesCS7B03G0017600	Chr7B	4338296	4345659	+	4341977	Chr7B	4163607	4170949	+	4167278	1.0	1.0
gene:TraesCS7B03G0017800	Chr7B	4425740	4431517	+	4428628	Chr7B	4251057	4256836	+	4253946	1.0	0.999
gene:TraesCS7B03G0017900	Chr7B	4469383	4469586	-	4469484	Chr7B	4300596	4300799	-	4300697	1.0	0.96
gene:TraesCS7B03G0018000	Chr7B	4477157	4481340	+	4479248	Chr7B	4308354	4312538	+	4310446	1.0	0.999
gene:TraesCS7B03G0018100	Chr7B	4533463	4533718	-	4533590	Chr7B	4364448	4364703	-	4364575	1.0	1.0
gene:TraesCS7B03G0018200	Chr7B	4646090	4652768	+	4649429	Chr7B	4477127	4483805	+	4480466	0.998	0.996
gene:TraesCS7B03G0018700	Chr7B	4939060	4939788	-	4939424	Chr7B	4759527	4760258	-	4759892	1.0	0.983
gene:TraesCS7B03G0018800	Chr7B	4949497	4950210	+	4949853	Chr7B	4769946	4770659	+	4770302	1.0	1.0
gene:TraesCS7B03G0019200	Chr7B	5228037	5231817	-	5229927	Chr7B	5047307	5051089	-	5049198	1.0	1.0
gene:TraesCS7B03G0019300	Chr7B	5234592	5237551	-	5236071	Chr7B	5053879	5056876	-	5055377	0.997	0.965
gene:TraesCS7B03G0019400	Chr7B	5241320	5245276	-	5243298	Chr7B	5067457	5071237	-	5069347	0.984	0.942
gene:TraesCS7B03G0019600	Chr7B	5391944	5395839	+	5393891	Chr7B	5138301	5142097	+	5140199	0.967	0.963
gene:TraesCS7B03G0022000	Chr7B	5843318	5850518	-	5846918	Chr7B	5339754	5346954	-	5343354	1.0	1.0
gene:TraesCS7B03G0022100	Chr7B	6242281	6249615	+	6245948	Chr7B	5738633	5745965	+	5742299	1.0	0.987
gene:TraesCS7B03G0022700	Chr7B	6307057	6325059	-	6316058	Chr7B	5814963	5826048	-	5820505	0.944	0.937
gene:TraesCS7B03G0023000	Chr7B	6390975	6402894	-	6396934	Chr7B	6015920	6041652	-	6028786	1.0	0.985
gene:TraesCS7B03G0023500	Chr7B	6515908	6519369	+	6517638	Chr7B	6164522	6168023	+	6166272	1.0	0.958
gene:TraesCS7B03G0023700	Chr7B	6572310	6576009	+	6574159	Chr7B	6219567	6223269	+	6221418	1.0	0.995
gene:TraesCS7B03G0024200	Chr7B	6708493	6711769	+	6710131	Chr7B	6354859	6358126	+	6356492	0.99	0.981
gene:TraesCS7B03G0024600	Chr7B	6730304	6734509	-	6732406	Chr7B	6376656	6380861	-	6378758	1.0	0.991
gene:TraesCS7B03G0025200	Chr7B	7084796	7090671	+	7087733	Chr7B	6730729	6736604	+	6733666	1.0	0.997
gene:TraesCS7B03G0025500	Chr7B	7170867	7171798	-	7171332	Chr7B	6816736	6817667	-	6817201	1.0	1.0
gene:TraesCS7B03G0025800	Chr7B	7253599	7253856	-	7253727	Chr7B	6899388	6899645	-	6899516	1.0	1.0
gene:TraesCS7B03G0026000	Chr7B	7275874	7276509	+	7276191	Chr7B	6921666	6922299	+	6921982	1.0	0.995
gene:TraesCS7B03G0026100	Chr7B	7284286	7310081	+	7297183	Chr7B	6930064	6955827	+	6942945	1.0	0.996
gene:TraesCS7B03G0027000	Chr7B	7363121	7364017	+	7363569	Chr7B	7009338	7010234	+	7009786	1.0	0.984
gene:TraesCS7B03G0027100	Chr7B	7369368	7370606	-	7369987	Chr7B	7015583	7016819	-	7016201	0.998	0.994
gene:TraesCS7B03G0028300	Chr7B	7634994	7640176	-	7637585	Chr7B	7283770	7288947	-	7286358	0.993	0.986
gene:TraesCS7B03G0028700	Chr7B	7848045	7848935	+	7848490	Chr7B	7353460	7354356	+	7353908	1.0	0.956
gene:TraesCS7B03G0028800	Chr7B	7854756	7856155	-	7855455	Chr7B	7360175	7361574	-	7360874	1.0	1.0
gene:TraesCS7B03G0029000	Chr7B	7863320	7865535	+	7864427	Chr7B	7365556	7367771	+	7366663	1.0	0.998
gene:TraesCS7B03G0029100	Chr7B	7939115	7939426	+	7939270	Chr7B	7434237	7434548	+	7434392	1.0	1.0
gene:TraesCS7B03G0029400	Chr7B	8239078	8241378	-	8240228	Chr7B	7616348	7618847	-	7617597	1.0	0.958
gene:TraesCS7B03G0029500	Chr7B	8396140	8398294	-	8397217	Chr7B	7699883	7701998	-	7700940	0.964	0.95
gene:TraesCS7B03G0029600	Chr7B	8408501	8408833	+	8408667	Chr7B	7711314	7711643	+	7711478	0.99	0.951
gene:TraesCS7B03G0029700	Chr7B	8410985	8412968	-	8411976	Chr7B	7713781	7715764	-	7714772	1.0	0.982
gene:TraesCS7B03G0030000	Chr7B	9040037	9043328	+	9041682	Chr7B	8404888	8407825	+	8406356	0.999	0.937
gene:TraesCS7B03G0030400	Chr7B	9194873	9201781	-	9198327	Chr7B	8478647	8485523	-	8482085	0.981	0.964
gene:TraesCS7B03G0030600	Chr7B	9532847	9537156	+	9535001	Chr7B	8945510	8949844	+	8947677	0.996	0.949
gene:TraesCS7B03G0030800	Chr7B	9538747	9541639	-	9540193	Chr7B	8951510	8954401	-	8952955	1.0	0.999
gene:TraesCS7B03G0030900	Chr7B	9554131	9562829	-	9558480	Chr7B	8966897	8976165	-	8971531	0.994	0.976
gene:TraesCS7B03G0031000	Chr7B	9590350	9590803	-	9590576	Chr7B	9014447	9014900	-	9014673	1.0	0.982
gene:TraesCS7B03G0031100	Chr7B	9601762	9602235	-	9601998	Chr7B	9025787	9026260	-	9026023	1.0	1.0
gene:TraesCS7B03G0031200	Chr7B	9605582	9607023	-	9606302	Chr7B	9029606	9031046	-	9030326	0.999	0.989
gene:TraesCS7B03G0031600	Chr7B	9661205	9661672	-	9661438	Chr7B	9085202	9085669	-	9085435	1.0	1.0
gene:TraesCS7B03G0031700	Chr7B	9666048	9666867	-	9666457	Chr7B	9090042	9090861	-	9090451	1.0	0.997
gene:TraesCS7B03G0031800	Chr7B	10072089	10074089	-	10073089	Chr7B	9420571	9422564	-	9421567	0.999	0.99
gene:TraesCS7B03G0032300	Chr7B	10544063	10546385	+	10545224	Chr7B	9868288	9870207	+	9869247	1.0	0.997
gene:TraesCS7B03G0032400	Chr7B	10547429	10553423	-	10550426	Chr7B	9871231	9877247	-	9874239	0.988	0.943
gene:TraesCS7B03G0032600	Chr7B	10604706	10607023	+	10605864	Chr7B	9928492	9930784	+	9929638	0.968	0.914
gene:TraesCS7B03G0032800	Chr7B	10893834	10895764	+	10894799	Chr7B	10217591	10219522	+	10218556	1.0	0.993
gene:TraesCS7B03G0033000	Chr7B	10948512	10952925	-	10950718	Chr7B	10272148	10276564	-	10274356	1.0	0.985
gene:TraesCS7B03G0033100	Chr7B	10966194	10966511	-	10966352	Chr7B	10289868	10290185	-	10290026	1.0	1.0
gene:TraesCS7B03G0033300	Chr7B	10999621	11001946	+	11000783	Chr7B	10323285	10325616	+	10324450	0.999	0.975
gene:TraesCS7B03G0033400	Chr7B	11031814	11032149	-	11031981	Chr7B	10355437	10355772	-	10355604	1.0	1.0
gene:TraesCS7B03G0033700	Chr7B	11347584	11349680	+	11348632	Chr7B	10671390	10673507	+	10672448	1.0	1.0
gene:TraesCS7B03G0033800	Chr7B	11370075	11372420	+	11371247	Chr7B	10695142	10697459	+	10696300	0.973	0.953
gene:TraesCS7B03G0033900	Chr7B	11427489	11429579	+	11428534	Chr7B	10752461	10754551	+	10753506	1.0	0.986
gene:TraesCS7B03G0034400	Chr7B	11754859	11755950	+	11755404	Chr7B	11056316	11057407	+	11056861	1.0	0.998
gene:TraesCS7B03G0035500	Chr7B	12402324	12403972	+	12403148	Chr7B	11619842	11621472	+	11620657	0.986	0.981
gene:TraesCS7B03G0035800	Chr7B	12616448	12616997	+	12616722	Chr7B	11846614	11847163	+	11846888	1.0	0.993
gene:TraesCS7B03G0036400	Chr7B	12825511	12828600	-	12827055	Chr7B	12057818	12060905	-	12059361	1.0	0.998
gene:TraesCS7B03G0036500	Chr7B	12828715	12831509	+	12830112	Chr7B	12061020	12063814	+	12062417	1.0	0.997
gene:TraesCS7B03G0036900	Chr7B	13045181	13046564	+	13045872	Chr7B	12301636	12303014	+	12302325	0.996	0.983
gene:TraesCS7B03G0037100	Chr7B	13058869	13060926	-	13059897	Chr7B	12315328	12317385	-	12316356	1.0	1.0
gene:TraesCS7B03G0037200	Chr7B	13070163	13074003	-	13072083	Chr7B	12326621	12330450	-	12328535	0.995	0.98
gene:TraesCS7B03G0037800	Chr7B	13228297	13231672	-	13229984	Chr7B	12503255	12506618	-	12504936	0.986	0.939
gene:TraesCS7B03G0037900	Chr7B	13245333	13248899	-	13247116	Chr7B	12519820	12523370	-	12521595	1.0	0.96
gene:TraesCS7B03G0038500	Chr7B	13396579	13404775	-	13400677	Chr7B	12668669	12676827	-	12672748	0.993	0.988
gene:TraesCS7B03G0039400	Chr7B	13814676	13815557	+	13815116	Chr7B	13085509	13086390	+	13085949	1.0	1.0
gene:TraesCS7B03G0039500	Chr7B	13827963	13829345	+	13828654	Chr7B	13098798	13100177	+	13099487	0.996	0.987
gene:TraesCS7B03G0039600	Chr7B	13913211	13913659	-	13913435	Chr7B	13184058	13184506	-	13184282	1.0	1.0
gene:TraesCS7B03G0040000	Chr7B	14166727	14168401	+	14167564	Chr7B	13447434	13449108	+	13448271	1.0	0.991
gene:TraesCS7B03G0040100	Chr7B	14188627	14189373	-	14189000	Chr7B	13469109	13469855	-	13469482	1.0	0.993
gene:TraesCS7B03G0040800	Chr7B	14660032	14667783	-	14663907	Chr7B	13935937	13943689	-	13939813	1.0	0.99
gene:TraesCS7B03G0040900	Chr7B	14668269	14669567	-	14668918	Chr7B	13944175	13945473	-	13944824	1.0	1.0
gene:TraesCS7B03G0041000	Chr7B	14671227	14930635	-	14800931	Chr7B	14152048	14160436	-	14156242	0.925	0.901
gene:TraesCS7B03G0041600	Chr7B	14921364	14930291	-	14925827	Chr7B	14151574	14160125	-	14155849	0.966	0.917
gene:TraesCS7B03G0042900	Chr7B	15514426	15525380	-	15519903	Chr7B	14000308	14011265	-	14005786	0.999	0.994
gene:TraesCS7B03G0043000	Chr7B	15525914	15534375	-	15530144	Chr7B	14011788	14020197	-	14015992	1.0	0.983
gene:TraesCS7B03G0043600	Chr7B	16190995	16191669	+	16191332	Chr7B	14674817	14675491	+	14675154	1.0	1.0
gene:TraesCS7B03G0043500	Chr7B	16190993	16192236	+	16191614	Chr7B	14674815	14676058	+	14675436	1.0	1.0
gene:TraesCS7B03G0043700	Chr7B	16220503	16222168	+	16221335	Chr7B	14704300	14705965	+	14705132	1.0	0.999
gene:TraesCS7B03G0044300	Chr7B	16281292	16281918	-	16281605	Chr7B	14789102	14789728	-	14789415	1.0	0.995
gene:TraesCS7B03G0044400	Chr7B	16359076	16359899	-	16359487	Chr7B	14866979	14867796	-	14867387	0.986	0.948
gene:TraesCS7B03G0044500	Chr7B	16366123	16368890	-	16367506	Chr7B	14874033	14876801	-	14875417	1.0	1.0
gene:TraesCS7B03G0044800	Chr7B	16473024	16473833	+	16473428	Chr7B	14980094	14980903	+	14980498	1.0	0.997
gene:TraesCS7B03G0045300	Chr7B	16510169	16510815	+	16510492	Chr7B	15016403	15017049	+	15016726	1.0	1.0
gene:TraesCS7B03G0045400	Chr7B	16511607	16512784	-	16512195	Chr7B	15017841	15019018	-	15018429	1.0	0.998
gene:TraesCS7B03G0045800	Chr7B	16562214	16563686	-	16562950	Chr7B	15068503	15069975	-	15069239	1.0	1.0
gene:TraesCS7B03G0046100	Chr7B	16727031	16734032	+	16730531	Chr7B	15219082	15226083	+	15222582	1.0	0.997
gene:TraesCS7B03G0046700	Chr7B	16798341	16798751	+	16798546	Chr7B	15290351	15290761	+	15290556	1.0	0.98
gene:TraesCS7B03G0046800	Chr7B	16799448	16801323	-	16800385	Chr7B	15291460	15293339	-	15292399	1.0	0.989
gene:TraesCS7B03G0046900	Chr7B	16801637	16808797	-	16805217	Chr7B	15293651	15300771	-	15297211	1.0	0.992
gene:TraesCS7B03G0047100	Chr7B	17004609	17005699	+	17005154	Chr7B	15495628	15496721	+	15496174	1.0	0.989
gene:TraesCS7B03G0047600	Chr7B	17086094	17087923	-	17087008	Chr7B	15576512	15578341	-	15577426	1.0	0.998
gene:TraesCS7B03G0047800	Chr7B	17091182	17101285	-	17096233	Chr7B	15581533	15591626	-	15586579	0.986	0.967
gene:TraesCS7B03G0048700	Chr7B	17211732	17212817	-	17212274	Chr7B	15701912	15702997	-	15702454	1.0	0.977
gene:TraesCS7B03G0049300	Chr7B	17322585	17324534	-	17323559	Chr7B	15812710	15814659	-	15813684	1.0	1.0
gene:TraesCS7B03G0049600	Chr7B	17430587	17432957	+	17431772	Chr7B	15920633	15923008	+	15921820	0.997	0.966
gene:TraesCS7B03G0049800	Chr7B	17631245	17631655	+	17631450	Chr7B	16119003	16119413	+	16119208	1.0	0.992
gene:TraesCS7B03G0050100	Chr7B	17649449	17653326	-	17651387	Chr7B	16136662	16140549	-	16138605	0.999	0.976
gene:TraesCS7B03G0050300	Chr7B	18008514	18010174	+	18009344	Chr7B	16490762	16492422	+	16491592	1.0	0.997
gene:TraesCS7B03G0050500	Chr7B	18017878	18020315	+	18019096	Chr7B	16500116	16502551	+	16501333	1.0	0.997
gene:TraesCS7B03G0050600	Chr7B	18200457	18202223	+	18201340	Chr7B	16682427	16684193	+	16683310	1.0	0.985
gene:TraesCS7B03G0050700	Chr7B	18224629	18226674	+	18225651	Chr7B	16706598	16708639	+	16707618	1.0	0.976
gene:TraesCS7B03G0050900	Chr7B	18324370	18326405	+	18325387	Chr7B	16806453	16808448	+	16807450	0.975	0.931
gene:TraesCS7B03G0051200	Chr7B	18441561	18442715	+	18442138	Chr7B	16923348	16924502	+	16923925	1.0	1.0
gene:TraesCS7B03G0051700	Chr7B	18852894	18853848	-	18853371	Chr7B	17345415	17346369	-	17345892	1.0	1.0
gene:TraesCS7B03G0052300	Chr7B	19114475	19117399	-	19115937	Chr7B	17605833	17608757	-	17607295	1.0	1.0
gene:TraesCS7B03G0052400	Chr7B	19151308	19159709	+	19155508	Chr7B	17642696	17651103	+	17646899	1.0	0.998
gene:TraesCS7B03G0052500	Chr7B	19164839	19169331	+	19167085	Chr7B	17656005	17660499	+	17658252	1.0	1.0
gene:TraesCS7B03G0053200	Chr7B	19343290	19348906	-	19346098	Chr7B	17833454	17839080	-	17836267	1.0	0.998
gene:TraesCS7B03G0053800	Chr7B	19603609	19609854	-	19606731	Chr7B	18093510	18099692	-	18096601	1.0	0.981
gene:TraesCS7B03G0054000	Chr7B	19705646	19709691	-	19707668	Chr7B	18195432	18199472	-	18197452	0.996	0.979
gene:TraesCS7B03G0054100	Chr7B	19712450	19714751	+	19713600	Chr7B	18202230	18204528	+	18203379	1.0	0.986
gene:TraesCS7B03G0054200	Chr7B	19714301	19724563	-	19719432	Chr7B	18204078	18214272	-	18209175	0.987	0.984
gene:TraesCS7B03G0054700	Chr7B	20010270	20011162	-	20010716	Chr7B	18486608	18487492	-	18487050	0.98	0.976
gene:TraesCS7B03G0055300	Chr7B	20611983	20617556	-	20614769	Chr7B	19059428	19064654	-	19062041	1.0	1.0
gene:TraesCS7B03G0055600	Chr7B	20640873	20641073	-	20640973	Chr7B	19087932	19088132	-	19088032	1.0	1.0
gene:TraesCS7B03G0056700	Chr7B	20771707	20776589	-	20774148	Chr7B	19216548	19221372	-	19218960	0.994	0.979
gene:TraesCS7B03G0056900	Chr7B	21034111	21037779	-	21035945	Chr7B	19506251	19509921	-	19508086	1.0	0.996
gene:TraesCS7B03G0057200	Chr7B	21178765	21182730	-	21180747	Chr7B	19676762	19680729	-	19678745	0.999	0.992
gene:TraesCS7B03G0057500	Chr7B	21384508	21387876	+	21386192	Chr7B	19870103	19873463	+	19871783	0.999	0.994
gene:TraesCS7B03G0058300	Chr7B	21528560	21529586	-	21529073	Chr7B	20005972	20007002	-	20006487	1.0	0.966
gene:TraesCS7B03G0058900	Chr7B	21874555	21875174	+	21874864	Chr7B	20352141	20352760	+	20352450	1.0	1.0
gene:TraesCS7B03G0059400	Chr7B	22840746	22842450	-	22841598	Chr7B	21313101	21314808	-	21313954	1.0	0.969
gene:TraesCS7B03G0059500	Chr7B	22954055	22957840	+	22955947	Chr7B	21426342	21430137	+	21428239	1.0	0.999
gene:TraesCS7B03G0059800	Chr7B	23298884	23307994	-	23303439	Chr7B	21789700	21798809	-	21794254	1.0	0.993
gene:TraesCS7B03G0060000	Chr7B	23393953	23395272	-	23394612	Chr7B	21883189	21884506	-	21883847	1.0	1.0
gene:TraesCS7B03G0060500	Chr7B	23765827	23771126	+	23768476	Chr7B	22242620	22247927	+	22245273	0.991	0.969
gene:TraesCS7B03G0060600	Chr7B	23779746	23782250	+	23780998	Chr7B	22256552	22259045	+	22257798	0.989	0.963
gene:TraesCS7B03G0060700	Chr7B	23784081	23784608	-	23784344	Chr7B	22260876	22261403	-	22261139	1.0	1.0
gene:TraesCS7B03G0060900	Chr7B	23833312	23835134	-	23834223	Chr7B	22310115	22311911	-	22311013	0.98	0.929
gene:TraesCS7B03G0061100	Chr7B	23932291	23934368	-	23933329	Chr7B	22409112	22411188	-	22410150	0.999	0.995
gene:TraesCS7B03G0061400	Chr7B	24158363	24163138	+	24160750	Chr7B	22633995	22638705	+	22636350	0.975	0.958
gene:TraesCS7B03G0061500	Chr7B	24163889	24178236	+	24171062	Chr7B	22639435	22653637	+	22646536	1.0	0.989
gene:TraesCS7B03G0062100	Chr7B	24360482	24362112	+	24361297	Chr7B	22834222	22835852	+	22835037	1.0	1.0
gene:TraesCS7B03G0062200	Chr7B	24413259	24413808	+	24413533	Chr7B	22886963	22887512	+	22887237	1.0	1.0
gene:TraesCS7B03G0062400	Chr7B	24534692	24536233	+	24535462	Chr7B	23008310	23009851	+	23009080	1.0	1.0
gene:TraesCS7B03G0062500	Chr7B	24561249	24563328	+	24562288	Chr7B	23034860	23036939	+	23035899	1.0	0.994
gene:TraesCS7B03G0063600	Chr7B	24765901	24767351	+	24766626	Chr7B	23239469	23240916	+	23240192	0.994	0.983
gene:TraesCS7B03G0063900	Chr7B	24868667	24869317	+	24868992	Chr7B	23344361	23345011	+	23344686	1.0	1.0
gene:TraesCS7B03G0064100	Chr7B	24929546	24930517	+	24930031	Chr7B	23405254	23406225	+	23405739	1.0	0.994
gene:TraesCS7B03G0064200	Chr7B	24988914	24990264	+	24989589	Chr7B	23464610	23465959	+	23465284	0.998	0.997
gene:TraesCS7B03G0064900	Chr7B	25059572	25060975	+	25060273	Chr7B	23535228	23536625	+	23535926	1.0	0.998
gene:TraesCS7B03G0066100	Chr7B	25410443	25411433	-	25410938	Chr7B	23866923	23867914	-	23867418	0.998	0.972
gene:TraesCS7B03G0066800	Chr7B	25530951	25533724	-	25532337	Chr7B	24011360	24014106	-	24012733	0.998	0.962
gene:TraesCS7B03G0068900	Chr7B	26373317	26377247	+	26375282	Chr7B	24105707	24109626	+	24107666	1.0	0.986
gene:TraesCS7B03G0069000	Chr7B	26377920	26378619	-	26378269	Chr7B	24110299	24110997	-	24110648	0.998	0.984
gene:TraesCS7B03G0069100	Chr7B	26384031	26387870	+	26385950	Chr7B	24116407	24120245	+	24118326	1.0	0.996
gene:TraesCS7B03G0069200	Chr7B	26390420	26391396	-	26390908	Chr7B	24122795	24123771	-	24123283	1.0	0.998
gene:TraesCS7B03G0070400	Chr7B	26720737	26730306	-	26725521	Chr7B	24470968	24480451	-	24475709	0.995	0.987
gene:TraesCS7B03G0070900	Chr7B	27637761	27642277	-	27640019	Chr7B	25410099	25414632	-	25412365	1.0	0.982
gene:TraesCS7B03G0071200	Chr7B	27655513	27655941	+	27655727	Chr7B	25427907	25428335	+	25428121	1.0	0.969
gene:TraesCS7B03G0071600	Chr7B	27712629	27714184	+	27713406	Chr7B	25495011	25496560	+	25495785	0.995	0.973
gene:TraesCS7B03G0071700	Chr7B	27719992	27720303	-	27720147	Chr7B	25502586	25502897	-	25502741	1.0	1.0
gene:TraesCS7B03G0071800	Chr7B	27903101	27906227	+	27904664	Chr7B	25684889	25687960	+	25686424	1.0	0.995
gene:TraesCS7B03G0072100	Chr7B	27945212	27947663	-	27946437	Chr7B	25726927	25729378	-	25728152	1.0	0.991
gene:TraesCS7B03G0072200	Chr7B	27950965	27952826	-	27951895	Chr7B	25732667	25734527	-	25733597	0.999	0.98
gene:TraesCS7B03G0072500	Chr7B	27968516	27970450	-	27969483	Chr7B	25750155	25752089	-	25751122	1.0	1.0
