gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS6D03G0011300	Chr6D	2151178	2151584	+	2151381	Chr6D	1999006	1999412	+	1999209	1.0	1.0	collinear
gene:TraesCS6D03G0011500	Chr6D	2153707	2155826	+	2154766	Chr6D	2001533	2003651	+	2002592	0.999	0.984	collinear
gene:TraesCS6D03G0011700	Chr6D	2223820	2229371	+	2226595	Chr6D	2071655	2077168	+	2074411	0.986	0.982	collinear
gene:TraesCS6D03G0011800	Chr6D	2230085	2234438	-	2232261	Chr6D	2077882	2082233	-	2080057	0.998	0.998	collinear
gene:TraesCS6D03G0012000	Chr6D	2248880	2253420	+	2251150	Chr6D	2096672	2101190	+	2098931	0.993	0.989	collinear
gene:TraesCS6D03G0012100	Chr6D	2253761	2256109	+	2254935	Chr6D	2101531	2103879	+	2102705	1.0	1.0	collinear
gene:TraesCS6D03G0012200	Chr6D	2256122	2258291	+	2257206	Chr6D	2103892	2106061	+	2104976	1.0	1.0	collinear
gene:TraesCS6D03G0012400	Chr6D	2258250	2263550	-	2260900	Chr6D	2106020	2111316	-	2108668	0.995	0.99	collinear
gene:TraesCS6D03G0012600	Chr6D	2304145	2310167	-	2307156	Chr6D	2151860	2157872	-	2154866	0.997	0.969	collinear
gene:TraesCS6D03G0012700	Chr6D	2317605	2319881	-	2318743	Chr6D	2165317	2167593	-	2166455	1.0	1.0	collinear
gene:TraesCS6D03G0012800	Chr6D	2336946	2340619	-	2338782	Chr6D	2185929	2189569	-	2187749	0.998	0.99	collinear
gene:TraesCS6D03G0012900	Chr6D	2381888	2391593	+	2386740	Chr6D	2230083	2239814	+	2234948	1.0	0.992	collinear
gene:TraesCS6D03G0013100	Chr6D	2420566	2421251	+	2420908	Chr6D	2286313	2287034	+	2286673	0.986	0.923	collinear
gene:TraesCS6D03G0014100	Chr6D	2650839	2652374	-	2651606	Chr6D	2421706	2423241	-	2422473	1.0	0.995	collinear
gene:TraesCS6D03G0014800	Chr6D	2817020	2819252	+	2818136	Chr6D	2607307	2609539	+	2608423	1.0	0.997	collinear
gene:TraesCS6D03G0014900	Chr6D	2831086	2832280	+	2831683	Chr6D	2621553	2622749	+	2622151	0.998	0.954	collinear
gene:TraesCS6D03G0015000	Chr6D	2854348	2871319	-	2862833	Chr6D	2644431	2661130	-	2652780	1.0	0.986	collinear
gene:TraesCS6D03G0015300	Chr6D	2886437	2890407	+	2888422	Chr6D	2675766	2679734	+	2677750	1.0	1.0	collinear
gene:TraesCS6D03G0015700	Chr6D	2910492	2913432	+	2911962	Chr6D	2692316	2695256	+	2693786	1.0	1.0	collinear
gene:TraesCS6D03G0015800	Chr6D	2918728	2920608	+	2919668	Chr6D	2700543	2702422	+	2701482	1.0	0.998	collinear
gene:TraesCS6D03G0016000	Chr6D	2954763	2957526	-	2956144	Chr6D	2735411	2737835	-	2736623	1.0	0.997	collinear
gene:TraesCS6D03G0016200	Chr6D	2979470	2992784	-	2986127	Chr6D	2758480	2771713	-	2765096	1.0	0.995	collinear
gene:TraesCS6D03G0016500	Chr6D	3014273	3017041	-	3015657	Chr6D	2804320	2807088	-	2805704	1.0	0.998	collinear
gene:TraesCS6D03G0016600	Chr6D	3023887	3025392	-	3024639	Chr6D	2813932	2815437	-	2814684	1.0	1.0	collinear
gene:TraesCS6D03G0016900	Chr6D	3046129	3052058	-	3049093	Chr6D	2835330	2841281	-	2838305	0.995	0.991	collinear
gene:TraesCS6D03G0017200	Chr6D	3140837	3142923	-	3141880	Chr6D	2919055	2921141	-	2920098	1.0	0.998	collinear
gene:TraesCS6D03G0017300	Chr6D	3159367	3163246	+	3161306	Chr6D	2937355	2940872	+	2939113	1.0	0.999	collinear
gene:TraesCS6D03G0017400	Chr6D	3271951	3276380	+	3274165	Chr6D	3049171	3053599	+	3051385	1.0	0.99	collinear
gene:TraesCS6D03G0017700	Chr6D	3314006	3317537	+	3315771	Chr6D	3090881	3094493	+	3092687	1.0	0.947	collinear
gene:TraesCS6D03G0017800	Chr6D	3344049	3346451	-	3345250	Chr6D	3113916	3116321	-	3115118	1.0	0.989	collinear
gene:TraesCS6D03G0017900	Chr6D	3419789	3420698	-	3420243	Chr6D	3177763	3178634	-	3178198	0.953	0.942	collinear
gene:TraesCS6D03G0018200	Chr6D	3444220	3445174	-	3444697	Chr6D	3197923	3198874	-	3198398	0.996	0.973	collinear
gene:TraesCS6D03G0018300	Chr6D	3458684	3459645	-	3459164	Chr6D	3213140	3214095	-	3213617	0.993	0.986	collinear
gene:TraesCS6D03G0018400	Chr6D	3461732	3462531	-	3462131	Chr6D	3216365	3217164	-	3216764	1.0	0.953	collinear
gene:TraesCS6D03G0018500	Chr6D	3470392	3470754	-	3470573	Chr6D	3224763	3225125	-	3224944	1.0	1.0	collinear
gene:TraesCS6D03G0018900	Chr6D	3540987	3544172	-	3542579	Chr6D	3228856	3232041	-	3230448	1.0	1.0	collinear
gene:TraesCS6D03G0019100	Chr6D	3639176	3645079	+	3642127	Chr6D	3331695	3337618	+	3334656	1.0	0.983	collinear
gene:TraesCS6D03G0019200	Chr6D	3648853	3650436	+	3649644	Chr6D	3340979	3342558	+	3341768	0.996	0.989	collinear
gene:TraesCS6D03G0019300	Chr6D	3652408	3655251	-	3653829	Chr6D	3344229	3347094	-	3345661	0.989	0.967	collinear
gene:TraesCS6D03G0019400	Chr6D	3659436	3659831	-	3659633	Chr6D	3351248	3351643	-	3351445	1.0	0.982	collinear
gene:TraesCS6D03G0019800	Chr6D	3843522	3844579	+	3844050	Chr6D	3510815	3511872	+	3511343	1.0	0.994	collinear
gene:TraesCS6D03G0019900	Chr6D	3872196	3874213	-	3873204	Chr6D	3539465	3541453	-	3540459	0.976	0.961	collinear
gene:TraesCS6D03G0020200	Chr6D	3885246	3891694	-	3888470	Chr6D	3552476	3558924	-	3555700	1.0	0.999	collinear
gene:TraesCS6D03G0020300	Chr6D	3998677	4002797	-	4000737	Chr6D	3665884	3669997	-	3667940	1.0	0.999	collinear
gene:TraesCS6D03G0020600	Chr6D	4107775	4114930	-	4111352	Chr6D	3774464	3781619	-	3778041	1.0	1.0	collinear
gene:TraesCS6D03G0020700	Chr6D	4127823	4145771	-	4136797	Chr6D	3794502	3812443	-	3803472	1.0	0.984	collinear
gene:TraesCS6D03G0021300	Chr6D	4222364	4224863	+	4223613	Chr6D	3888641	3891140	+	3889890	0.998	0.992	collinear
gene:TraesCS6D03G0021400	Chr6D	4224996	4225853	-	4225424	Chr6D	3891273	3892130	-	3891701	1.0	1.0	collinear
gene:TraesCS6D03G0021500	Chr6D	4226577	4227179	-	4226878	Chr6D	3892854	3893456	-	3893155	1.0	0.998	collinear
gene:TraesCS6D03G0021700	Chr6D	4233621	4237386	+	4235503	Chr6D	3900337	3904107	+	3902222	0.998	0.985	collinear
gene:TraesCS6D03G0022400	Chr6D	4304708	4307661	-	4306184	Chr6D	3946325	3949286	-	3947805	1.0	0.986	collinear
gene:TraesCS6D03G0023600	Chr6D	4514970	4516166	+	4515568	Chr6D	4072738	4073928	+	4073333	0.994	0.974	collinear
gene:TraesCS6D03G0023800	Chr6D	4533591	4537917	+	4535754	Chr6D	4102049	4106317	+	4104183	1.0	0.985	collinear
gene:TraesCS6D03G0024100	Chr6D	4577257	4577658	-	4577457	Chr6D	4143155	4143556	-	4143355	1.0	0.995	collinear
gene:TraesCS6D03G0024200	Chr6D	4581564	4582360	-	4581962	Chr6D	4147075	4147871	-	4147473	1.0	1.0	collinear
gene:TraesCS6D03G0024300	Chr6D	4587414	4588758	-	4588086	Chr6D	4152925	4154269	-	4153597	1.0	1.0	collinear
gene:TraesCS6D03G0024700	Chr6D	4601769	4625926	-	4613847	Chr6D	4167280	4191004	-	4179142	1.0	1.0	collinear
gene:TraesCS6D03G0024800	Chr6D	4658322	4662324	-	4660323	Chr6D	4223396	4227394	-	4225395	1.0	1.0	collinear
gene:TraesCS6D03G0024900	Chr6D	4675833	4680495	+	4678164	Chr6D	4240902	4245556	+	4243229	0.997	0.97	collinear
gene:TraesCS6D03G0025100	Chr6D	4692810	4695180	+	4693995	Chr6D	4257872	4260242	+	4259057	1.0	1.0	collinear
gene:TraesCS6D03G0025200	Chr6D	4695259	4698006	+	4696632	Chr6D	4260321	4263066	+	4261693	1.0	1.0	collinear
gene:TraesCS6D03G0025300	Chr6D	4772555	4774774	-	4773664	Chr6D	4335938	4338157	-	4337047	1.0	1.0	collinear
gene:TraesCS6D03G0025400	Chr6D	4785676	4787829	-	4786752	Chr6D	4348284	4350437	-	4349360	1.0	1.0	collinear
gene:TraesCS6D03G0025500	Chr6D	4798829	4800862	-	4799845	Chr6D	4361066	4363099	-	4362082	1.0	1.0	collinear
gene:TraesCS6D03G0025600	Chr6D	4854634	4856985	-	4855809	Chr6D	4400486	4402839	-	4401662	1.0	0.978	collinear
gene:TraesCS6D03G0025700	Chr6D	4907721	4910033	-	4908877	Chr6D	4452553	4454857	-	4453705	0.996	0.984	collinear
gene:TraesCS6D03G0025800	Chr6D	4912501	4913607	-	4913054	Chr6D	4457325	4458431	-	4457878	1.0	1.0	collinear
gene:TraesCS6D03G0025900	Chr6D	4972627	4974279	+	4973453	Chr6D	4517449	4519101	+	4518275	1.0	1.0	collinear
gene:TraesCS6D03G0026200	Chr6D	5069423	5071727	+	5070575	Chr6D	4614158	4616462	+	4615310	1.0	0.997	collinear
gene:TraesCS6D03G0026700	Chr6D	5190029	5198108	+	5194068	Chr6D	4734718	4742799	+	4738758	0.999	0.973	collinear
gene:TraesCS6D03G0026800	Chr6D	5209297	5215286	+	5212291	Chr6D	4754315	4760304	+	4757309	1.0	0.997	collinear
gene:TraesCS6D03G0026900	Chr6D	5221538	5225268	-	5223403	Chr6D	4766550	4770275	-	4768412	1.0	1.0	collinear
gene:TraesCS6D03G0027300	Chr6D	5279686	5283329	-	5281507	Chr6D	4824658	4828378	-	4826518	0.999	0.968	collinear
gene:TraesCS6D03G0027400	Chr6D	5306255	5313290	-	5309772	Chr6D	4936743	4943778	-	4940260	1.0	0.997	collinear
gene:TraesCS6D03G0027500	Chr6D	5323022	5327807	-	5325414	Chr6D	4953496	4958281	-	4955888	1.0	0.99	collinear
gene:TraesCS6D03G0027700	Chr6D	5402753	5403245	-	5402999	Chr6D	5033204	5033696	-	5033450	1.0	0.992	collinear
gene:TraesCS6D03G0028000	Chr6D	5570663	5571223	-	5570943	Chr6D	5408774	5409336	-	5409055	1.0	0.974	collinear
gene:TraesCS6D03G0028100	Chr6D	5601880	5605627	-	5603753	Chr6D	5439969	5443716	-	5441842	1.0	1.0	collinear
gene:TraesCS6D03G0028500	Chr6D	5685067	5689369	+	5687218	Chr6D	5523144	5527446	+	5525295	1.0	0.994	collinear
gene:TraesCS6D03G0029100	Chr6D	6086042	6088594	+	6087318	Chr6D	5934965	5937517	+	5936241	1.0	1.0	collinear
gene:TraesCS6D03G0030400	Chr6D	6200992	6201714	+	6201353	Chr6D	6048251	6048973	+	6048612	1.0	0.988	collinear
gene:TraesCS6D03G0030500	Chr6D	6206948	6208261	-	6207604	Chr6D	6054211	6055524	-	6054867	1.0	0.994	collinear
gene:TraesCS6D03G0030700	Chr6D	6272369	6275147	-	6273758	Chr6D	6118009	6120785	-	6119397	1.0	0.982	collinear
gene:TraesCS6D03G0030800	Chr6D	6303288	6304904	-	6304096	Chr6D	6148654	6150270	-	6149462	0.998	0.943	collinear
gene:TraesCS6D03G0030900	Chr6D	6459971	6463125	-	6461548	Chr6D	6303400	6306555	-	6304977	0.997	0.979	collinear
gene:TraesCS6D03G0031000	Chr6D	6464480	6465910	-	6465195	Chr6D	6307910	6309351	-	6308630	1.0	0.984	collinear
gene:TraesCS6D03G0031100	Chr6D	6470854	6471522	-	6471188	Chr6D	6314296	6314964	-	6314630	1.0	1.0	collinear
gene:TraesCS6D03G0031400	Chr6D	6485089	6486929	-	6486009	Chr6D	6328310	6330152	-	6329231	0.999	0.985	collinear
gene:TraesCS6D03G0031500	Chr6D	6496387	6503516	+	6499951	Chr6D	6339608	6346720	+	6343164	1.0	1.0	collinear
gene:TraesCS6D03G0031700	Chr6D	6589647	6616790	-	6603218	Chr6D	6432776	6459864	-	6446320	1.0	0.967	collinear
gene:TraesCS6D03G0031800	Chr6D	6636752	6639774	-	6638263	Chr6D	6479873	6482895	-	6481384	1.0	1.0	collinear
gene:TraesCS6D03G0032200	Chr6D	6734677	6741096	-	6737886	Chr6D	6577774	6584193	-	6580983	1.0	1.0	collinear
gene:TraesCS6D03G0032300	Chr6D	6753350	6756178	+	6754764	Chr6D	6596355	6599183	+	6597769	1.0	0.998	collinear
gene:TraesCS6D03G0032600	Chr6D	6793666	6795658	-	6794662	Chr6D	6636682	6638659	-	6637670	0.99	0.986	collinear
gene:TraesCS6D03G0032700	Chr6D	6798235	6800283	+	6799259	Chr6D	6641263	6643313	+	6642288	0.998	0.971	collinear
gene:TraesCS6D03G0032800	Chr6D	6807160	6807816	+	6807488	Chr6D	6650209	6650865	+	6650537	1.0	1.0	collinear
gene:TraesCS6D03G0032900	Chr6D	6821478	6823180	-	6822329	Chr6D	6664519	6666221	-	6665370	1.0	1.0	collinear
gene:TraesCS6D03G0033000	Chr6D	6829975	6832192	+	6831083	Chr6D	6672998	6675287	+	6674142	1.0	0.968	collinear
gene:TraesCS6D03G0033100	Chr6D	6832421	6833380	+	6832900	Chr6D	6675516	6676475	+	6675995	0.998	0.983	collinear
gene:TraesCS6D03G0033300	Chr6D	6848662	6851562	+	6850112	Chr6D	6691748	6694648	+	6693198	1.0	1.0	collinear
gene:TraesCS6D03G0033900	Chr6D	6903009	6904736	+	6903872	Chr6D	6746087	6747814	+	6746950	1.0	1.0	collinear
gene:TraesCS6D03G0034000	Chr6D	6904794	6905903	+	6905348	Chr6D	6747872	6748981	+	6748426	1.0	0.998	collinear
gene:TraesCS6D03G0034100	Chr6D	6918880	6920742	+	6919811	Chr6D	6761954	6763816	+	6762885	1.0	1.0	collinear
gene:TraesCS6D03G0034400	Chr6D	6973454	6978847	+	6976150	Chr6D	6816505	6821897	+	6819201	1.0	0.991	collinear
gene:TraesCS6D03G0034900	Chr6D	7047712	7051091	-	7049401	Chr6D	6890725	6894098	-	6892411	0.996	0.987	collinear
gene:TraesCS6D03G0035900	Chr6D	7429511	7436591	-	7433051	Chr6D	7278263	7285351	-	7281807	0.998	0.983	collinear
gene:TraesCS6D03G0036000	Chr6D	7442961	7445690	-	7444325	Chr6D	7291722	7294456	-	7293089	1.0	0.994	collinear
gene:TraesCS6D03G0036100	Chr6D	7447661	7449233	+	7448447	Chr6D	7296427	7297999	+	7297213	1.0	1.0	collinear
gene:TraesCS6D03G0036400	Chr6D	7550576	7554072	+	7552324	Chr6D	7399257	7402753	+	7401005	1.0	0.999	collinear
gene:TraesCS6D03G0036500	Chr6D	7559925	7563861	+	7561893	Chr6D	7408606	7412536	+	7410571	0.996	0.99	collinear
gene:TraesCS6D03G0036600	Chr6D	7564538	7572523	+	7568530	Chr6D	7413213	7421200	+	7417206	0.999	0.992	collinear
gene:TraesCS6D03G0036700	Chr6D	7621173	7621862	-	7621517	Chr6D	7469820	7470509	-	7470164	1.0	1.0	collinear
gene:TraesCS6D03G0036800	Chr6D	7627527	7628229	+	7627878	Chr6D	7476118	7476820	+	7476469	1.0	1.0	collinear
gene:TraesCS6D03G0037100	Chr6D	7671887	7674281	-	7673084	Chr6D	7520511	7522905	-	7521708	1.0	0.999	collinear
gene:TraesCS6D03G0037600	Chr6D	7742090	7746780	-	7744435	Chr6D	7590752	7595442	-	7593097	0.999	0.985	collinear
gene:TraesCS6D03G0037700	Chr6D	7751821	7755329	-	7753575	Chr6D	7600472	7604007	-	7602239	1.0	0.998	collinear
gene:TraesCS6D03G0037900	Chr6D	8268331	8270251	-	8269291	Chr6D	8216271	8218191	-	8217231	1.0	1.0	collinear
gene:TraesCS6D03G0038100	Chr6D	8281870	8283483	-	8282676	Chr6D	8229272	8230885	-	8230078	1.0	0.999	collinear
gene:TraesCS6D03G0038200	Chr6D	8320907	8324083	+	8322495	Chr6D	8268319	8271496	+	8269907	1.0	0.981	collinear
gene:TraesCS6D03G0038300	Chr6D	8328332	8328880	-	8328606	Chr6D	8275748	8276296	-	8276022	1.0	1.0	collinear
gene:TraesCS6D03G0038400	Chr6D	8347092	8348346	-	8347719	Chr6D	8294521	8295775	-	8295148	1.0	0.983	collinear
gene:TraesCS6D03G0038600	Chr6D	8396595	8400812	-	8398703	Chr6D	8343718	8347936	-	8345827	1.0	0.996	collinear
gene:TraesCS6D03G0038700	Chr6D	8405069	8408416	-	8406742	Chr6D	8352188	8355543	-	8353865	0.998	0.986	collinear
gene:TraesCS6D03G0039000	Chr6D	8455686	8457468	-	8456577	Chr6D	8404970	8406752	-	8405861	1.0	0.991	collinear
gene:TraesCS6D03G0039100	Chr6D	8489302	8491148	+	8490225	Chr6D	8438492	8440281	+	8439386	0.981	0.935	collinear
gene:TraesCS6D03G0039500	Chr6D	8581849	8587859	+	8584854	Chr6D	8531009	8536967	+	8533988	0.996	0.983	collinear
gene:TraesCS6D03G0039600	Chr6D	8588705	8590266	+	8589485	Chr6D	8537813	8539374	+	8538593	1.0	1.0	collinear
gene:TraesCS6D03G0039700	Chr6D	8615956	8622201	+	8619078	Chr6D	8565046	8571290	+	8568168	0.999	0.994	collinear
gene:TraesCS6D03G0040000	Chr6D	8632418	8635389	+	8633903	Chr6D	8581494	8584465	+	8582979	1.0	1.0	collinear
gene:TraesCS6D03G0040300	Chr6D	8655799	8657007	+	8656403	Chr6D	8604842	8606062	+	8605452	0.999	0.924	collinear
gene:TraesCS6D03G0040500	Chr6D	8665460	8666763	+	8666111	Chr6D	8614517	8615820	+	8615168	1.0	0.999	collinear
gene:TraesCS6D03G0040600	Chr6D	8672084	8677445	+	8674764	Chr6D	8621079	8626450	+	8623764	1.0	0.973	collinear
gene:TraesCS6D03G0040700	Chr6D	8684385	8685013	-	8684699	Chr6D	8633300	8633924	-	8633612	1.0	0.995	collinear
gene:TraesCS6D03G0040900	Chr6D	8804269	8804847	+	8804558	Chr6D	8752847	8753425	+	8753136	1.0	0.997	collinear
gene:TraesCS6D03G0041100	Chr6D	8822240	8823827	+	8823033	Chr6D	8770828	8772415	+	8771621	1.0	0.994	collinear
gene:TraesCS6D03G0041300	Chr6D	8836296	8836586	-	8836441	Chr6D	8784869	8785159	-	8785014	1.0	1.0	collinear
gene:TraesCS6D03G0041400	Chr6D	8837762	8838919	+	8838340	Chr6D	8786335	8787492	+	8786913	1.0	1.0	collinear
gene:TraesCS6D03G0041600	Chr6D	8898230	8898769	+	8898499	Chr6D	8846784	8847323	+	8847053	1.0	1.0	collinear
gene:TraesCS6D03G0041800	Chr6D	8914824	8922953	-	8918888	Chr6D	8863365	8871490	-	8867427	0.998	0.994	collinear
gene:TraesCS6D03G0041900	Chr6D	8924161	8925580	-	8924870	Chr6D	8872698	8874117	-	8873407	1.0	0.982	collinear
gene:TraesCS6D03G0042000	Chr6D	8927582	8929925	-	8928753	Chr6D	8876096	8878441	-	8877268	1.0	0.997	collinear
gene:TraesCS6D03G0042100	Chr6D	8932322	8934555	-	8933438	Chr6D	8880839	8883008	-	8881923	0.966	0.963	collinear
gene:TraesCS6D03G0042200	Chr6D	9029104	9030560	-	9029832	Chr6D	8977625	8979078	-	8978351	0.993	0.927	collinear
gene:TraesCS6D03G0042600	Chr6D	9078536	9080945	-	9079740	Chr6D	9026868	9029285	-	9028076	0.998	0.94	collinear
gene:TraesCS6D03G0042700	Chr6D	9083599	9089631	-	9086615	Chr6D	9031931	9037972	-	9034951	0.999	0.99	collinear
gene:TraesCS6D03G0043100	Chr6D	9183941	9184195	-	9184068	Chr6D	9132059	9132313	-	9132186	1.0	0.98	collinear
gene:TraesCS6D03G0043000	Chr6D	9183723	9188298	+	9186010	Chr6D	9131841	9136405	+	9134123	0.994	0.976	collinear
gene:TraesCS6D03G0043200	Chr6D	9241950	9244844	-	9243397	Chr6D	9182953	9185847	-	9184400	1.0	0.961	collinear
gene:TraesCS6D03G0043500	Chr6D	9274009	9275709	-	9274859	Chr6D	9215013	9216714	-	9215863	1.0	0.971	collinear
gene:TraesCS6D03G0043600	Chr6D	9310925	9312676	-	9311800	Chr6D	9251875	9253626	-	9252750	1.0	0.996	collinear
gene:TraesCS6D03G0043700	Chr6D	9321998	9322504	-	9322251	Chr6D	9262941	9263447	-	9263194	1.0	0.968	collinear
gene:TraesCS6D03G0044000	Chr6D	9403223	9403729	-	9403476	Chr6D	9853345	9853851	+	9853598	1.0	1.0	collinear
gene:TraesCS6D03G0044300	Chr6D	9463496	9468488	-	9465992	Chr6D	9404620	9409613	-	9407116	0.998	0.988	collinear
gene:TraesCS6D03G0044500	Chr6D	9480515	9484022	-	9482268	Chr6D	9421613	9425120	-	9423366	1.0	1.0	collinear
gene:TraesCS6D03G0044600	Chr6D	9483500	9483745	+	9483622	Chr6D	9424598	9424843	+	9424720	1.0	0.979	collinear
gene:TraesCS6D03G0044900	Chr6D	9499526	9500769	-	9500147	Chr6D	9440617	9441854	-	9441235	0.995	0.967	collinear
gene:TraesCS6D03G0045100	Chr6D	9576590	9577750	-	9577170	Chr6D	9517058	9518218	-	9517638	1.0	0.979	collinear
gene:TraesCS6D03G0045300	Chr6D	9583205	9590109	-	9586657	Chr6D	9523640	9530343	-	9526991	0.998	0.994	collinear
gene:TraesCS6D03G0045400	Chr6D	9592156	9595609	-	9593882	Chr6D	9532390	9535843	-	9534116	1.0	0.997	collinear
gene:TraesCS6D03G0045700	Chr6D	9802051	9802853	-	9802452	Chr6D	9739049	9739852	-	9739450	1.0	0.998	collinear
gene:TraesCS6D03G0045800	Chr6D	9817148	9817717	-	9817432	Chr6D	9753806	9754375	-	9754090	1.0	1.0	collinear
gene:TraesCS6D03G0045900	Chr6D	9846262	9846804	-	9846533	Chr6D	9782904	9783446	-	9783175	1.0	0.992	collinear
gene:TraesCS6D03G0046000	Chr6D	9847117	9851760	-	9849438	Chr6D	9783759	9788393	-	9786076	0.995	0.994	collinear
