gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity
gene:TraesCS6A03G0003500	Chr6A	1571628	1573212	-	1572420	Chr6A	1848194	1849778	-	1848986	1.0	0.997
gene:TraesCS6A03G0003600	Chr6A	1584804	1587503	+	1586153	Chr6A	1861321	1864254	+	1862787	1.0	0.978
gene:TraesCS6A03G0004300	Chr6A	1712278	1718977	+	1715627	Chr6A	2026029	2032616	+	2029322	0.995	0.978
gene:TraesCS6A03G0004400	Chr6A	1717372	1719718	-	1718545	Chr6A	2031004	2033342	-	2032173	0.978	0.949
gene:TraesCS6A03G0004500	Chr6A	1720510	1722005	-	1721257	Chr6A	2034163	2035700	-	2034931	1.0	0.991
gene:TraesCS6A03G0004800	Chr6A	1722453	1727315	-	1724884	Chr6A	2036168	2040855	-	2038511	0.951	0.946
gene:TraesCS6A03G0004900	Chr6A	1735764	1739970	+	1737867	Chr6A	2067758	2071970	+	2069864	0.998	0.988
gene:TraesCS6A03G0005000	Chr6A	1741213	1746701	-	1743957	Chr6A	2073012	2078698	-	2075855	1.0	0.986
gene:TraesCS6A03G0006500	Chr6A	2049229	2059125	-	2054177	Chr6A	2205222	2215122	-	2210172	0.998	0.995
gene:TraesCS6A03G0006700	Chr6A	2144282	2144913	+	2144597	Chr6A	2286879	2287432	+	2287155	1.0	0.988
gene:TraesCS6A03G0007500	Chr6A	2212597	2221548	-	2217072	Chr6A	2333556	2342451	-	2338003	1.0	0.982
gene:TraesCS6A03G0007900	Chr6A	2282496	2284138	-	2283317	Chr6A	2409891	2411489	-	2410690	0.968	0.947
gene:TraesCS6A03G0008000	Chr6A	2306532	2309729	-	2308130	Chr6A	2549293	2552490	-	2550891	1.0	0.987
gene:TraesCS6A03G0008600	Chr6A	2382984	2385706	+	2384345	Chr6A	2499069	2501792	+	2500430	1.0	0.983
gene:TraesCS6A03G0008700	Chr6A	2422514	2423194	-	2422854	Chr6A	2530597	2531280	-	2530938	1.0	0.973
gene:TraesCS6A03G0009100	Chr6A	2436943	2441208	+	2439075	Chr6A	3300902	3305104	+	3303003	0.984	0.952
gene:TraesCS6A03G0009400	Chr6A	2451784	2453964	+	2452874	Chr6A	3327597	3329767	+	3328682	0.993	0.942
gene:TraesCS6A03G0009500	Chr6A	2472064	2474776	+	2473420	Chr6A	3333922	3336594	+	3335258	0.983	0.974
gene:TraesCS6A03G0010100	Chr6A	2492564	2499034	+	2495799	Chr6A	3353216	3359847	+	3356531	0.999	0.967
gene:TraesCS6A03G0010200	Chr6A	2510567	2511779	+	2511173	Chr6A	3374076	3375285	+	3374680	0.992	0.974
gene:TraesCS6A03G0010400	Chr6A	2534695	2537409	+	2536052	Chr6A	3383251	3385933	+	3384592	0.97	0.913
gene:TraesCS6A03G0010800	Chr6A	2677756	2680999	+	2679377	Chr6A	3503257	3505193	+	3504225	1.0	0.947
gene:TraesCS6A03G0011100	Chr6A	2724971	2727654	-	2726312	Chr6A	3527032	3529471	-	3528251	0.996	0.976
gene:TraesCS6A03G0011700	Chr6A	2780187	2780928	-	2780557	Chr6A	3591452	3592192	-	3591822	1.0	0.975
gene:TraesCS6A03G0012100	Chr6A	2811038	2811415	-	2811226	Chr6A	3608440	3608817	-	3608628	1.0	0.985
gene:TraesCS6A03G0012200	Chr6A	2819892	2823290	-	2821591	Chr6A	3628338	3631694	-	3630016	1.0	0.985
gene:TraesCS6A03G0012600	Chr6A	2942228	2947777	+	2945002	Chr6A	3680176	3685909	+	3683042	0.992	0.952
gene:TraesCS6A03G0012800	Chr6A	2952615	2956528	-	2954571	Chr6A	3693844	3697707	-	3695775	1.0	0.987
gene:TraesCS6A03G0013500	Chr6A	3505130	3509572	-	3507351	Chr6A	3822257	3825952	-	3824104	0.998	0.972
gene:TraesCS6A03G0013700	Chr6A	3526852	3527448	+	3527150	Chr6A	3832943	3833539	+	3833241	1.0	0.993
gene:TraesCS6A03G0013800	Chr6A	3528505	3529406	+	3528955	Chr6A	3834593	3835494	+	3835043	1.0	0.984
gene:TraesCS6A03G0014100	Chr6A	3568117	3572740	+	3570428	Chr6A	3856401	3861017	+	3858709	0.955	0.929
gene:TraesCS6A03G0014200	Chr6A	3576627	3578939	+	3577783	Chr6A	3863482	3865890	+	3864686	1.0	0.951
gene:TraesCS6A03G0014800	Chr6A	3702665	3706690	+	3704677	Chr6A	3958849	3962815	+	3960832	1.0	0.989
gene:TraesCS6A03G0015000	Chr6A	3729503	3735623	+	3732563	Chr6A	3992567	3998596	+	3995581	0.994	0.969
gene:TraesCS6A03G0015200	Chr6A	3748307	3752517	+	3750412	Chr6A	4001284	4005386	+	4003335	0.993	0.976
gene:TraesCS6A03G0015400	Chr6A	3791624	3795065	+	3793344	Chr6A	4024919	4028244	+	4026581	1.0	0.997
gene:TraesCS6A03G0015500	Chr6A	3983778	3984395	+	3984086	Chr6A	4174235	4174843	+	4174539	0.983	0.966
gene:TraesCS6A03G0015600	Chr6A	4015558	4016051	+	4015804	Chr6A	4230535	4231027	+	4230781	1.0	0.988
gene:TraesCS6A03G0015800	Chr6A	4066078	4066922	+	4066500	Chr6A	4290122	4290965	+	4290543	0.986	0.946
gene:TraesCS6A03G0017500	Chr6A	4465472	4467836	+	4466654	Chr6A	4475052	4477433	+	4476242	1.0	0.982
gene:TraesCS6A03G0017600	Chr6A	4467915	4470370	+	4469142	Chr6A	4477512	4479969	+	4478740	0.994	0.95
gene:TraesCS6A03G0017800	Chr6A	4482773	4484432	+	4483602	Chr6A	4488063	4489627	+	4488845	0.94	0.927
gene:TraesCS6A03G0018100	Chr6A	4566908	4568998	-	4567953	Chr6A	4557140	4559240	-	4558190	1.0	0.991
gene:TraesCS6A03G0018400	Chr6A	4646078	4648289	-	4647183	Chr6A	4704338	4706648	-	4705493	0.996	0.962
gene:TraesCS6A03G0018600	Chr6A	4650144	4650962	-	4650553	Chr6A	4709139	4709954	-	4709546	0.973	0.905
gene:TraesCS6A03G0018800	Chr6A	4707838	4709462	+	4708650	Chr6A	4731984	4733617	+	4732800	0.989	0.95
gene:TraesCS6A03G0020100	Chr6A	5768534	5769171	-	5768852	Chr6A	5456353	5456989	+	5456671	0.997	0.978
gene:TraesCS6A03G0020500	Chr6A	5805544	5807529	+	5806536	Chr6A	5603253	5605238	+	5604245	1.0	0.981
gene:TraesCS6A03G0022200	Chr6A	6352582	6353978	-	6353280	Chr6A	5247573	5249011	+	5248292	1.0	0.988
gene:TraesCS6A03G0023100	Chr6A	6509916	6510644	+	6510280	Chr6A	5676816	5677538	+	5677177	0.99	0.958
gene:TraesCS6A03G0023200	Chr6A	6524784	6526124	-	6525454	Chr6A	5683116	5684456	-	5683786	1.0	0.977
gene:TraesCS6A03G0023700	Chr6A	6596976	6599759	-	6598367	Chr6A	5716349	5719427	-	5717888	0.997	0.983
gene:TraesCS6A03G0023800	Chr6A	6622241	6625659	-	6623950	Chr6A	5740470	5743895	-	5742182	0.988	0.95
gene:TraesCS6A03G0023900	Chr6A	6626599	6627983	-	6627291	Chr6A	5744585	5745970	-	5745277	1.0	0.962
gene:TraesCS6A03G0024000	Chr6A	6629538	6630206	-	6629872	Chr6A	5747508	5748176	-	5747842	1.0	0.971
gene:TraesCS6A03G0024300	Chr6A	6660567	6667306	+	6663936	Chr6A	5762149	5768825	+	5765487	0.948	0.926
gene:TraesCS6A03G0024600	Chr6A	6774114	6781537	-	6777825	Chr6A	5863037	5870458	-	5866747	1.0	0.982
gene:TraesCS6A03G0024900	Chr6A	6804836	6805735	-	6805285	Chr6A	5890499	5891392	-	5890945	1.0	0.98
gene:TraesCS6A03G0025400	Chr6A	6851548	6858477	-	6855012	Chr6A	5977067	5983103	-	5980085	1.0	0.969
gene:TraesCS6A03G0025600	Chr6A	6902719	6905185	+	6903952	Chr6A	6021770	6023938	+	6022854	1.0	0.989
gene:TraesCS6A03G0027100	Chr6A	7152663	7153604	-	7153133	Chr6A	6031000	6031942	-	6031471	1.0	0.971
gene:TraesCS6A03G0027200	Chr6A	7157642	7159485	+	7158563	Chr6A	6036016	6037827	+	6036921	0.975	0.959
gene:TraesCS6A03G0027300	Chr6A	7168596	7170287	-	7169441	Chr6A	6264064	6265755	-	6264909	1.0	0.988
gene:TraesCS6A03G0027400	Chr6A	7196854	7200678	+	7198766	Chr6A	6115045	6118873	+	6116959	0.999	0.954
gene:TraesCS6A03G0028000	Chr6A	7235005	7238338	+	7236671	Chr6A	6393660	6396988	+	6395324	0.998	0.972
gene:TraesCS6A03G0028200	Chr6A	7482648	7485990	+	7484319	Chr6A	6568998	6572328	+	6570663	0.984	0.938
gene:TraesCS6A03G0029200	Chr6A	7851077	7857869	+	7854473	Chr6A	6735540	6742272	+	6738906	0.998	0.972
gene:TraesCS6A03G0029300	Chr6A	7884487	7896338	-	7890412	Chr6A	6758324	6770125	-	6764224	0.998	0.985
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	7004049	7007876	+	7005962	0.972	0.936
gene:TraesCS6A03G0030000	Chr6A	8012421	8019811	+	8016116	Chr6A	7008862	7016225	+	7012543	0.995	0.965
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	7034499	7035213	-	7034856	1.0	0.973
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	7188210	7190844	-	7189527	0.97	0.906
gene:TraesCS6A03G0031700	Chr6A	8371392	8372387	+	8371889	Chr6A	6688457	6689466	+	6688961	0.992	0.903
gene:TraesCS6A03G0032100	Chr6A	8453662	8456939	-	8455300	Chr6A	7289169	7292444	-	7290806	0.999	0.973
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	7300254	7300979	-	7300616	1.0	0.976
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	7301162	7302409	-	7301785	1.0	0.988
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	7316257	7319274	+	7317765	1.0	0.997
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	7517866	7518498	-	7518182	1.0	0.973
gene:TraesCS6A03G0034000	Chr6A	8675368	8676936	-	8676152	Chr6A	7520446	7522017	-	7521231	1.0	0.995
gene:TraesCS6A03G0034100	Chr6A	8871064	8872769	-	8871916	Chr6A	7701433	7703133	-	7702283	0.996	0.978
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	7804801	7806474	+	7805637	0.994	0.985
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	7829238	7830815	+	7830026	1.0	0.97
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	7837658	7839470	-	7838564	0.998	0.957
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	7929832	7936117	+	7932974	1.0	0.995
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	7936532	7940498	+	7938515	0.991	0.97
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	7943026	7943424	+	7943225	0.997	0.91
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	7943525	7944005	+	7943765	1.0	0.989
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	7945379	7948516	+	7946947	0.999	0.969
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	7949894	7951114	+	7950504	1.0	0.949
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	7955793	7961376	+	7958584	1.0	1.0
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	7968666	7969607	-	7969136	0.988	0.944
gene:TraesCS6A03G0035900	Chr6A	9444032	9445186	+	9444609	Chr6A	8127485	8128639	+	8128062	1.0	0.987
gene:TraesCS6A03G0036100	Chr6A	9448531	9449670	+	9449100	Chr6A	8131985	8133118	+	8132551	0.994	0.989
gene:TraesCS6A03G0036500	Chr6A	9470666	9471235	-	9470950	Chr6A	8153990	8154557	-	8154273	0.996	0.933
gene:TraesCS6A03G0036600	Chr6A	9473682	9475429	-	9474555	Chr6A	8156987	8158735	-	8157861	1.0	0.971
gene:TraesCS6A03G0036700	Chr6A	9481564	9485669	-	9483616	Chr6A	8164865	8168975	-	8166920	0.998	0.979
gene:TraesCS6A03G0037100	Chr6A	9658772	9660162	+	9659467	Chr6A	8342078	8343468	+	8342773	1.0	0.983
gene:TraesCS6A03G0037200	Chr6A	9665556	9666056	-	9665806	Chr6A	8348828	8349328	-	8349078	1.0	1.0
gene:TraesCS6A03G0037400	Chr6A	9668873	9669166	+	9669019	Chr6A	8352145	8352438	+	8352291	1.0	1.0
gene:TraesCS6A03G0037500	Chr6A	9867419	9868633	+	9868026	Chr6A	8550951	8552165	+	8551558	0.999	0.948
gene:TraesCS6A03G0037700	Chr6A	9888984	9893419	-	9891201	Chr6A	8572490	8576935	-	8574712	0.997	0.963
gene:TraesCS6A03G0038200	Chr6A	9962522	9968219	-	9965370	Chr6A	8646051	8651743	-	8648897	0.998	0.991
gene:TraesCS6A03G0038400	Chr6A	9979995	9980516	+	9980255	Chr6A	8663534	8664055	+	8663794	1.0	0.99
gene:TraesCS6A03G0038700	Chr6A	9982202	9982945	-	9982573	Chr6A	8665741	8666484	-	8666112	1.0	0.965
gene:TraesCS6A03G0038800	Chr6A	10020588	10022382	-	10021485	Chr6A	8704172	8705973	-	8705072	0.999	0.945
gene:TraesCS6A03G0038900	Chr6A	10058301	10060057	-	10059179	Chr6A	8741584	8743317	-	8742450	0.986	0.972
gene:TraesCS6A03G0039300	Chr6A	10070593	10071054	-	10070823	Chr6A	8753867	8754328	-	8754097	1.0	0.98
gene:TraesCS6A03G0039500	Chr6A	10195542	10197545	-	10196543	Chr6A	8847931	8849934	-	8848932	0.995	0.951
gene:TraesCS6A03G0039900	Chr6A	10318880	10322522	-	10320701	Chr6A	8971032	8974675	-	8972853	1.0	0.996
gene:TraesCS6A03G0040300	Chr6A	10363470	10373065	-	10368267	Chr6A	9015623	9025168	-	9020395	1.0	0.958
gene:TraesCS6A03G0040500	Chr6A	10376015	10380589	+	10378302	Chr6A	9028118	9032691	+	9030404	1.0	0.999
gene:TraesCS6A03G0040600	Chr6A	10381223	10381792	+	10381507	Chr6A	9039324	9039894	+	9039609	1.0	0.954
gene:TraesCS6A03G0040700	Chr6A	10422946	10423200	+	10423073	Chr6A	9057653	9057907	+	9057780	1.0	0.949
gene:TraesCS6A03G0041000	Chr6A	10428638	10429207	+	10428922	Chr6A	9051329	9051898	+	9051613	1.0	0.97
gene:TraesCS6A03G0041300	Chr6A	10440680	10441222	+	10440951	Chr6A	9036348	9036890	+	9036619	1.0	0.966
gene:TraesCS6A03G0041500	Chr6A	10443656	10447229	+	10445442	Chr6A	9042326	9045896	+	9044111	1.0	0.97
gene:TraesCS6A03G0042300	Chr6A	10631402	10634755	+	10633078	Chr6A	9188578	9191887	+	9190232	0.961	0.924
gene:TraesCS6A03G0042400	Chr6A	10635627	10643113	+	10639370	Chr6A	9192561	9200027	+	9196294	0.996	0.972
gene:TraesCS6A03G0043200	Chr6A	10679442	10679948	+	10679695	Chr6A	9232039	9232545	+	9232292	1.0	0.986
gene:TraesCS6A03G0043400	Chr6A	10775341	10776267	-	10775804	Chr6A	9314587	9315513	-	9315050	1.0	0.995
gene:TraesCS6A03G0043500	Chr6A	10775806	10779357	+	10777581	Chr6A	9315052	9318581	+	9316816	1.0	0.995
gene:TraesCS6A03G0045600	Chr6A	11259162	11259797	+	11259479	Chr6A	9764264	9764899	+	9764581	0.998	0.943
gene:TraesCS6A03G0046900	Chr6A	11703980	11704663	+	11704321	Chr6A	9945898	9946579	+	9946238	0.997	0.961
gene:TraesCS6A03G0047100	Chr6A	11710351	11716441	-	11713396	Chr6A	9955766	9961333	-	9958549	0.973	0.944
gene:TraesCS6A03G0047200	Chr6A	11732357	11734791	+	11733574	Chr6A	10018110	10020225	+	10019167	0.959	0.925
gene:TraesCS6A03G0047500	Chr6A	11813604	11822722	+	11818163	Chr6A	10022520	10031614	+	10027067	0.992	0.97
gene:TraesCS6A03G0047600	Chr6A	11824823	11827423	-	11826123	Chr6A	10035456	10038015	-	10036735	0.983	0.933
gene:TraesCS6A03G0048200	Chr6A	12064955	12067107	+	12066031	Chr6A	10166748	10169038	+	10167893	0.998	0.985
gene:TraesCS6A03G0048400	Chr6A	12068383	12073209	-	12070796	Chr6A	10170298	10175034	-	10172666	0.976	0.957
gene:TraesCS6A03G0048700	Chr6A	12094210	12095265	+	12094737	Chr6A	10324701	10325756	+	10325228	1.0	0.981
gene:TraesCS6A03G0048900	Chr6A	12136731	12137926	+	12137328	Chr6A	10417015	10418209	+	10417612	0.999	0.967
gene:TraesCS6A03G0050400	Chr6A	12818166	12818997	-	12818581	Chr6A	10996468	10997307	-	10996887	1.0	0.917
gene:TraesCS6A03G0050600	Chr6A	12837260	12838301	-	12837780	Chr6A	10999452	11000476	-	10999964	0.984	0.937
gene:TraesCS6A03G0050900	Chr6A	12958683	12962150	-	12960416	Chr6A	11285124	11288501	-	11286812	0.999	0.976
gene:TraesCS6A03G0051000	Chr6A	12972559	12975757	-	12974158	Chr6A	11315289	11318498	-	11316893	0.999	0.95
gene:TraesCS6A03G0051100	Chr6A	12991754	12995043	-	12993398	Chr6A	11325914	11329233	-	11327573	0.993	0.931
gene:TraesCS6A03G0051800	Chr6A	13185126	13189047	-	13187086	Chr6A	11427476	11431227	-	11429351	0.955	0.939
gene:TraesCS6A03G0051900	Chr6A	13191572	13192475	-	13192023	Chr6A	11433448	11434353	-	11433900	0.983	0.944
gene:TraesCS6A03G0052000	Chr6A	13240709	13241887	-	13241298	Chr6A	11513955	11515133	-	11514544	1.0	0.979
gene:TraesCS6A03G0052500	Chr6A	13363237	13365679	+	13364458	Chr6A	11621669	11624125	+	11622897	0.999	0.973
gene:TraesCS6A03G0052800	Chr6A	13452977	13456276	+	13454626	Chr6A	11852779	11856059	+	11854419	0.993	0.961
gene:TraesCS6A03G0053100	Chr6A	13514651	13516894	-	13515772	Chr6A	11895607	11897857	-	11896732	0.993	0.953
gene:TraesCS6A03G0053800	Chr6A	13679229	13683414	+	13681321	Chr6A	12091344	12096249	+	12093796	0.999	0.967
gene:TraesCS6A03G0053900	Chr6A	13684327	13686423	-	13685375	Chr6A	12096965	12099195	-	12098080	1.0	0.975
gene:TraesCS6A03G0054100	Chr6A	13708034	13709236	+	13708635	Chr6A	12141677	12142912	+	12142294	0.992	0.934
gene:TraesCS6A03G0054700	Chr6A	13779362	13787511	+	13783436	Chr6A	12181559	12189608	+	12185583	0.984	0.963
gene:TraesCS6A03G0055000	Chr6A	13814362	13814901	+	13814631	Chr6A	12533708	12534247	+	12533977	1.0	0.977
gene:TraesCS6A03G0055200	Chr6A	13825479	13827181	-	13826330	Chr6A	12543035	12544737	-	12543886	1.0	0.961
gene:TraesCS6A03G0055300	Chr6A	13865987	13874288	+	13870137	Chr6A	12617340	12625043	+	12621191	0.938	0.904
gene:TraesCS6A03G0055400	Chr6A	13981660	13983240	+	13982450	Chr6A	13014686	13016276	-	13015481	1.0	0.946
gene:TraesCS6A03G0055600	Chr6A	14017545	14019339	-	14018442	Chr6A	12726487	12728272	-	12727379	0.994	0.957
gene:TraesCS6A03G0056000	Chr6A	14228359	14230494	-	14229426	Chr6A	12917786	12919907	-	12918846	0.99	0.961
gene:TraesCS6A03G0056100	Chr6A	14249390	14250855	+	14250122	Chr6A	12994662	12996127	+	12995394	1.0	0.981
gene:TraesCS6A03G0056700	Chr6A	14340565	14341448	+	14341006	Chr6A	13062451	13063334	+	13062892	1.0	0.987
gene:TraesCS6A03G0056800	Chr6A	14349724	14350977	-	14350350	Chr6A	13075613	13076863	-	13076238	0.997	0.968
gene:TraesCS6A03G0057300	Chr6A	14450508	14454908	+	14452708	Chr6A	13253192	13257628	+	13255410	1.0	0.993
gene:TraesCS6A03G0057400	Chr6A	14454995	14455537	-	14455266	Chr6A	13257715	13258257	-	13257986	1.0	0.996
gene:TraesCS6A03G0057600	Chr6A	14458904	14468241	-	14463572	Chr6A	13261620	13270957	-	13266288	1.0	0.991
gene:TraesCS6A03G0058400	Chr6A	14779983	14783826	-	14781904	Chr6A	13581655	13585498	-	13583576	1.0	0.995
gene:TraesCS6A03G0058600	Chr6A	14830104	14830397	+	14830250	Chr6A	13631720	13632013	+	13631866	1.0	1.0
gene:TraesCS6A03G0058900	Chr6A	14899043	14900702	-	14899872	Chr6A	13700540	13702199	-	13701369	1.0	0.998
gene:TraesCS6A03G0059200	Chr6A	15055580	15060784	+	15058182	Chr6A	13854800	13860022	+	13857411	1.0	0.975
gene:TraesCS6A03G0059300	Chr6A	15060851	15063542	-	15062196	Chr6A	13860089	13862780	-	13861434	1.0	0.996
gene:TraesCS6A03G0060400	Chr6A	15201260	15204515	-	15202887	Chr6A	13990581	13993762	-	13992171	1.0	0.991
gene:TraesCS6A03G0061600	Chr6A	15362392	15362748	-	15362570	Chr6A	14075258	14075614	-	14075436	1.0	0.991
gene:TraesCS6A03G0061900	Chr6A	15379189	15386500	-	15382844	Chr6A	14101005	14108081	-	14104543	0.948	0.943
gene:TraesCS6A03G0062800	Chr6A	15629350	15629748	-	15629549	Chr6A	14343143	14343541	-	14343342	1.0	0.987
gene:TraesCS6A03G0063600	Chr6A	15779174	15781136	+	15780155	Chr6A	14476473	14478439	+	14477456	0.996	0.969
gene:TraesCS6A03G0064100	Chr6A	15829832	15833319	-	15831575	Chr6A	14576640	14580125	-	14578382	0.999	0.964
gene:TraesCS6A03G0064200	Chr6A	15846169	15850188	+	15848178	Chr6A	14603815	14607818	+	14605816	1.0	0.971
gene:TraesCS6A03G0064300	Chr6A	15850860	15855023	-	15852941	Chr6A	14608491	14612652	-	14610571	0.997	0.984
gene:TraesCS6A03G0064400	Chr6A	15863127	15863910	+	15863518	Chr6A	14620763	14621545	+	14621154	1.0	1.0
gene:TraesCS6A03G0064500	Chr6A	15866698	15868311	+	15867504	Chr6A	14624375	14625988	+	14625181	1.0	0.996
gene:TraesCS6A03G0065000	Chr6A	15959763	15961013	+	15960388	Chr6A	14721228	14722462	+	14721845	0.987	0.984
gene:TraesCS6A03G0065600	Chr6A	16201072	16204757	-	16202914	Chr6A	15139771	15143600	+	15141685	0.997	0.94
gene:TraesCS6A03G0067700	Chr6A	17077641	17081414	+	17079527	Chr6A	15412812	15416550	+	15414681	0.985	0.963
gene:TraesCS6A03G0067800	Chr6A	17084421	17087543	-	17085982	Chr6A	15446604	15449722	-	15448163	0.998	0.971
gene:TraesCS6A03G0067900	Chr6A	17094375	17097169	+	17095772	Chr6A	15546349	15548931	+	15547640	1.0	0.981
gene:TraesCS6A03G0068000	Chr6A	17098200	17103008	-	17100604	Chr6A	15553276	15559433	-	15556354	1.0	0.972
gene:TraesCS6A03G0068400	Chr6A	17131437	17133122	-	17132279	Chr6A	15526003	15527688	-	15526845	1.0	0.986
gene:TraesCS6A03G0068500	Chr6A	17180912	17183555	+	17182233	Chr6A	15591703	15594350	+	15593026	1.0	0.979
gene:TraesCS6A03G0068800	Chr6A	17216810	17224062	-	17220436	Chr6A	15629552	15637219	-	15633385	0.995	0.947
gene:TraesCS6A03G0069100	Chr6A	17287135	17288629	+	17287882	Chr6A	15693720	15695217	+	15694468	0.999	0.983
gene:TraesCS6A03G0070000	Chr6A	17345243	17346133	-	17345688	Chr6A	15719824	15720714	-	15720269	1.0	0.997
gene:TraesCS6A03G0070400	Chr6A	17366467	17367990	+	17367228	Chr6A	15754268	15755791	+	15755029	1.0	0.982
gene:TraesCS6A03G0070500	Chr6A	17372871	17374394	+	17373632	Chr6A	15760664	15762187	+	15761425	1.0	0.975
gene:TraesCS6A03G0070800	Chr6A	17385877	17387734	+	17386805	Chr6A	15773679	15775536	+	15774607	1.0	0.998
gene:TraesCS6A03G0070900	Chr6A	17394413	17396290	+	17395351	Chr6A	15782183	15784060	+	15783121	1.0	1.0
gene:TraesCS6A03G0071000	Chr6A	17403418	17405442	+	17404430	Chr6A	15791202	15793225	+	15792213	0.999	0.98
gene:TraesCS6A03G0071100	Chr6A	17418355	17420060	-	17419207	Chr6A	15806125	15807830	-	15806977	1.0	0.998
gene:TraesCS6A03G0071400	Chr6A	17465908	17466862	+	17466385	Chr6A	15853661	15854615	+	15854138	1.0	1.0
gene:TraesCS6A03G0071500	Chr6A	17500987	17503785	-	17502386	Chr6A	15888743	15891541	-	15890142	1.0	0.978
gene:TraesCS6A03G0071600	Chr6A	17505212	17505976	+	17505594	Chr6A	15892968	15893732	+	15893350	1.0	1.0
gene:TraesCS6A03G0071700	Chr6A	17509056	17510216	-	17509636	Chr6A	15896812	15897972	-	15897392	1.0	1.0
gene:TraesCS6A03G0071800	Chr6A	17527274	17531778	-	17529526	Chr6A	15915046	15919549	-	15917297	0.999	0.997
