gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity
gene:TraesCS3A03G0014600	Chr3A	7271218	7272481	-	7271849	Chr3A	4645562	4646814	-	4646188	1.0	0.982
gene:TraesCS3A03G0014700	Chr3A	7285296	7286069	-	7285682	Chr3A	4660969	4661742	-	4661355	1.0	0.981
gene:TraesCS3A03G0014800	Chr3A	7323919	7329828	+	7326873	Chr3A	4745123	4751054	+	4748088	0.998	0.987
gene:TraesCS3A03G0015200	Chr3A	7342556	7344335	-	7343445	Chr3A	4768862	4770643	-	4769752	1.0	0.996
gene:TraesCS3A03G0015300	Chr3A	7348215	7349429	-	7348822	Chr3A	4774774	4776015	-	4775394	0.995	0.951
gene:TraesCS3A03G0015600	Chr3A	7363585	7366969	+	7365277	Chr3A	4812441	4815838	+	4814139	1.0	0.981
gene:TraesCS3A03G0016000	Chr3A	7452849	7457127	-	7454988	Chr3A	4959087	4963436	-	4961261	0.992	0.946
gene:TraesCS3A03G0016300	Chr3A	7500062	7500565	-	7500313	Chr3A	4982102	4982605	-	4982353	1.0	0.998
gene:TraesCS3A03G0016400	Chr3A	7504661	7506864	-	7505762	Chr3A	4986739	4988963	-	4987851	0.99	0.936
gene:TraesCS3A03G0016800	Chr3A	7541942	7543943	-	7542942	Chr3A	5023657	5025676	-	5024666	0.998	0.972
gene:TraesCS3A03G0017200	Chr3A	7711376	7711747	+	7711561	Chr3A	5181522	5181893	+	5181707	1.0	0.991
gene:TraesCS3A03G0017400	Chr3A	7713418	7714814	+	7714116	Chr3A	5184379	5185751	+	5185065	0.969	0.949
gene:TraesCS3A03G0017500	Chr3A	7835763	7836658	+	7836210	Chr3A	5228257	5229174	+	5228715	0.978	0.925
gene:TraesCS3A03G0017800	Chr3A	7873298	7874889	+	7874093	Chr3A	5282344	5283935	+	5283139	1.0	0.991
gene:TraesCS3A03G0018000	Chr3A	7971289	7981899	-	7976594	Chr3A	5355348	5366867	-	5361107	0.996	0.968
gene:TraesCS3A03G0018100	Chr3A	8000243	8004061	+	8002152	Chr3A	5373338	5377166	+	5375252	1.0	0.989
gene:TraesCS3A03G0019100	Chr3A	8214105	8215239	+	8214672	Chr3A	5533640	5534777	+	5534208	0.999	0.961
gene:TraesCS3A03G0019200	Chr3A	8216747	8228758	-	8222752	Chr3A	5538348	5551701	-	5545024	0.999	0.982
gene:TraesCS3A03G0019300	Chr3A	8264742	8266092	-	8265417	Chr3A	5590764	5592113	-	5591438	1.0	0.997
gene:TraesCS3A03G0019400	Chr3A	8307059	8308734	+	8307896	Chr3A	5631569	5633244	+	5632406	1.0	1.0
gene:TraesCS3A03G0019500	Chr3A	8312029	8313781	+	8312905	Chr3A	5636228	5637980	+	5637104	1.0	1.0
gene:TraesCS3A03G0019700	Chr3A	8346895	8348759	+	8347827	Chr3A	5670946	5672810	+	5671878	1.0	1.0
gene:TraesCS3A03G0019800	Chr3A	8367335	8369021	-	8368178	Chr3A	5691337	5693023	-	5692180	1.0	1.0
gene:TraesCS3A03G0019900	Chr3A	8375625	8381694	-	8378659	Chr3A	5699621	5705691	-	5702656	1.0	1.0
gene:TraesCS3A03G0020000	Chr3A	8630226	8631203	+	8630714	Chr3A	5954218	5955195	+	5954706	1.0	0.997
gene:TraesCS3A03G0020300	Chr3A	8675885	8676581	+	8676233	Chr3A	5985161	5985857	+	5985509	1.0	1.0
gene:TraesCS3A03G0020900	Chr3A	8761108	8765593	+	8763350	Chr3A	6070149	6074634	+	6072391	1.0	1.0
gene:TraesCS3A03G0021100	Chr3A	8815764	8817443	-	8816603	Chr3A	6124807	6126483	-	6125645	0.998	0.997
gene:TraesCS3A03G0021300	Chr3A	8871318	8877341	-	8874329	Chr3A	6180302	6186325	-	6183313	1.0	1.0
gene:TraesCS3A03G0021400	Chr3A	8913508	8916672	+	8915090	Chr3A	6265597	6268761	+	6267179	1.0	1.0
gene:TraesCS3A03G0021500	Chr3A	8936932	8941473	+	8939202	Chr3A	6289033	6293576	+	6291304	0.998	0.998
gene:TraesCS3A03G0021700	Chr3A	8941709	8945367	-	8943538	Chr3A	6293812	6297470	-	6295641	1.0	1.0
gene:TraesCS3A03G0021900	Chr3A	8978050	8978574	-	8978312	Chr3A	6330114	6330638	-	6330376	1.0	1.0
gene:TraesCS3A03G0022000	Chr3A	8985209	8987799	-	8986504	Chr3A	6337275	6339865	-	6338570	1.0	0.998
gene:TraesCS3A03G0022200	Chr3A	9011498	9016641	+	9014069	Chr3A	6363567	6368703	+	6366135	1.0	0.992
gene:TraesCS3A03G0022400	Chr3A	9068031	9068433	+	9068232	Chr3A	6432634	6433036	+	6432835	1.0	1.0
gene:TraesCS3A03G0022600	Chr3A	9084051	9084863	+	9084457	Chr3A	6448654	6449466	+	6449060	1.0	1.0
gene:TraesCS3A03G0022900	Chr3A	9122196	9122766	+	9122481	Chr3A	6486793	6487363	+	6487078	1.0	1.0
gene:TraesCS3A03G0023000	Chr3A	9127412	9127948	+	9127680	Chr3A	6492010	6492546	+	6492278	1.0	1.0
gene:TraesCS3A03G0023200	Chr3A	9140921	9143315	-	9142118	Chr3A	6505495	6507889	-	6506692	1.0	0.999
gene:TraesCS3A03G0023300	Chr3A	9149932	9150266	+	9150099	Chr3A	6514506	6514840	+	6514673	1.0	1.0
gene:TraesCS3A03G0023400	Chr3A	9185907	9188079	+	9186993	Chr3A	6550473	6552655	+	6551564	1.0	0.984
gene:TraesCS3A03G0023600	Chr3A	9261431	9262046	+	9261738	Chr3A	6625975	6626580	+	6626277	1.0	0.983
gene:TraesCS3A03G0023700	Chr3A	9267065	9267926	+	9267495	Chr3A	6631599	6632460	+	6632029	1.0	1.0
gene:TraesCS3A03G0023900	Chr3A	9285037	9286005	+	9285521	Chr3A	6649571	6650539	+	6650055	1.0	1.0
gene:TraesCS3A03G0024200	Chr3A	9353587	9354501	-	9354044	Chr3A	6718090	6719004	-	6718547	1.0	1.0
gene:TraesCS3A03G0024300	Chr3A	9359102	9359684	+	9359393	Chr3A	6723647	6724229	+	6723938	1.0	1.0
gene:TraesCS3A03G0025100	Chr3A	9517378	9518223	+	9517800	Chr3A	6881611	6882456	+	6882033	1.0	1.0
gene:TraesCS3A03G0025300	Chr3A	9545280	9546050	+	9545665	Chr3A	6916537	6917307	+	6916922	1.0	1.0
gene:TraesCS3A03G0025400	Chr3A	9552904	9553640	+	9553272	Chr3A	6924150	6924886	+	6924518	1.0	1.0
gene:TraesCS3A03G0025600	Chr3A	9592895	9595184	+	9594039	Chr3A	6964123	6966412	+	6965267	1.0	1.0
gene:TraesCS3A03G0025700	Chr3A	9618194	9622397	-	9620295	Chr3A	6989410	6993603	-	6991506	1.0	0.999
gene:TraesCS3A03G0025800	Chr3A	9627814	9628797	+	9628305	Chr3A	6999847	7000830	+	7000338	1.0	1.0
gene:TraesCS3A03G0026000	Chr3A	9642965	9643977	-	9643471	Chr3A	7014993	7016005	-	7015499	1.0	1.0
gene:TraesCS3A03G0026100	Chr3A	9644666	9645634	+	9645150	Chr3A	7016694	7017662	+	7017178	1.0	0.998
gene:TraesCS3A03G0026200	Chr3A	9653139	9669786	-	9661462	Chr3A	7025164	7041813	-	7033488	1.0	1.0
gene:TraesCS3A03G0026400	Chr3A	9675840	9678026	-	9676933	Chr3A	7047867	7050053	-	7048960	1.0	0.999
gene:TraesCS3A03G0026600	Chr3A	9681672	9684244	-	9682958	Chr3A	7053699	7056271	-	7054985	1.0	1.0
gene:TraesCS3A03G0026500	Chr3A	9681056	9686935	+	9683995	Chr3A	7053083	7058962	+	7056022	1.0	0.999
gene:TraesCS3A03G0026700	Chr3A	9698618	9702084	+	9700351	Chr3A	7070652	7074100	+	7072376	1.0	1.0
gene:TraesCS3A03G0026800	Chr3A	9799271	9815425	-	9807348	Chr3A	7171246	7187369	-	7179307	1.0	1.0
gene:TraesCS3A03G0027000	Chr3A	9838666	9841851	-	9840258	Chr3A	7210602	7213787	-	7212194	1.0	1.0
gene:TraesCS3A03G0027100	Chr3A	9845757	9852029	-	9848893	Chr3A	7217695	7223967	-	7220831	1.0	1.0
gene:TraesCS3A03G0027300	Chr3A	9849094	9851236	+	9850165	Chr3A	7221032	7223174	+	7222103	1.0	0.999
gene:TraesCS3A03G0027400	Chr3A	9878532	9882948	-	9880740	Chr3A	7250922	7255358	-	7253140	1.0	1.0
gene:TraesCS3A03G0027500	Chr3A	9911389	9914507	-	9912948	Chr3A	7283663	7286781	-	7285222	1.0	0.999
gene:TraesCS3A03G0027600	Chr3A	9920569	9923925	+	9922247	Chr3A	7292840	7296196	+	7294518	1.0	1.0
gene:TraesCS3A03G0027800	Chr3A	9955886	9957529	+	9956707	Chr3A	7328165	7329808	+	7328986	1.0	0.998
gene:TraesCS3A03G0027900	Chr3A	9998888	9999945	+	9999416	Chr3A	7371160	7372217	+	7371688	1.0	1.0
gene:TraesCS3A03G0028000	Chr3A	10000200	10001623	+	10000911	Chr3A	7372472	7373901	+	7373186	1.0	1.0
gene:TraesCS3A03G0028100	Chr3A	10018154	10019155	+	10018654	Chr3A	7390441	7391442	+	7390941	1.0	0.997
gene:TraesCS3A03G0028300	Chr3A	10031730	10032560	+	10032145	Chr3A	7404020	7404850	+	7404435	1.0	0.998
gene:TraesCS3A03G0028800	Chr3A	10055001	10064947	-	10059974	Chr3A	7426227	7437667	-	7431947	1.0	0.996
gene:TraesCS3A03G0029000	Chr3A	10209232	10215296	+	10212264	Chr3A	7566983	7571911	+	7569447	0.966	0.96
gene:TraesCS3A03G0029200	Chr3A	10220045	10221046	+	10220545	Chr3A	7576664	7577665	+	7577164	1.0	0.983
gene:TraesCS3A03G0029300	Chr3A	10232174	10234897	+	10233535	Chr3A	7605333	7608059	+	7606696	0.999	0.989
gene:TraesCS3A03G0029500	Chr3A	10278955	10283756	+	10281355	Chr3A	7654304	7659106	+	7656705	1.0	0.985
gene:TraesCS3A03G0029700	Chr3A	10310419	10311840	+	10311129	Chr3A	7669768	7671189	+	7670478	0.999	0.962
gene:TraesCS3A03G0030200	Chr3A	10327162	10329201	-	10328181	Chr3A	7701528	7703579	-	7702553	1.0	0.975
gene:TraesCS3A03G0030500	Chr3A	10336408	10337433	+	10336920	Chr3A	7709570	7710595	+	7710082	1.0	0.991
gene:TraesCS3A03G0031000	Chr3A	10447941	10449839	+	10448890	Chr3A	7749387	7751285	+	7750336	1.0	0.993
gene:TraesCS3A03G0031100	Chr3A	10497436	10508467	+	10502951	Chr3A	7798814	7809485	+	7804149	1.0	0.987
gene:TraesCS3A03G0031400	Chr3A	10518095	10519252	+	10518673	Chr3A	7820477	7821634	+	7821055	1.0	0.992
gene:TraesCS3A03G0031600	Chr3A	10596607	10597776	-	10597191	Chr3A	8192678	8193847	-	8193262	1.0	0.985
gene:TraesCS3A03G0031900	Chr3A	10603343	10604659	+	10604001	Chr3A	8029163	8030477	+	8029820	0.998	0.989
gene:TraesCS3A03G0032000	Chr3A	10629481	10630653	-	10630067	Chr3A	8022345	8023499	-	8022922	0.984	0.967
gene:TraesCS3A03G0032200	Chr3A	10652173	10652544	-	10652358	Chr3A	7718877	7719248	+	7719062	1.0	0.924
gene:TraesCS3A03G0033800	Chr3A	11032664	11036369	-	11034516	Chr3A	8657713	8661418	-	8659565	1.0	0.989
gene:TraesCS3A03G0034400	Chr3A	11101739	11106118	-	11103928	Chr3A	8345982	8350362	-	8348172	1.0	0.994
gene:TraesCS3A03G0034500	Chr3A	11104958	11107846	+	11106402	Chr3A	8349202	8352069	+	8350635	0.988	0.983
gene:TraesCS3A03G0034800	Chr3A	11173580	11178498	-	11176039	Chr3A	8377928	8382822	-	8380375	1.0	0.968
gene:TraesCS3A03G0036800	Chr3A	11529909	11532065	+	11530987	Chr3A	8456857	8458996	+	8457926	0.966	0.902
gene:TraesCS3A03G0036900	Chr3A	11558550	11561205	-	11559877	Chr3A	8692611	8695353	-	8693982	1.0	0.987
gene:TraesCS3A03G0037900	Chr3A	11637047	11638926	-	11637986	Chr3A	8725543	8727426	-	8726484	1.0	0.993
gene:TraesCS3A03G0038300	Chr3A	11651428	11652730	+	11652079	Chr3A	8731287	8732590	+	8731938	1.0	0.995
gene:TraesCS3A03G0038600	Chr3A	11707954	11710150	+	11709052	Chr3A	8806452	8808641	+	8807546	1.0	0.992
gene:TraesCS3A03G0039000	Chr3A	11781834	11782499	+	11782166	Chr3A	8888337	8888986	-	8888661	0.948	0.906
gene:TraesCS3A03G0039200	Chr3A	11783112	11783333	-	11783222	Chr3A	8887173	8887394	+	8887283	1.0	0.99
gene:TraesCS3A03G0039100	Chr3A	11783112	11783333	-	11783222	Chr3A	8887173	8887394	+	8887283	1.0	0.99
gene:TraesCS3A03G0039500	Chr3A	11852630	11855047	-	11853838	Chr3A	8931681	8934097	-	8932889	1.0	0.993
gene:TraesCS3A03G0039800	Chr3A	11932308	11936854	+	11934581	Chr3A	9005097	9009653	+	9007375	1.0	0.996
gene:TraesCS3A03G0040200	Chr3A	11953618	11959397	-	11956507	Chr3A	9035984	9041761	-	9038872	0.998	0.973
gene:TraesCS3A03G0040400	Chr3A	11984456	11986835	-	11985645	Chr3A	9058050	9060459	-	9059254	0.993	0.972
gene:TraesCS3A03G0040500	Chr3A	12010768	12012573	-	12011670	Chr3A	9084336	9086146	-	9085241	0.995	0.983
gene:TraesCS3A03G0040800	Chr3A	12045365	12046453	-	12045909	Chr3A	9115377	9116465	-	9115921	1.0	0.988
gene:TraesCS3A03G0040900	Chr3A	12054644	12056101	-	12055372	Chr3A	9132552	9134003	-	9133277	0.992	0.967
gene:TraesCS3A03G0041000	Chr3A	12064500	12068200	-	12066350	Chr3A	9142935	9146623	-	9144779	0.997	0.979
gene:TraesCS3A03G0041100	Chr3A	12071349	12072083	+	12071716	Chr3A	9150181	9150915	+	9150548	1.0	0.998
gene:TraesCS3A03G0041200	Chr3A	12075943	12077447	-	12076695	Chr3A	9154813	9156317	-	9155565	1.0	0.999
gene:TraesCS3A03G0041400	Chr3A	12093260	12094336	+	12093798	Chr3A	9166978	9168057	+	9167517	1.0	0.984
gene:TraesCS3A03G0041700	Chr3A	12110477	12114187	+	12112332	Chr3A	9179771	9183515	+	9181643	0.987	0.981
gene:TraesCS3A03G0041900	Chr3A	12118672	12120490	-	12119581	Chr3A	9187940	9189764	-	9188852	0.998	0.981
gene:TraesCS3A03G0042100	Chr3A	12128508	12130477	-	12129492	Chr3A	9197812	9199781	-	9198796	1.0	0.998
gene:TraesCS3A03G0042200	Chr3A	12200162	12201941	-	12201051	Chr3A	9279513	9281292	-	9280402	1.0	0.998
gene:TraesCS3A03G0042300	Chr3A	12209794	12211502	-	12210648	Chr3A	9289146	9290854	-	9290000	1.0	1.0
gene:TraesCS3A03G0042400	Chr3A	12287908	12288978	-	12288443	Chr3A	9367371	9368441	-	9367906	1.0	1.0
gene:TraesCS3A03G0042700	Chr3A	12352050	12353034	-	12352542	Chr3A	9422437	9423409	-	9422923	0.986	0.968
gene:TraesCS3A03G0042800	Chr3A	12356143	12357072	+	12356607	Chr3A	9426518	9427421	+	9426969	0.958	0.958
gene:TraesCS3A03G0042900	Chr3A	12358498	12359728	-	12359113	Chr3A	9428844	9430074	-	9429459	1.0	1.0
gene:TraesCS3A03G0043100	Chr3A	12411156	12412208	-	12411682	Chr3A	9481511	9482563	-	9482037	1.0	1.0
gene:TraesCS3A03G0043200	Chr3A	12415290	12425054	+	12420172	Chr3A	9485645	9495452	+	9490548	1.0	0.996
gene:TraesCS3A03G0043300	Chr3A	12436248	12436726	+	12436487	Chr3A	9506645	9507123	+	9506884	1.0	1.0
gene:TraesCS3A03G0043500	Chr3A	12499756	12505087	+	12502421	Chr3A	9568599	9573930	+	9571264	1.0	1.0
gene:TraesCS3A03G0043600	Chr3A	12557004	12564531	+	12560767	Chr3A	9625812	9633339	+	9629575	1.0	0.995
gene:TraesCS3A03G0043700	Chr3A	12591873	12593468	+	12592670	Chr3A	9660681	9662263	+	9661472	1.0	0.997
gene:TraesCS3A03G0043800	Chr3A	12619607	12622553	+	12621080	Chr3A	9714840	9717773	+	9716306	0.998	0.995
gene:TraesCS3A03G0044200	Chr3A	12659773	12663256	+	12661514	Chr3A	9752445	9755926	+	9754185	1.0	0.998
gene:TraesCS3A03G0044400	Chr3A	12671499	12671969	-	12671734	Chr3A	9764155	9764625	-	9764390	1.0	0.989
gene:TraesCS3A03G0044500	Chr3A	12674962	12675767	-	12675364	Chr3A	9767628	9768433	-	9768030	1.0	0.998
gene:TraesCS3A03G0044600	Chr3A	12691263	12693861	+	12692562	Chr3A	9784010	9786684	+	9785347	1.0	0.99
gene:TraesCS3A03G0045600	Chr3A	12953875	12962009	+	12957942	Chr3A	9905522	9913859	+	9909690	0.999	0.995
gene:TraesCS3A03G0046100	Chr3A	12989383	12993109	-	12991246	Chr3A	9943138	9946891	-	9945014	1.0	0.99
gene:TraesCS3A03G0046400	Chr3A	13013432	13018739	-	13016085	Chr3A	9983185	9987874	-	9985529	0.978	0.971
gene:TraesCS3A03G0046500	Chr3A	13029932	13033027	-	13031479	Chr3A	9999065	10002198	-	10000631	1.0	0.959
gene:TraesCS3A03G0046600	Chr3A	13037615	13043061	-	13040338	Chr3A	10008546	10013620	-	10011083	1.0	0.996
gene:TraesCS3A03G0046700	Chr3A	13046469	13049752	-	13048110	Chr3A	10016934	10020215	-	10018574	1.0	0.997
gene:TraesCS3A03G0046900	Chr3A	13134758	13138473	+	13136615	Chr3A	10108173	10111899	+	10110036	0.992	0.978
gene:TraesCS3A03G0047000	Chr3A	13146068	13157472	+	13151770	Chr3A	10119622	10130999	+	10125310	1.0	0.994
gene:TraesCS3A03G0047400	Chr3A	13173460	13176299	+	13174879	Chr3A	10146471	10149311	+	10147891	1.0	0.996
gene:TraesCS3A03G0047600	Chr3A	13180225	13184245	+	13182235	Chr3A	10153496	10157496	+	10155496	0.985	0.981
gene:TraesCS3A03G0047800	Chr3A	13200215	13207654	+	13203934	Chr3A	10204241	10211657	+	10207949	0.997	0.99
gene:TraesCS3A03G0047900	Chr3A	13209629	13211419	-	13210524	Chr3A	10213757	10215547	-	10214652	1.0	1.0
gene:TraesCS3A03G0048000	Chr3A	13212111	13220429	-	13216270	Chr3A	10216238	10224344	-	10220291	1.0	0.995
gene:TraesCS3A03G0048300	Chr3A	13251152	13252309	+	13251730	Chr3A	10254816	10255973	+	10255394	1.0	0.997
gene:TraesCS3A03G0048400	Chr3A	13253472	13254910	+	13254191	Chr3A	10256847	10258285	+	10257566	1.0	0.999
gene:TraesCS3A03G0048500	Chr3A	13256000	13259537	-	13257768	Chr3A	10259375	10262911	-	10261143	0.999	0.997
gene:TraesCS3A03G0048600	Chr3A	13262335	13263785	-	13263060	Chr3A	10265708	10267158	-	10266433	1.0	1.0
gene:TraesCS3A03G0048700	Chr3A	13266374	13267826	-	13267100	Chr3A	10269744	10271196	-	10270470	1.0	0.996
gene:TraesCS3A03G0049400	Chr3A	13364456	13367172	+	13365814	Chr3A	10364937	10367649	+	10366293	1.0	0.988
gene:TraesCS3A03G0049500	Chr3A	13374582	13377547	+	13376064	Chr3A	10374845	10377810	+	10376327	1.0	1.0
gene:TraesCS3A03G0049600	Chr3A	13420057	13420751	-	13420404	Chr3A	10420096	10420790	-	10420443	1.0	1.0
gene:TraesCS3A03G0050200	Chr3A	13510570	13511960	-	13511265	Chr3A	10509640	10511030	-	10510335	1.0	1.0
gene:TraesCS3A03G0050400	Chr3A	13530408	13531190	-	13530799	Chr3A	10529291	10530073	-	10529682	1.0	0.959
gene:TraesCS3A03G0050600	Chr3A	13539918	13540966	+	13540442	Chr3A	10538837	10539885	+	10539361	1.0	1.0
gene:TraesCS3A03G0050700	Chr3A	13551825	13552727	-	13552276	Chr3A	10550745	10551647	-	10551196	1.0	1.0
gene:TraesCS3A03G0051000	Chr3A	13581053	13583594	-	13582323	Chr3A	10579435	10581976	-	10580705	1.0	1.0
gene:TraesCS3A03G0051100	Chr3A	13585785	13587462	+	13586623	Chr3A	10584167	10585844	+	10585005	1.0	1.0
gene:TraesCS3A03G0051200	Chr3A	13588891	13590341	-	13589616	Chr3A	10587273	10588723	-	10587998	1.0	1.0
gene:TraesCS3A03G0051400	Chr3A	13799143	13807136	-	13803139	Chr3A	10738782	10746775	-	10742778	1.0	0.996
gene:TraesCS3A03G0051500	Chr3A	13812171	13813047	+	13812609	Chr3A	10751734	10752610	+	10752172	1.0	1.0
gene:TraesCS3A03G0051600	Chr3A	13817015	13820570	+	13818792	Chr3A	10756578	10760133	+	10758355	1.0	1.0
gene:TraesCS3A03G0051700	Chr3A	13820553	13824040	-	13822296	Chr3A	10760116	10763603	-	10761859	1.0	1.0
gene:TraesCS3A03G0051800	Chr3A	13837749	13840017	-	13838883	Chr3A	10777090	10779354	-	10778222	1.0	1.0
gene:TraesCS3A03G0052000	Chr3A	13857289	13862785	-	13860037	Chr3A	10833396	10838883	-	10836139	0.996	0.993
gene:TraesCS3A03G0052200	Chr3A	14040952	14041692	-	14041322	Chr3A	11017417	11018158	-	11017787	1.0	0.988
gene:TraesCS3A03G0052300	Chr3A	14120231	14120695	+	14120463	Chr3A	11088142	11088606	+	11088374	1.0	0.997
gene:TraesCS3A03G0052500	Chr3A	14131902	14132951	-	14132426	Chr3A	11099771	11100820	-	11100295	1.0	0.992
gene:TraesCS3A03G0052600	Chr3A	14134546	14135307	+	14134926	Chr3A	11102715	11103476	+	11103095	1.0	0.996
gene:TraesCS3A03G0053000	Chr3A	14200366	14205844	-	14203105	Chr3A	11172107	11177589	-	11174848	0.998	0.989
gene:TraesCS3A03G0053100	Chr3A	14208436	14211617	+	14210026	Chr3A	11180096	11183277	+	11181686	1.0	0.999
gene:TraesCS3A03G0053400	Chr3A	14338574	14342114	+	14340344	Chr3A	11229291	11232832	+	11231061	1.0	0.99
gene:TraesCS3A03G0053500	Chr3A	14344155	14345109	-	14344632	Chr3A	11234978	11235923	-	11235450	0.985	0.969
gene:TraesCS3A03G0053600	Chr3A	14345254	14349480	-	14347367	Chr3A	11236068	11240195	-	11238131	0.962	0.939
gene:TraesCS3A03G0054300	Chr3A	14498314	14498850	+	14498582	Chr3A	11319179	11319715	-	11319447	1.0	0.979
gene:TraesCS3A03G0055600	Chr3A	15142521	15146395	+	15144458	Chr3A	11508744	11512710	+	11510727	0.999	0.978
gene:TraesCS3A03G0055800	Chr3A	15151106	15153176	-	15152141	Chr3A	11517188	11519410	-	11518299	1.0	0.986
gene:TraesCS3A03G0056100	Chr3A	15218565	15225143	-	15221854	Chr3A	11596045	11602617	-	11599331	0.995	0.99
gene:TraesCS3A03G0056300	Chr3A	15367716	15369852	+	15368784	Chr3A	11689917	11692052	+	11690984	1.0	0.992
gene:TraesCS3A03G0056400	Chr3A	15374271	15377592	+	15375931	Chr3A	11698099	11701408	+	11699753	1.0	0.992
gene:TraesCS3A03G0056500	Chr3A	15379118	15382109	+	15380613	Chr3A	11702934	11705930	+	11704432	1.0	0.995
gene:TraesCS3A03G0056600	Chr3A	15382541	15385525	-	15384033	Chr3A	11706361	11709344	-	11707852	1.0	0.992
gene:TraesCS3A03G0056900	Chr3A	15581362	15586956	+	15584159	Chr3A	11885135	11890718	+	11887926	0.996	0.993
gene:TraesCS3A03G0057100	Chr3A	15593584	15595385	+	15594484	Chr3A	11897362	11899165	+	11898263	1.0	0.985
gene:TraesCS3A03G0057400	Chr3A	15608635	15609777	+	15609206	Chr3A	11907302	11908444	+	11907873	1.0	0.987
gene:TraesCS3A03G0057600	Chr3A	15636769	15637577	+	15637173	Chr3A	11950066	11950874	+	11950470	1.0	0.995
