gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS1A03G0013200	Chr1A	3453009	3471508	+	3462258	Chr1A	2206504	2224995	+	2215749	1.0	0.993	collinear
gene:TraesCS1A03G0013400	Chr1A	3543536	3549092	-	3546314	Chr1A	2296970	2302511	-	2299740	1.0	0.995	collinear
gene:TraesCS1A03G0013600	Chr1A	3563033	3568128	-	3565580	Chr1A	2316453	2321548	-	2319000	1.0	1.0	collinear
gene:TraesCS1A03G0013800	Chr1A	3736743	3743503	-	3740123	Chr1A	2489187	2495943	-	2492565	1.0	0.998	collinear
gene:TraesCS1A03G0013900	Chr1A	3747551	3750600	+	3749075	Chr1A	2499990	2503039	+	2501514	1.0	0.998	collinear
gene:TraesCS1A03G0014300	Chr1A	3927688	3931188	+	3929438	Chr1A	2586170	2589668	+	2587919	0.998	0.996	collinear
gene:TraesCS1A03G0014400	Chr1A	3927688	3931514	+	3929601	Chr1A	2586170	2589994	+	2588082	0.999	0.996	collinear
gene:TraesCS1A03G0014500	Chr1A	3935056	3938039	+	3936547	Chr1A	2593536	2596520	+	2595028	1.0	0.999	collinear
gene:TraesCS1A03G0014600	Chr1A	3968199	3969779	+	3968989	Chr1A	2627419	2628999	+	2628209	1.0	0.996	collinear
gene:TraesCS1A03G0014800	Chr1A	3971915	3974133	-	3973024	Chr1A	2631135	2633353	-	2632244	1.0	1.0	collinear
gene:TraesCS1A03G0014900	Chr1A	3975641	3979278	+	3977459	Chr1A	2634861	2638492	+	2636676	1.0	0.979	collinear
gene:TraesCS1A03G0015600	Chr1A	4110192	4111500	+	4110846	Chr1A	2784098	2785394	+	2784746	0.99	0.974	collinear
gene:TraesCS1A03G0015700	Chr1A	4112376	4115274	-	4113825	Chr1A	2786270	2789186	-	2787728	0.992	0.967	collinear
gene:TraesCS1A03G0016000	Chr1A	4248617	4255576	-	4252096	Chr1A	2897534	2905506	-	2901520	0.941	0.933	collinear
gene:TraesCS1A03G0016200	Chr1A	4370836	4376697	+	4373766	Chr1A	3052756	3058837	+	3055796	0.992	0.978	collinear
gene:TraesCS1A03G0016300	Chr1A	4379285	4384806	-	4382045	Chr1A	3061424	3066933	-	3064178	1.0	0.997	collinear
gene:TraesCS1A03G0016400	Chr1A	4439929	4443198	+	4441563	Chr1A	3114263	3117534	+	3115898	1.0	0.998	collinear
gene:TraesCS1A03G0016500	Chr1A	4444852	4447770	-	4446311	Chr1A	3119186	3122104	-	3120645	1.0	0.99	collinear
gene:TraesCS1A03G0016700	Chr1A	4455552	4458579	-	4457065	Chr1A	3129882	3132914	-	3131398	1.0	0.984	collinear
gene:TraesCS1A03G0017100	Chr1A	4481219	4484678	-	4482948	Chr1A	3155567	3159026	-	3157296	0.998	0.973	collinear
gene:TraesCS1A03G0017200	Chr1A	4493001	4496793	-	4494897	Chr1A	3167369	3171157	-	3169263	0.998	0.985	collinear
gene:TraesCS1A03G0017400	Chr1A	4524156	4525613	-	4524884	Chr1A	3198456	3199913	-	3199184	1.0	0.995	collinear
gene:TraesCS1A03G0017500	Chr1A	4570594	4574086	-	4572340	Chr1A	3244763	3248255	-	3246509	1.0	1.0	collinear
gene:TraesCS1A03G0017700	Chr1A	4605426	4609380	-	4607403	Chr1A	3279569	3283523	-	3281546	1.0	0.998	collinear
gene:TraesCS1A03G0018400	Chr1A	4643782	4647658	-	4645720	Chr1A	3317634	3321510	-	3319572	1.0	0.995	collinear
gene:TraesCS1A03G0019200	Chr1A	4764892	4765791	+	4765341	Chr1A	3351943	3352881	+	3352412	1.0	0.958	collinear
gene:TraesCS1A03G0019300	Chr1A	4783488	4784380	+	4783934	Chr1A	3370651	3371543	+	3371097	1.0	0.989	collinear
gene:TraesCS1A03G0019600	Chr1A	4833835	4834480	-	4834157	Chr1A	3425435	3426062	-	3425748	0.972	0.969	collinear
gene:TraesCS1A03G0019800	Chr1A	4897332	4898204	+	4897768	Chr1A	3507097	3507940	+	3507518	0.965	0.955	collinear
gene:TraesCS1A03G0020400	Chr1A	5018187	5019044	+	5018615	Chr1A	3606656	3607513	+	3607084	1.0	0.996	collinear
gene:TraesCS1A03G0020500	Chr1A	5026172	5027029	+	5026600	Chr1A	3614378	3615237	+	3614807	0.997	0.974	collinear
gene:TraesCS1A03G0020600	Chr1A	5030561	5033532	+	5032046	Chr1A	3618673	3621643	+	3620158	1.0	0.998	collinear
gene:TraesCS1A03G0020700	Chr1A	5032814	5033138	-	5032976	Chr1A	3620925	3621249	-	3621087	1.0	1.0	collinear
gene:TraesCS1A03G0020800	Chr1A	5038069	5038671	+	5038370	Chr1A	3626182	3626784	+	3626483	1.0	1.0	collinear
gene:TraesCS1A03G0020900	Chr1A	5039590	5039808	+	5039699	Chr1A	3627697	3627915	+	3627806	1.0	0.986	collinear
gene:TraesCS1A03G0021200	Chr1A	5048045	5048254	+	5048149	Chr1A	3635834	3636043	+	3635938	1.0	0.995	collinear
gene:TraesCS1A03G0021300	Chr1A	5080241	5080916	+	5080578	Chr1A	3666799	3667462	+	3667130	0.982	0.952	collinear
gene:TraesCS1A03G0021500	Chr1A	5185968	5186757	-	5186362	Chr1A	3971052	3971847	-	3971449	1.0	0.961	collinear
gene:TraesCS1A03G0022300	Chr1A	5597980	5603264	+	5600622	Chr1A	4453334	4458618	+	4455976	1.0	0.997	collinear
gene:TraesCS1A03G0023500	Chr1A	5849114	5850676	+	5849895	Chr1A	4622747	4624252	+	4623499	0.958	0.945	collinear
gene:TraesCS1A03G0023800	Chr1A	6068357	6073773	-	6071065	Chr1A	4788410	4793828	-	4791119	1.0	0.994	collinear
gene:TraesCS1A03G0023900	Chr1A	6173623	6173880	+	6173751	Chr1A	4896294	4896551	+	4896422	1.0	0.996	collinear
gene:TraesCS1A03G0024300	Chr1A	6273767	6275702	+	6274734	Chr1A	5245941	5247976	+	5246958	1.0	0.989	collinear
gene:TraesCS1A03G0024500	Chr1A	6665657	6669742	+	6667699	Chr1A	5382476	5386564	+	5384520	1.0	0.995	collinear
gene:TraesCS1A03G0024600	Chr1A	6671158	6674613	+	6672885	Chr1A	5387987	5391442	+	5389714	0.968	0.912	collinear
gene:TraesCS1A03G0027300	Chr1A	7411483	7411740	-	7411611	Chr1A	4863391	4863648	+	4863519	1.0	0.91	collinear
gene:TraesCS1A03G0027900	Chr1A	7609720	7611140	-	7610430	Chr1A	6286868	6288222	-	6287545	0.953	0.952	collinear
gene:TraesCS1A03G0028000	Chr1A	7625934	7626749	-	7626341	Chr1A	6302210	6303025	-	6302617	1.0	1.0	collinear
gene:TraesCS1A03G0028200	Chr1A	7685526	7687743	-	7686634	Chr1A	6360139	6362356	-	6361247	1.0	1.0	collinear
gene:TraesCS1A03G0028300	Chr1A	7705071	7705988	+	7705529	Chr1A	6380407	6381321	+	6380864	0.996	0.996	collinear
gene:TraesCS1A03G0028500	Chr1A	7877764	7878655	+	7878209	Chr1A	6471373	6472264	+	6471818	1.0	1.0	collinear
gene:TraesCS1A03G0028600	Chr1A	7882106	7883939	+	7883022	Chr1A	6475463	6477296	+	6476379	1.0	1.0	collinear
gene:TraesCS1A03G0028700	Chr1A	7885355	7892368	-	7888861	Chr1A	6478712	6485263	-	6481987	1.0	0.995	collinear
gene:TraesCS1A03G0029000	Chr1A	7970519	7971449	-	7970984	Chr1A	6561335	6562265	-	6561800	1.0	1.0	collinear
gene:TraesCS1A03G0029300	Chr1A	8076711	8080232	-	8078471	Chr1A	6666270	6669791	-	6668030	1.0	1.0	collinear
gene:TraesCS1A03G0029500	Chr1A	8082307	8082522	-	8082414	Chr1A	6671188	6671403	-	6671295	1.0	1.0	collinear
gene:TraesCS1A03G0029600	Chr1A	8089436	8089945	-	8089690	Chr1A	6678318	6678827	-	6678572	1.0	1.0	collinear
gene:TraesCS1A03G0029700	Chr1A	8104538	8109509	+	8107023	Chr1A	6696267	6700944	+	6698605	1.0	0.962	collinear
gene:TraesCS1A03G0029800	Chr1A	8233277	8236766	-	8235021	Chr1A	6865544	6869033	-	6867288	1.0	1.0	collinear
gene:TraesCS1A03G0029900	Chr1A	8249137	8252647	-	8250892	Chr1A	6881162	6884678	-	6882920	1.0	0.988	collinear
gene:TraesCS1A03G0030000	Chr1A	8263670	8265615	-	8264642	Chr1A	6895468	6897413	-	6896440	0.998	0.983	collinear
gene:TraesCS1A03G0031000	Chr1A	8448758	8449502	-	8449130	Chr1A	7074787	7075531	-	7075159	1.0	1.0	collinear
gene:TraesCS1A03G0031200	Chr1A	8456694	8457124	-	8456909	Chr1A	7082705	7083135	-	7082920	1.0	0.983	collinear
gene:TraesCS1A03G0031300	Chr1A	8457959	8463291	-	8460625	Chr1A	7083969	7089303	-	7086636	1.0	0.987	collinear
gene:TraesCS1A03G0031500	Chr1A	8526026	8532786	+	8529406	Chr1A	7152003	7158763	+	7155383	1.0	0.997	collinear
gene:TraesCS1A03G0031600	Chr1A	8533323	8534333	+	8533828	Chr1A	7159300	7160310	+	7159805	1.0	1.0	collinear
gene:TraesCS1A03G0031900	Chr1A	8575612	8576836	-	8576224	Chr1A	7192870	7194094	-	7193482	1.0	0.997	collinear
gene:TraesCS1A03G0032000	Chr1A	8616326	8617328	+	8616827	Chr1A	7216317	7217319	+	7216818	1.0	0.995	collinear
gene:TraesCS1A03G0032100	Chr1A	8618386	8621059	+	8619722	Chr1A	7218417	7221174	+	7219795	1.0	0.995	collinear
gene:TraesCS1A03G0032200	Chr1A	8623361	8635717	+	8629539	Chr1A	7223626	7238020	+	7230823	0.999	0.996	collinear
gene:TraesCS1A03G0032400	Chr1A	8652783	8653352	+	8653067	Chr1A	7256841	7257410	+	7257125	1.0	1.0	collinear
gene:TraesCS1A03G0032500	Chr1A	8656184	8666852	+	8661518	Chr1A	7260243	7270911	+	7265577	1.0	1.0	collinear
gene:TraesCS1A03G0033100	Chr1A	8862666	8862860	-	8862763	Chr1A	7459302	7459496	-	7459399	1.0	1.0	collinear
gene:TraesCS1A03G0033200	Chr1A	8866181	8866776	-	8866478	Chr1A	7462817	7463412	-	7463114	1.0	1.0	collinear
gene:TraesCS1A03G0033300	Chr1A	8875965	8876255	+	8876110	Chr1A	7472557	7472847	+	7472702	1.0	1.0	collinear
gene:TraesCS1A03G0033600	Chr1A	8981643	8982502	+	8982072	Chr1A	7586190	7587049	+	7586619	1.0	1.0	collinear
gene:TraesCS1A03G0033800	Chr1A	8990493	8993152	-	8991822	Chr1A	7595043	7597702	-	7596372	1.0	1.0	collinear
gene:TraesCS1A03G0033900	Chr1A	8996174	9008804	-	9002489	Chr1A	7600724	7613349	-	7607036	1.0	0.985	collinear
gene:TraesCS1A03G0034000	Chr1A	9014494	9016070	-	9015282	Chr1A	7619038	7620614	-	7619826	1.0	1.0	collinear
gene:TraesCS1A03G0034100	Chr1A	9023921	9024508	-	9024214	Chr1A	7628356	7628943	-	7628649	1.0	0.979	collinear
gene:TraesCS1A03G0034200	Chr1A	9036098	9036996	-	9036547	Chr1A	7640239	7641137	-	7640688	1.0	1.0	collinear
gene:TraesCS1A03G0034400	Chr1A	9115955	9117195	-	9116575	Chr1A	7719478	7720718	-	7720098	1.0	1.0	collinear
gene:TraesCS1A03G0034600	Chr1A	9149837	9152212	+	9151024	Chr1A	7752791	7755166	+	7753978	1.0	1.0	collinear
gene:TraesCS1A03G0034700	Chr1A	9169077	9169745	+	9169411	Chr1A	7773944	7774612	+	7774278	1.0	1.0	collinear
gene:TraesCS1A03G0034800	Chr1A	9173491	9176022	+	9174756	Chr1A	7778358	7780889	+	7779623	1.0	0.981	collinear
gene:TraesCS1A03G0035100	Chr1A	9295766	9296089	+	9295927	Chr1A	7899409	7899732	+	7899570	1.0	0.987	collinear
gene:TraesCS1A03G0035200	Chr1A	9301181	9301960	+	9301570	Chr1A	7904824	7905603	+	7905213	1.0	1.0	collinear
gene:TraesCS1A03G0036100	Chr1A	9480719	9483259	-	9481989	Chr1A	8097102	8099642	-	8098372	1.0	1.0	collinear
gene:TraesCS1A03G0036200	Chr1A	9496105	9498615	-	9497360	Chr1A	8112065	8114575	-	8113320	1.0	0.999	collinear
gene:TraesCS1A03G0036900	Chr1A	9577016	9578170	-	9577593	Chr1A	8190019	8191173	-	8190596	1.0	1.0	collinear
gene:TraesCS1A03G0037000	Chr1A	9578228	9583585	-	9580906	Chr1A	8191231	8196596	-	8193913	0.999	0.994	collinear
gene:TraesCS1A03G0037100	Chr1A	9585976	9590029	+	9588002	Chr1A	8198987	8203040	+	8201013	1.0	1.0	collinear
gene:TraesCS1A03G0037200	Chr1A	9598810	9600750	+	9599780	Chr1A	8213580	8215539	+	8214559	1.0	0.989	collinear
gene:TraesCS1A03G0037300	Chr1A	9602925	9605100	-	9604012	Chr1A	8217714	8219889	-	8218801	1.0	0.999	collinear
gene:TraesCS1A03G0037500	Chr1A	9630108	9631642	-	9630875	Chr1A	8244345	8245879	-	8245112	1.0	1.0	collinear
gene:TraesCS1A03G0037600	Chr1A	9634267	9636102	+	9635184	Chr1A	8248504	8250339	+	8249421	1.0	1.0	collinear
gene:TraesCS1A03G0037700	Chr1A	9650321	9652002	+	9651161	Chr1A	8264552	8266233	+	8265392	1.0	1.0	collinear
gene:TraesCS1A03G0037800	Chr1A	9659454	9661345	+	9660399	Chr1A	8273692	8275583	+	8274637	1.0	0.997	collinear
gene:TraesCS1A03G0037900	Chr1A	9664474	9668558	+	9666516	Chr1A	8278712	8282793	+	8280752	0.999	0.992	collinear
gene:TraesCS1A03G0038100	Chr1A	9670581	9673361	+	9671971	Chr1A	8284816	8287596	+	8286206	1.0	1.0	collinear
gene:TraesCS1A03G0038300	Chr1A	9680666	9683489	+	9682077	Chr1A	8294901	8297722	+	8296311	0.999	0.984	collinear
gene:TraesCS1A03G0038700	Chr1A	9949251	9953276	-	9951263	Chr1A	8509366	8513391	-	8511378	1.0	0.999	collinear
gene:TraesCS1A03G0038800	Chr1A	9965439	9971270	-	9968354	Chr1A	8525553	8531384	-	8528468	1.0	0.998	collinear
gene:TraesCS1A03G0038900	Chr1A	10001491	10006436	+	10003963	Chr1A	8561617	8566562	+	8564089	1.0	0.999	collinear
gene:TraesCS1A03G0039100	Chr1A	10051524	10055292	-	10053408	Chr1A	8731271	8735037	-	8733154	0.994	0.972	collinear
gene:TraesCS1A03G0039300	Chr1A	10424358	10427431	+	10425894	Chr1A	8841390	8844464	+	8842927	1.0	0.977	collinear
gene:TraesCS1A03G0039400	Chr1A	10437621	10438698	-	10438159	Chr1A	8847646	8848721	-	8848183	0.992	0.955	collinear
gene:TraesCS1A03G0039500	Chr1A	10439448	10445246	-	10442347	Chr1A	8849474	8855585	-	8852529	0.997	0.96	collinear
gene:TraesCS1A03G0039700	Chr1A	10460531	10460698	+	10460614	Chr1A	8873688	8873855	+	8873771	1.0	0.988	collinear
gene:TraesCS1A03G0039800	Chr1A	10461606	10464101	-	10462853	Chr1A	8874730	8877257	-	8875993	0.997	0.924	collinear
gene:TraesCS1A03G0040000	Chr1A	10490914	10491929	+	10491421	Chr1A	8934655	8935676	+	8935165	0.995	0.915	collinear
gene:TraesCS1A03G0040800	Chr1A	10589661	10591464	-	10590562	Chr1A	8957953	8959756	-	8958854	1.0	0.997	collinear
gene:TraesCS1A03G0040900	Chr1A	10602571	10606265	-	10604418	Chr1A	8967026	8970712	-	8968869	0.999	0.986	collinear
gene:TraesCS1A03G0041800	Chr1A	10710567	10713989	+	10712278	Chr1A	9042718	9046148	+	9044433	1.0	0.989	collinear
gene:TraesCS1A03G0042200	Chr1A	10739686	10745366	-	10742526	Chr1A	9077460	9080129	-	9078794	0.996	0.978	collinear
gene:TraesCS1A03G0043400	Chr1A	10942115	10945096	-	10943605	Chr1A	9327014	9329931	-	9328472	0.976	0.959	collinear
gene:TraesCS1A03G0043500	Chr1A	10949253	10953370	-	10951311	Chr1A	9334087	9338327	-	9336207	1.0	0.988	collinear
gene:TraesCS1A03G0043600	Chr1A	10956205	10959149	-	10957677	Chr1A	9341160	9344108	-	9342634	1.0	0.988	collinear
gene:TraesCS1A03G0043800	Chr1A	10967522	10970432	-	10968977	Chr1A	9352481	9355271	-	9353876	1.0	0.999	collinear
gene:TraesCS1A03G0044000	Chr1A	11011915	11014621	-	11013268	Chr1A	9395641	9398351	-	9396996	1.0	1.0	collinear
gene:TraesCS1A03G0044200	Chr1A	11033138	11034392	+	11033765	Chr1A	9416814	9418053	+	9417433	1.0	0.989	collinear
gene:TraesCS1A03G0044800	Chr1A	11131772	11133821	+	11132796	Chr1A	9532791	9534837	+	9533814	1.0	0.985	collinear
gene:TraesCS1A03G0045000	Chr1A	11141822	11143311	+	11142566	Chr1A	9542680	9544169	+	9543424	1.0	0.999	collinear
gene:TraesCS1A03G0045100	Chr1A	11156810	11158429	-	11157619	Chr1A	9557098	9558717	-	9557907	1.0	1.0	collinear
gene:TraesCS1A03G0045300	Chr1A	11225627	11228111	+	11226869	Chr1A	9625144	9627630	+	9626387	1.0	1.0	collinear
gene:TraesCS1A03G0045500	Chr1A	11308760	11310967	+	11309863	Chr1A	9699983	9702190	+	9701086	1.0	1.0	collinear
gene:TraesCS1A03G0045600	Chr1A	11338411	11342293	+	11340352	Chr1A	9728196	9732078	+	9730137	1.0	1.0	collinear
gene:TraesCS1A03G0045700	Chr1A	11349421	11350443	+	11349932	Chr1A	9738685	9739707	+	9739196	1.0	1.0	collinear
gene:TraesCS1A03G0045800	Chr1A	11353883	11355153	+	11354518	Chr1A	9743146	9744416	+	9743781	1.0	1.0	collinear
gene:TraesCS1A03G0045900	Chr1A	11363580	11364105	-	11363842	Chr1A	9752356	9752881	-	9752618	1.0	1.0	collinear
gene:TraesCS1A03G0046000	Chr1A	11374596	11377413	-	11376004	Chr1A	9763374	9766191	-	9764782	1.0	1.0	collinear
gene:TraesCS1A03G0046100	Chr1A	11417412	11419979	-	11418695	Chr1A	9805718	9808285	-	9807001	1.0	1.0	collinear
gene:TraesCS1A03G0046200	Chr1A	11421349	11427850	-	11424599	Chr1A	9809684	9816185	-	9812934	1.0	1.0	collinear
gene:TraesCS1A03G0046300	Chr1A	11435719	11438817	+	11437268	Chr1A	9823710	9826808	+	9825259	1.0	0.983	collinear
gene:TraesCS1A03G0046500	Chr1A	11439104	11441975	-	11440539	Chr1A	9827095	9830050	-	9828572	1.0	1.0	collinear
gene:TraesCS1A03G0046600	Chr1A	11443246	11454401	+	11448823	Chr1A	9831321	9839276	+	9835298	0.999	0.997	collinear
gene:TraesCS1A03G0046900	Chr1A	11495332	11497221	+	11496276	Chr1A	9905675	9907557	+	9906616	1.0	0.988	collinear
gene:TraesCS1A03G0047100	Chr1A	11501540	11501983	+	11501761	Chr1A	9919884	9920327	+	9920105	1.0	0.978	collinear
gene:TraesCS1A03G0047200	Chr1A	11504567	11504946	+	11504756	Chr1A	9923004	9923388	+	9923196	1.0	0.981	collinear
gene:TraesCS1A03G0047300	Chr1A	11519726	11521384	+	11520555	Chr1A	9957359	9959017	+	9958188	1.0	0.994	collinear
gene:TraesCS1A03G0047400	Chr1A	11524459	11529220	-	11526839	Chr1A	9962215	9966976	-	9964595	1.0	0.994	collinear
gene:TraesCS1A03G0047600	Chr1A	11541507	11542143	+	11541825	Chr1A	9979288	9979924	+	9979606	1.0	0.99	collinear
gene:TraesCS1A03G0047800	Chr1A	11579525	11580104	-	11579814	Chr1A	10017343	10017924	-	10017633	0.981	0.977	collinear
gene:TraesCS1A03G0048100	Chr1A	11595786	11610084	-	11602935	Chr1A	10117796	10132504	-	10125150	1.0	0.998	collinear
gene:TraesCS1A03G0049900	Chr1A	12082077	12082292	+	12082184	Chr1A	10575206	10575421	+	10575313	1.0	0.99	collinear
gene:TraesCS1A03G0050000	Chr1A	12094747	12094989	+	12094868	Chr1A	10581217	10581459	+	10581338	1.0	0.971	collinear
gene:TraesCS1A03G0050100	Chr1A	12100859	12101074	-	12100966	Chr1A	10585903	10586118	-	10586010	1.0	0.99	collinear
gene:TraesCS1A03G0050200	Chr1A	12133347	12135790	+	12134568	Chr1A	10616290	10618734	+	10617512	1.0	0.995	collinear
gene:TraesCS1A03G0050800	Chr1A	12359423	12362655	-	12361039	Chr1A	11718608	11721719	-	11720163	0.936	0.913	collinear
gene:TraesCS1A03G0051900	Chr1A	12616918	12619597	-	12618257	Chr1A	11904308	11906988	-	11905648	1.0	0.992	collinear
gene:TraesCS1A03G0052000	Chr1A	12628142	12629906	+	12629024	Chr1A	11310308	11312072	+	11311190	0.999	0.991	collinear
gene:TraesCS1A03G0053300	Chr1A	12939671	12941173	+	12940422	Chr1A	11965504	11967007	+	11966255	1.0	0.99	collinear
gene:TraesCS1A03G0053400	Chr1A	12949198	12957146	+	12953172	Chr1A	11989492	11997400	+	11993446	0.989	0.956	collinear
gene:TraesCS1A03G0053900	Chr1A	13028665	13029764	-	13029214	Chr1A	12024056	12025134	-	12024595	1.0	0.967	collinear
gene:TraesCS1A03G0054100	Chr1A	13046527	13050288	+	13048407	Chr1A	12041579	12045328	+	12043453	0.989	0.979	collinear
gene:TraesCS1A03G0054700	Chr1A	13110955	13112951	-	13111953	Chr1A	12136261	12138416	-	12137338	1.0	0.972	collinear
gene:TraesCS1A03G0054800	Chr1A	13193060	13197008	+	13195034	Chr1A	12189489	12193431	+	12191460	0.996	0.988	collinear
gene:TraesCS1A03G0054900	Chr1A	13200484	13206622	-	13203553	Chr1A	12196911	12202595	-	12199753	1.0	0.991	collinear
gene:TraesCS1A03G0055000	Chr1A	13270380	13272107	+	13271243	Chr1A	12251161	12252888	+	12252024	1.0	0.997	collinear
gene:TraesCS1A03G0055800	Chr1A	13445163	13449063	-	13447113	Chr1A	12376097	12379995	-	12378046	0.999	0.995	collinear
gene:TraesCS1A03G0056400	Chr1A	13531531	13535236	+	13533383	Chr1A	12462500	12466084	+	12464292	1.0	1.0	collinear
gene:TraesCS1A03G0056500	Chr1A	13538184	13540331	+	13539257	Chr1A	12469030	12471183	+	12470106	1.0	0.988	collinear
gene:TraesCS1A03G0056600	Chr1A	13540431	13545694	-	13543062	Chr1A	12471283	12476561	-	12473922	1.0	0.981	collinear
gene:TraesCS1A03G0057400	Chr1A	13580148	13580345	+	13580246	Chr1A	12516747	12516944	+	12516845	1.0	0.994	collinear
gene:TraesCS1A03G0057500	Chr1A	13583292	13585867	-	13584579	Chr1A	12519881	12522536	-	12521208	0.997	0.978	collinear
gene:TraesCS1A03G0057600	Chr1A	13598375	13603180	-	13600777	Chr1A	12529765	12534570	-	12532167	1.0	0.998	collinear
gene:TraesCS1A03G0057700	Chr1A	13611381	13611578	-	13611479	Chr1A	12545649	12545846	-	12545747	1.0	0.979	collinear
gene:TraesCS1A03G0057900	Chr1A	13625274	13626338	-	13625806	Chr1A	12551861	12552928	-	12552394	1.0	0.996	collinear
gene:TraesCS1A03G0059400	Chr1A	13742969	13751080	-	13747024	Chr1A	13268395	13273006	-	13270700	0.932	0.918	collinear
gene:TraesCS1A03G0059500	Chr1A	13752584	13757887	-	13755235	Chr1A	13274504	13279810	-	13277157	1.0	0.981	collinear
gene:TraesCS1A03G0059600	Chr1A	13794443	13796028	+	13795235	Chr1A	13378717	13380308	+	13379512	1.0	0.983	collinear
gene:TraesCS1A03G0059700	Chr1A	13802993	13809219	+	13806106	Chr1A	13387297	13393487	+	13390392	0.988	0.959	collinear
gene:TraesCS1A03G0059900	Chr1A	13810432	13811881	+	13811156	Chr1A	13394712	13396164	+	13395438	1.0	0.991	collinear
