gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity
gene:TraesCS4B03G0012200	Chr4B	5087164	5091352	-	5089258	Chr4B	4003108	4007310	+	4005209	0.992	0.954
gene:TraesCS4B03G0012400	Chr4B	5318530	5319996	-	5319263	Chr4B	4023915	4025344	-	4024629	0.974	0.921
gene:TraesCS4B03G0012500	Chr4B	5320101	5321234	-	5320667	Chr4B	4014338	4015499	-	4014918	0.999	0.903
gene:TraesCS4B03G0013100	Chr4B	5665779	5670020	-	5667899	Chr4B	4305452	4309522	-	4307487	0.966	0.927
gene:TraesCS4B03G0013300	Chr4B	5730119	5731654	-	5730886	Chr4B	4420049	4421584	-	4420816	1.0	0.97
gene:TraesCS4B03G0013400	Chr4B	5753494	5754438	-	5753966	Chr4B	4479236	4480188	-	4479712	0.993	0.9
gene:TraesCS4B03G0013700	Chr4B	5784701	5785668	-	5785184	Chr4B	4548574	4549536	-	4549055	0.993	0.951
gene:TraesCS4B03G0013900	Chr4B	5803248	5807228	-	5805238	Chr4B	4555710	4559544	-	4557627	0.982	0.942
gene:TraesCS4B03G0014600	Chr4B	6029853	6032274	+	6031063	Chr4B	4791297	4793720	+	4792508	1.0	1.0
gene:TraesCS4B03G0015000	Chr4B	6269662	6271092	+	6270377	Chr4B	5031102	5032532	+	5031817	1.0	0.998
gene:TraesCS4B03G0015100	Chr4B	6272493	6273128	+	6272810	Chr4B	5033933	5034568	+	5034250	1.0	0.992
gene:TraesCS4B03G0015200	Chr4B	6274207	6274850	-	6274528	Chr4B	5035647	5036290	-	5035968	1.0	1.0
gene:TraesCS4B03G0015300	Chr4B	6276095	6276960	+	6276527	Chr4B	5037535	5038400	+	5037967	1.0	1.0
gene:TraesCS4B03G0015500	Chr4B	6283520	6284166	-	6283843	Chr4B	5044940	5045586	-	5045263	1.0	1.0
gene:TraesCS4B03G0015700	Chr4B	6338082	6340667	-	6339374	Chr4B	5101882	5104468	-	5103175	1.0	1.0
gene:TraesCS4B03G0015800	Chr4B	6346102	6348397	+	6347249	Chr4B	5109896	5112191	+	5111043	1.0	1.0
gene:TraesCS4B03G0015900	Chr4B	6349266	6350916	-	6350091	Chr4B	5113060	5114710	-	5113885	1.0	1.0
gene:TraesCS4B03G0016000	Chr4B	6396293	6400437	-	6398365	Chr4B	5160066	5164210	-	5162138	1.0	1.0
gene:TraesCS4B03G0016200	Chr4B	6438288	6442488	-	6440388	Chr4B	5201912	5206107	-	5204009	1.0	0.989
gene:TraesCS4B03G0016500	Chr4B	6542399	6542847	+	6542623	Chr4B	5305765	5306213	+	5305989	1.0	1.0
gene:TraesCS4B03G0016700	Chr4B	6603474	6606350	+	6604912	Chr4B	5406214	5409085	+	5407649	0.998	0.998
gene:TraesCS4B03G0016800	Chr4B	6622209	6624334	+	6623271	Chr4B	5424923	5427048	+	5425985	0.998	0.995
gene:TraesCS4B03G0017400	Chr4B	6779772	6782952	+	6781362	Chr4B	5582462	5585642	+	5584052	1.0	1.0
gene:TraesCS4B03G0017700	Chr4B	6802311	6806219	-	6804265	Chr4B	5604820	5608728	-	5606774	1.0	1.0
gene:TraesCS4B03G0017800	Chr4B	6841063	6845077	+	6843070	Chr4B	5643566	5647579	+	5645572	0.999	0.985
gene:TraesCS4B03G0017900	Chr4B	6898433	6901748	-	6900090	Chr4B	5655474	5658807	-	5657140	1.0	0.98
gene:TraesCS4B03G0018100	Chr4B	6943116	6947537	-	6945326	Chr4B	5701184	5705687	-	5703435	0.985	0.951
gene:TraesCS4B03G0018300	Chr4B	7074978	7077800	-	7076389	Chr4B	5819920	5822742	-	5821331	1.0	0.998
gene:TraesCS4B03G0018400	Chr4B	7084337	7087845	+	7086091	Chr4B	5829280	5832788	+	5831034	1.0	1.0
gene:TraesCS4B03G0019500	Chr4B	7253579	7257515	+	7255547	Chr4B	5998531	6002467	+	6000499	1.0	1.0
gene:TraesCS4B03G0019600	Chr4B	7266869	7273008	+	7269938	Chr4B	6011815	6017918	+	6014866	0.996	0.98
gene:TraesCS4B03G0019900	Chr4B	7276002	7276726	-	7276364	Chr4B	6020912	6021636	-	6021274	1.0	1.0
gene:TraesCS4B03G0020000	Chr4B	7459008	7461775	+	7460391	Chr4B	6203881	6206647	+	6205264	0.996	0.985
gene:TraesCS4B03G0020300	Chr4B	7681207	7683033	+	7682120	Chr4B	6326048	6327874	+	6326961	1.0	0.977
gene:TraesCS4B03G0020400	Chr4B	7684152	7686148	+	7685150	Chr4B	6328993	6331004	+	6329998	1.0	0.985
gene:TraesCS4B03G0020500	Chr4B	7857196	7862596	-	7859896	Chr4B	6468354	6473750	-	6471052	1.0	0.987
gene:TraesCS4B03G0020700	Chr4B	7957320	7962746	-	7960033	Chr4B	6568458	6573868	-	6571163	0.991	0.99
gene:TraesCS4B03G0020900	Chr4B	8273296	8276777	-	8275036	Chr4B	6883110	6886584	-	6884847	0.995	0.988
gene:TraesCS4B03G0021100	Chr4B	8349077	8352483	-	8350780	Chr4B	6958693	6962101	-	6960397	0.999	0.992
gene:TraesCS4B03G0021200	Chr4B	8354847	8360894	-	8357870	Chr4B	6964466	6970603	-	6967534	1.0	0.999
gene:TraesCS4B03G0021300	Chr4B	8360912	8364647	-	8362779	Chr4B	6970621	6974356	-	6972488	1.0	1.0
gene:TraesCS4B03G0021400	Chr4B	8419281	8420199	+	8419740	Chr4B	7028799	7029717	+	7029258	1.0	0.991
gene:TraesCS4B03G0021500	Chr4B	8487556	8490533	+	8489044	Chr4B	7096708	7099682	+	7098195	0.997	0.995
gene:TraesCS4B03G0021900	Chr4B	8668879	8671759	+	8670319	Chr4B	7140882	7143761	+	7142321	1.0	1.0
gene:TraesCS4B03G0022000	Chr4B	8690949	8694149	+	8692549	Chr4B	7162261	7165461	+	7163861	1.0	1.0
gene:TraesCS4B03G0022100	Chr4B	8696794	8699786	+	8698290	Chr4B	7168106	7171098	+	7169602	1.0	1.0
gene:TraesCS4B03G0022200	Chr4B	8713800	8721462	+	8717631	Chr4B	7185109	7192517	+	7188813	1.0	1.0
gene:TraesCS4B03G0022300	Chr4B	8778184	8781081	+	8779632	Chr4B	7247878	7250775	+	7249326	1.0	1.0
gene:TraesCS4B03G0022400	Chr4B	8928149	8930990	+	8929569	Chr4B	7268465	7271306	+	7269885	1.0	0.998
gene:TraesCS4B03G0022600	Chr4B	8969015	8972206	+	8970610	Chr4B	7308948	7312139	+	7310543	1.0	0.993
gene:TraesCS4B03G0022900	Chr4B	9188963	9190624	+	9189793	Chr4B	7526917	7528578	+	7527747	1.0	0.999
gene:TraesCS4B03G0023000	Chr4B	9197152	9202090	+	9199621	Chr4B	7535105	7538261	+	7536683	0.998	0.969
gene:TraesCS4B03G0023200	Chr4B	9235129	9243483	-	9239306	Chr4B	7571315	7579651	-	7575483	1.0	0.982
gene:TraesCS4B03G0023300	Chr4B	9242541	9249609	-	9246075	Chr4B	7578709	7585760	-	7582234	1.0	0.995
gene:TraesCS4B03G0023500	Chr4B	9257978	9259039	-	9258508	Chr4B	7594130	7595191	-	7594660	1.0	1.0
gene:TraesCS4B03G0023700	Chr4B	9284155	9286184	+	9285169	Chr4B	7620324	7622353	+	7621338	1.0	1.0
gene:TraesCS4B03G0024000	Chr4B	9312201	9316723	-	9314462	Chr4B	7648378	7652900	-	7650639	1.0	0.984
gene:TraesCS4B03G0024100	Chr4B	9321836	9323497	-	9322666	Chr4B	7658028	7659688	-	7658858	0.997	0.971
gene:TraesCS4B03G0024500	Chr4B	9631181	9633297	+	9632239	Chr4B	7963433	7965555	+	7964494	1.0	0.992
gene:TraesCS4B03G0024800	Chr4B	9790333	9792797	+	9791565	Chr4B	8107730	8110194	+	8108962	1.0	1.0
gene:TraesCS4B03G0024900	Chr4B	9842957	9847003	-	9844980	Chr4B	8159758	8163813	-	8161785	1.0	0.997
gene:TraesCS4B03G0025600	Chr4B	10400582	10403964	-	10402273	Chr4B	8716438	8719829	-	8718133	1.0	1.0
gene:TraesCS4B03G0026100	Chr4B	10803185	10805569	+	10804377	Chr4B	9105458	9107842	+	9106650	1.0	0.997
gene:TraesCS4B03G0026600	Chr4B	10847041	10851294	+	10849167	Chr4B	9149277	9153530	+	9151403	1.0	1.0
gene:TraesCS4B03G0027200	Chr4B	10931857	10935497	-	10933677	Chr4B	9235230	9238878	-	9237054	0.996	0.969
gene:TraesCS4B03G0027400	Chr4B	11093025	11100708	+	11096866	Chr4B	9394053	9401759	+	9397906	1.0	0.998
gene:TraesCS4B03G0027500	Chr4B	11107511	11109226	+	11108368	Chr4B	9408583	9410298	+	9409440	1.0	1.0
gene:TraesCS4B03G0027600	Chr4B	11111048	11113357	+	11112202	Chr4B	9412121	9414427	+	9413274	0.998	0.981
gene:TraesCS4B03G0027900	Chr4B	11120139	11124482	-	11122310	Chr4B	9421208	9425554	-	9423381	1.0	0.999
gene:TraesCS4B03G0028100	Chr4B	11668860	11670629	-	11669744	Chr4B	10011446	10013215	-	10012330	1.0	0.985
gene:TraesCS4B03G0028200	Chr4B	11672668	11675712	-	11674190	Chr4B	10016427	10019461	-	10017944	0.997	0.991
gene:TraesCS4B03G0028300	Chr4B	11677119	11681241	+	11679180	Chr4B	10020980	10024957	+	10022968	1.0	0.985
gene:TraesCS4B03G0028500	Chr4B	12157687	12158558	+	12158122	Chr4B	10488093	10488967	+	10488530	0.984	0.962
gene:TraesCS4B03G0029700	Chr4B	12236367	12238738	+	12237552	Chr4B	10560708	10563047	+	10561877	0.983	0.959
gene:TraesCS4B03G0029800	Chr4B	12242993	12245251	-	12244122	Chr4B	10593567	10595908	-	10594737	0.998	0.99
gene:TraesCS4B03G0030000	Chr4B	12307140	12311868	+	12309504	Chr4B	10655687	10660439	+	10658063	0.997	0.987
gene:TraesCS4B03G0030200	Chr4B	12327262	12328629	-	12327945	Chr4B	10666708	10668075	-	10667391	1.0	0.996
gene:TraesCS4B03G0030300	Chr4B	12329369	12332339	-	12330854	Chr4B	10668831	10671781	-	10670306	1.0	1.0
gene:TraesCS4B03G0031700	Chr4B	13283883	13286103	+	13284993	Chr4B	11534316	11536529	+	11535422	0.994	0.98
gene:TraesCS4B03G0032200	Chr4B	13371547	13375209	-	13373378	Chr4B	11621970	11625632	-	11623801	1.0	1.0
gene:TraesCS4B03G0032300	Chr4B	13387538	13391363	+	13389450	Chr4B	11637956	11641781	+	11639868	1.0	1.0
gene:TraesCS4B03G0032400	Chr4B	13425673	13430257	+	13427965	Chr4B	11676053	11680635	+	11678344	1.0	0.998
gene:TraesCS4B03G0032700	Chr4B	13449724	13450466	+	13450095	Chr4B	11700071	11700813	+	11700442	1.0	1.0
gene:TraesCS4B03G0032800	Chr4B	13450549	13454028	-	13452288	Chr4B	11700896	11704375	-	11702635	1.0	1.0
gene:TraesCS4B03G0032900	Chr4B	13455718	13461325	-	13458521	Chr4B	11706065	11711680	-	11708872	0.997	0.97
gene:TraesCS4B03G0033000	Chr4B	13464420	13467636	+	13466028	Chr4B	11714770	11718015	+	11716392	1.0	1.0
gene:TraesCS4B03G0033100	Chr4B	13613526	13625103	-	13619314	Chr4B	11862115	11873677	-	11867896	0.992	0.99
gene:TraesCS4B03G0033200	Chr4B	13619936	13622133	+	13621034	Chr4B	11868524	11870725	+	11869624	0.997	0.988
gene:TraesCS4B03G0033300	Chr4B	13627329	13635247	-	13631288	Chr4B	11875908	11883767	-	11879837	1.0	0.994
gene:TraesCS4B03G0033400	Chr4B	13643817	13644143	-	13643980	Chr4B	11892586	11892912	-	11892749	1.0	0.996
gene:TraesCS4B03G0033600	Chr4B	13731974	13732261	+	13732117	Chr4B	11946277	11946561	+	11946419	0.989	0.972
gene:TraesCS4B03G0034700	Chr4B	13857744	13859586	-	13858665	Chr4B	12078166	12079990	-	12079078	0.984	0.963
gene:TraesCS4B03G0034900	Chr4B	13970511	13974126	+	13972318	Chr4B	12176532	12180148	+	12178340	1.0	1.0
gene:TraesCS4B03G0035200	Chr4B	13994176	13995863	+	13995019	Chr4B	12199240	12200927	+	12200083	1.0	0.999
gene:TraesCS4B03G0035600	Chr4B	14269259	14273323	+	14271291	Chr4B	12410352	12414417	+	12412384	0.998	0.983
gene:TraesCS4B03G0036600	Chr4B	14793756	14795965	-	14794860	Chr4B	12956852	12959072	-	12957962	1.0	0.976
gene:TraesCS4B03G0037000	Chr4B	14819047	14821688	+	14820367	Chr4B	12982503	12985557	+	12984030	0.999	0.996
gene:TraesCS4B03G0037100	Chr4B	14829643	14834893	+	14832268	Chr4B	12993507	12998764	+	12996135	1.0	0.985
gene:TraesCS4B03G0037200	Chr4B	14835047	14839810	+	14837428	Chr4B	12998918	13003610	+	13001264	1.0	0.991
gene:TraesCS4B03G0037300	Chr4B	14866669	14868524	-	14867596	Chr4B	13030462	13032290	-	13031376	0.99	0.946
gene:TraesCS4B03G0037700	Chr4B	15018264	15019321	+	15018792	Chr4B	13182607	13183657	+	13183132	0.982	0.953
gene:TraesCS4B03G0037800	Chr4B	15020905	15022023	+	15021464	Chr4B	13185240	13186387	+	13185813	1.0	0.963
gene:TraesCS4B03G0038100	Chr4B	15040448	15043277	-	15041862	Chr4B	13224874	13227646	-	13226260	0.971	0.934
gene:TraesCS4B03G0038200	Chr4B	15136397	15136759	+	15136578	Chr4B	13320498	13320860	+	13320679	1.0	0.991
gene:TraesCS4B03G0038300	Chr4B	15149172	15152263	+	15150717	Chr4B	13324722	13327810	+	13326266	1.0	0.994
gene:TraesCS4B03G0038400	Chr4B	15156746	15162716	+	15159731	Chr4B	13332370	13338351	+	13335360	0.995	0.984
gene:TraesCS4B03G0038500	Chr4B	15162926	15167293	-	15165109	Chr4B	13338561	13342942	-	13340751	0.994	0.966
gene:TraesCS4B03G0038900	Chr4B	15684259	15687307	+	15685783	Chr4B	13986876	13989924	+	13988400	1.0	1.0
gene:TraesCS4B03G0039100	Chr4B	15712104	15715791	+	15713947	Chr4B	14001994	14005700	+	14003847	0.999	0.995
gene:TraesCS4B03G0039300	Chr4B	15716043	15720952	-	15718497	Chr4B	14005952	14010983	-	14008467	1.0	0.959
gene:TraesCS4B03G0039400	Chr4B	15732613	15734448	-	15733530	Chr4B	14020785	14022626	-	14021705	0.99	0.961
gene:TraesCS4B03G0039500	Chr4B	15737018	15740036	-	15738527	Chr4B	14025190	14027927	-	14026558	0.996	0.984
gene:TraesCS4B03G0039700	Chr4B	15751071	15753626	+	15752348	Chr4B	14038820	14041376	+	14040098	1.0	0.993
gene:TraesCS4B03G0040700	Chr4B	15792986	15794572	+	15793779	Chr4B	14084695	14086261	+	14085478	0.991	0.958
gene:TraesCS4B03G0040800	Chr4B	15841975	15845957	+	15843966	Chr4B	14117445	14121164	+	14119304	0.997	0.989
gene:TraesCS4B03G0040900	Chr4B	15846816	15848032	+	15847424	Chr4B	14122330	14123514	+	14122922	0.971	0.936
gene:TraesCS4B03G0041000	Chr4B	15848203	15853551	-	15850877	Chr4B	14123685	14129008	-	14126346	1.0	0.99
gene:TraesCS4B03G0041100	Chr4B	15855377	15863470	-	15859423	Chr4B	14130612	14138630	-	14134621	0.968	0.952
gene:TraesCS4B03G0041200	Chr4B	16001794	16004653	+	16003223	Chr4B	14264802	14267608	+	14266205	0.984	0.977
gene:TraesCS4B03G0041300	Chr4B	16006143	16010111	+	16008127	Chr4B	14269021	14273498	+	14271259	0.999	0.982
gene:TraesCS4B03G0041500	Chr4B	16124182	16125149	+	16124665	Chr4B	14383856	14384821	+	14384338	0.99	0.974
gene:TraesCS4B03G0041600	Chr4B	16127192	16132169	+	16129680	Chr4B	14386947	14391930	+	14389438	0.998	0.984
gene:TraesCS4B03G0041700	Chr4B	16219932	16223106	+	16221519	Chr4B	14553686	14556863	+	14555274	1.0	0.989
gene:TraesCS4B03G0041900	Chr4B	16331857	16336823	+	16334340	Chr4B	14665388	14670346	+	14667867	1.0	1.0
gene:TraesCS4B03G0042000	Chr4B	16590794	16592741	+	16591767	Chr4B	14924258	14926205	+	14925231	1.0	1.0
gene:TraesCS4B03G0042200	Chr4B	16639081	16642183	+	16640632	Chr4B	14972530	14975632	+	14974081	1.0	0.993
gene:TraesCS4B03G0042700	Chr4B	16826066	16828173	+	16827119	Chr4B	15159436	15161555	+	15160495	1.0	0.985
gene:TraesCS4B03G0042900	Chr4B	16840055	16840876	+	16840465	Chr4B	15173435	15174256	+	15173845	1.0	0.994
gene:TraesCS4B03G0043300	Chr4B	16946042	16949083	+	16947562	Chr4B	15279705	15282748	+	15281226	1.0	0.995
gene:TraesCS4B03G0043800	Chr4B	17141319	17146978	+	17144148	Chr4B	15512794	15518457	+	15515625	1.0	0.999
gene:TraesCS4B03G0043900	Chr4B	17148921	17154014	-	17151467	Chr4B	15520396	15525488	-	15522942	0.998	0.989
gene:TraesCS4B03G0044000	Chr4B	17159796	17164440	-	17162118	Chr4B	15531240	15535883	-	15533561	1.0	0.998
gene:TraesCS4B03G0044900	Chr4B	17328711	17330355	-	17329533	Chr4B	15733076	15734720	-	15733898	1.0	1.0
gene:TraesCS4B03G0045000	Chr4B	17373898	17374391	-	17374144	Chr4B	15777782	15778272	-	15778027	0.992	0.986
gene:TraesCS4B03G0045300	Chr4B	17485639	17488430	+	17487034	Chr4B	15889479	15892272	+	15890875	1.0	0.973
gene:TraesCS4B03G0045400	Chr4B	17494069	17503649	-	17498859	Chr4B	15897911	15907290	-	15902600	1.0	0.998
gene:TraesCS4B03G0045500	Chr4B	17654480	17659108	-	17656794	Chr4B	16058081	16062691	-	16060386	1.0	0.959
gene:TraesCS4B03G0046200	Chr4B	17787230	17788021	+	17787625	Chr4B	16168350	16169141	+	16168745	1.0	1.0
gene:TraesCS4B03G0046300	Chr4B	17789225	17795793	-	17792509	Chr4B	16170345	16176929	-	16173637	1.0	0.989
gene:TraesCS4B03G0046500	Chr4B	17819946	17826018	+	17822982	Chr4B	16200963	16207033	+	16203998	1.0	0.978
gene:TraesCS4B03G0046900	Chr4B	18230904	18231356	+	18231130	Chr4B	16612056	16612508	+	16612282	1.0	0.997
gene:TraesCS4B03G0047700	Chr4B	18406414	18410974	+	18408694	Chr4B	16787290	16791850	+	16789570	1.0	1.0
gene:TraesCS4B03G0048900	Chr4B	18522191	18523400	+	18522795	Chr4B	16907704	16908913	+	16908308	1.0	1.0
gene:TraesCS4B03G0049000	Chr4B	18538665	18540367	-	18539516	Chr4B	16924154	16925856	-	16925005	1.0	1.0
gene:TraesCS4B03G0049100	Chr4B	18596908	18597706	-	18597307	Chr4B	16982365	16983163	-	16982764	1.0	1.0
gene:TraesCS4B03G0049200	Chr4B	18603320	18603745	-	18603532	Chr4B	16988784	16989209	-	16988996	1.0	0.978
gene:TraesCS4B03G0049500	Chr4B	18617577	18617909	-	18617743	Chr4B	17003021	17003353	-	17003187	1.0	1.0
gene:TraesCS4B03G0049600	Chr4B	18739231	18741247	+	18740239	Chr4B	17124529	17126519	+	17125524	1.0	1.0
gene:TraesCS4B03G0049900	Chr4B	18759574	18764413	+	18761993	Chr4B	17144843	17149656	+	17147249	1.0	0.995
gene:TraesCS4B03G0050100	Chr4B	18766726	18766929	-	18766827	Chr4B	17151927	17152130	-	17152028	1.0	1.0
gene:TraesCS4B03G0050200	Chr4B	18782404	18784720	+	18783562	Chr4B	17167608	17169916	+	17168762	0.989	0.954
gene:TraesCS4B03G0050300	Chr4B	18805099	18806412	+	18805755	Chr4B	17190274	17191587	+	17190930	1.0	1.0
gene:TraesCS4B03G0050400	Chr4B	18812595	18819367	+	18815981	Chr4B	17197760	17204490	+	17201125	0.993	0.976
gene:TraesCS4B03G0050500	Chr4B	18825326	18830136	+	18827731	Chr4B	17208614	17213415	+	17211014	0.993	0.977
gene:TraesCS4B03G0050800	Chr4B	18950698	18958606	+	18954652	Chr4B	20552236	20560339	-	20556287	0.996	0.966
gene:TraesCS4B03G0050900	Chr4B	18974979	18979979	+	18977479	Chr4B	17358061	17363051	+	17360556	1.0	0.995
gene:TraesCS4B03G0051000	Chr4B	18981476	18992459	+	18986967	Chr4B	17364546	17375504	+	17370025	0.995	0.963
gene:TraesCS4B03G0051300	Chr4B	19083191	19089827	+	19086509	Chr4B	17466273	17472865	+	17469569	0.999	0.99
gene:TraesCS4B03G0051400	Chr4B	19091405	19099969	+	19095687	Chr4B	17474445	17483012	+	17478728	1.0	0.996
gene:TraesCS4B03G0051500	Chr4B	19189747	19191479	-	19190613	Chr4B	17572737	17574469	-	17573603	1.0	1.0
gene:TraesCS4B03G0051800	Chr4B	19209147	19211630	+	19210388	Chr4B	17592052	17594546	+	17593299	0.996	0.969
gene:TraesCS4B03G0051900	Chr4B	19212225	19214454	+	19213339	Chr4B	17595141	17597352	+	17596246	0.989	0.962
gene:TraesCS4B03G0052000	Chr4B	19215210	19220947	+	19218078	Chr4B	17598108	17603862	+	17600985	1.0	0.976
gene:TraesCS4B03G0052600	Chr4B	19538313	19541795	+	19540054	Chr4B	17923539	17927021	+	17925280	1.0	1.0
gene:TraesCS4B03G0052700	Chr4B	19565334	19567088	+	19566211	Chr4B	17949970	17951724	+	17950847	1.0	1.0
gene:TraesCS4B03G0053000	Chr4B	19714713	19724723	+	19719718	Chr4B	18099334	18109364	+	18104349	0.998	0.978
gene:TraesCS4B03G0053100	Chr4B	19809631	19816854	+	19813242	Chr4B	18194272	18201495	+	18197883	1.0	1.0
gene:TraesCS4B03G0053200	Chr4B	19816316	19819418	-	19817867	Chr4B	18200957	18204059	-	18202508	1.0	0.993
gene:TraesCS4B03G0053300	Chr4B	19889929	19895453	-	19892691	Chr4B	18274073	18279578	-	18276825	0.992	0.976
gene:TraesCS4B03G0053500	Chr4B	20148641	20152677	+	20150659	Chr4B	18532749	18536801	+	18534775	0.993	0.956
gene:TraesCS4B03G0053600	Chr4B	20160645	20179403	+	20170024	Chr4B	18544771	18563472	+	18554121	0.998	0.989
gene:TraesCS4B03G0054000	Chr4B	20305156	20305704	-	20305430	Chr4B	18688916	18689464	-	18689190	1.0	1.0
gene:TraesCS4B03G0054100	Chr4B	20378134	20378417	+	20378275	Chr4B	18761497	18761780	+	18761638	1.0	1.0
gene:TraesCS4B03G0054600	Chr4B	20545472	20545837	-	20545654	Chr4B	19256039	19256404	-	19256221	1.0	1.0
gene:TraesCS4B03G0056100	Chr4B	21654877	21655242	-	21655059	Chr4B	19652187	19652552	+	19652369	1.0	1.0
gene:TraesCS4B03G0057200	Chr4B	22422959	22431954	+	22427456	Chr4B	20193817	20202767	+	20198292	0.988	0.984
gene:TraesCS4B03G0057300	Chr4B	22438363	22441114	+	22439738	Chr4B	20209208	20211878	+	20210543	0.963	0.937
gene:TraesCS4B03G0057500	Chr4B	22448027	22454721	-	22451374	Chr4B	20218696	20225050	-	20221873	0.998	0.986
