gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity
gene:TraesCS7D03G0005800	Chr7D	1673923	1675253	+	1674588	Chr7D	1844410	1845740	+	1845075	1.0	1.0
gene:TraesCS7D03G0005900	Chr7D	1812284	1819521	+	1815902	Chr7D	1970921	1978156	+	1974538	1.0	0.999
gene:TraesCS7D03G0006000	Chr7D	1859225	1861790	-	1860507	Chr7D	2017867	2020432	-	2019149	1.0	1.0
gene:TraesCS7D03G0007000	Chr7D	2228806	2234143	+	2231474	Chr7D	2195482	2200819	+	2198150	1.0	1.0
gene:TraesCS7D03G0007200	Chr7D	2250873	2256744	+	2253808	Chr7D	2217310	2223181	+	2220245	1.0	1.0
gene:TraesCS7D03G0007300	Chr7D	2256864	2262070	-	2259467	Chr7D	2223301	2228507	-	2225904	1.0	1.0
gene:TraesCS7D03G0007400	Chr7D	2264975	2273161	+	2269068	Chr7D	2231412	2239598	+	2235505	1.0	0.999
gene:TraesCS7D03G0007600	Chr7D	2278478	2284668	-	2281573	Chr7D	2244915	2251325	-	2248120	1.0	1.0
gene:TraesCS7D03G0007800	Chr7D	2290415	2291827	-	2291121	Chr7D	2256982	2258394	-	2257688	1.0	1.0
gene:TraesCS7D03G0007900	Chr7D	2327893	2330761	-	2329327	Chr7D	2294381	2297281	-	2295831	1.0	0.988
gene:TraesCS7D03G0008100	Chr7D	2339553	2341226	-	2340389	Chr7D	2305889	2307562	-	2306725	1.0	1.0
gene:TraesCS7D03G0008300	Chr7D	2344023	2345195	+	2344609	Chr7D	2310359	2311531	+	2310945	1.0	1.0
gene:TraesCS7D03G0008400	Chr7D	2379429	2390488	-	2384958	Chr7D	2344494	2355420	-	2349957	1.0	1.0
gene:TraesCS7D03G0008800	Chr7D	2434315	2435737	+	2435026	Chr7D	2398969	2400391	+	2399680	1.0	1.0
gene:TraesCS7D03G0009200	Chr7D	2527421	2532947	-	2530184	Chr7D	2483932	2489458	-	2486695	1.0	0.999
gene:TraesCS7D03G0009300	Chr7D	2533886	2537181	-	2535533	Chr7D	2490397	2493692	-	2492044	1.0	0.999
gene:TraesCS7D03G0009400	Chr7D	2540503	2541469	+	2540986	Chr7D	2496941	2497907	+	2497424	1.0	1.0
gene:TraesCS7D03G0009500	Chr7D	2542055	2546243	-	2544149	Chr7D	2498493	2502681	-	2500587	1.0	1.0
gene:TraesCS7D03G0009700	Chr7D	2616995	2622421	+	2619708	Chr7D	2570245	2575671	+	2572958	1.0	1.0
gene:TraesCS7D03G0010000	Chr7D	2635314	2645413	+	2640363	Chr7D	2588564	2598663	+	2593613	1.0	0.999
gene:TraesCS7D03G0010100	Chr7D	2645699	2651710	-	2648704	Chr7D	2598949	2604993	-	2601971	1.0	0.977
gene:TraesCS7D03G0010300	Chr7D	2699940	2703571	+	2701755	Chr7D	2652688	2656337	+	2654512	1.0	0.994
gene:TraesCS7D03G0010400	Chr7D	2719052	2723210	+	2721131	Chr7D	2671932	2676090	+	2674011	1.0	0.999
gene:TraesCS7D03G0010500	Chr7D	2732001	2735374	-	2733687	Chr7D	2684588	2687961	-	2686274	1.0	0.999
gene:TraesCS7D03G0011000	Chr7D	2812476	2817119	-	2814797	Chr7D	2749479	2754122	-	2751800	1.0	1.0
gene:TraesCS7D03G0011100	Chr7D	2820284	2820931	-	2820607	Chr7D	2757287	2757934	-	2757610	1.0	0.983
gene:TraesCS7D03G0011300	Chr7D	2839717	2842723	-	2841220	Chr7D	2776196	2779203	-	2777699	1.0	1.0
gene:TraesCS7D03G0011700	Chr7D	2886179	2887647	-	2886913	Chr7D	2822272	2823740	-	2823006	1.0	1.0
gene:TraesCS7D03G0011900	Chr7D	2926331	2932062	-	2929196	Chr7D	2862455	2868186	-	2865320	1.0	0.999
gene:TraesCS7D03G0012000	Chr7D	2970217	2974321	+	2972269	Chr7D	2905983	2910087	+	2908035	1.0	1.0
gene:TraesCS7D03G0012800	Chr7D	3066939	3070686	-	3068812	Chr7D	2999772	3003519	-	3001645	1.0	1.0
gene:TraesCS7D03G0012900	Chr7D	3139649	3146957	+	3143303	Chr7D	3071422	3078731	+	3075076	1.0	1.0
gene:TraesCS7D03G0013000	Chr7D	3150713	3153119	+	3151916	Chr7D	3082548	3084954	+	3083751	1.0	1.0
gene:TraesCS7D03G0013200	Chr7D	3185961	3190001	+	3187981	Chr7D	3116994	3121034	+	3119014	1.0	1.0
gene:TraesCS7D03G0013400	Chr7D	3203082	3205448	-	3204265	Chr7D	3134115	3135845	-	3134980	0.957	0.957
gene:TraesCS7D03G0013600	Chr7D	3217753	3219522	-	3218637	Chr7D	3148075	3149844	-	3148959	1.0	1.0
gene:TraesCS7D03G0013800	Chr7D	3222772	3225124	-	3223948	Chr7D	3152916	3155268	-	3154092	1.0	1.0
gene:TraesCS7D03G0013900	Chr7D	3403396	3431263	-	3417329	Chr7D	3338888	3366849	-	3352868	1.0	1.0
gene:TraesCS7D03G0014200	Chr7D	3490709	3514797	+	3502753	Chr7D	3425475	3449562	+	3437518	1.0	1.0
gene:TraesCS7D03G0014700	Chr7D	3623478	3625037	-	3624257	Chr7D	3532468	3534027	-	3533247	1.0	1.0
gene:TraesCS7D03G0015500	Chr7D	3814265	3821334	+	3817799	Chr7D	3719601	3726663	+	3723132	1.0	0.999
gene:TraesCS7D03G0015700	Chr7D	3924287	3927124	-	3925705	Chr7D	3829399	3832236	-	3830817	1.0	1.0
gene:TraesCS7D03G0016100	Chr7D	3956593	3957321	+	3956957	Chr7D	3861741	3862469	+	3862105	1.0	1.0
gene:TraesCS7D03G0016200	Chr7D	3958511	3968258	+	3963384	Chr7D	3863659	3873406	+	3868532	1.0	1.0
gene:TraesCS7D03G0016300	Chr7D	3971246	3972943	+	3972094	Chr7D	3876457	3878154	+	3877305	1.0	1.0
gene:TraesCS7D03G0016400	Chr7D	3971969	3972325	-	3972147	Chr7D	3877180	3877536	-	3877358	1.0	1.0
gene:TraesCS7D03G0018600	Chr7D	4227872	4231741	-	4229806	Chr7D	3985932	3989801	-	3987866	1.0	1.0
gene:TraesCS7D03G0019200	Chr7D	4324503	4325491	+	4324997	Chr7D	4088054	4089042	+	4088548	1.0	0.998
gene:TraesCS7D03G0019300	Chr7D	4373494	4379132	-	4376313	Chr7D	4137403	4143136	-	4140269	0.999	0.994
gene:TraesCS7D03G0019500	Chr7D	4380371	4385812	-	4383091	Chr7D	4144440	4149881	-	4147160	1.0	1.0
gene:TraesCS7D03G0019600	Chr7D	4385864	4387865	+	4386864	Chr7D	4149933	4151934	+	4150933	1.0	1.0
gene:TraesCS7D03G0019800	Chr7D	4393431	4397150	-	4395290	Chr7D	4157502	4161221	-	4159361	1.0	0.999
gene:TraesCS7D03G0020000	Chr7D	4439657	4444783	-	4442220	Chr7D	4203714	4208840	-	4206277	1.0	1.0
gene:TraesCS7D03G0020100	Chr7D	4565258	4568974	-	4567116	Chr7D	4329621	4333337	-	4331479	1.0	1.0
gene:TraesCS7D03G0020400	Chr7D	4634138	4637358	-	4635748	Chr7D	4398085	4401305	-	4399695	1.0	1.0
gene:TraesCS7D03G0020600	Chr7D	4654978	4659334	-	4657156	Chr7D	4418902	4423259	-	4421080	1.0	1.0
gene:TraesCS7D03G0020900	Chr7D	4730087	4731728	+	4730907	Chr7D	4494315	4495956	+	4495135	1.0	1.0
gene:TraesCS7D03G0021000	Chr7D	4776548	4779729	-	4778138	Chr7D	4540768	4543949	-	4542358	1.0	1.0
gene:TraesCS7D03G0021200	Chr7D	4787934	4791139	-	4789536	Chr7D	4552152	4555357	-	4553754	1.0	0.999
gene:TraesCS7D03G0021400	Chr7D	4865746	4867669	-	4866707	Chr7D	4629947	4631870	-	4630908	1.0	1.0
gene:TraesCS7D03G0021600	Chr7D	4879511	4883149	-	4881330	Chr7D	4643711	4647349	-	4645530	1.0	1.0
gene:TraesCS7D03G0021700	Chr7D	4993157	4993798	+	4993477	Chr7D	4755127	4755768	+	4755447	1.0	1.0
gene:TraesCS7D03G0021800	Chr7D	4995759	5006435	-	5001097	Chr7D	4757729	4768405	-	4763067	1.0	1.0
gene:TraesCS7D03G0021900	Chr7D	5011736	5019018	-	5015377	Chr7D	4773551	4780833	-	4777192	1.0	0.999
gene:TraesCS7D03G0022200	Chr7D	5069037	5070965	-	5070001	Chr7D	4830499	4832427	-	4831463	1.0	1.0
gene:TraesCS7D03G0022300	Chr7D	5080642	5082005	-	5081323	Chr7D	4842269	4843632	-	4842950	1.0	1.0
gene:TraesCS7D03G0022500	Chr7D	5156361	5160719	+	5158540	Chr7D	4917689	4922122	+	4919905	1.0	1.0
gene:TraesCS7D03G0023000	Chr7D	5173670	5184406	-	5179038	Chr7D	4935072	4945808	-	4940440	1.0	1.0
gene:TraesCS7D03G0023900	Chr7D	5240086	5241924	+	5241005	Chr7D	5001324	5003162	+	5002243	1.0	1.0
gene:TraesCS7D03G0024200	Chr7D	5347426	5350073	+	5348749	Chr7D	5104951	5107598	+	5106274	1.0	1.0
gene:TraesCS7D03G0024300	Chr7D	5350832	5357886	+	5354359	Chr7D	5108357	5115411	+	5111884	1.0	1.0
gene:TraesCS7D03G0024500	Chr7D	5358011	5359163	-	5358587	Chr7D	5115536	5116688	-	5116112	1.0	1.0
gene:TraesCS7D03G0024600	Chr7D	5370394	5375528	+	5372961	Chr7D	5127918	5133052	+	5130485	1.0	1.0
gene:TraesCS7D03G0024700	Chr7D	5379726	5380734	+	5380230	Chr7D	5137415	5138423	+	5137919	1.0	1.0
gene:TraesCS7D03G0024800	Chr7D	5386839	5388290	+	5387564	Chr7D	5144528	5145979	+	5145253	1.0	0.999
gene:TraesCS7D03G0025000	Chr7D	5397924	5398721	-	5398322	Chr7D	5155615	5156412	-	5156013	1.0	1.0
gene:TraesCS7D03G0025200	Chr7D	5441521	5445663	-	5443592	Chr7D	5199265	5203407	-	5201336	1.0	0.999
gene:TraesCS7D03G0025300	Chr7D	5447418	5450587	+	5449002	Chr7D	5205162	5208331	+	5206746	1.0	1.0
gene:TraesCS7D03G0025400	Chr7D	5453391	5454989	-	5454190	Chr7D	5211135	5212733	-	5211934	1.0	1.0
gene:TraesCS7D03G0025800	Chr7D	5525637	5531073	-	5528355	Chr7D	5283501	5288937	-	5286219	1.0	1.0
gene:TraesCS7D03G0025900	Chr7D	5533462	5539159	+	5536310	Chr7D	5291373	5297709	+	5294541	1.0	1.0
gene:TraesCS7D03G0026100	Chr7D	5539351	5546645	-	5542998	Chr7D	5297901	5305195	-	5301548	1.0	1.0
gene:TraesCS7D03G0026200	Chr7D	5548227	5549057	+	5548642	Chr7D	5306762	5307592	+	5307177	1.0	1.0
gene:TraesCS7D03G0026500	Chr7D	5558765	5567731	-	5563248	Chr7D	5317300	5326266	-	5321783	1.0	1.0
gene:TraesCS7D03G0026600	Chr7D	5660265	5660726	+	5660495	Chr7D	5419010	5419471	+	5419240	1.0	1.0
gene:TraesCS7D03G0026800	Chr7D	5667198	5670487	+	5668842	Chr7D	5425931	5429220	+	5427575	1.0	1.0
gene:TraesCS7D03G0027100	Chr7D	5684817	5685430	-	5685123	Chr7D	5443550	5444163	-	5443856	1.0	1.0
gene:TraesCS7D03G0027500	Chr7D	5709595	5711772	-	5710683	Chr7D	5468814	5470991	-	5469902	1.0	0.999
gene:TraesCS7D03G0027700	Chr7D	5736459	5739951	-	5738205	Chr7D	5495752	5499244	-	5497498	1.0	1.0
gene:TraesCS7D03G0027800	Chr7D	5745166	5749744	+	5747455	Chr7D	5504464	5509042	+	5506753	1.0	0.998
gene:TraesCS7D03G0028000	Chr7D	5782905	5784707	+	5783806	Chr7D	5542225	5544027	+	5543126	1.0	1.0
gene:TraesCS7D03G0028100	Chr7D	5801719	5806704	-	5804211	Chr7D	5561183	5566168	-	5563675	1.0	1.0
gene:TraesCS7D03G0028400	Chr7D	5816108	5821345	-	5818726	Chr7D	5575573	5580810	-	5578191	1.0	1.0
gene:TraesCS7D03G0028700	Chr7D	5839445	5843405	-	5841425	Chr7D	5599280	5603240	-	5601260	1.0	1.0
gene:TraesCS7D03G0028800	Chr7D	5866173	5874086	-	5870129	Chr7D	5626387	5634416	-	5630401	1.0	1.0
gene:TraesCS7D03G0029200	Chr7D	5989386	5992001	-	5990693	Chr7D	5750003	5752618	-	5751310	1.0	1.0
gene:TraesCS7D03G0029400	Chr7D	6001014	6003809	-	6002411	Chr7D	5761631	5764426	-	5763028	1.0	1.0
gene:TraesCS7D03G0029700	Chr7D	6091786	6093056	-	6092421	Chr7D	5852419	5853689	-	5853054	1.0	1.0
gene:TraesCS7D03G0030000	Chr7D	6139297	6143157	-	6141227	Chr7D	5899537	5903397	-	5901467	1.0	0.999
gene:TraesCS7D03G0030400	Chr7D	6188468	6190301	+	6189384	Chr7D	5948886	5950719	+	5949802	1.0	1.0
gene:TraesCS7D03G0030500	Chr7D	6333691	6333933	+	6333812	Chr7D	6095257	6095499	+	6095378	1.0	1.0
gene:TraesCS7D03G0030700	Chr7D	6363587	6369866	+	6366726	Chr7D	6124987	6131266	+	6128126	1.0	1.0
gene:TraesCS7D03G0031700	Chr7D	6451280	6455354	+	6453317	Chr7D	6213007	6217082	+	6215044	1.0	1.0
gene:TraesCS7D03G0032100	Chr7D	6702669	6703635	-	6703152	Chr7D	6465532	6466498	-	6466015	1.0	1.0
gene:TraesCS7D03G0032200	Chr7D	6725910	6728735	-	6727322	Chr7D	6488811	6491636	-	6490223	1.0	1.0
gene:TraesCS7D03G0032300	Chr7D	6737403	6739639	-	6738521	Chr7D	6500316	6502552	-	6501434	1.0	1.0
gene:TraesCS7D03G0032400	Chr7D	6749327	6749848	-	6749587	Chr7D	6512241	6512762	-	6512501	1.0	1.0
gene:TraesCS7D03G0032500	Chr7D	6786659	6787027	-	6786843	Chr7D	6549809	6550177	-	6549993	1.0	1.0
gene:TraesCS7D03G0032700	Chr7D	6794039	6794913	+	6794476	Chr7D	6557189	6558063	+	6557626	1.0	1.0
gene:TraesCS7D03G0032800	Chr7D	6818107	6820183	-	6819145	Chr7D	6582727	6584803	-	6583765	1.0	1.0
gene:TraesCS7D03G0032900	Chr7D	6820544	6827092	-	6823818	Chr7D	6585164	6591712	-	6588438	1.0	1.0
gene:TraesCS7D03G0033000	Chr7D	6827271	6831540	+	6829405	Chr7D	6591891	6596160	+	6594025	1.0	1.0
gene:TraesCS7D03G0033100	Chr7D	6831774	6834717	+	6833245	Chr7D	6596394	6599337	+	6597865	1.0	1.0
gene:TraesCS7D03G0033200	Chr7D	6839604	6841430	+	6840517	Chr7D	6604224	6606050	+	6605137	1.0	1.0
gene:TraesCS7D03G0033300	Chr7D	6930735	6932599	+	6931667	Chr7D	6692026	6693890	+	6692958	1.0	1.0
gene:TraesCS7D03G0033400	Chr7D	7042530	7045480	-	7044005	Chr7D	6803871	6806821	-	6805346	1.0	1.0
gene:TraesCS7D03G0033800	Chr7D	7097584	7102366	+	7099975	Chr7D	6858551	6863413	+	6860982	1.0	1.0
gene:TraesCS7D03G0033900	Chr7D	7115748	7119106	-	7117427	Chr7D	6876807	6880550	-	6878678	1.0	0.999
gene:TraesCS7D03G0034000	Chr7D	7126208	7129321	+	7127764	Chr7D	6887652	6890765	+	6889208	1.0	1.0
gene:TraesCS7D03G0034400	Chr7D	7139322	7141221	-	7140271	Chr7D	6900659	6902558	-	6901608	1.0	1.0
gene:TraesCS7D03G0034500	Chr7D	7165452	7165685	+	7165568	Chr7D	6926774	6927007	+	6926890	1.0	1.0
gene:TraesCS7D03G0034900	Chr7D	7429924	7430103	+	7430013	Chr7D	7190549	7190728	+	7190638	1.0	0.994
gene:TraesCS7D03G0035100	Chr7D	7432081	7432269	+	7432175	Chr7D	7192706	7192894	+	7192800	1.0	1.0
gene:TraesCS7D03G0035000	Chr7D	7431827	7434698	-	7433262	Chr7D	7192452	7195323	-	7193887	1.0	1.0
gene:TraesCS7D03G0035200	Chr7D	7436717	7439176	+	7437946	Chr7D	7197342	7199801	+	7198571	1.0	1.0
gene:TraesCS7D03G0035800	Chr7D	7530208	7532630	+	7531419	Chr7D	7290728	7293150	+	7291939	1.0	1.0
gene:TraesCS7D03G0036200	Chr7D	7651162	7658087	-	7654624	Chr7D	7410100	7417025	-	7413562	1.0	1.0
gene:TraesCS7D03G0036300	Chr7D	7658537	7660780	-	7659658	Chr7D	7417475	7419718	-	7418596	1.0	1.0
gene:TraesCS7D03G0036400	Chr7D	7661478	7665197	-	7663337	Chr7D	7420416	7424135	-	7422275	1.0	1.0
gene:TraesCS7D03G0036500	Chr7D	7801942	7803310	+	7802626	Chr7D	7561246	7562614	+	7561930	1.0	0.994
gene:TraesCS7D03G0036600	Chr7D	7803635	7806911	-	7805273	Chr7D	7562939	7565890	-	7564414	0.998	0.989
gene:TraesCS7D03G0036700	Chr7D	7811025	7813078	+	7812051	Chr7D	7569993	7572037	+	7571015	1.0	1.0
gene:TraesCS7D03G0037000	Chr7D	7822729	7823382	-	7823055	Chr7D	7581587	7582240	-	7581913	1.0	0.987
gene:TraesCS7D03G0037200	Chr7D	7851372	7852928	+	7852150	Chr7D	7610406	7611962	+	7611184	1.0	0.995
gene:TraesCS7D03G0037300	Chr7D	7891420	7892988	-	7892204	Chr7D	7648480	7650048	-	7649264	1.0	0.992
gene:TraesCS7D03G0037500	Chr7D	7904938	7907145	+	7906041	Chr7D	7659148	7661355	+	7660251	1.0	0.985
gene:TraesCS7D03G0037600	Chr7D	7917704	7919634	+	7918669	Chr7D	7671903	7673833	+	7672868	1.0	0.997
gene:TraesCS7D03G0040100	Chr7D	8527061	8529751	+	8528406	Chr7D	7840231	7842918	+	7841574	0.998	0.982
gene:TraesCS7D03G0041200	Chr7D	8600205	8601566	+	8600885	Chr7D	8048008	8049401	+	8048704	0.998	0.964
gene:TraesCS7D03G0041300	Chr7D	8602069	8606311	-	8604190	Chr7D	8049906	8054147	-	8052026	0.999	0.996
gene:TraesCS7D03G0041500	Chr7D	8641641	8683479	-	8662560	Chr7D	8067000	8098101	-	8082550	0.942	0.938
gene:TraesCS7D03G0041600	Chr7D	8692848	8697378	-	8695113	Chr7D	8113984	8118514	-	8116249	1.0	0.998
gene:TraesCS7D03G0041900	Chr7D	8703393	8706360	+	8704876	Chr7D	8124548	8127516	+	8126032	1.0	0.997
gene:TraesCS7D03G0042400	Chr7D	8764448	8772792	-	8768620	Chr7D	8192769	8201118	-	8196943	1.0	0.998
gene:TraesCS7D03G0042500	Chr7D	8780335	8781278	-	8780806	Chr7D	8208447	8209394	-	8208920	1.0	0.991
gene:TraesCS7D03G0042600	Chr7D	8783760	8784387	+	8784073	Chr7D	8211848	8212475	+	8212161	1.0	1.0
gene:TraesCS7D03G0043000	Chr7D	8809130	8810609	-	8809869	Chr7D	8237118	8238597	-	8237857	1.0	0.998
gene:TraesCS7D03G0043100	Chr7D	8812269	8816111	-	8814190	Chr7D	8239461	8243309	-	8241385	1.0	0.987
gene:TraesCS7D03G0043600	Chr7D	8906542	8908571	-	8907556	Chr7D	8332401	8334432	-	8333416	1.0	0.992
gene:TraesCS7D03G0043700	Chr7D	8945922	8946350	-	8946136	Chr7D	8386161	8386589	-	8386375	1.0	0.986
gene:TraesCS7D03G0043800	Chr7D	8989832	8990007	-	8989919	Chr7D	8440868	8441043	-	8440955	1.0	0.994
gene:TraesCS7D03G0044000	Chr7D	9007678	9008118	-	9007898	Chr7D	8447427	8447867	-	8447647	1.0	0.988
gene:TraesCS7D03G0044200	Chr7D	9015869	9016030	-	9015949	Chr7D	8487909	8488070	-	8487989	1.0	0.993
gene:TraesCS7D03G0044400	Chr7D	9038079	9038555	-	9038317	Chr7D	8481915	8482391	-	8482153	1.0	0.985
gene:TraesCS7D03G0044500	Chr7D	9082285	9083856	+	9083070	Chr7D	8534928	8536499	+	8535713	1.0	0.994
gene:TraesCS7D03G0045300	Chr7D	9368185	9368706	-	9368445	Chr7D	8690946	8691467	-	8691206	1.0	0.994
gene:TraesCS7D03G0047000	Chr7D	9636820	9641884	-	9639352	Chr7D	8767362	8772429	-	8769895	1.0	0.994
gene:TraesCS7D03G0047100	Chr7D	9642348	9647312	+	9644830	Chr7D	8772895	8777858	+	8775376	0.999	0.995
gene:TraesCS7D03G0047400	Chr7D	9709899	9711626	+	9710762	Chr7D	8840383	8842108	+	8841245	0.998	0.988
gene:TraesCS7D03G0047800	Chr7D	9730707	9731413	+	9731060	Chr7D	8879442	8880151	+	8879796	1.0	0.991
gene:TraesCS7D03G0049400	Chr7D	10356124	10358772	+	10357448	Chr7D	9161152	9163790	+	9162471	1.0	0.995
gene:TraesCS7D03G0050200	Chr7D	10377049	10378124	+	10377586	Chr7D	9169579	9170654	+	9170116	1.0	0.995
gene:TraesCS7D03G0050400	Chr7D	10405468	10406646	-	10406057	Chr7D	9225065	9226243	-	9225654	1.0	0.995
gene:TraesCS7D03G0052000	Chr7D	10866500	10871299	-	10868899	Chr7D	9250424	9255879	-	9253151	0.998	0.966
gene:TraesCS7D03G0052300	Chr7D	10902680	10904162	-	10903421	Chr7D	9284471	9285956	-	9285213	0.995	0.983
gene:TraesCS7D03G0052500	Chr7D	11019985	11021994	+	11020989	Chr7D	9335698	9337702	+	9336700	0.989	0.975
gene:TraesCS7D03G0052600	Chr7D	11022566	11024797	+	11023681	Chr7D	9338274	9340510	+	9339392	1.0	0.99
gene:TraesCS7D03G0052700	Chr7D	11024983	11025588	+	11025285	Chr7D	9340696	9341301	+	9340998	1.0	0.996
gene:TraesCS7D03G0052800	Chr7D	11111603	11112606	+	11112104	Chr7D	9413638	9414599	+	9414118	0.954	0.9
gene:TraesCS7D03G0052900	Chr7D	11117544	11119073	+	11118308	Chr7D	9425747	9427288	+	9426517	1.0	0.981
gene:TraesCS7D03G0053900	Chr7D	11323512	11328407	+	11325959	Chr7D	9654196	9659091	+	9656643	1.0	0.999
gene:TraesCS7D03G0054000	Chr7D	11376382	11377575	+	11376978	Chr7D	9697459	9698652	+	9698055	1.0	0.998
gene:TraesCS7D03G0054100	Chr7D	11379695	11382219	-	11380957	Chr7D	9700773	9703297	-	9702035	1.0	1.0
gene:TraesCS7D03G0054200	Chr7D	11435436	11436531	-	11435983	Chr7D	9756801	9757908	-	9757354	1.0	1.0
gene:TraesCS7D03G0054500	Chr7D	11569127	11570200	+	11569663	Chr7D	9890481	9891554	+	9891017	1.0	0.998
gene:TraesCS7D03G0055000	Chr7D	11627497	11634848	-	11631172	Chr7D	9947523	9954873	-	9951198	1.0	1.0
gene:TraesCS7D03G0055600	Chr7D	11725501	11727900	-	11726700	Chr7D	10044975	10047374	-	10046174	1.0	1.0
gene:TraesCS7D03G0055700	Chr7D	11728834	11730683	-	11729758	Chr7D	10048308	10050157	-	10049232	1.0	0.999
gene:TraesCS7D03G0055800	Chr7D	11731280	11736454	-	11733867	Chr7D	10050754	10055928	-	10053341	1.0	1.0
gene:TraesCS7D03G0055900	Chr7D	11787653	11788291	-	11787972	Chr7D	10106096	10106734	-	10106415	1.0	1.0
gene:TraesCS7D03G0056600	Chr7D	11905937	11909595	-	11907766	Chr7D	10222595	10226253	-	10224424	1.0	1.0
gene:TraesCS7D03G0056700	Chr7D	11934965	11938985	+	11936975	Chr7D	10251546	10255566	+	10253556	1.0	0.999
gene:TraesCS7D03G0056800	Chr7D	11942273	11943273	+	11942773	Chr7D	10258854	10259854	+	10259354	1.0	1.0
gene:TraesCS7D03G0057000	Chr7D	11963187	11972341	+	11967764	Chr7D	10279769	10288923	+	10284346	1.0	1.0
gene:TraesCS7D03G0057100	Chr7D	11973144	11977583	-	11975363	Chr7D	10289726	10294224	-	10291975	1.0	1.0
gene:TraesCS7D03G0057300	Chr7D	12005583	12006702	-	12006142	Chr7D	10321068	10322187	-	10321627	1.0	1.0
gene:TraesCS7D03G0057700	Chr7D	12026251	12027868	-	12027059	Chr7D	10341333	10342950	-	10342141	1.0	0.999
gene:TraesCS7D03G0057900	Chr7D	12331422	12333890	-	12332656	Chr7D	10551548	10554016	-	10552782	1.0	0.995
gene:TraesCS7D03G0058400	Chr7D	12593304	12594041	+	12593672	Chr7D	11023534	11024271	+	11023902	1.0	1.0
gene:TraesCS7D03G0058500	Chr7D	12649083	12649933	+	12649508	Chr7D	11078450	11079300	+	11078875	1.0	1.0
gene:TraesCS7D03G0059000	Chr7D	12710910	12711648	-	12711279	Chr7D	11138064	11138802	-	11138433	1.0	1.0
