gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity
gene:TraesCS3D03G0005800	Chr3D	1311820	1319448	-	1315634	Chr3D	1590574	1598201	-	1594387	1.0	1.0
gene:TraesCS3D03G0006000	Chr3D	1438099	1438536	+	1438317	Chr3D	1717225	1717662	+	1717443	1.0	1.0
gene:TraesCS3D03G0006100	Chr3D	1442015	1445174	+	1443594	Chr3D	1721141	1724300	+	1722720	1.0	1.0
gene:TraesCS3D03G0006200	Chr3D	1445437	1445859	+	1445648	Chr3D	1724563	1724985	+	1724774	1.0	1.0
gene:TraesCS3D03G0006300	Chr3D	1454041	1455036	+	1454538	Chr3D	1732865	1733860	+	1733362	1.0	1.0
gene:TraesCS3D03G0006400	Chr3D	1456044	1459329	+	1457686	Chr3D	1734871	1738156	+	1736513	1.0	0.995
gene:TraesCS3D03G0006500	Chr3D	1492135	1493450	-	1492792	Chr3D	1771328	1772643	-	1771985	1.0	1.0
gene:TraesCS3D03G0007100	Chr3D	1528154	1536879	+	1532516	Chr3D	1807241	1815966	+	1811603	1.0	1.0
gene:TraesCS3D03G0008200	Chr3D	1597665	1598401	-	1598033	Chr3D	1875806	1876542	-	1876174	1.0	1.0
gene:TraesCS3D03G0008300	Chr3D	1599656	1600469	-	1600062	Chr3D	1877797	1878610	-	1878203	1.0	1.0
gene:TraesCS3D03G0008600	Chr3D	1634647	1635048	+	1634847	Chr3D	1912954	1913355	+	1913154	1.0	1.0
gene:TraesCS3D03G0008700	Chr3D	1640311	1640715	+	1640513	Chr3D	1918707	1919111	+	1918909	1.0	0.997
gene:TraesCS3D03G0008900	Chr3D	1650019	1650432	+	1650225	Chr3D	1928536	1928949	+	1928742	1.0	1.0
gene:TraesCS3D03G0009200	Chr3D	1663003	1663416	+	1663209	Chr3D	1941594	1942007	+	1941800	1.0	1.0
gene:TraesCS3D03G0009300	Chr3D	1666794	1667266	+	1667030	Chr3D	1945385	1945857	+	1945621	1.0	1.0
gene:TraesCS3D03G0009500	Chr3D	1703702	1704112	+	1703907	Chr3D	1982793	1983203	+	1982998	1.0	1.0
gene:TraesCS3D03G0009700	Chr3D	1710714	1711334	+	1711024	Chr3D	1989807	1990427	+	1990117	1.0	0.998
gene:TraesCS3D03G0009800	Chr3D	1743259	1753813	+	1748536	Chr3D	2023098	2033652	+	2028375	1.0	1.0
gene:TraesCS3D03G0009900	Chr3D	1754612	1755127	+	1754869	Chr3D	2034451	2034966	+	2034708	1.0	1.0
gene:TraesCS3D03G0010000	Chr3D	1755449	1757937	+	1756693	Chr3D	2035289	2037777	+	2036533	1.0	1.0
gene:TraesCS3D03G0010200	Chr3D	1762394	1764826	-	1763610	Chr3D	2042234	2044507	-	2043370	1.0	1.0
gene:TraesCS3D03G0010400	Chr3D	1805922	1810130	-	1808026	Chr3D	2085814	2090022	-	2087918	1.0	1.0
gene:TraesCS3D03G0010800	Chr3D	1859508	1860115	+	1859811	Chr3D	2139642	2140249	+	2139945	1.0	1.0
gene:TraesCS3D03G0010900	Chr3D	1910403	1912311	+	1911357	Chr3D	2190480	2192388	+	2191434	1.0	1.0
gene:TraesCS3D03G0011300	Chr3D	1978580	1986420	+	1982500	Chr3D	2258351	2266193	+	2262272	1.0	1.0
gene:TraesCS3D03G0011500	Chr3D	2010145	2011606	-	2010875	Chr3D	2289952	2291413	-	2290682	1.0	1.0
gene:TraesCS3D03G0011600	Chr3D	2017247	2017954	-	2017600	Chr3D	2297054	2297761	-	2297407	1.0	1.0
gene:TraesCS3D03G0011800	Chr3D	2026973	2028527	+	2027750	Chr3D	2306753	2308307	+	2307530	1.0	1.0
gene:TraesCS3D03G0012000	Chr3D	2053716	2054928	-	2054322	Chr3D	2333225	2334437	-	2333831	1.0	1.0
gene:TraesCS3D03G0012100	Chr3D	2127753	2133721	+	2130737	Chr3D	2408647	2413433	+	2411040	0.911	0.911
gene:TraesCS3D03G0012200	Chr3D	2136778	2137941	+	2137359	Chr3D	2416490	2417653	+	2417071	1.0	1.0
gene:TraesCS3D03G0012400	Chr3D	2149067	2150912	-	2149989	Chr3D	2428640	2430485	-	2429562	1.0	1.0
gene:TraesCS3D03G0012500	Chr3D	2154098	2155753	-	2154925	Chr3D	2433671	2435326	-	2434498	1.0	1.0
gene:TraesCS3D03G0012600	Chr3D	2162896	2166424	+	2164660	Chr3D	2442330	2445858	+	2444094	1.0	1.0
gene:TraesCS3D03G0013200	Chr3D	2238841	2242333	-	2240587	Chr3D	2518261	2521753	-	2520007	1.0	1.0
gene:TraesCS3D03G0013300	Chr3D	2257630	2259555	+	2258592	Chr3D	2537048	2538973	+	2538010	1.0	1.0
gene:TraesCS3D03G0013800	Chr3D	2294788	2295291	+	2295039	Chr3D	2541702	2542205	+	2541953	1.0	1.0
gene:TraesCS3D03G0014000	Chr3D	2398280	2400277	+	2399278	Chr3D	2648628	2650625	+	2649626	1.0	1.0
gene:TraesCS3D03G0014600	Chr3D	2552601	2554386	+	2553493	Chr3D	2797389	2799174	+	2798281	1.0	0.997
gene:TraesCS3D03G0014700	Chr3D	2560435	2562487	-	2561461	Chr3D	2805222	2807274	-	2806248	1.0	1.0
gene:TraesCS3D03G0014900	Chr3D	2583351	2584671	+	2584011	Chr3D	2828512	2829832	+	2829172	1.0	1.0
gene:TraesCS3D03G0015000	Chr3D	2600829	2601799	+	2601314	Chr3D	2845989	2846959	+	2846474	1.0	1.0
gene:TraesCS3D03G0015300	Chr3D	2617340	2619344	-	2618342	Chr3D	2862388	2864391	-	2863389	1.0	1.0
gene:TraesCS3D03G0015400	Chr3D	2626555	2635265	-	2630910	Chr3D	2871590	2880296	-	2875943	1.0	1.0
gene:TraesCS3D03G0015600	Chr3D	2641623	2645541	+	2643582	Chr3D	2886653	2890657	+	2888655	1.0	1.0
gene:TraesCS3D03G0015800	Chr3D	2700272	2701546	+	2700909	Chr3D	2945345	2946619	+	2945982	1.0	1.0
gene:TraesCS3D03G0016100	Chr3D	2774139	2784069	-	2779104	Chr3D	3015690	3025690	-	3020690	1.0	1.0
gene:TraesCS3D03G0016200	Chr3D	2786027	2787151	-	2786589	Chr3D	3027648	3028772	-	3028210	1.0	1.0
gene:TraesCS3D03G0016400	Chr3D	2878039	2879731	+	2878885	Chr3D	3119706	3121398	+	3120552	1.0	0.999
gene:TraesCS3D03G0016800	Chr3D	2943292	2945097	-	2944194	Chr3D	3182974	3184779	-	3183876	1.0	1.0
gene:TraesCS3D03G0016900	Chr3D	2965361	2969762	+	2967561	Chr3D	3204990	3209392	+	3207191	1.0	0.999
gene:TraesCS3D03G0017100	Chr3D	3024974	3029545	+	3027259	Chr3D	3264159	3268730	+	3266444	1.0	1.0
gene:TraesCS3D03G0017200	Chr3D	3040446	3042139	-	3041292	Chr3D	3279632	3281325	-	3280478	1.0	1.0
gene:TraesCS3D03G0017300	Chr3D	3048907	3051705	+	3050306	Chr3D	3288116	3290914	+	3289515	1.0	1.0
gene:TraesCS3D03G0017400	Chr3D	3116522	3120868	+	3118695	Chr3D	3355447	3359793	+	3357620	1.0	1.0
gene:TraesCS3D03G0017500	Chr3D	3124047	3124545	-	3124296	Chr3D	3362972	3363470	-	3363221	1.0	1.0
gene:TraesCS3D03G0017900	Chr3D	3185368	3186843	-	3186105	Chr3D	3424282	3425757	-	3425019	1.0	0.997
gene:TraesCS3D03G0019200	Chr3D	3384909	3385563	+	3385236	Chr3D	3566726	3567390	+	3567058	0.989	0.968
gene:TraesCS3D03G0019300	Chr3D	3396088	3398473	-	3397280	Chr3D	3571169	3573553	-	3572361	1.0	0.991
gene:TraesCS3D03G0019400	Chr3D	3412818	3414283	+	3413550	Chr3D	3609634	3611122	+	3610378	1.0	0.992
gene:TraesCS3D03G0019500	Chr3D	3414637	3415780	+	3415208	Chr3D	3611450	3612595	+	3612022	1.0	0.987
gene:TraesCS3D03G0019900	Chr3D	3512636	3514159	+	3513397	Chr3D	3668174	3669697	+	3668935	1.0	0.998
gene:TraesCS3D03G0020000	Chr3D	3546869	3547792	+	3547330	Chr3D	3684011	3684933	+	3684472	1.0	0.982
gene:TraesCS3D03G0020300	Chr3D	3575256	3575879	-	3575567	Chr3D	3707739	3708362	-	3708050	1.0	1.0
gene:TraesCS3D03G0020400	Chr3D	3578221	3578589	+	3578405	Chr3D	3714084	3714470	+	3714277	1.0	0.925
gene:TraesCS3D03G0020900	Chr3D	3975249	3979260	-	3977254	Chr3D	4208718	4212727	-	4210722	1.0	0.982
gene:TraesCS3D03G0021000	Chr3D	3997940	3998751	-	3998345	Chr3D	4219581	4220393	-	4219987	1.0	0.975
gene:TraesCS3D03G0021100	Chr3D	3999469	4000474	+	3999971	Chr3D	4221111	4222116	+	4221613	1.0	0.982
gene:TraesCS3D03G0021200	Chr3D	4031672	4032662	-	4032167	Chr3D	4232002	4232992	-	4232497	1.0	0.993
gene:TraesCS3D03G0021300	Chr3D	4033298	4034189	+	4033743	Chr3D	4233570	4234450	+	4234010	0.985	0.931
gene:TraesCS3D03G0021400	Chr3D	4053385	4056293	-	4054839	Chr3D	4240674	4243605	-	4242139	1.0	0.993
gene:TraesCS3D03G0021500	Chr3D	4059067	4062689	-	4060878	Chr3D	4246904	4250526	-	4248715	1.0	0.995
gene:TraesCS3D03G0021600	Chr3D	4061948	4065524	+	4063736	Chr3D	4249785	4253361	+	4251573	1.0	0.993
gene:TraesCS3D03G0021800	Chr3D	4098245	4099227	+	4098736	Chr3D	4279898	4280880	+	4280389	1.0	0.99
gene:TraesCS3D03G0021900	Chr3D	4120743	4121812	+	4121277	Chr3D	4334820	4335849	+	4335334	0.932	0.921
gene:TraesCS3D03G0022000	Chr3D	4125165	4126281	+	4125723	Chr3D	4339206	4340385	+	4339795	0.967	0.935
gene:TraesCS3D03G0022100	Chr3D	4152526	4155542	-	4154034	Chr3D	4351809	4354825	-	4353317	1.0	0.988
gene:TraesCS3D03G0022300	Chr3D	4155163	4158552	+	4156857	Chr3D	4354446	4357836	+	4356141	1.0	0.997
gene:TraesCS3D03G0022400	Chr3D	4165437	4168414	-	4166925	Chr3D	4364802	4367778	-	4366290	1.0	0.996
gene:TraesCS3D03G0022500	Chr3D	4172309	4181762	+	4177035	Chr3D	4371674	4381176	+	4376425	1.0	0.997
gene:TraesCS3D03G0022800	Chr3D	4274705	4275732	+	4275218	Chr3D	4462238	4463359	+	4462798	1.0	0.989
gene:TraesCS3D03G0023200	Chr3D	4339528	4347505	-	4343516	Chr3D	4549049	4556941	-	4552995	0.966	0.917
gene:TraesCS3D03G0023300	Chr3D	4375581	4381618	+	4378599	Chr3D	4583202	4589236	+	4586219	0.995	0.975
gene:TraesCS3D03G0023400	Chr3D	4387252	4391881	+	4389566	Chr3D	4594663	4599290	+	4596976	1.0	0.996
gene:TraesCS3D03G0024300	Chr3D	4468799	4477250	-	4473024	Chr3D	4681684	4690106	-	4685895	0.979	0.954
gene:TraesCS3D03G0024400	Chr3D	4487254	4488429	+	4487841	Chr3D	4704845	4706020	+	4705432	1.0	0.997
gene:TraesCS3D03G0024500	Chr3D	4630318	4631634	+	4630976	Chr3D	4846975	4848291	+	4847633	1.0	0.993
gene:TraesCS3D03G0024800	Chr3D	4798087	4799427	-	4798757	Chr3D	5008065	5009405	-	5008735	1.0	1.0
gene:TraesCS3D03G0025100	Chr3D	4830495	4833579	+	4832037	Chr3D	5040461	5043646	+	5042053	1.0	0.999
gene:TraesCS3D03G0025200	Chr3D	4845352	4845861	-	4845606	Chr3D	5055835	5056344	-	5056089	1.0	1.0
gene:TraesCS3D03G0025900	Chr3D	4928177	4929445	-	4928811	Chr3D	5138576	5139844	-	5139210	1.0	1.0
gene:TraesCS3D03G0026000	Chr3D	4935230	4935895	-	4935562	Chr3D	5145681	5146346	-	5146013	1.0	1.0
gene:TraesCS3D03G0026100	Chr3D	4935908	4937074	-	4936491	Chr3D	5146359	5147525	-	5146942	1.0	1.0
gene:TraesCS3D03G0026300	Chr3D	4944501	4947286	-	4945893	Chr3D	5154949	5157734	-	5156341	1.0	1.0
gene:TraesCS3D03G0026400	Chr3D	4947878	4951368	+	4949623	Chr3D	5158326	5161816	+	5160071	1.0	1.0
gene:TraesCS3D03G0026500	Chr3D	4961782	4963552	-	4962667	Chr3D	5172273	5174043	-	5173158	1.0	1.0
gene:TraesCS3D03G0026700	Chr3D	4964476	4967939	+	4966207	Chr3D	5174967	5178430	+	5176698	1.0	1.0
gene:TraesCS3D03G0026900	Chr3D	4973490	4975174	+	4974332	Chr3D	5183993	5185677	+	5184835	1.0	1.0
gene:TraesCS3D03G0027000	Chr3D	4976720	4977724	+	4977222	Chr3D	5187223	5188226	+	5187724	0.998	0.998
gene:TraesCS3D03G0027200	Chr3D	4983534	4986082	-	4984808	Chr3D	5194058	5196606	-	5195332	1.0	0.998
gene:TraesCS3D03G0027300	Chr3D	4991113	4994395	+	4992754	Chr3D	5201639	5204982	+	5203310	1.0	0.988
gene:TraesCS3D03G0027600	Chr3D	5018773	5020888	+	5019830	Chr3D	5229587	5231702	+	5230644	1.0	1.0
gene:TraesCS3D03G0027900	Chr3D	5123600	5124617	+	5124108	Chr3D	5334402	5335419	+	5334910	1.0	1.0
gene:TraesCS3D03G0028000	Chr3D	5150285	5152919	-	5151602	Chr3D	5361160	5363794	-	5362477	1.0	1.0
gene:TraesCS3D03G0028400	Chr3D	5207240	5211099	+	5209169	Chr3D	5418244	5422074	+	5420159	1.0	0.998
gene:TraesCS3D03G0028500	Chr3D	5218049	5224103	-	5221076	Chr3D	5429201	5435261	-	5432231	1.0	1.0
gene:TraesCS3D03G0028600	Chr3D	5346035	5349635	-	5347835	Chr3D	5557790	5561390	-	5559590	1.0	1.0
gene:TraesCS3D03G0028700	Chr3D	5379183	5382995	-	5381089	Chr3D	5591022	5594834	-	5592928	1.0	1.0
gene:TraesCS3D03G0028800	Chr3D	5384693	5385410	+	5385051	Chr3D	5596531	5597248	+	5596889	1.0	1.0
gene:TraesCS3D03G0029100	Chr3D	5402548	5402835	-	5402691	Chr3D	5614470	5614757	-	5614613	1.0	1.0
gene:TraesCS3D03G0029200	Chr3D	5609039	5613244	-	5611141	Chr3D	5788060	5792265	-	5790162	1.0	1.0
gene:TraesCS3D03G0029300	Chr3D	5616378	5617808	+	5617093	Chr3D	5795399	5796829	+	5796114	1.0	1.0
gene:TraesCS3D03G0029400	Chr3D	5621041	5625400	-	5623220	Chr3D	5800062	5804421	-	5802241	1.0	1.0
gene:TraesCS3D03G0029500	Chr3D	5656561	5658853	+	5657707	Chr3D	5835671	5837963	+	5836817	1.0	1.0
gene:TraesCS3D03G0029600	Chr3D	5661975	5667801	+	5664888	Chr3D	5841085	5847027	+	5844056	1.0	0.977
gene:TraesCS3D03G0029700	Chr3D	5686609	5688092	-	5687350	Chr3D	5866016	5867499	-	5866757	1.0	1.0
gene:TraesCS3D03G0029900	Chr3D	5731894	5733309	+	5732601	Chr3D	5914144	5915559	+	5914851	1.0	1.0
gene:TraesCS3D03G0030000	Chr3D	5739726	5743791	-	5741758	Chr3D	5921976	5926047	-	5924011	1.0	0.999
gene:TraesCS3D03G0030100	Chr3D	5763633	5767044	-	5765338	Chr3D	5946024	5949435	-	5947729	1.0	1.0
gene:TraesCS3D03G0030200	Chr3D	5797017	5800765	+	5798891	Chr3D	5978522	5982270	+	5980396	1.0	1.0
gene:TraesCS3D03G0030300	Chr3D	5809005	5810319	+	5809662	Chr3D	5990604	5991918	+	5991261	1.0	1.0
gene:TraesCS3D03G0030400	Chr3D	5816005	5816940	+	5816472	Chr3D	5997603	5998538	+	5998070	1.0	1.0
gene:TraesCS3D03G0030500	Chr3D	5818304	5819531	-	5818917	Chr3D	5999902	6001129	-	6000515	1.0	0.998
gene:TraesCS3D03G0030600	Chr3D	5820146	5821511	-	5820828	Chr3D	6001744	6003109	-	6002426	1.0	1.0
gene:TraesCS3D03G0030900	Chr3D	5862195	5863530	-	5862862	Chr3D	6043968	6045303	-	6044635	1.0	1.0
gene:TraesCS3D03G0031000	Chr3D	5867190	5868919	+	5868054	Chr3D	6048883	6050612	+	6049747	1.0	1.0
gene:TraesCS3D03G0031100	Chr3D	5870206	5872024	-	5871115	Chr3D	6051899	6053717	-	6052808	1.0	1.0
gene:TraesCS3D03G0031200	Chr3D	5875186	5878680	+	5876933	Chr3D	6056879	6060373	+	6058626	1.0	1.0
gene:TraesCS3D03G0031300	Chr3D	5880800	5886024	-	5883412	Chr3D	6062493	6067717	-	6065105	1.0	1.0
gene:TraesCS3D03G0031400	Chr3D	6013557	6016610	+	6015083	Chr3D	6198481	6201533	+	6200007	1.0	1.0
gene:TraesCS3D03G0031600	Chr3D	6017542	6019765	-	6018653	Chr3D	6202481	6204704	-	6203592	1.0	1.0
gene:TraesCS3D03G0031700	Chr3D	6021226	6025147	-	6023186	Chr3D	6206165	6210122	-	6208143	1.0	1.0
gene:TraesCS3D03G0031800	Chr3D	6026140	6028193	-	6027166	Chr3D	6211115	6213168	-	6212141	1.0	1.0
gene:TraesCS3D03G0031900	Chr3D	6034462	6038139	+	6036300	Chr3D	6219437	6223241	+	6221339	1.0	1.0
gene:TraesCS3D03G0032000	Chr3D	6063729	6071669	+	6067699	Chr3D	6248629	6256569	+	6252599	1.0	1.0
gene:TraesCS3D03G0032100	Chr3D	6141043	6143113	+	6142078	Chr3D	6326221	6328291	+	6327256	1.0	1.0
gene:TraesCS3D03G0032200	Chr3D	6147248	6150321	-	6148784	Chr3D	6332427	6335500	-	6333963	1.0	1.0
gene:TraesCS3D03G0032400	Chr3D	6167729	6170462	-	6169095	Chr3D	6352903	6355636	-	6354269	1.0	1.0
gene:TraesCS3D03G0032700	Chr3D	6177438	6180753	-	6179095	Chr3D	6362612	6365927	-	6364269	1.0	1.0
gene:TraesCS3D03G0032800	Chr3D	6193499	6194282	+	6193890	Chr3D	6378673	6379456	+	6379064	1.0	1.0
gene:TraesCS3D03G0032900	Chr3D	6196409	6198230	-	6197319	Chr3D	6381583	6383404	-	6382493	1.0	1.0
gene:TraesCS3D03G0033400	Chr3D	6332166	6338039	+	6335102	Chr3D	6517499	6523372	+	6520435	1.0	1.0
gene:TraesCS3D03G0033500	Chr3D	6339455	6344609	-	6342032	Chr3D	6524788	6529843	-	6527315	1.0	1.0
gene:TraesCS3D03G0033600	Chr3D	6402458	6406175	-	6404316	Chr3D	6590123	6593840	-	6591981	1.0	1.0
gene:TraesCS3D03G0033700	Chr3D	6408680	6414449	+	6411564	Chr3D	6596345	6601911	+	6599128	1.0	1.0
gene:TraesCS3D03G0033800	Chr3D	6424052	6425978	-	6425015	Chr3D	6611229	6613155	-	6612192	1.0	1.0
gene:TraesCS3D03G0033900	Chr3D	6428865	6430477	+	6429671	Chr3D	6616042	6617654	+	6616848	1.0	0.999
gene:TraesCS3D03G0034100	Chr3D	6454019	6455576	-	6454797	Chr3D	6641198	6642755	-	6641976	1.0	0.999
gene:TraesCS3D03G0034200	Chr3D	6459248	6460446	-	6459847	Chr3D	6646426	6647624	-	6647025	1.0	1.0
gene:TraesCS3D03G0034300	Chr3D	6464310	6465173	-	6464741	Chr3D	6651507	6652370	-	6651938	1.0	1.0
gene:TraesCS3D03G0034400	Chr3D	6528383	6528670	-	6528526	Chr3D	6715011	6715298	-	6715154	1.0	1.0
gene:TraesCS3D03G0034800	Chr3D	6659972	6665271	+	6662621	Chr3D	6844618	6849923	+	6847270	1.0	0.999
gene:TraesCS3D03G0034900	Chr3D	6674763	6676403	+	6675583	Chr3D	6859415	6861055	+	6860235	1.0	1.0
gene:TraesCS3D03G0035000	Chr3D	6724677	6728276	+	6726476	Chr3D	6909203	6912801	+	6911002	1.0	1.0
gene:TraesCS3D03G0035100	Chr3D	6728459	6731952	-	6730205	Chr3D	6912984	6916477	-	6914730	1.0	1.0
gene:TraesCS3D03G0035200	Chr3D	6736247	6737317	-	6736782	Chr3D	6920882	6921952	-	6921417	1.0	1.0
gene:TraesCS3D03G0035300	Chr3D	6744076	6752258	+	6748167	Chr3D	6928622	6936804	+	6932713	1.0	1.0
gene:TraesCS3D03G0035400	Chr3D	6752843	6753088	+	6752965	Chr3D	6937389	6937634	+	6937511	1.0	1.0
gene:TraesCS3D03G0035600	Chr3D	6859224	6861630	-	6860427	Chr3D	7046258	7048664	-	7047461	1.0	0.999
gene:TraesCS3D03G0035700	Chr3D	6947951	6948541	+	6948246	Chr3D	7134977	7135567	+	7135272	1.0	1.0
gene:TraesCS3D03G0035900	Chr3D	6966063	6967893	+	6966978	Chr3D	7153093	7154923	+	7154008	1.0	1.0
gene:TraesCS3D03G0036100	Chr3D	6969121	6970794	-	6969957	Chr3D	7156151	7157824	-	7156987	1.0	1.0
gene:TraesCS3D03G0036200	Chr3D	6973041	6975568	+	6974304	Chr3D	7160069	7162596	+	7161332	1.0	1.0
gene:TraesCS3D03G0036500	Chr3D	7017167	7018259	+	7017713	Chr3D	7203856	7204948	+	7204402	1.0	0.999
gene:TraesCS3D03G0036700	Chr3D	7020377	7021321	-	7020849	Chr3D	7207066	7208010	-	7207538	1.0	1.0
gene:TraesCS3D03G0036900	Chr3D	7026135	7026917	+	7026526	Chr3D	7212671	7213453	+	7213062	1.0	1.0
gene:TraesCS3D03G0037100	Chr3D	7029142	7032386	-	7030764	Chr3D	7215678	7218922	-	7217300	1.0	1.0
gene:TraesCS3D03G0037400	Chr3D	7087609	7088550	-	7088079	Chr3D	7273726	7274667	-	7274196	1.0	1.0
gene:TraesCS3D03G0037500	Chr3D	7092063	7092587	+	7092325	Chr3D	7278180	7278704	+	7278442	1.0	1.0
gene:TraesCS3D03G0037600	Chr3D	7100495	7105183	-	7102839	Chr3D	7286611	7291299	-	7288955	1.0	1.0
gene:TraesCS3D03G0037900	Chr3D	7120235	7122799	-	7121517	Chr3D	7306083	7308647	-	7307365	1.0	1.0
gene:TraesCS3D03G0038000	Chr3D	7127769	7132579	+	7130174	Chr3D	7313537	7318347	+	7315942	1.0	1.0
gene:TraesCS3D03G0038200	Chr3D	7163467	7166630	+	7165048	Chr3D	7346031	7348954	+	7347492	1.0	1.0
gene:TraesCS3D03G0038500	Chr3D	7169943	7171604	+	7170773	Chr3D	7352267	7353928	+	7353097	1.0	1.0
gene:TraesCS3D03G0038600	Chr3D	7175330	7176971	+	7176150	Chr3D	7357654	7359295	+	7358474	1.0	1.0
gene:TraesCS3D03G0038800	Chr3D	7179334	7183356	+	7181345	Chr3D	7361503	7365525	+	7363514	1.0	1.0
gene:TraesCS3D03G0039000	Chr3D	7183880	7184701	-	7184290	Chr3D	7366049	7366870	-	7366459	1.0	1.0
gene:TraesCS3D03G0039200	Chr3D	7217237	7225137	+	7221187	Chr3D	7393447	7401347	+	7397397	1.0	1.0
gene:TraesCS3D03G0039300	Chr3D	7226047	7227533	+	7226790	Chr3D	7402257	7403743	+	7403000	1.0	1.0
gene:TraesCS3D03G0039400	Chr3D	7228566	7240939	-	7234752	Chr3D	7404776	7417009	-	7410892	1.0	1.0
gene:TraesCS3D03G0039500	Chr3D	7241582	7242961	-	7242271	Chr3D	7417652	7419031	-	7418341	1.0	1.0
gene:TraesCS3D03G0039600	Chr3D	7251751	7252314	+	7252032	Chr3D	7427714	7428277	+	7427995	1.0	1.0
gene:TraesCS3D03G0039700	Chr3D	7254664	7266601	-	7260632	Chr3D	7430358	7442284	-	7436321	0.996	0.996
gene:TraesCS3D03G0040000	Chr3D	7285215	7288674	-	7286944	Chr3D	7460736	7464195	-	7462465	1.0	1.0
gene:TraesCS3D03G0040200	Chr3D	7334462	7338445	+	7336453	Chr3D	7509832	7513815	+	7511823	1.0	1.0
gene:TraesCS3D03G0040400	Chr3D	7403155	7409310	+	7406232	Chr3D	7578690	7584845	+	7581767	1.0	0.999
