gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity
gene:TraesCS2D03G0004000	Chr2D	2035288	2045623	-	2040455	Chr2D	2665590	2675927	-	2670758	1.0	1.0
gene:TraesCS2D03G0004200	Chr2D	2080191	2084496	-	2082343	Chr2D	2710833	2715138	-	2712985	1.0	1.0
gene:TraesCS2D03G0004400	Chr2D	2112411	2114551	+	2113481	Chr2D	2743188	2745328	+	2744258	1.0	0.994
gene:TraesCS2D03G0004700	Chr2D	2134921	2136477	+	2135699	Chr2D	2765699	2767255	+	2766477	1.0	1.0
gene:TraesCS2D03G0004900	Chr2D	2166064	2169473	+	2167768	Chr2D	2795806	2799215	+	2797510	1.0	1.0
gene:TraesCS2D03G0005500	Chr2D	2236212	2236508	+	2236360	Chr2D	2864118	2864414	+	2864266	1.0	1.0
gene:TraesCS2D03G0005600	Chr2D	2258249	2265583	-	2261916	Chr2D	2886155	2893489	-	2889822	1.0	1.0
gene:TraesCS2D03G0005900	Chr2D	2317970	2318269	+	2318119	Chr2D	2945896	2946195	+	2946045	1.0	1.0
gene:TraesCS2D03G0006000	Chr2D	2342608	2342999	+	2342803	Chr2D	2970614	2971005	+	2970809	1.0	1.0
gene:TraesCS2D03G0006100	Chr2D	2357178	2357867	+	2357522	Chr2D	2985180	2985869	+	2985524	1.0	1.0
gene:TraesCS2D03G0006300	Chr2D	2377158	2383178	+	2380168	Chr2D	3004005	3010025	+	3007015	1.0	1.0
gene:TraesCS2D03G0006700	Chr2D	2441659	2447889	-	2444774	Chr2D	3068346	3074578	-	3071462	1.0	1.0
gene:TraesCS2D03G0006900	Chr2D	2460550	2464534	+	2462542	Chr2D	3087274	3091258	+	3089266	1.0	1.0
gene:TraesCS2D03G0007000	Chr2D	2476849	2478615	+	2477732	Chr2D	3102494	3104260	+	3103377	1.0	1.0
gene:TraesCS2D03G0007200	Chr2D	2481500	2482253	+	2481876	Chr2D	3107145	3107898	+	3107521	1.0	1.0
gene:TraesCS2D03G0007300	Chr2D	2551630	2555070	-	2553350	Chr2D	3177446	3180886	-	3179166	1.0	0.999
gene:TraesCS2D03G0007400	Chr2D	2560214	2564364	-	2562289	Chr2D	3186030	3190181	-	3188105	1.0	1.0
gene:TraesCS2D03G0007600	Chr2D	2581561	2586301	-	2583931	Chr2D	3207482	3212222	-	3209852	1.0	1.0
gene:TraesCS2D03G0007700	Chr2D	2586427	2592087	+	2589257	Chr2D	3212348	3218008	+	3215178	1.0	1.0
gene:TraesCS2D03G0007800	Chr2D	2603284	2607140	+	2605212	Chr2D	3229284	3233140	+	3231212	1.0	1.0
gene:TraesCS2D03G0007900	Chr2D	2621863	2623404	-	2622633	Chr2D	3247858	3249399	-	3248628	1.0	1.0
gene:TraesCS2D03G0008000	Chr2D	2626556	2626956	-	2626756	Chr2D	3252617	3253017	-	3252817	1.0	1.0
gene:TraesCS2D03G0008100	Chr2D	2648905	2654771	-	2651838	Chr2D	3275061	3280927	-	3277994	1.0	1.0
gene:TraesCS2D03G0008200	Chr2D	2658256	2661803	+	2660029	Chr2D	3284412	3287959	+	3286185	1.0	1.0
gene:TraesCS2D03G0008300	Chr2D	2724182	2725042	+	2724612	Chr2D	3350601	3351461	+	3351031	1.0	1.0
gene:TraesCS2D03G0008700	Chr2D	2752006	2762262	+	2757134	Chr2D	3378500	3388756	+	3383628	1.0	1.0
gene:TraesCS2D03G0008800	Chr2D	2786355	2790275	-	2788315	Chr2D	3412847	3416767	-	3414807	1.0	0.994
gene:TraesCS2D03G0008900	Chr2D	2802388	2806733	-	2804560	Chr2D	3428863	3433208	-	3431035	1.0	1.0
gene:TraesCS2D03G0009200	Chr2D	2859610	2869289	+	2864449	Chr2D	3486185	3495862	+	3491023	1.0	1.0
gene:TraesCS2D03G0009500	Chr2D	2918144	2920257	+	2919200	Chr2D	3544731	3546844	+	3545787	1.0	1.0
gene:TraesCS2D03G0009600	Chr2D	2923559	2927123	+	2925341	Chr2D	3550146	3553710	+	3551928	1.0	1.0
gene:TraesCS2D03G0009900	Chr2D	2982196	2984259	-	2983227	Chr2D	3609245	3611308	-	3610276	1.0	1.0
gene:TraesCS2D03G0010300	Chr2D	2997998	3002398	+	3000198	Chr2D	3625249	3629649	+	3627449	1.0	0.999
gene:TraesCS2D03G0010400	Chr2D	3010267	3011838	-	3011052	Chr2D	3637648	3639219	-	3638433	1.0	1.0
gene:TraesCS2D03G0010500	Chr2D	3016111	3017798	+	3016954	Chr2D	3643492	3645179	+	3644335	1.0	1.0
gene:TraesCS2D03G0010700	Chr2D	3037721	3039448	+	3038584	Chr2D	3665105	3666832	+	3665968	1.0	1.0
gene:TraesCS2D03G0010800	Chr2D	3041119	3041313	+	3041216	Chr2D	3668631	3668825	+	3668728	1.0	1.0
gene:TraesCS2D03G0011000	Chr2D	3054024	3055544	-	3054784	Chr2D	3681536	3683056	-	3682296	1.0	1.0
gene:TraesCS2D03G0011100	Chr2D	3074555	3074998	-	3074776	Chr2D	3694973	3695416	-	3695194	1.0	1.0
gene:TraesCS2D03G0011300	Chr2D	3118810	3119517	+	3119163	Chr2D	3739329	3740036	+	3739682	1.0	1.0
gene:TraesCS2D03G0011400	Chr2D	3126359	3126751	+	3126555	Chr2D	3746840	3747232	+	3747036	1.0	1.0
gene:TraesCS2D03G0011500	Chr2D	3130021	3133870	-	3131945	Chr2D	3750502	3754351	-	3752426	1.0	1.0
gene:TraesCS2D03G0011600	Chr2D	3147424	3149486	-	3148455	Chr2D	3767097	3769159	-	3768128	1.0	1.0
gene:TraesCS2D03G0011700	Chr2D	3193684	3196985	+	3195334	Chr2D	3810972	3814273	+	3812622	1.0	1.0
gene:TraesCS2D03G0011800	Chr2D	3197099	3201360	-	3199229	Chr2D	3814387	3818728	-	3816557	1.0	1.0
gene:TraesCS2D03G0011900	Chr2D	3232730	3235889	+	3234309	Chr2D	3850178	3853337	+	3851757	1.0	1.0
gene:TraesCS2D03G0012200	Chr2D	3369355	3371216	-	3370285	Chr2D	3986934	3988795	-	3987864	1.0	1.0
gene:TraesCS2D03G0012800	Chr2D	3895658	3906170	+	3900914	Chr2D	4520834	4531346	+	4526090	1.0	1.0
gene:TraesCS2D03G0013000	Chr2D	3919356	3935917	-	3927636	Chr2D	4543954	4559958	-	4551956	0.957	0.957
gene:TraesCS2D03G0013300	Chr2D	4109808	4114155	-	4111981	Chr2D	4729333	4733680	-	4731506	1.0	0.998
gene:TraesCS2D03G0013800	Chr2D	4166648	4170990	-	4168819	Chr2D	4786413	4790755	-	4788584	1.0	1.0
gene:TraesCS2D03G0013900	Chr2D	4172256	4174273	+	4173264	Chr2D	4792021	4794038	+	4793029	1.0	1.0
gene:TraesCS2D03G0014000	Chr2D	4179944	4184680	+	4182312	Chr2D	4799709	4804448	+	4802078	1.0	1.0
gene:TraesCS2D03G0014100	Chr2D	4243317	4245051	-	4244184	Chr2D	4855511	4857245	-	4856378	1.0	0.999
gene:TraesCS2D03G0014200	Chr2D	4250619	4254195	-	4252407	Chr2D	4862811	4866387	-	4864599	1.0	1.0
gene:TraesCS2D03G0014300	Chr2D	4328200	4329737	+	4328968	Chr2D	4938203	4939740	+	4938971	1.0	1.0
gene:TraesCS2D03G0014700	Chr2D	4492798	4494856	+	4493827	Chr2D	5077778	5079836	+	5078807	1.0	0.999
gene:TraesCS2D03G0015000	Chr2D	4524318	4526340	+	4525329	Chr2D	5143394	5145416	+	5144405	1.0	1.0
gene:TraesCS2D03G0015200	Chr2D	4596216	4598522	-	4597369	Chr2D	5211898	5214204	-	5213051	1.0	1.0
gene:TraesCS2D03G0015300	Chr2D	4599137	4603767	-	4601452	Chr2D	5214819	5219449	-	5217134	1.0	1.0
gene:TraesCS2D03G0015600	Chr2D	4734305	4735695	-	4735000	Chr2D	5333901	5335291	-	5334596	1.0	0.999
gene:TraesCS2D03G0016000	Chr2D	4809320	4809583	-	4809451	Chr2D	5408485	5408748	-	5408616	1.0	1.0
gene:TraesCS2D03G0016200	Chr2D	4823399	4823803	-	4823601	Chr2D	5422607	5423011	-	5422809	1.0	1.0
gene:TraesCS2D03G0016100	Chr2D	4823061	4829071	-	4826066	Chr2D	5422269	5428213	-	5425241	1.0	0.999
gene:TraesCS2D03G0016500	Chr2D	4911154	4954649	+	4932901	Chr2D	5499205	5542111	+	5520658	1.0	1.0
gene:TraesCS2D03G0016700	Chr2D	5299121	5301121	+	5300121	Chr2D	5821633	5823633	+	5822633	1.0	1.0
gene:TraesCS2D03G0016800	Chr2D	5306442	5309418	-	5307930	Chr2D	5828954	5831934	-	5830444	1.0	0.998
gene:TraesCS2D03G0017000	Chr2D	5317537	5320348	-	5318942	Chr2D	5840054	5842865	-	5841459	1.0	1.0
gene:TraesCS2D03G0017100	Chr2D	5336121	5337314	+	5336717	Chr2D	5858182	5859375	+	5858778	1.0	1.0
gene:TraesCS2D03G0017200	Chr2D	5338281	5338646	-	5338463	Chr2D	5860342	5860707	-	5860524	1.0	1.0
gene:TraesCS2D03G0017700	Chr2D	5370754	5371234	-	5370994	Chr2D	5892819	5893299	-	5893059	1.0	1.0
gene:TraesCS2D03G0017800	Chr2D	5378053	5383627	+	5380840	Chr2D	5900116	5905690	+	5902903	1.0	1.0
gene:TraesCS2D03G0017900	Chr2D	5384334	5386356	-	5385345	Chr2D	5906398	5908420	-	5907409	1.0	1.0
gene:TraesCS2D03G0018000	Chr2D	5393682	5394353	+	5394017	Chr2D	5915869	5916540	+	5916204	1.0	1.0
gene:TraesCS2D03G0018200	Chr2D	5395959	5397491	-	5396725	Chr2D	5918146	5919678	-	5918912	1.0	1.0
gene:TraesCS2D03G0018300	Chr2D	5398923	5403947	-	5401435	Chr2D	5921110	5926166	-	5923638	1.0	1.0
gene:TraesCS2D03G0018400	Chr2D	5409881	5411556	-	5410718	Chr2D	5932169	5933844	-	5933006	1.0	1.0
gene:TraesCS2D03G0018600	Chr2D	5448384	5451246	+	5449815	Chr2D	5971996	5974858	+	5973427	1.0	1.0
gene:TraesCS2D03G0018700	Chr2D	5451607	5454771	-	5453189	Chr2D	5975219	5978383	-	5976801	1.0	1.0
gene:TraesCS2D03G0019000	Chr2D	5498066	5508787	-	5503426	Chr2D	6020463	6031156	-	6025809	1.0	1.0
gene:TraesCS2D03G0019100	Chr2D	5512669	5527505	-	5520087	Chr2D	6035037	6049997	-	6042517	1.0	1.0
gene:TraesCS2D03G0019200	Chr2D	5533600	5534335	+	5533967	Chr2D	6056092	6056827	+	6056459	1.0	1.0
gene:TraesCS2D03G0019300	Chr2D	5538783	5542500	+	5540641	Chr2D	6061275	6064992	+	6063133	1.0	1.0
gene:TraesCS2D03G0019400	Chr2D	5543921	5547104	-	5545512	Chr2D	6066413	6069596	-	6068004	1.0	1.0
gene:TraesCS2D03G0019500	Chr2D	5606740	5610279	+	5608509	Chr2D	6129322	6132861	+	6131091	1.0	1.0
gene:TraesCS2D03G0020100	Chr2D	5637453	5638947	+	5638200	Chr2D	6160059	6161553	+	6160806	1.0	1.0
gene:TraesCS2D03G0020200	Chr2D	5641197	5642366	-	5641781	Chr2D	6163803	6164972	-	6164387	1.0	1.0
gene:TraesCS2D03G0020300	Chr2D	5651827	5657640	+	5654733	Chr2D	6174613	6180426	+	6177519	1.0	1.0
gene:TraesCS2D03G0020500	Chr2D	5796717	5798322	-	5797519	Chr2D	6309994	6311599	-	6310796	1.0	1.0
gene:TraesCS2D03G0020600	Chr2D	5800176	5803002	+	5801589	Chr2D	6313453	6316279	+	6314866	1.0	1.0
gene:TraesCS2D03G0020800	Chr2D	5829699	5830322	-	5830010	Chr2D	6343328	6343951	-	6343639	1.0	1.0
gene:TraesCS2D03G0021200	Chr2D	5856192	5856611	-	5856401	Chr2D	6369862	6370281	-	6370071	1.0	1.0
gene:TraesCS2D03G0021400	Chr2D	5882001	5887060	+	5884530	Chr2D	6395727	6400779	+	6398253	0.968	0.968
gene:TraesCS2D03G0021500	Chr2D	5893759	5898807	-	5896283	Chr2D	6407466	6412514	-	6409990	1.0	1.0
gene:TraesCS2D03G0021600	Chr2D	5901903	5903808	+	5902855	Chr2D	6415610	6417494	+	6416552	0.988	0.984
gene:TraesCS2D03G0022000	Chr2D	5940840	5945135	+	5942987	Chr2D	6454192	6458487	+	6456339	1.0	1.0
gene:TraesCS2D03G0022100	Chr2D	5960082	5961948	+	5961015	Chr2D	6473578	6475444	+	6474511	1.0	1.0
gene:TraesCS2D03G0022200	Chr2D	5974338	5981406	+	5977872	Chr2D	6487834	6494902	+	6491368	1.0	1.0
gene:TraesCS2D03G0022500	Chr2D	6088431	6089039	-	6088735	Chr2D	6600409	6601017	-	6600713	1.0	1.0
gene:TraesCS2D03G0022600	Chr2D	6094171	6094876	+	6094523	Chr2D	6606149	6606854	+	6606501	1.0	1.0
gene:TraesCS2D03G0022800	Chr2D	6109221	6109928	+	6109574	Chr2D	6621227	6621934	+	6621580	1.0	1.0
gene:TraesCS2D03G0023000	Chr2D	6132790	6133436	+	6133113	Chr2D	6644796	6645442	+	6645119	1.0	1.0
gene:TraesCS2D03G0023100	Chr2D	6135778	6136523	+	6136150	Chr2D	6647783	6648528	+	6648155	1.0	1.0
gene:TraesCS2D03G0023900	Chr2D	6414298	6417163	+	6415730	Chr2D	6923366	6926231	+	6924798	1.0	1.0
gene:TraesCS2D03G0024400	Chr2D	6632578	6639770	-	6636174	Chr2D	7134688	7141880	-	7138284	1.0	1.0
gene:TraesCS2D03G0024700	Chr2D	6714610	6716551	+	6715580	Chr2D	7217129	7219070	+	7218099	1.0	1.0
gene:TraesCS2D03G0024800	Chr2D	6729129	6732626	+	6730877	Chr2D	7231663	7235160	+	7233411	1.0	1.0
gene:TraesCS2D03G0025100	Chr2D	6799868	6803674	+	6801771	Chr2D	7296986	7300792	+	7298889	1.0	0.996
gene:TraesCS2D03G0025200	Chr2D	6805875	6809559	+	6807717	Chr2D	7302992	7306676	+	7304834	1.0	1.0
gene:TraesCS2D03G0025700	Chr2D	6841213	6849674	-	6845443	Chr2D	7338550	7346988	-	7342769	1.0	0.986
gene:TraesCS2D03G0026100	Chr2D	6864392	6870222	+	6867307	Chr2D	7361730	7367560	+	7364645	1.0	1.0
gene:TraesCS2D03G0026200	Chr2D	6870573	6877556	+	6874064	Chr2D	7367911	7374892	+	7371401	1.0	1.0
gene:TraesCS2D03G0026500	Chr2D	6909158	6910618	-	6909888	Chr2D	7405361	7406821	-	7406091	1.0	1.0
gene:TraesCS2D03G0026400	Chr2D	6907843	6912185	+	6910014	Chr2D	7404050	7408388	+	7406219	0.998	0.998
gene:TraesCS2D03G0026900	Chr2D	7031556	7033022	-	7032289	Chr2D	7527443	7528909	-	7528176	1.0	1.0
gene:TraesCS2D03G0027100	Chr2D	7101625	7102485	-	7102055	Chr2D	7595858	7596718	-	7596288	1.0	1.0
gene:TraesCS2D03G0027200	Chr2D	7105740	7108299	-	7107019	Chr2D	7599803	7602362	-	7601082	1.0	1.0
gene:TraesCS2D03G0027500	Chr2D	7201869	7205584	+	7203726	Chr2D	7696112	7699827	+	7697969	1.0	1.0
gene:TraesCS2D03G0027600	Chr2D	7251969	7253899	+	7252934	Chr2D	7746331	7748261	+	7747296	1.0	1.0
gene:TraesCS2D03G0027700	Chr2D	7263382	7267488	+	7265435	Chr2D	7757744	7761850	+	7759797	1.0	1.0
gene:TraesCS2D03G0027800	Chr2D	7272717	7275277	-	7273997	Chr2D	7766918	7769478	-	7768198	1.0	1.0
gene:TraesCS2D03G0028000	Chr2D	7285820	7288487	-	7287153	Chr2D	7780060	7782727	-	7781393	1.0	0.999
gene:TraesCS2D03G0028100	Chr2D	7289911	7293329	-	7291620	Chr2D	7784145	7787563	-	7785854	1.0	1.0
gene:TraesCS2D03G0028200	Chr2D	7347583	7351762	+	7349672	Chr2D	7842481	7846660	+	7844570	1.0	1.0
gene:TraesCS2D03G0028400	Chr2D	7366138	7369068	+	7367603	Chr2D	7861094	7864024	+	7862559	1.0	1.0
gene:TraesCS2D03G0028500	Chr2D	7396463	7399033	-	7397748	Chr2D	7891341	7893911	-	7892626	1.0	1.0
gene:TraesCS2D03G0028600	Chr2D	7400814	7402150	-	7401482	Chr2D	7895640	7896976	-	7896308	1.0	1.0
gene:TraesCS2D03G0028700	Chr2D	7425485	7426330	-	7425907	Chr2D	7920287	7921132	-	7920709	1.0	1.0
gene:TraesCS2D03G0028800	Chr2D	7437076	7437874	-	7437475	Chr2D	7932217	7933015	-	7932616	1.0	1.0
gene:TraesCS2D03G0029200	Chr2D	7719358	7720682	-	7720020	Chr2D	8212324	8213648	-	8212986	1.0	0.998
gene:TraesCS2D03G0029300	Chr2D	7721116	7723894	-	7722505	Chr2D	8214082	8216852	-	8215467	0.993	0.993
gene:TraesCS2D03G0029400	Chr2D	7781817	7783372	-	7782594	Chr2D	8274134	8275689	-	8274911	1.0	0.998
gene:TraesCS2D03G0029500	Chr2D	7838509	7840832	-	7839670	Chr2D	8330873	8333196	-	8332034	1.0	1.0
gene:TraesCS2D03G0029700	Chr2D	7859966	7860990	-	7860478	Chr2D	8352392	8353416	-	8352904	1.0	1.0
gene:TraesCS2D03G0029900	Chr2D	7889041	7890652	+	7889846	Chr2D	8381538	8383149	+	8382343	1.0	0.999
gene:TraesCS2D03G0030300	Chr2D	8025468	8027834	+	8026651	Chr2D	8516250	8518616	+	8517433	1.0	1.0
gene:TraesCS2D03G0030400	Chr2D	8031338	8032874	-	8032106	Chr2D	8522099	8523635	-	8522867	1.0	1.0
gene:TraesCS2D03G0030500	Chr2D	8068712	8081589	+	8075150	Chr2D	8559289	8572246	+	8565767	1.0	0.999
gene:TraesCS2D03G0030700	Chr2D	8158483	8162726	+	8160604	Chr2D	8649500	8653743	+	8651621	1.0	1.0
gene:TraesCS2D03G0030800	Chr2D	8163605	8165722	-	8164663	Chr2D	8654622	8656739	-	8655680	1.0	1.0
gene:TraesCS2D03G0031100	Chr2D	8185145	8186923	-	8186034	Chr2D	8676157	8677935	-	8677046	1.0	1.0
gene:TraesCS2D03G0031600	Chr2D	8357241	8362457	+	8359849	Chr2D	8846366	8851582	+	8848974	1.0	1.0
gene:TraesCS2D03G0031700	Chr2D	8410031	8414492	+	8412261	Chr2D	8899210	8903671	+	8901440	1.0	1.0
gene:TraesCS2D03G0031900	Chr2D	8470510	8478428	-	8474469	Chr2D	8961899	8969817	-	8965858	1.0	1.0
gene:TraesCS2D03G0032000	Chr2D	8479292	8486593	+	8482942	Chr2D	8970681	8977982	+	8974331	1.0	1.0
gene:TraesCS2D03G0032100	Chr2D	8490113	8491258	+	8490685	Chr2D	8981543	8982688	+	8982115	1.0	1.0
gene:TraesCS2D03G0032200	Chr2D	8516246	8516506	+	8516376	Chr2D	9007810	9008070	+	9007940	1.0	1.0
gene:TraesCS2D03G0032300	Chr2D	8525474	8527518	+	8526496	Chr2D	9017110	9019154	+	9018132	1.0	1.0
gene:TraesCS2D03G0032400	Chr2D	8534095	8537131	-	8535613	Chr2D	9025805	9028841	-	9027323	1.0	0.999
gene:TraesCS2D03G0032600	Chr2D	8565304	8566825	-	8566064	Chr2D	9060893	9062414	-	9061653	1.0	0.999
gene:TraesCS2D03G0033000	Chr2D	8601873	8606771	-	8604322	Chr2D	9097557	9102455	-	9100006	1.0	0.999
gene:TraesCS2D03G0033600	Chr2D	8659658	8660806	-	8660232	Chr2D	9155501	9156649	-	9156075	1.0	1.0
gene:TraesCS2D03G0033700	Chr2D	8667786	8668577	+	8668181	Chr2D	9163998	9164789	+	9164393	1.0	1.0
gene:TraesCS2D03G0033800	Chr2D	8676450	8683655	-	8680052	Chr2D	9173185	9180392	-	9176788	1.0	0.997
gene:TraesCS2D03G0034000	Chr2D	8747170	8753100	-	8750135	Chr2D	9258518	9264452	-	9261485	1.0	0.999
gene:TraesCS2D03G0034400	Chr2D	8843539	8845264	+	8844401	Chr2D	9354793	9356518	+	9355655	1.0	1.0
gene:TraesCS2D03G0034500	Chr2D	8849983	8850835	+	8850409	Chr2D	9361237	9362089	+	9361663	1.0	1.0
gene:TraesCS2D03G0034800	Chr2D	8854271	8855941	+	8855106	Chr2D	9365525	9367134	+	9366329	0.963	0.963
gene:TraesCS2D03G0035300	Chr2D	8869866	8870537	+	8870201	Chr2D	9382461	9383132	+	9382796	1.0	1.0
gene:TraesCS2D03G0035500	Chr2D	8879365	8880543	+	8879954	Chr2D	9391964	9393142	+	9392553	1.0	1.0
gene:TraesCS2D03G0035600	Chr2D	8899155	8901666	+	8900410	Chr2D	9411767	9414278	+	9413022	1.0	0.998
gene:TraesCS2D03G0035700	Chr2D	8951451	8962051	-	8956751	Chr2D	9463840	9474443	-	9469141	1.0	1.0
gene:TraesCS2D03G0036000	Chr2D	9070785	9073543	+	9072164	Chr2D	9582909	9585667	+	9584288	1.0	1.0
gene:TraesCS2D03G0036600	Chr2D	9155668	9159173	+	9157420	Chr2D	9667882	9671387	+	9669634	1.0	0.999
gene:TraesCS2D03G0036700	Chr2D	9161054	9162385	-	9161719	Chr2D	9672109	9673440	-	9672774	1.0	0.995
gene:TraesCS2D03G0036800	Chr2D	9188083	9189411	+	9188747	Chr2D	9701948	9703276	+	9702612	1.0	0.993
gene:TraesCS2D03G0036900	Chr2D	9258485	9259538	+	9259011	Chr2D	9755234	9756287	+	9755760	1.0	0.997
gene:TraesCS2D03G0038300	Chr2D	9539575	9541245	+	9540410	Chr2D	10009899	10011515	+	10010707	0.967	0.953
gene:TraesCS2D03G0038400	Chr2D	9548546	9550006	+	9549276	Chr2D	10022104	10023564	+	10022834	1.0	0.932
gene:TraesCS2D03G0038700	Chr2D	9669862	9670584	+	9670223	Chr2D	10033910	10034631	+	10034270	0.998	0.948
gene:TraesCS2D03G0039200	Chr2D	9754263	9755835	+	9755049	Chr2D	10067503	10069074	+	10068288	1.0	0.992
gene:TraesCS2D03G0039300	Chr2D	9770715	9772196	+	9771455	Chr2D	10085251	10086732	+	10085991	1.0	0.993
gene:TraesCS2D03G0039500	Chr2D	9791865	9794992	-	9793428	Chr2D	10097280	10100564	-	10098922	0.998	0.99
gene:TraesCS2D03G0039600	Chr2D	9800909	9805270	+	9803089	Chr2D	10111829	10116189	+	10114009	0.998	0.995
gene:TraesCS2D03G0039700	Chr2D	9808522	9810012	+	9809267	Chr2D	10119444	10120934	+	10120189	1.0	0.999
gene:TraesCS2D03G0039900	Chr2D	9828802	9830274	-	9829538	Chr2D	10139751	10141223	-	10140487	1.0	1.0
gene:TraesCS2D03G0040100	Chr2D	9902575	9903054	+	9902814	Chr2D	10214056	10214535	+	10214295	1.0	1.0
gene:TraesCS2D03G0040300	Chr2D	9914901	9916447	-	9915674	Chr2D	10226397	10227943	-	10227170	1.0	0.999
gene:TraesCS2D03G0040400	Chr2D	9920142	9921557	-	9920849	Chr2D	10231691	10233106	-	10232398	1.0	1.0
gene:TraesCS2D03G0040500	Chr2D	9948356	9948550	+	9948453	Chr2D	10259904	10260098	+	10260001	1.0	1.0
gene:TraesCS2D03G0040600	Chr2D	9948941	9949051	+	9948996	Chr2D	10260489	10260599	+	10260544	1.0	1.0
gene:TraesCS2D03G0041000	Chr2D	10019303	10021756	+	10020529	Chr2D	10331325	10333778	+	10332551	1.0	0.999
gene:TraesCS2D03G0041100	Chr2D	10025412	10032959	-	10029185	Chr2D	10337435	10344982	-	10341208	1.0	0.999
gene:TraesCS2D03G0041500	Chr2D	10035956	10037437	+	10036696	Chr2D	10347979	10349460	+	10348719	1.0	1.0
gene:TraesCS2D03G0041600	Chr2D	10040939	10041987	-	10041463	Chr2D	10352962	10354010	-	10353486	1.0	1.0
gene:TraesCS2D03G0041800	Chr2D	10045408	10047305	-	10046356	Chr2D	10357431	10359328	-	10358379	1.0	1.0
gene:TraesCS2D03G0041900	Chr2D	10062398	10064247	+	10063322	Chr2D	10374397	10376246	+	10375321	1.0	1.0
gene:TraesCS2D03G0042000	Chr2D	10074431	10075015	-	10074723	Chr2D	10386431	10387015	-	10386723	1.0	1.0
gene:TraesCS2D03G0043100	Chr2D	10184508	10186580	-	10185544	Chr2D	10496604	10498676	-	10497640	1.0	1.0
gene:TraesCS2D03G0043400	Chr2D	10232327	10234011	+	10233169	Chr2D	10544098	10545782	+	10544940	1.0	1.0
gene:TraesCS2D03G0043600	Chr2D	10257769	10260897	+	10259333	Chr2D	10569668	10572796	+	10571232	1.0	1.0
gene:TraesCS2D03G0043900	Chr2D	10321207	10321701	-	10321454	Chr2D	10626964	10627458	-	10627211	1.0	1.0
gene:TraesCS2D03G0044000	Chr2D	10324672	10327048	-	10325860	Chr2D	10630429	10632805	-	10631617	1.0	1.0
gene:TraesCS2D03G0044200	Chr2D	10336379	10339396	-	10337887	Chr2D	10642137	10645154	-	10643645	1.0	1.0
gene:TraesCS2D03G0044500	Chr2D	10380553	10382346	-	10381449	Chr2D	10685850	10687643	-	10686746	1.0	1.0
