gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity
gene:TraesCS6A03G0010200	Chr6A	2510567	2511779	+	2511173	Chr6A	2281991	2283203	+	2282597	1.0	0.997
gene:TraesCS6A03G0010300	Chr6A	2522326	2525232	+	2523779	Chr6A	2306716	2309630	+	2308173	0.999	0.99
gene:TraesCS6A03G0010400	Chr6A	2534695	2537409	+	2536052	Chr6A	2320433	2323136	+	2321784	0.982	0.968
gene:TraesCS6A03G0010800	Chr6A	2677756	2680999	+	2679377	Chr6A	2584971	2588197	+	2586584	1.0	0.988
gene:TraesCS6A03G0010900	Chr6A	2692132	2692392	-	2692262	Chr6A	2599255	2599515	-	2599385	1.0	1.0
gene:TraesCS6A03G0011100	Chr6A	2724971	2727654	-	2726312	Chr6A	2631697	2634245	-	2632971	0.996	0.977
gene:TraesCS6A03G0011500	Chr6A	2767759	2769038	-	2768398	Chr6A	2692233	2693515	-	2692874	1.0	0.992
gene:TraesCS6A03G0011700	Chr6A	2780187	2780928	-	2780557	Chr6A	2714775	2715516	-	2715145	1.0	0.992
gene:TraesCS6A03G0011900	Chr6A	2793785	2794712	-	2794248	Chr6A	2728537	2729486	-	2729011	1.0	0.966
gene:TraesCS6A03G0012000	Chr6A	2809641	2810003	-	2809822	Chr6A	2741319	2741681	-	2741500	1.0	0.985
gene:TraesCS6A03G0012100	Chr6A	2811038	2811415	-	2811226	Chr6A	2742715	2743092	-	2742903	1.0	1.0
gene:TraesCS6A03G0012200	Chr6A	2819892	2823290	-	2821591	Chr6A	2777093	2780476	-	2778784	0.988	0.984
gene:TraesCS6A03G0012600	Chr6A	2942228	2947777	+	2945002	Chr6A	2911770	2917207	+	2914488	1.0	0.997
gene:TraesCS6A03G0012800	Chr6A	2952615	2956528	-	2954571	Chr6A	2922035	2925947	-	2923991	1.0	0.997
gene:TraesCS6A03G0013300	Chr6A	3493875	3497254	-	3495564	Chr6A	4236127	4239507	-	4237817	1.0	0.995
gene:TraesCS6A03G0013400	Chr6A	3501820	3502695	-	3502257	Chr6A	4249976	4250852	-	4250414	1.0	0.996
gene:TraesCS6A03G0013500	Chr6A	3505130	3509572	-	3507351	Chr6A	4253263	4257048	-	4255155	1.0	0.995
gene:TraesCS6A03G0013700	Chr6A	3526852	3527448	+	3527150	Chr6A	4270285	4270881	+	4270583	1.0	1.0
gene:TraesCS6A03G0013800	Chr6A	3528505	3529406	+	3528955	Chr6A	4271937	4272784	+	4272360	0.94	0.937
gene:TraesCS6A03G0014100	Chr6A	3568117	3572740	+	3570428	Chr6A	4434864	4439519	+	4437191	1.0	0.97
gene:TraesCS6A03G0014200	Chr6A	3576627	3578939	+	3577783	Chr6A	4443393	4445707	+	4444550	1.0	0.994
gene:TraesCS6A03G0014800	Chr6A	3702665	3706690	+	3704677	Chr6A	4559065	4563156	+	4561110	1.0	0.996
gene:TraesCS6A03G0015000	Chr6A	3729503	3735623	+	3732563	Chr6A	4593756	4599877	+	4596816	1.0	0.996
gene:TraesCS6A03G0015200	Chr6A	3748307	3752517	+	3750412	Chr6A	4602538	4606748	+	4604643	1.0	0.996
gene:TraesCS6A03G0015300	Chr6A	3778599	3780690	+	3779644	Chr6A	4617194	4619291	+	4618242	1.0	0.982
gene:TraesCS6A03G0015400	Chr6A	3791624	3795065	+	3793344	Chr6A	4630357	4633677	+	4632017	1.0	0.996
gene:TraesCS6A03G0015500	Chr6A	3983778	3984395	+	3984086	Chr6A	4804489	4805106	+	4804797	1.0	0.998
gene:TraesCS6A03G0015600	Chr6A	4015558	4016051	+	4015804	Chr6A	4836713	4837206	+	4836959	1.0	0.991
gene:TraesCS6A03G0015800	Chr6A	4066078	4066922	+	4066500	Chr6A	4899249	4900096	+	4899672	1.0	0.991
gene:TraesCS6A03G0016600	Chr6A	4307131	4307625	+	4307378	Chr6A	5120410	5120904	+	5120657	1.0	0.983
gene:TraesCS6A03G0017000	Chr6A	4373883	4374647	-	4374265	Chr6A	5186857	5187621	-	5187239	1.0	0.996
gene:TraesCS6A03G0017500	Chr6A	4465472	4467836	+	4466654	Chr6A	5271834	5274213	+	5273023	1.0	0.994
gene:TraesCS6A03G0017600	Chr6A	4467915	4470370	+	4469142	Chr6A	5274292	5276746	+	5275519	1.0	0.978
gene:TraesCS6A03G0017800	Chr6A	4482773	4484432	+	4483602	Chr6A	5284853	5286410	+	5285631	0.933	0.917
gene:TraesCS6A03G0017900	Chr6A	4540850	4543144	-	4541997	Chr6A	5321403	5323700	-	5322551	1.0	0.967
gene:TraesCS6A03G0018100	Chr6A	4566908	4568998	-	4567953	Chr6A	5345867	5347967	-	5346917	0.997	0.988
gene:TraesCS6A03G0018400	Chr6A	4646078	4648289	-	4647183	Chr6A	5696741	5699054	-	5697897	0.996	0.96
gene:TraesCS6A03G0018600	Chr6A	4650144	4650962	-	4650553	Chr6A	5700935	5701759	-	5701347	0.982	0.932
gene:TraesCS6A03G0018800	Chr6A	4707838	4709462	+	4708650	Chr6A	5724351	5725977	+	5725164	1.0	0.983
gene:TraesCS6A03G0019500	Chr6A	4996845	4997894	+	4997369	Chr6A	5832746	5833777	-	5833261	0.982	0.959
gene:TraesCS6A03G0020500	Chr6A	5805544	5807529	+	5806536	Chr6A	6497718	6499703	+	6498710	1.0	0.981
gene:TraesCS6A03G0022200	Chr6A	6352582	6353978	-	6353280	Chr6A	5901443	5902857	-	5902150	0.979	0.968
gene:TraesCS6A03G0023100	Chr6A	6509916	6510644	+	6510280	Chr6A	6571375	6572103	+	6571739	1.0	0.984
gene:TraesCS6A03G0023200	Chr6A	6524784	6526124	-	6525454	Chr6A	6577685	6579025	-	6578355	1.0	0.982
gene:TraesCS6A03G0023700	Chr6A	6596976	6599759	-	6598367	Chr6A	6611039	6614113	-	6612576	0.997	0.985
gene:TraesCS6A03G0023800	Chr6A	6622241	6625659	-	6623950	Chr6A	6635251	6638677	-	6636964	0.994	0.965
gene:TraesCS6A03G0023900	Chr6A	6626599	6627983	-	6627291	Chr6A	6639367	6640752	-	6640059	1.0	0.962
gene:TraesCS6A03G0024000	Chr6A	6629538	6630206	-	6629872	Chr6A	6642290	6642958	-	6642624	1.0	0.971
gene:TraesCS6A03G0024300	Chr6A	6660567	6667306	+	6663936	Chr6A	6656849	6663537	+	6660193	0.968	0.957
gene:TraesCS6A03G0024600	Chr6A	6774114	6781537	-	6777825	Chr6A	6757656	6765186	-	6761421	1.0	0.982
gene:TraesCS6A03G0024900	Chr6A	6804836	6805735	-	6805285	Chr6A	6785378	6786271	-	6785824	1.0	0.98
gene:TraesCS6A03G0025400	Chr6A	6851548	6858477	-	6855012	Chr6A	6872134	6878224	-	6875179	1.0	0.989
gene:TraesCS6A03G0025600	Chr6A	6902719	6905185	+	6903952	Chr6A	6917179	6919347	+	6918263	1.0	0.988
gene:TraesCS6A03G0025800	Chr6A	6905399	6906874	-	6906136	Chr6A	6919566	6921283	-	6920424	1.0	0.984
gene:TraesCS6A03G0027100	Chr6A	7152663	7153604	-	7153133	Chr6A	6926513	6927455	-	6926984	1.0	0.974
gene:TraesCS6A03G0027200	Chr6A	7157642	7159485	+	7158563	Chr6A	6931540	6933351	+	6932445	0.975	0.959
gene:TraesCS6A03G0027300	Chr6A	7168596	7170287	-	7169441	Chr6A	6995386	6997077	-	6996231	1.0	0.988
gene:TraesCS6A03G0027400	Chr6A	7196854	7200678	+	7198766	Chr6A	7009472	7013300	+	7011386	0.999	0.983
gene:TraesCS6A03G0028000	Chr6A	7235005	7238338	+	7236671	Chr6A	7221313	7224641	+	7222977	0.998	0.989
gene:TraesCS6A03G0028200	Chr6A	7482648	7485990	+	7484319	Chr6A	7397497	7400847	+	7399172	0.991	0.955
gene:TraesCS6A03G0029200	Chr6A	7851077	7857869	+	7854473	Chr6A	7564076	7570743	+	7567409	1.0	0.985
gene:TraesCS6A03G0029300	Chr6A	7884487	7896338	-	7890412	Chr6A	7586807	7598648	-	7592727	1.0	0.989
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	7836316	7840117	+	7838216	0.972	0.94
gene:TraesCS6A03G0030000	Chr6A	8012421	8019811	+	8016116	Chr6A	7841104	7848481	+	7844792	0.995	0.97
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	7866886	7867600	-	7867243	1.0	0.974
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	8020085	8022722	-	8021403	0.971	0.926
gene:TraesCS6A03G0032100	Chr6A	8453662	8456939	-	8455300	Chr6A	8121090	8124367	-	8122728	1.0	1.0
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	8132177	8132902	-	8132539	1.0	1.0
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	8133085	8134332	-	8133708	1.0	1.0
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	8148257	8151267	+	8149762	1.0	1.0
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	8335743	8336375	-	8336059	1.0	0.995
gene:TraesCS6A03G0034000	Chr6A	8675368	8676936	-	8676152	Chr6A	8338323	8339894	-	8339108	1.0	0.995
gene:TraesCS6A03G0034100	Chr6A	8871064	8872769	-	8871916	Chr6A	8517276	8518981	-	8518128	1.0	0.995
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	8620913	8622583	+	8621748	0.994	0.991
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	8645331	8646908	+	8646119	1.0	0.987
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	8653751	8655562	-	8654656	1.0	0.997
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	8847003	8853278	+	8850140	1.0	0.996
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	8853694	8857678	+	8855686	1.0	0.992
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	8860214	8860609	+	8860411	1.0	0.997
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	8860710	8861190	+	8860950	1.0	0.989
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	8862564	8865703	+	8864133	1.0	0.996
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	8867114	8868334	+	8867724	1.0	0.987
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	8873020	8878903	+	8875961	1.0	0.997
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	8885498	8886444	-	8885971	1.0	0.994
gene:TraesCS6A03G0035900	Chr6A	9444032	9445186	+	9444609	Chr6A	9069161	9070315	+	9069738	1.0	0.998
gene:TraesCS6A03G0036100	Chr6A	9448531	9449670	+	9449100	Chr6A	9073152	9074262	+	9073707	0.97	0.944
gene:TraesCS6A03G0036500	Chr6A	9470666	9471235	-	9470950	Chr6A	9100064	9100633	-	9100348	1.0	1.0
gene:TraesCS6A03G0036600	Chr6A	9473682	9475429	-	9474555	Chr6A	9103167	9104914	-	9104040	1.0	1.0
gene:TraesCS6A03G0036700	Chr6A	9481564	9485669	-	9483616	Chr6A	9111048	9115153	-	9113100	1.0	1.0
gene:TraesCS6A03G0037100	Chr6A	9658772	9660162	+	9659467	Chr6A	9283646	9285036	+	9284341	1.0	1.0
gene:TraesCS6A03G0037200	Chr6A	9665556	9666056	-	9665806	Chr6A	9290425	9290925	-	9290675	1.0	1.0
gene:TraesCS6A03G0037400	Chr6A	9668873	9669166	+	9669019	Chr6A	9293742	9294035	+	9293888	1.0	1.0
gene:TraesCS6A03G0037500	Chr6A	9867419	9868633	+	9868026	Chr6A	9492565	9493779	+	9493172	1.0	1.0
gene:TraesCS6A03G0037600	Chr6A	9877826	9879013	+	9878419	Chr6A	9502972	9504159	+	9503565	1.0	1.0
gene:TraesCS6A03G0037700	Chr6A	9888984	9893419	-	9891201	Chr6A	9514129	9518564	-	9516346	1.0	1.0
gene:TraesCS6A03G0038200	Chr6A	9962522	9968219	-	9965370	Chr6A	9586989	9592769	-	9589879	1.0	0.974
gene:TraesCS6A03G0038400	Chr6A	9979995	9980516	+	9980255	Chr6A	9604695	9605216	+	9604955	1.0	1.0
gene:TraesCS6A03G0038500	Chr6A	9980644	9981150	+	9980897	Chr6A	9605344	9605850	+	9605597	1.0	1.0
gene:TraesCS6A03G0038700	Chr6A	9982202	9982945	-	9982573	Chr6A	9606902	9607645	-	9607273	1.0	1.0
gene:TraesCS6A03G0038800	Chr6A	10020588	10022382	-	10021485	Chr6A	9645054	9646848	-	9645951	1.0	1.0
gene:TraesCS6A03G0038900	Chr6A	10058301	10060057	-	10059179	Chr6A	9682596	9684352	-	9683474	1.0	1.0
gene:TraesCS6A03G0039300	Chr6A	10070593	10071054	-	10070823	Chr6A	9694889	9695350	-	9695119	1.0	1.0
gene:TraesCS6A03G0039500	Chr6A	10195542	10197545	-	10196543	Chr6A	9788917	9790920	-	9789918	1.0	1.0
gene:TraesCS6A03G0039900	Chr6A	10318880	10322522	-	10320701	Chr6A	9912160	9915802	-	9913981	1.0	0.999
gene:TraesCS6A03G0040000	Chr6A	10339644	10342926	-	10341285	Chr6A	9932922	9936204	-	9934563	1.0	1.0
gene:TraesCS6A03G0040300	Chr6A	10363470	10373065	-	10368267	Chr6A	9956882	9966459	-	9961670	0.991	0.991
gene:TraesCS6A03G0040500	Chr6A	10376015	10380589	+	10378302	Chr6A	9969409	9973983	+	9971696	1.0	0.999
gene:TraesCS6A03G0041000	Chr6A	10428638	10429207	+	10428922	Chr6A	9977617	9978186	+	9977901	1.0	0.97
gene:TraesCS6A03G0041300	Chr6A	10440680	10441222	+	10440951	Chr6A	9989653	9990195	+	9989924	1.0	0.966
gene:TraesCS6A03G0041500	Chr6A	10443656	10447229	+	10445442	Chr6A	9992629	9996202	+	9994415	1.0	0.973
gene:TraesCS6A03G0041800	Chr6A	10500342	10501771	+	10501056	Chr6A	10046553	10047988	+	10047270	1.0	0.993
gene:TraesCS6A03G0042300	Chr6A	10631402	10634755	+	10633078	Chr6A	10127669	10131166	+	10129417	0.991	0.93
gene:TraesCS6A03G0042400	Chr6A	10635627	10643113	+	10639370	Chr6A	10132939	10140636	+	10136787	0.999	0.954
gene:TraesCS6A03G0042600	Chr6A	10650636	10652928	+	10651782	Chr6A	10142229	10144594	+	10143411	0.999	0.972
gene:TraesCS6A03G0043100	Chr6A	10670192	10670905	+	10670548	Chr6A	10152473	10153186	+	10152829	1.0	0.991
gene:TraesCS6A03G0043200	Chr6A	10679442	10679948	+	10679695	Chr6A	10160041	10160547	+	10160294	1.0	0.992
gene:TraesCS6A03G0043400	Chr6A	10775341	10776267	-	10775804	Chr6A	10258905	10259838	-	10259371	1.0	0.991
gene:TraesCS6A03G0043500	Chr6A	10775806	10779357	+	10777581	Chr6A	10259377	10262914	+	10261145	0.991	0.987
gene:TraesCS6A03G0044100	Chr6A	10796602	10800559	+	10798580	Chr6A	10415899	10419853	+	10417876	1.0	0.989
gene:TraesCS6A03G0044400	Chr6A	10833081	10833551	+	10833316	Chr6A	10439142	10439609	+	10439375	0.993	0.976
gene:TraesCS6A03G0045600	Chr6A	11259162	11259797	+	11259479	Chr6A	10667882	10668517	+	10668199	1.0	0.973
gene:TraesCS6A03G0046100	Chr6A	11376539	11377272	+	11376905	Chr6A	10741133	10741866	+	10741499	1.0	0.974
gene:TraesCS6A03G0046500	Chr6A	11448235	11448726	-	11448480	Chr6A	10776051	10776542	-	10776296	1.0	0.985
gene:TraesCS6A03G0047100	Chr6A	11710351	11716441	-	11713396	Chr6A	10921228	10926780	-	10924004	0.972	0.953
gene:TraesCS6A03G0047200	Chr6A	11732357	11734791	+	11733574	Chr6A	10955151	10957534	+	10956342	0.959	0.928
gene:TraesCS6A03G0047500	Chr6A	11813604	11822722	+	11818163	Chr6A	10959833	10968983	+	10964408	0.992	0.944
gene:TraesCS6A03G0047600	Chr6A	11824823	11827423	-	11826123	Chr6A	10971447	10974468	-	10972957	0.977	0.926
gene:TraesCS6A03G0048200	Chr6A	12064955	12067107	+	12066031	Chr6A	11019430	11021719	+	11020574	0.998	0.983
gene:TraesCS6A03G0048400	Chr6A	12068383	12073209	-	12070796	Chr6A	11022987	11027760	-	11025373	0.993	0.983
gene:TraesCS6A03G0048500	Chr6A	12083942	12088123	-	12086032	Chr6A	11036293	11040493	-	11038393	1.0	0.974
gene:TraesCS6A03G0048700	Chr6A	12094210	12095265	+	12094737	Chr6A	11176925	11177980	+	11177452	1.0	0.982
gene:TraesCS6A03G0048900	Chr6A	12136731	12137926	+	12137328	Chr6A	11264167	11265361	+	11264764	0.999	0.966
gene:TraesCS6A03G0049100	Chr6A	12493877	12494758	+	12494317	Chr6A	11552138	11553019	+	11552578	1.0	0.981
gene:TraesCS6A03G0050400	Chr6A	12818166	12818997	-	12818581	Chr6A	11836561	11837400	-	11836980	1.0	0.917
gene:TraesCS6A03G0050600	Chr6A	12837260	12838301	-	12837780	Chr6A	11839545	11840569	-	11840057	0.984	0.937
gene:TraesCS6A03G0050900	Chr6A	12958683	12962150	-	12960416	Chr6A	12125736	12129112	-	12127424	0.999	0.975
gene:TraesCS6A03G0051000	Chr6A	12972559	12975757	-	12974158	Chr6A	12158271	12161464	-	12159867	1.0	0.98
gene:TraesCS6A03G0051100	Chr6A	12991754	12995043	-	12993398	Chr6A	12169022	12172285	-	12170653	0.993	0.933
gene:TraesCS6A03G0051900	Chr6A	13191572	13192475	-	13192023	Chr6A	12272344	12273249	-	12272796	0.983	0.947
gene:TraesCS6A03G0052000	Chr6A	13240709	13241887	-	13241298	Chr6A	12349531	12350709	-	12350120	1.0	0.985
gene:TraesCS6A03G0052200	Chr6A	13283523	13286022	-	13284772	Chr6A	12393318	12395817	-	12394567	1.0	0.987
gene:TraesCS6A03G0052500	Chr6A	13363237	13365679	+	13364458	Chr6A	12472625	12475077	+	12473851	1.0	0.995
gene:TraesCS6A03G0052800	Chr6A	13452977	13456276	+	13454626	Chr6A	12537795	12541015	+	12539405	0.974	0.934
gene:TraesCS6A03G0053100	Chr6A	13514651	13516894	-	13515772	Chr6A	12557331	12559585	-	12558458	0.993	0.96
gene:TraesCS6A03G0053200	Chr6A	13528644	13530113	+	13529378	Chr6A	12572559	12574028	+	12573293	1.0	0.987
gene:TraesCS6A03G0053800	Chr6A	13679229	13683414	+	13681321	Chr6A	12753062	12757383	+	12755222	1.0	0.922
gene:TraesCS6A03G0053900	Chr6A	13684327	13686423	-	13685375	Chr6A	12758120	12760356	-	12759238	1.0	0.97
gene:TraesCS6A03G0054100	Chr6A	13708034	13709236	+	13708635	Chr6A	12790375	12791619	+	12790997	1.0	0.946
gene:TraesCS6A03G0054700	Chr6A	13779362	13787511	+	13783436	Chr6A	12822698	12830845	+	12826771	0.997	0.984
gene:TraesCS6A03G0055000	Chr6A	13814362	13814901	+	13814631	Chr6A	13088256	13088795	+	13088525	1.0	0.996
gene:TraesCS6A03G0055200	Chr6A	13825479	13827181	-	13826330	Chr6A	13097114	13098815	-	13097964	0.999	0.972
gene:TraesCS6A03G0055300	Chr6A	13865987	13874288	+	13870137	Chr6A	13118479	13126137	+	13122308	0.94	0.918
gene:TraesCS6A03G0055600	Chr6A	14017545	14019339	-	14018442	Chr6A	13233376	13235121	-	13234248	0.968	0.933
gene:TraesCS6A03G0056000	Chr6A	14228359	14230494	-	14229426	Chr6A	13398763	13400886	-	13399824	0.996	0.972
gene:TraesCS6A03G0056100	Chr6A	14249390	14250855	+	14250122	Chr6A	13454095	13455560	+	13454827	1.0	0.981
gene:TraesCS6A03G0056500	Chr6A	14282648	14284420	-	14283534	Chr6A	13474297	13476085	-	13475191	1.0	0.984
gene:TraesCS6A03G0056700	Chr6A	14340565	14341448	+	14341006	Chr6A	13529453	13530336	+	13529894	1.0	0.986
gene:TraesCS6A03G0056800	Chr6A	14349724	14350977	-	14350350	Chr6A	13573185	13574438	-	13573811	1.0	1.0
gene:TraesCS6A03G0056900	Chr6A	14397194	14407207	+	14402200	Chr6A	13620425	13630438	+	13625431	1.0	1.0
gene:TraesCS6A03G0057300	Chr6A	14450508	14454908	+	14452708	Chr6A	13673833	13678284	+	13676058	1.0	1.0
gene:TraesCS6A03G0057400	Chr6A	14454995	14455537	-	14455266	Chr6A	13678371	13678913	-	13678642	1.0	1.0
gene:TraesCS6A03G0057600	Chr6A	14458904	14468241	-	14463572	Chr6A	13682310	13691687	-	13686998	1.0	0.999
gene:TraesCS6A03G0058400	Chr6A	14779983	14783826	-	14781904	Chr6A	14002903	14006746	-	14004824	1.0	1.0
gene:TraesCS6A03G0058600	Chr6A	14830104	14830397	+	14830250	Chr6A	14052673	14052966	+	14052819	1.0	1.0
gene:TraesCS6A03G0058900	Chr6A	14899043	14900702	-	14899872	Chr6A	14121542	14123201	-	14122371	1.0	0.999
gene:TraesCS6A03G0059200	Chr6A	15055580	15060784	+	15058182	Chr6A	14276144	14281348	+	14278746	1.0	1.0
gene:TraesCS6A03G0059300	Chr6A	15060851	15063542	-	15062196	Chr6A	14281415	14284106	-	14282760	1.0	1.0
gene:TraesCS6A03G0060100	Chr6A	15129564	15133643	+	15131603	Chr6A	14352820	14360871	+	14356845	1.0	0.995
gene:TraesCS6A03G0060400	Chr6A	15201260	15204515	-	15202887	Chr6A	14411679	14414860	-	14413269	1.0	0.991
gene:TraesCS6A03G0061600	Chr6A	15362392	15362748	-	15362570	Chr6A	14483625	14483981	-	14483803	1.0	0.991
gene:TraesCS6A03G0062800	Chr6A	15629350	15629748	-	15629549	Chr6A	14765825	14766223	-	14766024	1.0	0.992
gene:TraesCS6A03G0063600	Chr6A	15779174	15781136	+	15780155	Chr6A	14906586	14908548	+	14907567	1.0	0.997
gene:TraesCS6A03G0064100	Chr6A	15829832	15833319	-	15831575	Chr6A	14964066	14967553	-	14965809	1.0	0.996
gene:TraesCS6A03G0064200	Chr6A	15846169	15850188	+	15848178	Chr6A	14991195	14995184	+	14993189	1.0	0.997
gene:TraesCS6A03G0064300	Chr6A	15850860	15855023	-	15852941	Chr6A	14995856	15000019	-	14997937	1.0	0.998
gene:TraesCS6A03G0064400	Chr6A	15863127	15863910	+	15863518	Chr6A	15008181	15008963	+	15008572	1.0	1.0
gene:TraesCS6A03G0064500	Chr6A	15866698	15868311	+	15867504	Chr6A	15011908	15013521	+	15012714	1.0	0.996
gene:TraesCS6A03G0065000	Chr6A	15959763	15961013	+	15960388	Chr6A	15108869	15110103	+	15109486	0.987	0.984
gene:TraesCS6A03G0065600	Chr6A	16201072	16204757	-	16202914	Chr6A	15567507	15571336	+	15569421	0.997	0.94
