gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity
gene:TraesCS3A03G0017500	Chr3A	7835763	7836658	+	7836210	Chr3A	3850930	3851839	+	3851384	0.969	0.916
gene:TraesCS3A03G0017800	Chr3A	7873298	7874889	+	7874093	Chr3A	3904735	3906326	+	3905530	1.0	0.988
gene:TraesCS3A03G0018000	Chr3A	7971289	7981899	-	7976594	Chr3A	3976966	3988387	-	3982676	0.996	0.989
gene:TraesCS3A03G0018100	Chr3A	8000243	8004061	+	8002152	Chr3A	3994989	3998817	+	3996903	1.0	0.989
gene:TraesCS3A03G0019100	Chr3A	8214105	8215239	+	8214672	Chr3A	4155881	4157017	+	4156449	0.999	0.957
gene:TraesCS3A03G0019200	Chr3A	8216747	8228758	-	8222752	Chr3A	4160605	4173958	-	4167281	0.999	0.982
gene:TraesCS3A03G0019300	Chr3A	8264742	8266092	-	8265417	Chr3A	4212885	4214234	-	4213559	1.0	0.996
gene:TraesCS3A03G0019700	Chr3A	8346895	8348759	+	8347827	Chr3A	4272092	4273956	+	4273024	1.0	0.997
gene:TraesCS3A03G0019800	Chr3A	8367335	8369021	-	8368178	Chr3A	4289418	4291099	-	4290258	0.997	0.983
gene:TraesCS3A03G0020200	Chr3A	8667965	8674038	+	8671001	Chr3A	4305949	4311964	+	4308956	0.989	0.984
gene:TraesCS3A03G0020300	Chr3A	8675885	8676581	+	8676233	Chr3A	4313815	4314511	+	4314163	1.0	0.997
gene:TraesCS3A03G0020900	Chr3A	8761108	8765593	+	8763350	Chr3A	4402513	4406951	+	4404732	0.994	0.969
gene:TraesCS3A03G0021100	Chr3A	8815764	8817443	-	8816603	Chr3A	4516673	4518352	-	4517512	1.0	0.965
gene:TraesCS3A03G0021300	Chr3A	8871318	8877341	-	8874329	Chr3A	4577768	4583790	-	4580779	1.0	0.997
gene:TraesCS3A03G0021400	Chr3A	8913508	8916672	+	8915090	Chr3A	4662215	4665379	+	4663797	1.0	0.997
gene:TraesCS3A03G0021500	Chr3A	8936932	8941473	+	8939202	Chr3A	4702679	4707226	+	4704952	1.0	0.996
gene:TraesCS3A03G0021700	Chr3A	8941709	8945367	-	8943538	Chr3A	4707462	4711128	-	4709295	1.0	0.995
gene:TraesCS3A03G0021900	Chr3A	8978050	8978574	-	8978312	Chr3A	4740253	4740777	-	4740515	1.0	0.994
gene:TraesCS3A03G0022400	Chr3A	9068031	9068433	+	9068232	Chr3A	4794258	4794660	+	4794459	1.0	0.99
gene:TraesCS3A03G0022600	Chr3A	9084051	9084863	+	9084457	Chr3A	4812858	4813670	+	4813264	1.0	0.991
gene:TraesCS3A03G0022900	Chr3A	9122196	9122766	+	9122481	Chr3A	4843849	4844419	+	4844134	1.0	0.997
gene:TraesCS3A03G0023000	Chr3A	9127412	9127948	+	9127680	Chr3A	4849142	4849678	+	4849410	1.0	0.997
gene:TraesCS3A03G0023200	Chr3A	9140921	9143315	-	9142118	Chr3A	4862674	4865082	-	4863878	1.0	0.983
gene:TraesCS3A03G0023300	Chr3A	9149932	9150266	+	9150099	Chr3A	4871711	4872045	+	4871878	1.0	1.0
gene:TraesCS3A03G0023400	Chr3A	9185907	9188079	+	9186993	Chr3A	4907712	4909878	+	4908795	0.994	0.992
gene:TraesCS3A03G0023600	Chr3A	9261431	9262046	+	9261738	Chr3A	4975049	4975662	+	4975355	1.0	0.954
gene:TraesCS3A03G0023900	Chr3A	9285037	9286005	+	9285521	Chr3A	4983830	4984798	+	4984314	1.0	0.997
gene:TraesCS3A03G0024200	Chr3A	9353587	9354501	-	9354044	Chr3A	5062552	5063498	-	5063025	1.0	0.965
gene:TraesCS3A03G0025100	Chr3A	9517378	9518223	+	9517800	Chr3A	5249270	5250130	+	5249700	0.998	0.952
gene:TraesCS3A03G0025700	Chr3A	9618194	9622397	-	9620295	Chr3A	5281840	5286043	-	5283941	1.0	0.997
gene:TraesCS3A03G0025800	Chr3A	9627814	9628797	+	9628305	Chr3A	5291279	5292261	+	5291770	0.998	0.997
gene:TraesCS3A03G0026000	Chr3A	9642965	9643977	-	9643471	Chr3A	5296173	5297188	-	5296680	1.0	0.95
gene:TraesCS3A03G0026100	Chr3A	9644666	9645634	+	9645150	Chr3A	5297873	5298841	+	5298357	1.0	0.988
gene:TraesCS3A03G0026200	Chr3A	9653139	9669786	-	9661462	Chr3A	5306339	5321367	-	5313853	0.994	0.986
gene:TraesCS3A03G0026400	Chr3A	9675840	9678026	-	9676933	Chr3A	5327525	5329708	-	5328616	0.998	0.984
gene:TraesCS3A03G0026800	Chr3A	9799271	9815425	-	9807348	Chr3A	5437435	5453486	-	5445460	1.0	0.998
gene:TraesCS3A03G0027000	Chr3A	9838666	9841851	-	9840258	Chr3A	5478016	5481212	-	5479614	1.0	0.996
gene:TraesCS3A03G0027100	Chr3A	9845757	9852029	-	9848893	Chr3A	5485045	5491314	-	5488179	0.998	0.995
gene:TraesCS3A03G0027300	Chr3A	9849094	9851236	+	9850165	Chr3A	5488382	5490524	+	5489453	1.0	0.997
gene:TraesCS3A03G0027400	Chr3A	9878532	9882948	-	9880740	Chr3A	5518967	5523393	-	5521180	0.984	0.964
gene:TraesCS3A03G0027500	Chr3A	9911389	9914507	-	9912948	Chr3A	5549729	5552847	-	5551288	1.0	0.996
gene:TraesCS3A03G0027600	Chr3A	9920569	9923925	+	9922247	Chr3A	5558918	5562274	+	5560596	1.0	0.995
gene:TraesCS3A03G0028100	Chr3A	10018154	10019155	+	10018654	Chr3A	5633346	5634347	+	5633846	1.0	0.933
gene:TraesCS3A03G0029200	Chr3A	10220045	10221046	+	10220545	Chr3A	6167515	6168537	+	6168026	1.0	0.964
gene:TraesCS3A03G0029300	Chr3A	10232174	10234897	+	10233535	Chr3A	6087674	6090398	+	6089036	0.999	0.991
gene:TraesCS3A03G0029500	Chr3A	10278955	10283756	+	10281355	Chr3A	6123821	6128623	+	6126222	1.0	0.998
gene:TraesCS3A03G0029700	Chr3A	10310419	10311840	+	10311129	Chr3A	6139277	6140698	+	6139987	1.0	0.967
gene:TraesCS3A03G0030200	Chr3A	10327162	10329201	-	10328181	Chr3A	6171074	6173125	-	6172099	1.0	0.975
gene:TraesCS3A03G0030500	Chr3A	10336408	10337433	+	10336920	Chr3A	6179129	6180154	+	6179641	1.0	0.994
gene:TraesCS3A03G0031000	Chr3A	10447941	10449839	+	10448890	Chr3A	6219265	6221163	+	6220214	1.0	0.993
gene:TraesCS3A03G0031100	Chr3A	10497436	10508467	+	10502951	Chr3A	6268772	6279511	+	6274141	1.0	0.994
gene:TraesCS3A03G0031400	Chr3A	10518095	10519252	+	10518673	Chr3A	6290500	6291657	+	6291078	1.0	0.991
gene:TraesCS3A03G0032000	Chr3A	10629481	10630653	-	10630067	Chr3A	6351044	6352201	-	6351622	0.987	0.967
gene:TraesCS3A03G0033800	Chr3A	11032664	11036369	-	11034516	Chr3A	6964608	6968313	-	6966460	1.0	0.992
gene:TraesCS3A03G0034400	Chr3A	11101739	11106118	-	11103928	Chr3A	6655216	6659596	-	6657406	1.0	0.993
gene:TraesCS3A03G0034500	Chr3A	11104958	11107846	+	11106402	Chr3A	6658436	6661303	+	6659869	0.988	0.983
gene:TraesCS3A03G0034800	Chr3A	11173580	11178498	-	11176039	Chr3A	6687320	6692263	-	6689791	1.0	0.976
gene:TraesCS3A03G0036200	Chr3A	11275916	11277045	+	11276480	Chr3A	6729840	6730960	+	6730400	0.985	0.926
gene:TraesCS3A03G0036800	Chr3A	11529909	11532065	+	11530987	Chr3A	6766631	6768770	+	6767700	0.966	0.902
gene:TraesCS3A03G0036900	Chr3A	11558550	11561205	-	11559877	Chr3A	6998306	7001048	-	6999677	1.0	0.987
gene:TraesCS3A03G0037900	Chr3A	11637047	11638926	-	11637986	Chr3A	7031509	7033392	-	7032450	1.0	0.993
gene:TraesCS3A03G0038300	Chr3A	11651428	11652730	+	11652079	Chr3A	7037253	7038556	+	7037904	1.0	0.995
gene:TraesCS3A03G0038600	Chr3A	11707954	11710150	+	11709052	Chr3A	7114496	7116767	+	7115631	1.0	0.992
gene:TraesCS3A03G0039000	Chr3A	11781834	11782499	+	11782166	Chr3A	7196141	7196790	-	7196465	0.948	0.906
gene:TraesCS3A03G0039200	Chr3A	11783112	11783333	-	11783222	Chr3A	7194970	7195191	+	7195080	1.0	0.99
gene:TraesCS3A03G0039100	Chr3A	11783112	11783333	-	11783222	Chr3A	7194970	7195191	+	7195080	1.0	0.99
gene:TraesCS3A03G0039500	Chr3A	11852630	11855047	-	11853838	Chr3A	7238916	7241332	-	7240124	1.0	0.993
gene:TraesCS3A03G0039800	Chr3A	11932308	11936854	+	11934581	Chr3A	7312047	7316602	+	7314324	1.0	0.997
gene:TraesCS3A03G0040200	Chr3A	11953618	11959397	-	11956507	Chr3A	7342993	7348774	-	7345883	1.0	0.994
gene:TraesCS3A03G0040400	Chr3A	11984456	11986835	-	11985645	Chr3A	7365114	7367523	-	7366318	0.993	0.973
gene:TraesCS3A03G0040500	Chr3A	12010768	12012573	-	12011670	Chr3A	7391881	7393696	-	7392788	0.995	0.983
gene:TraesCS3A03G0040800	Chr3A	12045365	12046453	-	12045909	Chr3A	7425639	7426729	-	7426184	1.0	0.991
gene:TraesCS3A03G0040900	Chr3A	12054644	12056101	-	12055372	Chr3A	7443107	7444555	-	7443831	0.992	0.992
gene:TraesCS3A03G0041100	Chr3A	12071349	12072083	+	12071716	Chr3A	7460631	7461365	+	7460998	1.0	0.986
gene:TraesCS3A03G0041200	Chr3A	12075943	12077447	-	12076695	Chr3A	7464521	7466023	-	7465272	0.998	0.986
gene:TraesCS3A03G0041700	Chr3A	12110477	12114187	+	12112332	Chr3A	7469915	7473531	+	7471723	0.959	0.945
gene:TraesCS3A03G0041900	Chr3A	12118672	12120490	-	12119581	Chr3A	7475400	7477214	-	7476307	0.997	0.983
gene:TraesCS3A03G0042100	Chr3A	12128508	12130477	-	12129492	Chr3A	7501760	7503730	-	7502745	1.0	0.973
gene:TraesCS3A03G0042200	Chr3A	12200162	12201941	-	12201051	Chr3A	7570998	7572662	-	7571830	0.935	0.923
gene:TraesCS3A03G0042300	Chr3A	12209794	12211502	-	12210648	Chr3A	7614547	7616255	-	7615401	1.0	0.959
gene:TraesCS3A03G0042700	Chr3A	12352050	12353034	-	12352542	Chr3A	7649721	7650710	-	7650215	1.0	0.979
gene:TraesCS3A03G0042800	Chr3A	12356143	12357072	+	12356607	Chr3A	7655262	7656156	+	7655709	0.958	0.932
gene:TraesCS3A03G0042900	Chr3A	12358498	12359728	-	12359113	Chr3A	7659141	7660380	-	7659760	1.0	0.903
gene:TraesCS3A03G0043100	Chr3A	12411156	12412208	-	12411682	Chr3A	7685507	7686571	-	7686039	0.988	0.922
gene:TraesCS3A03G0043200	Chr3A	12415290	12425054	+	12420172	Chr3A	7694666	7704385	+	7699525	0.967	0.951
gene:TraesCS3A03G0043300	Chr3A	12436248	12436726	+	12436487	Chr3A	7715375	7715869	+	7715622	0.995	0.941
gene:TraesCS3A03G0043500	Chr3A	12499756	12505087	+	12502421	Chr3A	7742680	7748079	+	7745379	0.998	0.981
gene:TraesCS3A03G0043600	Chr3A	12557004	12564531	+	12560767	Chr3A	7814806	7822521	+	7818663	0.949	0.943
gene:TraesCS3A03G0043700	Chr3A	12591873	12593468	+	12592670	Chr3A	7867837	7869435	+	7868636	1.0	0.985
gene:TraesCS3A03G0043800	Chr3A	12619607	12622553	+	12621080	Chr3A	7958494	7961403	+	7959948	0.988	0.983
gene:TraesCS3A03G0044200	Chr3A	12659773	12663256	+	12661514	Chr3A	7997259	8000743	+	7999001	1.0	0.998
gene:TraesCS3A03G0044400	Chr3A	12671499	12671969	-	12671734	Chr3A	8008981	8009451	-	8009216	1.0	0.989
gene:TraesCS3A03G0044500	Chr3A	12674962	12675767	-	12675364	Chr3A	8012454	8013259	-	8012856	1.0	0.998
gene:TraesCS3A03G0044600	Chr3A	12691263	12693861	+	12692562	Chr3A	8028991	8031665	+	8030328	1.0	0.99
gene:TraesCS3A03G0045600	Chr3A	12953875	12962009	+	12957942	Chr3A	8150838	8159169	+	8155003	0.999	0.995
gene:TraesCS3A03G0046100	Chr3A	12989383	12993109	-	12991246	Chr3A	8188600	8192326	-	8190463	1.0	1.0
gene:TraesCS3A03G0046400	Chr3A	13013432	13018739	-	13016085	Chr3A	8212684	8217934	-	8215309	0.995	0.994
gene:TraesCS3A03G0046500	Chr3A	13029932	13033027	-	13031479	Chr3A	8229127	8232222	-	8230674	1.0	1.0
gene:TraesCS3A03G0046600	Chr3A	13037615	13043061	-	13040338	Chr3A	8236813	8242294	-	8239553	1.0	1.0
gene:TraesCS3A03G0046700	Chr3A	13046469	13049752	-	13048110	Chr3A	8245607	8248889	-	8247248	1.0	0.997
gene:TraesCS3A03G0046900	Chr3A	13134758	13138473	+	13136615	Chr3A	8334545	8338214	+	8336379	0.975	0.968
gene:TraesCS3A03G0047000	Chr3A	13146068	13157472	+	13151770	Chr3A	8345926	8357332	+	8351629	1.0	0.998
gene:TraesCS3A03G0047400	Chr3A	13173460	13176299	+	13174879	Chr3A	8372971	8375811	+	8374391	1.0	0.995
gene:TraesCS3A03G0047600	Chr3A	13180225	13184245	+	13182235	Chr3A	8379399	8383438	+	8381418	0.981	0.979
gene:TraesCS3A03G0047800	Chr3A	13200215	13207654	+	13203934	Chr3A	8399515	8406940	+	8403227	1.0	0.998
gene:TraesCS3A03G0047900	Chr3A	13209629	13211419	-	13210524	Chr3A	8408915	8410705	-	8409810	1.0	0.997
gene:TraesCS3A03G0048000	Chr3A	13212111	13220429	-	13216270	Chr3A	8411391	8419488	-	8415439	1.0	0.995
gene:TraesCS3A03G0048300	Chr3A	13251152	13252309	+	13251730	Chr3A	8450491	8451648	+	8451069	1.0	0.998
gene:TraesCS3A03G0048500	Chr3A	13256000	13259537	-	13257768	Chr3A	8454891	8458275	-	8456583	0.919	0.917
gene:TraesCS3A03G0048600	Chr3A	13262335	13263785	-	13263060	Chr3A	8460344	8461794	-	8461069	1.0	0.998
gene:TraesCS3A03G0048700	Chr3A	13266374	13267826	-	13267100	Chr3A	8464382	8465834	-	8465108	1.0	0.986
gene:TraesCS3A03G0049100	Chr3A	13326983	13331969	-	13329476	Chr3A	8511805	8516792	-	8514298	1.0	0.998
gene:TraesCS3A03G0049400	Chr3A	13364456	13367172	+	13365814	Chr3A	8536337	8539054	+	8537695	1.0	0.997
gene:TraesCS3A03G0049500	Chr3A	13374582	13377547	+	13376064	Chr3A	8554864	8557934	+	8556399	1.0	0.999
gene:TraesCS3A03G0049600	Chr3A	13420057	13420751	-	13420404	Chr3A	8600162	8600856	-	8600509	1.0	0.997
gene:TraesCS3A03G0050200	Chr3A	13510570	13511960	-	13511265	Chr3A	8693255	8694645	-	8693950	1.0	0.99
gene:TraesCS3A03G0050400	Chr3A	13530408	13531190	-	13530799	Chr3A	8713311	8714093	-	8713702	1.0	0.997
gene:TraesCS3A03G0050600	Chr3A	13539918	13540966	+	13540442	Chr3A	8722783	8723832	+	8723307	1.0	0.981
gene:TraesCS3A03G0050700	Chr3A	13551825	13552727	-	13552276	Chr3A	8734691	8735593	-	8735142	1.0	0.995
gene:TraesCS3A03G0051100	Chr3A	13585785	13587462	+	13586623	Chr3A	8754275	8755942	+	8755108	0.987	0.979
gene:TraesCS3A03G0051200	Chr3A	13588891	13590341	-	13589616	Chr3A	8757263	8758713	-	8757988	1.0	0.998
gene:TraesCS3A03G0051400	Chr3A	13799143	13807136	-	13803139	Chr3A	8881958	8889953	-	8885955	1.0	0.997
gene:TraesCS3A03G0051500	Chr3A	13812171	13813047	+	13812609	Chr3A	8895049	8895923	+	8895486	0.997	0.995
gene:TraesCS3A03G0051600	Chr3A	13817015	13820570	+	13818792	Chr3A	8899893	8903448	+	8901670	1.0	0.996
gene:TraesCS3A03G0051700	Chr3A	13820553	13824040	-	13822296	Chr3A	8903431	8906946	-	8905188	1.0	0.996
gene:TraesCS3A03G0051800	Chr3A	13837749	13840017	-	13838883	Chr3A	8918439	8920711	-	8919575	1.0	0.998
gene:TraesCS3A03G0052000	Chr3A	13857289	13862785	-	13860037	Chr3A	8944408	8949902	-	8947155	1.0	0.997
gene:TraesCS3A03G0052200	Chr3A	14040952	14041692	-	14041322	Chr3A	9120434	9121175	-	9120804	1.0	0.988
gene:TraesCS3A03G0052300	Chr3A	14120231	14120695	+	14120463	Chr3A	9191041	9191505	+	9191273	1.0	0.997
gene:TraesCS3A03G0052500	Chr3A	14131902	14132951	-	14132426	Chr3A	9202684	9203733	-	9203208	1.0	0.993
gene:TraesCS3A03G0052600	Chr3A	14134546	14135307	+	14134926	Chr3A	9205628	9206389	+	9206008	1.0	0.996
gene:TraesCS3A03G0053000	Chr3A	14200366	14205844	-	14203105	Chr3A	9384599	9390081	-	9387340	0.998	0.989
gene:TraesCS3A03G0053100	Chr3A	14208436	14211617	+	14210026	Chr3A	9392571	9395752	+	9394161	1.0	1.0
gene:TraesCS3A03G0053400	Chr3A	14338574	14342114	+	14340344	Chr3A	9528792	9532338	+	9530565	1.0	0.992
gene:TraesCS3A03G0053500	Chr3A	14344155	14345109	-	14344632	Chr3A	9534164	9535118	-	9534641	1.0	0.998
gene:TraesCS3A03G0053600	Chr3A	14345254	14349480	-	14347367	Chr3A	9535263	9539481	-	9537372	1.0	0.997
gene:TraesCS3A03G0054300	Chr3A	14498314	14498850	+	14498582	Chr3A	9688083	9688619	+	9688351	1.0	1.0
gene:TraesCS3A03G0054400	Chr3A	14572676	14573841	+	14573258	Chr3A	9762448	9763613	+	9763030	1.0	0.993
gene:TraesCS3A03G0054500	Chr3A	14583303	14584864	+	14584083	Chr3A	9773075	9774636	+	9773855	1.0	1.0
gene:TraesCS3A03G0054600	Chr3A	14587724	14588509	-	14588116	Chr3A	9777495	9778280	-	9777887	1.0	1.0
gene:TraesCS3A03G0055000	Chr3A	15050261	15053415	+	15051838	Chr3A	10157394	10160548	+	10158971	1.0	1.0
gene:TraesCS3A03G0055100	Chr3A	15058231	15060659	+	15059445	Chr3A	10165364	10167792	+	10166578	1.0	1.0
gene:TraesCS3A03G0055500	Chr3A	15114158	15116300	-	15115229	Chr3A	10220665	10222807	-	10221736	1.0	1.0
gene:TraesCS3A03G0055600	Chr3A	15142521	15146395	+	15144458	Chr3A	10250074	10253948	+	10252011	1.0	1.0
gene:TraesCS3A03G0055700	Chr3A	15147371	15148340	-	15147855	Chr3A	10254924	10255893	-	10255408	1.0	1.0
gene:TraesCS3A03G0055800	Chr3A	15151106	15153176	-	15152141	Chr3A	10258942	10261012	-	10259977	1.0	1.0
gene:TraesCS3A03G0056100	Chr3A	15218565	15225143	-	15221854	Chr3A	10326390	10332968	-	10329679	1.0	1.0
gene:TraesCS3A03G0056300	Chr3A	15367716	15369852	+	15368784	Chr3A	10475710	10477846	+	10476778	1.0	1.0
gene:TraesCS3A03G0056400	Chr3A	15374271	15377592	+	15375931	Chr3A	10482275	10485701	+	10483988	1.0	1.0
gene:TraesCS3A03G0056500	Chr3A	15379118	15382109	+	15380613	Chr3A	10487227	10490218	+	10488722	1.0	1.0
gene:TraesCS3A03G0056600	Chr3A	15382541	15385525	-	15384033	Chr3A	10490650	10493635	-	10492142	1.0	1.0
gene:TraesCS3A03G0056900	Chr3A	15581362	15586956	+	15584159	Chr3A	10689339	10694936	+	10692137	1.0	1.0
gene:TraesCS3A03G0057000	Chr3A	15588624	15592155	-	15590389	Chr3A	10696604	10700135	-	10698369	1.0	1.0
gene:TraesCS3A03G0057100	Chr3A	15593584	15595385	+	15594484	Chr3A	10701564	10703365	+	10702464	1.0	1.0
gene:TraesCS3A03G0057200	Chr3A	15596606	15598218	-	15597412	Chr3A	10704586	10706198	-	10705392	1.0	1.0
gene:TraesCS3A03G0057400	Chr3A	15608635	15609777	+	15609206	Chr3A	10716685	10717827	+	10717256	1.0	0.999
gene:TraesCS3A03G0057600	Chr3A	15636769	15637577	+	15637173	Chr3A	10745267	10746075	+	10745671	1.0	1.0
gene:TraesCS3A03G0058300	Chr3A	15743505	15746810	+	15745157	Chr3A	10852262	10855337	+	10853799	1.0	0.993
gene:TraesCS3A03G0058600	Chr3A	15769038	15770439	-	15769738	Chr3A	10878199	10879600	-	10878899	1.0	0.992
gene:TraesCS3A03G0058900	Chr3A	15890662	15892044	+	15891353	Chr3A	11006746	11008134	+	11007440	1.0	0.993
gene:TraesCS3A03G0059100	Chr3A	15904642	15905987	-	15905314	Chr3A	11020666	11022012	-	11021339	1.0	0.992
gene:TraesCS3A03G0059500	Chr3A	15975018	15978954	+	15976986	Chr3A	11091791	11096690	+	11094240	0.999	0.951
gene:TraesCS3A03G0059600	Chr3A	15985878	15990235	+	15988056	Chr3A	11103526	11107928	+	11105727	1.0	0.998
gene:TraesCS3A03G0059700	Chr3A	16065418	16066849	-	16066133	Chr3A	11188604	11190029	-	11189316	0.995	0.985
gene:TraesCS3A03G0059800	Chr3A	16069241	16073917	+	16071579	Chr3A	11191580	11196290	+	11193935	0.991	0.961
gene:TraesCS3A03G0060200	Chr3A	16122946	16123593	+	16123269	Chr3A	11251513	11252160	+	11251836	1.0	1.0
gene:TraesCS3A03G0060300	Chr3A	16279115	16279914	-	16279514	Chr3A	11416044	11416843	-	11416443	1.0	1.0
gene:TraesCS3A03G0060500	Chr3A	16291911	16296115	+	16294013	Chr3A	11428842	11433046	+	11430944	1.0	0.999
gene:TraesCS3A03G0061500	Chr3A	16781028	16784619	+	16782823	Chr3A	11843604	11847195	+	11845399	1.0	0.998
gene:TraesCS3A03G0061800	Chr3A	16802924	16803530	+	16803227	Chr3A	11865449	11866055	+	11865752	1.0	1.0
gene:TraesCS3A03G0062100	Chr3A	16902296	16903662	+	16902979	Chr3A	11971874	11973240	+	11972557	1.0	0.999
gene:TraesCS3A03G0063100	Chr3A	17075422	17076396	-	17075909	Chr3A	12127575	12128549	-	12128062	1.0	0.989
gene:TraesCS3A03G0063200	Chr3A	17093678	17094934	-	17094306	Chr3A	12145745	12147001	-	12146373	1.0	0.993
gene:TraesCS3A03G0063300	Chr3A	17231024	17233287	+	17232155	Chr3A	12304000	12306262	+	12305131	1.0	0.992
gene:TraesCS3A03G0063400	Chr3A	17270551	17271615	-	17271083	Chr3A	12342322	12343386	-	12342854	1.0	0.993
gene:TraesCS3A03G0064100	Chr3A	17528849	17532476	-	17530662	Chr3A	12535044	12538670	-	12536857	1.0	0.997
gene:TraesCS3A03G0064200	Chr3A	17539451	17541749	+	17540600	Chr3A	12543975	12546312	+	12545143	1.0	0.996
gene:TraesCS3A03G0064600	Chr3A	17960043	17964689	-	17962366	Chr3A	13009690	13014346	-	13012018	1.0	0.995
gene:TraesCS3A03G0064900	Chr3A	18037806	18040039	+	18038922	Chr3A	13085565	13087798	+	13086681	1.0	0.998
gene:TraesCS3A03G0065000	Chr3A	18054016	18057108	+	18055562	Chr3A	13138562	13141665	+	13140113	1.0	0.99
gene:TraesCS3A03G0066000	Chr3A	18167147	18168264	+	18167705	Chr3A	13238826	13239939	+	13239382	0.994	0.986
gene:TraesCS3A03G0066100	Chr3A	18175262	18176822	+	18176042	Chr3A	13246929	13248489	+	13247709	1.0	0.989
gene:TraesCS3A03G0066200	Chr3A	18207404	18208574	+	18207989	Chr3A	13278202	13279373	+	13278787	1.0	0.99
gene:TraesCS3A03G0067500	Chr3A	19189995	19191129	+	19190562	Chr3A	14338529	14339663	+	14339096	1.0	0.983
gene:TraesCS3A03G0068900	Chr3A	19756652	19761404	+	19759028	Chr3A	14770659	14775434	+	14773046	1.0	0.998
gene:TraesCS3A03G0069400	Chr3A	19892745	19893567	+	19893156	Chr3A	14915024	14915845	+	14915434	1.0	1.0
gene:TraesCS3A03G0069600	Chr3A	19909137	19910223	-	19909680	Chr3A	14932837	14933920	-	14933378	0.997	0.974
gene:TraesCS3A03G0069900	Chr3A	19927875	19928414	+	19928144	Chr3A	14938749	14939288	+	14939018	1.0	1.0
gene:TraesCS3A03G0070300	Chr3A	19985076	19985531	-	19985303	Chr3A	15115216	15115671	+	15115443	1.0	0.964
gene:TraesCS3A03G0070500	Chr3A	19999574	20031088	+	20015331	Chr3A	14997655	15029399	+	15013527	1.0	0.998
