gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity
gene:TraesCS1B03G0005500	Chr1B	1812059	1815337	-	1813698	Chr1B	4464105	4467370	+	4465737	0.996	0.978
gene:TraesCS1B03G0008600	Chr1B	2380688	2383732	-	2382210	Chr1B	1145971	1149014	+	1147492	0.999	0.999
gene:TraesCS1B03G0008700	Chr1B	2563615	2566164	-	2564889	Chr1B	963566	966115	+	964840	1.0	1.0
gene:TraesCS1B03G0008800	Chr1B	2661258	2662527	+	2661892	Chr1B	867717	868986	-	868351	1.0	0.998
gene:TraesCS1B03G0008900	Chr1B	2661462	2662433	+	2661947	Chr1B	867811	868782	-	868296	1.0	0.997
gene:TraesCS1B03G0009300	Chr1B	2730283	2733041	-	2731662	Chr1B	871289	874049	+	872669	1.0	0.998
gene:TraesCS1B03G0009600	Chr1B	2791203	2792803	-	2792003	Chr1B	946073	947673	+	946873	1.0	1.0
gene:TraesCS1B03G0009700	Chr1B	2931085	2935423	-	2933254	Chr1B	729673	734020	+	731846	1.0	0.997
gene:TraesCS1B03G0009800	Chr1B	3094767	3097318	+	3096042	Chr1B	576210	578761	-	577485	1.0	0.999
gene:TraesCS1B03G0010200	Chr1B	3246952	3249237	+	3248094	Chr1B	450526	452811	-	451668	1.0	1.0
gene:TraesCS1B03G0012500	Chr1B	3769497	3771294	-	3770395	Chr1B	5578009	5579726	+	5578867	1.0	0.989
gene:TraesCS1B03G0013100	Chr1B	4073976	4076964	+	4075470	Chr1B	5642546	5645429	+	5643987	0.972	0.927
gene:TraesCS1B03G0013400	Chr1B	4086402	4088303	+	4087352	Chr1B	5722638	5724539	+	5723588	1.0	0.982
gene:TraesCS1B03G0013500	Chr1B	4098786	4101519	+	4100152	Chr1B	5703883	5706465	+	5705174	0.998	0.929
gene:TraesCS1B03G0015600	Chr1B	4508006	4514125	-	4511065	Chr1B	6088904	6095335	-	6092119	1.0	0.999
gene:TraesCS1B03G0015800	Chr1B	4527377	4530535	+	4528956	Chr1B	6115975	6119140	+	6117557	1.0	0.991
gene:TraesCS1B03G0015900	Chr1B	4532575	4540073	-	4536324	Chr1B	6121446	6128826	-	6125136	0.999	0.995
gene:TraesCS1B03G0016300	Chr1B	4938236	4939656	-	4938946	Chr1B	6361772	6363194	-	6362483	0.998	0.927
gene:TraesCS1B03G0017700	Chr1B	5053269	5054727	-	5053998	Chr1B	5905098	5906555	+	5905826	0.997	0.96
gene:TraesCS1B03G0018200	Chr1B	5243086	5249171	-	5246128	Chr1B	6317440	6335411	-	6326425	1.0	0.994
gene:TraesCS1B03G0019400	Chr1B	5421666	5422574	+	5422120	Chr1B	6435765	6436673	+	6436219	1.0	0.993
gene:TraesCS1B03G0019700	Chr1B	5447750	5448643	-	5448196	Chr1B	6482465	6483358	+	6482911	1.0	0.977
gene:TraesCS1B03G0019800	Chr1B	5459628	5460581	-	5460104	Chr1B	6467726	6468679	+	6468202	1.0	0.98
gene:TraesCS1B03G0019900	Chr1B	5512517	5513581	+	5513049	Chr1B	6621388	6622458	+	6621923	0.983	0.943
gene:TraesCS1B03G0020500	Chr1B	5592386	5593420	+	5592903	Chr1B	6687908	6688903	+	6688405	0.962	0.955
gene:TraesCS1B03G0020600	Chr1B	5597356	5598231	+	5597793	Chr1B	6692837	6693712	+	6693274	1.0	0.998
gene:TraesCS1B03G0020700	Chr1B	5612307	5615571	+	5613939	Chr1B	6698752	6702016	+	6700384	1.0	0.998
gene:TraesCS1B03G0020800	Chr1B	5614684	5615030	-	5614857	Chr1B	6701129	6701475	-	6701302	1.0	1.0
gene:TraesCS1B03G0021000	Chr1B	5630788	5631399	+	5631093	Chr1B	6716627	6717238	+	6716932	1.0	0.991
gene:TraesCS1B03G0021200	Chr1B	5632568	5632786	+	5632677	Chr1B	6718408	6718626	+	6718517	1.0	0.995
gene:TraesCS1B03G0021800	Chr1B	5836360	5836629	-	5836494	Chr1B	6887795	6888064	-	6887929	1.0	0.996
gene:TraesCS1B03G0022400	Chr1B	5964797	5965380	+	5965088	Chr1B	7028949	7029532	+	7029240	1.0	0.991
gene:TraesCS1B03G0025400	Chr1B	6731747	6734044	+	6732895	Chr1B	8490419	8492716	+	8491567	1.0	0.999
gene:TraesCS1B03G0025500	Chr1B	6735150	6735832	+	6735491	Chr1B	8493822	8494504	+	8494163	1.0	0.985
gene:TraesCS1B03G0025900	Chr1B	6761452	6762683	-	6762067	Chr1B	8520130	8521361	-	8520745	1.0	0.992
gene:TraesCS1B03G0026200	Chr1B	6777069	6777582	+	6777325	Chr1B	8624106	8624620	+	8624363	1.0	0.988
gene:TraesCS1B03G0026300	Chr1B	6790344	6791931	+	6791137	Chr1B	8638266	8639865	+	8639065	1.0	0.993
gene:TraesCS1B03G0027200	Chr1B	6885651	6886706	-	6886178	Chr1B	8752000	8753055	-	8752527	1.0	0.997
gene:TraesCS1B03G0027400	Chr1B	6892910	6894152	-	6893531	Chr1B	8759259	8760504	-	8759881	1.0	1.0
gene:TraesCS1B03G0027500	Chr1B	6905201	6905452	+	6905326	Chr1B	8771564	8771815	+	8771689	1.0	1.0
gene:TraesCS1B03G0027600	Chr1B	6911470	6911771	+	6911620	Chr1B	8777830	8778131	+	8777980	1.0	0.993
gene:TraesCS1B03G0027900	Chr1B	6922415	6926399	+	6924407	Chr1B	8788781	8792765	+	8790773	1.0	1.0
gene:TraesCS1B03G0028000	Chr1B	6927495	6930956	+	6929225	Chr1B	8793863	8797324	+	8795593	1.0	1.0
gene:TraesCS1B03G0028200	Chr1B	6933411	6935465	-	6934438	Chr1B	8799779	8801833	-	8800806	1.0	1.0
gene:TraesCS1B03G0028800	Chr1B	7136171	7137713	-	7136942	Chr1B	9019372	9020914	-	9020143	1.0	0.999
gene:TraesCS1B03G0028900	Chr1B	7188725	7190156	-	7189440	Chr1B	9071932	9073363	-	9072647	1.0	0.992
gene:TraesCS1B03G0029300	Chr1B	7473333	7480121	-	7476727	Chr1B	9397719	9404508	-	9401113	1.0	0.997
gene:TraesCS1B03G0029400	Chr1B	7480639	7487573	+	7484106	Chr1B	9404988	9411900	+	9408444	1.0	0.995
gene:TraesCS1B03G0029600	Chr1B	7568099	7569690	-	7568894	Chr1B	9517839	9519432	-	9518635	1.0	0.997
gene:TraesCS1B03G0029700	Chr1B	7583192	7584485	+	7583838	Chr1B	9535209	9536502	+	9535855	1.0	0.996
gene:TraesCS1B03G0030500	Chr1B	7851867	7852259	+	7852063	Chr1B	8422289	8422681	-	8422485	1.0	0.989
gene:TraesCS1B03G0030900	Chr1B	7968876	7970120	-	7969498	Chr1B	8303628	8304872	+	8304250	1.0	0.991
gene:TraesCS1B03G0031000	Chr1B	7983452	7987365	+	7985408	Chr1B	8286713	8290655	-	8288684	1.0	0.971
gene:TraesCS1B03G0031200	Chr1B	8001434	8001895	-	8001664	Chr1B	8229365	8229826	+	8229595	1.0	0.98
gene:TraesCS1B03G0031300	Chr1B	8012259	8012916	-	8012587	Chr1B	8114131	8114788	+	8114459	1.0	0.989
gene:TraesCS1B03G0031900	Chr1B	8067883	8068314	-	8068098	Chr1B	7873262	7873693	+	7873477	1.0	0.981
gene:TraesCS1B03G0032000	Chr1B	8072145	8072576	-	8072360	Chr1B	7937784	7938215	+	7937999	1.0	0.988
gene:TraesCS1B03G0032100	Chr1B	8076414	8076845	-	8076629	Chr1B	7942051	7942482	+	7942266	1.0	0.988
gene:TraesCS1B03G0032200	Chr1B	8080100	8080864	-	8080482	Chr1B	7856492	7857256	+	7856874	1.0	0.995
gene:TraesCS1B03G0032300	Chr1B	8132405	8135365	-	8133885	Chr1B	7792309	7795265	+	7793787	0.998	0.983
gene:TraesCS1B03G0034400	Chr1B	8592364	8593919	+	8593141	Chr1B	9962020	9963575	+	9962797	1.0	0.992
gene:TraesCS1B03G0034500	Chr1B	8645390	8646951	+	8646170	Chr1B	10031740	10033293	+	10032516	1.0	0.996
gene:TraesCS1B03G0034600	Chr1B	8672509	8677350	-	8674929	Chr1B	10060584	10063666	-	10062125	1.0	0.994
gene:TraesCS1B03G0035000	Chr1B	8710149	8712378	+	8711263	Chr1B	10109084	10111313	+	10110198	1.0	0.99
gene:TraesCS1B03G0035300	Chr1B	8731073	8731747	+	8731410	Chr1B	10130024	10130672	+	10130348	1.0	0.99
gene:TraesCS1B03G0035400	Chr1B	8748973	8750925	+	8749949	Chr1B	10147925	10149877	+	10148901	1.0	0.996
gene:TraesCS1B03G0035700	Chr1B	8775326	8781500	+	8778413	Chr1B	10202210	10208335	+	10205272	0.994	0.968
gene:TraesCS1B03G0035800	Chr1B	8781958	8783322	+	8782640	Chr1B	10208799	10210156	+	10209477	0.991	0.945
gene:TraesCS1B03G0036200	Chr1B	8920793	8921583	-	8921188	Chr1B	10350808	10351544	-	10351176	1.0	0.997
gene:TraesCS1B03G0036300	Chr1B	8936686	8939403	-	8938044	Chr1B	10366609	10369326	-	10367967	1.0	0.997
gene:TraesCS1B03G0036500	Chr1B	9081442	9085624	+	9083533	Chr1B	10379498	10383474	+	10381486	0.944	0.94
gene:TraesCS1B03G0036700	Chr1B	9183329	9184082	+	9183705	Chr1B	10484075	10484828	+	10484451	1.0	1.0
gene:TraesCS1B03G0036800	Chr1B	9188008	9202582	+	9195295	Chr1B	10488754	10503328	+	10496041	1.0	1.0
gene:TraesCS1B03G0036900	Chr1B	9221024	9223309	+	9222166	Chr1B	10521783	10524068	+	10522925	1.0	1.0
gene:TraesCS1B03G0037100	Chr1B	9234708	9235360	-	9235034	Chr1B	10535476	10536128	-	10535802	1.0	0.998
gene:TraesCS1B03G0037200	Chr1B	9239572	9240364	-	9239968	Chr1B	10540339	10541131	-	10540735	1.0	1.0
gene:TraesCS1B03G0037500	Chr1B	9294962	9297935	-	9296448	Chr1B	10595788	10598761	-	10597274	1.0	0.999
gene:TraesCS1B03G0037600	Chr1B	9340006	9342523	-	9341264	Chr1B	10640827	10643344	-	10642085	1.0	0.999
gene:TraesCS1B03G0038000	Chr1B	9375472	9376307	-	9375889	Chr1B	10676316	10677151	-	10676733	1.0	1.0
gene:TraesCS1B03G0038200	Chr1B	9386698	9389358	-	9388028	Chr1B	10687541	10690201	-	10688871	1.0	0.999
gene:TraesCS1B03G0038300	Chr1B	9435993	9438264	-	9437128	Chr1B	10736645	10738915	-	10737780	1.0	1.0
gene:TraesCS1B03G0038400	Chr1B	9439821	9440916	+	9440368	Chr1B	10740468	10741563	+	10741015	1.0	1.0
gene:TraesCS1B03G0038600	Chr1B	9468567	9470728	+	9469647	Chr1B	10769226	10771387	+	10770306	1.0	1.0
gene:TraesCS1B03G0038700	Chr1B	9512135	9528525	-	9520330	Chr1B	10812822	10829213	-	10821017	1.0	1.0
gene:TraesCS1B03G0038800	Chr1B	9590685	9594472	-	9592578	Chr1B	10891385	10895172	-	10893278	1.0	1.0
gene:TraesCS1B03G0038900	Chr1B	9596767	9602349	+	9599558	Chr1B	10897498	10903074	+	10900286	0.993	0.993
gene:TraesCS1B03G0039000	Chr1B	9602359	9603587	+	9602973	Chr1B	10903084	10904312	+	10903698	1.0	1.0
gene:TraesCS1B03G0039200	Chr1B	9612378	9613006	-	9612692	Chr1B	10913104	10913732	-	10913418	1.0	1.0
gene:TraesCS1B03G0039600	Chr1B	9683032	9685542	+	9684287	Chr1B	10983770	10986280	+	10985025	1.0	1.0
gene:TraesCS1B03G0040000	Chr1B	9779917	9781098	-	9780507	Chr1B	11080659	11081840	-	11081249	1.0	1.0
gene:TraesCS1B03G0040100	Chr1B	9782826	9784767	+	9783796	Chr1B	11083568	11085509	+	11084538	1.0	1.0
gene:TraesCS1B03G0040200	Chr1B	9789359	9790975	+	9790167	Chr1B	11090099	11091715	+	11090907	1.0	0.999
gene:TraesCS1B03G0040300	Chr1B	9800870	9801743	+	9801306	Chr1B	11101610	11102483	+	11102046	1.0	1.0
gene:TraesCS1B03G0040400	Chr1B	9931905	9932833	-	9932369	Chr1B	11232688	11233616	-	11233152	1.0	1.0
gene:TraesCS1B03G0040500	Chr1B	9946473	9947669	+	9947071	Chr1B	11247260	11248456	+	11247858	1.0	1.0
gene:TraesCS1B03G0040600	Chr1B	10006721	10011436	+	10009078	Chr1B	11306758	11311497	+	11309127	1.0	0.999
gene:TraesCS1B03G0041000	Chr1B	10062709	10067524	-	10065116	Chr1B	11362647	11367457	-	11365052	0.998	0.993
gene:TraesCS1B03G0041100	Chr1B	10070699	10086054	-	10078376	Chr1B	11369894	11385275	-	11377584	1.0	0.998
gene:TraesCS1B03G0041200	Chr1B	10093955	10096755	+	10095355	Chr1B	11393176	11395976	+	11394576	1.0	0.999
gene:TraesCS1B03G0041500	Chr1B	10107955	10111696	-	10109825	Chr1B	11407176	11410917	-	11409046	1.0	1.0
gene:TraesCS1B03G0041400	Chr1B	10107549	10114755	+	10111152	Chr1B	11406770	11413976	+	11410373	1.0	1.0
gene:TraesCS1B03G0041800	Chr1B	10161526	10163430	+	10162478	Chr1B	11460769	11462673	+	11461721	1.0	1.0
gene:TraesCS1B03G0042000	Chr1B	10204289	10205548	-	10204918	Chr1B	11503534	11504777	-	11504155	0.987	0.956
gene:TraesCS1B03G0042200	Chr1B	10223793	10225081	-	10224437	Chr1B	11520253	11521549	-	11520901	1.0	0.988
gene:TraesCS1B03G0042300	Chr1B	10227066	10228079	-	10227572	Chr1B	11523542	11524555	-	11524048	1.0	1.0
gene:TraesCS1B03G0042400	Chr1B	10232241	10236228	-	10234234	Chr1B	11528711	11532692	-	11530701	1.0	1.0
gene:TraesCS1B03G0042600	Chr1B	10349836	10356359	+	10353097	Chr1B	11637508	11644031	+	11640769	1.0	1.0
gene:TraesCS1B03G0042700	Chr1B	10357323	10358121	+	10357722	Chr1B	11644995	11645793	+	11645394	1.0	1.0
gene:TraesCS1B03G0042800	Chr1B	10385166	10387322	+	10386244	Chr1B	11672839	11674995	+	11673917	1.0	0.999
gene:TraesCS1B03G0042900	Chr1B	10405014	10410446	-	10407730	Chr1B	11692688	11698157	-	11695422	1.0	1.0
gene:TraesCS1B03G0043100	Chr1B	10445581	10447481	+	10446531	Chr1B	11733217	11735117	+	11734167	1.0	1.0
gene:TraesCS1B03G0043200	Chr1B	10450132	10452871	-	10451501	Chr1B	11737768	11740507	-	11739137	1.0	1.0
gene:TraesCS1B03G0043300	Chr1B	10496325	10503200	+	10499762	Chr1B	11783956	11790831	+	11787393	1.0	0.999
gene:TraesCS1B03G0043500	Chr1B	10515279	10518098	-	10516688	Chr1B	11803331	11806150	-	11804740	1.0	1.0
gene:TraesCS1B03G0043700	Chr1B	10525410	10527335	+	10526372	Chr1B	11813445	11815370	+	11814407	1.0	1.0
gene:TraesCS1B03G0044100	Chr1B	10570455	10573606	+	10572030	Chr1B	11858488	11861639	+	11860063	1.0	1.0
gene:TraesCS1B03G0044300	Chr1B	10583195	10586486	+	10584840	Chr1B	11871160	11874780	+	11872970	0.996	0.976
gene:TraesCS1B03G0044200	Chr1B	10577886	10592699	-	10585292	Chr1B	11865919	11880983	-	11873451	0.995	0.992
gene:TraesCS1B03G0044500	Chr1B	10621984	10623686	-	10622835	Chr1B	11898282	11899984	-	11899133	1.0	1.0
gene:TraesCS1B03G0044700	Chr1B	10631853	10634419	-	10633136	Chr1B	11908151	11910717	-	11909434	1.0	1.0
gene:TraesCS1B03G0044800	Chr1B	10638363	10641651	-	10640007	Chr1B	11914661	11917949	-	11916305	1.0	1.0
gene:TraesCS1B03G0045000	Chr1B	10646033	10648577	-	10647305	Chr1B	11922330	11924872	-	11923601	1.0	1.0
gene:TraesCS1B03G0045500	Chr1B	10737663	10740370	-	10739016	Chr1B	12013983	12016690	-	12015336	1.0	0.995
gene:TraesCS1B03G0045800	Chr1B	10890974	10899911	-	10895442	Chr1B	12167294	12176232	-	12171763	1.0	1.0
gene:TraesCS1B03G0045900	Chr1B	10939203	10941935	-	10940569	Chr1B	12215435	12218167	-	12216801	1.0	1.0
gene:TraesCS1B03G0046000	Chr1B	10946142	10948229	+	10947185	Chr1B	12222374	12224461	+	12223417	1.0	1.0
gene:TraesCS1B03G0046500	Chr1B	11079072	11081083	+	11080077	Chr1B	12355278	12357290	+	12356284	1.0	0.998
gene:TraesCS1B03G0046800	Chr1B	11097649	11101734	-	11099691	Chr1B	12373856	12377941	-	12375898	1.0	1.0
gene:TraesCS1B03G0047300	Chr1B	11473684	11477472	+	11475578	Chr1B	12747335	12751123	+	12749229	1.0	1.0
gene:TraesCS1B03G0047400	Chr1B	11502223	11504185	-	11503204	Chr1B	12774653	12776615	-	12775634	1.0	1.0
gene:TraesCS1B03G0047600	Chr1B	11660706	11661221	-	11660963	Chr1B	12916839	12917354	-	12917096	1.0	1.0
gene:TraesCS1B03G0047700	Chr1B	11705253	11710444	-	11707848	Chr1B	12961392	12966583	-	12963987	1.0	1.0
gene:TraesCS1B03G0047800	Chr1B	11744428	11746681	+	11745554	Chr1B	13000559	13002812	+	13001685	1.0	1.0
gene:TraesCS1B03G0047900	Chr1B	11932852	11935452	+	11934152	Chr1B	13188272	13190872	+	13189572	1.0	1.0
gene:TraesCS1B03G0048500	Chr1B	12155898	12157261	+	12156579	Chr1B	13411367	13412730	+	13412048	1.0	1.0
gene:TraesCS1B03G0048600	Chr1B	12212874	12214358	-	12213616	Chr1B	13468353	13469837	-	13469095	1.0	1.0
gene:TraesCS1B03G0048700	Chr1B	12216550	12222860	-	12219705	Chr1B	13472047	13478357	-	13475202	0.999	0.999
gene:TraesCS1B03G0048800	Chr1B	12376675	12379736	+	12378205	Chr1B	13630349	13633410	+	13631879	1.0	1.0
gene:TraesCS1B03G0048900	Chr1B	12379942	12382590	-	12381266	Chr1B	13633616	13636264	-	13634940	1.0	1.0
gene:TraesCS1B03G0049000	Chr1B	12403367	12410785	+	12407076	Chr1B	13657041	13664462	+	13660751	1.0	0.999
gene:TraesCS1B03G0049400	Chr1B	12587869	12588942	+	12588405	Chr1B	13841545	13842607	+	13842076	0.989	0.989
gene:TraesCS1B03G0049600	Chr1B	12608888	12609961	+	12609424	Chr1B	13862573	13863635	+	13863104	0.989	0.989
gene:TraesCS1B03G0050000	Chr1B	12856625	12856867	-	12856746	Chr1B	14232314	14232556	-	14232435	1.0	1.0
gene:TraesCS1B03G0050200	Chr1B	12859498	12863918	+	12861708	Chr1B	14235187	14239604	+	14237395	0.998	0.996
gene:TraesCS1B03G0050300	Chr1B	12871155	12871370	+	12871262	Chr1B	14246837	14247052	+	14246944	1.0	1.0
gene:TraesCS1B03G0050400	Chr1B	12886537	12886779	-	12886658	Chr1B	14262219	14262461	-	14262340	1.0	1.0
gene:TraesCS1B03G0050600	Chr1B	12900275	12900898	-	12900586	Chr1B	14275965	14276588	-	14276276	1.0	1.0
gene:TraesCS1B03G0051100	Chr1B	12939129	12944677	-	12941903	Chr1B	14328298	14333846	-	14331072	1.0	1.0
gene:TraesCS1B03G0051200	Chr1B	13011432	13011673	+	13011552	Chr1B	14400691	14400933	+	14400812	1.0	0.995
gene:TraesCS1B03G0051300	Chr1B	13071722	13071964	+	13071843	Chr1B	14460981	14461223	+	14461102	1.0	1.0
gene:TraesCS1B03G0051500	Chr1B	13180553	13205206	+	13192879	Chr1B	14569795	14594449	+	14582122	1.0	1.0
gene:TraesCS1B03G0051800	Chr1B	13236041	13236831	-	13236436	Chr1B	14625335	14626125	-	14625730	1.0	1.0
gene:TraesCS1B03G0051900	Chr1B	13251376	13251947	-	13251661	Chr1B	14653903	14654474	-	14654188	1.0	1.0
gene:TraesCS1B03G0052000	Chr1B	13261342	13261557	-	13261449	Chr1B	14663869	14664084	-	14663976	1.0	1.0
gene:TraesCS1B03G0052300	Chr1B	13282427	13285263	+	13283845	Chr1B	14684954	14687790	+	14686372	1.0	1.0
gene:TraesCS1B03G0052600	Chr1B	13308308	13310991	-	13309649	Chr1B	14710828	14713488	-	14712158	0.99	0.99
gene:TraesCS1B03G0052700	Chr1B	13312371	13313351	-	13312861	Chr1B	14714865	14715845	-	14715355	1.0	1.0
gene:TraesCS1B03G0052800	Chr1B	13323643	13324701	-	13324172	Chr1B	14726141	14727199	-	14726670	1.0	1.0
gene:TraesCS1B03G0053500	Chr1B	13438831	13442118	+	13440474	Chr1B	14841396	14844683	+	14843039	1.0	1.0
gene:TraesCS1B03G0053600	Chr1B	13471192	13471901	-	13471546	Chr1B	14873754	14874463	-	14874108	1.0	1.0
gene:TraesCS1B03G0053800	Chr1B	13505365	13505580	+	13505472	Chr1B	14907783	14907998	+	14907890	1.0	1.0
gene:TraesCS1B03G0053900	Chr1B	13509180	13509422	+	13509301	Chr1B	14911599	14911841	+	14911720	1.0	1.0
gene:TraesCS1B03G0054200	Chr1B	13534543	13539707	+	13537125	Chr1B	14936970	14942134	+	14939552	1.0	1.0
gene:TraesCS1B03G0054400	Chr1B	13670547	13683383	-	13676965	Chr1B	15066064	15078900	-	15072482	1.0	1.0
gene:TraesCS1B03G0054600	Chr1B	13735279	13740170	-	13737724	Chr1B	15130836	15135735	-	15133285	1.0	0.995
gene:TraesCS1B03G0054700	Chr1B	13759157	13767992	+	13763574	Chr1B	15154722	15163556	+	15159139	1.0	1.0
gene:TraesCS1B03G0055700	Chr1B	13977558	13982523	-	13980040	Chr1B	15445431	15450396	-	15447913	1.0	0.997
gene:TraesCS1B03G0056000	Chr1B	13999014	14002404	+	14000709	Chr1B	15466887	15470277	+	15468582	1.0	1.0
gene:TraesCS1B03G0056100	Chr1B	14012900	14013607	-	14013253	Chr1B	15480784	15481491	-	15481137	1.0	1.0
gene:TraesCS1B03G0056200	Chr1B	14061989	14062204	+	14062096	Chr1B	15529876	15530091	+	15529983	1.0	1.0
gene:TraesCS1B03G0056300	Chr1B	14065926	14066168	+	14066047	Chr1B	15533815	15534057	+	15533936	1.0	1.0
gene:TraesCS1B03G0056400	Chr1B	14068724	14068939	-	14068831	Chr1B	15536613	15536828	-	15536720	1.0	1.0
gene:TraesCS1B03G0056500	Chr1B	14127521	14127736	-	14127628	Chr1B	15595435	15595650	-	15595542	1.0	1.0
gene:TraesCS1B03G0056800	Chr1B	14206800	14207042	+	14206921	Chr1B	15674399	15674641	+	15674520	1.0	0.995
gene:TraesCS1B03G0057100	Chr1B	14428164	14430943	-	14429553	Chr1B	15887464	15890243	-	15888853	1.0	1.0
gene:TraesCS1B03G0057200	Chr1B	14434688	14434924	+	14434806	Chr1B	15893988	15894224	+	15894106	1.0	1.0
gene:TraesCS1B03G0057300	Chr1B	14440531	14440761	+	14440646	Chr1B	15899831	15900040	+	15899935	0.909	0.904
gene:TraesCS1B03G0057400	Chr1B	14654433	14660861	+	14657647	Chr1B	16113166	16119595	+	16116380	1.0	1.0
gene:TraesCS1B03G0057600	Chr1B	14726947	14731776	+	14729361	Chr1B	16185334	16190163	+	16187748	1.0	1.0
gene:TraesCS1B03G0057700	Chr1B	14791130	14792757	-	14791943	Chr1B	16249394	16251021	-	16250207	1.0	1.0
gene:TraesCS1B03G0057800	Chr1B	14859044	14861496	-	14860270	Chr1B	16316464	16318916	-	16317690	1.0	1.0
gene:TraesCS1B03G0058000	Chr1B	14898675	14900216	+	14899445	Chr1B	16355238	16356779	+	16356008	1.0	1.0
gene:TraesCS1B03G0058100	Chr1B	14905984	14913993	+	14909988	Chr1B	16362547	16370556	+	16366551	1.0	1.0
gene:TraesCS1B03G0058200	Chr1B	14917149	14927182	+	14922165	Chr1B	16373712	16383746	+	16378729	1.0	1.0
gene:TraesCS1B03G0058300	Chr1B	14930908	14931165	+	14931036	Chr1B	16387472	16387729	+	16387600	1.0	1.0
gene:TraesCS1B03G0058400	Chr1B	14947192	14948329	-	14947760	Chr1B	16403767	16404904	-	16404335	1.0	1.0
gene:TraesCS1B03G0058500	Chr1B	15041521	15043347	-	15042434	Chr1B	16498102	16499928	-	16499015	1.0	1.0
gene:TraesCS1B03G0059300	Chr1B	15294386	15310765	+	15302575	Chr1B	16751041	16767414	+	16759227	1.0	0.999
gene:TraesCS1B03G0059400	Chr1B	15351121	15368211	+	15359666	Chr1B	16807951	16825041	+	16816496	1.0	1.0
gene:TraesCS1B03G0059500	Chr1B	15376263	15397877	+	15387070	Chr1B	16833096	16854715	+	16843905	1.0	1.0
gene:TraesCS1B03G0059600	Chr1B	15431893	15432748	-	15432320	Chr1B	16888743	16889598	-	16889170	1.0	1.0
gene:TraesCS1B03G0060300	Chr1B	15577339	15581389	+	15579364	Chr1B	17034208	17038258	+	17036233	1.0	0.999
gene:TraesCS1B03G0060500	Chr1B	15598209	15600219	+	15599214	Chr1B	17055078	17057088	+	17056083	1.0	1.0
gene:TraesCS1B03G0060600	Chr1B	15660641	15662758	+	15661699	Chr1B	17117492	17119609	+	17118550	1.0	1.0
gene:TraesCS1B03G0060700	Chr1B	15681611	15683469	-	15682540	Chr1B	17138473	17140331	-	17139402	1.0	1.0
gene:TraesCS1B03G0061300	Chr1B	15768286	15772299	-	15770292	Chr1B	17225161	17229174	-	17227167	1.0	0.999
gene:TraesCS1B03G0061400	Chr1B	15825822	15828269	-	15827045	Chr1B	17282709	17285156	-	17283932	1.0	1.0
gene:TraesCS1B03G0061500	Chr1B	15835962	15840274	-	15838118	Chr1B	17292847	17297159	-	17295003	1.0	1.0
gene:TraesCS1B03G0061600	Chr1B	15869185	15870367	+	15869776	Chr1B	17326075	17327257	+	17326666	1.0	1.0
gene:TraesCS1B03G0061900	Chr1B	15893423	15904711	-	15899067	Chr1B	17350312	17361600	-	17355956	1.0	1.0
