gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity
gene:TraesCS5D03G0004700	Chr5D	2665098	2671307	+	2668202	Chr5D	2901667	2907876	+	2904771	1.0	1.0
gene:TraesCS5D03G0004800	Chr5D	2672766	2677982	-	2675374	Chr5D	2909335	2914535	-	2911935	0.991	0.987
gene:TraesCS5D03G0004900	Chr5D	2679349	2683430	-	2681389	Chr5D	2915902	2919983	-	2917942	1.0	1.0
gene:TraesCS5D03G0005100	Chr5D	2688714	2693084	+	2690899	Chr5D	2925267	2929637	+	2927452	1.0	1.0
gene:TraesCS5D03G0005200	Chr5D	2696120	2701036	+	2698578	Chr5D	2932673	2937589	+	2935131	1.0	1.0
gene:TraesCS5D03G0005300	Chr5D	2814456	2815962	+	2815209	Chr5D	3051061	3052567	+	3051814	1.0	1.0
gene:TraesCS5D03G0005400	Chr5D	3027689	3029129	+	3028409	Chr5D	3259187	3260627	+	3259907	1.0	1.0
gene:TraesCS5D03G0005700	Chr5D	3085495	3086987	+	3086241	Chr5D	3316970	3318462	+	3317716	1.0	1.0
gene:TraesCS5D03G0006000	Chr5D	3150676	3151507	+	3151091	Chr5D	3382150	3382979	+	3382564	0.997	0.997
gene:TraesCS5D03G0007100	Chr5D	3285989	3291185	-	3288587	Chr5D	3517634	3522836	-	3520235	1.0	1.0
gene:TraesCS5D03G0007600	Chr5D	3553643	3558815	+	3556229	Chr5D	3785066	3790238	+	3787652	1.0	1.0
gene:TraesCS5D03G0007700	Chr5D	3560879	3562605	-	3561742	Chr5D	3792302	3794028	-	3793165	1.0	0.999
gene:TraesCS5D03G0007800	Chr5D	3566317	3566982	+	3566649	Chr5D	3797741	3798406	+	3798073	1.0	1.0
gene:TraesCS5D03G0007900	Chr5D	3568816	3570710	-	3569763	Chr5D	3800240	3802134	-	3801187	1.0	1.0
gene:TraesCS5D03G0008000	Chr5D	3579222	3582239	-	3580730	Chr5D	3810647	3813664	-	3812155	1.0	1.0
gene:TraesCS5D03G0008100	Chr5D	3584251	3584745	+	3584498	Chr5D	3815676	3816170	+	3815923	1.0	1.0
gene:TraesCS5D03G0008300	Chr5D	3604593	3605039	+	3604816	Chr5D	3836016	3836462	+	3836239	1.0	1.0
gene:TraesCS5D03G0008400	Chr5D	3608804	3611113	-	3609958	Chr5D	3840225	3842534	-	3841379	1.0	1.0
gene:TraesCS5D03G0008600	Chr5D	3622739	3623188	+	3622963	Chr5D	3854166	3854615	+	3854390	1.0	1.0
gene:TraesCS5D03G0008900	Chr5D	3646131	3647699	+	3646915	Chr5D	3877528	3879096	+	3878312	1.0	0.997
gene:TraesCS5D03G0009200	Chr5D	3649092	3650582	+	3649837	Chr5D	3880489	3881979	+	3881234	1.0	1.0
gene:TraesCS5D03G0009100	Chr5D	3649059	3653270	-	3651164	Chr5D	3880456	3884667	-	3882561	1.0	1.0
gene:TraesCS5D03G0009400	Chr5D	3672490	3674058	-	3673274	Chr5D	3903886	3905454	-	3904670	1.0	1.0
gene:TraesCS5D03G0009800	Chr5D	3763968	3767732	-	3765850	Chr5D	3995235	3998999	-	3997117	1.0	1.0
gene:TraesCS5D03G0009900	Chr5D	3777701	3780330	+	3779015	Chr5D	4008963	4011592	+	4010277	1.0	1.0
gene:TraesCS5D03G0010200	Chr5D	4128339	4134929	+	4131634	Chr5D	4350714	4357304	+	4354009	1.0	1.0
gene:TraesCS5D03G0010300	Chr5D	4138928	4139406	+	4139167	Chr5D	4361303	4361781	+	4361542	1.0	1.0
gene:TraesCS5D03G0010400	Chr5D	4139960	4143802	+	4141881	Chr5D	4362335	4366177	+	4364256	1.0	1.0
gene:TraesCS5D03G0010500	Chr5D	4143972	4149511	-	4146741	Chr5D	4366347	4371886	-	4369116	1.0	1.0
gene:TraesCS5D03G0010700	Chr5D	4214914	4215624	+	4215269	Chr5D	4437308	4438018	+	4437663	1.0	1.0
gene:TraesCS5D03G0010800	Chr5D	4236946	4237494	+	4237220	Chr5D	4459348	4459896	+	4459622	1.0	1.0
gene:TraesCS5D03G0010900	Chr5D	4321657	4325110	+	4323383	Chr5D	4544053	4547506	+	4545779	1.0	1.0
gene:TraesCS5D03G0011400	Chr5D	4601728	4604250	+	4602989	Chr5D	4828519	4831041	+	4829780	1.0	0.999
gene:TraesCS5D03G0011500	Chr5D	4657637	4660576	+	4659106	Chr5D	4884430	4887369	+	4885899	1.0	1.0
gene:TraesCS5D03G0011600	Chr5D	4661997	4662533	+	4662265	Chr5D	4888794	4889330	+	4889062	1.0	1.0
gene:TraesCS5D03G0011700	Chr5D	4662688	4663563	+	4663125	Chr5D	4889485	4890360	+	4889922	1.0	0.998
gene:TraesCS5D03G0011800	Chr5D	4685322	4688315	-	4686818	Chr5D	4912118	4915111	-	4913614	1.0	1.0
gene:TraesCS5D03G0012000	Chr5D	4692650	4697978	-	4695314	Chr5D	4919448	4924776	-	4922112	1.0	1.0
gene:TraesCS5D03G0012500	Chr5D	4781972	4785327	+	4783649	Chr5D	5014130	5017485	+	5015807	1.0	1.0
gene:TraesCS5D03G0012700	Chr5D	4872332	4872634	+	4872483	Chr5D	5103415	5103717	+	5103566	1.0	0.996
gene:TraesCS5D03G0013000	Chr5D	4874080	4874303	-	4874191	Chr5D	5105163	5105386	-	5105274	1.0	1.0
gene:TraesCS5D03G0014100	Chr5D	4882647	4883390	+	4883018	Chr5D	5112695	5113438	+	5113066	1.0	0.998
gene:TraesCS5D03G0014300	Chr5D	4884121	4884294	-	4884207	Chr5D	5114169	5114342	-	5114255	1.0	1.0
gene:TraesCS5D03G0014400	Chr5D	4884966	4885211	+	4885088	Chr5D	5115016	5115261	+	5115138	1.0	1.0
gene:TraesCS5D03G0014500	Chr5D	4886766	4887029	+	4886897	Chr5D	5116816	5117079	+	5116947	1.0	1.0
gene:TraesCS5D03G0014600	Chr5D	4887121	4888287	+	4887704	Chr5D	5117171	5118337	+	5117754	1.0	0.999
gene:TraesCS5D03G0014800	Chr5D	4891913	4894165	-	4893039	Chr5D	5121963	5124215	-	5123089	1.0	0.999
gene:TraesCS5D03G0015100	Chr5D	4897812	4898401	-	4898106	Chr5D	5127862	5128450	-	5128156	0.998	0.998
gene:TraesCS5D03G0015300	Chr5D	4901060	4901539	-	4901299	Chr5D	5131111	5131590	-	5131350	1.0	1.0
gene:TraesCS5D03G0015400	Chr5D	4901640	4902071	-	4901855	Chr5D	5131691	5132122	-	5131906	1.0	1.0
gene:TraesCS5D03G0015500	Chr5D	4902366	4902728	-	4902547	Chr5D	5132417	5132779	-	5132598	1.0	1.0
gene:TraesCS5D03G0015700	Chr5D	4904704	4905117	-	4904910	Chr5D	5134755	5135168	-	5134961	1.0	1.0
gene:TraesCS5D03G0016000	Chr5D	4919446	4920810	+	4920128	Chr5D	5149500	5150864	+	5150182	1.0	1.0
gene:TraesCS5D03G0016300	Chr5D	4925161	4925271	-	4925216	Chr5D	5151545	5151655	+	5151600	1.0	1.0
gene:TraesCS5D03G0016400	Chr5D	4925715	4926272	+	4925993	Chr5D	5151986	5152543	+	5152264	1.0	0.998
gene:TraesCS5D03G0016800	Chr5D	4929412	4929555	-	4929483	Chr5D	5155683	5155826	-	5155754	1.0	1.0
gene:TraesCS5D03G0016900	Chr5D	4929660	4929776	-	4929718	Chr5D	5155931	5156047	-	5155989	1.0	1.0
gene:TraesCS5D03G0017300	Chr5D	4931465	4931578	+	4931521	Chr5D	5157736	5157849	+	5157792	1.0	1.0
gene:TraesCS5D03G0017400	Chr5D	4932349	4932477	+	4932413	Chr5D	5158620	5158748	+	5158684	1.0	1.0
gene:TraesCS5D03G0017500	Chr5D	4932918	4933118	+	4933018	Chr5D	5159189	5159389	+	5159289	1.0	0.995
gene:TraesCS5D03G0018000	Chr5D	4935300	4936013	-	4935656	Chr5D	5161572	5162285	-	5161928	1.0	1.0
gene:TraesCS5D03G0018400	Chr5D	4938361	4938492	-	4938426	Chr5D	5164633	5164764	-	5164698	1.0	1.0
gene:TraesCS5D03G0018500	Chr5D	4938596	4938832	+	4938714	Chr5D	5164868	5165104	+	5164986	1.0	1.0
gene:TraesCS5D03G0018700	Chr5D	4939644	4939925	+	4939784	Chr5D	5165916	5166197	+	5166056	1.0	1.0
gene:TraesCS5D03G0019200	Chr5D	4943192	4945435	+	4944313	Chr5D	5169466	5171709	+	5170587	1.0	1.0
gene:TraesCS5D03G0019300	Chr5D	4945761	4945971	+	4945866	Chr5D	5172035	5172245	+	5172140	1.0	1.0
gene:TraesCS5D03G0019800	Chr5D	4948993	4949154	-	4949073	Chr5D	5175267	5175428	-	5175347	1.0	1.0
gene:TraesCS5D03G0020000	Chr5D	4949293	4950393	-	4949843	Chr5D	5175567	5176667	-	5176117	1.0	1.0
gene:TraesCS5D03G0020100	Chr5D	4950002	4950451	+	4950226	Chr5D	5176276	5176725	+	5176500	1.0	1.0
gene:TraesCS5D03G0020300	Chr5D	4950827	4951042	+	4950934	Chr5D	5177101	5177316	+	5177208	1.0	1.0
gene:TraesCS5D03G0020400	Chr5D	4951153	4952147	-	4951650	Chr5D	5177427	5178421	-	5177924	1.0	1.0
gene:TraesCS5D03G0020800	Chr5D	4955589	4956654	-	4956121	Chr5D	5181863	5182928	-	5182395	1.0	1.0
gene:TraesCS5D03G0021000	Chr5D	4957788	4957982	+	4957885	Chr5D	5184062	5184256	+	5184159	1.0	1.0
gene:TraesCS5D03G0021100	Chr5D	4958384	4958494	+	4958439	Chr5D	5184658	5184768	+	5184713	1.0	1.0
gene:TraesCS5D03G0021400	Chr5D	4960287	4960754	+	4960520	Chr5D	5186562	5187029	+	5186795	1.0	1.0
gene:TraesCS5D03G0021800	Chr5D	4962707	4962894	+	4962800	Chr5D	5188982	5189169	+	5189075	1.0	1.0
gene:TraesCS5D03G0022300	Chr5D	4967601	4967705	+	4967653	Chr5D	5193876	5193980	+	5193928	1.0	1.0
gene:TraesCS5D03G0022700	Chr5D	4973102	4973800	+	4973451	Chr5D	5199378	5200076	+	5199727	1.0	1.0
gene:TraesCS5D03G0023300	Chr5D	5013765	5020319	-	5017042	Chr5D	5240042	5246596	-	5243319	1.0	1.0
gene:TraesCS5D03G0023600	Chr5D	5033927	5038681	+	5036304	Chr5D	5260206	5264960	+	5262583	1.0	0.999
gene:TraesCS5D03G0024000	Chr5D	5126830	5130716	-	5128773	Chr5D	5352657	5356543	-	5354600	1.0	1.0
gene:TraesCS5D03G0024200	Chr5D	5310399	5319110	+	5314754	Chr5D	5536258	5544962	+	5540610	1.0	1.0
gene:TraesCS5D03G0024300	Chr5D	5323991	5339694	+	5331842	Chr5D	5549857	5565560	+	5557708	1.0	1.0
gene:TraesCS5D03G0024400	Chr5D	5339945	5343217	-	5341581	Chr5D	5565811	5569083	-	5567447	1.0	1.0
gene:TraesCS5D03G0024600	Chr5D	5501293	5503036	+	5502164	Chr5D	5727174	5728917	+	5728045	1.0	1.0
gene:TraesCS5D03G0024700	Chr5D	5534695	5546126	+	5540410	Chr5D	5760591	5772026	+	5766308	1.0	1.0
gene:TraesCS5D03G0024800	Chr5D	5567761	5575868	-	5571814	Chr5D	5794583	5802690	-	5798636	1.0	0.999
gene:TraesCS5D03G0024900	Chr5D	5706212	5708783	-	5707497	Chr5D	5933043	5935614	-	5934328	1.0	0.999
gene:TraesCS5D03G0025100	Chr5D	5762415	5764094	-	5763254	Chr5D	5989260	5990938	-	5990099	1.0	1.0
gene:TraesCS5D03G0025200	Chr5D	5772359	5775824	-	5774091	Chr5D	5999201	6002666	-	6000933	1.0	1.0
gene:TraesCS5D03G0025300	Chr5D	5853737	5856897	+	5855317	Chr5D	6080597	6083757	+	6082177	1.0	0.998
gene:TraesCS5D03G0025400	Chr5D	5906666	5910254	+	5908460	Chr5D	6133544	6137132	+	6135338	1.0	1.0
gene:TraesCS5D03G0025500	Chr5D	5943007	5947183	+	5945095	Chr5D	6169912	6174088	+	6172000	1.0	1.0
gene:TraesCS5D03G0025600	Chr5D	5953081	5963542	+	5958311	Chr5D	6179988	6190451	+	6185219	1.0	1.0
gene:TraesCS5D03G0025700	Chr5D	5997418	5999830	+	5998624	Chr5D	6224324	6226736	+	6225530	1.0	1.0
gene:TraesCS5D03G0025800	Chr5D	6012640	6017851	+	6015245	Chr5D	6239549	6244760	+	6242154	1.0	1.0
gene:TraesCS5D03G0026800	Chr5D	6773112	6787820	-	6780466	Chr5D	6959678	6974386	-	6967032	1.0	1.0
gene:TraesCS5D03G0026900	Chr5D	6799651	6803622	+	6801636	Chr5D	6985766	6989737	+	6987751	1.0	1.0
gene:TraesCS5D03G0027000	Chr5D	6841065	6847662	+	6844363	Chr5D	7027179	7033773	+	7030476	0.999	0.999
gene:TraesCS5D03G0027100	Chr5D	6850565	6862517	+	6856541	Chr5D	7036676	7048641	+	7042658	1.0	1.0
gene:TraesCS5D03G0027200	Chr5D	7052743	7068887	+	7060815	Chr5D	7237338	7252775	+	7245056	1.0	1.0
gene:TraesCS5D03G0028000	Chr5D	7176715	7179793	+	7178254	Chr5D	7360615	7363693	+	7362154	1.0	1.0
gene:TraesCS5D03G0028200	Chr5D	7225425	7226098	-	7225761	Chr5D	7409337	7410008	-	7409672	1.0	0.998
gene:TraesCS5D03G0028300	Chr5D	7225573	7226071	-	7225822	Chr5D	7409485	7409981	-	7409733	1.0	0.997
gene:TraesCS5D03G0028400	Chr5D	7249912	7250434	-	7250173	Chr5D	7433826	7434348	-	7434087	1.0	1.0
gene:TraesCS5D03G0028600	Chr5D	7542108	7547074	-	7544591	Chr5D	7729576	7734559	-	7732067	1.0	0.999
gene:TraesCS5D03G0028900	Chr5D	7632009	7635649	-	7633829	Chr5D	7819760	7823400	-	7821580	1.0	1.0
gene:TraesCS5D03G0029100	Chr5D	7690081	7698179	+	7694130	Chr5D	8029099	8037197	+	8033148	1.0	1.0
gene:TraesCS5D03G0029200	Chr5D	7717853	7730573	-	7724213	Chr5D	8056872	8069638	-	8063255	1.0	1.0
gene:TraesCS5D03G0029700	Chr5D	7759289	7761729	-	7760509	Chr5D	8098364	8100804	-	8099584	1.0	1.0
gene:TraesCS5D03G0029900	Chr5D	7860986	7877389	-	7869187	Chr5D	8200093	8215650	-	8207871	0.9	0.9
gene:TraesCS5D03G0030400	Chr5D	8051479	8054654	+	8053066	Chr5D	8390110	8393284	+	8391697	1.0	1.0
gene:TraesCS5D03G0030600	Chr5D	8086114	8088828	-	8087471	Chr5D	8424432	8427146	-	8425789	1.0	1.0
gene:TraesCS5D03G0030800	Chr5D	8141689	8143688	+	8142688	Chr5D	8480006	8482005	+	8481005	1.0	1.0
gene:TraesCS5D03G0030900	Chr5D	8154875	8157233	+	8156054	Chr5D	8493192	8495550	+	8494371	1.0	1.0
gene:TraesCS5D03G0031100	Chr5D	8169523	8175293	-	8172408	Chr5D	8507840	8513610	-	8510725	1.0	1.0
gene:TraesCS5D03G0031300	Chr5D	8354136	8383522	+	8368829	Chr5D	8692475	8721805	+	8707140	1.0	1.0
gene:TraesCS5D03G0032500	Chr5D	8526442	8532020	+	8529231	Chr5D	8864223	8869801	+	8867012	1.0	1.0
gene:TraesCS5D03G0032700	Chr5D	8534121	8540085	-	8537103	Chr5D	8871902	8877866	-	8874884	1.0	1.0
gene:TraesCS5D03G0032800	Chr5D	8611516	8614138	-	8612827	Chr5D	8949305	8951927	-	8950616	1.0	1.0
gene:TraesCS5D03G0032900	Chr5D	8614789	8615043	-	8614916	Chr5D	8952578	8952832	-	8952705	1.0	1.0
gene:TraesCS5D03G0033000	Chr5D	8649559	8663338	-	8656448	Chr5D	8987348	9001127	-	8994237	1.0	1.0
gene:TraesCS5D03G0033100	Chr5D	8665040	8668025	-	8666532	Chr5D	9002637	9005622	-	9004129	1.0	1.0
gene:TraesCS5D03G0033700	Chr5D	8760580	8761485	-	8761032	Chr5D	9096956	9097861	-	9097408	1.0	1.0
gene:TraesCS5D03G0033600	Chr5D	8760550	8761728	+	8761139	Chr5D	9096926	9098104	+	9097515	1.0	1.0
gene:TraesCS5D03G0034100	Chr5D	9055345	9056199	+	9055772	Chr5D	9391744	9392598	+	9392171	1.0	1.0
gene:TraesCS5D03G0034200	Chr5D	9072954	9076493	+	9074723	Chr5D	9409353	9412894	+	9411123	1.0	1.0
gene:TraesCS5D03G0034500	Chr5D	9130463	9132648	-	9131555	Chr5D	9466870	9469055	-	9467962	1.0	1.0
gene:TraesCS5D03G0034800	Chr5D	9185614	9186012	+	9185813	Chr5D	9522030	9522428	+	9522229	1.0	1.0
gene:TraesCS5D03G0035100	Chr5D	9225900	9231687	+	9228793	Chr5D	9562339	9568125	+	9565232	1.0	1.0
gene:TraesCS5D03G0035300	Chr5D	9235784	9237983	+	9236883	Chr5D	9572223	9574422	+	9573322	1.0	0.998
gene:TraesCS5D03G0035400	Chr5D	9238099	9242366	-	9240232	Chr5D	9574538	9578805	-	9576671	1.0	1.0
gene:TraesCS5D03G0035600	Chr5D	9333018	9343813	-	9338415	Chr5D	9668711	9679511	-	9674111	1.0	1.0
gene:TraesCS5D03G0035800	Chr5D	9395161	9395820	+	9395490	Chr5D	9730863	9731522	+	9731192	1.0	1.0
gene:TraesCS5D03G0035900	Chr5D	9406057	9407312	+	9406684	Chr5D	9741639	9742894	+	9742266	1.0	1.0
gene:TraesCS5D03G0036100	Chr5D	9446443	9447447	+	9446945	Chr5D	9781139	9782143	+	9781641	1.0	1.0
gene:TraesCS5D03G0036200	Chr5D	9499846	9501662	-	9500754	Chr5D	9834616	9836432	-	9835524	1.0	1.0
gene:TraesCS5D03G0036300	Chr5D	9515824	9518741	-	9517282	Chr5D	9850596	9853513	-	9852054	1.0	1.0
gene:TraesCS5D03G0036400	Chr5D	9583881	9585814	+	9584847	Chr5D	9918628	9920561	+	9919594	1.0	1.0
gene:TraesCS5D03G0036600	Chr5D	9639722	9640204	-	9639963	Chr5D	9974576	9975058	-	9974817	1.0	1.0
gene:TraesCS5D03G0036700	Chr5D	9660913	9661794	+	9661353	Chr5D	9995768	9996649	+	9996208	1.0	1.0
gene:TraesCS5D03G0037100	Chr5D	9688115	9689533	-	9688824	Chr5D	10022972	10024390	-	10023681	1.0	0.999
gene:TraesCS5D03G0037600	Chr5D	9835169	9837618	-	9836393	Chr5D	10170038	10172487	-	10171262	1.0	1.0
gene:TraesCS5D03G0037700	Chr5D	9839250	9844749	-	9841999	Chr5D	10174119	10179382	-	10176750	1.0	1.0
gene:TraesCS5D03G0037800	Chr5D	10011395	10018127	-	10014761	Chr5D	10346025	10352763	-	10349394	1.0	1.0
gene:TraesCS5D03G0038000	Chr5D	10056183	10057176	+	10056679	Chr5D	10390839	10391832	+	10391335	1.0	1.0
gene:TraesCS5D03G0038100	Chr5D	10058326	10066268	-	10062297	Chr5D	10392993	10400935	-	10396964	1.0	1.0
gene:TraesCS5D03G0038300	Chr5D	10149912	10152613	+	10151262	Chr5D	10484856	10487557	+	10486206	1.0	1.0
gene:TraesCS5D03G0038400	Chr5D	10173441	10177390	+	10175415	Chr5D	10508385	10512356	+	10510370	0.999	0.996
gene:TraesCS5D03G0038600	Chr5D	10573532	10577805	+	10575668	Chr5D	10911514	10915787	+	10913650	1.0	1.0
gene:TraesCS5D03G0038700	Chr5D	10576248	10576604	-	10576426	Chr5D	10914230	10914586	-	10914408	1.0	1.0
gene:TraesCS5D03G0038900	Chr5D	10600401	10601132	-	10600766	Chr5D	10938389	10939120	-	10938754	1.0	1.0
gene:TraesCS5D03G0039000	Chr5D	10627124	10633383	+	10630253	Chr5D	10965331	10971590	+	10968460	1.0	0.998
gene:TraesCS5D03G0039300	Chr5D	10642695	10648565	+	10645630	Chr5D	10980902	10986772	+	10983837	1.0	1.0
gene:TraesCS5D03G0039400	Chr5D	10730194	10730646	+	10730420	Chr5D	11068399	11068851	+	11068625	1.0	1.0
gene:TraesCS5D03G0039500	Chr5D	10783165	10783956	+	10783560	Chr5D	11114520	11115311	+	11114915	1.0	1.0
gene:TraesCS5D03G0039900	Chr5D	10878352	10881339	+	10879845	Chr5D	11208717	11211704	+	11210210	1.0	1.0
gene:TraesCS5D03G0040000	Chr5D	11002028	11005811	+	11003919	Chr5D	11331295	11335078	+	11333186	1.0	1.0
gene:TraesCS5D03G0040100	Chr5D	11112799	11113703	-	11113251	Chr5D	11440749	11441653	-	11441201	1.0	1.0
gene:TraesCS5D03G0040700	Chr5D	11400698	11403390	-	11402044	Chr5D	11728884	11731576	-	11730230	1.0	1.0
gene:TraesCS5D03G0040800	Chr5D	11406258	11408192	-	11407225	Chr5D	11734444	11736378	-	11735411	1.0	1.0
gene:TraesCS5D03G0041100	Chr5D	11463934	11465058	+	11464496	Chr5D	11792114	11793238	+	11792676	1.0	0.989
gene:TraesCS5D03G0041200	Chr5D	11529869	11533644	+	11531756	Chr5D	11858074	11861849	+	11859961	1.0	1.0
gene:TraesCS5D03G0041400	Chr5D	11671444	11672550	-	11671997	Chr5D	11999607	12000713	-	12000160	1.0	1.0
gene:TraesCS5D03G0041500	Chr5D	11708289	11709407	-	11708848	Chr5D	12036447	12037565	-	12037006	1.0	0.999
gene:TraesCS5D03G0041900	Chr5D	12041353	12044397	-	12042875	Chr5D	12367625	12370669	-	12369147	1.0	1.0
gene:TraesCS5D03G0042200	Chr5D	12251169	12252599	-	12251884	Chr5D	12577652	12579082	-	12578367	1.0	1.0
gene:TraesCS5D03G0042500	Chr5D	12306016	12313508	-	12309762	Chr5D	12632494	12639986	-	12636240	1.0	0.999
gene:TraesCS5D03G0043100	Chr5D	12674557	12678922	+	12676739	Chr5D	13005314	13009679	+	13007496	1.0	0.999
gene:TraesCS5D03G0043200	Chr5D	12679145	12684151	+	12681648	Chr5D	13009902	13014624	+	13012263	1.0	1.0
gene:TraesCS5D03G0043300	Chr5D	12685547	12686545	+	12686046	Chr5D	13016020	13017018	+	13016519	1.0	1.0
gene:TraesCS5D03G0043400	Chr5D	12688531	12689491	-	12689011	Chr5D	13019004	13019964	-	13019484	1.0	1.0
gene:TraesCS5D03G0044100	Chr5D	13005661	13010693	+	13008177	Chr5D	13334399	13339435	+	13336917	0.998	0.993
gene:TraesCS5D03G0044400	Chr5D	13018386	13018541	-	13018463	Chr5D	13347129	13347284	-	13347206	1.0	1.0
gene:TraesCS5D03G0044600	Chr5D	13049822	13051510	+	13050666	Chr5D	13378569	13380257	+	13379413	1.0	1.0
gene:TraesCS5D03G0044700	Chr5D	13059576	13075331	-	13067453	Chr5D	13388323	13404078	-	13396200	1.0	1.0
gene:TraesCS5D03G0044800	Chr5D	13252970	13254069	-	13253519	Chr5D	13580643	13581742	-	13581192	1.0	0.997
gene:TraesCS5D03G0045200	Chr5D	13394161	13398365	-	13396263	Chr5D	13721094	13725308	-	13723201	0.999	0.999
gene:TraesCS5D03G0045700	Chr5D	13791828	13794523	+	13793175	Chr5D	14118127	14120822	+	14119474	1.0	1.0
gene:TraesCS5D03G0045900	Chr5D	13794740	13795992	-	13795366	Chr5D	14121039	14122291	-	14121665	1.0	1.0
gene:TraesCS5D03G0046000	Chr5D	13803203	13808278	+	13805740	Chr5D	14129500	14134575	+	14132037	1.0	1.0
gene:TraesCS5D03G0046500	Chr5D	13865255	13866905	-	13866080	Chr5D	14191552	14193202	-	14192377	1.0	1.0
gene:TraesCS5D03G0047000	Chr5D	13967581	13976852	-	13972216	Chr5D	14292204	14301094	-	14296649	1.0	1.0
gene:TraesCS5D03G0047300	Chr5D	13998301	14002102	+	14000201	Chr5D	14322244	14326045	+	14324144	1.0	1.0
gene:TraesCS5D03G0047500	Chr5D	14004186	14005504	-	14004845	Chr5D	14328129	14329447	-	14328788	1.0	1.0
gene:TraesCS5D03G0047800	Chr5D	14105647	14106929	+	14106288	Chr5D	14429424	14430706	+	14430065	1.0	1.0
gene:TraesCS5D03G0047900	Chr5D	14191472	14200433	-	14195952	Chr5D	14515100	14524061	-	14519580	1.0	1.0
gene:TraesCS5D03G0048200	Chr5D	14462958	14469410	-	14466184	Chr5D	14786604	14793056	-	14789830	1.0	0.999
gene:TraesCS5D03G0048500	Chr5D	14606373	14607878	-	14607125	Chr5D	14930037	14931542	-	14930789	1.0	1.0
gene:TraesCS5D03G0048800	Chr5D	14809040	14809618	+	14809329	Chr5D	15131587	15132165	+	15131876	1.0	1.0
gene:TraesCS5D03G0049100	Chr5D	15033130	15036689	+	15034909	Chr5D	15355338	15358897	+	15357117	1.0	1.0
