gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity
gene:TraesCS2B03G0019300	Chr2B	5657715	5659851	-	5658783	Chr2B	7989576	7991712	+	7990644	1.0	1.0
gene:TraesCS2B03G0019800	Chr2B	5722565	5736933	-	5729749	Chr2B	7920595	7934966	+	7927780	1.0	1.0
gene:TraesCS2B03G0019900	Chr2B	5841563	5854226	+	5847894	Chr2B	7803758	7816420	-	7810089	1.0	1.0
gene:TraesCS2B03G0020000	Chr2B	5857938	5873315	-	5865626	Chr2B	7784740	7800043	+	7792391	1.0	1.0
gene:TraesCS2B03G0020600	Chr2B	6113325	6116343	-	6114834	Chr2B	7542437	7545455	+	7543946	1.0	1.0
gene:TraesCS2B03G0021300	Chr2B	6161766	6163667	-	6162716	Chr2B	7495714	7497678	+	7496696	1.0	0.999
gene:TraesCS2B03G0021600	Chr2B	6188607	6190076	-	6189341	Chr2B	7459554	7461023	+	7460288	1.0	1.0
gene:TraesCS2B03G0022100	Chr2B	6245944	6247230	+	6246587	Chr2B	7403108	7404394	-	7403751	1.0	1.0
gene:TraesCS2B03G0022200	Chr2B	6269901	6271154	+	6270527	Chr2B	7379386	7380639	-	7380012	1.0	0.999
gene:TraesCS2B03G0022400	Chr2B	6456104	6457096	-	6456600	Chr2B	7202192	7203184	+	7202688	1.0	1.0
gene:TraesCS2B03G0022500	Chr2B	6468597	6470870	+	6469733	Chr2B	7188421	7190694	-	7189557	1.0	0.998
gene:TraesCS2B03G0022800	Chr2B	6498923	6502372	+	6500647	Chr2B	7156891	7160362	-	7158626	1.0	1.0
gene:TraesCS2B03G0022900	Chr2B	6504862	6505866	-	6505364	Chr2B	7153397	7154401	+	7153899	1.0	1.0
gene:TraesCS2B03G0023000	Chr2B	6532801	6533683	+	6533242	Chr2B	7125753	7126635	-	7126194	1.0	1.0
gene:TraesCS2B03G0023200	Chr2B	6545063	6548072	-	6546567	Chr2B	7111349	7114373	+	7112861	1.0	1.0
gene:TraesCS2B03G0023300	Chr2B	6570795	6571658	+	6571226	Chr2B	7087774	7088637	-	7088205	1.0	0.995
gene:TraesCS2B03G0023700	Chr2B	6627192	6628976	+	6628084	Chr2B	7000130	7001914	-	7001022	1.0	0.999
gene:TraesCS2B03G0023900	Chr2B	6655874	6658393	+	6657133	Chr2B	6971035	6973554	-	6972294	1.0	1.0
gene:TraesCS2B03G0024000	Chr2B	6699896	6701597	+	6700746	Chr2B	6927912	6929613	-	6928762	1.0	1.0
gene:TraesCS2B03G0024200	Chr2B	6713306	6714708	+	6714007	Chr2B	6914801	6916203	-	6915502	1.0	0.999
gene:TraesCS2B03G0024500	Chr2B	6787357	6789121	+	6788239	Chr2B	6850085	6851849	-	6850967	1.0	1.0
gene:TraesCS2B03G0024700	Chr2B	6821447	6822965	-	6822206	Chr2B	6811752	6813270	+	6812511	1.0	1.0
gene:TraesCS2B03G0024800	Chr2B	6835359	6837114	+	6836236	Chr2B	6797568	6799323	-	6798445	1.0	1.0
gene:TraesCS2B03G0025100	Chr2B	6863809	6865292	-	6864550	Chr2B	6769436	6770919	+	6770177	1.0	0.999
gene:TraesCS2B03G0025300	Chr2B	6882347	6883870	+	6883108	Chr2B	6750854	6752377	-	6751615	1.0	0.999
gene:TraesCS2B03G0025500	Chr2B	6886209	6888033	+	6887121	Chr2B	6746953	6748777	-	6747865	1.0	1.0
gene:TraesCS2B03G0025600	Chr2B	6894552	6896489	-	6895520	Chr2B	6738497	6740434	+	6739465	1.0	0.998
gene:TraesCS2B03G0025700	Chr2B	6898563	6903761	-	6901162	Chr2B	6731225	6736423	+	6733824	1.0	1.0
gene:TraesCS2B03G0026100	Chr2B	7188185	7188382	-	7188283	Chr2B	6448110	6448307	+	6448208	1.0	1.0
gene:TraesCS2B03G0026200	Chr2B	7202008	7208867	-	7205437	Chr2B	6427626	6434484	+	6431055	1.0	0.999
gene:TraesCS2B03G0026300	Chr2B	7231414	7238036	-	7234725	Chr2B	6398931	6405553	+	6402242	1.0	1.0
gene:TraesCS2B03G0026600	Chr2B	7342466	7343956	+	7343211	Chr2B	6342192	6343682	-	6342937	1.0	1.0
gene:TraesCS2B03G0026500	Chr2B	7342428	7347675	-	7345051	Chr2B	6338473	6343720	+	6341096	1.0	0.999
gene:TraesCS2B03G0026800	Chr2B	7368058	7373714	+	7370886	Chr2B	6312215	6317871	-	6315043	1.0	1.0
gene:TraesCS2B03G0026900	Chr2B	7374744	7376852	-	7375798	Chr2B	6309077	6311185	+	6310131	1.0	1.0
gene:TraesCS2B03G0027000	Chr2B	7384257	7389466	+	7386861	Chr2B	6296463	6301672	-	6299067	1.0	1.0
gene:TraesCS2B03G0027200	Chr2B	7418327	7421421	+	7419874	Chr2B	6264510	6267604	-	6266057	1.0	1.0
gene:TraesCS2B03G0027300	Chr2B	7423234	7427119	-	7425176	Chr2B	6258812	6262697	+	6260754	1.0	1.0
gene:TraesCS2B03G0027400	Chr2B	7430644	7430993	-	7430818	Chr2B	6254938	6255287	+	6255112	1.0	1.0
gene:TraesCS2B03G0027500	Chr2B	7457794	7474452	+	7466123	Chr2B	6211479	6228137	-	6219808	1.0	1.0
gene:TraesCS2B03G0027600	Chr2B	7480197	7485085	+	7482641	Chr2B	6200844	6205732	-	6203288	1.0	1.0
gene:TraesCS2B03G0027700	Chr2B	7488542	7503846	+	7496194	Chr2B	6182083	6197387	-	6189735	1.0	1.0
gene:TraesCS2B03G0027800	Chr2B	7503853	7505322	-	7504587	Chr2B	6180607	6182076	+	6181341	1.0	1.0
gene:TraesCS2B03G0027900	Chr2B	7523936	7527616	+	7525776	Chr2B	6158302	6161982	-	6160142	1.0	1.0
gene:TraesCS2B03G0028000	Chr2B	7543649	7547126	+	7545387	Chr2B	6138790	6142267	-	6140528	1.0	0.998
gene:TraesCS2B03G0028100	Chr2B	7550450	7550846	-	7550648	Chr2B	6135070	6135466	+	6135268	1.0	1.0
gene:TraesCS2B03G0028300	Chr2B	7608181	7613666	+	7610923	Chr2B	6072183	6077668	-	6074925	1.0	1.0
gene:TraesCS2B03G0028400	Chr2B	7623099	7624529	+	7623814	Chr2B	6061320	6062750	-	6062035	1.0	1.0
gene:TraesCS2B03G0028700	Chr2B	7643082	7646942	+	7645012	Chr2B	6038918	6042778	-	6040848	1.0	1.0
gene:TraesCS2B03G0028900	Chr2B	7658092	7659718	-	7658905	Chr2B	6026138	6027764	+	6026951	1.0	0.995
gene:TraesCS2B03G0029000	Chr2B	7693007	7694798	-	7693902	Chr2B	6009058	6010849	+	6009953	1.0	1.0
gene:TraesCS2B03G0029100	Chr2B	7701267	7705799	-	7703533	Chr2B	5998058	6002574	+	6000316	0.949	0.949
gene:TraesCS2B03G0029200	Chr2B	7868819	7869526	+	7869172	Chr2B	5834270	5834977	-	5834623	1.0	1.0
gene:TraesCS2B03G0029300	Chr2B	7872274	7875518	-	7873896	Chr2B	5828278	5831522	+	5829900	1.0	1.0
gene:TraesCS2B03G0029600	Chr2B	7890473	7900384	-	7895428	Chr2B	5803377	5813290	+	5808333	1.0	0.999
gene:TraesCS2B03G0029700	Chr2B	7911010	7912109	+	7911559	Chr2B	5791652	5792751	-	5792201	1.0	1.0
gene:TraesCS2B03G0030200	Chr2B	7977648	7979453	+	7978550	Chr2B	5724278	5726083	-	5725180	1.0	0.999
gene:TraesCS2B03G0030300	Chr2B	8006235	8010811	+	8008523	Chr2B	5692910	5697492	-	5695201	1.0	1.0
gene:TraesCS2B03G0030400	Chr2B	8013387	8018171	-	8015779	Chr2B	5685597	5690333	+	5687965	0.971	0.971
gene:TraesCS2B03G0030500	Chr2B	8021978	8025987	+	8023982	Chr2B	5677776	5681785	-	5679780	1.0	1.0
gene:TraesCS2B03G0030600	Chr2B	8028120	8034668	-	8031394	Chr2B	5669094	5675643	+	5672368	1.0	1.0
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	5636779	5638658	+	5637718	1.0	1.0
gene:TraesCS2B03G0030800	Chr2B	8082243	8086823	-	8084533	Chr2B	5616935	5621515	+	5619225	1.0	0.999
gene:TraesCS2B03G0030900	Chr2B	8091004	8091576	-	8091290	Chr2B	5612180	5612752	+	5612466	1.0	1.0
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	5605028	5605528	-	5605278	1.0	1.0
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	5601198	5601958	-	5601578	1.0	1.0
gene:TraesCS2B03G0031200	Chr2B	8114748	8116073	-	8115410	Chr2B	5587678	5589003	+	5588340	1.0	1.0
gene:TraesCS2B03G0031900	Chr2B	8209424	8214046	-	8211735	Chr2B	5489712	5494334	+	5492023	1.0	0.999
gene:TraesCS2B03G0050700	Chr2B	13182204	13189613	-	13185908	Chr2B	15740748	15747933	-	15744340	1.0	0.996
gene:TraesCS2B03G0051000	Chr2B	13253976	13259260	-	13256618	Chr2B	15825728	15831290	-	15828509	1.0	0.999
gene:TraesCS2B03G0051100	Chr2B	13285094	13286551	+	13285822	Chr2B	15854812	15856273	+	15855542	1.0	0.945
gene:TraesCS2B03G0051300	Chr2B	13296175	13297080	+	13296627	Chr2B	15871925	15872829	+	15872377	1.0	0.992
gene:TraesCS2B03G0051600	Chr2B	13340976	13341932	+	13341454	Chr2B	17621636	17622593	-	17622114	1.0	0.988
gene:TraesCS2B03G0051800	Chr2B	13348269	13349759	-	13349014	Chr2B	17614233	17615723	+	17614978	1.0	0.994
gene:TraesCS2B03G0051900	Chr2B	13354219	13358897	-	13356558	Chr2B	17642813	17647361	+	17645087	1.0	0.997
gene:TraesCS2B03G0052500	Chr2B	13433734	13435191	-	13434462	Chr2B	17636576	17638033	+	17637304	1.0	0.928
gene:TraesCS2B03G0053200	Chr2B	13732514	13733128	-	13732821	Chr2B	16164388	16165002	+	16164695	1.0	1.0
gene:TraesCS2B03G0053300	Chr2B	13909547	13910761	-	13910154	Chr2B	16057049	16058263	+	16057656	1.0	0.993
gene:TraesCS2B03G0053400	Chr2B	13912472	13913471	+	13912971	Chr2B	16054445	16055444	-	16054944	1.0	0.998
gene:TraesCS2B03G0054400	Chr2B	14028498	14030981	-	14029739	Chr2B	16807810	16810289	-	16809049	1.0	0.997
gene:TraesCS2B03G0054500	Chr2B	14079067	14081658	-	14080362	Chr2B	16838065	16840655	-	16839360	0.999	0.998
gene:TraesCS2B03G0056000	Chr2B	14842559	14851874	+	14847216	Chr2B	17498108	17507422	+	17502765	1.0	0.996
gene:TraesCS2B03G0056200	Chr2B	14851905	14854208	+	14853056	Chr2B	17507453	17509756	+	17508604	1.0	0.995
gene:TraesCS2B03G0056300	Chr2B	14878192	14884749	+	14881470	Chr2B	17532430	17538987	+	17535708	1.0	0.998
gene:TraesCS2B03G0056500	Chr2B	14916612	14918380	+	14917496	Chr2B	17570876	17572644	+	17571760	1.0	0.987
gene:TraesCS2B03G0056800	Chr2B	14931634	14946100	+	14938867	Chr2B	17585904	17600406	+	17593155	1.0	0.995
gene:TraesCS2B03G0057800	Chr2B	14995711	14997185	-	14996448	Chr2B	17658744	17660216	-	17659480	0.998	0.959
gene:TraesCS2B03G0058100	Chr2B	15056953	15058428	-	15057690	Chr2B	17680235	17681701	-	17680968	0.993	0.958
gene:TraesCS2B03G0058200	Chr2B	15066509	15067231	-	15066870	Chr2B	17689555	17690277	-	17689916	1.0	0.984
gene:TraesCS2B03G0059100	Chr2B	15181002	15185195	+	15183098	Chr2B	17798547	17802753	+	17800650	1.0	0.987
gene:TraesCS2B03G0059200	Chr2B	15183375	15183677	+	15183526	Chr2B	17800933	17801235	+	17801084	1.0	0.993
gene:TraesCS2B03G0059400	Chr2B	15202297	15203277	+	15202787	Chr2B	17819952	17820932	+	17820442	1.0	0.989
gene:TraesCS2B03G0059500	Chr2B	15206589	15220051	+	15213320	Chr2B	17824257	17836715	+	17830486	1.0	0.985
gene:TraesCS2B03G0059700	Chr2B	15236750	15237704	-	15237227	Chr2B	17877891	17878841	-	17878366	0.995	0.988
gene:TraesCS2B03G0059800	Chr2B	15312884	15314326	-	15313605	Chr2B	18745509	18746953	-	18746231	1.0	0.99
gene:TraesCS2B03G0060600	Chr2B	15388048	15390077	+	15389062	Chr2B	17765888	17767894	+	17766891	0.987	0.926
gene:TraesCS2B03G0060700	Chr2B	15391038	15392507	+	15391772	Chr2B	18788395	18789864	+	18789129	1.0	0.995
gene:TraesCS2B03G0060800	Chr2B	15400720	15402557	+	15401638	Chr2B	18817787	18819625	+	18818706	1.0	0.999
gene:TraesCS2B03G0060900	Chr2B	15417072	15419414	-	15418243	Chr2B	18850686	18853019	-	18851852	0.996	0.996
gene:TraesCS2B03G0061000	Chr2B	15476370	15477194	-	15476782	Chr2B	18910054	18910878	-	18910466	1.0	1.0
gene:TraesCS2B03G0061200	Chr2B	15488914	15492486	-	15490700	Chr2B	18922589	18926140	-	18924364	0.991	0.991
gene:TraesCS2B03G0061300	Chr2B	15493665	15495325	-	15494495	Chr2B	18927409	18928943	-	18928176	0.924	0.913
gene:TraesCS2B03G0061500	Chr2B	15502335	15504197	-	15503266	Chr2B	18935955	18937817	-	18936886	1.0	0.999
gene:TraesCS2B03G0061600	Chr2B	15691603	15693102	+	15692352	Chr2B	19120530	19122029	+	19121279	1.0	0.954
gene:TraesCS2B03G0061700	Chr2B	15705799	15711751	+	15708775	Chr2B	19134439	19140378	+	19137408	1.0	0.997
gene:TraesCS2B03G0061800	Chr2B	15714189	15715772	-	15714980	Chr2B	19142816	19144401	-	19143608	1.0	0.997
gene:TraesCS2B03G0062000	Chr2B	15734666	15742419	+	15738542	Chr2B	19177389	19185119	+	19181254	0.995	0.99
gene:TraesCS2B03G0062100	Chr2B	15744804	15761068	+	15752936	Chr2B	19187500	19204044	+	19195772	0.947	0.939
gene:TraesCS2B03G0062300	Chr2B	15771452	15772210	+	15771831	Chr2B	19204051	19204809	+	19204430	1.0	0.99
gene:TraesCS2B03G0062400	Chr2B	15784449	15788634	-	15786541	Chr2B	19226899	19231085	-	19228992	1.0	0.992
gene:TraesCS2B03G0062900	Chr2B	15885181	15888466	-	15886823	Chr2B	19321233	19324518	-	19322875	1.0	0.999
gene:TraesCS2B03G0063000	Chr2B	16017616	16023460	+	16020538	Chr2B	19450895	19456739	+	19453817	1.0	1.0
gene:TraesCS2B03G0063100	Chr2B	16027451	16031718	-	16029584	Chr2B	19460482	19464749	-	19462615	1.0	1.0
gene:TraesCS2B03G0063400	Chr2B	16183726	16186214	-	16184970	Chr2B	19616403	19618891	-	19617647	1.0	1.0
gene:TraesCS2B03G0063600	Chr2B	16320725	16323530	-	16322127	Chr2B	19752213	19755018	-	19753615	1.0	0.999
gene:TraesCS2B03G0063700	Chr2B	16376422	16379328	-	16377875	Chr2B	19807950	19810856	-	19809403	1.0	0.999
gene:TraesCS2B03G0063800	Chr2B	16384086	16387128	+	16385607	Chr2B	19814964	19818006	+	19816485	1.0	1.0
gene:TraesCS2B03G0064000	Chr2B	16405168	16406778	-	16405973	Chr2B	19835846	19837456	-	19836651	1.0	1.0
gene:TraesCS2B03G0064200	Chr2B	16430735	16432617	-	16431676	Chr2B	19862835	19864717	-	19863776	1.0	0.999
gene:TraesCS2B03G0064600	Chr2B	16459531	16462754	-	16461142	Chr2B	19889843	19893066	-	19891454	1.0	1.0
gene:TraesCS2B03G0064800	Chr2B	16476596	16478267	-	16477431	Chr2B	19906915	19908586	-	19907750	1.0	1.0
gene:TraesCS2B03G0065200	Chr2B	16589219	16591647	-	16590433	Chr2B	20015814	20018242	-	20017028	1.0	1.0
gene:TraesCS2B03G0065300	Chr2B	16759495	16766061	+	16762778	Chr2B	20185460	20192035	+	20188747	0.998	0.998
gene:TraesCS2B03G0065500	Chr2B	16802889	16806438	-	16804663	Chr2B	20228895	20232444	-	20230669	1.0	1.0
gene:TraesCS2B03G0065700	Chr2B	16910638	16912587	-	16911612	Chr2B	20336754	20338703	-	20337728	1.0	1.0
gene:TraesCS2B03G0066100	Chr2B	17067715	17069496	-	17068605	Chr2B	20493526	20495307	-	20494416	1.0	0.999
gene:TraesCS2B03G0066200	Chr2B	17097251	17098928	-	17098089	Chr2B	20522841	20524518	-	20523679	1.0	1.0
gene:TraesCS2B03G0066300	Chr2B	17186539	17186802	-	17186670	Chr2B	20610814	20611077	-	20610945	1.0	1.0
gene:TraesCS2B03G0066500	Chr2B	17470385	17473608	+	17471996	Chr2B	21181791	21185014	+	21183402	1.0	1.0
gene:TraesCS2B03G0066600	Chr2B	17644370	17644987	-	17644678	Chr2B	21351732	21352349	-	21352040	1.0	1.0
gene:TraesCS2B03G0066700	Chr2B	17687507	17706103	+	17696805	Chr2B	21394606	21412429	+	21403517	1.0	0.999
gene:TraesCS2B03G0067200	Chr2B	17749713	17753085	+	17751399	Chr2B	21454800	21458171	+	21456485	0.999	0.998
gene:TraesCS2B03G0067400	Chr2B	17765779	17767569	+	17766674	Chr2B	21469924	21471714	+	21470819	1.0	0.996
gene:TraesCS2B03G0067800	Chr2B	17794264	17795398	-	17794831	Chr2B	21496632	21497766	-	21497199	1.0	1.0
gene:TraesCS2B03G0068000	Chr2B	17811513	17814575	+	17813044	Chr2B	21514873	21517935	+	21516404	1.0	1.0
gene:TraesCS2B03G0068600	Chr2B	17886739	17888851	-	17887795	Chr2B	21604861	21606973	-	21605917	1.0	1.0
gene:TraesCS2B03G0068700	Chr2B	17909853	17912915	+	17911384	Chr2B	21529951	21533013	+	21531482	1.0	1.0
gene:TraesCS2B03G0069000	Chr2B	17966416	17968132	-	17967274	Chr2B	21683663	21685379	-	21684521	1.0	0.999
gene:TraesCS2B03G0069200	Chr2B	18075997	18076383	-	18076190	Chr2B	21749100	21749486	-	21749293	1.0	1.0
gene:TraesCS2B03G0069700	Chr2B	18126681	18128720	-	18127700	Chr2B	21772148	21774220	-	21773184	0.997	0.934
gene:TraesCS2B03G0071500	Chr2B	18854395	18856318	-	18855356	Chr2B	21919461	21921444	-	21920452	0.997	0.946
gene:TraesCS2B03G0071600	Chr2B	18895753	18898711	+	18897232	Chr2B	21959245	21962235	+	21960740	1.0	0.964
gene:TraesCS2B03G0071700	Chr2B	18907811	18910613	+	18909212	Chr2B	21970634	21973448	+	21972041	1.0	0.998
gene:TraesCS2B03G0071800	Chr2B	18910934	18911453	+	18911193	Chr2B	21973769	21974288	+	21974028	1.0	0.994
gene:TraesCS2B03G0072500	Chr2B	18976655	18979429	-	18978042	Chr2B	22029523	22032317	-	22030920	1.0	0.982
gene:TraesCS2B03G0072600	Chr2B	18986839	18988803	-	18987821	Chr2B	22140534	22142262	-	22141398	1.0	0.989
gene:TraesCS2B03G0072700	Chr2B	19040151	19041798	-	19040974	Chr2B	22250433	22252080	-	22251256	1.0	0.986
gene:TraesCS2B03G0072800	Chr2B	19050030	19052053	-	19051041	Chr2B	22515070	22517274	+	22516172	0.999	0.973
gene:TraesCS2B03G0072900	Chr2B	19069938	19072375	+	19071156	Chr2B	22295314	22297745	+	22296529	0.997	0.99
gene:TraesCS2B03G0073000	Chr2B	19103655	19107150	+	19105402	Chr2B	22329310	22332805	+	22331057	1.0	0.995
gene:TraesCS2B03G0073100	Chr2B	19120250	19122171	+	19121210	Chr2B	22346079	22347999	+	22347039	0.999	0.996
gene:TraesCS2B03G0073400	Chr2B	19190051	19191732	+	19190891	Chr2B	22417562	22419243	+	22418402	1.0	0.996
gene:TraesCS2B03G0073500	Chr2B	19223207	19229584	+	19226395	Chr2B	22451066	22457437	+	22454251	0.996	0.981
gene:TraesCS2B03G0073600	Chr2B	19232027	19240431	+	19236229	Chr2B	22459890	22467243	+	22463566	1.0	0.991
gene:TraesCS2B03G0074600	Chr2B	19280617	19281536	+	19281076	Chr2B	22260663	22261515	-	22261089	1.0	0.981
gene:TraesCS2B03G0075000	Chr2B	19419340	19422539	+	19420939	Chr2B	22584464	22587685	+	22586074	0.999	0.962
gene:TraesCS2B03G0075400	Chr2B	19440259	19442986	-	19441622	Chr2B	22116990	22119660	+	22118325	0.999	0.969
gene:TraesCS2B03G0076800	Chr2B	19532920	19534614	+	19533767	Chr2B	22473561	22475259	+	22474410	0.999	0.978
gene:TraesCS2B03G0077300	Chr2B	19558814	19565723	-	19562268	Chr2B	22720307	22722296	-	22721301	1.0	0.964
gene:TraesCS2B03G0077400	Chr2B	19568823	19572034	-	19570428	Chr2B	22725564	22728774	-	22727169	1.0	0.993
gene:TraesCS2B03G0077500	Chr2B	19575081	19576745	-	19575913	Chr2B	22731873	22733537	-	22732705	1.0	0.996
gene:TraesCS2B03G0077600	Chr2B	19586562	19588321	-	19587441	Chr2B	22740653	22742412	-	22741532	1.0	0.996
gene:TraesCS2B03G0078100	Chr2B	19636707	19643274	+	19639990	Chr2B	22792490	22799120	+	22795805	1.0	0.986
gene:TraesCS2B03G0079300	Chr2B	19847863	19864430	-	19856146	Chr2B	22803086	22819377	-	22811231	0.993	0.976
gene:TraesCS2B03G0079700	Chr2B	19895885	19899631	-	19897758	Chr2B	22849240	22853011	-	22851125	0.996	0.974
gene:TraesCS2B03G0079800	Chr2B	19904005	19906548	-	19905276	Chr2B	22857837	22860397	-	22859117	1.0	0.961
gene:TraesCS2B03G0080200	Chr2B	19940441	19941727	-	19941084	Chr2B	22879015	22880301	-	22879658	1.0	0.997
gene:TraesCS2B03G0080400	Chr2B	19949339	19951089	-	19950214	Chr2B	22887929	22889679	-	22888804	1.0	0.996
gene:TraesCS2B03G0082200	Chr2B	20238865	20241034	+	20239949	Chr2B	23080854	23082958	+	23081906	0.976	0.971
gene:TraesCS2B03G0082300	Chr2B	20241048	20242667	-	20241857	Chr2B	23082972	23084581	-	23083776	1.0	0.998
gene:TraesCS2B03G0082400	Chr2B	20260490	20261879	-	20261184	Chr2B	23105842	23107244	-	23106543	1.0	0.952
gene:TraesCS2B03G0082600	Chr2B	20324578	20327381	+	20325979	Chr2B	23122745	23125572	+	23124158	0.984	0.929
gene:TraesCS2B03G0082700	Chr2B	20328298	20340185	+	20334241	Chr2B	23127009	23138069	+	23132539	0.996	0.981
gene:TraesCS2B03G0082900	Chr2B	20370257	20375297	-	20372777	Chr2B	23144773	23149793	-	23147283	0.987	0.954
gene:TraesCS2B03G0083000	Chr2B	20383222	20384914	-	20384068	Chr2B	23161366	23163061	-	23162213	1.0	0.995
gene:TraesCS2B03G0083100	Chr2B	20449626	20451293	-	20450459	Chr2B	23228151	23229818	-	23228984	1.0	0.996
gene:TraesCS2B03G0083400	Chr2B	20723134	20728421	-	20725777	Chr2B	23440025	23445621	-	23442823	1.0	0.995
