gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity
gene:TraesCS1D03G0003500	Chr1D	670994	672152	+	671573	Chr1D	2751189	2752347	+	2751768	1.0	1.0
gene:TraesCS1D03G0003600	Chr1D	683590	686755	+	685172	Chr1D	2763793	2766956	+	2765374	1.0	1.0
gene:TraesCS1D03G0003900	Chr1D	715245	719435	+	717340	Chr1D	2795438	2799628	+	2797533	1.0	0.999
gene:TraesCS1D03G0004300	Chr1D	770686	771560	+	771123	Chr1D	2850894	2851768	+	2851331	1.0	1.0
gene:TraesCS1D03G0004700	Chr1D	885654	889258	-	887456	Chr1D	2964035	2967639	-	2965837	1.0	1.0
gene:TraesCS1D03G0008200	Chr1D	2648853	2656401	+	2652627	Chr1D	3705841	3713389	+	3709615	1.0	0.999
gene:TraesCS1D03G0008400	Chr1D	2658914	2664872	-	2661893	Chr1D	3715902	3721860	-	3718881	1.0	1.0
gene:TraesCS1D03G0008500	Chr1D	2679004	2685472	+	2682238	Chr1D	3735244	3741711	+	3738477	1.0	1.0
gene:TraesCS1D03G0008600	Chr1D	2718545	2721537	+	2720041	Chr1D	3774559	3777551	+	3776055	1.0	1.0
gene:TraesCS1D03G0008800	Chr1D	2722891	2723820	-	2723355	Chr1D	3778905	3779825	-	3779365	0.985	0.985
gene:TraesCS1D03G0009100	Chr1D	2796340	2799441	-	2797890	Chr1D	3852422	3855523	-	3853972	1.0	1.0
gene:TraesCS1D03G0009200	Chr1D	2803813	2805476	+	2804644	Chr1D	3859524	3861187	+	3860355	1.0	1.0
gene:TraesCS1D03G0009300	Chr1D	2808366	2809991	-	2809178	Chr1D	3864077	3865630	-	3864853	0.953	0.953
gene:TraesCS1D03G0009400	Chr1D	2818068	2821589	-	2819828	Chr1D	3871732	3875253	-	3873492	1.0	0.99
gene:TraesCS1D03G0009500	Chr1D	2850565	2852033	-	2851299	Chr1D	3965623	3967091	-	3966357	1.0	0.996
gene:TraesCS1D03G0009700	Chr1D	2872931	2876359	-	2874645	Chr1D	3987282	3990791	-	3989036	1.0	0.976
gene:TraesCS1D03G0009900	Chr1D	2927907	2928881	+	2928394	Chr1D	4041854	4042828	+	4042341	1.0	1.0
gene:TraesCS1D03G0010000	Chr1D	2945825	2946808	+	2946316	Chr1D	4059534	4060517	+	4060025	1.0	0.998
gene:TraesCS1D03G0010400	Chr1D	3008174	3009061	+	3008617	Chr1D	4121467	4122354	+	4121910	1.0	1.0
gene:TraesCS1D03G0010500	Chr1D	3017359	3018255	+	3017807	Chr1D	4130256	4131152	+	4130704	1.0	1.0
gene:TraesCS1D03G0010600	Chr1D	3035516	3036070	+	3035793	Chr1D	4144490	4145044	+	4144767	1.0	1.0
gene:TraesCS1D03G0010900	Chr1D	3049234	3052252	+	3050743	Chr1D	4158208	4161226	+	4159717	1.0	1.0
gene:TraesCS1D03G0011000	Chr1D	3051473	3051794	-	3051633	Chr1D	4160447	4160768	-	4160607	1.0	1.0
gene:TraesCS1D03G0011200	Chr1D	3058505	3059110	+	3058807	Chr1D	4167206	4167811	+	4167508	1.0	1.0
gene:TraesCS1D03G0011300	Chr1D	3060050	3060268	+	3060159	Chr1D	4168751	4168969	+	4168860	1.0	1.0
gene:TraesCS1D03G0011800	Chr1D	3134519	3134782	-	3134650	Chr1D	4243109	4243372	-	4243240	1.0	1.0
gene:TraesCS1D03G0011900	Chr1D	3146520	3146738	+	3146629	Chr1D	4254666	4254884	+	4254775	1.0	1.0
gene:TraesCS1D03G0012000	Chr1D	3156660	3157255	+	3156957	Chr1D	4264809	4265404	+	4265106	1.0	1.0
gene:TraesCS1D03G0012400	Chr1D	3168296	3169363	-	3168829	Chr1D	4276452	4277519	-	4276985	1.0	1.0
gene:TraesCS1D03G0012300	Chr1D	3168296	3169363	-	3168829	Chr1D	4276452	4277519	-	4276985	1.0	1.0
gene:TraesCS1D03G0012500	Chr1D	3190753	3196211	+	3193482	Chr1D	4298908	4304366	+	4301637	1.0	1.0
gene:TraesCS1D03G0012700	Chr1D	3317114	3318407	+	3317760	Chr1D	4422483	4423776	+	4423129	1.0	1.0
gene:TraesCS1D03G0012800	Chr1D	3350322	3352192	+	3351257	Chr1D	4455336	4457206	+	4456271	1.0	0.999
gene:TraesCS1D03G0013000	Chr1D	3377746	3382876	+	3380311	Chr1D	4484441	4489571	+	4487006	1.0	1.0
gene:TraesCS1D03G0013100	Chr1D	3429890	3431151	+	3430520	Chr1D	4534054	4535315	+	4534684	1.0	1.0
gene:TraesCS1D03G0013800	Chr1D	3627105	3631812	-	3629458	Chr1D	4727521	4732228	-	4729874	1.0	1.0
gene:TraesCS1D03G0014100	Chr1D	3654017	3654448	+	3654232	Chr1D	4754327	4754758	+	4754542	1.0	1.0
gene:TraesCS1D03G0014200	Chr1D	3667788	3668400	+	3668094	Chr1D	4767847	4768459	+	4768153	1.0	1.0
gene:TraesCS1D03G0014300	Chr1D	3673182	3675464	-	3674323	Chr1D	4772964	4775246	-	4774105	1.0	1.0
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	4826417	4827656	+	4827036	1.0	1.0
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	4886662	4887887	-	4887274	1.0	1.0
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	4919186	4920715	+	4919950	1.0	1.0
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	5013788	5014687	-	5014237	1.0	1.0
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	5040390	5041695	-	5041042	1.0	1.0
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	5104540	5104797	+	5104668	1.0	1.0
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	5127992	5128894	-	5128443	1.0	1.0
gene:TraesCS1D03G0015900	Chr1D	4161332	4165555	+	4163443	Chr1D	5256852	5261075	+	5258963	1.0	1.0
gene:TraesCS1D03G0016000	Chr1D	4168175	4172160	+	4170167	Chr1D	5263695	5267680	+	5265687	1.0	1.0
gene:TraesCS1D03G0016100	Chr1D	4172892	4176565	+	4174728	Chr1D	5268412	5272085	+	5270248	1.0	1.0
gene:TraesCS1D03G0016200	Chr1D	4177197	4182517	-	4179857	Chr1D	5272718	5278038	-	5275378	1.0	0.991
gene:TraesCS1D03G0016600	Chr1D	4286412	4287695	-	4287053	Chr1D	5381945	5383228	-	5382586	1.0	1.0
gene:TraesCS1D03G0016700	Chr1D	4386351	4395126	-	4390738	Chr1D	5479227	5487998	-	5483612	1.0	1.0
gene:TraesCS1D03G0016800	Chr1D	4395798	4401534	+	4398666	Chr1D	5488670	5494400	+	5491535	1.0	1.0
gene:TraesCS1D03G0017100	Chr1D	4441316	4442197	-	4441756	Chr1D	5534076	5534957	-	5534516	1.0	1.0
gene:TraesCS1D03G0017400	Chr1D	4485187	4486277	-	4485732	Chr1D	5577962	5579049	-	5578505	0.997	0.997
gene:TraesCS1D03G0017500	Chr1D	4511639	4512641	-	4512140	Chr1D	5604409	5605411	-	5604910	1.0	0.998
gene:TraesCS1D03G0017600	Chr1D	4546440	4547558	+	4546999	Chr1D	5639214	5640329	+	5639771	0.997	0.997
gene:TraesCS1D03G0018300	Chr1D	4940040	4941015	-	4940527	Chr1D	6040405	6041380	-	6040892	1.0	1.0
gene:TraesCS1D03G0018400	Chr1D	4950479	4952240	+	4951359	Chr1D	6050841	6052602	+	6051721	1.0	1.0
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	6183527	6184724	-	6184125	1.0	1.0
gene:TraesCS1D03G0018700	Chr1D	5085791	5087899	+	5086845	Chr1D	6213304	6215412	+	6214358	1.0	1.0
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	6345379	6350904	+	6348141	1.0	1.0
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	6396970	6403980	+	6400475	1.0	0.998
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	6441874	6444596	-	6443235	1.0	1.0
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	6449140	6455404	-	6452272	1.0	1.0
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	6543337	6544953	-	6544145	1.0	1.0
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	6702697	6707587	-	6705142	1.0	0.999
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	6711354	6712409	+	6711881	1.0	1.0
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	6745556	6746335	-	6745945	1.0	1.0
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	6814141	6815741	+	6814941	1.0	1.0
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	6821239	6822879	+	6822059	1.0	1.0
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	6860936	6862407	+	6861671	1.0	1.0
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	6913306	6918554	-	6915930	1.0	1.0
gene:TraesCS1D03G0021400	Chr1D	5800416	5801330	+	5800873	Chr1D	6926605	6927519	+	6927062	1.0	1.0
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	6976460	6981752	-	6979106	1.0	1.0
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	6992217	6995719	+	6993968	1.0	1.0
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	6996580	7000714	-	6998647	1.0	1.0
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	7014618	7015529	+	7015073	1.0	1.0
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	7016917	7021474	+	7019195	1.0	1.0
gene:TraesCS1D03G0022100	Chr1D	5895435	5897468	+	5896451	Chr1D	7022446	7024479	+	7023462	1.0	1.0
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	7026205	7028401	+	7027303	1.0	1.0
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	7082118	7088841	+	7085479	1.0	0.999
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	7089144	7090530	+	7089837	1.0	1.0
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	7092045	7094820	-	7093432	1.0	1.0
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	7701038	7704166	+	7702602	1.0	1.0
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	7733826	7768113	+	7750969	1.0	1.0
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	7791213	7805663	+	7798438	1.0	0.999
gene:TraesCS1D03G0024100	Chr1D	6702026	6705310	-	6703668	Chr1D	7828828	7832094	-	7830461	0.993	0.993
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	7844209	7844763	-	7844486	1.0	1.0
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	7861263	7861903	-	7861583	1.0	1.0
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	7889190	7892169	-	7890679	1.0	1.0
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	7895681	7909352	-	7902516	1.0	1.0
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	7915178	7916786	-	7915982	1.0	1.0
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	7930313	7931047	-	7930680	1.0	1.0
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	7962910	7963658	-	7963284	1.0	0.998
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	7974381	7974708	-	7974544	1.0	1.0
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	8019575	8021383	-	8020479	1.0	1.0
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	8033183	8035015	+	8034099	1.0	1.0
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	8097126	8099697	-	8098411	1.0	1.0
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	8104835	8105597	-	8105216	1.0	1.0
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	8147579	8150608	-	8149093	1.0	1.0
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	8263916	8266789	-	8265352	1.0	0.999
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	8271013	8273793	-	8272403	1.0	1.0
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	8283389	8284937	-	8284163	1.0	1.0
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	8318896	8323957	-	8321426	1.0	1.0
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	8326476	8330342	+	8328409	1.0	1.0
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	8330585	8332375	-	8331480	1.0	1.0
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	8338188	8339674	-	8338931	1.0	1.0
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	8341261	8346686	+	8343973	1.0	1.0
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	8369160	8370882	+	8370021	1.0	1.0
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	8415873	8417776	+	8416824	1.0	1.0
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	8449724	8452394	+	8451059	1.0	0.999
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	8465617	8467176	+	8466396	1.0	1.0
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	8467810	8468145	+	8467977	1.0	1.0
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	8565677	8566448	-	8566062	1.0	1.0
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	8570102	8574431	+	8572266	1.0	1.0
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	8579831	8581819	+	8580825	1.0	0.999
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	8583193	8586952	-	8585072	1.0	1.0
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	8590717	8591719	-	8591218	1.0	1.0
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	8607199	8611789	-	8609494	1.0	1.0
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	8617265	8620050	-	8618657	1.0	1.0
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	8625647	8630077	+	8627862	1.0	1.0
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	8679289	8680217	-	8679753	1.0	1.0
gene:TraesCS1D03G0030700	Chr1D	7584288	7585388	-	7584838	Chr1D	8705643	8706743	-	8706193	1.0	1.0
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	8730444	8731621	+	8731032	1.0	1.0
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	8753554	8756852	-	8755203	1.0	1.0
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	8758192	8760796	+	8759494	1.0	1.0
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	8761748	8763958	-	8762853	1.0	1.0
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	8825207	8828301	-	8826754	1.0	1.0
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	8863652	8866086	+	8864869	1.0	1.0
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	8887402	8888848	-	8888125	1.0	1.0
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	8893793	8897751	-	8895772	1.0	0.999
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	8893376	8901085	+	8897230	1.0	0.999
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	8918759	8921096	+	8919927	1.0	0.999
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	8928084	8931606	-	8929845	1.0	1.0
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	8965055	8968847	-	8966951	1.0	1.0
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	8975720	8990340	+	8983030	1.0	1.0
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	9011754	9013031	-	9012392	1.0	1.0
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	9017497	9023364	-	9020430	1.0	1.0
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	9047285	9051139	+	9049212	1.0	1.0
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	9055177	9056537	+	9055857	1.0	1.0
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	9127593	9131980	-	9129786	1.0	0.999
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	9136693	9153204	+	9144948	1.0	1.0
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	9215233	9220128	+	9217680	1.0	0.999
gene:TraesCS1D03G0033900	Chr1D	8101658	8103140	+	8102399	Chr1D	9223073	9224555	+	9223814	1.0	0.998
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	9237710	9238491	+	9238100	1.0	1.0
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	9258712	9260469	+	9259590	1.0	1.0
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	9287708	9299234	+	9293471	1.0	1.0
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	9311041	9312704	+	9311872	1.0	1.0
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	9363263	9365794	+	9364528	1.0	1.0
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	9375608	9376555	+	9376081	1.0	0.984
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	9639248	9641590	-	9640419	0.984	0.964
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	9462622	9465315	+	9463968	1.0	0.976
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	9707281	9709632	-	9708456	0.998	0.928
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	9716857	9718470	-	9717663	1.0	0.977
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	9841664	9845729	-	9843696	0.996	0.987
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	9847318	9850226	-	9848772	1.0	0.982
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	9878654	9884076	-	9881365	0.998	0.989
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	10051844	10052542	-	10052193	1.0	0.996
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	10271067	10274549	-	10272808	1.0	0.983
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	10304498	10308114	-	10306306	0.999	0.99
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	10344141	10345385	+	10344763	1.0	0.992
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	10353850	10355640	+	10354745	1.0	0.994
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	10359737	10362034	-	10360885	0.999	0.99
gene:TraesCS1D03G0037300	Chr1D	8727511	8729922	+	8728716	Chr1D	10385902	10388335	+	10387118	0.999	0.976
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	10457080	10461039	+	10459059	1.0	0.986
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	10507259	10508238	+	10507748	1.0	0.993
gene:TraesCS1D03G0038300	Chr1D	9016302	9021501	-	9018901	Chr1D	10581760	10586959	-	10584359	1.0	1.0
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	10587502	10592819	+	10590160	1.0	1.0
gene:TraesCS1D03G0038500	Chr1D	9029515	9030704	-	9030109	Chr1D	10594973	10596162	-	10595567	1.0	1.0
gene:TraesCS1D03G0038600	Chr1D	9033681	9040126	-	9036903	Chr1D	10599139	10605583	-	10602361	1.0	1.0
gene:TraesCS1D03G0038800	Chr1D	9121342	9124455	+	9122898	Chr1D	10686601	10689714	+	10688157	1.0	1.0
gene:TraesCS1D03G0038900	Chr1D	9124737	9127417	-	9126077	Chr1D	10689996	10692676	-	10691336	1.0	1.0
gene:TraesCS1D03G0039000	Chr1D	9129416	9137638	+	9133527	Chr1D	10694674	10702896	+	10698785	1.0	1.0
gene:TraesCS1D03G0039100	Chr1D	9154545	9157552	+	9156048	Chr1D	10719800	10722807	+	10721303	1.0	1.0
gene:TraesCS1D03G0039200	Chr1D	9206067	9207887	+	9206977	Chr1D	10771351	10773171	+	10772261	1.0	1.0
gene:TraesCS1D03G0039300	Chr1D	9227821	9228352	+	9228086	Chr1D	10793115	10793646	+	10793380	1.0	1.0
gene:TraesCS1D03G0039400	Chr1D	9245157	9246124	+	9245640	Chr1D	10810458	10811425	+	10810941	1.0	1.0
gene:TraesCS1D03G0039500	Chr1D	9247527	9249158	-	9248342	Chr1D	10812827	10814458	-	10813642	1.0	1.0
gene:TraesCS1D03G0039600	Chr1D	9262555	9264156	+	9263355	Chr1D	10827862	10829463	+	10828662	1.0	1.0
gene:TraesCS1D03G0039700	Chr1D	9327845	9334250	-	9331047	Chr1D	10893151	10899556	-	10896353	1.0	1.0
gene:TraesCS1D03G0040100	Chr1D	9396284	9405243	-	9400763	Chr1D	10961601	10970560	-	10966080	1.0	1.0
gene:TraesCS1D03G0040200	Chr1D	9435351	9444224	-	9439787	Chr1D	11000662	11009535	-	11005098	1.0	1.0
gene:TraesCS1D03G0040300	Chr1D	9461479	9465994	+	9463736	Chr1D	11026792	11031307	+	11029049	1.0	1.0
gene:TraesCS1D03G0040400	Chr1D	9493072	9498717	-	9495894	Chr1D	11058385	11064030	-	11061207	1.0	0.999
gene:TraesCS1D03G0040500	Chr1D	9623480	9623999	-	9623739	Chr1D	11188795	11189314	-	11189054	1.0	1.0
gene:TraesCS1D03G0040800	Chr1D	9677228	9681756	+	9679492	Chr1D	11242541	11247079	+	11244810	1.0	1.0
gene:TraesCS1D03G0041100	Chr1D	9688210	9693529	+	9690869	Chr1D	11253533	11258854	+	11256193	1.0	1.0
gene:TraesCS1D03G0041300	Chr1D	9722460	9732333	-	9727396	Chr1D	11287790	11297663	-	11292726	1.0	0.999
gene:TraesCS1D03G0041600	Chr1D	9742405	9753140	-	9747772	Chr1D	11307735	11318470	-	11313102	1.0	1.0
gene:TraesCS1D03G0041800	Chr1D	9768946	9769323	-	9769134	Chr1D	11334279	11334656	-	11334467	1.0	1.0
gene:TraesCS1D03G0042100	Chr1D	9802988	9804033	-	9803510	Chr1D	11368309	11369354	-	11368831	1.0	1.0
gene:TraesCS1D03G0042200	Chr1D	9823512	9823727	-	9823619	Chr1D	11388829	11389044	-	11388936	1.0	1.0
gene:TraesCS1D03G0042300	Chr1D	9829325	9829540	+	9829432	Chr1D	11394642	11394857	+	11394749	1.0	1.0
gene:TraesCS1D03G0042500	Chr1D	9843831	9846538	+	9845184	Chr1D	11409143	11411850	+	11410496	1.0	1.0
