gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity
gene:TraesCS3A03G0017800	Chr3A	7873298	7874889	+	7874093	Chr3A	3995463	3997054	+	3996258	1.0	0.988
gene:TraesCS3A03G0018000	Chr3A	7971289	7981899	-	7976594	Chr3A	4068509	4080090	-	4074299	0.996	0.989
gene:TraesCS3A03G0018100	Chr3A	8000243	8004061	+	8002152	Chr3A	4086594	4090422	+	4088508	1.0	0.989
gene:TraesCS3A03G0019100	Chr3A	8214105	8215239	+	8214672	Chr3A	4246950	4248086	+	4247518	0.999	0.957
gene:TraesCS3A03G0019200	Chr3A	8216747	8228758	-	8222752	Chr3A	4251674	4265027	-	4258350	0.999	0.982
gene:TraesCS3A03G0019300	Chr3A	8264742	8266092	-	8265417	Chr3A	4304133	4305482	-	4304807	1.0	0.996
gene:TraesCS3A03G0019700	Chr3A	8346895	8348759	+	8347827	Chr3A	4363263	4365127	+	4364195	1.0	0.997
gene:TraesCS3A03G0019800	Chr3A	8367335	8369021	-	8368178	Chr3A	4380569	4382250	-	4381409	0.997	0.983
gene:TraesCS3A03G0020200	Chr3A	8667965	8674038	+	8671001	Chr3A	4397132	4403147	+	4400139	0.989	0.984
gene:TraesCS3A03G0020300	Chr3A	8675885	8676581	+	8676233	Chr3A	4404998	4405694	+	4405346	1.0	0.997
gene:TraesCS3A03G0020900	Chr3A	8761108	8765593	+	8763350	Chr3A	4493379	4497817	+	4495598	0.994	0.969
gene:TraesCS3A03G0021100	Chr3A	8815764	8817443	-	8816603	Chr3A	4607545	4609224	-	4608384	1.0	0.965
gene:TraesCS3A03G0021300	Chr3A	8871318	8877341	-	8874329	Chr3A	4671802	4677824	-	4674813	1.0	0.997
gene:TraesCS3A03G0021400	Chr3A	8913508	8916672	+	8915090	Chr3A	4757121	4760285	+	4758703	1.0	0.997
gene:TraesCS3A03G0021500	Chr3A	8936932	8941473	+	8939202	Chr3A	4797543	4802090	+	4799816	1.0	0.996
gene:TraesCS3A03G0021700	Chr3A	8941709	8945367	-	8943538	Chr3A	4802326	4805992	-	4804159	1.0	0.995
gene:TraesCS3A03G0021900	Chr3A	8978050	8978574	-	8978312	Chr3A	4834991	4835515	-	4835253	1.0	0.994
gene:TraesCS3A03G0022400	Chr3A	9068031	9068433	+	9068232	Chr3A	4888703	4889105	+	4888904	1.0	0.99
gene:TraesCS3A03G0022600	Chr3A	9084051	9084863	+	9084457	Chr3A	4907245	4908057	+	4907651	1.0	0.991
gene:TraesCS3A03G0022900	Chr3A	9122196	9122766	+	9122481	Chr3A	4938295	4938865	+	4938580	1.0	0.997
gene:TraesCS3A03G0023000	Chr3A	9127412	9127948	+	9127680	Chr3A	4943521	4944057	+	4943789	1.0	0.997
gene:TraesCS3A03G0023200	Chr3A	9140921	9143315	-	9142118	Chr3A	4956992	4959400	-	4958196	1.0	0.983
gene:TraesCS3A03G0023300	Chr3A	9149932	9150266	+	9150099	Chr3A	4966029	4966363	+	4966196	1.0	1.0
gene:TraesCS3A03G0023400	Chr3A	9185907	9188079	+	9186993	Chr3A	5002035	5004201	+	5003118	0.994	0.992
gene:TraesCS3A03G0023600	Chr3A	9261431	9262046	+	9261738	Chr3A	5069456	5070069	+	5069762	1.0	0.954
gene:TraesCS3A03G0023900	Chr3A	9285037	9286005	+	9285521	Chr3A	5078237	5079205	+	5078721	1.0	0.997
gene:TraesCS3A03G0024200	Chr3A	9353587	9354501	-	9354044	Chr3A	5156613	5157559	-	5157086	1.0	0.965
gene:TraesCS3A03G0025100	Chr3A	9517378	9518223	+	9517800	Chr3A	5342901	5343761	+	5343331	0.998	0.952
gene:TraesCS3A03G0025700	Chr3A	9618194	9622397	-	9620295	Chr3A	5375471	5379674	-	5377572	1.0	0.997
gene:TraesCS3A03G0025800	Chr3A	9627814	9628797	+	9628305	Chr3A	5385140	5386122	+	5385631	0.998	0.997
gene:TraesCS3A03G0026000	Chr3A	9642965	9643977	-	9643471	Chr3A	5390000	5391015	-	5390507	1.0	0.95
gene:TraesCS3A03G0026100	Chr3A	9644666	9645634	+	9645150	Chr3A	5391700	5392668	+	5392184	1.0	0.988
gene:TraesCS3A03G0026200	Chr3A	9653139	9669786	-	9661462	Chr3A	5400171	5416547	-	5408359	0.994	0.986
gene:TraesCS3A03G0026400	Chr3A	9675840	9678026	-	9676933	Chr3A	5422705	5424888	-	5423796	0.998	0.984
gene:TraesCS3A03G0026800	Chr3A	9799271	9815425	-	9807348	Chr3A	5532922	5548973	-	5540947	1.0	0.998
gene:TraesCS3A03G0027000	Chr3A	9838666	9841851	-	9840258	Chr3A	5573201	5576397	-	5574799	1.0	0.996
gene:TraesCS3A03G0027100	Chr3A	9845757	9852029	-	9848893	Chr3A	5580230	5586499	-	5583364	0.998	0.995
gene:TraesCS3A03G0027300	Chr3A	9849094	9851236	+	9850165	Chr3A	5583567	5585709	+	5584638	1.0	0.997
gene:TraesCS3A03G0027400	Chr3A	9878532	9882948	-	9880740	Chr3A	5613634	5618058	-	5615846	0.984	0.964
gene:TraesCS3A03G0027500	Chr3A	9911389	9914507	-	9912948	Chr3A	5644558	5647676	-	5646117	1.0	0.996
gene:TraesCS3A03G0027600	Chr3A	9920569	9923925	+	9922247	Chr3A	5653748	5657104	+	5655426	1.0	0.995
gene:TraesCS3A03G0029200	Chr3A	10220045	10221046	+	10220545	Chr3A	6262744	6263766	+	6263255	1.0	0.964
gene:TraesCS3A03G0029300	Chr3A	10232174	10234897	+	10233535	Chr3A	6182912	6185636	+	6184274	0.999	0.991
gene:TraesCS3A03G0029500	Chr3A	10278955	10283756	+	10281355	Chr3A	6219047	6223849	+	6221448	1.0	0.998
gene:TraesCS3A03G0029700	Chr3A	10310419	10311840	+	10311129	Chr3A	6234503	6235924	+	6235213	1.0	0.967
gene:TraesCS3A03G0030200	Chr3A	10327162	10329201	-	10328181	Chr3A	6266303	6268354	-	6267328	1.0	0.975
gene:TraesCS3A03G0030500	Chr3A	10336408	10337433	+	10336920	Chr3A	6274358	6275383	+	6274870	1.0	0.994
gene:TraesCS3A03G0031000	Chr3A	10447941	10449839	+	10448890	Chr3A	6314277	6316175	+	6315226	1.0	0.993
gene:TraesCS3A03G0031100	Chr3A	10497436	10508467	+	10502951	Chr3A	6363641	6374350	+	6368995	1.0	0.994
gene:TraesCS3A03G0031400	Chr3A	10518095	10519252	+	10518673	Chr3A	6385339	6386496	+	6385917	1.0	0.991
gene:TraesCS3A03G0031600	Chr3A	10596607	10597776	-	10597191	Chr3A	6759121	6760290	-	6759705	1.0	0.987
gene:TraesCS3A03G0031900	Chr3A	10603343	10604659	+	10604001	Chr3A	6837805	6839121	+	6838463	1.0	0.989
gene:TraesCS3A03G0032000	Chr3A	10629481	10630653	-	10630067	Chr3A	6676908	6678065	-	6677486	0.987	0.967
gene:TraesCS3A03G0033800	Chr3A	11032664	11036369	-	11034516	Chr3A	7224632	7228337	-	7226484	1.0	0.992
gene:TraesCS3A03G0034400	Chr3A	11101739	11106118	-	11103928	Chr3A	6912536	6916916	-	6914726	1.0	0.993
gene:TraesCS3A03G0034500	Chr3A	11104958	11107846	+	11106402	Chr3A	6915756	6918623	+	6917189	0.988	0.983
gene:TraesCS3A03G0034800	Chr3A	11173580	11178498	-	11176039	Chr3A	6944524	6949442	-	6946983	1.0	0.976
gene:TraesCS3A03G0036200	Chr3A	11275916	11277045	+	11276480	Chr3A	6986974	6988094	+	6987534	0.985	0.926
gene:TraesCS3A03G0036800	Chr3A	11529909	11532065	+	11530987	Chr3A	7023499	7025638	+	7024568	0.966	0.902
gene:TraesCS3A03G0036900	Chr3A	11558550	11561205	-	11559877	Chr3A	7258330	7261072	-	7259701	1.0	0.987
gene:TraesCS3A03G0037900	Chr3A	11637047	11638926	-	11637986	Chr3A	7291266	7293149	-	7292207	1.0	0.993
gene:TraesCS3A03G0038300	Chr3A	11651428	11652730	+	11652079	Chr3A	7297010	7298313	+	7297661	1.0	0.995
gene:TraesCS3A03G0038600	Chr3A	11707954	11710150	+	11709052	Chr3A	7372197	7374384	+	7373290	1.0	0.992
gene:TraesCS3A03G0039000	Chr3A	11781834	11782499	+	11782166	Chr3A	7454158	7454807	-	7454482	0.948	0.906
gene:TraesCS3A03G0039200	Chr3A	11783112	11783333	-	11783222	Chr3A	7452987	7453208	+	7453097	1.0	0.99
gene:TraesCS3A03G0039100	Chr3A	11783112	11783333	-	11783222	Chr3A	7452987	7453208	+	7453097	1.0	0.99
gene:TraesCS3A03G0039500	Chr3A	11852630	11855047	-	11853838	Chr3A	7497483	7499899	-	7498691	1.0	0.993
gene:TraesCS3A03G0039800	Chr3A	11932308	11936854	+	11934581	Chr3A	7571088	7575643	+	7573365	1.0	0.997
gene:TraesCS3A03G0040200	Chr3A	11953618	11959397	-	11956507	Chr3A	7601997	7607778	-	7604887	1.0	0.994
gene:TraesCS3A03G0040400	Chr3A	11984456	11986835	-	11985645	Chr3A	7624085	7626494	-	7625289	0.993	0.973
gene:TraesCS3A03G0040500	Chr3A	12010768	12012573	-	12011670	Chr3A	7650801	7652616	-	7651708	0.995	0.983
gene:TraesCS3A03G0040800	Chr3A	12045365	12046453	-	12045909	Chr3A	7685515	7686603	-	7686059	1.0	1.0
gene:TraesCS3A03G0040900	Chr3A	12054644	12056101	-	12055372	Chr3A	7694795	7696252	-	7695523	1.0	1.0
gene:TraesCS3A03G0041000	Chr3A	12064500	12068200	-	12066350	Chr3A	7704652	7708353	-	7706502	1.0	0.999
gene:TraesCS3A03G0041100	Chr3A	12071349	12072083	+	12071716	Chr3A	7711516	7712250	+	7711883	1.0	1.0
gene:TraesCS3A03G0041200	Chr3A	12075943	12077447	-	12076695	Chr3A	7716112	7717616	-	7716864	1.0	1.0
gene:TraesCS3A03G0041400	Chr3A	12093260	12094336	+	12093798	Chr3A	7733467	7734543	+	7734005	1.0	1.0
gene:TraesCS3A03G0041700	Chr3A	12110477	12114187	+	12112332	Chr3A	7750684	7754394	+	7752539	1.0	1.0
gene:TraesCS3A03G0041900	Chr3A	12118672	12120490	-	12119581	Chr3A	7758879	7760697	-	7759788	1.0	1.0
gene:TraesCS3A03G0042100	Chr3A	12128508	12130477	-	12129492	Chr3A	7768714	7770683	-	7769698	1.0	1.0
gene:TraesCS3A03G0042200	Chr3A	12200162	12201941	-	12201051	Chr3A	7840401	7842180	-	7841290	1.0	1.0
gene:TraesCS3A03G0042300	Chr3A	12209794	12211502	-	12210648	Chr3A	7850037	7851745	-	7850891	1.0	1.0
gene:TraesCS3A03G0042400	Chr3A	12287908	12288978	-	12288443	Chr3A	7928363	7929433	-	7928898	1.0	1.0
gene:TraesCS3A03G0042700	Chr3A	12352050	12353034	-	12352542	Chr3A	7983488	7984472	-	7983980	1.0	1.0
gene:TraesCS3A03G0042800	Chr3A	12356143	12357072	+	12356607	Chr3A	7987581	7988510	+	7988045	1.0	1.0
gene:TraesCS3A03G0042900	Chr3A	12358498	12359728	-	12359113	Chr3A	7989937	7991167	-	7990552	1.0	1.0
gene:TraesCS3A03G0043100	Chr3A	12411156	12412208	-	12411682	Chr3A	8042600	8043652	-	8043126	1.0	1.0
gene:TraesCS3A03G0043200	Chr3A	12415290	12425054	+	12420172	Chr3A	8046734	8056549	+	8051641	1.0	0.998
gene:TraesCS3A03G0043300	Chr3A	12436248	12436726	+	12436487	Chr3A	8067742	8068220	+	8067981	1.0	1.0
gene:TraesCS3A03G0043500	Chr3A	12499756	12505087	+	12502421	Chr3A	8131230	8136565	+	8133897	1.0	1.0
gene:TraesCS3A03G0043600	Chr3A	12557004	12564531	+	12560767	Chr3A	8188488	8196015	+	8192251	1.0	1.0
gene:TraesCS3A03G0043700	Chr3A	12591873	12593468	+	12592670	Chr3A	8223352	8224934	+	8224143	1.0	0.997
gene:TraesCS3A03G0043800	Chr3A	12619607	12622553	+	12621080	Chr3A	8268343	8271289	+	8269816	1.0	1.0
gene:TraesCS3A03G0044200	Chr3A	12659773	12663256	+	12661514	Chr3A	8308526	8312009	+	8310267	1.0	1.0
gene:TraesCS3A03G0044400	Chr3A	12671499	12671969	-	12671734	Chr3A	8320252	8320722	-	8320487	1.0	1.0
gene:TraesCS3A03G0044500	Chr3A	12674962	12675767	-	12675364	Chr3A	8323716	8324521	-	8324118	1.0	1.0
gene:TraesCS3A03G0044600	Chr3A	12691263	12693861	+	12692562	Chr3A	8340018	8342616	+	8341317	1.0	1.0
gene:TraesCS3A03G0045400	Chr3A	12907657	12909988	-	12908822	Chr3A	8556456	8558787	-	8557621	1.0	1.0
gene:TraesCS3A03G0045500	Chr3A	12922126	12922986	-	12922556	Chr3A	8570932	8571792	-	8571362	1.0	1.0
gene:TraesCS3A03G0045600	Chr3A	12953875	12962009	+	12957942	Chr3A	8602694	8610827	+	8606760	1.0	1.0
gene:TraesCS3A03G0046100	Chr3A	12989383	12993109	-	12991246	Chr3A	8638201	8641927	-	8640064	1.0	1.0
gene:TraesCS3A03G0046400	Chr3A	13013432	13018739	-	13016085	Chr3A	8662243	8667550	-	8664896	1.0	1.0
gene:TraesCS3A03G0046500	Chr3A	13029932	13033027	-	13031479	Chr3A	8678743	8681838	-	8680290	1.0	1.0
gene:TraesCS3A03G0046600	Chr3A	13037615	13043061	-	13040338	Chr3A	8686427	8691875	-	8689151	1.0	1.0
gene:TraesCS3A03G0046700	Chr3A	13046469	13049752	-	13048110	Chr3A	8695283	8698567	-	8696925	1.0	1.0
gene:TraesCS3A03G0046900	Chr3A	13134758	13138473	+	13136615	Chr3A	8784865	8788580	+	8786722	1.0	1.0
gene:TraesCS3A03G0047000	Chr3A	13146068	13157472	+	13151770	Chr3A	8796182	8807586	+	8801884	1.0	1.0
gene:TraesCS3A03G0047400	Chr3A	13173460	13176299	+	13174879	Chr3A	8824410	8827249	+	8825829	1.0	1.0
gene:TraesCS3A03G0047600	Chr3A	13180225	13184245	+	13182235	Chr3A	8831175	8835199	+	8833187	1.0	0.998
gene:TraesCS3A03G0047800	Chr3A	13200215	13207654	+	13203934	Chr3A	8851179	8858599	+	8854889	0.999	0.997
gene:TraesCS3A03G0047900	Chr3A	13209629	13211419	-	13210524	Chr3A	8860699	8862489	-	8861594	1.0	1.0
gene:TraesCS3A03G0048000	Chr3A	13212111	13220429	-	13216270	Chr3A	8863180	8871285	-	8867232	1.0	0.997
gene:TraesCS3A03G0048300	Chr3A	13251152	13252309	+	13251730	Chr3A	8901778	8902935	+	8902356	1.0	0.997
gene:TraesCS3A03G0048400	Chr3A	13253472	13254910	+	13254191	Chr3A	8903821	8905259	+	8904540	1.0	0.999
gene:TraesCS3A03G0048500	Chr3A	13256000	13259537	-	13257768	Chr3A	8906349	8909886	-	8908117	1.0	1.0
gene:TraesCS3A03G0048600	Chr3A	13262335	13263785	-	13263060	Chr3A	8912683	8914133	-	8913408	1.0	0.999
gene:TraesCS3A03G0048700	Chr3A	13266374	13267826	-	13267100	Chr3A	8916722	8918174	-	8917448	1.0	0.98
gene:TraesCS3A03G0049100	Chr3A	13326983	13331969	-	13329476	Chr3A	8976831	8981817	-	8979324	1.0	1.0
gene:TraesCS3A03G0049400	Chr3A	13364456	13367172	+	13365814	Chr3A	9012503	9015219	+	9013861	1.0	1.0
gene:TraesCS3A03G0049500	Chr3A	13374582	13377547	+	13376064	Chr3A	9022427	9025392	+	9023909	1.0	1.0
gene:TraesCS3A03G0049600	Chr3A	13420057	13420751	-	13420404	Chr3A	9067733	9068427	-	9068080	1.0	1.0
gene:TraesCS3A03G0050200	Chr3A	13510570	13511960	-	13511265	Chr3A	9157477	9158867	-	9158172	1.0	1.0
gene:TraesCS3A03G0050400	Chr3A	13530408	13531190	-	13530799	Chr3A	9177159	9177941	-	9177550	1.0	1.0
gene:TraesCS3A03G0050600	Chr3A	13539918	13540966	+	13540442	Chr3A	9186669	9187717	+	9187193	1.0	1.0
gene:TraesCS3A03G0050700	Chr3A	13551825	13552727	-	13552276	Chr3A	9198576	9199478	-	9199027	1.0	1.0
gene:TraesCS3A03G0051000	Chr3A	13581053	13583594	-	13582323	Chr3A	9227272	9229813	-	9228542	1.0	1.0
gene:TraesCS3A03G0051100	Chr3A	13585785	13587462	+	13586623	Chr3A	9232004	9233681	+	9232842	1.0	1.0
gene:TraesCS3A03G0051200	Chr3A	13588891	13590341	-	13589616	Chr3A	9235110	9236560	-	9235835	1.0	1.0
gene:TraesCS3A03G0051400	Chr3A	13799143	13807136	-	13803139	Chr3A	9432247	9440240	-	9436243	1.0	1.0
gene:TraesCS3A03G0051500	Chr3A	13812171	13813047	+	13812609	Chr3A	9445204	9446080	+	9445642	1.0	1.0
gene:TraesCS3A03G0051600	Chr3A	13817015	13820570	+	13818792	Chr3A	9450048	9453603	+	9451825	1.0	1.0
gene:TraesCS3A03G0051700	Chr3A	13820553	13824040	-	13822296	Chr3A	9453586	9457073	-	9455329	1.0	1.0
gene:TraesCS3A03G0051800	Chr3A	13837749	13840017	-	13838883	Chr3A	9470585	9472853	-	9471719	1.0	1.0
gene:TraesCS3A03G0052000	Chr3A	13857289	13862785	-	13860037	Chr3A	9495833	9501329	-	9498581	1.0	1.0
gene:TraesCS3A03G0052200	Chr3A	14040952	14041692	-	14041322	Chr3A	9672191	9672931	-	9672561	1.0	1.0
gene:TraesCS3A03G0052300	Chr3A	14120231	14120695	+	14120463	Chr3A	9743872	9744336	+	9744104	1.0	1.0
gene:TraesCS3A03G0052500	Chr3A	14131902	14132951	-	14132426	Chr3A	9755540	9756589	-	9756064	1.0	1.0
gene:TraesCS3A03G0052600	Chr3A	14134546	14135307	+	14134926	Chr3A	9758184	9758945	+	9758564	1.0	1.0
gene:TraesCS3A03G0053000	Chr3A	14200366	14205844	-	14203105	Chr3A	9824050	9829528	-	9826789	1.0	1.0
gene:TraesCS3A03G0053100	Chr3A	14208436	14211617	+	14210026	Chr3A	9831920	9835101	+	9833510	1.0	1.0
gene:TraesCS3A03G0053400	Chr3A	14338574	14342114	+	14340344	Chr3A	9962183	9965722	+	9963952	1.0	0.997
gene:TraesCS3A03G0053500	Chr3A	14344155	14345109	-	14344632	Chr3A	9967763	9968720	-	9968241	1.0	0.995
gene:TraesCS3A03G0053600	Chr3A	14345254	14349480	-	14347367	Chr3A	9968869	9973093	-	9970981	1.0	0.999
gene:TraesCS3A03G0054300	Chr3A	14498314	14498850	+	14498582	Chr3A	10111221	10111757	+	10111489	1.0	0.998
gene:TraesCS3A03G0054500	Chr3A	14583303	14584864	+	14584083	Chr3A	10169391	10170965	+	10170178	1.0	0.968
gene:TraesCS3A03G0054600	Chr3A	14587724	14588509	-	14588116	Chr3A	10173829	10174614	-	10174221	1.0	0.998
gene:TraesCS3A03G0055000	Chr3A	15050261	15053415	+	15051838	Chr3A	10634402	10637557	+	10635979	1.0	0.997
gene:TraesCS3A03G0055100	Chr3A	15058231	15060659	+	15059445	Chr3A	10642176	10644605	+	10643390	1.0	0.997
gene:TraesCS3A03G0055500	Chr3A	15114158	15116300	-	15115229	Chr3A	10697088	10699230	-	10698159	1.0	1.0
gene:TraesCS3A03G0055600	Chr3A	15142521	15146395	+	15144458	Chr3A	10725170	10729044	+	10727107	1.0	1.0
gene:TraesCS3A03G0055700	Chr3A	15147371	15148340	-	15147855	Chr3A	10730020	10730989	-	10730504	1.0	1.0
gene:TraesCS3A03G0055800	Chr3A	15151106	15153176	-	15152141	Chr3A	10733754	10735824	-	10734789	1.0	1.0
gene:TraesCS3A03G0056100	Chr3A	15218565	15225143	-	15221854	Chr3A	10800817	10807395	-	10804106	1.0	1.0
gene:TraesCS3A03G0056300	Chr3A	15367716	15369852	+	15368784	Chr3A	10950840	10952976	+	10951908	1.0	1.0
gene:TraesCS3A03G0056400	Chr3A	15374271	15377592	+	15375931	Chr3A	10957398	10960709	+	10959053	1.0	1.0
gene:TraesCS3A03G0056500	Chr3A	15379118	15382109	+	15380613	Chr3A	10962235	10965226	+	10963730	1.0	1.0
gene:TraesCS3A03G0056600	Chr3A	15382541	15385525	-	15384033	Chr3A	10965658	10968643	-	10967150	1.0	1.0
gene:TraesCS3A03G0056900	Chr3A	15581362	15586956	+	15584159	Chr3A	11164483	11170080	+	11167281	1.0	0.999
gene:TraesCS3A03G0057000	Chr3A	15588624	15592155	-	15590389	Chr3A	11171748	11175279	-	11173513	1.0	1.0
gene:TraesCS3A03G0057100	Chr3A	15593584	15595385	+	15594484	Chr3A	11176708	11178509	+	11177608	1.0	1.0
gene:TraesCS3A03G0057200	Chr3A	15596606	15598218	-	15597412	Chr3A	11179730	11181342	-	11180536	1.0	1.0
gene:TraesCS3A03G0057400	Chr3A	15608635	15609777	+	15609206	Chr3A	11191767	11192909	+	11192338	1.0	0.999
gene:TraesCS3A03G0057600	Chr3A	15636769	15637577	+	15637173	Chr3A	11219903	11220711	+	11220307	1.0	1.0
gene:TraesCS3A03G0058300	Chr3A	15743505	15746810	+	15745157	Chr3A	11326662	11329925	+	11328293	1.0	0.992
gene:TraesCS3A03G0058400	Chr3A	15754398	15759483	+	15756940	Chr3A	11337534	11341502	+	11339518	0.966	0.962
gene:TraesCS3A03G0058600	Chr3A	15769038	15770439	-	15769738	Chr3A	11351566	11352967	-	11352266	1.0	0.996
gene:TraesCS3A03G0058800	Chr3A	15854927	15858814	-	15856870	Chr3A	11426618	11430504	-	11428561	0.999	0.995
gene:TraesCS3A03G0058900	Chr3A	15890662	15892044	+	15891353	Chr3A	11444486	11445875	+	11445180	1.0	0.99
gene:TraesCS3A03G0059000	Chr3A	15897326	15907096	-	15902211	Chr3A	11449983	11458906	-	11454444	1.0	0.998
gene:TraesCS3A03G0059100	Chr3A	15904642	15905987	-	15905314	Chr3A	11456447	11457793	-	11457120	1.0	0.985
gene:TraesCS3A03G0059500	Chr3A	15975018	15978954	+	15976986	Chr3A	11526713	11530647	+	11528680	1.0	0.997
