gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity
gene:TraesCS2A03G0007100	Chr2A	1935100	1941200	+	1938150	Chr2A	1972731	1978836	+	1975783	1.0	1.0
gene:TraesCS2A03G0008000	Chr2A	2289325	2293622	+	2291473	Chr2A	2322680	2326977	+	2324828	1.0	1.0
gene:TraesCS2A03G0008200	Chr2A	2335769	2337055	-	2336412	Chr2A	2367975	2369261	-	2368618	1.0	1.0
gene:TraesCS2A03G0008500	Chr2A	2383732	2387967	+	2385849	Chr2A	2413401	2417636	+	2415518	1.0	0.999
gene:TraesCS2A03G0008600	Chr2A	2393912	2399518	+	2396715	Chr2A	2423581	2429187	+	2426384	1.0	1.0
gene:TraesCS2A03G0008800	Chr2A	2414503	2415411	-	2414957	Chr2A	2444172	2445080	-	2444626	1.0	1.0
gene:TraesCS2A03G0009300	Chr2A	2428724	2429761	+	2429242	Chr2A	2458583	2459620	+	2459101	1.0	1.0
gene:TraesCS2A03G0008900	Chr2A	2418285	2444786	+	2431535	Chr2A	2447950	2474645	+	2461297	1.0	1.0
gene:TraesCS2A03G0009400	Chr2A	2435620	2439903	-	2437761	Chr2A	2465479	2469762	-	2467620	1.0	1.0
gene:TraesCS2A03G0009500	Chr2A	2440261	2441887	+	2441074	Chr2A	2470120	2471746	+	2470933	1.0	1.0
gene:TraesCS2A03G0009600	Chr2A	2465197	2465597	+	2465397	Chr2A	2494858	2495258	+	2495058	1.0	1.0
gene:TraesCS2A03G0009700	Chr2A	2468253	2470255	+	2469254	Chr2A	2497914	2499916	+	2498915	1.0	1.0
gene:TraesCS2A03G0009900	Chr2A	2525506	2529129	-	2527317	Chr2A	2555201	2558811	-	2557006	0.992	0.992
gene:TraesCS2A03G0010000	Chr2A	2539204	2544234	-	2541719	Chr2A	2568490	2573520	-	2571005	1.0	1.0
gene:TraesCS2A03G0010100	Chr2A	2544361	2549571	+	2546966	Chr2A	2573647	2578857	+	2576252	1.0	1.0
gene:TraesCS2A03G0010200	Chr2A	2551227	2557615	-	2554421	Chr2A	2580505	2586920	-	2583712	1.0	0.998
gene:TraesCS2A03G0010800	Chr2A	2813845	2818200	-	2816022	Chr2A	2864434	2868789	-	2866611	1.0	1.0
gene:TraesCS2A03G0011300	Chr2A	2881790	2887966	-	2884878	Chr2A	2928920	2935096	-	2932008	1.0	1.0
gene:TraesCS2A03G0011500	Chr2A	2906111	2907412	-	2906761	Chr2A	2953255	2954556	-	2953905	1.0	1.0
gene:TraesCS2A03G0011600	Chr2A	2908978	2910144	+	2909561	Chr2A	2956122	2957288	+	2956705	1.0	0.988
gene:TraesCS2A03G0011800	Chr2A	2917337	2922033	-	2919685	Chr2A	2964512	2969208	-	2966860	1.0	0.997
gene:TraesCS2A03G0011900	Chr2A	2924927	2926630	-	2925778	Chr2A	2973503	2975206	-	2974354	1.0	0.998
gene:TraesCS2A03G0012000	Chr2A	2940100	2941874	-	2940987	Chr2A	2981461	2983235	-	2982348	1.0	0.999
gene:TraesCS2A03G0012100	Chr2A	2947690	2962866	-	2955278	Chr2A	2989033	3004208	-	2996620	1.0	0.993
gene:TraesCS2A03G0012200	Chr2A	2981431	2983872	+	2982651	Chr2A	3022751	3025192	+	3023971	1.0	0.999
gene:TraesCS2A03G0012300	Chr2A	3008654	3011759	+	3010206	Chr2A	3048289	3051623	+	3049956	1.0	0.999
gene:TraesCS2A03G0012800	Chr2A	3043315	3044607	+	3043961	Chr2A	3075692	3076975	+	3076333	0.992	0.983
gene:TraesCS2A03G0012900	Chr2A	3062401	3063955	+	3063178	Chr2A	3080973	3082515	+	3081744	0.992	0.972
gene:TraesCS2A03G0013100	Chr2A	3075260	3076925	-	3076092	Chr2A	3096497	3098173	-	3097335	1.0	0.983
gene:TraesCS2A03G0013200	Chr2A	3088656	3089379	-	3089017	Chr2A	3109813	3110536	-	3110174	1.0	0.991
gene:TraesCS2A03G0013400	Chr2A	3094221	3094934	+	3094577	Chr2A	3115376	3116089	+	3115732	1.0	1.0
gene:TraesCS2A03G0013500	Chr2A	3102186	3102581	+	3102383	Chr2A	3123440	3123835	+	3123637	1.0	0.992
gene:TraesCS2A03G0013600	Chr2A	3105724	3109654	-	3107689	Chr2A	3126976	3130912	-	3128944	1.0	0.991
gene:TraesCS2A03G0013700	Chr2A	3141719	3145318	+	3143518	Chr2A	3145714	3149321	+	3147517	1.0	0.996
gene:TraesCS2A03G0013800	Chr2A	3145104	3146984	-	3146044	Chr2A	3149107	3151182	-	3150144	1.0	0.901
gene:TraesCS2A03G0013900	Chr2A	3148858	3164565	-	3156711	Chr2A	3153085	3168828	-	3160956	0.999	0.994
gene:TraesCS2A03G0014300	Chr2A	3917393	3917941	-	3917667	Chr2A	3380879	3381427	-	3381153	1.0	0.987
gene:TraesCS2A03G0014600	Chr2A	4108678	4111437	-	4110057	Chr2A	3550302	3553105	-	3551703	1.0	0.994
gene:TraesCS2A03G0014700	Chr2A	4122713	4124844	+	4123778	Chr2A	3563104	3565227	+	3564165	0.996	0.991
gene:TraesCS2A03G0014800	Chr2A	4609403	4612287	+	4610845	Chr2A	4022038	4024922	+	4023480	0.999	0.993
gene:TraesCS2A03G0015100	Chr2A	4835156	4836689	+	4835922	Chr2A	4247284	4248816	+	4248050	0.999	0.998
gene:TraesCS2A03G0016000	Chr2A	5071839	5073978	-	5072908	Chr2A	4861436	4863580	-	4862508	0.987	0.98
gene:TraesCS2A03G0016100	Chr2A	5074460	5079581	-	5077020	Chr2A	4864133	4869186	-	4866659	0.917	0.911
gene:TraesCS2A03G0017000	Chr2A	5190513	5193466	-	5191989	Chr2A	4904136	4907086	-	4905611	1.0	0.996
gene:TraesCS2A03G0017400	Chr2A	5208324	5208722	+	5208523	Chr2A	4921956	4922354	+	4922155	1.0	0.996
gene:TraesCS2A03G0017500	Chr2A	5257672	5262900	-	5260286	Chr2A	4971312	4976545	-	4973928	1.0	1.0
gene:TraesCS2A03G0017700	Chr2A	5297982	5303454	+	5300718	Chr2A	5011632	5017114	+	5014373	1.0	0.996
gene:TraesCS2A03G0017800	Chr2A	5304264	5306171	-	5305217	Chr2A	5017923	5019829	-	5018876	1.0	0.993
gene:TraesCS2A03G0018100	Chr2A	5378713	5380327	+	5379520	Chr2A	5084129	5085744	+	5084936	1.0	0.981
gene:TraesCS2A03G0018200	Chr2A	5388490	5390067	-	5389278	Chr2A	5093633	5095191	-	5094412	0.987	0.982
gene:TraesCS2A03G0018300	Chr2A	5393975	5395682	+	5394828	Chr2A	5099034	5100665	+	5099849	1.0	0.992
gene:TraesCS2A03G0018500	Chr2A	5449423	5450943	+	5450183	Chr2A	5139389	5140909	+	5140149	1.0	0.994
gene:TraesCS2A03G0018800	Chr2A	5483478	5484447	+	5483962	Chr2A	5074239	5074447	-	5074343	0.981	0.915
gene:TraesCS2A03G0019000	Chr2A	5489200	5490729	+	5489964	Chr2A	5152310	5153839	+	5153074	1.0	0.993
gene:TraesCS2A03G0019100	Chr2A	5493286	5494806	+	5494046	Chr2A	5156402	5157922	+	5157162	1.0	0.996
gene:TraesCS2A03G0019500	Chr2A	5605896	5606282	-	5606089	Chr2A	5251188	5251574	-	5251381	1.0	0.997
gene:TraesCS2A03G0019600	Chr2A	5610271	5613461	+	5611866	Chr2A	5255564	5258772	+	5257168	1.0	0.988
gene:TraesCS2A03G0020500	Chr2A	5645108	5647672	+	5646390	Chr2A	5293097	5295661	+	5294379	1.0	0.992
gene:TraesCS2A03G0020400	Chr2A	5645051	5651749	-	5648400	Chr2A	5293040	5299766	-	5296403	1.0	0.989
gene:TraesCS2A03G0020600	Chr2A	5667099	5668799	+	5667949	Chr2A	5315128	5316828	+	5315978	1.0	1.0
gene:TraesCS2A03G0020900	Chr2A	5684343	5694560	-	5689451	Chr2A	5332396	5342615	-	5337505	1.0	1.0
gene:TraesCS2A03G0021000	Chr2A	5698584	5706806	-	5702695	Chr2A	5346645	5352569	-	5349607	0.972	0.972
gene:TraesCS2A03G0021100	Chr2A	5712649	5714816	-	5713732	Chr2A	5363743	5365910	-	5364826	1.0	1.0
gene:TraesCS2A03G0021200	Chr2A	5754939	5780303	-	5767621	Chr2A	5406036	5431398	-	5418717	1.0	1.0
gene:TraesCS2A03G0021300	Chr2A	5804106	5804940	+	5804523	Chr2A	5455027	5455861	+	5455444	1.0	1.0
gene:TraesCS2A03G0021400	Chr2A	5808896	5812466	+	5810681	Chr2A	5459668	5463238	+	5461453	1.0	0.999
gene:TraesCS2A03G0021500	Chr2A	5814388	5817627	-	5816007	Chr2A	5464896	5468135	-	5466515	1.0	1.0
gene:TraesCS2A03G0022500	Chr2A	5886612	5890406	+	5888509	Chr2A	5536640	5540434	+	5538537	1.0	1.0
gene:TraesCS2A03G0022600	Chr2A	5891657	5893543	+	5892600	Chr2A	5541685	5543571	+	5542628	1.0	1.0
gene:TraesCS2A03G0022700	Chr2A	5895383	5896564	-	5895973	Chr2A	5545411	5546592	-	5546001	1.0	1.0
gene:TraesCS2A03G0023000	Chr2A	5932292	5938044	+	5935168	Chr2A	5582334	5588086	+	5585210	1.0	1.0
gene:TraesCS2A03G0023100	Chr2A	5940835	5942579	+	5941707	Chr2A	5590877	5592621	+	5591749	1.0	0.999
gene:TraesCS2A03G0023300	Chr2A	5961203	5961799	+	5961501	Chr2A	5611251	5611847	+	5611549	1.0	1.0
gene:TraesCS2A03G0023500	Chr2A	5985018	5989964	+	5987491	Chr2A	5635066	5640012	+	5637539	1.0	1.0
gene:TraesCS2A03G0023600	Chr2A	6008156	6012012	+	6010084	Chr2A	5658131	5662105	+	5660118	1.0	1.0
gene:TraesCS2A03G0023700	Chr2A	6014763	6019662	-	6017212	Chr2A	5664856	5669755	-	5667305	1.0	1.0
gene:TraesCS2A03G0023800	Chr2A	6027070	6029051	+	6028060	Chr2A	5677198	5679179	+	5678188	1.0	1.0
gene:TraesCS2A03G0024000	Chr2A	6056904	6060844	+	6058874	Chr2A	5704019	5707959	+	5705989	1.0	1.0
gene:TraesCS2A03G0024100	Chr2A	6062525	6068056	-	6065290	Chr2A	5709640	5715171	-	5712405	1.0	1.0
gene:TraesCS2A03G0024200	Chr2A	6138096	6140667	-	6139381	Chr2A	5780477	5783048	-	5781762	1.0	1.0
gene:TraesCS2A03G0024300	Chr2A	6156288	6160615	-	6158451	Chr2A	5798533	5803066	-	5800799	1.0	0.999
gene:TraesCS2A03G0024600	Chr2A	6195422	6196652	-	6196037	Chr2A	5844842	5846073	-	5845457	1.0	0.995
gene:TraesCS2A03G0024800	Chr2A	6209975	6210762	+	6210368	Chr2A	5861711	5862499	+	5862105	1.0	1.0
gene:TraesCS2A03G0025200	Chr2A	6489819	6490277	-	6490048	Chr2A	6111776	6112234	-	6112005	1.0	1.0
gene:TraesCS2A03G0025400	Chr2A	6543800	6547989	+	6545894	Chr2A	6183151	6187338	+	6185244	1.0	0.997
gene:TraesCS2A03G0025700	Chr2A	6601068	6601526	+	6601297	Chr2A	6249476	6249934	+	6249705	1.0	0.991
gene:TraesCS2A03G0026200	Chr2A	6713541	6720750	-	6717145	Chr2A	6365568	6372762	+	6369165	0.997	0.994
gene:TraesCS2A03G0026500	Chr2A	6833898	6836259	+	6835078	Chr2A	6448563	6450926	+	6449744	1.0	0.996
gene:TraesCS2A03G0026800	Chr2A	6847261	6865735	+	6856498	Chr2A	6463505	6482377	+	6472941	1.0	0.993
gene:TraesCS2A03G0027000	Chr2A	6870963	6874446	+	6872704	Chr2A	6488476	6491959	+	6490217	1.0	0.996
gene:TraesCS2A03G0027200	Chr2A	6876280	6885119	-	6880699	Chr2A	6493792	6502504	-	6498148	0.978	0.973
gene:TraesCS2A03G0027300	Chr2A	6891123	6896277	+	6893700	Chr2A	6508710	6514572	+	6511641	0.979	0.972
gene:TraesCS2A03G0027400	Chr2A	6897295	6903634	+	6900464	Chr2A	6515614	6521496	+	6518555	0.929	0.927
gene:TraesCS2A03G0027500	Chr2A	6904995	6909268	-	6907131	Chr2A	6556586	6560859	+	6558722	1.0	0.996
gene:TraesCS2A03G0027900	Chr2A	7114869	7118510	+	7116689	Chr2A	6846985	6850626	+	6848805	1.0	0.992
gene:TraesCS2A03G0028400	Chr2A	7216325	7216822	-	7216573	Chr2A	6952752	6953249	-	6953000	1.0	0.99
gene:TraesCS2A03G0028800	Chr2A	7233754	7237627	+	7235690	Chr2A	6967640	6971506	+	6969573	1.0	0.994
gene:TraesCS2A03G0029000	Chr2A	7328862	7329442	-	7329152	Chr2A	7062605	7063184	-	7062894	1.0	0.995
gene:TraesCS2A03G0029100	Chr2A	7406482	7410268	-	7408375	Chr2A	7166291	7170078	-	7168184	1.0	0.996
gene:TraesCS2A03G0029200	Chr2A	7448913	7452453	-	7450683	Chr2A	7220979	7224518	-	7222748	1.0	0.997
gene:TraesCS2A03G0029500	Chr2A	7555929	7559228	+	7557578	Chr2A	7330485	7333784	+	7332134	1.0	1.0
gene:TraesCS2A03G0029600	Chr2A	7563339	7564570	-	7563954	Chr2A	7337895	7339126	-	7338510	1.0	1.0
gene:TraesCS2A03G0029700	Chr2A	7569124	7569672	-	7569398	Chr2A	7343681	7344229	-	7343955	1.0	1.0
gene:TraesCS2A03G0029800	Chr2A	7574152	7575954	+	7575053	Chr2A	7348713	7350515	+	7349614	1.0	1.0
gene:TraesCS2A03G0029900	Chr2A	7585507	7588045	-	7586776	Chr2A	7360070	7362608	-	7361339	1.0	1.0
gene:TraesCS2A03G0030000	Chr2A	7594702	7595382	+	7595042	Chr2A	7369265	7369945	+	7369605	1.0	1.0
gene:TraesCS2A03G0030200	Chr2A	7598011	7601005	+	7599508	Chr2A	7372572	7375566	+	7374069	1.0	1.0
gene:TraesCS2A03G0030500	Chr2A	7611561	7614909	-	7613235	Chr2A	7385962	7389310	-	7387636	1.0	1.0
gene:TraesCS2A03G0030600	Chr2A	7629304	7633851	+	7631577	Chr2A	7403706	7408253	+	7405979	1.0	1.0
gene:TraesCS2A03G0030800	Chr2A	7703695	7706561	-	7705128	Chr2A	7465631	7468497	-	7467064	1.0	1.0
gene:TraesCS2A03G0030900	Chr2A	7708277	7709952	-	7709114	Chr2A	7470213	7471888	-	7471050	1.0	1.0
gene:TraesCS2A03G0031000	Chr2A	7821445	7821819	+	7821632	Chr2A	7584495	7584869	+	7584682	1.0	1.0
gene:TraesCS2A03G0031100	Chr2A	7828624	7832791	+	7830707	Chr2A	7591674	7595841	+	7593757	1.0	1.0
gene:TraesCS2A03G0031200	Chr2A	7847760	7850284	+	7849022	Chr2A	7610809	7613333	+	7612071	1.0	1.0
gene:TraesCS2A03G0031500	Chr2A	7974393	7974638	-	7974515	Chr2A	7736946	7737191	-	7737068	1.0	1.0
gene:TraesCS2A03G0032000	Chr2A	8046439	8047681	+	8047060	Chr2A	7802913	7804155	+	7803534	1.0	1.0
gene:TraesCS2A03G0032100	Chr2A	8053305	8054623	+	8053964	Chr2A	7762716	7764034	+	7763375	1.0	1.0
gene:TraesCS2A03G0032600	Chr2A	8161335	8161580	+	8161457	Chr2A	7918178	7918423	+	7918300	1.0	1.0
gene:TraesCS2A03G0032900	Chr2A	8195350	8196021	+	8195685	Chr2A	7952194	7952865	+	7952529	1.0	1.0
gene:TraesCS2A03G0033000	Chr2A	8242748	8243421	+	8243084	Chr2A	7999566	8000239	+	7999902	1.0	1.0
gene:TraesCS2A03G0033200	Chr2A	8496588	8497826	+	8497207	Chr2A	8240516	8241776	+	8241146	0.981	0.976
gene:TraesCS2A03G0034300	Chr2A	8691026	8692151	+	8691588	Chr2A	8514109	8515234	+	8514671	1.0	1.0
gene:TraesCS2A03G0034400	Chr2A	8709301	8716514	-	8712907	Chr2A	8532400	8539624	-	8536012	1.0	0.996
gene:TraesCS2A03G0034600	Chr2A	8850722	8856225	-	8853473	Chr2A	8673628	8679131	-	8676379	1.0	1.0
gene:TraesCS2A03G0034700	Chr2A	8890522	8892207	+	8891364	Chr2A	8713452	8715137	+	8714294	1.0	1.0
gene:TraesCS2A03G0034800	Chr2A	8904391	8906110	+	8905250	Chr2A	8727321	8729040	+	8728180	1.0	1.0
gene:TraesCS2A03G0034900	Chr2A	8908282	8912918	+	8910600	Chr2A	8731226	8735862	+	8733544	1.0	1.0
gene:TraesCS2A03G0035200	Chr2A	8949289	8950740	+	8950014	Chr2A	8772225	8773676	+	8772950	1.0	1.0
gene:TraesCS2A03G0035500	Chr2A	9497087	9499842	+	9498464	Chr2A	9451430	9454185	+	9452807	1.0	1.0
gene:TraesCS2A03G0036100	Chr2A	9609521	9612375	+	9610948	Chr2A	9563112	9565966	+	9564539	1.0	1.0
gene:TraesCS2A03G0036200	Chr2A	9614291	9618881	-	9616586	Chr2A	9567882	9572472	-	9570177	1.0	1.0
gene:TraesCS2A03G0036800	Chr2A	9831458	9833452	-	9832455	Chr2A	9807817	9809811	-	9808814	1.0	1.0
gene:TraesCS2A03G0036900	Chr2A	9838071	9840946	+	9839508	Chr2A	9814430	9817305	+	9815867	1.0	1.0
gene:TraesCS2A03G0037000	Chr2A	9864423	9870187	+	9867305	Chr2A	9840061	9845825	+	9842943	1.0	1.0
gene:TraesCS2A03G0037100	Chr2A	9870676	9873085	-	9871880	Chr2A	9846314	9848723	-	9847518	1.0	1.0
gene:TraesCS2A03G0037300	Chr2A	10057499	10059853	-	10058676	Chr2A	10033010	10035364	-	10034187	1.0	1.0
gene:TraesCS2A03G0037500	Chr2A	10101484	10102944	+	10102214	Chr2A	10077005	10078465	+	10077735	1.0	1.0
gene:TraesCS2A03G0037700	Chr2A	10229780	10230394	+	10230087	Chr2A	10205278	10205892	+	10205585	1.0	1.0
gene:TraesCS2A03G0037900	Chr2A	10312993	10314464	+	10313728	Chr2A	10288497	10289968	+	10289232	1.0	1.0
gene:TraesCS2A03G0038000	Chr2A	10316507	10318063	+	10317285	Chr2A	10292011	10293567	+	10292789	1.0	1.0
gene:TraesCS2A03G0038100	Chr2A	10368296	10369996	+	10369146	Chr2A	10343781	10345223	+	10344502	0.997	0.997
gene:TraesCS2A03G0038200	Chr2A	10392963	10394455	+	10393709	Chr2A	10368190	10369682	+	10368936	1.0	1.0
gene:TraesCS2A03G0038300	Chr2A	10404599	10408710	+	10406654	Chr2A	10379836	10383947	+	10381891	1.0	1.0
gene:TraesCS2A03G0038400	Chr2A	10412476	10414101	+	10413288	Chr2A	10387713	10389338	+	10388525	1.0	1.0
gene:TraesCS2A03G0038500	Chr2A	10419981	10421441	-	10420711	Chr2A	10395237	10396697	-	10395967	1.0	1.0
gene:TraesCS2A03G0038800	Chr2A	10440469	10442337	-	10441403	Chr2A	10415589	10417457	-	10416523	1.0	1.0
gene:TraesCS2A03G0039100	Chr2A	11017143	11018591	-	11017867	Chr2A	10734061	10735509	-	10734785	1.0	1.0
gene:TraesCS2A03G0039400	Chr2A	11049077	11050675	+	11049876	Chr2A	10765996	10767594	+	10766795	1.0	1.0
gene:TraesCS2A03G0039500	Chr2A	11054856	11056310	-	11055583	Chr2A	10771775	10773229	-	10772502	1.0	1.0
gene:TraesCS2A03G0039700	Chr2A	11060893	11063346	+	11062119	Chr2A	10777817	10780270	+	10779043	1.0	1.0
gene:TraesCS2A03G0039800	Chr2A	11150494	11152195	-	11151344	Chr2A	10867436	10869137	-	10868286	1.0	1.0
gene:TraesCS2A03G0039900	Chr2A	11157585	11158064	-	11157824	Chr2A	10874527	10875006	-	10874766	1.0	1.0
gene:TraesCS2A03G0040600	Chr2A	11218311	11221536	-	11219923	Chr2A	10943196	10946421	-	10944808	1.0	1.0
gene:TraesCS2A03G0041200	Chr2A	11324593	11326032	-	11325312	Chr2A	11876519	11877958	+	11877238	1.0	1.0
gene:TraesCS2A03G0041300	Chr2A	11324593	11326032	-	11325312	Chr2A	11876519	11877958	+	11877238	1.0	1.0
gene:TraesCS2A03G0041600	Chr2A	11328015	11328869	-	11328442	Chr2A	11873717	11874571	+	11874144	1.0	0.998
gene:TraesCS2A03G0041400	Chr2A	11328015	11328869	-	11328442	Chr2A	11873717	11874571	+	11874144	1.0	0.998
gene:TraesCS2A03G0041500	Chr2A	11328015	11328869	-	11328442	Chr2A	11873717	11874571	+	11874144	1.0	0.998
gene:TraesCS2A03G0042000	Chr2A	11381853	11383879	+	11382866	Chr2A	11032243	11034269	+	11033256	1.0	1.0
gene:TraesCS2A03G0042300	Chr2A	11632000	11634387	+	11633193	Chr2A	11282065	11284452	+	11283258	1.0	1.0
gene:TraesCS2A03G0042400	Chr2A	11662733	11663308	-	11663020	Chr2A	11312798	11313373	-	11313085	1.0	0.998
gene:TraesCS2A03G0042500	Chr2A	11666485	11667438	-	11666961	Chr2A	11316546	11317499	-	11317022	1.0	0.98
gene:TraesCS2A03G0042800	Chr2A	11683659	11684394	-	11684026	Chr2A	11333736	11334471	-	11334103	1.0	1.0
gene:TraesCS2A03G0042900	Chr2A	11693710	11694898	-	11694304	Chr2A	11343787	11344975	-	11344381	1.0	1.0
gene:TraesCS2A03G0043400	Chr2A	11752168	11754017	+	11753092	Chr2A	11402251	11404100	+	11403175	1.0	0.996
gene:TraesCS2A03G0043600	Chr2A	11887767	11889468	+	11888617	Chr2A	11536485	11538186	+	11537335	1.0	1.0
gene:TraesCS2A03G0044400	Chr2A	11966365	11967985	+	11967175	Chr2A	11613098	11614718	+	11613908	1.0	1.0
gene:TraesCS2A03G0044500	Chr2A	12103080	12103741	+	12103410	Chr2A	11748390	11749051	+	11748720	1.0	1.0
gene:TraesCS2A03G0044800	Chr2A	12279438	12281423	-	12280430	Chr2A	11926329	11928314	-	11927321	1.0	1.0
gene:TraesCS2A03G0045000	Chr2A	12415768	12416658	+	12416213	Chr2A	12056579	12057469	+	12057024	1.0	1.0
gene:TraesCS2A03G0045100	Chr2A	12436869	12437720	+	12437294	Chr2A	12077682	12078533	+	12078107	1.0	1.0
gene:TraesCS2A03G0045200	Chr2A	12453651	12456342	-	12454996	Chr2A	12094464	12097155	-	12095809	1.0	1.0
gene:TraesCS2A03G0045500	Chr2A	12797591	12799207	+	12798399	Chr2A	12437116	12438732	+	12437924	1.0	1.0
gene:TraesCS2A03G0045600	Chr2A	12817959	12819670	-	12818814	Chr2A	12456437	12458148	-	12457292	1.0	1.0
gene:TraesCS2A03G0045700	Chr2A	12838317	12841002	+	12839659	Chr2A	12476817	12479502	+	12478159	1.0	1.0
gene:TraesCS2A03G0046000	Chr2A	12913556	12918974	+	12916265	Chr2A	12552082	12557500	+	12554791	1.0	1.0
gene:TraesCS2A03G0046100	Chr2A	12928695	12934990	-	12931842	Chr2A	12567220	12573515	-	12570367	1.0	1.0
gene:TraesCS2A03G0046400	Chr2A	13060511	13064012	+	13062261	Chr2A	12699049	12702550	+	12700799	1.0	1.0
gene:TraesCS2A03G0046500	Chr2A	13065737	13082790	-	13074263	Chr2A	12704281	12721334	-	12712807	1.0	1.0
gene:TraesCS2A03G0046800	Chr2A	13174258	13176698	-	13175478	Chr2A	12812810	12815250	-	12814030	1.0	1.0
gene:TraesCS2A03G0046900	Chr2A	13241542	13245181	+	13243361	Chr2A	12880120	12883759	+	12881939	1.0	0.998
gene:TraesCS2A03G0047000	Chr2A	13310636	13312962	+	13311799	Chr2A	12949216	12951542	+	12950379	1.0	1.0
gene:TraesCS2A03G0047100	Chr2A	13321859	13325316	-	13323587	Chr2A	12960408	12963894	-	12962151	0.988	0.966
gene:TraesCS2A03G0047300	Chr2A	13352800	13354685	-	13353742	Chr2A	12991378	12993263	-	12992320	1.0	1.0
gene:TraesCS2A03G0047400	Chr2A	13372023	13373337	-	13372680	Chr2A	13010602	13011916	-	13011259	1.0	0.998
gene:TraesCS2A03G0047600	Chr2A	13540410	13542837	+	13541623	Chr2A	13179044	13181471	+	13180257	1.0	1.0
gene:TraesCS2A03G0047700	Chr2A	13633004	13634685	-	13633844	Chr2A	13271641	13273322	-	13272481	1.0	1.0
gene:TraesCS2A03G0047800	Chr2A	13656540	13658822	+	13657681	Chr2A	13295172	13297454	+	13296313	1.0	1.0
gene:TraesCS2A03G0047900	Chr2A	13674004	13674294	-	13674149	Chr2A	13312640	13312930	-	13312785	1.0	1.0
