gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v2.1_tgt_chr	CS_v2.1_tgt_start	CS_v2.1_tgt_end	CS_v2.1_tgt_strand	CS_v2.1_tgt_midpoint	CS_v2.1_coverage	CS_v2.1_identity	segment
gene:TraesCS3D02G003300	Chr3D	1345628	1347413	-	1346520	Chr3D	2552601	2554386	+	2553493	1.0	0.999	collinear
gene:TraesCS3D02G003400	Chr3D	1496410	1498407	-	1497408	Chr3D	2398280	2400277	+	2399278	1.0	1.0	collinear
gene:TraesCS3D02G003500	Chr3D	1602462	1602965	-	1602713	Chr3D	2294788	2295291	+	2295039	1.0	1.0	collinear
gene:TraesCS3D02G003600	Chr3D	1606509	1608807	-	1607658	Chr3D	2288946	2291244	+	2290095	1.0	1.0	collinear
gene:TraesCS3D02G003700	Chr3D	1634040	1636188	-	1635114	Chr3D	2262089	2264237	+	2263163	1.0	1.0	collinear
gene:TraesCS3D02G003800	Chr3D	1638722	1640647	-	1639684	Chr3D	2257630	2259555	+	2258592	1.0	1.0	collinear
gene:TraesCS3D02G003900	Chr3D	1655945	1659437	+	1657691	Chr3D	2238841	2242333	-	2240587	1.0	1.0	collinear
gene:TraesCS3D02G004100	Chr3D	1733084	1736612	-	1734848	Chr3D	2162896	2166424	+	2164660	1.0	1.0	collinear
gene:TraesCS3D02G004200	Chr3D	1743755	1745410	+	1744582	Chr3D	2154098	2155753	-	2154925	1.0	1.0	collinear
gene:TraesCS3D02G004300	Chr3D	1748596	1750441	+	1749518	Chr3D	2149067	2150912	-	2149989	1.0	1.0	collinear
gene:TraesCS3D02G004400	Chr3D	1761567	1762730	-	1762148	Chr3D	2136778	2137941	+	2137359	1.0	1.0	collinear
gene:TraesCS3D02G004500	Chr3D	1765787	1771755	-	1768771	Chr3D	2127753	2133721	+	2130737	1.0	1.0	collinear
gene:TraesCS3D02G004600	Chr3D	1845275	1846487	+	1845881	Chr3D	2053716	2054928	-	2054322	1.0	1.0	collinear
gene:TraesCS3D02G004700	Chr3D	1872134	1873688	-	1872911	Chr3D	2026973	2028527	+	2027750	1.0	1.0	collinear
gene:TraesCS3D02G004800	Chr3D	1882953	1883660	+	1883306	Chr3D	2017247	2017954	-	2017600	1.0	1.0	collinear
gene:TraesCS3D02G004900	Chr3D	1889301	1890762	+	1890031	Chr3D	2010145	2011606	-	2010875	1.0	1.0	collinear
gene:TraesCS3D02G005000	Chr3D	1914844	1922686	-	1918765	Chr3D	1978580	1986420	+	1982500	1.0	1.0	collinear
gene:TraesCS3D02G005100	Chr3D	1991299	1993207	-	1992253	Chr3D	1910403	1912311	+	1911357	1.0	1.0	collinear
gene:TraesCS3D02G005200	Chr3D	2044496	2045103	-	2044799	Chr3D	1859508	1860115	+	1859811	1.0	1.0	collinear
gene:TraesCS3D02G005300	Chr3D	2094681	2098889	+	2096785	Chr3D	1805922	1810130	-	1808026	1.0	1.0	collinear
gene:TraesCS3D02G005400	Chr3D	2141059	2143491	+	2142275	Chr3D	1762394	1764826	-	1763610	1.0	1.0	collinear
gene:TraesCS3D02G005500	Chr3D	2147110	2150436	-	2148773	Chr3D	1755449	1758775	+	1757112	1.0	1.0	collinear
gene:TraesCS3D02G005600	Chr3D	2150758	2151273	-	2151015	Chr3D	1754612	1755127	+	1754869	1.0	1.0	collinear
gene:TraesCS3D02G005700	Chr3D	2152072	2162952	-	2157512	Chr3D	1743259	1753813	+	1748536	1.0	1.0	collinear
gene:TraesCS3D02G005800	Chr3D	2194172	2194792	-	2194482	Chr3D	1710714	1711334	+	1711024	1.0	1.0	collinear
gene:TraesCS3D02G005900	Chr3D	2201394	2201804	-	2201599	Chr3D	1703702	1704112	+	1703907	1.0	1.0	collinear
gene:TraesCS3D02G006000	Chr3D	2239080	2239552	-	2239316	Chr3D	1666794	1667266	+	1667030	1.0	1.0	collinear
gene:TraesCS3D02G006100	Chr3D	2242930	2243343	-	2243136	Chr3D	1663003	1663416	+	1663209	1.0	1.0	collinear
gene:TraesCS3D02G006200	Chr3D	2256220	2256633	-	2256426	Chr3D	1650019	1650432	+	1650225	1.0	1.0	collinear
gene:TraesCS3D02G006300	Chr3D	2266111	2266515	-	2266313	Chr3D	1640311	1640715	+	1640513	1.0	1.0	collinear
gene:TraesCS3D02G006400	Chr3D	2271951	2272352	-	2272151	Chr3D	1634647	1635048	+	1634847	1.0	1.0	collinear
gene:TraesCS3D02G006500	Chr3D	2306529	2307342	+	2306935	Chr3D	1599656	1600469	-	1600062	1.0	1.0	collinear
gene:TraesCS3D02G006600	Chr3D	2308597	2309333	+	2308965	Chr3D	1597665	1598401	-	1598033	1.0	1.0	collinear
gene:TraesCS3D02G006700	Chr3D	2370310	2379035	-	2374672	Chr3D	1528154	1536879	+	1532516	1.0	1.0	collinear
gene:TraesCS3D02G006800	Chr3D	2413787	2415102	+	2414444	Chr3D	1492135	1493450	-	1492792	1.0	1.0	collinear
gene:TraesCS3D02G006900	Chr3D	2448239	2451524	-	2449881	Chr3D	1456044	1459329	+	1457686	1.0	0.995	collinear
gene:TraesCS3D02G007000	Chr3D	2452535	2453530	-	2453032	Chr3D	1454041	1455036	+	1454538	1.0	1.0	collinear
gene:TraesCS3D02G007100	Chr3D	2461836	2462258	-	2462047	Chr3D	1445437	1445859	+	1445648	1.0	1.0	collinear
gene:TraesCS3D02G007200	Chr3D	2462521	2465680	-	2464100	Chr3D	1442015	1445174	+	1443594	1.0	1.0	collinear
gene:TraesCS3D02G007300	Chr3D	2469159	2469596	-	2469377	Chr3D	1438099	1438536	+	1438317	1.0	1.0	collinear
gene:TraesCS3D02G007400	Chr3D	2589848	2597476	+	2593662	Chr3D	1311820	1319448	-	1315634	1.0	1.0	collinear
gene:TraesCS3D02G007500	Chr3D	2600356	2603119	-	2601737	Chr3D	1306177	1308940	+	1307558	1.0	1.0	collinear
gene:TraesCS3D02G007600	Chr3D	2619155	2627987	+	2623571	Chr3D	1281513	1290345	-	1285929	1.0	1.0	collinear
gene:TraesCS3D02G007700	Chr3D	2718295	2718750	+	2718522	Chr3D	1192861	1193316	-	1193088	1.0	1.0	collinear
gene:TraesCS3D02G007800	Chr3D	2720422	2720769	+	2720595	Chr3D	1190842	1191189	-	1191015	1.0	1.0	collinear
gene:TraesCS3D02G007900	Chr3D	2749638	2749994	+	2749816	Chr3D	1161614	1161970	-	1161792	1.0	1.0	collinear
gene:TraesCS3D02G008000	Chr3D	2753359	2753920	+	2753639	Chr3D	1157913	1158474	-	1158193	1.0	1.0	collinear
gene:TraesCS3D02G008100	Chr3D	2773343	2773867	+	2773605	Chr3D	1138223	1138747	-	1138485	1.0	1.0	collinear
gene:TraesCS3D02G008200	Chr3D	2879304	2881646	-	2880475	Chr3D	1033659	1036001	+	1034830	1.0	1.0	collinear
gene:TraesCS3D02G008300	Chr3D	2909397	2911605	-	2910501	Chr3D	1003700	1005908	+	1004804	1.0	1.0	collinear
gene:TraesCS3D02G008400	Chr3D	2967474	2969505	-	2968489	Chr3D	946485	948516	+	947500	1.0	1.0	collinear
gene:TraesCS3D02G008500	Chr3D	2975372	2980480	-	2977926	Chr3D	935901	941009	+	938455	1.0	1.0	collinear
gene:TraesCS3D02G008600	Chr3D	2980895	2984483	-	2982689	Chr3D	931898	935486	+	933692	1.0	1.0	collinear
gene:TraesCS3D02G008700	Chr3D	3011970	3015359	+	3013664	Chr3D	901329	904718	-	903023	1.0	1.0	collinear
gene:TraesCS3D02G008800	Chr3D	3030336	3032753	-	3031544	Chr3D	884205	886622	+	885413	1.0	1.0	collinear
gene:TraesCS3D02G008900	Chr3D	3040757	3042971	-	3041864	Chr3D	873983	876197	+	875090	1.0	1.0	collinear
gene:TraesCS3D02G009000	Chr3D	3072536	3075692	-	3074114	Chr3D	841262	844418	+	842840	1.0	1.0	collinear
gene:TraesCS3D02G009100	Chr3D	3083659	3085963	-	3084811	Chr3D	830991	833295	+	832143	1.0	1.0	collinear
gene:TraesCS3D02G009200	Chr3D	3087876	3089485	-	3088680	Chr3D	827469	829078	+	828273	1.0	1.0	collinear
gene:TraesCS3D02G009300	Chr3D	3096999	3099806	-	3098402	Chr3D	817877	820684	+	819280	1.0	1.0	collinear
gene:TraesCS3D02G009400	Chr3D	3196435	3199383	-	3197909	Chr3D	718720	721668	+	720194	1.0	1.0	collinear
gene:TraesCS3D02G009500	Chr3D	3222057	3224575	-	3223316	Chr3D	693528	696046	+	694787	1.0	1.0	collinear
gene:TraesCS3D02G009600	Chr3D	3232378	3240214	-	3236296	Chr3D	677889	685725	+	681807	1.0	1.0	collinear
gene:TraesCS3D02G009700	Chr3D	3293500	3295229	-	3294364	Chr3D	622874	624603	+	623738	1.0	1.0	collinear
gene:TraesCS3D02G009800	Chr3D	3297116	3301879	+	3299497	Chr3D	616224	620987	-	618605	1.0	1.0	collinear
gene:TraesCS3D02G009900	Chr3D	3335586	3338459	+	3337022	Chr3D	579644	582517	-	581080	1.0	1.0	collinear
gene:TraesCS3D02G010000	Chr3D	3545473	3550073	+	3547773	Chr3D	368030	372630	-	370330	1.0	1.0	collinear
gene:TraesCS3D02G010100	Chr3D	3562690	3566990	-	3564840	Chr3D	351113	355413	+	353263	1.0	1.0	collinear
gene:TraesCS3D02G010200	Chr3D	3619683	3620018	-	3619850	Chr3D	298085	298420	+	298252	1.0	1.0	collinear
gene:TraesCS3D02G010300	Chr3D	3627209	3632324	-	3629766	Chr3D	285779	290894	+	288336	1.0	1.0	collinear
gene:TraesCS3D02G010400	Chr3D	3769975	3773550	+	3771762	Chr3D	110199	113774	+	111986	1.0	1.0	collinear
gene:TraesCS3D02G010500	Chr3D	3822452	3826397	-	3824424	Chr3D	162008	165953	-	163980	1.0	1.0	collinear
gene:TraesCS3D02G010600	Chr3D	3978768	3984107	+	3981437	Chr3D	3967316	3972655	+	3969985	1.0	1.0	collinear
gene:TraesCS3D02G010700	Chr3D	3986954	3990965	-	3988959	Chr3D	3975249	3979260	-	3977254	1.0	1.0	collinear
gene:TraesCS3D02G010800	Chr3D	4010575	4011386	-	4010980	Chr3D	3997940	3998751	-	3998345	1.0	1.0	collinear
gene:TraesCS3D02G010900	Chr3D	4012104	4013109	+	4012606	Chr3D	3999469	4000474	+	3999971	1.0	1.0	collinear
gene:TraesCS3D02G011000	Chr3D	4044313	4045303	-	4044808	Chr3D	4031672	4032662	-	4032167	1.0	1.0	collinear
gene:TraesCS3D02G011100	Chr3D	4045939	4046830	+	4046384	Chr3D	4033298	4034189	+	4033743	1.0	1.0	collinear
gene:TraesCS3D02G011200	Chr3D	4066322	4069230	-	4067776	Chr3D	4053385	4056293	-	4054839	1.0	1.0	collinear
gene:TraesCS3D02G011300	Chr3D	4072004	4075626	-	4073815	Chr3D	4059067	4062689	-	4060878	1.0	1.0	collinear
gene:TraesCS3D02G011400	Chr3D	4074885	4078461	+	4076673	Chr3D	4061948	4065524	+	4063736	1.0	1.0	collinear
gene:TraesCS3D02G011500	Chr3D	4111863	4112845	+	4112354	Chr3D	4098245	4099227	+	4098736	1.0	1.0	collinear
gene:TraesCS3D02G011600	Chr3D	4134343	4135412	+	4134877	Chr3D	4120743	4121812	+	4121277	1.0	1.0	collinear
gene:TraesCS3D02G011700	Chr3D	4138765	4139881	+	4139323	Chr3D	4125165	4126281	+	4125723	1.0	1.0	collinear
gene:TraesCS3D02G011800	Chr3D	4166848	4169864	-	4168356	Chr3D	4152526	4155542	-	4154034	1.0	1.0	collinear
gene:TraesCS3D02G011900	Chr3D	4169485	4172874	+	4171179	Chr3D	4155163	4158552	+	4156857	1.0	1.0	collinear
gene:TraesCS3D02G012000	Chr3D	4179986	4182963	-	4181474	Chr3D	4165437	4168414	-	4166925	1.0	1.0	collinear
gene:TraesCS3D02G012100	Chr3D	4186858	4196619	+	4191738	Chr3D	4172309	4181762	+	4177035	1.0	1.0	collinear
gene:TraesCS3D02G012200	Chr3D	4290648	4291925	+	4291286	Chr3D	4274705	4275732	+	4275218	1.0	1.0	collinear
gene:TraesCS3D02G012300	Chr3D	4317721	4319482	+	4318601	Chr3D	4301512	4303273	+	4302392	1.0	1.0	collinear
gene:TraesCS3D02G012400	Chr3D	4345486	4346937	+	4346211	Chr3D	4328669	4330120	+	4329394	1.0	1.0	collinear
gene:TraesCS3D02G012500	Chr3D	4356515	4364492	-	4360503	Chr3D	4339528	4347505	-	4343516	0.999	0.999	collinear
gene:TraesCS3D02G012600	Chr3D	4393193	4399230	+	4396211	Chr3D	4375581	4381618	+	4378599	1.0	1.0	collinear
gene:TraesCS3D02G012700	Chr3D	4404864	4409493	+	4407178	Chr3D	4387252	4391881	+	4389566	1.0	1.0	collinear
gene:TraesCS3D02G012800	Chr3D	4461025	4462605	+	4461815	Chr3D	4443801	4445381	+	4444591	1.0	1.0	collinear
gene:TraesCS3D02G012900	Chr3D	4466907	4469355	+	4468131	Chr3D	4449683	4452131	+	4450907	1.0	1.0	collinear
gene:TraesCS3D02G013000	Chr3D	4486023	4494474	-	4490248	Chr3D	4468799	4477250	-	4473024	1.0	1.0	collinear
gene:TraesCS3D02G013100	Chr3D	4504881	4506056	+	4505468	Chr3D	4487254	4488429	+	4487841	1.0	1.0	collinear
gene:TraesCS3D02G013200	Chr3D	4648966	4650282	+	4649624	Chr3D	4630318	4631634	+	4630976	1.0	0.993	collinear
gene:TraesCS3D02G013300	Chr3D	4818149	4819489	-	4818819	Chr3D	4798087	4799427	-	4798757	1.0	1.0	collinear
gene:TraesCS3D02G013400	Chr3D	4850718	4853897	+	4852307	Chr3D	4830495	4833579	+	4832037	0.999	0.999	collinear
gene:TraesCS3D02G013500	Chr3D	4866164	4866673	-	4866418	Chr3D	4845352	4845861	-	4845606	1.0	1.0	collinear
gene:TraesCS3D02G013600	Chr3D	4949654	4950922	-	4950288	Chr3D	4928177	4929445	-	4928811	1.0	1.0	collinear
gene:TraesCS3D02G013700	Chr3D	4956998	4957663	-	4957330	Chr3D	4935230	4935895	-	4935562	1.0	1.0	collinear
gene:TraesCS3D02G013800	Chr3D	4957676	4958842	-	4958259	Chr3D	4935908	4937074	-	4936491	1.0	1.0	collinear
gene:TraesCS3D02G013900	Chr3D	4966269	4969054	-	4967661	Chr3D	4944501	4947286	-	4945893	1.0	1.0	collinear
gene:TraesCS3D02G014000	Chr3D	4969646	4973136	+	4971391	Chr3D	4947878	4951368	+	4949623	1.0	1.0	collinear
gene:TraesCS3D02G014100	Chr3D	4983872	4985642	-	4984757	Chr3D	4961782	4963552	-	4962667	1.0	1.0	collinear
gene:TraesCS3D02G014200	Chr3D	4986566	4990029	+	4988297	Chr3D	4964476	4967939	+	4966207	1.0	1.0	collinear
gene:TraesCS3D02G014300	Chr3D	4995592	4997276	+	4996434	Chr3D	4973490	4975174	+	4974332	1.0	1.0	collinear
gene:TraesCS3D02G014400	Chr3D	4998822	4999826	+	4999324	Chr3D	4976720	4977724	+	4977222	1.0	1.0	collinear
gene:TraesCS3D02G014500	Chr3D	5005701	5008249	-	5006975	Chr3D	4983534	4986082	-	4984808	1.0	0.998	collinear
gene:TraesCS3D02G014600	Chr3D	5013282	5016625	+	5014953	Chr3D	4991113	4994395	+	4992754	0.988	0.988	collinear
gene:TraesCS3D02G014700	Chr3D	5041591	5043706	+	5042648	Chr3D	5018773	5020888	+	5019830	1.0	1.0	collinear
gene:TraesCS3D02G014800	Chr3D	5147067	5148084	+	5147575	Chr3D	5123600	5124617	+	5124108	1.0	1.0	collinear
gene:TraesCS3D02G014900	Chr3D	5173752	5176386	-	5175069	Chr3D	5150285	5152919	-	5151602	1.0	1.0	collinear
gene:TraesCS3D02G015000	Chr3D	5230815	5234674	+	5232744	Chr3D	5207240	5211099	+	5209169	1.0	0.999	collinear
gene:TraesCS3D02G015100	Chr3D	5241689	5247743	-	5244716	Chr3D	5218049	5224103	-	5221076	1.0	1.0	collinear
gene:TraesCS3D02G015200	Chr3D	5372968	5376568	-	5374768	Chr3D	5346035	5349635	-	5347835	1.0	1.0	collinear
gene:TraesCS3D02G015300	Chr3D	5406391	5410203	-	5408297	Chr3D	5379183	5382995	-	5381089	1.0	1.0	collinear
gene:TraesCS3D02G015400	Chr3D	5411900	5412617	+	5412258	Chr3D	5384693	5385410	+	5385051	1.0	1.0	collinear
gene:TraesCS3D02G015500	Chr3D	5430178	5430465	-	5430321	Chr3D	5402548	5402835	-	5402691	1.0	1.0	collinear
gene:TraesCS3D02G015600	Chr3D	5601666	5605871	-	5603768	Chr3D	5609039	5613244	-	5611141	1.0	1.0	collinear
gene:TraesCS3D02G015700	Chr3D	5609005	5610435	+	5609720	Chr3D	5616378	5617808	+	5617093	1.0	1.0	collinear
gene:TraesCS3D02G015800	Chr3D	5613668	5618027	-	5615847	Chr3D	5621041	5625400	-	5623220	1.0	1.0	collinear
gene:TraesCS3D02G015900	Chr3D	5649356	5651648	+	5650502	Chr3D	5656561	5658853	+	5657707	1.0	1.0	collinear
gene:TraesCS3D02G016000	Chr3D	5654770	5660596	+	5657683	Chr3D	5661975	5667801	+	5664888	1.0	1.0	collinear
gene:TraesCS3D02G016100	Chr3D	5680014	5681497	-	5680755	Chr3D	5686609	5688092	-	5687350	1.0	1.0	collinear
gene:TraesCS3D02G016200	Chr3D	5725298	5726713	+	5726005	Chr3D	5731894	5733309	+	5732601	1.0	1.0	collinear
gene:TraesCS3D02G016300	Chr3D	5733130	5737195	-	5735162	Chr3D	5739726	5743791	-	5741758	1.0	1.0	collinear
gene:TraesCS3D02G016400	Chr3D	5757697	5761111	-	5759404	Chr3D	5763633	5767044	-	5765338	1.0	1.0	collinear
gene:TraesCS3D02G016500	Chr3D	5790619	5794367	+	5792493	Chr3D	5797017	5800765	+	5798891	1.0	1.0	collinear
gene:TraesCS3D02G016600	Chr3D	5802877	5804191	+	5803534	Chr3D	5809005	5810319	+	5809662	1.0	1.0	collinear
gene:TraesCS3D02G016700	Chr3D	5810253	5811188	+	5810720	Chr3D	5816005	5816940	+	5816472	1.0	1.0	collinear
gene:TraesCS3D02G016800	Chr3D	5812552	5813779	-	5813165	Chr3D	5818304	5819531	-	5818917	1.0	1.0	collinear
gene:TraesCS3D02G016900	Chr3D	5814394	5815759	-	5815076	Chr3D	5820146	5821511	-	5820828	1.0	1.0	collinear
gene:TraesCS3D02G017000	Chr3D	5856669	5858004	-	5857336	Chr3D	5862195	5863530	-	5862862	1.0	1.0	collinear
gene:TraesCS3D02G017100	Chr3D	5861814	5863543	+	5862678	Chr3D	5867190	5868919	+	5868054	1.0	1.0	collinear
gene:TraesCS3D02G017200	Chr3D	5864830	5866648	-	5865739	Chr3D	5870206	5872024	-	5871115	1.0	1.0	collinear
gene:TraesCS3D02G017300	Chr3D	5869810	5873304	+	5871557	Chr3D	5875186	5878680	+	5876933	1.0	1.0	collinear
gene:TraesCS3D02G017400	Chr3D	5875424	5880650	-	5878037	Chr3D	5880800	5886026	-	5883413	1.0	0.999	collinear
gene:TraesCS3D02G017500	Chr3D	6009195	6012248	+	6010721	Chr3D	6013557	6016610	+	6015083	1.0	1.0	collinear
gene:TraesCS3D02G017600	Chr3D	6013194	6015417	-	6014305	Chr3D	6017542	6019765	-	6018653	1.0	1.0	collinear
gene:TraesCS3D02G017700	Chr3D	6016878	6020801	-	6018839	Chr3D	6021226	6025147	-	6023186	1.0	1.0	collinear
gene:TraesCS3D02G017800	Chr3D	6021794	6023847	-	6022820	Chr3D	6026140	6028193	-	6027166	1.0	1.0	collinear
gene:TraesCS3D02G017900	Chr3D	6030116	6034026	+	6032071	Chr3D	6034462	6038139	+	6036300	1.0	1.0	collinear
gene:TraesCS3D02G018000	Chr3D	6060901	6068841	+	6064871	Chr3D	6063729	6071669	+	6067699	1.0	1.0	collinear
gene:TraesCS3D02G018100	Chr3D	6140574	6142644	+	6141609	Chr3D	6141043	6143113	+	6142078	1.0	1.0	collinear
gene:TraesCS3D02G018200	Chr3D	6146779	6149852	-	6148315	Chr3D	6147248	6150321	-	6148784	1.0	1.0	collinear
gene:TraesCS3D02G018300	Chr3D	6167260	6169993	-	6168626	Chr3D	6167729	6170462	-	6169095	1.0	1.0	collinear
gene:TraesCS3D02G018400	Chr3D	6176969	6180284	-	6178626	Chr3D	6177438	6180753	-	6179095	1.0	1.0	collinear
gene:TraesCS3D02G018500	Chr3D	6193030	6193813	+	6193421	Chr3D	6193499	6194282	+	6193890	1.0	1.0	collinear
gene:TraesCS3D02G018600	Chr3D	6195940	6197761	-	6196850	Chr3D	6196409	6198230	-	6197319	1.0	1.0	collinear
gene:TraesCS3D02G018700	Chr3D	6332694	6338567	+	6335630	Chr3D	6332166	6338039	+	6335102	1.0	1.0	collinear
gene:TraesCS3D02G018800	Chr3D	6339983	6345137	-	6342560	Chr3D	6339455	6344609	-	6342032	1.0	1.0	collinear
gene:TraesCS3D02G018900	Chr3D	6402986	6406703	-	6404844	Chr3D	6402458	6406175	-	6404316	1.0	1.0	collinear
gene:TraesCS3D02G019000	Chr3D	6409208	6414977	+	6412092	Chr3D	6408680	6414449	+	6411564	1.0	1.0	collinear
gene:TraesCS3D02G019100	Chr3D	6424580	6426506	-	6425543	Chr3D	6424052	6425978	-	6425015	1.0	1.0	collinear
gene:TraesCS3D02G019200	Chr3D	6429393	6431005	+	6430199	Chr3D	6428865	6430477	+	6429671	1.0	1.0	collinear
gene:TraesCS3D02G019300	Chr3D	6454547	6456104	-	6455325	Chr3D	6454019	6455576	-	6454797	1.0	1.0	collinear
gene:TraesCS3D02G019400	Chr3D	6459775	6460973	-	6460374	Chr3D	6459248	6460446	-	6459847	1.0	1.0	collinear
gene:TraesCS3D02G019500	Chr3D	6465027	6465890	-	6465458	Chr3D	6464310	6465173	-	6464741	1.0	1.0	collinear
gene:TraesCS3D02G019600	Chr3D	6529685	6529972	-	6529828	Chr3D	6528383	6528670	-	6528526	1.0	1.0	collinear
gene:TraesCS3D02G019700	Chr3D	6661700	6666999	+	6664349	Chr3D	6659972	6665271	+	6662621	1.0	1.0	collinear
gene:TraesCS3D02G019800	Chr3D	6676491	6678131	+	6677311	Chr3D	6674763	6676403	+	6675583	1.0	1.0	collinear
gene:TraesCS3D02G019900	Chr3D	6726405	6730004	+	6728204	Chr3D	6724677	6728276	+	6726476	1.0	1.0	collinear
gene:TraesCS3D02G020000	Chr3D	6730187	6733680	-	6731933	Chr3D	6728459	6731952	-	6730205	1.0	1.0	collinear
gene:TraesCS3D02G020100	Chr3D	6737975	6739045	-	6738510	Chr3D	6736247	6737317	-	6736782	1.0	1.0	collinear
gene:TraesCS3D02G020200	Chr3D	6745804	6753986	+	6749895	Chr3D	6744076	6752258	+	6748167	1.0	1.0	collinear
gene:TraesCS3D02G020300	Chr3D	6754571	6754816	+	6754693	Chr3D	6752843	6753088	+	6752965	1.0	1.0	collinear
gene:TraesCS3D02G020400	Chr3D	6860952	6863358	-	6862155	Chr3D	6859224	6861630	-	6860427	1.0	1.0	collinear
gene:TraesCS3D02G020500	Chr3D	6949696	6950286	+	6949991	Chr3D	6947951	6948541	+	6948246	1.0	1.0	collinear
gene:TraesCS3D02G020600	Chr3D	6967976	6969806	+	6968891	Chr3D	6966063	6967893	+	6966978	1.0	1.0	collinear
gene:TraesCS3D02G020700	Chr3D	6971034	6972707	-	6971870	Chr3D	6969121	6970794	-	6969957	1.0	1.0	collinear
