gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v2.1_tgt_chr	CS_v2.1_tgt_start	CS_v2.1_tgt_end	CS_v2.1_tgt_strand	CS_v2.1_tgt_midpoint	CS_v2.1_coverage	CS_v2.1_identity	segment
gene:TraesCS5B02G006200	Chr5B	7354948	7355435	-	7355191	Chr5B	7410008	7410495	-	7410251	1.0	1.0	collinear
gene:TraesCS5B02G006300	Chr5B	7382778	7383265	-	7383021	Chr5B	7437158	7437645	-	7437401	1.0	1.0	collinear
gene:TraesCS5B02G006400	Chr5B	7541069	7545930	-	7543499	Chr5B	7592627	7597126	-	7594876	0.97	0.97	collinear
gene:TraesCS5B02G006500	Chr5B	7706077	7709832	-	7707954	Chr5B	7755553	7759308	-	7757430	1.0	1.0	collinear
gene:TraesCS5B02G006600	Chr5B	7936224	7944965	-	7940594	Chr5B	7985700	7994441	-	7990070	1.0	1.0	collinear
gene:TraesCS5B02G006700	Chr5B	7995392	8007460	-	8001426	Chr5B	8044868	8056936	-	8050902	1.0	1.0	collinear
gene:TraesCS5B02G006800	Chr5B	8086615	8096868	+	8091741	Chr5B	8136091	8146344	+	8141217	1.0	1.0	collinear
gene:TraesCS5B02G006900	Chr5B	8171350	8176122	+	8173736	Chr5B	8231890	8236662	+	8234276	1.0	1.0	collinear
gene:TraesCS5B02G007000	Chr5B	8185879	8188188	-	8187033	Chr5B	8246419	8248728	-	8247573	1.0	1.0	collinear
gene:TraesCS5B02G007100	Chr5B	8342582	8344606	+	8343594	Chr5B	8403122	8405146	+	8404134	1.0	1.0	collinear
gene:TraesCS5B02G007200	Chr5B	8351751	8353860	+	8352805	Chr5B	8412291	8414400	+	8413345	1.0	1.0	collinear
gene:TraesCS5B02G007300	Chr5B	8374524	8379358	-	8376941	Chr5B	8435064	8439898	-	8437481	1.0	1.0	collinear
gene:TraesCS5B02G007400	Chr5B	8523932	8537816	+	8530874	Chr5B	8578315	8592199	+	8585257	1.0	1.0	collinear
gene:TraesCS5B02G007500	Chr5B	8538379	8545008	-	8541693	Chr5B	8592762	8599391	-	8596076	1.0	0.997	collinear
gene:TraesCS5B02G007600	Chr5B	8875269	8877667	-	8876468	Chr5B	8929166	8931564	-	8930365	1.0	1.0	collinear
gene:TraesCS5B02G007800	Chr5B	8905295	8919306	-	8912300	Chr5B	8959192	8973203	-	8966197	1.0	1.0	collinear
gene:TraesCS5B02G007900	Chr5B	8933272	8935785	-	8934528	Chr5B	8987169	8989682	-	8988425	1.0	1.0	collinear
gene:TraesCS5B02G008000	Chr5B	8936244	8937011	-	8936627	Chr5B	8990141	8990908	-	8990524	1.0	1.0	collinear
gene:TraesCS5B02G008100	Chr5B	8945172	8946074	-	8945623	Chr5B	8999069	8999971	-	8999520	1.0	1.0	collinear
gene:TraesCS5B02G008200	Chr5B	9009416	9010239	+	9009827	Chr5B	9063135	9063958	+	9063546	1.0	1.0	collinear
gene:TraesCS5B02G008300	Chr5B	9040754	9040975	+	9040864	Chr5B	9094473	9094694	+	9094583	1.0	1.0	collinear
gene:TraesCS5B02G008400	Chr5B	9044522	9047785	+	9046153	Chr5B	9098241	9101504	+	9099872	1.0	1.0	collinear
gene:TraesCS5B02G008500	Chr5B	9075440	9079212	+	9077326	Chr5B	9128880	9132494	+	9130687	1.0	1.0	collinear
gene:TraesCS5B02G008600	Chr5B	9222282	9225823	-	9224052	Chr5B	9270520	9274061	-	9272290	1.0	1.0	collinear
gene:TraesCS5B02G008700	Chr5B	9243595	9244008	+	9243801	Chr5B	9291833	9292246	+	9292039	1.0	1.0	collinear
gene:TraesCS5B02G008800	Chr5B	9261235	9263380	+	9262307	Chr5B	9309126	9311271	+	9310198	1.0	1.0	collinear
gene:TraesCS5B02G008900	Chr5B	9263459	9267479	-	9265469	Chr5B	9311350	9315370	-	9313360	1.0	1.0	collinear
gene:TraesCS5B02G009000	Chr5B	9284415	9286096	+	9285255	Chr5B	9331528	9333209	+	9332368	1.0	1.0	collinear
gene:TraesCS5B02G009100	Chr5B	9289491	9289916	+	9289703	Chr5B	9336604	9337029	+	9336816	1.0	1.0	collinear
gene:TraesCS5B02G009200	Chr5B	9298645	9299536	+	9299090	Chr5B	9346778	9347669	+	9347223	1.0	1.0	collinear
gene:TraesCS5B02G009300	Chr5B	9302014	9303513	+	9302763	Chr5B	9350147	9351646	+	9350896	1.0	1.0	collinear
gene:TraesCS5B02G009400	Chr5B	9332838	9334688	-	9333763	Chr5B	9380809	9382659	-	9381734	1.0	1.0	collinear
gene:TraesCS5B02G009500	Chr5B	9356180	9359093	+	9357636	Chr5B	9403400	9406313	+	9404856	1.0	1.0	collinear
gene:TraesCS5B02G009600	Chr5B	9416856	9418777	+	9417816	Chr5B	9468227	9470148	+	9469187	1.0	1.0	collinear
gene:TraesCS5B02G009800	Chr5B	9523414	9524244	-	9523829	Chr5B	9571961	9572791	-	9572376	1.0	1.0	collinear
gene:TraesCS5B02G009900	Chr5B	9539104	9539973	+	9539538	Chr5B	9587651	9588520	+	9588085	1.0	1.0	collinear
gene:TraesCS5B02G010000	Chr5B	9669444	9672795	-	9671119	Chr5B	9717192	9720543	-	9718867	1.0	1.0	collinear
gene:TraesCS5B02G010100	Chr5B	9807726	9816838	+	9812282	Chr5B	9855474	9864520	+	9859997	1.0	1.0	collinear
gene:TraesCS5B02G010200	Chr5B	10059659	10063814	-	10061736	Chr5B	10106300	10110457	-	10108378	1.0	1.0	collinear
gene:TraesCS5B02G010300	Chr5B	10168182	10174233	-	10171207	Chr5B	10214304	10220355	-	10217329	1.0	1.0	collinear
gene:TraesCS5B02G010400	Chr5B	10261716	10265365	-	10263540	Chr5B	10307002	10310651	-	10308826	1.0	1.0	collinear
gene:TraesCS5B02G010500	Chr5B	10346311	10347569	+	10346940	Chr5B	10391195	10392453	+	10391824	1.0	1.0	collinear
gene:TraesCS5B02G010600	Chr5B	10429378	10432090	+	10430734	Chr5B	10474262	10476974	+	10475618	1.0	1.0	collinear
gene:TraesCS5B02G010700	Chr5B	10438285	10442125	-	10440205	Chr5B	10483169	10487009	-	10485089	1.0	1.0	collinear
gene:TraesCS5B02G010800	Chr5B	10442174	10450187	-	10446180	Chr5B	10487058	10495071	-	10491064	1.0	1.0	collinear
gene:TraesCS5B02G010900	Chr5B	10524697	10527179	-	10525938	Chr5B	10569581	10572063	-	10570822	1.0	1.0	collinear
gene:TraesCS5B02G011000	Chr5B	11042981	11043433	+	11043207	Chr5B	11094914	11095366	+	11095140	1.0	1.0	collinear
gene:TraesCS5B02G011100	Chr5B	11071628	11072083	+	11071855	Chr5B	11123414	11123869	+	11123641	1.0	1.0	collinear
gene:TraesCS5B02G011200	Chr5B	11074579	11076006	+	11075292	Chr5B	11126365	11127792	+	11127078	1.0	1.0	collinear
gene:TraesCS5B02G011300	Chr5B	11305908	11308910	-	11307409	Chr5B	11356992	11359994	-	11358493	1.0	1.0	collinear
gene:TraesCS5B02G011400	Chr5B	11454818	11458233	+	11456525	Chr5B	11505766	11509181	+	11507473	1.0	1.0	collinear
gene:TraesCS5B02G011500	Chr5B	11477439	11478554	+	11477996	Chr5B	11528508	11529623	+	11529065	1.0	1.0	collinear
gene:TraesCS5B02G011600	Chr5B	11503284	11504390	+	11503837	Chr5B	11553967	11555073	+	11554520	1.0	1.0	collinear
gene:TraesCS5B02G011700	Chr5B	11513383	11517316	+	11515349	Chr5B	11563724	11567657	+	11565690	1.0	1.0	collinear
gene:TraesCS5B02G011800	Chr5B	11550484	11556238	-	11553361	Chr5B	11599622	11605376	-	11602499	1.0	1.0	collinear
gene:TraesCS5B02G011900	Chr5B	11604300	11604560	-	11604430	Chr5B	11653192	11653452	-	11653322	1.0	1.0	collinear
gene:TraesCS5B02G012000	Chr5B	11764765	11774531	-	11769648	Chr5B	11812338	11822104	-	11817221	1.0	1.0	collinear
gene:TraesCS5B02G012100	Chr5B	12260408	12265358	-	12262883	Chr5B	12310257	12315207	-	12312732	1.0	1.0	collinear
gene:TraesCS5B02G012200	Chr5B	12321065	12322165	-	12321615	Chr5B	12370913	12372013	-	12371463	1.0	1.0	collinear
gene:TraesCS5B02G012300	Chr5B	12324287	12328841	-	12326564	Chr5B	12374135	12378689	-	12376412	1.0	1.0	collinear
gene:TraesCS5B02G012400	Chr5B	12329987	12334657	-	12332322	Chr5B	12379835	12384505	-	12382170	1.0	1.0	collinear
gene:TraesCS5B02G012500	Chr5B	12563381	12568107	-	12565744	Chr5B	12612938	12617664	-	12615301	1.0	1.0	collinear
gene:TraesCS5B02G012600	Chr5B	12570054	12577791	+	12573922	Chr5B	12619611	12627348	+	12623479	1.0	1.0	collinear
gene:TraesCS5B02G012700	Chr5B	12580692	12582479	+	12581585	Chr5B	12629960	12631747	+	12630853	1.0	1.0	collinear
gene:TraesCS5B02G012800	Chr5B	12658937	12659635	+	12659286	Chr5B	12708205	12708903	+	12708554	1.0	1.0	collinear
gene:TraesCS5B02G012900	Chr5B	12845460	12858464	-	12851962	Chr5B	12894311	12907141	-	12900726	1.0	1.0	collinear
gene:TraesCS5B02G013000	Chr5B	13081769	13086120	-	13083944	Chr5B	13129670	13134023	-	13131846	1.0	0.999	collinear
gene:TraesCS5B02G013100	Chr5B	13174286	13178149	+	13176217	Chr5B	13220273	13224136	+	13222204	1.0	1.0	collinear
gene:TraesCS5B02G013200	Chr5B	13178233	13179601	-	13178917	Chr5B	13224220	13225588	-	13224904	1.0	1.0	collinear
gene:TraesCS5B02G013300	Chr5B	13186558	13191510	+	13189034	Chr5B	13232245	13237196	+	13234720	1.0	1.0	collinear
gene:TraesCS5B02G013400	Chr5B	13224640	13226596	-	13225618	Chr5B	13269693	13271649	-	13270671	1.0	1.0	collinear
gene:TraesCS5B02G013500	Chr5B	13269737	13270123	+	13269930	Chr5B	13314077	13314463	+	13314270	1.0	1.0	collinear
gene:TraesCS5B02G013600	Chr5B	13273023	13280676	-	13276849	Chr5B	13317363	13325016	-	13321189	1.0	1.0	collinear
gene:TraesCS5B02G013700	Chr5B	13353453	13357427	+	13355440	Chr5B	13396832	13400806	+	13398819	1.0	1.0	collinear
gene:TraesCS5B02G013800	Chr5B	13361011	13361762	-	13361386	Chr5B	13403971	13404722	-	13404346	1.0	1.0	collinear
gene:TraesCS5B02G013900	Chr5B	13426752	13436529	-	13431640	Chr5B	13469112	13478889	-	13474000	1.0	1.0	collinear
gene:TraesCS5B02G014000	Chr5B	13484986	13491667	-	13488326	Chr5B	13526485	13533166	-	13529825	1.0	1.0	collinear
gene:TraesCS5B02G014100	Chr5B	13496734	13498307	-	13497520	Chr5B	13538016	13539589	-	13538802	1.0	1.0	collinear
gene:TraesCS5B02G014200	Chr5B	13699155	13702692	+	13700923	Chr5B	13739040	13742577	+	13740808	1.0	1.0	collinear
gene:TraesCS5B02G014300	Chr5B	13703004	13706334	-	13704669	Chr5B	13742889	13746219	-	13744554	1.0	1.0	collinear
gene:TraesCS5B02G014400	Chr5B	13713254	13716973	-	13715113	Chr5B	13753139	13756858	-	13754998	1.0	1.0	collinear
gene:TraesCS5B02G014500	Chr5B	13721754	13726205	+	13723979	Chr5B	13761639	13766090	+	13763864	1.0	1.0	collinear
gene:TraesCS5B02G014600	Chr5B	13773603	13776131	-	13774867	Chr5B	13813226	13815754	-	13814490	1.0	1.0	collinear
gene:TraesCS5B02G014700	Chr5B	13858294	13861883	+	13860088	Chr5B	13897917	13901506	+	13899711	1.0	1.0	collinear
gene:TraesCS5B02G014800	Chr5B	13919353	13922813	+	13921083	Chr5B	13958974	13962434	+	13960704	1.0	1.0	collinear
gene:TraesCS5B02G014900	Chr5B	14144359	14156845	-	14150602	Chr5B	14182176	14194472	-	14188324	1.0	1.0	collinear
gene:TraesCS5B02G015000	Chr5B	14191739	14194464	-	14193101	Chr5B	14229159	14231884	-	14230521	1.0	1.0	collinear
gene:TraesCS5B02G015100	Chr5B	14407480	14410970	-	14409225	Chr5B	14442702	14446192	-	14444447	1.0	1.0	collinear
gene:TraesCS5B02G015200	Chr5B	14703827	14707222	+	14705524	Chr5B	14735969	14739364	+	14737666	1.0	1.0	collinear
gene:TraesCS5B02G015300	Chr5B	14908003	14908434	-	14908218	Chr5B	14964550	14964981	-	14964765	1.0	1.0	collinear
gene:TraesCS5B02G015400	Chr5B	14911233	14911912	-	14911572	Chr5B	14967780	14968459	-	14968119	1.0	1.0	collinear
gene:TraesCS5B02G015500	Chr5B	15004986	15005894	-	15005440	Chr5B	15060069	15060977	-	15060523	1.0	1.0	collinear
gene:TraesCS5B02G015600	Chr5B	15050558	15051385	+	15050971	Chr5B	15104616	15105443	+	15105029	1.0	1.0	collinear
gene:TraesCS5B02G015700	Chr5B	15054205	15054912	+	15054558	Chr5B	15107932	15108639	+	15108285	1.0	1.0	collinear
gene:TraesCS5B02G015800	Chr5B	15075265	15076873	+	15076069	Chr5B	15128993	15130601	+	15129797	1.0	1.0	collinear
gene:TraesCS5B02G015900	Chr5B	15094157	15094654	+	15094405	Chr5B	15147679	15148176	+	15147927	1.0	1.0	collinear
gene:TraesCS5B02G016000	Chr5B	15125537	15126469	+	15126003	Chr5B	15178748	15179680	+	15179214	1.0	1.0	collinear
gene:TraesCS5B02G016100	Chr5B	15186319	15187092	-	15186705	Chr5B	15240866	15241639	-	15241252	1.0	1.0	collinear
gene:TraesCS5B02G016200	Chr5B	15191136	15192014	-	15191575	Chr5B	15245683	15246561	-	15246122	1.0	1.0	collinear
gene:TraesCS5B02G016300	Chr5B	15197018	15197961	+	15197489	Chr5B	15251565	15252508	+	15252036	1.0	1.0	collinear
gene:TraesCS5B02G016400	Chr5B	15254944	15260143	+	15257543	Chr5B	15309491	15314690	+	15312090	1.0	1.0	collinear
gene:TraesCS5B02G016500	Chr5B	15265041	15266330	-	15265685	Chr5B	15319588	15320877	-	15320232	1.0	1.0	collinear
gene:TraesCS5B02G016600	Chr5B	15271219	15272317	+	15271768	Chr5B	15325766	15326864	+	15326315	1.0	1.0	collinear
gene:TraesCS5B02G016700	Chr5B	15321110	15325008	-	15323059	Chr5B	15384589	15388487	-	15386538	1.0	1.0	collinear
gene:TraesCS5B02G016800	Chr5B	15337025	15338175	-	15337600	Chr5B	15400249	15401399	-	15400824	1.0	1.0	collinear
gene:TraesCS5B02G016900	Chr5B	15546995	15553626	+	15550310	Chr5B	15579855	15586312	+	15583083	1.0	1.0	collinear
gene:TraesCS5B02G017000	Chr5B	15558098	15561926	-	15560012	Chr5B	15590671	15594377	-	15592524	1.0	1.0	collinear
gene:TraesCS5B02G017100	Chr5B	16001165	16005166	-	16003165	Chr5B	16028698	16032699	-	16030698	1.0	1.0	collinear
gene:TraesCS5B02G017200	Chr5B	16011575	16011844	+	16011709	Chr5B	16038879	16039148	+	16039013	1.0	1.0	collinear
gene:TraesCS5B02G017300	Chr5B	16032864	16037663	-	16035263	Chr5B	16060220	16065019	-	16062619	1.0	1.0	collinear
gene:TraesCS5B02G017400	Chr5B	16173861	16174301	+	16174081	Chr5B	16437458	16437898	-	16437678	1.0	1.0	collinear
gene:TraesCS5B02G017500	Chr5B	16199649	16200089	+	16199869	Chr5B	16411670	16412110	-	16411890	1.0	1.0	collinear
gene:TraesCS5B02G017600	Chr5B	16368399	16368839	-	16368619	Chr5B	16555952	16556392	-	16556172	1.0	1.0	collinear
gene:TraesCS5B02G017700	Chr5B	16419517	16421656	+	16420586	Chr5B	16607070	16609209	+	16608139	1.0	1.0	collinear
gene:TraesCS5B02G017800	Chr5B	16421867	16429534	-	16425700	Chr5B	16609420	16617087	-	16613253	1.0	1.0	collinear
gene:TraesCS5B02G017900	Chr5B	17544779	17547737	-	17546258	Chr5B	17805901	17808859	-	17807380	1.0	1.0	collinear
gene:TraesCS5B02G018000	Chr5B	17572398	17575315	+	17573856	Chr5B	17832779	17835696	+	17834237	1.0	1.0	collinear
gene:TraesCS5B02G018200	Chr5B	17718429	17728348	+	17723388	Chr5B	17977310	17987229	+	17982269	1.0	1.0	collinear
gene:TraesCS5B02G018300	Chr5B	17814998	17816044	-	17815521	Chr5B	18073200	18074246	-	18073723	1.0	1.0	collinear
gene:TraesCS5B02G018400	Chr5B	17952303	17953606	+	17952954	Chr5B	18208883	18210186	+	18209534	1.0	1.0	collinear
gene:TraesCS5B02G018500	Chr5B	17965429	17969069	+	17967249	Chr5B	18221809	18225449	+	18223629	1.0	1.0	collinear
gene:TraesCS5B02G018600	Chr5B	17971279	17974310	+	17972794	Chr5B	18227659	18230690	+	18229174	1.0	1.0	collinear
gene:TraesCS5B02G018700	Chr5B	17979546	17983930	-	17981738	Chr5B	18235926	18240310	-	18238118	1.0	1.0	collinear
gene:TraesCS5B02G018800	Chr5B	17996653	17998316	-	17997484	Chr5B	18253033	18254696	-	18253864	1.0	1.0	collinear
gene:TraesCS5B02G018900	Chr5B	18102899	18103977	-	18103438	Chr5B	18359015	18360093	-	18359554	1.0	1.0	collinear
gene:TraesCS5B02G019000	Chr5B	18185113	18185376	+	18185244	Chr5B	18442047	18442310	+	18442178	1.0	1.0	collinear
gene:TraesCS5B02G019100	Chr5B	18189191	18190132	-	18189661	Chr5B	18446125	18447066	-	18446595	1.0	1.0	collinear
gene:TraesCS5B02G019200	Chr5B	18409420	18409959	+	18409689	Chr5B	18667645	18668184	+	18667914	1.0	1.0	collinear
gene:TraesCS5B02G019300	Chr5B	18710435	18711361	-	18710898	Chr5B	18965722	18966648	-	18966185	1.0	1.0	collinear
gene:TraesCS5B02G019400	Chr5B	18775794	18777987	+	18776890	Chr5B	19030152	19032083	+	19031117	1.0	1.0	collinear
gene:TraesCS5B02G019500	Chr5B	19010611	19012243	+	19011427	Chr5B	19263083	19264715	+	19263899	1.0	1.0	collinear
gene:TraesCS5B02G019600	Chr5B	19438473	19440260	-	19439366	Chr5B	19685760	19687547	-	19686653	1.0	1.0	collinear
gene:TraesCS5B02G019700	Chr5B	19455584	19456986	-	19456285	Chr5B	19702854	19704256	-	19703555	1.0	1.0	collinear
gene:TraesCS5B02G019800	Chr5B	19459088	19459912	-	19459500	Chr5B	19706358	19707182	-	19706770	1.0	1.0	collinear
gene:TraesCS5B02G019900	Chr5B	19548254	19551783	+	19550018	Chr5B	19794999	19798528	+	19796763	1.0	1.0	collinear
gene:TraesCS5B02G020000	Chr5B	19575522	19579464	+	19577493	Chr5B	19818773	19822715	+	19820744	1.0	1.0	collinear
gene:TraesCS5B02G020100	Chr5B	19589872	19592733	+	19591302	Chr5B	19833123	19835984	+	19834553	1.0	1.0	collinear
gene:TraesCS5B02G020200	Chr5B	19594710	19596575	-	19595642	Chr5B	19837961	19839826	-	19838893	1.0	1.0	collinear
gene:TraesCS5B02G020300	Chr5B	19790435	19792559	-	19791497	Chr5B	20033282	20035406	-	20034344	1.0	1.0	collinear
gene:TraesCS5B02G020400	Chr5B	19813818	19815270	-	19814544	Chr5B	20056666	20058118	-	20057392	1.0	1.0	collinear
gene:TraesCS5B02G020500	Chr5B	19956055	19962102	+	19959078	Chr5B	20196338	20202385	+	20199361	1.0	1.0	collinear
gene:TraesCS5B02G020600	Chr5B	20012643	20012969	-	20012806	Chr5B	20252668	20252994	-	20252831	1.0	1.0	collinear
gene:TraesCS5B02G020700	Chr5B	20013864	20014936	+	20014400	Chr5B	20253889	20254961	+	20254425	1.0	1.0	collinear
gene:TraesCS5B02G020800	Chr5B	20035409	20035735	-	20035572	Chr5B	20275393	20275719	-	20275556	1.0	1.0	collinear
gene:TraesCS5B02G020900	Chr5B	20036844	20048610	+	20042727	Chr5B	20276828	20288299	+	20282563	1.0	1.0	collinear
gene:TraesCS5B02G021000	Chr5B	20065411	20065938	-	20065674	Chr5B	20304988	20305515	-	20305251	1.0	1.0	collinear
gene:TraesCS5B02G021100	Chr5B	20072323	20073803	+	20073063	Chr5B	20311900	20313380	+	20312640	1.0	1.0	collinear
