gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v2.1_tgt_chr	CS_v2.1_tgt_start	CS_v2.1_tgt_end	CS_v2.1_tgt_strand	CS_v2.1_tgt_midpoint	CS_v2.1_coverage	CS_v2.1_identity	segment
gene:TraesCS7A02G012400	Chr7A	5419326	5421181	+	5420253	Chr7A	5564288	5566143	+	5565215	1.0	1.0	collinear
gene:TraesCS7A02G012500	Chr7A	5432770	5435663	+	5434216	Chr7A	5577734	5580627	+	5579180	1.0	1.0	collinear
gene:TraesCS7A02G012600	Chr7A	5472092	5472519	-	5472305	Chr7A	5617281	5617708	-	5617494	1.0	1.0	collinear
gene:TraesCS7A02G012649	Chr7A	5525387	5530648	+	5528017	Chr7A	5668781	5674042	+	5671411	1.0	1.0	collinear
gene:TraesCS7A02G012700	Chr7A	5609948	5613152	+	5611550	Chr7A	5751437	5754641	+	5753039	1.0	1.0	collinear
gene:TraesCS7A02G012800	Chr7A	5614038	5616410	-	5615224	Chr7A	5755527	5757899	-	5756713	1.0	1.0	collinear
gene:TraesCS7A02G012900	Chr7A	5678988	5681323	+	5680155	Chr7A	5819767	5822102	+	5820934	1.0	1.0	collinear
gene:TraesCS7A02G013000	Chr7A	5746018	5749034	-	5747526	Chr7A	5885898	5888914	-	5887406	1.0	1.0	collinear
gene:TraesCS7A02G013100	Chr7A	5768731	5769856	+	5769293	Chr7A	5908125	5909249	+	5908687	1.0	0.998	collinear
gene:TraesCS7A02G013200	Chr7A	5795181	5796294	+	5795737	Chr7A	6035168	6036281	+	6035724	1.0	1.0	collinear
gene:TraesCS7A02G013300	Chr7A	5910601	5911795	+	5911198	Chr7A	6150579	6151773	+	6151176	1.0	1.0	collinear
gene:TraesCS7A02G013400	Chr7A	6096469	6102394	+	6099431	Chr7A	6336447	6342372	+	6339409	1.0	1.0	collinear
gene:TraesCS7A02G013500	Chr7A	6132433	6133554	-	6132993	Chr7A	6372411	6373532	-	6372971	1.0	1.0	collinear
gene:TraesCS7A02G013532	Chr7A	6165203	6169759	+	6167481	Chr7A	6494615	6499171	+	6496893	1.0	1.0	collinear
gene:TraesCS7A02G013581	Chr7A	6235298	6239057	+	6237177	Chr7A	6564709	6568468	+	6566588	1.0	1.0	collinear
gene:TraesCS7A02G013600	Chr7A	6276854	6277858	+	6277356	Chr7A	6606264	6607268	+	6606766	1.0	1.0	collinear
gene:TraesCS7A02G013700	Chr7A	6297519	6300866	+	6299192	Chr7A	6626336	6629683	+	6628009	1.0	1.0	collinear
gene:TraesCS7A02G013800	Chr7A	6302330	6305228	-	6303779	Chr7A	6631147	6634045	-	6632596	1.0	1.0	collinear
gene:TraesCS7A02G014000	Chr7A	6325342	6328861	-	6327101	Chr7A	6653409	6656928	-	6655168	1.0	1.0	collinear
gene:TraesCS7A02G014100	Chr7A	6330481	6333318	+	6331899	Chr7A	6658548	6661327	+	6659937	1.0	1.0	collinear
gene:TraesCS7A02G014200	Chr7A	6334277	6338101	-	6336189	Chr7A	6662289	6666108	-	6664198	0.998	0.995	collinear
gene:TraesCS7A02G014400	Chr7A	6425385	6425669	+	6425527	Chr7A	6752847	6753131	+	6752989	1.0	1.0	collinear
gene:TraesCS7A02G014500	Chr7A	6488375	6489445	-	6488910	Chr7A	6815571	6816641	-	6816106	1.0	1.0	collinear
gene:TraesCS7A02G014600	Chr7A	6495347	6500530	-	6497938	Chr7A	6822543	6827726	-	6825134	1.0	1.0	collinear
gene:TraesCS7A02G014700	Chr7A	6503047	6509696	+	6506371	Chr7A	6830243	6836892	+	6833567	1.0	1.0	collinear
gene:TraesCS7A02G014800	Chr7A	6510479	6527166	-	6518822	Chr7A	6837675	6854004	-	6845839	1.0	1.0	collinear
gene:TraesCS7A02G014900	Chr7A	6531769	6534707	+	6533238	Chr7A	6858607	6861545	+	6860076	1.0	1.0	collinear
gene:TraesCS7A02G015000	Chr7A	6535850	6544814	-	6540332	Chr7A	6862393	6871357	-	6866875	1.0	1.0	collinear
gene:TraesCS7A02G015100	Chr7A	6595334	6598800	+	6597067	Chr7A	6921839	6925305	+	6923572	1.0	1.0	collinear
gene:TraesCS7A02G015200	Chr7A	6650955	6658521	+	6654738	Chr7A	6977752	6985318	+	6981535	1.0	1.0	collinear
gene:TraesCS7A02G015300	Chr7A	6663885	6667126	+	6665505	Chr7A	6990682	6993923	+	6992302	1.0	1.0	collinear
gene:TraesCS7A02G015400	Chr7A	6679380	6679721	-	6679550	Chr7A	7006177	7006518	-	7006347	1.0	1.0	collinear
gene:TraesCS7A02G015500	Chr7A	6709789	6710668	+	6710228	Chr7A	7036398	7037277	+	7036837	1.0	1.0	collinear
gene:TraesCS7A02G015700	Chr7A	6755752	6756326	+	6756039	Chr7A	7082037	7082611	+	7082324	1.0	1.0	collinear
gene:TraesCS7A02G015800	Chr7A	6768806	6776212	+	6772509	Chr7A	7095091	7102497	+	7098794	1.0	1.0	collinear
gene:TraesCS7A02G015900	Chr7A	6802504	6803997	+	6803250	Chr7A	7128421	7129914	+	7129167	1.0	1.0	collinear
gene:TraesCS7A02G016000	Chr7A	6845713	6849482	-	6847597	Chr7A	7170906	7174675	-	7172790	1.0	1.0	collinear
gene:TraesCS7A02G016100	Chr7A	6863811	6867372	+	6865591	Chr7A	7189004	7192565	+	7190784	1.0	1.0	collinear
gene:TraesCS7A02G016200	Chr7A	6882679	6884497	+	6883588	Chr7A	7207592	7209410	+	7208501	1.0	1.0	collinear
gene:TraesCS7A02G016300	Chr7A	6924053	6929390	-	6926721	Chr7A	7248653	7253990	-	7251321	1.0	1.0	collinear
gene:TraesCS7A02G016392	Chr7A	7041419	7045265	-	7043342	Chr7A	7365585	7369431	-	7367508	1.0	1.0	collinear
gene:TraesCS7A02G016400	Chr7A	7065034	7066634	+	7065834	Chr7A	7389200	7390800	+	7390000	1.0	1.0	collinear
gene:TraesCS7A02G016500	Chr7A	7126698	7136530	+	7131614	Chr7A	7609907	7619739	+	7614823	1.0	1.0	collinear
gene:TraesCS7A02G016700	Chr7A	7290947	7301293	+	7296120	Chr7A	7773811	7783696	+	7778753	1.0	1.0	collinear
gene:TraesCS7A02G016724	Chr7A	7317980	7328538	-	7323259	Chr7A	7800067	7810625	-	7805346	1.0	1.0	collinear
gene:TraesCS7A02G016800	Chr7A	7422832	7423977	+	7423404	Chr7A	7904287	7905432	+	7904859	1.0	0.997	collinear
gene:TraesCS7A02G016900	Chr7A	7430434	7432902	+	7431668	Chr7A	7911888	7914356	+	7913122	1.0	1.0	collinear
gene:TraesCS7A02G017000	Chr7A	7486586	7486849	-	7486717	Chr7A	7967871	7968134	-	7968002	1.0	1.0	collinear
gene:TraesCS7A02G017100	Chr7A	7491804	7498778	+	7495291	Chr7A	7973089	7980063	+	7976576	1.0	1.0	collinear
gene:TraesCS7A02G017200	Chr7A	7511277	7514600	+	7512938	Chr7A	7992562	7995885	+	7994223	1.0	1.0	collinear
gene:TraesCS7A02G017300	Chr7A	7521990	7524667	+	7523328	Chr7A	8003275	8005952	+	8004613	1.0	1.0	collinear
gene:TraesCS7A02G017400	Chr7A	7583834	7586155	-	7584994	Chr7A	8065119	8067440	-	8066279	1.0	1.0	collinear
gene:TraesCS7A02G017500	Chr7A	7586504	7592996	-	7589750	Chr7A	8067789	8074281	-	8071035	1.0	1.0	collinear
gene:TraesCS7A02G017600	Chr7A	7593222	7597690	+	7595456	Chr7A	8074507	8078975	+	8076741	1.0	1.0	collinear
gene:TraesCS7A02G017700	Chr7A	7598040	7600527	+	7599283	Chr7A	8079325	8081812	+	8080568	1.0	1.0	collinear
gene:TraesCS7A02G017800	Chr7A	7628704	7630503	+	7629603	Chr7A	8109989	8111788	+	8110888	1.0	1.0	collinear
gene:TraesCS7A02G017900	Chr7A	7634073	7635412	+	7634742	Chr7A	8115358	8116697	+	8116027	1.0	1.0	collinear
gene:TraesCS7A02G018000	Chr7A	7669382	7670296	+	7669839	Chr7A	8150447	8151361	+	8150904	1.0	1.0	collinear
gene:TraesCS7A02G018100	Chr7A	7702333	7704085	+	7703209	Chr7A	8183400	8185152	+	8184276	1.0	1.0	collinear
gene:TraesCS7A02G018200	Chr7A	7727287	7730698	-	7728992	Chr7A	8207938	8211349	-	8209643	1.0	1.0	collinear
gene:TraesCS7A02G018300	Chr7A	7765603	7768738	+	7767170	Chr7A	8246254	8249389	+	8247821	1.0	1.0	collinear
gene:TraesCS7A02G018400	Chr7A	7772601	7774409	-	7773505	Chr7A	8252788	8254596	-	8253692	1.0	1.0	collinear
gene:TraesCS7A02G018500	Chr7A	7817259	7818638	+	7817948	Chr7A	8297439	8298818	+	8298128	1.0	1.0	collinear
gene:TraesCS7A02G018600	Chr7A	7824637	7826473	+	7825555	Chr7A	8304816	8306652	+	8305734	1.0	1.0	collinear
gene:TraesCS7A02G018700	Chr7A	7832356	7834676	+	7833516	Chr7A	8312535	8314855	+	8313695	1.0	1.0	collinear
gene:TraesCS7A02G018900	Chr7A	7877859	7878029	+	7877944	Chr7A	8357539	8357709	+	8357624	1.0	1.0	collinear
gene:TraesCS7A02G019100	Chr7A	7912911	7913099	+	7913005	Chr7A	8392590	8392778	+	8392684	1.0	1.0	collinear
gene:TraesCS7A02G019000	Chr7A	7912502	7915519	-	7914010	Chr7A	8392181	8395198	-	8393689	1.0	1.0	collinear
gene:TraesCS7A02G019200	Chr7A	7918966	7921551	+	7920258	Chr7A	8398645	8401230	+	8399937	1.0	1.0	collinear
gene:TraesCS7A02G019300	Chr7A	7934137	7934984	-	7934560	Chr7A	8413816	8414663	-	8414239	1.0	1.0	collinear
gene:TraesCS7A02G019400	Chr7A	7936758	7939018	+	7937888	Chr7A	8416437	8418697	+	8417567	1.0	1.0	collinear
gene:TraesCS7A02G019500	Chr7A	7965956	7966762	+	7966359	Chr7A	8445274	8446080	+	8445677	1.0	1.0	collinear
gene:TraesCS7A02G019700	Chr7A	8062903	8063325	+	8063114	Chr7A	8577403	8577825	+	8577614	1.0	1.0	collinear
gene:TraesCS7A02G019800	Chr7A	8078034	8078297	-	8078165	Chr7A	8592534	8592797	-	8592665	1.0	1.0	collinear
gene:TraesCS7A02G019900	Chr7A	8105174	8105980	+	8105577	Chr7A	8619674	8620480	+	8620077	1.0	1.0	collinear
gene:TraesCS7A02G020100	Chr7A	8251456	8256984	-	8254220	Chr7A	8765956	8771484	-	8768720	1.0	1.0	collinear
gene:TraesCS7A02G020200	Chr7A	8258531	8262673	-	8260602	Chr7A	8773031	8777173	-	8775102	1.0	1.0	collinear
gene:TraesCS7A02G020300	Chr7A	8263242	8266242	-	8264742	Chr7A	8777742	8780742	-	8779242	1.0	1.0	collinear
gene:TraesCS7A02G020400	Chr7A	8371523	8373717	+	8372620	Chr7A	8884574	8886768	+	8885671	1.0	1.0	collinear
gene:TraesCS7A02G020500	Chr7A	8373731	8376623	-	8375177	Chr7A	8886782	8889674	-	8888228	1.0	1.0	collinear
gene:TraesCS7A02G020600	Chr7A	8381127	8383458	+	8382292	Chr7A	8894178	8896509	+	8895343	1.0	1.0	collinear
gene:TraesCS7A02G020700	Chr7A	8403648	8404295	-	8403971	Chr7A	8931580	8932227	-	8931903	1.0	1.0	collinear
gene:TraesCS7A02G020800	Chr7A	8410460	8411107	-	8410783	Chr7A	8915644	8916291	-	8915967	1.0	1.0	collinear
gene:TraesCS7A02G020900	Chr7A	8529069	8530698	+	8529883	Chr7A	9049554	9051183	+	9050368	1.0	1.0	collinear
gene:TraesCS7A02G021000	Chr7A	8548646	8550031	+	8549338	Chr7A	9068681	9070066	+	9069373	1.0	1.0	collinear
