gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v2.1_tgt_chr	CS_v2.1_tgt_start	CS_v2.1_tgt_end	CS_v2.1_tgt_strand	CS_v2.1_tgt_midpoint	CS_v2.1_coverage	CS_v2.1_identity	segment
gene:TraesCS7B02G133500	Chr7B	162136182	162148596	-	162142389	Chr7B	175769907	175781967	-	175775937	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G133600	Chr7B	162339315	162342383	-	162340849	Chr7B	175972620	175975688	-	175974154	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G133700	Chr7B	162572454	162588798	+	162580626	Chr7B	176205388	176221732	+	176213560	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G133800	Chr7B	162778571	162781113	+	162779842	Chr7B	176410651	176413193	+	176411922	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G133900	Chr7B	162922749	162925353	-	162924051	Chr7B	176553480	176556084	-	176554782	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G134000	Chr7B	163008603	163013900	-	163011251	Chr7B	176638357	176643654	-	176641005	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G134100	Chr7B	163478859	163480189	+	163479524	Chr7B	177106709	177108039	+	177107374	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G134200	Chr7B	163503937	163509103	-	163506520	Chr7B	177131746	177136912	-	177134329	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G134300	Chr7B	164074683	164078244	-	164076463	Chr7B	177701274	177704835	-	177703054	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G134400	Chr7B	164100668	164103745	-	164102206	Chr7B	177727259	177730336	-	177728797	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G134500	Chr7B	164161131	164164476	+	164162803	Chr7B	177786702	177790047	+	177788374	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G134600	Chr7B	164585536	164590079	+	164587807	Chr7B	178209461	178214004	+	178211732	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G134700	Chr7B	164945062	164950725	+	164947893	Chr7B	178567510	178573173	+	178570341	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G134800	Chr7B	164964343	164965403	+	164964873	Chr7B	178585467	178586527	+	178585997	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G134900	Chr7B	164973932	164977878	+	164975905	Chr7B	178594485	178598431	+	178596458	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G135000	Chr7B	165098497	165099589	+	165099043	Chr7B	178718290	178719382	+	178718836	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G135100	Chr7B	165101815	165103178	-	165102496	Chr7B	178721608	178722971	-	178722289	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G135200	Chr7B	165111379	165112791	+	165112085	Chr7B	178731172	178732584	+	178731878	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G135300	Chr7B	165301384	165310703	-	165306043	Chr7B	178911581	178920900	-	178916240	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G135400	Chr7B	165528060	165529640	+	165528850	Chr7B	179140653	179142233	+	179141443	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G135500	Chr7B	165530132	165533219	-	165531675	Chr7B	179142725	179145812	-	179144268	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G135600	Chr7B	166769711	166775066	+	166772388	Chr7B	180376769	180381785	+	180379277	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G135700	Chr7B	166988834	166992014	+	166990424	Chr7B	180592870	180596050	+	180594460	1.0	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G135800	Chr7B	167006133	167008886	-	167007509	Chr7B	180610166	180612919	-	180611542	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G135900	Chr7B	167574529	167576382	-	167575455	Chr7B	181175235	181177088	-	181176161	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G136000	Chr7B	167686223	167687956	-	167687089	Chr7B	181286735	181288468	-	181287601	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G136100	Chr7B	167749538	167751019	-	167750278	Chr7B	181349637	181351118	-	181350377	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G136200	Chr7B	168073452	168077590	+	168075521	Chr7B	181670218	181674356	+	181672287	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G136300	Chr7B	168313998	168321034	+	168317516	Chr7B	181907293	181914329	+	181910811	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G136400	Chr7B	168321379	168325159	-	168323269	Chr7B	181914674	181918454	-	181916564	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G136500	Chr7B	168352026	168353811	+	168352918	Chr7B	181944467	181946252	+	181945359	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G136600	Chr7B	168356462	168363553	-	168360007	Chr7B	181948693	181955784	-	181952238	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G136700	Chr7B	168751605	168755719	+	168753662	Chr7B	182341868	182345982	+	182343925	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G136800	Chr7B	168756153	168760489	-	168758321	Chr7B	182346416	182350752	-	182348584	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G136900	Chr7B	169268002	169269625	+	169268813	Chr7B	182868436	182870059	+	182869247	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G137000	Chr7B	169289584	169306596	+	169298090	Chr7B	182890018	182907030	+	182898524	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G137200	Chr7B	169432947	169436321	+	169434634	Chr7B	183033056	183036430	+	183034743	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G137300	Chr7B	169463428	169466607	-	169465017	Chr7B	183063411	183066590	-	183065000	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G137400	Chr7B	169468525	169473066	-	169470795	Chr7B	183068508	183073049	-	183070778	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G137500	Chr7B	171984517	171986679	+	171985598	Chr7B	185567350	185569512	+	185568431	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G137600	Chr7B	171991700	171995686	+	171993693	Chr7B	185574533	185578519	+	185576526	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G137700	Chr7B	172571376	172579481	+	172575428	Chr7B	186152151	186160042	+	186156096	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G137800	Chr7B	172585813	172591014	+	172588413	Chr7B	186166374	186171575	+	186168974	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G137900	Chr7B	173058978	173065001	-	173061989	Chr7B	186637693	186643716	-	186640704	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G138100	Chr7B	173304837	173308240	+	173306538	Chr7B	186881797	186885171	+	186883484	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G138200	Chr7B	173859571	173866902	+	173863236	Chr7B	187434433	187441764	+	187438098	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G138300	Chr7B	173866993	173867526	-	173867259	Chr7B	187441855	187442388	-	187442121	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G138400	Chr7B	174044735	174047183	-	174045959	Chr7B	187619597	187622045	-	187620821	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G138500	Chr7B	174067321	174070663	+	174068992	Chr7B	187642183	187645455	+	187643819	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G138600	Chr7B	174071156	174072424	-	174071790	Chr7B	187645948	187647216	-	187646582	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G138700	Chr7B	174072994	174077981	-	174075487	Chr7B	187647786	187652772	-	187650279	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G138800	Chr7B	174566122	174567741	-	174566931	Chr7B	188139378	188140997	-	188140187	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G138900	Chr7B	174568114	174575122	-	174571618	Chr7B	188141370	188148378	-	188144874	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G139000	Chr7B	175193346	175197091	+	175195218	Chr7B	188762762	188766507	+	188764634	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G139100	Chr7B	175611761	175617066	-	175614413	Chr7B	189178679	189183984	-	189181331	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G139200	Chr7B	175719370	175721668	-	175720519	Chr7B	189285905	189288203	-	189287054	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G139300	Chr7B	175895929	175896965	-	175896447	Chr7B	189461678	189462714	-	189462196	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G139400	Chr7B	175991209	175993011	-	175992110	Chr7B	189556669	189558471	-	189557570	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G139500	Chr7B	175995869	175998972	-	175997420	Chr7B	189561329	189564432	-	189562880	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G139600	Chr7B	175998711	176000054	+	175999382	Chr7B	189564171	189565514	+	189564842	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G139700	Chr7B	175999323	176007332	-	176003327	Chr7B	189564783	189572792	-	189568787	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G139800	Chr7B	176206574	176207326	-	176206950	Chr7B	189771690	189772442	-	189772066	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G139900	Chr7B	176240948	176243833	-	176242390	Chr7B	189805095	189807980	-	189806537	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G140000	Chr7B	176357916	176359412	-	176358664	Chr7B	189922024	189923520	-	189922772	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G140100	Chr7B	176696305	176702046	+	176699175	Chr7B	190259632	190265373	+	190262502	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G140200	Chr7B	176736011	176737022	+	176736516	Chr7B	190299162	190300173	+	190299667	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G140300	Chr7B	176738907	176739913	+	176739410	Chr7B	190302058	190303064	+	190302561	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G140400	Chr7B	178399799	178405424	+	178402611	Chr7B	191950923	191956548	+	191953735	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G140500	Chr7B	178405271	178407661	-	178406466	Chr7B	191956395	191958785	-	191957590	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G140600	Chr7B	178414670	178417808	-	178416239	Chr7B	191965794	191968932	-	191967363	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G140700	Chr7B	178418378	178420109	-	178419243	Chr7B	191969502	191971233	-	191970367	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G140900	Chr7B	179196989	179202193	+	179199591	Chr7B	192747326	192752530	+	192749928	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G141000	Chr7B	179246608	179250355	+	179248481	Chr7B	192796945	192800692	+	192798818	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G141100	Chr7B	179250454	179252457	+	179251455	Chr7B	192800791	192802794	+	192801792	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G141200	Chr7B	179253330	179254980	+	179254155	Chr7B	192803667	192805317	+	192804492	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G141300	Chr7B	179255157	179259144	-	179257150	Chr7B	192805494	192809481	-	192807487	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G141400	Chr7B	179533695	179535056	+	179534375	Chr7B	193083884	193085245	+	193084564	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G141500	Chr7B	179705060	179706426	-	179705743	Chr7B	193254106	193255472	-	193254789	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G141600	Chr7B	179899982	179902275	-	179901128	Chr7B	193454709	193457002	-	193455855	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G141700	Chr7B	179921757	179924338	-	179923047	Chr7B	193476485	193479066	-	193477775	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G141900	Chr7B	180028691	180032569	-	180030630	Chr7B	193583485	193587363	-	193585424	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G142000	Chr7B	180039706	180044715	-	180042210	Chr7B	193594500	193599509	-	193597004	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G142200	Chr7B	181033715	181039167	-	181036441	Chr7B	194610361	194615813	-	194613087	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G142300	Chr7B	181406464	181410846	-	181408655	Chr7B	194981251	194985633	-	194983442	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G142400	Chr7B	181632448	181634467	-	181633457	Chr7B	195205211	195207230	-	195206220	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G142500	Chr7B	181682030	181686354	-	181684192	Chr7B	195254791	195259115	-	195256953	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G142600	Chr7B	182147508	182149758	-	182148633	Chr7B	195719239	195721489	-	195720364	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G142700	Chr7B	182595559	182597407	-	182596483	Chr7B	196161438	196163286	-	196162362	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G142900	Chr7B	182945299	182945643	-	182945471	Chr7B	196510092	196510436	-	196510264	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G143000	Chr7B	183301961	183304443	+	183303202	Chr7B	196865626	196868100	+	196866863	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G143100	Chr7B	183306183	183309189	-	183307686	Chr7B	196869840	196872846	-	196871343	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G143200	Chr7B	183872062	183877553	-	183874807	Chr7B	197433519	197438610	-	197436064	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G143300	Chr7B	184193003	184198617	+	184195810	Chr7B	197752104	197757718	+	197754911	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G143400	Chr7B	184296957	184298879	+	184297918	Chr7B	197854817	197856739	+	197855778	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G143500	Chr7B	184299284	184301734	+	184300509	Chr7B	197857144	197859594	+	197858369	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G143600	Chr7B	184336381	184340220	+	184338300	Chr7B	197892984	197896823	+	197894903	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G143700	Chr7B	184484031	184485215	+	184484623	Chr7B	198040435	198041619	+	198041027	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G143800	Chr7B	185013691	185017153	+	185015422	Chr7B	198567235	198570697	+	198568966	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G143900	Chr7B	185059214	185061503	-	185060358	Chr7B	198612323	198614612	-	198613467	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G144000	Chr7B	185292189	185294215	+	185293202	Chr7B	198845296	198847322	+	198846309	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G144100	Chr7B	185297565	185300169	-	185298867	Chr7B	198850672	198853276	-	198851974	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G144200	Chr7B	185389548	185391109	-	185390328	Chr7B	198941692	198943253	-	198942472	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G144300	Chr7B	186274352	186277713	+	186276032	Chr7B	199817725	199821086	+	199819405	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G144400	Chr7B	186814285	186815746	+	186815015	Chr7B	200349800	200351261	+	200350530	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G144500	Chr7B	186816424	186820503	-	186818463	Chr7B	200351939	200355738	-	200353838	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G144600	Chr7B	186863418	186866534	+	186864976	Chr7B	200398653	200401769	+	200400211	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G144700	Chr7B	186870223	186872109	-	186871166	Chr7B	200405458	200407344	-	200406401	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G144800	Chr7B	186975259	186976383	+	186975821	Chr7B	200510159	200511283	+	200510721	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G144900	Chr7B	187777243	187781786	+	187779514	Chr7B	201309179	201313722	+	201311450	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G145000	Chr7B	187782575	187784891	-	187783733	Chr7B	201314510	201316826	-	201315668	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G145100	Chr7B	187910253	187913656	-	187911954	Chr7B	201440964	201444367	-	201442665	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G145200	Chr7B	188394019	188399258	-	188396638	Chr7B	201924730	201929969	-	201927349	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G145300	Chr7B	188411948	188415860	+	188413904	Chr7B	201942659	201946571	+	201944615	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G145400	Chr7B	188601871	188605091	-	188603481	Chr7B	202176564	202179784	-	202178174	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G145500	Chr7B	188926297	188945026	+	188935661	Chr7B	202500990	202519719	+	202510354	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G145600	Chr7B	188973289	188976513	+	188974901	Chr7B	202547982	202551206	+	202549594	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G145800	Chr7B	189496114	189498944	-	189497529	Chr7B	203068897	203071727	-	203070312	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G145900	Chr7B	189712387	189718157	+	189715272	Chr7B	203284548	203290168	+	203287358	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G146000	Chr7B	189893803	189901808	+	189897805	Chr7B	203470760	203478542	+	203474651	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G146100	Chr7B	189902769	189905219	-	189903994	Chr7B	203479503	203481953	-	203480728	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G146200	Chr7B	190115607	190116753	-	190116180	Chr7B	203691473	203692619	-	203692046	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G146300	Chr7B	190794251	190801643	+	190797947	Chr7B	204368793	204376185	+	204372489	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G146400	Chr7B	191138803	191140230	+	191139516	Chr7B	204712194	204713621	+	204712907	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G146500	Chr7B	191520930	191522569	+	191521749	Chr7B	205104225	205105864	+	205105044	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G146600	Chr7B	191727502	191729246	+	191728374	Chr7B	205309772	205311516	+	205310644	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G146700	Chr7B	191775229	191780154	-	191777691	Chr7B	205355754	205360679	-	205358216	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G146800	Chr7B	192039698	192041274	-	192040486	Chr7B	205617691	205619267	-	205618479	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G146900	Chr7B	192765673	192773862	+	192769767	Chr7B	206535010	206543199	+	206539104	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G147000	Chr7B	192784356	192784571	+	192784463	Chr7B	206553693	206553908	+	206553800	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G147200	Chr7B	192830976	192832408	-	192831692	Chr7B	206600717	206602149	-	206601433	1.0	0.992	rearrangement:Chr7B_block1
gene:TraesCS7B02G147300	Chr7B	193201573	193201939	+	193201756	Chr7B	206968896	206969262	+	206969079	1.0	0.992	rearrangement:Chr7B_block1
gene:TraesCS7B02G147400	Chr7B	193308769	193311632	+	193310200	Chr7B	207075247	207078110	+	207076678	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G147500	Chr7B	193529966	193535371	-	193532668	Chr7B	207295120	207300525	-	207297822	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G147600	Chr7B	193949873	193950559	+	193950216	Chr7B	207712167	207712853	+	207712510	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G147700	Chr7B	193962365	193962835	+	193962600	Chr7B	207724659	207725129	+	207724894	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G147800	Chr7B	194099103	194100855	+	194099979	Chr7B	207860058	207861810	+	207860934	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G147900	Chr7B	194121445	194126222	+	194123833	Chr7B	207882131	207886908	+	207884519	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G148000	Chr7B	194588830	194591830	+	194590330	Chr7B	208342658	208345658	+	208344158	1.0	1.0	rearrangement:Chr7B_block1
