gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v2.1_tgt_chr	CS_v2.1_tgt_start	CS_v2.1_tgt_end	CS_v2.1_tgt_strand	CS_v2.1_tgt_midpoint	CS_v2.1_coverage	CS_v2.1_identity	segment
gene:TraesCS5A02G008200	Chr5A	5969479	5972725	-	5971102	Chr5A	7127244	7130490	-	7128867	1.0	1.0	collinear
gene:TraesCS5A02G008300	Chr5A	5989148	5999236	+	5994192	Chr5A	7146913	7157001	+	7151957	1.0	1.0	collinear
gene:TraesCS5A02G008400	Chr5A	6144261	6146054	+	6145157	Chr5A	7302024	7303817	+	7302920	1.0	1.0	collinear
gene:TraesCS5A02G008500	Chr5A	6146679	6165534	+	6156106	Chr5A	7304442	7323297	+	7313869	1.0	1.0	collinear
gene:TraesCS5A02G008600	Chr5A	6253185	6256500	+	6254842	Chr5A	7409534	7412849	+	7411191	1.0	1.0	collinear
gene:TraesCS5A02G008700	Chr5A	6287359	6290472	-	6288915	Chr5A	7443708	7446821	-	7445264	1.0	1.0	collinear
gene:TraesCS5A02G008800	Chr5A	6411078	6413189	+	6412133	Chr5A	7567427	7569538	+	7568482	1.0	1.0	collinear
gene:TraesCS5A02G008900	Chr5A	6422019	6424272	+	6423145	Chr5A	7578368	7580621	+	7579494	1.0	1.0	collinear
gene:TraesCS5A02G009000	Chr5A	6438667	6440111	-	6439389	Chr5A	7595016	7596460	-	7595738	1.0	1.0	collinear
gene:TraesCS5A02G009100	Chr5A	6444931	6449572	-	6447251	Chr5A	7601280	7605921	-	7603600	1.0	1.0	collinear
gene:TraesCS5A02G009200	Chr5A	6482289	6488020	-	6485154	Chr5A	7650808	7656539	-	7653673	1.0	1.0	collinear
gene:TraesCS5A02G009300	Chr5A	6489601	6493759	-	6491680	Chr5A	7658120	7662278	-	7660199	1.0	1.0	collinear
gene:TraesCS5A02G009400	Chr5A	6522776	6523576	+	6523176	Chr5A	7691295	7692095	+	7691695	1.0	1.0	collinear
gene:TraesCS5A02G009500	Chr5A	6566567	6570070	+	6568318	Chr5A	7735086	7738589	+	7736837	1.0	1.0	collinear
gene:TraesCS5A02G009600	Chr5A	6599471	6611564	+	6605517	Chr5A	7767606	7779699	+	7773652	1.0	1.0	collinear
gene:TraesCS5A02G009700	Chr5A	6614883	6620347	+	6617615	Chr5A	7782872	7788336	+	7785604	1.0	1.0	collinear
gene:TraesCS5A02G009800	Chr5A	6621498	6628092	-	6624795	Chr5A	7789487	7796081	-	7792784	1.0	1.0	collinear
gene:TraesCS5A02G009900	Chr5A	6663221	6663596	+	6663408	Chr5A	7831211	7831586	+	7831398	1.0	1.0	collinear
gene:TraesCS5A02G010000	Chr5A	6665804	6668336	-	6667070	Chr5A	7833794	7836326	-	7835060	1.0	1.0	collinear
gene:TraesCS5A02G010100	Chr5A	6669251	6677498	-	6673374	Chr5A	7837241	7845507	-	7841374	1.0	1.0	collinear
gene:TraesCS5A02G010200	Chr5A	6702856	6715117	-	6708986	Chr5A	7870862	7882905	-	7876883	1.0	1.0	collinear
gene:TraesCS5A02G010300	Chr5A	6718688	6727277	-	6722982	Chr5A	7886476	7895065	-	7890770	1.0	1.0	collinear
gene:TraesCS5A02G010400	Chr5A	6773230	6774222	-	6773726	Chr5A	7940806	7941798	-	7941302	1.0	1.0	collinear
gene:TraesCS5A02G010500	Chr5A	6797997	6799208	-	6798602	Chr5A	7965573	7966784	-	7966178	1.0	1.0	collinear
gene:TraesCS5A02G010600	Chr5A	6982513	6983531	+	6983022	Chr5A	8147370	8148388	+	8147879	1.0	1.0	collinear
gene:TraesCS5A02G010700	Chr5A	7105085	7105348	-	7105216	Chr5A	8268114	8268377	-	8268245	1.0	1.0	collinear
gene:TraesCS5A02G010800	Chr5A	7105701	7107932	-	7106816	Chr5A	8268730	8270961	-	8269845	1.0	1.0	collinear
gene:TraesCS5A02G010900	Chr5A	7167643	7168403	+	7168023	Chr5A	8330560	8331320	+	8330940	1.0	1.0	collinear
gene:TraesCS5A02G011000	Chr5A	7189904	7195842	+	7192873	Chr5A	8352960	8358898	+	8355929	1.0	1.0	collinear
gene:TraesCS5A02G011100	Chr5A	7360180	7362343	+	7361261	Chr5A	8522478	8524641	+	8523559	1.0	1.0	collinear
gene:TraesCS5A02G011200	Chr5A	7362413	7366565	-	7364489	Chr5A	8524711	8528863	-	8526787	1.0	1.0	collinear
gene:TraesCS5A02G011300	Chr5A	7487068	7487998	+	7487533	Chr5A	8648473	8649403	+	8648938	1.0	1.0	collinear
gene:TraesCS5A02G011400	Chr5A	7495070	7496099	+	7495584	Chr5A	8656475	8657504	+	8656989	1.0	1.0	collinear
gene:TraesCS5A02G011500	Chr5A	7504654	7506482	-	7505568	Chr5A	8665908	8667736	-	8666822	1.0	1.0	collinear
gene:TraesCS5A02G011600	Chr5A	7569462	7572321	+	7570891	Chr5A	8730184	8733043	+	8731613	1.0	1.0	collinear
gene:TraesCS5A02G011700	Chr5A	7619165	7621105	+	7620135	Chr5A	8778276	8780216	+	8779246	1.0	1.0	collinear
gene:TraesCS5A02G011900	Chr5A	7654994	7655785	-	7655389	Chr5A	8814105	8814896	-	8814500	1.0	1.0	collinear
gene:TraesCS5A02G012000	Chr5A	7679511	7680674	+	7680092	Chr5A	8838964	8840127	+	8839545	1.0	1.0	collinear
gene:TraesCS5A02G012200	Chr5A	8059137	8059307	+	8059222	Chr5A	9677168	9677338	+	9677253	1.0	1.0	collinear
gene:TraesCS5A02G012300	Chr5A	8062229	8070059	+	8066144	Chr5A	9680260	9688090	+	9684175	1.0	1.0	collinear
gene:TraesCS5A02G012400	Chr5A	8072193	8074870	+	8073531	Chr5A	9690224	9692901	+	9691562	1.0	1.0	collinear
gene:TraesCS5A02G012500	Chr5A	8233156	8239545	+	8236350	Chr5A	9851187	9857576	+	9854381	1.0	1.0	collinear
gene:TraesCS5A02G012600	Chr5A	8240521	8246498	+	8243509	Chr5A	9858552	9864529	+	9861540	1.0	1.0	collinear
gene:TraesCS5A02G012700	Chr5A	8505116	8505565	+	8505340	Chr5A	10114295	10114744	+	10114519	1.0	1.0	collinear
gene:TraesCS5A02G012800	Chr5A	8653089	8653613	+	8653351	Chr5A	10262014	10262538	+	10262276	1.0	1.0	collinear
gene:TraesCS5A02G012900	Chr5A	8656997	8658492	+	8657744	Chr5A	10265922	10267417	+	10266669	1.0	1.0	collinear
gene:TraesCS5A02G013000	Chr5A	8708883	8709723	+	8709303	Chr5A	10317335	10318175	+	10317755	1.0	1.0	collinear
gene:TraesCS5A02G013100	Chr5A	8903925	8907284	-	8905604	Chr5A	10511368	10514727	-	10513047	1.0	1.0	collinear
gene:TraesCS5A02G013200	Chr5A	8917623	8917958	-	8917790	Chr5A	10524836	10525171	-	10525003	1.0	1.0	collinear
gene:TraesCS5A02G013400	Chr5A	9323259	9326697	+	9324978	Chr5A	10930049	10933487	+	10931768	1.0	1.0	collinear
gene:TraesCS5A02G013500	Chr5A	9336658	9337430	-	9337044	Chr5A	10943282	10944054	-	10943668	1.0	1.0	collinear
gene:TraesCS5A02G013600	Chr5A	9384961	9385566	-	9385263	Chr5A	10991585	10992190	-	10991887	1.0	1.0	collinear
gene:TraesCS5A02G013800	Chr5A	9469255	9470400	-	9469827	Chr5A	11514200	11515345	-	11514772	1.0	1.0	collinear
gene:TraesCS5A02G013900	Chr5A	9492979	9494318	-	9493648	Chr5A	11537699	11539038	-	11538368	1.0	1.0	collinear
gene:TraesCS5A02G014000	Chr5A	9508948	9510383	-	9509665	Chr5A	11553471	11554906	-	11554188	1.0	1.0	collinear
gene:TraesCS5A02G014100	Chr5A	9589964	9596577	-	9593270	Chr5A	11633830	11640443	-	11637136	1.0	1.0	collinear
gene:TraesCS5A02G014200	Chr5A	9610327	9616948	-	9613637	Chr5A	11654193	11660814	-	11657503	1.0	1.0	collinear
gene:TraesCS5A02G014300	Chr5A	9650482	9654885	+	9652683	Chr5A	11694348	11698751	+	11696549	1.0	1.0	collinear
gene:TraesCS5A02G014400	Chr5A	9655139	9659910	+	9657524	Chr5A	11699005	11703374	+	11701189	1.0	1.0	collinear
gene:TraesCS5A02G014500	Chr5A	9830494	9835474	+	9832984	Chr5A	11885871	11890851	+	11888361	1.0	1.0	collinear
gene:TraesCS5A02G014600	Chr5A	9840483	9854956	-	9847719	Chr5A	11895860	11910107	-	11902983	1.0	1.0	collinear
gene:TraesCS5A02G014800	Chr5A	10196759	10201360	-	10199059	Chr5A	12251749	12256420	-	12254084	1.0	0.982	collinear
gene:TraesCS5A02G014900	Chr5A	10476109	10479944	+	10478026	Chr5A	12529770	12533605	+	12531687	1.0	1.0	collinear
gene:TraesCS5A02G015000	Chr5A	10480096	10481267	-	10480681	Chr5A	12533757	12534928	-	12534342	1.0	1.0	collinear
gene:TraesCS5A02G015100	Chr5A	10541023	10546228	+	10543625	Chr5A	12594684	12599889	+	12597286	1.0	1.0	collinear
gene:TraesCS5A02G015200	Chr5A	10835189	10837140	-	10836164	Chr5A	12887867	12889818	-	12888842	1.0	1.0	collinear
gene:TraesCS5A02G015300	Chr5A	10927835	10935254	-	10931544	Chr5A	12978984	12986405	-	12982694	1.0	1.0	collinear
gene:TraesCS5A02G015400	Chr5A	11022073	11026088	+	11024080	Chr5A	13070935	13074950	+	13072942	1.0	1.0	collinear
gene:TraesCS5A02G015500	Chr5A	11028484	11029549	-	11029016	Chr5A	13077346	13078411	-	13077878	1.0	1.0	collinear
gene:TraesCS5A02G015600	Chr5A	11054292	11069752	-	11062022	Chr5A	13103154	13118433	-	13110793	1.0	1.0	collinear
gene:TraesCS5A02G015800	Chr5A	11133328	11135168	-	11134248	Chr5A	13181189	13183029	-	13182109	1.0	1.0	collinear
gene:TraesCS5A02G015900	Chr5A	11515593	11518545	+	11517069	Chr5A	13554097	13557049	+	13555573	1.0	1.0	collinear
gene:TraesCS5A02G016000	Chr5A	11519163	11521484	-	11520323	Chr5A	13557667	13559988	-	13558827	1.0	1.0	collinear
gene:TraesCS5A02G016100	Chr5A	11907808	11909024	-	11908416	Chr5A	13945951	13947357	-	13946654	1.0	1.0	collinear
gene:TraesCS5A02G016200	Chr5A	11935532	11943143	+	11939337	Chr5A	13973695	13981306	+	13977500	1.0	1.0	collinear
gene:TraesCS5A02G016300	Chr5A	11965275	11969514	+	11967394	Chr5A	14003438	14007677	+	14005557	1.0	1.0	collinear
gene:TraesCS5A02G016400	Chr5A	12191633	12192562	-	12192097	Chr5A	14169905	14170834	-	14170369	1.0	1.0	collinear
gene:TraesCS5A02G016500	Chr5A	12192649	12194214	-	12193431	Chr5A	14170921	14172486	-	14171703	1.0	1.0	collinear
gene:TraesCS5A02G016600	Chr5A	12408198	12415158	+	12411678	Chr5A	14385600	14392560	+	14389080	1.0	1.0	collinear
gene:TraesCS5A02G016700	Chr5A	12556840	12561217	+	12559028	Chr5A	14533373	14537750	+	14535561	1.0	1.0	collinear
gene:TraesCS5A02G016900	Chr5A	12678629	12678826	-	12678727	Chr5A	14654769	14654966	-	14654867	1.0	1.0	collinear
gene:TraesCS5A02G017000	Chr5A	12818973	12821471	-	12820222	Chr5A	14794669	14797167	-	14795918	1.0	1.0	collinear
gene:TraesCS5A02G017100	Chr5A	13090750	13091395	-	13091072	Chr5A	15061413	15062058	-	15061735	1.0	1.0	collinear
gene:TraesCS5A02G017200	Chr5A	13095280	13095962	-	13095621	Chr5A	15065943	15066625	-	15066284	1.0	1.0	collinear
gene:TraesCS5A02G017300	Chr5A	13141891	13142402	-	13142146	Chr5A	15111999	15112510	-	15112254	1.0	1.0	collinear
gene:TraesCS5A02G017400	Chr5A	13408975	13413225	-	13411100	Chr5A	15369639	15373889	-	15371764	1.0	1.0	collinear
gene:TraesCS5A02G017500	Chr5A	13415677	13417357	-	13416517	Chr5A	15376024	15377704	-	15376864	1.0	1.0	collinear
gene:TraesCS5A02G017700	Chr5A	14134206	14137857	+	14136031	Chr5A	16082731	16086382	+	16084556	1.0	1.0	collinear
gene:TraesCS5A02G017800	Chr5A	14185800	14186348	-	14186074	Chr5A	16133993	16134541	-	16134267	1.0	1.0	collinear
gene:TraesCS5A02G017900	Chr5A	14193321	14194262	-	14193791	Chr5A	16141514	16142455	-	16141984	1.0	1.0	collinear
gene:TraesCS5A02G018000	Chr5A	14227124	14228178	-	14227651	Chr5A	16174078	16175132	-	16174605	1.0	1.0	collinear
gene:TraesCS5A02G018100	Chr5A	14254415	14255219	-	14254817	Chr5A	16201077	16201881	-	16201479	1.0	1.0	collinear
gene:TraesCS5A02G018200	Chr5A	14266258	14266988	-	14266623	Chr5A	16212920	16213650	-	16213285	1.0	1.0	collinear
gene:TraesCS5A02G018300	Chr5A	14299076	14299775	+	14299425	Chr5A	16245555	16246254	+	16245904	1.0	1.0	collinear
gene:TraesCS5A02G018400	Chr5A	14416683	14417358	+	14417020	Chr5A	16362866	16363541	+	16363203	1.0	1.0	collinear
gene:TraesCS5A02G018500	Chr5A	14486694	14487473	+	14487083	Chr5A	16432509	16433288	+	16432898	1.0	1.0	collinear
gene:TraesCS5A02G018600	Chr5A	14491516	14492287	+	14491901	Chr5A	16437331	16438102	+	16437716	1.0	1.0	collinear
gene:TraesCS5A02G018700	Chr5A	14497169	14497711	+	14497440	Chr5A	16442984	16443526	+	16443255	1.0	1.0	collinear
gene:TraesCS5A02G018800	Chr5A	14502732	14503513	+	14503122	Chr5A	16448547	16449328	+	16448937	1.0	1.0	collinear
gene:TraesCS5A02G018900	Chr5A	14508286	14508872	+	14508579	Chr5A	16454101	16454687	+	16454394	1.0	1.0	collinear
gene:TraesCS5A02G019000	Chr5A	14513909	14514451	+	14514180	Chr5A	16459724	16460266	+	16459995	1.0	1.0	collinear
gene:TraesCS5A02G019100	Chr5A	14519439	14520256	+	14519847	Chr5A	16465254	16466071	+	16465662	1.0	1.0	collinear
gene:TraesCS5A02G019200	Chr5A	14844320	14847022	-	14845671	Chr5A	16789187	16791889	-	16790538	1.0	1.0	collinear
gene:TraesCS5A02G019300	Chr5A	14922005	14923523	-	14922764	Chr5A	16866872	16868390	-	16867631	1.0	1.0	collinear
gene:TraesCS5A02G019400	Chr5A	15029443	15030705	+	15030074	Chr5A	16974309	16975571	+	16974940	1.0	1.0	collinear
gene:TraesCS5A02G019500	Chr5A	15038831	15039385	-	15039108	Chr5A	16983697	16984251	-	16983974	1.0	1.0	collinear
gene:TraesCS5A02G019600	Chr5A	15844722	15850922	+	15847822	Chr5A	17789592	17795607	+	17792599	0.994	0.953	collinear
gene:TraesCS5A02G019700	Chr5A	15864712	15868848	-	15866780	Chr5A	17809557	17813693	-	17811625	1.0	1.0	collinear
gene:TraesCS5A02G019800	Chr5A	16413138	16415639	-	16414388	Chr5A	18352947	18355304	-	18354125	0.999	0.962	collinear
gene:TraesCS5A02G020600	Chr5A	16621745	16622272	-	16622008	Chr5A	18560437	18560964	-	18560700	1.0	1.0	collinear
gene:TraesCS5A02G020700	Chr5A	16974088	16977075	+	16975581	Chr5A	18910099	18913086	+	18911592	1.0	1.0	collinear
gene:TraesCS5A02G020800	Chr5A	16980171	16987695	-	16983933	Chr5A	18916182	18923705	-	18919943	1.0	1.0	collinear
gene:TraesCS5A02G020900	Chr5A	17221404	17224338	-	17222871	Chr5A	19168016	19170950	-	19169483	1.0	1.0	collinear
gene:TraesCS5A02G021000	Chr5A	17281244	17282932	+	17282088	Chr5A	19226402	19228090	+	19227246	1.0	1.0	collinear
gene:TraesCS5A02G021300	Chr5A	17518462	17520358	-	17519410	Chr5A	19462990	19464886	-	19463938	1.0	1.0	collinear
gene:TraesCS5A02G021400	Chr5A	17528343	17529441	+	17528892	Chr5A	19472218	19473316	+	19472767	1.0	1.0	collinear
gene:TraesCS5A02G021500	Chr5A	17570415	17571596	+	17571005	Chr5A	19513811	19514992	+	19514401	1.0	1.0	collinear
gene:TraesCS5A02G021600	Chr5A	17625329	17627000	+	17626164	Chr5A	19568441	19570112	+	19569276	1.0	1.0	collinear
gene:TraesCS5A02G021700	Chr5A	17628614	17629662	+	17629138	Chr5A	19571726	19572774	+	19572250	1.0	1.0	collinear
gene:TraesCS5A02G021800	Chr5A	17674321	17679035	-	17676678	Chr5A	19617367	19622081	-	19619724	1.0	1.0	collinear
gene:TraesCS5A02G022000	Chr5A	17824367	17828070	+	17826218	Chr5A	19766788	19770491	+	19768639	1.0	1.0	collinear
gene:TraesCS5A02G022100	Chr5A	17830106	17833234	+	17831670	Chr5A	19772527	19775655	+	19774091	1.0	1.0	collinear
gene:TraesCS5A02G022200	Chr5A	17835980	17840367	-	17838173	Chr5A	19778401	19782788	-	19780594	1.0	1.0	collinear
gene:TraesCS5A02G022300	Chr5A	18389036	18389821	-	18389428	Chr5A	20328995	20329780	-	20329387	1.0	1.0	collinear
gene:TraesCS5A02G022400	Chr5A	18394927	18396991	+	18395959	Chr5A	20334747	20336643	+	20335695	1.0	1.0	collinear
gene:TraesCS5A02G022500	Chr5A	18569945	18572610	-	18571277	Chr5A	20508046	20510726	-	20509386	1.0	1.0	collinear
gene:TraesCS5A02G022600	Chr5A	18576061	18577984	+	18577022	Chr5A	20514042	20515965	+	20515003	1.0	1.0	collinear
gene:TraesCS5A02G022700	Chr5A	18637369	18639106	-	18638237	Chr5A	20575354	20577091	-	20576222	1.0	1.0	collinear
