gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity
gene:TraesCS3B03G0006500	Chr3B	2431101	2434170	+	2432635	Chr3B	2535021	2538019	+	2536520	0.988	0.973
gene:TraesCS3B03G0007000	Chr3B	2478261	2480528	+	2479394	Chr3B	2341546	2343780	-	2342663	0.991	0.959
gene:TraesCS3B03G0007400	Chr3B	2539959	2542446	+	2541202	Chr3B	2308603	2311038	-	2309820	0.972	0.964
gene:TraesCS3B03G0007900	Chr3B	2607986	2611253	+	2609619	Chr3B	2298891	2302163	-	2300527	1.0	0.993
gene:TraesCS3B03G0008700	Chr3B	2650047	2654817	+	2652432	Chr3B	2276523	2281482	-	2279002	0.993	0.937
gene:TraesCS3B03G0010600	Chr3B	3343534	3343869	-	3343701	Chr3B	1765185	1765523	+	1765354	1.0	0.946
gene:TraesCS3B03G0011700	Chr3B	3476475	3479401	+	3477938	Chr3B	1383489	1386414	-	1384951	0.998	0.994
gene:TraesCS3B03G0011800	Chr3B	3481462	3493401	+	3487431	Chr3B	1369527	1381481	-	1375504	0.998	0.987
gene:TraesCS3B03G0011900	Chr3B	3509554	3512426	-	3510990	Chr3B	1316019	1318891	+	1317455	1.0	0.996
gene:TraesCS3B03G0012000	Chr3B	3519251	3522305	+	3520778	Chr3B	1306172	1309220	-	1307696	0.998	0.995
gene:TraesCS3B03G0012100	Chr3B	3524408	3531567	-	3527987	Chr3B	1296901	1304040	+	1300470	0.967	0.963
gene:TraesCS3B03G0012200	Chr3B	3646467	3646898	+	3646682	Chr3B	1257624	1258055	-	1257839	1.0	1.0
gene:TraesCS3B03G0012700	Chr3B	3750107	3752530	+	3751318	Chr3B	1076546	1078969	-	1077757	1.0	1.0
gene:TraesCS3B03G0012800	Chr3B	3758382	3758978	-	3758680	Chr3B	1070098	1070694	+	1070396	1.0	1.0
gene:TraesCS3B03G0012900	Chr3B	3760385	3761643	-	3761014	Chr3B	1067431	1068691	+	1068061	1.0	0.998
gene:TraesCS3B03G0013100	Chr3B	3792617	3799581	-	3796099	Chr3B	1029433	1036392	+	1032912	1.0	1.0
gene:TraesCS3B03G0013400	Chr3B	3821480	3821881	+	3821680	Chr3B	929097	929498	-	929297	1.0	1.0
gene:TraesCS3B03G0013500	Chr3B	3852505	3853085	+	3852795	Chr3B	897896	898476	-	898186	1.0	1.0
gene:TraesCS3B03G0013600	Chr3B	3877659	3878072	+	3877865	Chr3B	872900	873313	-	873106	1.0	1.0
gene:TraesCS3B03G0013700	Chr3B	3890065	3890949	+	3890507	Chr3B	860025	860909	-	860467	1.0	1.0
gene:TraesCS3B03G0013800	Chr3B	3892768	3893685	+	3893226	Chr3B	857289	858206	-	857747	1.0	1.0
gene:TraesCS3B03G0014100	Chr3B	3975265	3975989	+	3975627	Chr3B	775728	776452	-	776090	1.0	1.0
gene:TraesCS3B03G0014200	Chr3B	3977457	3977904	+	3977680	Chr3B	773814	774261	-	774037	1.0	1.0
gene:TraesCS3B03G0014300	Chr3B	3978061	3982097	+	3980079	Chr3B	769621	773657	-	771639	1.0	1.0
gene:TraesCS3B03G0014400	Chr3B	3982981	3987045	-	3985013	Chr3B	764669	768734	+	766701	1.0	0.999
gene:TraesCS3B03G0014500	Chr3B	4042103	4049664	+	4045883	Chr3B	704089	711349	-	707719	0.999	0.999
gene:TraesCS3B03G0014700	Chr3B	4088058	4088845	-	4088451	Chr3B	664979	665766	+	665372	1.0	1.0
gene:TraesCS3B03G0014800	Chr3B	4094363	4094890	-	4094626	Chr3B	658934	659461	+	659197	1.0	1.0
gene:TraesCS3B03G0014900	Chr3B	4102252	4103050	+	4102651	Chr3B	651503	652301	-	651902	1.0	1.0
gene:TraesCS3B03G0015000	Chr3B	4129338	4130978	-	4130158	Chr3B	624554	626194	+	625374	1.0	1.0
gene:TraesCS3B03G0015500	Chr3B	4396775	4398430	+	4397602	Chr3B	357859	359514	-	358686	1.0	1.0
gene:TraesCS3B03G0015700	Chr3B	4408492	4410230	-	4409361	Chr3B	346057	347795	+	346926	1.0	1.0
gene:TraesCS3B03G0015800	Chr3B	4412479	4415438	-	4413958	Chr3B	340849	343808	+	342328	1.0	1.0
gene:TraesCS3B03G0015900	Chr3B	4428801	4430849	+	4429825	Chr3B	325440	327488	-	326464	1.0	1.0
gene:TraesCS3B03G0016000	Chr3B	4440305	4445340	+	4442822	Chr3B	311139	315954	-	313546	1.0	0.979
gene:TraesCS3B03G0016300	Chr3B	4501021	4504396	-	4502708	Chr3B	252028	255403	+	253715	1.0	1.0
gene:TraesCS3B03G0016800	Chr3B	4642661	4644619	+	4643640	Chr3B	103615	105573	-	104594	1.0	1.0
gene:TraesCS3B03G0016900	Chr3B	4645981	4646856	+	4646418	Chr3B	101378	102253	-	101815	1.0	1.0
gene:TraesCS3B03G0017100	Chr3B	4647867	4648654	+	4648260	Chr3B	99580	100367	-	99973	1.0	0.998
gene:TraesCS3B03G0017200	Chr3B	4672356	4674432	+	4673394	Chr3B	73872	75865	-	74868	1.0	0.998
gene:TraesCS3B03G0017300	Chr3B	4680357	4681117	+	4680737	Chr3B	67133	67893	-	67513	1.0	1.0
gene:TraesCS3B03G0017600	Chr3B	4701822	4707580	-	4704701	Chr3B	40791	46137	+	43464	1.0	0.999
gene:TraesCS3B03G0019600	Chr3B	5706385	5712424	+	5709404	Chr3B	3635711	3641469	+	3638590	1.0	0.985
gene:TraesCS3B03G0019700	Chr3B	5714448	5715228	+	5714838	Chr3B	3643510	3644290	+	3643900	1.0	0.997
gene:TraesCS3B03G0020400	Chr3B	5797705	5802507	+	5800106	Chr3B	3742484	3747286	+	3744885	0.997	0.992
gene:TraesCS3B03G0020500	Chr3B	5801269	5802494	+	5801881	Chr3B	3746047	3747273	+	3746660	1.0	0.996
gene:TraesCS3B03G0022700	Chr3B	6063054	6064845	+	6063949	Chr3B	3818963	3820754	-	3819858	1.0	0.988
gene:TraesCS3B03G0022800	Chr3B	6073695	6077105	+	6075400	Chr3B	3805494	3808904	-	3807199	1.0	0.997
gene:TraesCS3B03G0022900	Chr3B	6077386	6080144	-	6078765	Chr3B	3802459	3805214	+	3803836	0.998	0.995
gene:TraesCS3B03G0026300	Chr3B	6210118	6210479	+	6210298	Chr3B	4212669	4213033	+	4212851	1.0	0.95
gene:TraesCS3B03G0026700	Chr3B	6220771	6222888	-	6221829	Chr3B	4224297	4226421	-	4225359	1.0	0.978
gene:TraesCS3B03G0026800	Chr3B	6220941	6222881	-	6221911	Chr3B	4224469	4226414	-	4225441	1.0	0.979
gene:TraesCS3B03G0026900	Chr3B	6239266	6239636	+	6239451	Chr3B	4236591	4236961	+	4236776	1.0	0.98
gene:TraesCS3B03G0027000	Chr3B	6242148	6243598	+	6242873	Chr3B	4239472	4240882	+	4240177	0.961	0.957
gene:TraesCS3B03G0027100	Chr3B	6250940	6252156	+	6251548	Chr3B	4248221	4249444	+	4248832	1.0	0.986
gene:TraesCS3B03G0027300	Chr3B	6302591	6303316	-	6302953	Chr3B	4289791	4290516	-	4290153	1.0	1.0
gene:TraesCS3B03G0027400	Chr3B	6305961	6306274	+	6306117	Chr3B	4293160	4293473	+	4293316	1.0	1.0
gene:TraesCS3B03G0027600	Chr3B	6344582	6345667	-	6345124	Chr3B	4331563	4332648	-	4332105	1.0	1.0
gene:TraesCS3B03G0027700	Chr3B	6358750	6366458	+	6362604	Chr3B	4366638	4374345	+	4370491	1.0	1.0
gene:TraesCS3B03G0028100	Chr3B	6375001	6378109	-	6376555	Chr3B	4383884	4386992	-	4385438	1.0	1.0
gene:TraesCS3B03G0028200	Chr3B	6418690	6428060	+	6423375	Chr3B	4427946	4437268	+	4432607	0.995	0.994
gene:TraesCS3B03G0028300	Chr3B	6423173	6427989	+	6425581	Chr3B	4432425	4437197	+	4434811	0.996	0.995
gene:TraesCS3B03G0028500	Chr3B	6432085	6434317	-	6433201	Chr3B	4441299	4443531	-	4442415	1.0	0.999
gene:TraesCS3B03G0028600	Chr3B	6461524	6462461	+	6461992	Chr3B	4470746	4471682	+	4471214	1.0	0.99
gene:TraesCS3B03G0029000	Chr3B	6503456	6505642	-	6504549	Chr3B	4512645	4514831	-	4513738	1.0	0.999
gene:TraesCS3B03G0029200	Chr3B	6514905	6517931	-	6516418	Chr3B	4526069	4529095	-	4527582	1.0	1.0
gene:TraesCS3B03G0029100	Chr3B	6514300	6520754	+	6517527	Chr3B	4525464	4531918	+	4528691	1.0	1.0
gene:TraesCS3B03G0029300	Chr3B	6530621	6531791	+	6531206	Chr3B	4544091	4545261	+	4544676	1.0	0.998
gene:TraesCS3B03G0029700	Chr3B	6593184	6594729	+	6593956	Chr3B	4611514	4613042	+	4612278	1.0	1.0
gene:TraesCS3B03G0029800	Chr3B	6659713	6660813	+	6660263	Chr3B	4678215	4679315	+	4678765	1.0	0.998
gene:TraesCS3B03G0029900	Chr3B	6671564	6673567	+	6672565	Chr3B	4690070	4692073	+	4691071	1.0	0.999
gene:TraesCS3B03G0030000	Chr3B	6681490	6685614	+	6683552	Chr3B	4699997	4704121	+	4702059	1.0	0.998
gene:TraesCS3B03G0030900	Chr3B	6792313	6794111	-	6793212	Chr3B	4773014	4774812	-	4773913	1.0	0.996
gene:TraesCS3B03G0031100	Chr3B	6796809	6799701	-	6798255	Chr3B	4778100	4780995	-	4779547	1.0	0.997
gene:TraesCS3B03G0031200	Chr3B	6803638	6807916	+	6805777	Chr3B	4784932	4789206	+	4787069	1.0	0.996
gene:TraesCS3B03G0031400	Chr3B	10011961	10013468	-	10012714	Chr3B	7236157	7237665	-	7236911	1.0	0.993
gene:TraesCS3B03G0031700	Chr3B	10462654	10466557	+	10464605	Chr3B	7681411	7685321	+	7683366	1.0	0.994
gene:TraesCS3B03G0031800	Chr3B	10972258	10977458	-	10974858	Chr3B	8185760	8190954	-	8188357	1.0	0.995
gene:TraesCS3B03G0037900	Chr3B	11947904	11950970	+	11949437	Chr3B	8323330	8326393	+	8324861	1.0	0.995
gene:TraesCS3B03G0038000	Chr3B	11951308	11954850	-	11953079	Chr3B	8326731	8330298	-	8328514	0.998	0.995
gene:TraesCS3B03G0038200	Chr3B	11956531	11958854	-	11957692	Chr3B	8332038	8334363	-	8333200	1.0	0.992
gene:TraesCS3B03G0038500	Chr3B	11961737	11963712	-	11962724	Chr3B	8337215	8339190	-	8338202	1.0	0.995
gene:TraesCS3B03G0038600	Chr3B	11965423	11968168	+	11966795	Chr3B	8340903	8343643	+	8342273	0.997	0.992
gene:TraesCS3B03G0038800	Chr3B	12071707	12079854	+	12075780	Chr3B	8429817	8437994	+	8433905	1.0	0.995
gene:TraesCS3B03G0038900	Chr3B	12176373	12178583	+	12177478	Chr3B	8522886	8525075	+	8523980	1.0	0.971
gene:TraesCS3B03G0039100	Chr3B	12184132	12185097	+	12184614	Chr3B	8531953	8532917	+	8532435	0.991	0.932
gene:TraesCS3B03G0039400	Chr3B	12225935	12226465	-	12226200	Chr3B	8760034	8760581	-	8760307	0.986	0.917
gene:TraesCS3B03G0040300	Chr3B	12365034	12368968	+	12367001	Chr3B	9052730	9056664	+	9054697	1.0	0.997
gene:TraesCS3B03G0040400	Chr3B	12369257	12370173	+	12369715	Chr3B	9056953	9057870	+	9057411	1.0	0.993
gene:TraesCS3B03G0040500	Chr3B	12371609	12375309	-	12373459	Chr3B	9059303	9063002	-	9061152	1.0	0.995
gene:TraesCS3B03G0041000	Chr3B	12477307	12481295	-	12479301	Chr3B	9173495	9177482	-	9175488	0.999	0.995
gene:TraesCS3B03G0041100	Chr3B	12485475	12491384	+	12488429	Chr3B	9181662	9187605	+	9184633	0.999	0.995
gene:TraesCS3B03G0041200	Chr3B	12585694	12587050	-	12586372	Chr3B	9339291	9340647	-	9339969	1.0	0.995
gene:TraesCS3B03G0041300	Chr3B	12590773	12592281	+	12591527	Chr3B	9344370	9345878	+	9345124	1.0	0.993
gene:TraesCS3B03G0041400	Chr3B	12595610	12597051	-	12596330	Chr3B	9349208	9350650	-	9349929	1.0	0.997
gene:TraesCS3B03G0041500	Chr3B	12601924	12602601	-	12602262	Chr3B	9356380	9357057	-	9356718	1.0	1.0
gene:TraesCS3B03G0041600	Chr3B	12608171	12608647	-	12608409	Chr3B	9362685	9363161	-	9362923	1.0	1.0
gene:TraesCS3B03G0041800	Chr3B	13120457	13120807	-	13120632	Chr3B	9797368	9797718	-	9797543	1.0	0.985
gene:TraesCS3B03G0042000	Chr3B	13140448	13146598	+	13143523	Chr3B	9822348	9828485	+	9825416	0.988	0.982
gene:TraesCS3B03G0042100	Chr3B	13150614	13151953	+	13151283	Chr3B	9840932	9842270	+	9841601	0.999	0.993
gene:TraesCS3B03G0042200	Chr3B	13155850	13159257	+	13157553	Chr3B	9847464	9850883	+	9849173	1.0	0.978
gene:TraesCS3B03G0042500	Chr3B	13244270	13247808	+	13246039	Chr3B	9906805	9910325	+	9908565	0.98	0.929
gene:TraesCS3B03G0042700	Chr3B	13247846	13251928	-	13249887	Chr3B	9910363	9914412	-	9912387	0.98	0.964
gene:TraesCS3B03G0044100	Chr3B	13452540	13459855	+	13456197	Chr3B	9926948	9934288	+	9930618	0.999	0.998
gene:TraesCS3B03G0044600	Chr3B	13624135	13625145	+	13624640	Chr3B	10116233	10117241	+	10116737	0.996	0.977
gene:TraesCS3B03G0045000	Chr3B	13638687	13641490	+	13640088	Chr3B	10141784	10144561	+	10143172	0.979	0.973
gene:TraesCS3B03G0045200	Chr3B	13651284	13654171	-	13652727	Chr3B	10154377	10158306	-	10156341	1.0	0.991
gene:TraesCS3B03G0045900	Chr3B	13743583	13744821	-	13744202	Chr3B	10266688	10267926	-	10267307	1.0	0.997
gene:TraesCS3B03G0046100	Chr3B	13753742	13756833	-	13755287	Chr3B	10278585	10281503	-	10280044	0.942	0.941
gene:TraesCS3B03G0046200	Chr3B	13794541	13796737	-	13795639	Chr3B	10328345	10330541	-	10329443	1.0	0.997
gene:TraesCS3B03G0046600	Chr3B	13842867	13847314	+	13845090	Chr3B	10349927	10354973	+	10352450	0.99	0.965
gene:TraesCS3B03G0047200	Chr3B	13900782	13902099	+	13901440	Chr3B	10415723	10417038	+	10416380	0.989	0.941
gene:TraesCS3B03G0047500	Chr3B	13908853	13909704	-	13909278	Chr3B	10425020	10425874	-	10425447	0.998	0.969
gene:TraesCS3B03G0047600	Chr3B	13912323	13919989	+	13916156	Chr3B	10440930	10449466	+	10445198	0.999	0.979
gene:TraesCS3B03G0047700	Chr3B	13920909	13922384	+	13921646	Chr3B	10450356	10451841	+	10451098	1.0	0.953
gene:TraesCS3B03G0049200	Chr3B	14197012	14200919	+	14198965	Chr3B	10899232	10903145	+	10901188	1.0	0.998
gene:TraesCS3B03G0049400	Chr3B	14272431	14284305	-	14278368	Chr3B	10965455	10977122	-	10971288	0.997	0.996
gene:TraesCS3B03G0049500	Chr3B	14294561	14297938	-	14296249	Chr3B	10988051	10991292	-	10989671	0.937	0.933
gene:TraesCS3B03G0050500	Chr3B	14456299	14456661	-	14456480	Chr3B	11141232	11141594	-	11141413	1.0	0.988
gene:TraesCS3B03G0050900	Chr3B	14518868	14523037	+	14520952	Chr3B	11187119	11191290	+	11189204	1.0	0.998
gene:TraesCS3B03G0051000	Chr3B	14526596	14531005	+	14528800	Chr3B	11194370	11198791	+	11196580	1.0	0.994
gene:TraesCS3B03G0051100	Chr3B	14539683	14542511	-	14541097	Chr3B	11210104	11212932	-	11211518	1.0	0.996
gene:TraesCS3B03G0051200	Chr3B	14549103	14549399	-	14549251	Chr3B	11217927	11218223	-	11218075	0.989	0.97
gene:TraesCS3B03G0051500	Chr3B	14560796	14563932	+	14562364	Chr3B	11236875	11240044	+	11238459	0.99	0.957
gene:TraesCS3B03G0052000	Chr3B	14897747	14904386	+	14901066	Chr3B	11248402	11255907	+	11252154	0.997	0.924
gene:TraesCS3B03G0052400	Chr3B	15034510	15038343	+	15036426	Chr3B	11332779	11337958	+	11335368	0.999	0.96
gene:TraesCS3B03G0052500	Chr3B	15043587	15043985	-	15043786	Chr3B	11343459	11343857	-	11343658	1.0	0.994
gene:TraesCS3B03G0052700	Chr3B	15050859	15051645	-	15051252	Chr3B	11351680	11352465	-	11352072	1.0	0.992
gene:TraesCS3B03G0052800	Chr3B	15051800	15059713	-	15055756	Chr3B	11352620	11360531	-	11356575	1.0	0.998
gene:TraesCS3B03G0053000	Chr3B	15128456	15129483	+	15128969	Chr3B	11434370	11435397	+	11434883	1.0	0.996
gene:TraesCS3B03G0053100	Chr3B	15160153	15163258	+	15161705	Chr3B	11467439	11470542	+	11468990	0.999	0.997
gene:TraesCS3B03G0053200	Chr3B	15164778	15165608	-	15165193	Chr3B	11471835	11472665	-	11472250	1.0	0.99
gene:TraesCS3B03G0053700	Chr3B	15311739	15315173	-	15313456	Chr3B	11644014	11647450	-	11645732	1.0	0.997
gene:TraesCS3B03G0053800	Chr3B	15334364	15335548	+	15334956	Chr3B	11667967	11669151	+	11668559	1.0	0.999
gene:TraesCS3B03G0053900	Chr3B	15344103	15347794	+	15345948	Chr3B	11677716	11681410	+	11679563	1.0	0.994
gene:TraesCS3B03G0054200	Chr3B	15361834	15364625	-	15363229	Chr3B	11692695	11695486	-	11694090	1.0	0.998
gene:TraesCS3B03G0054900	Chr3B	15413768	15421229	-	15417498	Chr3B	11748761	11756163	-	11752462	1.0	0.997
gene:TraesCS3B03G0055000	Chr3B	15437025	15455773	-	15446399	Chr3B	11771964	11790745	-	11781354	1.0	0.997
gene:TraesCS3B03G0056000	Chr3B	15737539	15742920	-	15740229	Chr3B	11835614	11840979	-	11838296	1.0	0.998
gene:TraesCS3B03G0056300	Chr3B	15774884	15775192	-	15775038	Chr3B	11945604	11945912	-	11945758	1.0	0.99
gene:TraesCS3B03G0056500	Chr3B	15817353	15827081	-	15822217	Chr3B	11986782	11996361	-	11991571	1.0	0.996
gene:TraesCS3B03G0056800	Chr3B	15843661	15844865	-	15844263	Chr3B	12012746	12013950	-	12013348	1.0	0.999
gene:TraesCS3B03G0057200	Chr3B	16030592	16032356	+	16031474	Chr3B	12204370	12206134	+	12205252	1.0	0.997
gene:TraesCS3B03G0057500	Chr3B	16061723	16065343	+	16063533	Chr3B	12234186	12237798	+	12235992	0.991	0.953
gene:TraesCS3B03G0057600	Chr3B	16069780	16071754	-	16070767	Chr3B	12238693	12240572	-	12239632	0.946	0.923
gene:TraesCS3B03G0057700	Chr3B	16116348	16118134	-	16117241	Chr3B	12285327	12287113	-	12286220	1.0	0.998
gene:TraesCS3B03G0057800	Chr3B	16172883	16174668	-	16173775	Chr3B	12339672	12341454	-	12340563	0.998	0.997
gene:TraesCS3B03G0058000	Chr3B	16194029	16197637	-	16195833	Chr3B	12361313	12364922	-	12363117	1.0	0.997
gene:TraesCS3B03G0058200	Chr3B	16220505	16234337	-	16227421	Chr3B	12389539	12392046	-	12390792	1.0	0.995
gene:TraesCS3B03G0058900	Chr3B	16337986	16339408	+	16338697	Chr3B	12458139	12459566	+	12458852	0.991	0.948
gene:TraesCS3B03G0059100	Chr3B	16346206	16348027	+	16347116	Chr3B	12465241	12467062	+	12466151	1.0	0.991
gene:TraesCS3B03G0059900	Chr3B	16595969	16597796	+	16596882	Chr3B	12597543	12599372	+	12598457	1.0	0.991
gene:TraesCS3B03G0060000	Chr3B	16599118	16600593	+	16599855	Chr3B	12600702	12602177	+	12601439	0.999	0.995
gene:TraesCS3B03G0060100	Chr3B	16639543	16641393	+	16640468	Chr3B	12640840	12642689	+	12641764	1.0	0.995
gene:TraesCS3B03G0060600	Chr3B	16689738	16691550	+	16690644	Chr3B	12676431	12678243	+	12677337	1.0	0.993
gene:TraesCS3B03G0060700	Chr3B	16729361	16731316	+	16730338	Chr3B	12728585	12730540	+	12729562	1.0	0.995
gene:TraesCS3B03G0060900	Chr3B	16780490	16785416	+	16782953	Chr3B	12802259	12807446	+	12804852	1.0	0.99
gene:TraesCS3B03G0061500	Chr3B	17008884	17010546	+	17009715	Chr3B	12988856	12990596	+	12989726	1.0	0.915
gene:TraesCS3B03G0061600	Chr3B	17034518	17035625	+	17035071	Chr3B	13014540	13015646	+	13015093	0.998	0.988
gene:TraesCS3B03G0061800	Chr3B	17053569	17054760	+	17054164	Chr3B	13037511	13038702	+	13038106	1.0	0.995
gene:TraesCS3B03G0062200	Chr3B	17068676	17069813	-	17069244	Chr3B	13052608	13053745	-	13053176	1.0	0.993
gene:TraesCS3B03G0063100	Chr3B	17216773	17218407	-	17217590	Chr3B	13209903	13211537	-	13210720	1.0	0.991
gene:TraesCS3B03G0063200	Chr3B	17230424	17233961	-	17232192	Chr3B	13223422	13227021	-	13225221	1.0	0.99
gene:TraesCS3B03G0063300	Chr3B	17237828	17239182	-	17238505	Chr3B	13230489	13231843	-	13231166	1.0	0.992
gene:TraesCS3B03G0064000	Chr3B	17525110	17526615	-	17525862	Chr3B	13315153	13316666	-	13315909	1.0	0.992
gene:TraesCS3B03G0064400	Chr3B	17646958	17649498	-	17648228	Chr3B	13440430	13442970	-	13441700	1.0	0.993
gene:TraesCS3B03G0064500	Chr3B	17653463	17653684	+	17653573	Chr3B	13446551	13446772	+	13446661	1.0	0.977
gene:TraesCS3B03G0064600	Chr3B	17661266	17665293	+	17663279	Chr3B	13454652	13458679	+	13456665	1.0	0.999
gene:TraesCS3B03G0064900	Chr3B	17743154	17744549	-	17743851	Chr3B	13527032	13528428	-	13527730	1.0	0.995
gene:TraesCS3B03G0065000	Chr3B	17747202	17752045	+	17749623	Chr3B	13531081	13535928	+	13533504	1.0	0.995
gene:TraesCS3B03G0067100	Chr3B	18743379	18744026	+	18743702	Chr3B	13972133	13972780	+	13972456	1.0	0.993
gene:TraesCS3B03G0067200	Chr3B	18751983	18752520	+	18752251	Chr3B	13986762	13987289	+	13987025	0.986	0.975
gene:TraesCS3B03G0067400	Chr3B	18817045	18822850	+	18819947	Chr3B	14063843	14069654	+	14066748	1.0	0.994
gene:TraesCS3B03G0082800	Chr3B	23129639	23132618	+	23131128	Chr3B	18406803	18409781	+	18408292	1.0	0.997
gene:TraesCS3B03G0082900	Chr3B	23140730	23141474	+	23141102	Chr3B	18415726	18416470	+	18416098	1.0	0.996
gene:TraesCS3B03G0083500	Chr3B	23295525	23296903	-	23296214	Chr3B	18575569	18576936	-	18576252	0.998	0.989
gene:TraesCS3B03G0083700	Chr3B	23318117	23319643	-	23318880	Chr3B	18597999	18599524	-	18598761	1.0	0.995
gene:TraesCS3B03G0083900	Chr3B	23377283	23378223	+	23377753	Chr3B	18684507	18685447	+	18684977	1.0	0.995
gene:TraesCS3B03G0084100	Chr3B	23466833	23468142	-	23467487	Chr3B	18718565	18719874	-	18719219	1.0	0.987
gene:TraesCS3B03G0084200	Chr3B	23483911	23484366	+	23484138	Chr3B	18735621	18736076	+	18735848	1.0	1.0
gene:TraesCS3B03G0084300	Chr3B	23497478	23499572	+	23498525	Chr3B	18748751	18750845	+	18749798	1.0	0.995
gene:TraesCS3B03G0084500	Chr3B	23506986	23507381	+	23507183	Chr3B	18758259	18758654	+	18758456	1.0	1.0
gene:TraesCS3B03G0084600	Chr3B	23509651	23510460	-	23510055	Chr3B	18760900	18761709	-	18761304	1.0	0.998
gene:TraesCS3B03G0085900	Chr3B	23761603	23762028	+	23761815	Chr3B	19101168	19101593	+	19101380	1.0	0.997
gene:TraesCS3B03G0086000	Chr3B	23813413	23813844	+	23813628	Chr3B	19154875	19155306	+	19155090	1.0	1.0
gene:TraesCS3B03G0086200	Chr3B	23900740	23901165	+	23900952	Chr3B	19248715	19249142	+	19248928	0.997	0.948
gene:TraesCS3B03G0086400	Chr3B	23937999	23938433	+	23938216	Chr3B	19217708	19218142	+	19217925	1.0	0.981
gene:TraesCS3B03G0086800	Chr3B	23974741	23975169	+	23974955	Chr3B	19260175	19260603	+	19260389	1.0	0.995
gene:TraesCS3B03G0087200	Chr3B	24008378	24010454	+	24009416	Chr3B	19301560	19303652	+	19302606	1.0	0.986
gene:TraesCS3B03G0087400	Chr3B	24046898	24047382	+	24047140	Chr3B	19344972	19345456	+	19345214	1.0	0.984
gene:TraesCS3B03G0087500	Chr3B	24062714	24063983	-	24063348	Chr3B	19360801	19362071	-	19361436	1.0	0.995
gene:TraesCS3B03G0087700	Chr3B	24071309	24072186	-	24071747	Chr3B	19369903	19370780	-	19370341	1.0	0.992
gene:TraesCS3B03G0087800	Chr3B	24168011	24179805	-	24173908	Chr3B	19489656	19502728	-	19496192	0.975	0.963
gene:TraesCS3B03G0092100	Chr3B	25765100	25765213	-	25765156	Chr3B	27673240	27673353	-	27673296	1.0	1.0
gene:TraesCS3B03G0092300	Chr3B	25807260	25811089	-	25809174	Chr3B	27715447	27719276	-	27717361	1.0	0.999
gene:TraesCS3B03G0092900	Chr3B	26071807	26073494	+	26072650	Chr3B	27977798	27979434	+	27978616	0.968	0.962
gene:TraesCS3B03G0093000	Chr3B	26099419	26110200	+	26104809	Chr3B	28005675	28017627	+	28011651	1.0	0.99
gene:TraesCS3B03G0093100	Chr3B	26129587	26130997	+	26130292	Chr3B	28038756	28040166	+	28039461	1.0	0.997
gene:TraesCS3B03G0093200	Chr3B	26133518	26134887	-	26134202	Chr3B	28042687	28044052	-	28043369	0.993	0.988
gene:TraesCS3B03G0093300	Chr3B	26180811	26181493	-	26181152	Chr3B	28093602	28094296	-	28093949	1.0	0.981
gene:TraesCS3B03G0093500	Chr3B	26200921	26203107	-	26202014	Chr3B	28112909	28115075	-	28113992	0.99	0.986
gene:TraesCS3B03G0093600	Chr3B	26209866	26210674	-	26210270	Chr3B	28121490	28122309	-	28121899	1.0	0.985
