gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS4B03G0425800	Chr4B	308297060	308298132	+	308297596	Chr4B	288926930	288928002	-	288927466	1.0	0.997	rearrangement:Chr4B_block3
gene:TraesCS4B03G0426100	Chr4B	308299024	308299164	+	308299094	Chr4B	288925898	288926038	-	288925968	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0427300	Chr4B	309758363	309759701	-	309759032	Chr4B	287472537	287473875	+	287473206	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0428000	Chr4B	310055163	310055440	-	310055301	Chr4B	287176842	287177119	+	287176980	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0428200	Chr4B	310056251	310056600	-	310056425	Chr4B	287175682	287176031	+	287175856	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0428600	Chr4B	310562276	310565780	+	310564028	Chr4B	286660262	286663766	-	286662014	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0428900	Chr4B	310932948	310955893	-	310944420	Chr4B	286289031	286311991	+	286300511	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0429500	Chr4B	311654493	311658061	+	311656277	Chr4B	285587079	285590647	-	285588863	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0430000	Chr4B	312366328	312367937	-	312367132	Chr4B	284879151	284880760	+	284879955	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0430100	Chr4B	312368593	312371620	-	312370106	Chr4B	284875468	284878495	+	284876981	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0431200	Chr4B	313900094	313901070	+	313900582	Chr4B	283350095	283351071	-	283350583	1.0	0.998	rearrangement:Chr4B_block3
gene:TraesCS4B03G0431700	Chr4B	314219737	314224096	-	314221916	Chr4B	283027026	283031385	+	283029205	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0432600	Chr4B	314631602	314638008	-	314634805	Chr4B	282623106	282629512	+	282626309	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0433700	Chr4B	315283375	315313795	-	315298585	Chr4B	281970857	282001115	+	281985986	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0433800	Chr4B	315841026	315841349	-	315841187	Chr4B	281451410	281451733	+	281451571	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0433900	Chr4B	315862218	315872882	-	315867550	Chr4B	281419873	281430542	+	281425207	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0434100	Chr4B	316085556	316090210	-	316087883	Chr4B	281202375	281207029	+	281204702	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0434300	Chr4B	316221923	316231883	-	316226903	Chr4B	281060632	281070591	+	281065611	1.0	0.998	rearrangement:Chr4B_block3
gene:TraesCS4B03G0434400	Chr4B	316521689	316568598	-	316545143	Chr4B	280734917	280781481	+	280758199	0.999	0.994	rearrangement:Chr4B_block3
gene:TraesCS4B03G0435000	Chr4B	316560699	316561111	+	316560905	Chr4B	280742323	280742735	-	280742529	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0435800	Chr4B	317320851	317329166	+	317325008	Chr4B	279988925	279997240	-	279993082	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0437700	Chr4B	319887960	319893701	+	319890830	Chr4B	273543300	273549042	-	273546171	1.0	0.999	rearrangement:Chr4B_block3
gene:TraesCS4B03G0438500	Chr4B	322179123	322240519	+	322209821	Chr4B	271269362	271330531	-	271299946	1.0	0.999	rearrangement:Chr4B_block3
gene:TraesCS4B03G0439100	Chr4B	322290585	322300830	-	322295707	Chr4B	271209173	271219418	+	271214295	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0439800	Chr4B	323327508	323334683	+	323331095	Chr4B	270178878	270186054	-	270182466	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0442200	Chr4B	324511735	324520947	-	324516341	Chr4B	269700394	269709608	+	269705001	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0443800	Chr4B	326649979	326650089	+	326650034	Chr4B	267586319	267586429	-	267586374	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0444500	Chr4B	326981719	327003544	+	326992631	Chr4B	267228549	267250480	-	267239514	1.0	0.999	rearrangement:Chr4B_block3
gene:TraesCS4B03G0445400	Chr4B	327570979	327580154	+	327575566	Chr4B	266679206	266688390	-	266683798	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0445600	Chr4B	327792210	327794025	+	327793117	Chr4B	266465748	266467563	-	266466655	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0445800	Chr4B	328616821	328625420	-	328621120	Chr4B	265635905	265644504	+	265640204	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0446500	Chr4B	329263817	329267756	-	329265786	Chr4B	264993549	264997488	+	264995518	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0447200	Chr4B	330212323	330214078	-	330213200	Chr4B	264026690	264028445	+	264027567	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0447500	Chr4B	330220111	330238339	-	330229225	Chr4B	264002414	264020635	+	264011524	0.998	0.997	rearrangement:Chr4B_block3
gene:TraesCS4B03G0448200	Chr4B	332804453	332807534	+	332805993	Chr4B	261481462	261484543	-	261483002	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0448600	Chr4B	333189386	333190807	+	333190096	Chr4B	261103771	261105192	-	261104481	1.0	0.998	rearrangement:Chr4B_block3
gene:TraesCS4B03G0448800	Chr4B	333505555	333534079	+	333519817	Chr4B	260761121	260789648	-	260775384	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0449000	Chr4B	333639864	333641372	-	333640618	Chr4B	260653855	260655363	+	260654609	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0449300	Chr4B	335351963	335359341	-	335355652	Chr4B	258937670	258945048	+	258941359	1.0	0.999	rearrangement:Chr4B_block3
gene:TraesCS4B03G0450800	Chr4B	337824227	337827570	+	337825898	Chr4B	256487848	256491189	-	256489518	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0452400	Chr4B	338655615	338655950	-	338655782	Chr4B	255660869	255661204	+	255661036	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0452600	Chr4B	338657231	338661116	+	338659173	Chr4B	255655703	255659588	-	255657645	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0453700	Chr4B	338867354	338867905	+	338867629	Chr4B	255450004	255450555	-	255450279	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0454300	Chr4B	340025791	340030803	+	340028297	Chr4B	254297709	254302710	-	254300209	1.0	0.999	rearrangement:Chr4B_block3
gene:TraesCS4B03G0454700	Chr4B	340374440	340382539	+	340378489	Chr4B	253946321	253954420	-	253950370	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0456000	Chr4B	342226404	342233517	-	342229960	Chr4B	252101077	252108189	+	252104633	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0456400	Chr4B	343012219	343014402	+	343013310	Chr4B	251327081	251329264	-	251328172	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0456700	Chr4B	343158204	343160505	+	343159354	Chr4B	251183032	251185333	-	251184182	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0457400	Chr4B	343828779	343835187	+	343831983	Chr4B	250514106	250520514	-	250517310	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0457600	Chr4B	344625518	344649096	+	344637307	Chr4B	249734885	249758463	-	249746674	1.0	0.999	rearrangement:Chr4B_block3
gene:TraesCS4B03G0458300	Chr4B	345492695	345499545	-	345496120	Chr4B	248896269	248903119	+	248899694	1.0	0.999	rearrangement:Chr4B_block3
gene:TraesCS4B03G0459300	Chr4B	346726523	346748266	-	346737394	Chr4B	247650463	247672236	+	247661349	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0460200	Chr4B	347118007	347119656	-	347118831	Chr4B	247278740	247280389	+	247279564	1.0	0.999	rearrangement:Chr4B_block3
gene:TraesCS4B03G0460700	Chr4B	347485913	347500205	+	347493059	Chr4B	246899419	246913713	-	246906566	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0460900	Chr4B	348292893	348298973	+	348295933	Chr4B	246105841	246111921	-	246108881	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0462000	Chr4B	348912288	348944460	-	348928374	Chr4B	245460374	245492299	+	245476336	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0462300	Chr4B	349925945	349931079	+	349928512	Chr4B	244560649	244565789	-	244563219	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0462800	Chr4B	351071427	351078228	-	351074827	Chr4B	243421140	243427941	+	243424540	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0463300	Chr4B	351331510	351339097	+	351335303	Chr4B	243160470	243168057	-	243164263	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0463500	Chr4B	351595218	351629464	-	351612341	Chr4B	242870045	242904289	+	242887167	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0464600	Chr4B	353787367	353796551	+	353791959	Chr4B	241623722	241632910	-	241628316	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0017700	Chr4B	6802311	6806219	-	6804265	Chr4B	4680155	4684063	+	4682109	1.0	0.996	collinear
gene:TraesCS4B03G0017800	Chr4B	6841063	6845077	+	6843070	Chr4B	4641255	4645268	-	4643261	1.0	0.995	collinear
gene:TraesCS4B03G0017900	Chr4B	6898433	6901748	-	6900090	Chr4B	4630021	4633354	+	4631687	1.0	0.98	collinear
gene:TraesCS4B03G0018100	Chr4B	6943116	6947537	-	6945326	Chr4B	4583120	4587623	+	4585371	0.985	0.951	collinear
gene:TraesCS4B03G0018300	Chr4B	7074978	7077800	-	7076389	Chr4B	4466051	4468873	+	4467462	1.0	0.998	collinear
gene:TraesCS4B03G0018400	Chr4B	7084337	7087845	+	7086091	Chr4B	4456005	4459513	-	4457759	1.0	1.0	collinear
gene:TraesCS4B03G0019500	Chr4B	7253579	7257515	+	7255547	Chr4B	4285728	4289702	-	4287715	1.0	0.99	collinear
gene:TraesCS4B03G0019600	Chr4B	7266869	7273008	+	7269938	Chr4B	4270222	4276367	-	4273294	1.0	1.0	collinear
gene:TraesCS4B03G0020000	Chr4B	7459008	7461775	+	7460391	Chr4B	4051421	4054195	-	4052808	1.0	0.987	collinear
gene:TraesCS4B03G0020300	Chr4B	7681207	7683033	+	7682120	Chr4B	3923936	3925648	-	3924792	0.937	0.929	collinear
gene:TraesCS4B03G0020400	Chr4B	7684152	7686148	+	7685150	Chr4B	3912863	3914858	-	3913860	0.999	0.992	collinear
gene:TraesCS4B03G0020500	Chr4B	7857196	7862596	-	7859896	Chr4B	3768812	3774202	+	3771507	1.0	0.998	collinear
gene:TraesCS4B03G0020700	Chr4B	7957320	7962746	-	7960033	Chr4B	3605929	3611362	+	3608645	1.0	0.999	collinear
gene:TraesCS4B03G0020900	Chr4B	8273296	8276777	-	8275036	Chr4B	3279009	3282492	+	3280750	1.0	0.994	collinear
gene:TraesCS4B03G0021100	Chr4B	8349077	8352483	-	8350780	Chr4B	3185386	3188792	+	3187089	1.0	1.0	collinear
gene:TraesCS4B03G0021200	Chr4B	8354847	8360894	-	8357870	Chr4B	3176959	3183022	+	3179990	1.0	0.999	collinear
gene:TraesCS4B03G0021300	Chr4B	8360912	8364647	-	8362779	Chr4B	3173206	3176941	+	3175073	1.0	1.0	collinear
gene:TraesCS4B03G0021400	Chr4B	8419281	8420199	+	8419740	Chr4B	3117832	3118750	-	3118291	1.0	1.0	collinear
gene:TraesCS4B03G0021500	Chr4B	8487556	8490533	+	8489044	Chr4B	3047853	3050827	-	3049340	0.997	0.997	collinear
gene:TraesCS4B03G0021600	Chr4B	8534247	8537334	+	8535790	Chr4B	3001615	3004701	-	3003158	1.0	1.0	collinear
gene:TraesCS4B03G0021700	Chr4B	8578630	8581537	+	8580083	Chr4B	2957347	2960254	-	2958800	1.0	1.0	collinear
gene:TraesCS4B03G0021800	Chr4B	8623962	8626909	+	8625435	Chr4B	2912041	2914988	-	2913514	1.0	1.0	collinear
gene:TraesCS4B03G0021900	Chr4B	8668879	8671759	+	8670319	Chr4B	2867816	2870696	-	2869256	1.0	1.0	collinear
gene:TraesCS4B03G0022000	Chr4B	8690949	8694149	+	8692549	Chr4B	2846114	2849314	-	2847714	1.0	1.0	collinear
gene:TraesCS4B03G0022100	Chr4B	8696794	8699786	+	8698290	Chr4B	2840477	2843469	-	2841973	1.0	1.0	collinear
gene:TraesCS4B03G0022200	Chr4B	8713800	8721462	+	8717631	Chr4B	2819052	2826463	-	2822757	1.0	1.0	collinear
gene:TraesCS4B03G0022300	Chr4B	8778184	8781081	+	8779632	Chr4B	2760687	2763584	-	2762135	1.0	1.0	collinear
gene:TraesCS4B03G0022400	Chr4B	8928149	8930990	+	8929569	Chr4B	2740157	2742998	-	2741577	1.0	1.0	collinear
gene:TraesCS4B03G0022600	Chr4B	8969015	8972206	+	8970610	Chr4B	2594200	2597391	-	2595795	1.0	1.0	collinear
gene:TraesCS4B03G0022900	Chr4B	9188963	9190624	+	9189793	Chr4B	2400229	2401890	-	2401059	1.0	0.997	collinear
gene:TraesCS4B03G0023000	Chr4B	9197152	9202090	+	9199621	Chr4B	2388764	2393702	-	2391233	1.0	1.0	collinear
gene:TraesCS4B03G0023200	Chr4B	9235129	9243483	-	9239306	Chr4B	2347401	2355722	+	2351561	1.0	1.0	collinear
gene:TraesCS4B03G0023300	Chr4B	9242541	9249609	-	9246075	Chr4B	2341276	2348343	+	2344809	1.0	1.0	collinear
gene:TraesCS4B03G0023500	Chr4B	9257978	9259039	-	9258508	Chr4B	2331846	2332907	+	2332376	1.0	1.0	collinear
gene:TraesCS4B03G0023700	Chr4B	9284155	9286184	+	9285169	Chr4B	2304718	2306747	-	2305732	1.0	1.0	collinear
gene:TraesCS4B03G0024000	Chr4B	9312201	9316723	-	9314462	Chr4B	2274173	2278695	+	2276434	1.0	1.0	collinear
gene:TraesCS4B03G0024100	Chr4B	9321836	9323497	-	9322666	Chr4B	2267399	2269060	+	2268229	1.0	0.997	collinear
gene:TraesCS4B03G0024400	Chr4B	9542136	9544219	+	9543177	Chr4B	2050100	2052179	-	2051139	1.0	0.99	collinear
gene:TraesCS4B03G0024500	Chr4B	9631181	9633297	+	9632239	Chr4B	1961400	1963516	-	1962458	1.0	1.0	collinear
gene:TraesCS4B03G0024800	Chr4B	9790333	9792797	+	9791565	Chr4B	1799367	1801831	-	1800599	1.0	1.0	collinear
gene:TraesCS4B03G0025600	Chr4B	10400582	10403964	-	10402273	Chr4B	1195478	1198856	+	1197167	1.0	1.0	collinear
gene:TraesCS4B03G0028500	Chr4B	12157687	12158558	+	12158122	Chr4B	599402	600273	-	599837	1.0	1.0	collinear
gene:TraesCS4B03G0029700	Chr4B	12236367	12238738	+	12237552	Chr4B	519202	521573	-	520387	1.0	1.0	collinear
gene:TraesCS4B03G0029800	Chr4B	12242993	12245251	-	12244122	Chr4B	512685	514943	+	513814	1.0	1.0	collinear
gene:TraesCS4B03G0030000	Chr4B	12307140	12311868	+	12309504	Chr4B	446432	451164	-	448798	1.0	0.999	collinear
gene:TraesCS4B03G0030100	Chr4B	12311772	12313549	-	12312660	Chr4B	445047	446333	+	445690	0.921	0.916	collinear
gene:TraesCS4B03G0030200	Chr4B	12327262	12328629	-	12327945	Chr4B	438435	439802	+	439118	1.0	0.998	collinear
gene:TraesCS4B03G0030300	Chr4B	12329369	12332339	-	12330854	Chr4B	434734	437703	+	436218	1.0	0.998	collinear
gene:TraesCS4B03G0041700	Chr4B	16219932	16223106	+	16221519	Chr4B	9198058	9201422	+	9199740	0.995	0.944	collinear
gene:TraesCS4B03G0043300	Chr4B	16946042	16949083	+	16947562	Chr4B	9470118	9473160	+	9471639	1.0	0.996	collinear
gene:TraesCS4B03G0043800	Chr4B	17141319	17146978	+	17144148	Chr4B	10412323	10417755	+	10415039	1.0	0.993	collinear
gene:TraesCS4B03G0043900	Chr4B	17148921	17154014	-	17151467	Chr4B	10419714	10424797	-	10422255	0.996	0.994	collinear
gene:TraesCS4B03G0044000	Chr4B	17159796	17164440	-	17162118	Chr4B	10430760	10435589	-	10433174	1.0	0.999	collinear
gene:TraesCS4B03G0044900	Chr4B	17328711	17330355	-	17329533	Chr4B	10611175	10612819	-	10611997	1.0	0.994	collinear
gene:TraesCS4B03G0045000	Chr4B	17373898	17374391	-	17374144	Chr4B	10647226	10647719	-	10647472	1.0	1.0	collinear
gene:TraesCS4B03G0045300	Chr4B	17485639	17488430	+	17487034	Chr4B	10756400	10759213	+	10757806	1.0	0.993	collinear
gene:TraesCS4B03G0045400	Chr4B	17494069	17503649	-	17498859	Chr4B	10764862	10774256	-	10769559	1.0	0.999	collinear
gene:TraesCS4B03G0045500	Chr4B	17654480	17659108	-	17656794	Chr4B	10931559	10936180	-	10933869	1.0	0.995	collinear
gene:TraesCS4B03G0046200	Chr4B	17787230	17788021	+	17787625	Chr4B	11863724	11864516	+	11864120	1.0	0.987	collinear
gene:TraesCS4B03G0046300	Chr4B	17789225	17795793	-	17792509	Chr4B	11865722	11872293	-	11869007	1.0	0.986	collinear
gene:TraesCS4B03G0046500	Chr4B	17819946	17826018	+	17822982	Chr4B	11889169	11895251	+	11892210	1.0	0.998	collinear
gene:TraesCS4B03G0046900	Chr4B	18230904	18231356	+	18231130	Chr4B	12298417	12298869	+	12298643	1.0	1.0	collinear
gene:TraesCS4B03G0047700	Chr4B	18406414	18410974	+	18408694	Chr4B	12473671	12478230	+	12475950	1.0	0.994	collinear
gene:TraesCS4B03G0048900	Chr4B	18522191	18523400	+	18522795	Chr4B	12586718	12587927	+	12587322	0.999	0.991	collinear
gene:TraesCS4B03G0049000	Chr4B	18538665	18540367	-	18539516	Chr4B	12603342	12605044	-	12604193	1.0	0.998	collinear
gene:TraesCS4B03G0049100	Chr4B	18596908	18597706	-	18597307	Chr4B	12676923	12677720	-	12677321	0.998	0.966	collinear
gene:TraesCS4B03G0049200	Chr4B	18603320	18603745	-	18603532	Chr4B	12688275	12688697	-	12688486	0.992	0.981	collinear
gene:TraesCS4B03G0049600	Chr4B	18739231	18741247	+	18740239	Chr4B	13167549	13169568	+	13168558	1.0	0.996	collinear
gene:TraesCS4B03G0049900	Chr4B	18759574	18764413	+	18761993	Chr4B	13187875	13192714	+	13190294	1.0	1.0	collinear
gene:TraesCS4B03G0050100	Chr4B	18766726	18766929	-	18766827	Chr4B	13195028	13195231	-	13195129	1.0	1.0	collinear
gene:TraesCS4B03G0050200	Chr4B	18782404	18784720	+	18783562	Chr4B	13210707	13213023	+	13211865	1.0	1.0	collinear
gene:TraesCS4B03G0050300	Chr4B	18805099	18806412	+	18805755	Chr4B	13233409	13234722	+	13234065	1.0	1.0	collinear
gene:TraesCS4B03G0050400	Chr4B	18812595	18819367	+	18815981	Chr4B	13240904	13247676	+	13244290	1.0	1.0	collinear
gene:TraesCS4B03G0050500	Chr4B	18825326	18830136	+	18827731	Chr4B	13251799	13256609	+	13254204	1.0	1.0	collinear
gene:TraesCS4B03G0050800	Chr4B	18950698	18958606	+	18954652	Chr4B	13376999	13384907	+	13380953	1.0	1.0	collinear
gene:TraesCS4B03G0050900	Chr4B	18974979	18979979	+	18977479	Chr4B	13401280	13406280	+	13403780	1.0	1.0	collinear
gene:TraesCS4B03G0051000	Chr4B	18981476	18992459	+	18986967	Chr4B	13407777	13418760	+	13413268	1.0	1.0	collinear
gene:TraesCS4B03G0051300	Chr4B	19083191	19089827	+	19086509	Chr4B	13509497	13516133	+	13512815	1.0	1.0	collinear
gene:TraesCS4B03G0051400	Chr4B	19091405	19099969	+	19095687	Chr4B	13517711	13526274	+	13521992	1.0	1.0	collinear
gene:TraesCS4B03G0051500	Chr4B	19189747	19191479	-	19190613	Chr4B	13616068	13617800	-	13616934	1.0	1.0	collinear
gene:TraesCS4B03G0051800	Chr4B	19209147	19211630	+	19210388	Chr4B	13635467	13637939	+	13636703	1.0	0.985	collinear
gene:TraesCS4B03G0051900	Chr4B	19212225	19214454	+	19213339	Chr4B	13638534	13640764	+	13639649	1.0	0.989	collinear
gene:TraesCS4B03G0052000	Chr4B	19215210	19220947	+	19218078	Chr4B	13641500	13647236	+	13644368	1.0	0.995	collinear
gene:TraesCS4B03G0052600	Chr4B	19538313	19541795	+	19540054	Chr4B	13810569	13814051	+	13812310	1.0	1.0	collinear
gene:TraesCS4B03G0052700	Chr4B	19565334	19567088	+	19566211	Chr4B	13837018	13838772	+	13837895	1.0	1.0	collinear
gene:TraesCS4B03G0053000	Chr4B	19714713	19724723	+	19719718	Chr4B	13986429	13996439	+	13991434	1.0	1.0	collinear
gene:TraesCS4B03G0053100	Chr4B	19809631	19816854	+	19813242	Chr4B	14081350	14088573	+	14084961	1.0	1.0	collinear
gene:TraesCS4B03G0053200	Chr4B	19816316	19819418	-	19817867	Chr4B	14088035	14091139	-	14089587	1.0	0.999	collinear
