gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity
gene:TraesCS7A03G0008800	Chr7A	2119023	2128730	+	2123876	Chr7A	2044274	2053980	+	2049127	1.0	1.0
gene:TraesCS7A03G0010400	Chr7A	2735543	2735899	+	2735721	Chr7A	2872895	2873251	-	2873073	1.0	0.98
gene:TraesCS7A03G0011200	Chr7A	2825033	2831859	-	2828446	Chr7A	2827821	2836140	-	2831980	0.997	0.984
gene:TraesCS7A03G0011300	Chr7A	2845787	2850612	+	2848199	Chr7A	2844112	2849845	+	2846978	0.998	0.982
gene:TraesCS7A03G0012800	Chr7A	3067984	3069180	+	3068582	Chr7A	3300017	3301212	+	3300614	0.996	0.945
gene:TraesCS7A03G0016700	Chr7A	3898594	3902526	+	3900560	Chr7A	5017512	5021348	+	5019430	0.997	0.989
gene:TraesCS7A03G0017000	Chr7A	3922888	3926902	-	3924895	Chr7A	5050342	5054346	-	5052344	1.0	0.989
gene:TraesCS7A03G0017300	Chr7A	3958659	3963485	-	3961072	Chr7A	5090511	5095337	-	5092924	0.999	0.993
gene:TraesCS7A03G0017400	Chr7A	3964572	3969793	-	3967182	Chr7A	5096424	5101636	-	5099030	0.995	0.992
gene:TraesCS7A03G0017500	Chr7A	3969939	3972006	+	3970972	Chr7A	5101782	5103837	+	5102809	1.0	0.997
gene:TraesCS7A03G0017700	Chr7A	3977724	3980995	-	3979359	Chr7A	5111829	5115127	-	5113478	1.0	0.997
gene:TraesCS7A03G0017900	Chr7A	4025082	4030195	-	4027638	Chr7A	5150485	5155576	-	5153030	0.994	0.986
gene:TraesCS7A03G0018100	Chr7A	4100967	4104780	-	4102873	Chr7A	5238218	5242037	-	5240127	1.0	0.971
gene:TraesCS7A03G0018600	Chr7A	4132285	4134938	-	4133611	Chr7A	5358022	5360675	-	5359348	1.0	0.988
gene:TraesCS7A03G0018700	Chr7A	4138504	4139672	+	4139088	Chr7A	5364247	5365413	+	5364830	1.0	0.987
gene:TraesCS7A03G0018900	Chr7A	4184804	4189871	-	4187337	Chr7A	5411029	5416097	-	5413563	1.0	0.989
gene:TraesCS7A03G0019200	Chr7A	4325829	4328918	-	4327373	Chr7A	5525948	5528995	-	5527471	0.998	0.991
gene:TraesCS7A03G0019300	Chr7A	4371114	4374524	-	4372819	Chr7A	5546456	5549893	-	5548174	1.0	0.992
gene:TraesCS7A03G0019500	Chr7A	4446713	4449380	-	4448046	Chr7A	5605280	5607947	-	5606613	1.0	0.989
gene:TraesCS7A03G0019700	Chr7A	4547141	4552873	-	4550007	Chr7A	5709565	5715287	-	5712426	0.998	0.994
gene:TraesCS7A03G0019800	Chr7A	4588855	4599542	-	4594198	Chr7A	5744717	5755240	-	5749978	0.995	0.993
gene:TraesCS7A03G0020200	Chr7A	4644533	4647335	-	4645934	Chr7A	5945745	5948473	-	5947109	1.0	0.995
gene:TraesCS7A03G0020800	Chr7A	4740206	4744501	+	4742353	Chr7A	6010269	6014535	+	6012402	1.0	0.986
gene:TraesCS7A03G0021000	Chr7A	4800287	4802889	-	4801588	Chr7A	6072687	6075288	-	6073987	1.0	0.995
gene:TraesCS7A03G0021500	Chr7A	4856737	4859672	+	4858204	Chr7A	6149638	6152346	+	6150992	0.915	0.906
gene:TraesCS7A03G0021600	Chr7A	4864229	4867081	-	4865655	Chr7A	6159761	6162531	-	6161146	0.99	0.942
gene:TraesCS7A03G0021700	Chr7A	4878340	4881673	+	4880006	Chr7A	6178282	6181618	+	6179950	1.0	0.99
gene:TraesCS7A03G0022400	Chr7A	5009654	5015968	+	5012811	Chr7A	6204784	6211145	+	6207964	1.0	0.976
gene:TraesCS7A03G0025900	Chr7A	5577734	5580627	+	5579180	Chr7A	6512819	6515552	+	6514185	0.938	0.932
gene:TraesCS7A03G0026000	Chr7A	5617281	5617708	-	5617494	Chr7A	6552090	6552517	-	6552303	1.0	0.99
gene:TraesCS7A03G0029100	Chr7A	6494615	6499171	+	6496893	Chr7A	6746958	6751513	+	6749235	0.999	0.985
gene:TraesCS7A03G0029300	Chr7A	6606264	6607268	+	6606766	Chr7A	6804378	6805382	+	6804880	1.0	0.994
gene:TraesCS7A03G0029500	Chr7A	6626336	6629683	+	6628009	Chr7A	6859301	6862645	+	6860973	0.998	0.985
gene:TraesCS7A03G0029600	Chr7A	6631147	6634045	-	6632596	Chr7A	6864109	6867003	-	6865556	1.0	0.985
gene:TraesCS7A03G0029800	Chr7A	6653409	6656928	-	6655168	Chr7A	6895497	6899016	-	6897256	1.0	0.995
gene:TraesCS7A03G0029900	Chr7A	6658548	6661327	+	6659937	Chr7A	6900638	6903484	+	6902061	1.0	0.999
gene:TraesCS7A03G0030000	Chr7A	6662289	6666108	-	6664198	Chr7A	6904443	6908255	-	6906349	0.994	0.982
gene:TraesCS7A03G0030900	Chr7A	6822543	6827726	-	6825134	Chr7A	7015218	7020381	-	7017799	0.994	0.987
gene:TraesCS7A03G0031000	Chr7A	6830243	6836892	+	6833567	Chr7A	7021522	7027859	+	7024690	0.996	0.952
gene:TraesCS7A03G0031700	Chr7A	6862393	6871357	-	6866875	Chr7A	7094263	7103367	-	7098815	0.993	0.98
gene:TraesCS7A03G0031800	Chr7A	6921839	6925305	+	6923572	Chr7A	7156457	7163024	+	7159740	1.0	0.983
gene:TraesCS7A03G0032300	Chr7A	7006177	7006518	-	7006347	Chr7A	7380092	7380433	-	7380262	1.0	0.929
gene:TraesCS7A03G0032700	Chr7A	7082037	7082611	+	7082324	Chr7A	7364286	7364861	+	7364573	0.985	0.985
gene:TraesCS7A03G0032800	Chr7A	7095091	7102497	+	7098794	Chr7A	7375897	7378597	+	7377247	1.0	0.982
gene:TraesCS7A03G0033300	Chr7A	7128421	7129914	+	7129167	Chr7A	7397229	7398734	+	7397981	0.997	0.966
gene:TraesCS7A03G0033500	Chr7A	7170906	7174675	-	7172790	Chr7A	7409995	7413562	-	7411778	1.0	0.984
gene:TraesCS7A03G0033700	Chr7A	7189004	7192565	+	7190784	Chr7A	7447049	7450608	+	7448828	1.0	0.979
gene:TraesCS7A03G0033900	Chr7A	7207592	7209410	+	7208501	Chr7A	7471085	7472889	+	7471987	0.992	0.954
gene:TraesCS7A03G0035300	Chr7A	7800067	7810625	-	7805346	Chr7A	7815266	7820753	-	7818009	0.947	0.941
gene:TraesCS7A03G0037400	Chr7A	8065119	8067440	-	8066279	Chr7A	8155315	8157621	-	8156468	0.989	0.986
gene:TraesCS7A03G0037500	Chr7A	8067789	8074281	-	8071035	Chr7A	8157974	8164439	-	8161206	0.991	0.986
gene:TraesCS7A03G0037600	Chr7A	8074507	8078975	+	8076741	Chr7A	8164643	8169097	+	8166870	0.984	0.971
gene:TraesCS7A03G0037700	Chr7A	8079325	8081812	+	8080568	Chr7A	8169448	8171935	+	8170691	0.999	0.994
gene:TraesCS7A03G0037800	Chr7A	8109989	8111788	+	8110888	Chr7A	8206927	8208726	+	8207826	1.0	0.996
gene:TraesCS7A03G0037900	Chr7A	8115358	8116697	+	8116027	Chr7A	8212222	8213542	+	8212882	0.974	0.929
gene:TraesCS7A03G0038300	Chr7A	8183400	8185152	+	8184276	Chr7A	8312272	8314024	+	8313148	0.998	0.978
gene:TraesCS7A03G0038500	Chr7A	8207938	8211349	-	8209643	Chr7A	8329132	8332530	-	8330831	0.975	0.968
gene:TraesCS7A03G0038600	Chr7A	8246254	8249389	+	8247821	Chr7A	8350687	8353823	+	8352255	1.0	0.991
gene:TraesCS7A03G0038700	Chr7A	8252788	8254596	-	8253692	Chr7A	8357272	8359080	-	8358176	1.0	0.998
gene:TraesCS7A03G0039600	Chr7A	8392590	8392778	+	8392684	Chr7A	8463745	8463933	+	8463839	1.0	0.962
gene:TraesCS7A03G0039500	Chr7A	8392181	8395198	-	8393689	Chr7A	8463335	8466392	-	8464863	1.0	0.98
gene:TraesCS7A03G0039700	Chr7A	8398645	8401230	+	8399937	Chr7A	8468807	8471392	+	8470099	1.0	0.998
gene:TraesCS7A03G0040000	Chr7A	8413816	8414663	-	8414239	Chr7A	8478559	8479406	-	8478982	1.0	0.99
gene:TraesCS7A03G0040100	Chr7A	8416437	8418697	+	8417567	Chr7A	8481169	8483436	+	8482302	1.0	0.993
gene:TraesCS7A03G0041300	Chr7A	8765956	8771484	-	8768720	Chr7A	8533115	8538644	-	8535879	1.0	0.998
gene:TraesCS7A03G0041400	Chr7A	8773031	8777173	-	8775102	Chr7A	8540278	8544420	-	8542349	1.0	0.998
gene:TraesCS7A03G0041500	Chr7A	8777742	8780742	-	8779242	Chr7A	8544989	8547989	-	8546489	1.0	1.0
gene:TraesCS7A03G0041700	Chr7A	8884574	8886768	+	8885671	Chr7A	8651808	8653990	+	8652899	0.994	0.991
gene:TraesCS7A03G0041900	Chr7A	8886782	8889674	-	8888228	Chr7A	8654004	8656914	-	8655459	0.997	0.993
gene:TraesCS7A03G0042000	Chr7A	8894178	8896509	+	8895343	Chr7A	8670038	8672468	+	8671253	1.0	0.909
gene:TraesCS7A03G0042200	Chr7A	8931580	8932227	-	8931903	Chr7A	8692525	8693172	-	8692848	1.0	0.993
gene:TraesCS7A03G0042100	Chr7A	8931580	8932227	-	8931903	Chr7A	8692525	8693172	-	8692848	1.0	0.992
gene:TraesCS7A03G0042900	Chr7A	9049554	9051183	+	9050368	Chr7A	8786800	8788429	+	8787614	1.0	0.995
gene:TraesCS7A03G0043100	Chr7A	9068681	9070066	+	9069373	Chr7A	8811726	8813104	-	8812415	0.994	0.926
gene:TraesCS7A03G0043300	Chr7A	9147513	9150814	+	9149163	Chr7A	9118275	9121589	+	9119932	1.0	0.983
gene:TraesCS7A03G0043500	Chr7A	9183618	9187813	+	9185715	Chr7A	9195432	9199746	+	9197589	0.996	0.951
gene:TraesCS7A03G0044700	Chr7A	9314587	9315742	-	9315164	Chr7A	9279277	9280432	-	9279854	1.0	0.993
gene:TraesCS7A03G0045500	Chr7A	9406277	9410400	-	9408338	Chr7A	9661245	9665343	-	9663294	0.994	0.983
gene:TraesCS7A03G0045600	Chr7A	9425387	9428390	+	9426888	Chr7A	9680586	9683586	+	9682086	1.0	0.995
gene:TraesCS7A03G0045900	Chr7A	9442572	9449639	-	9446105	Chr7A	9697544	9702712	-	9700128	0.997	0.921
gene:TraesCS7A03G0046100	Chr7A	9520738	9524766	+	9522752	Chr7A	9754299	9757106	+	9755702	0.981	0.976
gene:TraesCS7A03G0046600	Chr7A	9620795	9622824	-	9621809	Chr7A	9840229	9842259	-	9841244	1.0	0.996
gene:TraesCS7A03G0046800	Chr7A	9669894	9670379	-	9670136	Chr7A	9895545	9896030	-	9895787	1.0	0.993
gene:TraesCS7A03G0046900	Chr7A	9773436	9774540	-	9773988	Chr7A	10879088	10880192	-	10879640	1.0	0.99
gene:TraesCS7A03G0047000	Chr7A	9828187	9828844	-	9828515	Chr7A	10900761	10901418	-	10901089	1.0	0.972
gene:TraesCS7A03G0047100	Chr7A	9837698	9845560	+	9841629	Chr7A	10910034	10917885	+	10913959	0.997	0.991
gene:TraesCS7A03G0047300	Chr7A	9873692	9874324	+	9874008	Chr7A	10942068	10942700	+	10942384	1.0	0.99
gene:TraesCS7A03G0047500	Chr7A	9891363	9893043	+	9892203	Chr7A	10968646	10970326	+	10969486	0.987	0.969
gene:TraesCS7A03G0047600	Chr7A	9920525	9922493	+	9921509	Chr7A	10991278	10993135	+	10992206	0.936	0.926
gene:TraesCS7A03G0049700	Chr7A	10189124	10189933	-	10189528	Chr7A	11221042	11221851	-	11221446	1.0	0.991
gene:TraesCS7A03G0049800	Chr7A	10193757	10194669	-	10194213	Chr7A	11226084	11226996	-	11226540	1.0	0.996
gene:TraesCS7A03G0049900	Chr7A	10195282	10201051	-	10198166	Chr7A	11230552	11236316	-	11233434	1.0	0.997
gene:TraesCS7A03G0050000	Chr7A	10223940	10225376	-	10224658	Chr7A	11253047	11254430	-	11253738	0.952	0.931
gene:TraesCS7A03G0050300	Chr7A	10256757	10258745	+	10257751	Chr7A	11287846	11289831	+	11288838	1.0	0.997
gene:TraesCS7A03G0050400	Chr7A	10259322	10261592	+	10260457	Chr7A	11290408	11292669	+	11291538	0.997	0.992
gene:TraesCS7A03G0050500	Chr7A	10261761	10262519	+	10262140	Chr7A	11292838	11293596	+	11293217	1.0	0.994
gene:TraesCS7A03G0051100	Chr7A	10501878	10503003	+	10502440	Chr7A	11501770	11502871	+	11502320	0.978	0.96
gene:TraesCS7A03G0051500	Chr7A	10588165	10588653	+	10588409	Chr7A	11586023	11586509	+	11586266	0.997	0.983
gene:TraesCS7A03G0051600	Chr7A	10595601	10596839	-	10596220	Chr7A	11607550	11608788	-	11608169	1.0	0.993
gene:TraesCS7A03G0051800	Chr7A	10661433	10662455	-	10661944	Chr7A	11776039	11777064	-	11776551	1.0	0.986
gene:TraesCS7A03G0051900	Chr7A	10673549	10674742	-	10674145	Chr7A	11788467	11789660	-	11789063	1.0	0.996
gene:TraesCS7A03G0052000	Chr7A	10696426	10701381	+	10698903	Chr7A	11794193	11798979	+	11796586	0.954	0.915
gene:TraesCS7A03G0053200	Chr7A	10862271	10863675	-	10862973	Chr7A	11847723	11849127	-	11848425	1.0	0.972
gene:TraesCS7A03G0054500	Chr7A	11141504	11147992	-	11144748	Chr7A	12178843	12185427	-	12182135	0.996	0.985
gene:TraesCS7A03G0055500	Chr7A	11377353	11383883	-	11380618	Chr7A	12195179	12201677	-	12198428	0.982	0.952
gene:TraesCS7A03G0055600	Chr7A	11406320	11407464	+	11406892	Chr7A	12262351	12263607	+	12262979	0.992	0.915
gene:TraesCS7A03G0055900	Chr7A	11429656	11434892	-	11432274	Chr7A	12274697	12280013	-	12277355	0.991	0.972
gene:TraesCS7A03G0056100	Chr7A	11501287	11502342	-	11501814	Chr7A	12318759	12319814	-	12319286	1.0	0.995
gene:TraesCS7A03G0056600	Chr7A	11573067	11574346	-	11573706	Chr7A	12387760	12389032	-	12388396	0.993	0.986
gene:TraesCS7A03G0057200	Chr7A	11611051	11620641	+	11615846	Chr7A	12437317	12446907	+	12442112	1.0	0.999
gene:TraesCS7A03G0057300	Chr7A	11621570	11624837	-	11623203	Chr7A	12447836	12451103	-	12449469	1.0	1.0
gene:TraesCS7A03G0057400	Chr7A	11746289	11749645	-	11747967	Chr7A	12571597	12574953	-	12573275	1.0	0.999
gene:TraesCS7A03G0058100	Chr7A	11784664	11785275	+	11784969	Chr7A	12610042	12610653	+	12610347	1.0	1.0
gene:TraesCS7A03G0058200	Chr7A	11830012	11830882	-	11830447	Chr7A	12653648	12654518	-	12654083	1.0	1.0
gene:TraesCS7A03G0058900	Chr7A	11933413	11935096	+	11934254	Chr7A	12748047	12749730	+	12748888	1.0	1.0
gene:TraesCS7A03G0059400	Chr7A	11951864	11954291	+	11953077	Chr7A	12766498	12768925	+	12767711	1.0	1.0
gene:TraesCS7A03G0059500	Chr7A	11958670	11959517	+	11959093	Chr7A	12773303	12774150	+	12773726	1.0	1.0
gene:TraesCS7A03G0059900	Chr7A	12250407	12251235	-	12250821	Chr7A	13026067	13026895	-	13026481	1.0	1.0
gene:TraesCS7A03G0060100	Chr7A	12329754	12331835	-	12330794	Chr7A	13105197	13107278	-	13106237	1.0	1.0
gene:TraesCS7A03G0060200	Chr7A	12346353	12346899	-	12346626	Chr7A	13120188	13120734	-	13120461	1.0	1.0
gene:TraesCS7A03G0061400	Chr7A	12471917	12472822	+	12472369	Chr7A	13246928	13247837	+	13247382	1.0	0.995
gene:TraesCS7A03G0061600	Chr7A	12514056	12514367	+	12514211	Chr7A	13299328	13299639	+	13299483	1.0	1.0
gene:TraesCS7A03G0061700	Chr7A	12545609	12546667	-	12546138	Chr7A	13330902	13331960	-	13331431	1.0	1.0
gene:TraesCS7A03G0062000	Chr7A	12552015	12553213	+	12552614	Chr7A	13338353	13339551	+	13338952	1.0	1.0
gene:TraesCS7A03G0062500	Chr7A	12598907	12600340	+	12599623	Chr7A	13385174	13386607	+	13385890	1.0	0.999
gene:TraesCS7A03G0062600	Chr7A	12628070	12628669	-	12628369	Chr7A	13414347	13414946	-	13414646	1.0	1.0
gene:TraesCS7A03G0062700	Chr7A	12659607	12660420	-	12660013	Chr7A	13445364	13446177	-	13445770	1.0	1.0
gene:TraesCS7A03G0062800	Chr7A	12668339	12669068	+	12668703	Chr7A	13453794	13454523	+	13454158	1.0	1.0
gene:TraesCS7A03G0062900	Chr7A	12764894	12769384	+	12767139	Chr7A	13548766	13553259	+	13551012	1.0	0.996
gene:TraesCS7A03G0063200	Chr7A	12796670	12797020	+	12796845	Chr7A	13578354	13578704	+	13578529	1.0	0.991
gene:TraesCS7A03G0063300	Chr7A	12845309	12849558	+	12847433	Chr7A	13600078	13604328	+	13602203	1.0	1.0
gene:TraesCS7A03G0063400	Chr7A	12850446	12851294	+	12850870	Chr7A	13605216	13606064	+	13605640	1.0	1.0
gene:TraesCS7A03G0063600	Chr7A	12866792	12871068	-	12868930	Chr7A	13621847	13626123	-	13623985	1.0	0.997
gene:TraesCS7A03G0063700	Chr7A	12885335	12885937	+	12885636	Chr7A	13640443	13641045	+	13640744	1.0	0.993
gene:TraesCS7A03G0064100	Chr7A	12950725	12951072	-	12950898	Chr7A	13705689	13706016	-	13705852	0.942	0.939
gene:TraesCS7A03G0064200	Chr7A	12976293	12978504	-	12977398	Chr7A	13721916	13724124	-	13723020	0.986	0.973
gene:TraesCS7A03G0064400	Chr7A	13065682	13088211	+	13076946	Chr7A	13798203	13821151	+	13809677	0.997	0.995
gene:TraesCS7A03G0064600	Chr7A	13093937	13095572	-	13094754	Chr7A	13827048	13828683	-	13827865	1.0	1.0
gene:TraesCS7A03G0064700	Chr7A	13117830	13119414	-	13118622	Chr7A	13846902	13848486	-	13847694	1.0	1.0
gene:TraesCS7A03G0064900	Chr7A	13327550	13329038	-	13328294	Chr7A	14046670	14048158	-	14047414	1.0	0.999
gene:TraesCS7A03G0065200	Chr7A	13432412	13436403	-	13434407	Chr7A	14161490	14165481	-	14163485	1.0	0.997
gene:TraesCS7A03G0065300	Chr7A	13486400	13491161	-	13488780	Chr7A	14201021	14205807	-	14203414	1.0	0.989
gene:TraesCS7A03G0065900	Chr7A	13588226	13592166	+	13590196	Chr7A	14290534	14294475	+	14292504	1.0	0.997
gene:TraesCS7A03G0066100	Chr7A	13725227	13732522	+	13728874	Chr7A	14368370	14375664	+	14372017	1.0	0.999
gene:TraesCS7A03G0066200	Chr7A	13768093	13771466	+	13769779	Chr7A	14411248	14414621	+	14412934	1.0	1.0
gene:TraesCS7A03G0066300	Chr7A	13777499	13784071	-	13780785	Chr7A	14420661	14427234	-	14423947	1.0	0.999
gene:TraesCS7A03G0066400	Chr7A	13791411	13792670	-	13792040	Chr7A	14434574	14435833	-	14435203	1.0	1.0
gene:TraesCS7A03G0066600	Chr7A	13808735	13810131	-	13809433	Chr7A	14451914	14453310	-	14452612	1.0	1.0
gene:TraesCS7A03G0066700	Chr7A	13854396	13856424	-	13855410	Chr7A	14497596	14499624	-	14498610	1.0	1.0
gene:TraesCS7A03G0066800	Chr7A	13861957	13863159	-	13862558	Chr7A	14505156	14506358	-	14505757	1.0	1.0
gene:TraesCS7A03G0066900	Chr7A	13866291	13869696	+	13867993	Chr7A	14509490	14512895	+	14511192	1.0	1.0
gene:TraesCS7A03G0067000	Chr7A	13870454	13872668	-	13871561	Chr7A	14513653	14515867	-	14514760	1.0	0.998
gene:TraesCS7A03G0067200	Chr7A	13892221	13905458	-	13898839	Chr7A	14535428	14548711	-	14542069	1.0	1.0
gene:TraesCS7A03G0067300	Chr7A	13909585	13922098	+	13915841	Chr7A	14555763	14568281	+	14562022	1.0	0.999
gene:TraesCS7A03G0068000	Chr7A	14299093	14299583	-	14299338	Chr7A	15156634	15157124	-	15156879	1.0	1.0
gene:TraesCS7A03G0068100	Chr7A	14462840	14463800	-	14463320	Chr7A	15318035	15318995	-	15318515	1.0	1.0
gene:TraesCS7A03G0068200	Chr7A	14470383	14474121	-	14472252	Chr7A	15325578	15329317	-	15327447	1.0	1.0
gene:TraesCS7A03G0068300	Chr7A	14500043	14502820	+	14501431	Chr7A	15355244	15358021	+	15356632	1.0	1.0
gene:TraesCS7A03G0068400	Chr7A	14504479	14506724	+	14505601	Chr7A	15359680	15361925	+	15360802	1.0	0.999
gene:TraesCS7A03G0070100	Chr7A	14877971	14883248	-	14880609	Chr7A	15677884	15683123	-	15680503	0.99	0.985
gene:TraesCS7A03G0070800	Chr7A	15130801	15133613	-	15132207	Chr7A	15922370	15925189	-	15923779	0.999	0.996
gene:TraesCS7A03G0071200	Chr7A	15304593	15306470	+	15305531	Chr7A	16121253	16123131	+	16122192	1.0	0.998
gene:TraesCS7A03G0071300	Chr7A	15307162	15308867	-	15308014	Chr7A	16123823	16125528	-	16124675	1.0	0.998
gene:TraesCS7A03G0071400	Chr7A	15416541	15421598	+	15419069	Chr7A	16232143	16237183	+	16234663	0.995	0.994
gene:TraesCS7A03G0071700	Chr7A	15481455	15483012	+	15482233	Chr7A	16295514	16297071	+	16296292	1.0	1.0
gene:TraesCS7A03G0071800	Chr7A	15497252	15505831	+	15501541	Chr7A	16311313	16319892	+	16315602	1.0	1.0
gene:TraesCS7A03G0071900	Chr7A	15506826	15507974	-	15507400	Chr7A	16320887	16322035	-	16321461	1.0	1.0
gene:TraesCS7A03G0072100	Chr7A	15534564	15535097	-	15534830	Chr7A	16352577	16353110	-	16352843	1.0	1.0
gene:TraesCS7A03G0072200	Chr7A	15580843	15583046	-	15581944	Chr7A	16397811	16400014	-	16398912	1.0	1.0
gene:TraesCS7A03G0072500	Chr7A	15604834	15606875	-	15605854	Chr7A	16421450	16423491	-	16422470	1.0	1.0
gene:TraesCS7A03G0072600	Chr7A	15618337	15619481	+	15618909	Chr7A	16434953	16436097	+	16435525	1.0	1.0
gene:TraesCS7A03G0072700	Chr7A	15691872	15693601	+	15692736	Chr7A	16507998	16509727	+	16508862	1.0	1.0
gene:TraesCS7A03G0072800	Chr7A	15722397	15726530	+	15724463	Chr7A	16538259	16542392	+	16540325	1.0	1.0
gene:TraesCS7A03G0072900	Chr7A	15768328	15769413	+	15768870	Chr7A	16583691	16584776	+	16584233	1.0	1.0
gene:TraesCS7A03G0073000	Chr7A	15771716	15777122	+	15774419	Chr7A	16587079	16592485	+	16589782	1.0	1.0
gene:TraesCS7A03G0073100	Chr7A	15785851	15788765	+	15787308	Chr7A	16600648	16603562	+	16602105	1.0	1.0
gene:TraesCS7A03G0073400	Chr7A	16035402	16037174	-	16036288	Chr7A	16850140	16851912	-	16851026	1.0	1.0
gene:TraesCS7A03G0073500	Chr7A	16044286	16045383	-	16044834	Chr7A	16858801	16859898	-	16859349	1.0	1.0
gene:TraesCS7A03G0074100	Chr7A	16284624	16286740	-	16285682	Chr7A	17098162	17100278	-	17099220	1.0	1.0
gene:TraesCS7A03G0074600	Chr7A	16361313	16362588	-	16361950	Chr7A	17174165	17175440	-	17174802	1.0	1.0
gene:TraesCS7A03G0074700	Chr7A	16374628	16377243	+	16375935	Chr7A	17187280	17190109	+	17188694	0.996	0.996
gene:TraesCS7A03G0074800	Chr7A	16399872	16400723	-	16400297	Chr7A	17212313	17213164	-	17212738	1.0	1.0
gene:TraesCS7A03G0075100	Chr7A	16449599	16450441	-	16450020	Chr7A	17263760	17264602	-	17264181	1.0	1.0
