gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity
gene:TraesCS6B03G0030100	Chr6B	10276242	10276790	+	10276516	Chr6B	8261689	8262237	+	8261963	1.0	0.991
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	8516916	8517419	-	8517167	1.0	0.992
gene:TraesCS6B03G0032500	Chr6B	10687959	10689500	-	10688729	Chr6B	8524933	8526474	-	8525703	1.0	0.996
gene:TraesCS6B03G0032700	Chr6B	10721073	10721825	+	10721449	Chr6B	8559570	8560287	+	8559928	0.953	0.944
gene:TraesCS6B03G0032800	Chr6B	10794482	10796265	-	10795373	Chr6B	8609091	8610870	-	8609980	1.0	0.994
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	8630759	8632422	-	8631590	1.0	0.986
gene:TraesCS6B03G0033000	Chr6B	10813143	10815983	+	10814563	Chr6B	8636643	8639485	+	8638064	1.0	0.987
gene:TraesCS6B03G0033300	Chr6B	10901175	10901981	+	10901578	Chr6B	8717170	8717976	+	8717573	1.0	0.994
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	8721827	8724069	+	8722948	0.979	0.977
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	8777771	8779999	+	8778885	1.0	0.961
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	8791803	8793915	+	8792859	0.999	0.953
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	8830551	8833094	-	8831822	1.0	0.997
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	8877293	8879415	-	8878354	0.992	0.986
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	8902468	8904101	+	8903284	1.0	1.0
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	9016281	9020614	-	9018447	1.0	0.998
gene:TraesCS6B03G0035400	Chr6B	11487222	11488560	+	11487891	Chr6B	9257563	9258901	+	9258232	1.0	0.998
gene:TraesCS6B03G0036200	Chr6B	11768711	11769156	-	11768933	Chr6B	9534555	9535000	-	9534777	1.0	0.996
gene:TraesCS6B03G0036400	Chr6B	11794719	11800800	-	11797759	Chr6B	9560320	9566429	-	9563374	1.0	0.996
gene:TraesCS6B03G0036600	Chr6B	11876881	11885297	-	11881089	Chr6B	9642219	9650635	-	9646427	1.0	1.0
gene:TraesCS6B03G0036800	Chr6B	11938984	11939478	+	11939231	Chr6B	9704038	9704532	+	9704285	1.0	1.0
gene:TraesCS6B03G0036900	Chr6B	12335973	12337943	+	12336958	Chr6B	9909253	9911246	+	9910249	1.0	0.984
gene:TraesCS6B03G0037200	Chr6B	12386672	12391244	+	12388958	Chr6B	10089089	10093661	+	10091375	1.0	0.999
gene:TraesCS6B03G0037400	Chr6B	12471528	12476785	+	12474156	Chr6B	10172656	10177912	+	10175284	1.0	0.998
gene:TraesCS6B03G0039400	Chr6B	13077700	13079362	-	13078531	Chr6B	10772116	10773778	-	10772947	1.0	0.998
gene:TraesCS6B03G0039500	Chr6B	13080243	13084757	-	13082500	Chr6B	10774659	10779173	-	10776916	1.0	1.0
gene:TraesCS6B03G0040000	Chr6B	13256822	13258912	+	13257867	Chr6B	10936666	10938623	+	10937644	0.929	0.919
gene:TraesCS6B03G0041000	Chr6B	13502812	13504261	+	13503536	Chr6B	11514967	11516416	+	11515691	1.0	0.991
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	11715346	11717181	-	11716263	0.974	0.947
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	11723190	11725984	-	11724587	0.997	0.928
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	11777760	11781558	-	11779659	0.992	0.943
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	11786667	11787341	-	11787004	1.0	0.994
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	11814352	11821300	-	11817826	0.982	0.954
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	11887580	11888230	-	11887905	1.0	0.913
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	11941245	11942127	-	11941686	0.989	0.915
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	11970232	11971006	-	11970619	1.0	0.966
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	11986605	11987255	-	11986930	1.0	0.976
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	11992879	11998662	-	11995770	1.0	0.981
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	12013049	12015261	+	12014155	1.0	0.995
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	12015477	12017168	-	12016322	1.0	0.984
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	12040728	12042161	-	12041444	0.99	0.977
gene:TraesCS6B03G0043200	Chr6B	14062257	14065736	+	14063996	Chr6B	12043377	12046889	+	12045133	1.0	0.995
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	12053301	12054889	-	12054095	1.0	0.995
gene:TraesCS6B03G0043400	Chr6B	14080412	14081158	+	14080785	Chr6B	12061106	12061852	+	12061479	1.0	0.997
gene:TraesCS6B03G0043900	Chr6B	14087824	14088411	+	14088117	Chr6B	12068524	12069111	+	12068817	1.0	0.996
gene:TraesCS6B03G0046400	Chr6B	14531892	14532704	-	14532298	Chr6B	12374956	12375773	-	12375364	1.0	0.977
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	12486292	12489883	-	12488087	0.996	0.983
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	13000146	13003062	+	13001604	0.999	0.982
gene:TraesCS6B03G0047700	Chr6B	15539564	15541528	+	15540546	Chr6B	12981378	12983266	-	12982322	0.973	0.956
gene:TraesCS6B03G0047900	Chr6B	15544116	15545611	+	15544863	Chr6B	12979068	12980544	-	12979806	0.985	0.952
gene:TraesCS6B03G0048100	Chr6B	15557607	15561532	+	15559569	Chr6B	13118194	13122156	+	13120175	0.991	0.967
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	13125053	13132310	+	13128681	0.99	0.98
gene:TraesCS6B03G0048500	Chr6B	15628039	15628491	+	15628265	Chr6B	13202331	13202783	+	13202557	1.0	0.997
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	13220935	13223431	-	13222183	1.0	0.997
gene:TraesCS6B03G0048700	Chr6B	15677088	15680259	-	15678673	Chr6B	13247502	13250706	-	13249104	1.0	0.978
gene:TraesCS6B03G0049100	Chr6B	15925509	15926204	+	15925856	Chr6B	13859090	13859786	-	13859438	1.0	0.961
gene:TraesCS6B03G0049700	Chr6B	16476231	16477370	-	16476800	Chr6B	13487656	13488770	-	13488213	0.974	0.903
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	14042130	14045925	-	14044027	1.0	0.994
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	14058094	14060275	-	14059184	1.0	0.984
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	14066944	14068499	+	14067721	1.0	0.974
gene:TraesCS6B03G0051200	Chr6B	16998036	16999306	-	16998671	Chr6B	14076600	14077869	-	14077234	0.988	0.963
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	14080654	14082420	-	14081537	1.0	0.996
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	14177020	14178695	-	14177857	1.0	0.995
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	14209929	14211643	+	14210786	1.0	0.998
gene:TraesCS6B03G0051800	Chr6B	17189455	17190896	+	17190175	Chr6B	14246746	14248189	+	14247467	1.0	0.975
gene:TraesCS6B03G0052000	Chr6B	17273509	17275098	-	17274303	Chr6B	14259159	14260655	-	14259907	0.937	0.921
gene:TraesCS6B03G0052200	Chr6B	17316306	17322278	+	17319292	Chr6B	14285327	14291283	+	14288305	0.989	0.978
gene:TraesCS6B03G0052300	Chr6B	17324936	17329772	+	17327354	Chr6B	14293959	14298749	+	14296354	0.985	0.982
gene:TraesCS6B03G0052500	Chr6B	17332621	17333787	+	17333204	Chr6B	14301659	14302825	+	14302242	1.0	1.0
gene:TraesCS6B03G0052700	Chr6B	17344959	17346496	+	17345727	Chr6B	14305568	14307105	+	14306336	1.0	0.995
gene:TraesCS6B03G0052900	Chr6B	17351890	17353378	+	17352634	Chr6B	14321616	14323113	+	14322364	1.0	0.987
gene:TraesCS6B03G0053000	Chr6B	17354873	17356299	+	17355586	Chr6B	14326585	14328011	+	14327298	1.0	0.991
gene:TraesCS6B03G0053100	Chr6B	17361952	17363378	+	17362665	Chr6B	14333552	14334978	+	14334265	1.0	0.991
gene:TraesCS6B03G0053200	Chr6B	17420210	17420749	-	17420479	Chr6B	14414309	14414848	-	14414578	1.0	0.974
gene:TraesCS6B03G0053500	Chr6B	17474757	17476173	-	17475465	Chr6B	14506803	14508183	-	14507493	0.974	0.968
gene:TraesCS6B03G0053600	Chr6B	17477571	17477953	-	17477762	Chr6B	14509573	14509955	-	14509764	1.0	0.987
gene:TraesCS6B03G0053700	Chr6B	17482169	17482761	-	17482465	Chr6B	14514121	14514719	-	14514420	1.0	0.987
gene:TraesCS6B03G0053900	Chr6B	17542927	17548034	-	17545480	Chr6B	14641534	14646635	-	14644084	0.969	0.967
gene:TraesCS6B03G0054200	Chr6B	17570064	17570525	-	17570294	Chr6B	14675133	14675594	-	14675363	1.0	1.0
gene:TraesCS6B03G0054700	Chr6B	17642075	17642536	-	17642305	Chr6B	17777842	17778303	-	17778072	1.0	0.997
gene:TraesCS6B03G0054800	Chr6B	17642646	17643236	-	17642941	Chr6B	17778413	17779033	-	17778723	1.0	0.945
gene:TraesCS6B03G0054900	Chr6B	17647600	17649827	-	17648713	Chr6B	17782581	17784808	-	17783694	1.0	0.996
gene:TraesCS6B03G0055700	Chr6B	17883132	17883398	-	17883265	Chr6B	18296939	18297205	-	18297072	1.0	1.0
gene:TraesCS6B03G0055800	Chr6B	17894796	17895062	+	17894929	Chr6B	18309158	18309424	+	18309291	1.0	1.0
gene:TraesCS6B03G0055900	Chr6B	18118663	18120067	+	18119365	Chr6B	18622903	18624307	+	18623605	1.0	0.997
gene:TraesCS6B03G0056000	Chr6B	18123160	18128009	-	18125584	Chr6B	18627816	18632428	-	18630122	0.943	0.941
gene:TraesCS6B03G0056200	Chr6B	18140661	18146770	+	18143715	Chr6B	18645437	18651459	+	18648448	0.975	0.962
gene:TraesCS6B03G0056800	Chr6B	18230819	18231280	-	18231049	Chr6B	19245123	19245584	-	19245353	1.0	0.997
gene:TraesCS6B03G0057000	Chr6B	18245649	18247177	-	18246413	Chr6B	19277346	19278856	-	19278101	0.988	0.981
gene:TraesCS6B03G0057100	Chr6B	18258902	18261863	-	18260382	Chr6B	19293920	19296806	-	19295363	0.962	0.956
gene:TraesCS6B03G0057400	Chr6B	18286152	18289433	-	18287792	Chr6B	19532692	19535974	-	19534333	1.0	0.993
gene:TraesCS6B03G0057800	Chr6B	18391461	18392135	-	18391798	Chr6B	19620500	19621174	-	19620837	1.0	0.997
gene:TraesCS6B03G0058300	Chr6B	18406857	18408844	-	18407850	Chr6B	19634523	19636510	-	19635516	1.0	0.998
gene:TraesCS6B03G0058400	Chr6B	18722780	18723913	-	18723346	Chr6B	19939911	19941044	-	19940477	1.0	0.999
gene:TraesCS6B03G0058600	Chr6B	18751634	18752794	-	18752214	Chr6B	19968221	19969381	-	19968801	1.0	0.993
gene:TraesCS6B03G0058700	Chr6B	18758565	18759719	-	18759142	Chr6B	19973513	19974667	-	19974090	1.0	0.991
gene:TraesCS6B03G0059200	Chr6B	18789158	18796933	-	18793045	Chr6B	20004072	20011816	-	20007944	0.991	0.985
gene:TraesCS6B03G0059300	Chr6B	18798866	18802124	-	18800495	Chr6B	20013574	20016778	-	20015176	0.969	0.949
gene:TraesCS6B03G0059700	Chr6B	18911966	18912713	-	18912339	Chr6B	20075326	20076073	-	20075699	1.0	0.992
gene:TraesCS6B03G0059900	Chr6B	18925907	18926449	-	18926178	Chr6B	20070338	20070880	-	20070609	1.0	0.965
gene:TraesCS6B03G0060200	Chr6B	18950001	18950570	-	18950285	Chr6B	20080240	20080809	-	20080524	1.0	0.989
gene:TraesCS6B03G0060300	Chr6B	18951652	18955977	-	18953814	Chr6B	20081889	20086185	-	20084037	0.999	0.989
gene:TraesCS6B03G0060400	Chr6B	18959381	18964102	+	18961741	Chr6B	20089546	20094256	+	20091901	0.986	0.97
gene:TraesCS6B03G0060500	Chr6B	19259304	19278233	+	19268768	Chr6B	20345142	20364123	+	20354632	1.0	1.0
gene:TraesCS6B03G0060600	Chr6B	19269168	19269908	+	19269538	Chr6B	20355052	20355792	+	20355422	1.0	1.0
gene:TraesCS6B03G0060800	Chr6B	19286287	19287822	+	19287054	Chr6B	20372175	20373710	+	20372942	1.0	1.0
gene:TraesCS6B03G0061100	Chr6B	19342776	19343237	+	19343006	Chr6B	20428662	20429123	+	20428892	1.0	1.0
gene:TraesCS6B03G0061200	Chr6B	19360463	19361437	+	19360950	Chr6B	20446351	20447325	+	20446838	1.0	1.0
gene:TraesCS6B03G0061500	Chr6B	19449611	19450915	+	19450263	Chr6B	20535470	20536774	+	20536122	1.0	1.0
gene:TraesCS6B03G0061900	Chr6B	19453760	19455056	+	19454408	Chr6B	20539620	20540916	+	20540268	1.0	1.0
gene:TraesCS6B03G0062000	Chr6B	19461239	19464989	+	19463114	Chr6B	20547067	20550817	+	20548942	1.0	1.0
gene:TraesCS6B03G0062600	Chr6B	19566807	19567490	-	19567148	Chr6B	20652580	20653263	-	20652921	1.0	1.0
gene:TraesCS6B03G0062800	Chr6B	19628098	19629681	+	19628889	Chr6B	20713863	20715446	+	20714654	1.0	1.0
gene:TraesCS6B03G0062900	Chr6B	19701508	19702074	+	19701791	Chr6B	20787367	20787933	+	20787650	1.0	1.0
gene:TraesCS6B03G0063300	Chr6B	19984085	19984573	+	19984329	Chr6B	21070133	21070621	+	21070377	1.0	1.0
gene:TraesCS6B03G0063400	Chr6B	20009684	20010319	+	20010001	Chr6B	21095738	21096373	+	21096055	1.0	1.0
gene:TraesCS6B03G0063600	Chr6B	20050119	20050455	-	20050287	Chr6B	21136213	21136549	-	21136381	1.0	1.0
gene:TraesCS6B03G0064100	Chr6B	20104089	20104859	-	20104474	Chr6B	21190188	21190958	-	21190573	1.0	0.998
gene:TraesCS6B03G0064400	Chr6B	20239279	20244945	-	20242112	Chr6B	21363161	21368827	-	21365994	1.0	1.0
gene:TraesCS6B03G0064500	Chr6B	20389866	20392134	+	20391000	Chr6B	21513595	21515863	+	21514729	1.0	1.0
gene:TraesCS6B03G0064700	Chr6B	20408534	20418327	+	20413430	Chr6B	21531455	21541248	+	21536351	1.0	0.999
gene:TraesCS6B03G0064800	Chr6B	20427149	20429657	+	20428403	Chr6B	21549911	21552419	+	21551165	1.0	1.0
gene:TraesCS6B03G0065000	Chr6B	20430039	20433975	-	20432007	Chr6B	21552801	21556739	-	21554770	1.0	0.999
gene:TraesCS6B03G0065100	Chr6B	20512314	20513471	-	20512892	Chr6B	21634924	21636082	-	21635503	1.0	0.999
gene:TraesCS6B03G0065400	Chr6B	20546501	20547743	+	20547122	Chr6B	21669115	21670357	+	21669736	1.0	1.0
gene:TraesCS6B03G0065700	Chr6B	20715922	20716830	-	20716376	Chr6B	21829795	21830703	-	21830249	1.0	1.0
gene:TraesCS6B03G0065800	Chr6B	20739221	20742345	-	20740783	Chr6B	21837051	21840175	-	21838613	1.0	1.0
gene:TraesCS6B03G0066300	Chr6B	20814231	20816681	-	20815456	Chr6B	21911178	21913628	-	21912403	1.0	1.0
gene:TraesCS6B03G0066400	Chr6B	20910951	20929091	+	20920021	Chr6B	22007929	22026070	+	22016999	1.0	1.0
gene:TraesCS6B03G0066800	Chr6B	20970292	20971927	+	20971109	Chr6B	22066947	22068582	+	22067764	1.0	0.999
gene:TraesCS6B03G0067000	Chr6B	21014532	21018710	+	21016621	Chr6B	22112497	22116675	+	22114586	1.0	1.0
gene:TraesCS6B03G0067300	Chr6B	21031108	21035779	+	21033443	Chr6B	22129074	22133775	+	22131424	1.0	0.969
gene:TraesCS6B03G0067500	Chr6B	21058476	21058988	-	21058732	Chr6B	22156471	22156983	-	22156727	1.0	1.0
gene:TraesCS6B03G0067800	Chr6B	21150018	21150546	-	21150282	Chr6B	22248001	22248529	-	22248265	1.0	0.996
gene:TraesCS6B03G0067900	Chr6B	21153256	21153654	-	21153455	Chr6B	22336009	22336407	-	22336208	1.0	1.0
gene:TraesCS6B03G0068100	Chr6B	21163414	21165123	-	21164268	Chr6B	22346164	22347873	-	22347018	1.0	1.0
gene:TraesCS6B03G0068200	Chr6B	21179445	21184616	+	21182030	Chr6B	22362195	22367366	+	22364780	1.0	0.999
gene:TraesCS6B03G0068400	Chr6B	21238179	21244392	+	21241285	Chr6B	22484413	22490626	+	22487519	1.0	1.0
gene:TraesCS6B03G0068600	Chr6B	21256700	21256930	+	21256815	Chr6B	22502936	22503166	+	22503051	1.0	1.0
gene:TraesCS6B03G0069000	Chr6B	21278007	21281519	+	21279763	Chr6B	22524229	22527740	+	22525984	1.0	1.0
gene:TraesCS6B03G0069200	Chr6B	21312367	21314110	-	21313238	Chr6B	22558599	22560342	-	22559470	1.0	0.998
gene:TraesCS6B03G0069400	Chr6B	21394834	21398210	+	21396522	Chr6B	22641080	22644456	+	22642768	1.0	1.0
gene:TraesCS6B03G0069500	Chr6B	21412753	21412983	-	21412868	Chr6B	22659013	22659243	-	22659128	1.0	1.0
gene:TraesCS6B03G0070000	Chr6B	21466796	21467449	-	21467122	Chr6B	22715401	22716054	-	22715727	1.0	1.0
gene:TraesCS6B03G0071000	Chr6B	21604832	21608131	+	21606481	Chr6B	22853428	22856727	+	22855077	1.0	1.0
gene:TraesCS6B03G0071100	Chr6B	21610925	21611248	-	21611086	Chr6B	22859521	22859844	-	22859682	1.0	1.0
gene:TraesCS6B03G0071500	Chr6B	21656907	21660426	-	21658666	Chr6B	22905236	22908755	-	22906995	1.0	1.0
gene:TraesCS6B03G0071700	Chr6B	21667195	21670449	-	21668822	Chr6B	22915256	22918510	-	22916883	1.0	0.999
gene:TraesCS6B03G0071900	Chr6B	21740810	21745413	-	21743111	Chr6B	22988926	22993529	-	22991227	1.0	1.0
gene:TraesCS6B03G0072100	Chr6B	21751421	21751849	-	21751635	Chr6B	22999537	22999965	-	22999751	1.0	0.997
gene:TraesCS6B03G0073000	Chr6B	21759336	21759559	+	21759447	Chr6B	23007452	23007675	+	23007563	1.0	1.0
gene:TraesCS6B03G0073600	Chr6B	21823252	21828355	+	21825803	Chr6B	23071359	23076462	+	23073910	1.0	1.0
gene:TraesCS6B03G0073700	Chr6B	21847324	21849373	+	21848348	Chr6B	23095473	23097522	+	23096497	1.0	1.0
gene:TraesCS6B03G0073800	Chr6B	21855324	21861184	-	21858254	Chr6B	23103477	23109337	-	23106407	1.0	1.0
gene:TraesCS6B03G0073900	Chr6B	21863357	21867570	-	21865463	Chr6B	23111510	23115723	-	23113616	1.0	1.0
gene:TraesCS6B03G0074200	Chr6B	21945621	21946493	-	21946057	Chr6B	23193766	23194638	-	23194202	1.0	1.0
gene:TraesCS6B03G0074300	Chr6B	21951489	21953984	-	21952736	Chr6B	23199662	23202157	-	23200909	1.0	1.0
gene:TraesCS6B03G0074600	Chr6B	22127034	22129273	+	22128153	Chr6B	23397089	23399328	+	23398208	1.0	1.0
gene:TraesCS6B03G0074700	Chr6B	22132664	22135617	+	22134140	Chr6B	23402729	23405682	+	23404205	1.0	1.0
gene:TraesCS6B03G0074900	Chr6B	22203342	22205615	+	22204478	Chr6B	23473411	23475684	+	23474547	1.0	1.0
