gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity
gene:TraesCS3D03G0003900	Chr3D	935901	941009	+	938455	Chr3D	1288359	1293467	+	1290913	1.0	1.0
gene:TraesCS3D03G0004000	Chr3D	946485	948516	+	947500	Chr3D	1298957	1300988	+	1299972	1.0	1.0
gene:TraesCS3D03G0004100	Chr3D	1003700	1005908	+	1004804	Chr3D	1356209	1358417	+	1357313	1.0	1.0
gene:TraesCS3D03G0004700	Chr3D	1033659	1036001	+	1034830	Chr3D	1385595	1387937	+	1386766	1.0	1.0
gene:TraesCS3D03G0004900	Chr3D	1138223	1138747	-	1138485	Chr3D	1490198	1490722	-	1490460	1.0	1.0
gene:TraesCS3D03G0005000	Chr3D	1157913	1158474	-	1158193	Chr3D	1509876	1510437	-	1510156	1.0	1.0
gene:TraesCS3D03G0005100	Chr3D	1161614	1161970	-	1161792	Chr3D	1513585	1513941	-	1513763	1.0	1.0
gene:TraesCS3D03G0005200	Chr3D	1190842	1191189	-	1191015	Chr3D	1542821	1543168	-	1542994	1.0	1.0
gene:TraesCS3D03G0005300	Chr3D	1192861	1193316	-	1193088	Chr3D	1544840	1545295	-	1545067	1.0	1.0
gene:TraesCS3D03G0005400	Chr3D	1281513	1290345	-	1285929	Chr3D	1632466	1641351	-	1636908	1.0	0.999
gene:TraesCS3D03G0005700	Chr3D	1306177	1308940	+	1307558	Chr3D	1657183	1659946	+	1658564	1.0	1.0
gene:TraesCS3D03G0005800	Chr3D	1311820	1319448	-	1315634	Chr3D	1662826	1670453	-	1666639	1.0	1.0
gene:TraesCS3D03G0006000	Chr3D	1438099	1438536	+	1438317	Chr3D	1789224	1789661	+	1789442	1.0	1.0
gene:TraesCS3D03G0006100	Chr3D	1442015	1445174	+	1443594	Chr3D	1793135	1796295	+	1794715	1.0	1.0
gene:TraesCS3D03G0006200	Chr3D	1445437	1445859	+	1445648	Chr3D	1796558	1796980	+	1796769	1.0	1.0
gene:TraesCS3D03G0006300	Chr3D	1454041	1455036	+	1454538	Chr3D	1805142	1806137	+	1805639	1.0	1.0
gene:TraesCS3D03G0006400	Chr3D	1456044	1459329	+	1457686	Chr3D	1807148	1810433	+	1808790	1.0	0.995
gene:TraesCS3D03G0006500	Chr3D	1492135	1493450	-	1492792	Chr3D	1843290	1844605	-	1843947	1.0	1.0
gene:TraesCS3D03G0007100	Chr3D	1528154	1536879	+	1532516	Chr3D	1879013	1887738	+	1883375	1.0	1.0
gene:TraesCS3D03G0008200	Chr3D	1597665	1598401	-	1598033	Chr3D	1948517	1949253	-	1948885	1.0	1.0
gene:TraesCS3D03G0008300	Chr3D	1599656	1600469	-	1600062	Chr3D	1950508	1951321	-	1950914	1.0	1.0
gene:TraesCS3D03G0008600	Chr3D	1634647	1635048	+	1634847	Chr3D	1985605	1986006	+	1985805	1.0	1.0
gene:TraesCS3D03G0008700	Chr3D	1640311	1640715	+	1640513	Chr3D	1991265	1991669	+	1991467	1.0	0.997
gene:TraesCS3D03G0008900	Chr3D	1650019	1650432	+	1650225	Chr3D	2000973	2001386	+	2001179	1.0	1.0
gene:TraesCS3D03G0009200	Chr3D	1663003	1663416	+	1663209	Chr3D	2013975	2014388	+	2014181	1.0	1.0
gene:TraesCS3D03G0009300	Chr3D	1666794	1667266	+	1667030	Chr3D	2017767	2018239	+	2018003	1.0	1.0
gene:TraesCS3D03G0009500	Chr3D	1703702	1704112	+	1703907	Chr3D	2054683	2055093	+	2054888	1.0	1.0
gene:TraesCS3D03G0009700	Chr3D	1710714	1711334	+	1711024	Chr3D	2061697	2062317	+	2062007	1.0	0.998
gene:TraesCS3D03G0009800	Chr3D	1743259	1753813	+	1748536	Chr3D	2094244	2104798	+	2099521	1.0	1.0
gene:TraesCS3D03G0009900	Chr3D	1754612	1755127	+	1754869	Chr3D	2105597	2106112	+	2105854	1.0	1.0
gene:TraesCS3D03G0010000	Chr3D	1755449	1757937	+	1756693	Chr3D	2106434	2108922	+	2107678	1.0	1.0
gene:TraesCS3D03G0010200	Chr3D	1762394	1764826	-	1763610	Chr3D	2113379	2115652	-	2114515	1.0	1.0
gene:TraesCS3D03G0010400	Chr3D	1805922	1810130	-	1808026	Chr3D	2156746	2160952	-	2158849	1.0	1.0
gene:TraesCS3D03G0010800	Chr3D	1859508	1860115	+	1859811	Chr3D	2210358	2210965	+	2210661	1.0	1.0
gene:TraesCS3D03G0010900	Chr3D	1910403	1912311	+	1911357	Chr3D	2261227	2263135	+	2262181	1.0	1.0
gene:TraesCS3D03G0011300	Chr3D	1978580	1986420	+	1982500	Chr3D	2329417	2337259	+	2333338	1.0	1.0
gene:TraesCS3D03G0011500	Chr3D	2010145	2011606	-	2010875	Chr3D	2360977	2362438	-	2361707	1.0	1.0
gene:TraesCS3D03G0011600	Chr3D	2017247	2017954	-	2017600	Chr3D	2368079	2368786	-	2368432	1.0	1.0
gene:TraesCS3D03G0011800	Chr3D	2026973	2028527	+	2027750	Chr3D	2377818	2379372	+	2378595	1.0	1.0
gene:TraesCS3D03G0012000	Chr3D	2053716	2054928	-	2054322	Chr3D	2404574	2405786	-	2405180	1.0	1.0
gene:TraesCS3D03G0012100	Chr3D	2127753	2133721	+	2130737	Chr3D	2479411	2484197	+	2481804	0.911	0.911
gene:TraesCS3D03G0012200	Chr3D	2136778	2137941	+	2137359	Chr3D	2487254	2488417	+	2487835	1.0	1.0
gene:TraesCS3D03G0012400	Chr3D	2149067	2150912	-	2149989	Chr3D	2499338	2501184	-	2500261	1.0	0.999
gene:TraesCS3D03G0012500	Chr3D	2154098	2155753	-	2154925	Chr3D	2504370	2506025	-	2505197	1.0	1.0
gene:TraesCS3D03G0012600	Chr3D	2162896	2166424	+	2164660	Chr3D	2513168	2516696	+	2514932	1.0	1.0
gene:TraesCS3D03G0013200	Chr3D	2238841	2242333	-	2240587	Chr3D	3718860	3722352	+	3720606	1.0	0.999
gene:TraesCS3D03G0013300	Chr3D	2257630	2259555	+	2258592	Chr3D	3701624	3703552	-	3702588	1.0	0.995
gene:TraesCS3D03G0013600	Chr3D	2262089	2264237	+	2263163	Chr3D	3696942	3699090	-	3698016	1.0	1.0
gene:TraesCS3D03G0013700	Chr3D	2288946	2291244	+	2290095	Chr3D	3669937	3672235	-	3671086	1.0	1.0
gene:TraesCS3D03G0013800	Chr3D	2294788	2295291	+	2295039	Chr3D	3665890	3666393	-	3666141	1.0	1.0
gene:TraesCS3D03G0014000	Chr3D	2398280	2400277	+	2399278	Chr3D	3560854	3562851	-	3561852	1.0	1.0
gene:TraesCS3D03G0014600	Chr3D	2552601	2554386	+	2553493	Chr3D	3406691	3408476	-	3407583	1.0	0.999
gene:TraesCS3D03G0014700	Chr3D	2560435	2562487	-	2561461	Chr3D	3398590	3400642	+	3399616	1.0	1.0
gene:TraesCS3D03G0014900	Chr3D	2583351	2584671	+	2584011	Chr3D	3376398	3377706	-	3377052	0.99	0.99
gene:TraesCS3D03G0015000	Chr3D	2600829	2601799	+	2601314	Chr3D	3359268	3360238	-	3359753	1.0	1.0
gene:TraesCS3D03G0015300	Chr3D	2617340	2619344	-	2618342	Chr3D	3341725	3343728	+	3342726	1.0	0.999
gene:TraesCS3D03G0015800	Chr3D	2700272	2701546	+	2700909	Chr3D	3326371	3327645	-	3327008	1.0	1.0
gene:TraesCS3D03G0016100	Chr3D	2774139	2784069	-	2779104	Chr3D	3243816	3253748	+	3248782	1.0	1.0
gene:TraesCS3D03G0016200	Chr3D	2786027	2787151	-	2786589	Chr3D	3240734	3241858	+	3241296	1.0	1.0
gene:TraesCS3D03G0016400	Chr3D	2878039	2879731	+	2878885	Chr3D	3148155	3149847	-	3149001	1.0	1.0
gene:TraesCS3D03G0016800	Chr3D	2943292	2945097	-	2944194	Chr3D	3088340	3090145	+	3089242	1.0	1.0
gene:TraesCS3D03G0016900	Chr3D	2965361	2969762	+	2967561	Chr3D	3063688	3068090	-	3065889	1.0	0.999
gene:TraesCS3D03G0017100	Chr3D	3024974	3029545	+	3027259	Chr3D	3003890	3008461	-	3006175	1.0	1.0
gene:TraesCS3D03G0017200	Chr3D	3040446	3042139	-	3041292	Chr3D	2991296	2992989	+	2992142	1.0	1.0
gene:TraesCS3D03G0017300	Chr3D	3048907	3051705	+	3050306	Chr3D	2981730	2984528	-	2983129	1.0	1.0
gene:TraesCS3D03G0017400	Chr3D	3116522	3120868	+	3118695	Chr3D	2912768	2917114	-	2914941	1.0	1.0
gene:TraesCS3D03G0017500	Chr3D	3124047	3124545	-	3124296	Chr3D	2909091	2909589	+	2909340	1.0	1.0
gene:TraesCS3D03G0017900	Chr3D	3185368	3186843	-	3186105	Chr3D	2846232	2847707	+	2846969	1.0	0.997
gene:TraesCS3D03G0019200	Chr3D	3384909	3385563	+	3385236	Chr3D	2705251	2705915	-	2705583	0.989	0.968
gene:TraesCS3D03G0019300	Chr3D	3396088	3398473	-	3397280	Chr3D	2699161	2701545	+	2700353	1.0	0.991
gene:TraesCS3D03G0019400	Chr3D	3412818	3414283	+	3413550	Chr3D	2663244	2664732	-	2663988	1.0	0.992
gene:TraesCS3D03G0019500	Chr3D	3414637	3415780	+	3415208	Chr3D	2661751	2662896	-	2662323	1.0	0.987
gene:TraesCS3D03G0019900	Chr3D	3512636	3514159	+	3513397	Chr3D	2604869	2606392	-	2605630	1.0	0.998
gene:TraesCS3D03G0020000	Chr3D	3546869	3547792	+	3547330	Chr3D	2589005	2589927	-	2589466	1.0	0.982
gene:TraesCS3D03G0020300	Chr3D	3575256	3575879	-	3575567	Chr3D	2565641	2566264	+	2565952	1.0	0.998
gene:TraesCS3D03G0020400	Chr3D	3578221	3578589	+	3578405	Chr3D	2559529	2559918	-	2559723	1.0	0.916
gene:TraesCS3D03G0020900	Chr3D	3975249	3979260	-	3977254	Chr3D	4336027	4340036	-	4338031	1.0	0.982
gene:TraesCS3D03G0021000	Chr3D	3997940	3998751	-	3998345	Chr3D	4346866	4347678	-	4347272	1.0	0.975
gene:TraesCS3D03G0021100	Chr3D	3999469	4000474	+	3999971	Chr3D	4348396	4349401	+	4348898	1.0	0.982
gene:TraesCS3D03G0021200	Chr3D	4031672	4032662	-	4032167	Chr3D	4359232	4360222	-	4359727	1.0	0.993
gene:TraesCS3D03G0021300	Chr3D	4033298	4034189	+	4033743	Chr3D	4360800	4361680	+	4361240	0.985	0.931
gene:TraesCS3D03G0021400	Chr3D	4053385	4056293	-	4054839	Chr3D	4367880	4370815	-	4369347	1.0	0.993
gene:TraesCS3D03G0021500	Chr3D	4059067	4062689	-	4060878	Chr3D	4374104	4377726	-	4375915	1.0	0.995
gene:TraesCS3D03G0021600	Chr3D	4061948	4065524	+	4063736	Chr3D	4376985	4380561	+	4378773	1.0	0.993
gene:TraesCS3D03G0021800	Chr3D	4098245	4099227	+	4098736	Chr3D	4406951	4407933	+	4407442	1.0	0.99
gene:TraesCS3D03G0021900	Chr3D	4120743	4121812	+	4121277	Chr3D	4461755	4462784	+	4462269	0.932	0.921
gene:TraesCS3D03G0022000	Chr3D	4125165	4126281	+	4125723	Chr3D	4466141	4467320	+	4466730	0.967	0.935
gene:TraesCS3D03G0022100	Chr3D	4152526	4155542	-	4154034	Chr3D	4478659	4481675	-	4480167	1.0	0.988
gene:TraesCS3D03G0022300	Chr3D	4155163	4158552	+	4156857	Chr3D	4481296	4484686	+	4482991	1.0	0.997
gene:TraesCS3D03G0022400	Chr3D	4165437	4168414	-	4166925	Chr3D	4491578	4494554	-	4493066	1.0	0.996
gene:TraesCS3D03G0022500	Chr3D	4172309	4181762	+	4177035	Chr3D	4498450	4507912	+	4503181	1.0	0.997
gene:TraesCS3D03G0022800	Chr3D	4274705	4275732	+	4275218	Chr3D	4594588	4595634	+	4595111	1.0	0.989
gene:TraesCS3D03G0023000	Chr3D	4301512	4303273	+	4302392	Chr3D	4618935	4620761	+	4619848	0.997	0.91
gene:TraesCS3D03G0023200	Chr3D	4339528	4347505	-	4343516	Chr3D	4681307	4689199	-	4685253	0.966	0.917
gene:TraesCS3D03G0023300	Chr3D	4375581	4381618	+	4378599	Chr3D	4717289	4723323	+	4720306	0.995	0.975
gene:TraesCS3D03G0023400	Chr3D	4387252	4391881	+	4389566	Chr3D	4728751	4733378	+	4731064	1.0	0.996
gene:TraesCS3D03G0024300	Chr3D	4468799	4477250	-	4473024	Chr3D	4816953	4825375	-	4821164	0.979	0.954
gene:TraesCS3D03G0024400	Chr3D	4487254	4488429	+	4487841	Chr3D	4840116	4841291	+	4840703	1.0	0.997
gene:TraesCS3D03G0024500	Chr3D	4630318	4631634	+	4630976	Chr3D	4983143	4984459	+	4983801	1.0	0.993
gene:TraesCS3D03G0024800	Chr3D	4798087	4799427	-	4798757	Chr3D	5144499	5145839	-	5145169	1.0	1.0
gene:TraesCS3D03G0025100	Chr3D	4830495	4833579	+	4832037	Chr3D	5176901	5180077	+	5178489	1.0	0.999
gene:TraesCS3D03G0025200	Chr3D	4845352	4845861	-	4845606	Chr3D	5191901	5192410	-	5192155	1.0	1.0
gene:TraesCS3D03G0025900	Chr3D	4928177	4929445	-	4928811	Chr3D	5274703	5275971	-	5275337	1.0	1.0
gene:TraesCS3D03G0026000	Chr3D	4935230	4935895	-	4935562	Chr3D	5281761	5282426	-	5282093	1.0	1.0
gene:TraesCS3D03G0026100	Chr3D	4935908	4937074	-	4936491	Chr3D	5282439	5283605	-	5283022	1.0	1.0
gene:TraesCS3D03G0027200	Chr3D	4983534	4986082	-	4984808	Chr3D	5291279	5293827	-	5292553	1.0	0.998
gene:TraesCS3D03G0027300	Chr3D	4991113	4994395	+	4992754	Chr3D	5298860	5302203	+	5300531	1.0	0.988
gene:TraesCS3D03G0027600	Chr3D	5018773	5020888	+	5019830	Chr3D	5326591	5328706	+	5327648	1.0	1.0
gene:TraesCS3D03G0027900	Chr3D	5123600	5124617	+	5124108	Chr3D	5424486	5425501	+	5424993	0.997	0.997
gene:TraesCS3D03G0028000	Chr3D	5150285	5152919	-	5151602	Chr3D	5451169	5453803	-	5452486	1.0	1.0
gene:TraesCS3D03G0028400	Chr3D	5207240	5211099	+	5209169	Chr3D	5508115	5511974	+	5510044	1.0	0.998
gene:TraesCS3D03G0028500	Chr3D	5218049	5224103	-	5221076	Chr3D	5518939	5525017	-	5521978	1.0	1.0
gene:TraesCS3D03G0028600	Chr3D	5346035	5349635	-	5347835	Chr3D	5646928	5650494	-	5648711	0.995	0.975
gene:TraesCS3D03G0028700	Chr3D	5379183	5382995	-	5381089	Chr3D	5680038	5683850	-	5681944	1.0	1.0
gene:TraesCS3D03G0028800	Chr3D	5384693	5385410	+	5385051	Chr3D	5685547	5686264	+	5685905	1.0	1.0
gene:TraesCS3D03G0029100	Chr3D	5402548	5402835	-	5402691	Chr3D	5726027	5726314	-	5726170	1.0	1.0
gene:TraesCS3D03G0033800	Chr3D	6424052	6425978	-	6425015	Chr3D	5880207	5882133	-	5881170	1.0	1.0
gene:TraesCS3D03G0033900	Chr3D	6428865	6430477	+	6429671	Chr3D	5885020	5886632	+	5885826	1.0	0.999
gene:TraesCS3D03G0034100	Chr3D	6454019	6455576	-	6454797	Chr3D	5910173	5911730	-	5910951	1.0	0.999
gene:TraesCS3D03G0034200	Chr3D	6459248	6460446	-	6459847	Chr3D	5915401	5916599	-	5916000	1.0	1.0
gene:TraesCS3D03G0034300	Chr3D	6464310	6465173	-	6464741	Chr3D	5920465	5921328	-	5920896	1.0	1.0
gene:TraesCS3D03G0034400	Chr3D	6528383	6528670	-	6528526	Chr3D	5984544	5984831	-	5984687	1.0	1.0
gene:TraesCS3D03G0034800	Chr3D	6659972	6665271	+	6662621	Chr3D	6115711	6121010	+	6118360	1.0	0.999
gene:TraesCS3D03G0034900	Chr3D	6674763	6676403	+	6675583	Chr3D	6130502	6132142	+	6131322	1.0	1.0
gene:TraesCS3D03G0035000	Chr3D	6724677	6728276	+	6726476	Chr3D	6179949	6183547	+	6181748	1.0	1.0
gene:TraesCS3D03G0035100	Chr3D	6728459	6731952	-	6730205	Chr3D	6183730	6187223	-	6185476	1.0	1.0
gene:TraesCS3D03G0035200	Chr3D	6736247	6737317	-	6736782	Chr3D	6191519	6192589	-	6192054	1.0	1.0
gene:TraesCS3D03G0035300	Chr3D	6744076	6752258	+	6748167	Chr3D	6199222	6207398	+	6203310	0.998	0.998
gene:TraesCS3D03G0035400	Chr3D	6752843	6753088	+	6752965	Chr3D	6207983	6208228	+	6208105	1.0	1.0
gene:TraesCS3D03G0035600	Chr3D	6859224	6861630	-	6860427	Chr3D	6320506	6322912	-	6321709	1.0	1.0
gene:TraesCS3D03G0035700	Chr3D	6947951	6948541	+	6948246	Chr3D	6409225	6409815	+	6409520	1.0	1.0
gene:TraesCS3D03G0035900	Chr3D	6966063	6967893	+	6966978	Chr3D	6427343	6429173	+	6428258	1.0	1.0
gene:TraesCS3D03G0036100	Chr3D	6969121	6970794	-	6969957	Chr3D	6430401	6432074	-	6431237	1.0	1.0
gene:TraesCS3D03G0036200	Chr3D	6973041	6975568	+	6974304	Chr3D	6434320	6436847	+	6435583	1.0	1.0
gene:TraesCS3D03G0036500	Chr3D	7017167	7018259	+	7017713	Chr3D	6478122	6479214	+	6478668	1.0	1.0
gene:TraesCS3D03G0036700	Chr3D	7020377	7021321	-	7020849	Chr3D	6481332	6482276	-	6481804	1.0	1.0
gene:TraesCS3D03G0036900	Chr3D	7026135	7026917	+	7026526	Chr3D	6486796	6487578	+	6487187	1.0	1.0
gene:TraesCS3D03G0037100	Chr3D	7029142	7032386	-	7030764	Chr3D	6489803	6493047	-	6491425	1.0	1.0
gene:TraesCS3D03G0037400	Chr3D	7087609	7088550	-	7088079	Chr3D	6548058	6548999	-	6548528	1.0	1.0
gene:TraesCS3D03G0037500	Chr3D	7092063	7092587	+	7092325	Chr3D	6552512	6553036	+	6552774	1.0	1.0
gene:TraesCS3D03G0037600	Chr3D	7100495	7105183	-	7102839	Chr3D	6560946	6565634	-	6563290	1.0	1.0
gene:TraesCS3D03G0037900	Chr3D	7120235	7122799	-	7121517	Chr3D	6580577	6583141	-	6581859	1.0	1.0
gene:TraesCS3D03G0038000	Chr3D	7127769	7132579	+	7130174	Chr3D	6587973	6592783	+	6590378	1.0	1.0
gene:TraesCS3D03G0038200	Chr3D	7163467	7166630	+	7165048	Chr3D	6631284	6634164	+	6632724	1.0	1.0
gene:TraesCS3D03G0038500	Chr3D	7169943	7171604	+	7170773	Chr3D	6637477	6639138	+	6638307	1.0	1.0
gene:TraesCS3D03G0038600	Chr3D	7175330	7176971	+	7176150	Chr3D	6642864	6644505	+	6643684	1.0	1.0
gene:TraesCS3D03G0038800	Chr3D	7179334	7183356	+	7181345	Chr3D	6646687	6650709	+	6648698	1.0	1.0
gene:TraesCS3D03G0039000	Chr3D	7183880	7184701	-	7184290	Chr3D	6651233	6652054	-	6651643	1.0	1.0
gene:TraesCS3D03G0039200	Chr3D	7217237	7225137	+	7221187	Chr3D	6684453	6692351	+	6688402	1.0	1.0
gene:TraesCS3D03G0039300	Chr3D	7226047	7227533	+	7226790	Chr3D	6693261	6694747	+	6694004	1.0	1.0
gene:TraesCS3D03G0039400	Chr3D	7228566	7240939	-	7234752	Chr3D	6695780	6707978	-	6701879	1.0	1.0
gene:TraesCS3D03G0039500	Chr3D	7241582	7242961	-	7242271	Chr3D	6708621	6710000	-	6709310	1.0	1.0
gene:TraesCS3D03G0039600	Chr3D	7251751	7252314	+	7252032	Chr3D	6718685	6719248	+	6718966	1.0	1.0
gene:TraesCS3D03G0039700	Chr3D	7254664	7266601	-	7260632	Chr3D	6721130	6733067	-	6727098	1.0	1.0
gene:TraesCS3D03G0040000	Chr3D	7285215	7288674	-	7286944	Chr3D	6751485	6754941	-	6753213	0.998	0.998
gene:TraesCS3D03G0040200	Chr3D	7334462	7338445	+	7336453	Chr3D	6800410	6804393	+	6802401	1.0	1.0
gene:TraesCS3D03G0040400	Chr3D	7403155	7409310	+	7406232	Chr3D	6869280	6875436	+	6872358	1.0	1.0
gene:TraesCS3D03G0040700	Chr3D	7418373	7421201	-	7419787	Chr3D	6884501	6887329	-	6885915	1.0	1.0
gene:TraesCS3D03G0040800	Chr3D	7427458	7427712	-	7427585	Chr3D	6893586	6893840	-	6893713	1.0	1.0
gene:TraesCS3D03G0040900	Chr3D	7429965	7433037	+	7431501	Chr3D	6896081	6899153	+	6897617	1.0	1.0
gene:TraesCS3D03G0041000	Chr3D	7493463	7498234	-	7495848	Chr3D	6959578	6964349	-	6961963	1.0	1.0
gene:TraesCS3D03G0041300	Chr3D	7522839	7527760	+	7525299	Chr3D	6988965	6993886	+	6991425	1.0	1.0
gene:TraesCS3D03G0041400	Chr3D	7549339	7550922	+	7550130	Chr3D	7015551	7017134	+	7016342	1.0	0.999
gene:TraesCS3D03G0041800	Chr3D	7585847	7589830	+	7587838	Chr3D	7052064	7056047	+	7054055	1.0	0.999
gene:TraesCS3D03G0041900	Chr3D	7590335	7591628	+	7590981	Chr3D	7056552	7057845	+	7057198	1.0	0.999
gene:TraesCS3D03G0042300	Chr3D	7601444	7609251	-	7605347	Chr3D	7067659	7075465	-	7071562	1.0	1.0
gene:TraesCS3D03G0042400	Chr3D	7690390	7691435	+	7690912	Chr3D	7155878	7156923	+	7156400	1.0	1.0
gene:TraesCS3D03G0043300	Chr3D	8138893	8140566	+	8139729	Chr3D	7604933	7606606	+	7605769	1.0	1.0
gene:TraesCS3D03G0043500	Chr3D	8239258	8242083	+	8240670	Chr3D	7702931	7705756	+	7704343	1.0	1.0
gene:TraesCS3D03G0043600	Chr3D	8277487	8280089	+	8278788	Chr3D	7741221	7743823	+	7742522	1.0	1.0
gene:TraesCS3D03G0043700	Chr3D	8320259	8321415	+	8320837	Chr3D	7782504	7783660	+	7783082	1.0	1.0
gene:TraesCS3D03G0043900	Chr3D	8328071	8333098	-	8330584	Chr3D	7790317	7795344	-	7792830	1.0	1.0
gene:TraesCS3D03G0044100	Chr3D	8356379	8357707	+	8357043	Chr3D	7818617	7819945	+	7819281	1.0	1.0
gene:TraesCS3D03G0044200	Chr3D	8372701	8373950	+	8373325	Chr3D	7834943	7836192	+	7835567	1.0	1.0
gene:TraesCS3D03G0044300	Chr3D	8426587	8429482	+	8428034	Chr3D	7888838	7891733	+	7890285	1.0	1.0
gene:TraesCS3D03G0044600	Chr3D	8487360	8497127	-	8492243	Chr3D	7949608	7959379	-	7954493	1.0	1.0
gene:TraesCS3D03G0044700	Chr3D	8505458	8522068	-	8513763	Chr3D	7967732	7984343	-	7976037	1.0	1.0
gene:TraesCS3D03G0045000	Chr3D	8552322	8561666	+	8556994	Chr3D	8014593	8023937	+	8019265	1.0	1.0
gene:TraesCS3D03G0045300	Chr3D	8683024	8688361	-	8685692	Chr3D	8145317	8150654	-	8147985	1.0	1.0
gene:TraesCS3D03G0045500	Chr3D	8812791	8813102	-	8812946	Chr3D	8275132	8275443	-	8275287	1.0	1.0
gene:TraesCS3D03G0045600	Chr3D	8820162	8829812	-	8824987	Chr3D	8282489	8292137	-	8287313	0.999	0.999
gene:TraesCS3D03G0045700	Chr3D	8832917	8833534	-	8833225	Chr3D	8295244	8295861	-	8295552	1.0	1.0
gene:TraesCS3D03G0045800	Chr3D	8837581	8838578	+	8838079	Chr3D	8299908	8300905	+	8300406	1.0	1.0
gene:TraesCS3D03G0046000	Chr3D	8866479	8868089	+	8867284	Chr3D	8328800	8330410	+	8329605	1.0	0.999
gene:TraesCS3D03G0046200	Chr3D	8890606	8892415	+	8891510	Chr3D	8352931	8354740	+	8353835	1.0	1.0
gene:TraesCS3D03G0046300	Chr3D	8905756	8907633	+	8906694	Chr3D	8368081	8369958	+	8369019	1.0	1.0
gene:TraesCS3D03G0046500	Chr3D	8914290	8915894	+	8915092	Chr3D	8376615	8378219	+	8377417	1.0	1.0
gene:TraesCS3D03G0046800	Chr3D	8949746	8953588	-	8951667	Chr3D	8412043	8415885	-	8413964	1.0	1.0
gene:TraesCS3D03G0047200	Chr3D	9040120	9042595	-	9041357	Chr3D	8502312	8504961	-	8503636	1.0	1.0
gene:TraesCS3D03G0047300	Chr3D	9045663	9046706	+	9046184	Chr3D	8508020	8509063	+	8508541	1.0	1.0
gene:TraesCS3D03G0047400	Chr3D	9067415	9071466	+	9069440	Chr3D	8529789	8533883	+	8531836	1.0	1.0
gene:TraesCS3D03G0047500	Chr3D	9090174	9091806	+	9090990	Chr3D	8552569	8554201	+	8553385	1.0	1.0
gene:TraesCS3D03G0047600	Chr3D	9094624	9095960	+	9095292	Chr3D	8557026	8558362	+	8557694	1.0	1.0
gene:TraesCS3D03G0047800	Chr3D	9103707	9104725	-	9104216	Chr3D	8566103	8567121	-	8566612	1.0	1.0
gene:TraesCS3D03G0048000	Chr3D	9171904	9173677	+	9172790	Chr3D	8634317	8636090	+	8635203	1.0	1.0
gene:TraesCS3D03G0048100	Chr3D	9216227	9217955	+	9217091	Chr3D	8678663	8680391	+	8679527	1.0	1.0
