gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	3375615	3376337	+	3375976	0.995	0.995
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	3374180	3375431	+	3374805	1.0	0.991
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	3357274	3360271	-	3358772	0.989	0.986
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	2898084	2898716	+	2898400	1.0	0.979
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	2870376	2872094	+	2871235	0.991	0.935
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	2728819	2730384	-	2729601	0.991	0.968
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	2720273	2722084	+	2721178	1.0	0.995
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	2602633	2608878	-	2605755	0.994	0.991
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	2598470	2602244	-	2600357	0.999	0.992
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	2595537	2595932	-	2595734	1.0	0.992
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	2594956	2595436	-	2595196	1.0	0.989
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	2590436	2593573	-	2592004	0.999	0.995
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	2587804	2589023	-	2588413	0.999	0.986
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	2577161	2583121	-	2580141	1.0	0.996
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	2564829	2565775	+	2565302	1.0	0.995
gene:TraesCS6A03G0050400	Chr6A	12818166	12818997	-	12818581	Chr6A	8142121	8142960	-	8142540	1.0	0.919
gene:TraesCS6A03G0050900	Chr6A	12958683	12962150	-	12960416	Chr6A	8460533	8463997	-	8462265	1.0	0.995
gene:TraesCS6A03G0051000	Chr6A	12972559	12975757	-	12974158	Chr6A	8473412	8476611	-	8475011	1.0	0.993
gene:TraesCS6A03G0051100	Chr6A	12991754	12995043	-	12993398	Chr6A	8484802	8488107	-	8486454	0.999	0.991
gene:TraesCS6A03G0051200	Chr6A	13081851	13084351	-	13083101	Chr6A	8597132	8599630	-	8598381	0.998	0.991
gene:TraesCS6A03G0051500	Chr6A	13167817	13168656	-	13168236	Chr6A	8610219	8611058	-	8610638	1.0	0.996
gene:TraesCS6A03G0051800	Chr6A	13185126	13189047	-	13187086	Chr6A	8627764	8631689	-	8629726	1.0	0.992
gene:TraesCS6A03G0051900	Chr6A	13191572	13192475	-	13192023	Chr6A	8633691	8634594	-	8634142	1.0	0.99
gene:TraesCS6A03G0052000	Chr6A	13240709	13241887	-	13241298	Chr6A	8683465	8684643	-	8684054	1.0	0.968
gene:TraesCS6A03G0052200	Chr6A	13283523	13286022	-	13284772	Chr6A	8741033	8743532	-	8742282	1.0	0.986
gene:TraesCS6A03G0052500	Chr6A	13363237	13365679	+	13364458	Chr6A	8830357	8832797	+	8831577	1.0	0.999
gene:TraesCS6A03G0052800	Chr6A	13452977	13456276	+	13454626	Chr6A	9007532	9010834	+	9009183	1.0	0.989
gene:TraesCS6A03G0052900	Chr6A	13475508	13477544	+	13476526	Chr6A	9025247	9027283	+	9026265	1.0	0.995
gene:TraesCS6A03G0053100	Chr6A	13514651	13516894	-	13515772	Chr6A	9133192	9135440	-	9134316	1.0	0.995
gene:TraesCS6A03G0053200	Chr6A	13528644	13530113	+	13529378	Chr6A	9251328	9252797	+	9252062	1.0	0.997
gene:TraesCS6A03G0053400	Chr6A	13624192	13624894	+	13624543	Chr6A	9466742	9467465	+	9467103	1.0	0.96
gene:TraesCS6A03G0053800	Chr6A	13679229	13683414	+	13681321	Chr6A	9534799	9539057	+	9536928	1.0	0.973
gene:TraesCS6A03G0053900	Chr6A	13684327	13686423	-	13685375	Chr6A	9539975	9541964	-	9540969	1.0	0.995
gene:TraesCS6A03G0054100	Chr6A	13708034	13709236	+	13708635	Chr6A	9565456	9566700	+	9566078	1.0	0.954
gene:TraesCS6A03G0054700	Chr6A	13779362	13787511	+	13783436	Chr6A	9748391	9756540	+	9752465	1.0	0.998
gene:TraesCS6A03G0055000	Chr6A	13814362	13814901	+	13814631	Chr6A	9779495	9780034	+	9779764	1.0	0.992
gene:TraesCS6A03G0055200	Chr6A	13825479	13827181	-	13826330	Chr6A	9792579	9794280	-	9793429	0.999	0.988
gene:TraesCS6A03G0055300	Chr6A	13865987	13874288	+	13870137	Chr6A	9832918	9841222	+	9837070	0.994	0.985
gene:TraesCS6A03G0055400	Chr6A	13981660	13983240	+	13982450	Chr6A	9926483	9928062	+	9927272	1.0	0.996
gene:TraesCS6A03G0055600	Chr6A	14017545	14019339	-	14018442	Chr6A	9949284	9951078	-	9950181	1.0	0.994
gene:TraesCS6A03G0056000	Chr6A	14228359	14230494	-	14229426	Chr6A	10110767	10112893	-	10111830	0.994	0.992
gene:TraesCS6A03G0056100	Chr6A	14249390	14250855	+	14250122	Chr6A	10131778	10133243	+	10132510	1.0	0.998
gene:TraesCS6A03G0056500	Chr6A	14282648	14284420	-	14283534	Chr6A	10165865	10167637	-	10166751	1.0	0.998
gene:TraesCS6A03G0056700	Chr6A	14340565	14341448	+	14341006	Chr6A	10223874	10224759	+	10224316	1.0	0.995
gene:TraesCS6A03G0056800	Chr6A	14349724	14350977	-	14350350	Chr6A	10233062	10234315	-	10233688	1.0	1.0
gene:TraesCS6A03G0056900	Chr6A	14397194	14407207	+	14402200	Chr6A	10280556	10290570	+	10285563	1.0	1.0
gene:TraesCS6A03G0057300	Chr6A	14450508	14454908	+	14452708	Chr6A	10333618	10337986	+	10335802	0.967	0.966
gene:TraesCS6A03G0057400	Chr6A	14454995	14455537	-	14455266	Chr6A	10338073	10338616	-	10338344	1.0	0.998
gene:TraesCS6A03G0057600	Chr6A	14458904	14468241	-	14463572	Chr6A	10341993	10351335	-	10346664	1.0	0.999
gene:TraesCS6A03G0058400	Chr6A	14779983	14783826	-	14781904	Chr6A	10667309	10671152	-	10669230	1.0	1.0
gene:TraesCS6A03G0058600	Chr6A	14830104	14830397	+	14830250	Chr6A	10717840	10718133	+	10717986	1.0	1.0
gene:TraesCS6A03G0058900	Chr6A	14899043	14900702	-	14899872	Chr6A	10786791	10788450	-	10787620	1.0	0.999
gene:TraesCS6A03G0059200	Chr6A	15055580	15060784	+	15058182	Chr6A	10941179	10946385	+	10943782	1.0	1.0
gene:TraesCS6A03G0059300	Chr6A	15060851	15063542	-	15062196	Chr6A	10946452	10949143	-	10947797	1.0	0.999
gene:TraesCS6A03G0060100	Chr6A	15129564	15133643	+	15131603	Chr6A	11017653	11025611	+	11021632	1.0	0.995
gene:TraesCS6A03G0060400	Chr6A	15201260	15204515	-	15202887	Chr6A	11077040	11080221	-	11078630	1.0	0.991
gene:TraesCS6A03G0061600	Chr6A	15362392	15362748	-	15362570	Chr6A	11223517	11223873	-	11223695	1.0	0.991
gene:TraesCS6A03G0061900	Chr6A	15379189	15386500	-	15382844	Chr6A	11249262	11256338	-	11252800	0.948	0.944
gene:TraesCS6A03G0062800	Chr6A	15629350	15629748	-	15629549	Chr6A	11507664	11508062	-	11507863	1.0	0.992
gene:TraesCS6A03G0063600	Chr6A	15779174	15781136	+	15780155	Chr6A	11648268	11650230	+	11649249	1.0	0.997
gene:TraesCS6A03G0064100	Chr6A	15829832	15833319	-	15831575	Chr6A	11706713	11710200	-	11708456	1.0	0.996
gene:TraesCS6A03G0064200	Chr6A	15846169	15850188	+	15848178	Chr6A	11733894	11737883	+	11735888	1.0	0.997
gene:TraesCS6A03G0064300	Chr6A	15850860	15855023	-	15852941	Chr6A	11738555	11742718	-	11740636	1.0	0.998
gene:TraesCS6A03G0064400	Chr6A	15863127	15863910	+	15863518	Chr6A	11750835	11751617	+	11751226	1.0	1.0
gene:TraesCS6A03G0064500	Chr6A	15866698	15868311	+	15867504	Chr6A	11754459	11756072	+	11755265	1.0	0.996
gene:TraesCS6A03G0065000	Chr6A	15959763	15961013	+	15960388	Chr6A	11851320	11852554	+	11851937	0.987	0.984
gene:TraesCS6A03G0065600	Chr6A	16201072	16204757	-	16202914	Chr6A	12313089	12316913	+	12315001	0.997	0.939
gene:TraesCS6A03G0067700	Chr6A	17077641	17081414	+	17079527	Chr6A	12628023	12631761	+	12629892	0.985	0.963
gene:TraesCS6A03G0067800	Chr6A	17084421	17087543	-	17085982	Chr6A	12661853	12664971	-	12663412	0.998	0.971
gene:TraesCS6A03G0067900	Chr6A	17094375	17097169	+	17095772	Chr6A	12761794	12764376	+	12763085	1.0	0.981
gene:TraesCS6A03G0068000	Chr6A	17098200	17103008	-	17100604	Chr6A	12768728	12774895	-	12771811	1.0	0.973
gene:TraesCS6A03G0068400	Chr6A	17131437	17133122	-	17132279	Chr6A	12741441	12743126	-	12742283	1.0	0.986
gene:TraesCS6A03G0068500	Chr6A	17180912	17183555	+	17182233	Chr6A	12807170	12809817	+	12808493	1.0	0.979
gene:TraesCS6A03G0068800	Chr6A	17216810	17224062	-	17220436	Chr6A	12845010	12852671	-	12848840	0.995	0.947
gene:TraesCS6A03G0069100	Chr6A	17287135	17288629	+	17287882	Chr6A	12909210	12910708	+	12909959	1.0	0.984
gene:TraesCS6A03G0069300	Chr6A	17292536	17295865	-	17294200	Chr6A	12914157	12917483	-	12915820	0.998	0.995
gene:TraesCS6A03G0069700	Chr6A	17324179	17325376	+	17324777	Chr6A	12961782	12962979	+	12962380	1.0	0.998
gene:TraesCS6A03G0069900	Chr6A	17337687	17340433	+	17339060	Chr6A	12970003	12972642	+	12971322	1.0	0.991
gene:TraesCS6A03G0070000	Chr6A	17345243	17346133	-	17345688	Chr6A	12977414	12978304	-	12977859	1.0	0.997
gene:TraesCS6A03G0070400	Chr6A	17366467	17367990	+	17367228	Chr6A	13011764	13013287	+	13012525	1.0	0.998
gene:TraesCS6A03G0070500	Chr6A	17372871	17374394	+	17373632	Chr6A	13019661	13021183	+	13020422	0.999	0.998
gene:TraesCS6A03G0070800	Chr6A	17385877	17387734	+	17386805	Chr6A	13032664	13034521	+	13033592	1.0	0.999
gene:TraesCS6A03G0070900	Chr6A	17394413	17396290	+	17395351	Chr6A	13045873	13047750	+	13046811	1.0	0.998
gene:TraesCS6A03G0071000	Chr6A	17403418	17405442	+	17404430	Chr6A	13059850	13061874	+	13060862	1.0	0.997
gene:TraesCS6A03G0071100	Chr6A	17418355	17420060	-	17419207	Chr6A	13067852	13069557	-	13068704	1.0	0.997
gene:TraesCS6A03G0071400	Chr6A	17465908	17466862	+	17466385	Chr6A	13115416	13116370	+	13115893	1.0	0.993
gene:TraesCS6A03G0071500	Chr6A	17500987	17503785	-	17502386	Chr6A	13137645	13140418	-	13139031	0.991	0.97
gene:TraesCS6A03G0071700	Chr6A	17509056	17510216	-	17509636	Chr6A	13149253	13150413	-	13149833	1.0	0.992
gene:TraesCS6A03G0072400	Chr6A	17569377	17571318	-	17570347	Chr6A	13199750	13201667	-	13200708	0.987	0.979
gene:TraesCS6A03G0072500	Chr6A	17571534	17576154	-	17573844	Chr6A	13201883	13206494	-	13204188	1.0	0.992
gene:TraesCS6A03G0072700	Chr6A	17586957	17588927	-	17587942	Chr6A	13284351	13286349	-	13285350	1.0	0.979
gene:TraesCS6A03G0073200	Chr6A	17731870	17733396	-	17732633	Chr6A	13492816	13494342	-	13493579	1.0	0.99
gene:TraesCS6A03G0073300	Chr6A	17858114	17866236	+	17862175	Chr6A	13640363	13648443	+	13644403	0.999	0.989
gene:TraesCS6A03G0073900	Chr6A	18170956	18171270	-	18171113	Chr6A	13783444	13783758	-	13783601	1.0	0.993
gene:TraesCS6A03G0074000	Chr6A	18347544	18349115	+	18348329	Chr6A	13838948	13840521	+	13839734	0.998	0.987
gene:TraesCS6A03G0074100	Chr6A	18367636	18369493	+	18368564	Chr6A	13858684	13860532	+	13859608	0.995	0.987
gene:TraesCS6A03G0074200	Chr6A	18383605	18385464	-	18384534	Chr6A	13888455	13890314	-	13889384	1.0	0.998
gene:TraesCS6A03G0074300	Chr6A	18395679	18397506	-	18396592	Chr6A	13900340	13902167	-	13901253	1.0	0.989
gene:TraesCS6A03G0074400	Chr6A	18408212	18410046	-	18409129	Chr6A	13912873	13914707	-	13913790	1.0	0.995
gene:TraesCS6A03G0074600	Chr6A	18446461	18448024	-	18447242	Chr6A	13942263	13943826	-	13943044	1.0	0.992
gene:TraesCS6A03G0074800	Chr6A	18452129	18453349	-	18452739	Chr6A	13957315	13958535	-	13957925	1.0	0.984
gene:TraesCS6A03G0074900	Chr6A	18457418	18458178	-	18457798	Chr6A	14084514	14085274	-	14084894	1.0	0.986
gene:TraesCS6A03G0075000	Chr6A	18460845	18462495	-	18461670	Chr6A	14086160	14087803	-	14086981	0.993	0.967
gene:TraesCS6A03G0075100	Chr6A	18465397	18469320	-	18467358	Chr6A	14090687	14094613	-	14092650	0.994	0.978
gene:TraesCS6A03G0075200	Chr6A	18470560	18471619	+	18471089	Chr6A	14095918	14097021	+	14096469	0.986	0.903
gene:TraesCS6A03G0075300	Chr6A	18476962	18479289	+	18478125	Chr6A	14100950	14103276	+	14102113	0.999	0.984
gene:TraesCS6A03G0075400	Chr6A	18539909	18541087	+	18540498	Chr6A	14207241	14208419	+	14207830	1.0	0.983
gene:TraesCS6A03G0075700	Chr6A	18570787	18582227	-	18576507	Chr6A	14306283	14317707	-	14311995	0.997	0.996
gene:TraesCS6A03G0075800	Chr6A	18601478	18602342	-	18601910	Chr6A	14328524	14329387	-	14328955	0.998	0.98
gene:TraesCS6A03G0076200	Chr6A	18660688	18661448	-	18661068	Chr6A	14408502	14409260	-	14408881	0.986	0.937
gene:TraesCS6A03G0076300	Chr6A	18663615	18664429	-	18664022	Chr6A	14415909	14416696	-	14416302	0.97	0.901
gene:TraesCS6A03G0076600	Chr6A	18688813	18689739	+	18689276	Chr6A	14575230	14576086	+	14575658	0.987	0.964
gene:TraesCS6A03G0076800	Chr6A	18706400	18707231	+	18706815	Chr6A	14582982	14583812	+	14583397	1.0	0.97
gene:TraesCS6A03G0076900	Chr6A	18710870	18711304	+	18711087	Chr6A	14587498	14587932	+	14587715	1.0	0.977
gene:TraesCS6A03G0077100	Chr6A	18724809	18725778	-	18725293	Chr6A	14677665	14678592	-	14678128	0.952	0.907
gene:TraesCS6A03G0078700	Chr6A	19426729	19427879	+	19427304	Chr6A	14684635	14685784	+	14685209	1.0	0.989
gene:TraesCS6A03G0078900	Chr6A	19555265	19558590	+	19556927	Chr6A	14797064	14799345	+	14798204	0.945	0.919
gene:TraesCS6A03G0079100	Chr6A	19566878	19570150	+	19568514	Chr6A	14805194	14808033	+	14806613	0.999	0.984
gene:TraesCS6A03G0079500	Chr6A	19627704	19628435	+	19628069	Chr6A	14937046	14937774	+	14937410	0.995	0.96
gene:TraesCS6A03G0079600	Chr6A	19664299	19667117	-	19665708	Chr6A	15096301	15099084	-	15097692	0.989	0.95
gene:TraesCS6A03G0080100	Chr6A	19787740	19792123	-	19789931	Chr6A	15256433	15260759	-	15258596	0.99	0.971
gene:TraesCS6A03G0080700	Chr6A	19922335	19929088	-	19925711	Chr6A	17656575	17661565	-	17659070	0.926	0.902
gene:TraesCS6A03G0080800	Chr6A	19935459	19945646	-	19940552	Chr6A	17676313	17686611	-	17681462	1.0	0.993
gene:TraesCS6A03G0081500	Chr6A	19967374	19967598	+	19967486	Chr6A	17737941	17738165	+	17738053	1.0	0.977
gene:TraesCS6A03G0081700	Chr6A	19970291	19971708	-	19970999	Chr6A	17742219	17743634	-	17742926	0.998	0.975
gene:TraesCS6A03G0082800	Chr6A	20375108	20377889	-	20376498	Chr6A	18376251	18379033	-	18377642	0.985	0.951
gene:TraesCS6A03G0083000	Chr6A	20494011	20498845	+	20496428	Chr6A	18438310	18443153	+	18440731	0.999	0.992
gene:TraesCS6A03G0083200	Chr6A	20551347	20553582	-	20552464	Chr6A	18527584	18529728	+	18528656	1.0	0.956
gene:TraesCS6A03G0083500	Chr6A	20722398	20724592	+	20723495	Chr6A	18809533	18811717	+	18810625	0.995	0.975
gene:TraesCS6A03G0083600	Chr6A	20724758	20728311	-	20726534	Chr6A	18811904	18815445	-	18813674	0.999	0.979
gene:TraesCS6A03G0083700	Chr6A	20728694	20733185	+	20730939	Chr6A	18815819	18820143	+	18817981	1.0	0.973
gene:TraesCS6A03G0085200	Chr6A	21203717	21204511	-	21204114	Chr6A	19264755	19265560	-	19265157	1.0	0.963
gene:TraesCS6A03G0085900	Chr6A	21357761	21358327	-	21358044	Chr6A	19373865	19374431	-	19374148	1.0	0.992
gene:TraesCS6A03G0088100	Chr6A	22165707	22166524	-	22166115	Chr6A	19827777	19828594	-	19828185	1.0	0.99
gene:TraesCS6A03G0088700	Chr6A	22276812	22278391	+	22277601	Chr6A	19926269	19927847	+	19927058	0.999	0.972
gene:TraesCS6A03G0089000	Chr6A	22335068	22335943	-	22335505	Chr6A	19967660	19968535	-	19968097	1.0	0.976
gene:TraesCS6A03G0090400	Chr6A	22944034	22944450	+	22944242	Chr6A	20221818	20222234	+	20222026	1.0	0.99
gene:TraesCS6A03G0090900	Chr6A	23143834	23144673	-	23144253	Chr6A	20420547	20421319	-	20420933	0.92	0.9
gene:TraesCS6A03G0093500	Chr6A	23765624	23766929	-	23766276	Chr6A	20877319	20878632	-	20877975	1.0	0.982
gene:TraesCS6A03G0093600	Chr6A	23808125	23808504	+	23808314	Chr6A	20993735	20994116	+	20993925	1.0	0.985
gene:TraesCS6A03G0093800	Chr6A	24078693	24081162	+	24079927	Chr6A	21119199	21121461	+	21120330	0.994	0.97
gene:TraesCS6A03G0094400	Chr6A	24128026	24129207	+	24128616	Chr6A	21183115	21184296	+	21183705	1.0	0.992
gene:TraesCS6A03G0095000	Chr6A	24250300	24251561	-	24250930	Chr6A	21231169	21232430	-	21231799	1.0	0.961
gene:TraesCS6A03G0095100	Chr6A	24257613	24258883	-	24258248	Chr6A	21242084	21243354	-	21242719	1.0	0.97
gene:TraesCS6A03G0096000	Chr6A	24403017	24407044	+	24405030	Chr6A	21389181	21394255	+	21391718	0.985	0.975
gene:TraesCS6A03G0096800	Chr6A	24498686	24513307	-	24505996	Chr6A	21511168	21515200	-	21513184	0.95	0.927
gene:TraesCS6A03G0097100	Chr6A	24585303	24586901	-	24586102	Chr6A	21639543	21641141	-	21640342	1.0	0.984
gene:TraesCS6A03G0097200	Chr6A	24602794	24605222	+	24604008	Chr6A	21646676	21649011	+	21647843	0.961	0.955
gene:TraesCS6A03G0097400	Chr6A	24697318	24699755	+	24698536	Chr6A	21754072	21756494	+	21755283	0.992	0.985
gene:TraesCS6A03G0097500	Chr6A	24739111	24740477	+	24739794	Chr6A	21795253	21796609	+	21795931	0.988	0.965
gene:TraesCS6A03G0097600	Chr6A	24745423	24748728	+	24747075	Chr6A	21804945	21808208	+	21806576	0.986	0.967
gene:TraesCS6A03G0097700	Chr6A	24749855	24751749	-	24750802	Chr6A	21809277	21811186	-	21810231	1.0	0.991
gene:TraesCS6A03G0100000	Chr6A	25075526	25076821	+	25076173	Chr6A	21939797	21941073	+	21940435	0.981	0.907
gene:TraesCS6A03G0100300	Chr6A	25229892	25230737	+	25230314	Chr6A	21941207	21942064	+	21941635	1.0	0.955
gene:TraesCS6A03G0101200	Chr6A	25328185	25331800	+	25329992	Chr6A	22050846	22054483	+	22052664	0.992	0.977
gene:TraesCS6A03G0101300	Chr6A	25332234	25334041	-	25333137	Chr6A	22054918	22056778	-	22055848	0.994	0.971
gene:TraesCS6A03G0101400	Chr6A	25338685	25343277	-	25340981	Chr6A	22166683	22171346	-	22169014	0.965	0.935
gene:TraesCS6A03G0102000	Chr6A	25376115	25379877	+	25377996	Chr6A	22225978	22229742	+	22227860	0.995	0.961
gene:TraesCS6A03G0102100	Chr6A	25384689	25388564	-	25386626	Chr6A	22240901	22245138	-	22243019	0.947	0.915
gene:TraesCS6A03G0102200	Chr6A	25398138	25399949	+	25399043	Chr6A	22312280	22314398	+	22313339	0.996	0.94
gene:TraesCS6A03G0102400	Chr6A	25501213	25509344	+	25505278	Chr6A	22668996	22677122	+	22673059	1.0	0.985
gene:TraesCS6A03G0103900	Chr6A	26107954	26109618	-	26108786	Chr6A	22985049	22986713	-	22985881	1.0	0.97
gene:TraesCS6A03G0104000	Chr6A	26132888	26137057	+	26134972	Chr6A	23001235	23005210	+	23003222	0.988	0.973
gene:TraesCS6A03G0104100	Chr6A	26141247	26144138	-	26142692	Chr6A	23009425	23012410	-	23010917	0.998	0.98
gene:TraesCS6A03G0104300	Chr6A	26153696	26154142	+	26153919	Chr6A	23014487	23014933	+	23014710	1.0	0.966
gene:TraesCS6A03G0104400	Chr6A	26182216	26185681	-	26183948	Chr6A	23030747	23034189	-	23032468	0.965	0.952
gene:TraesCS6A03G0104600	Chr6A	26222598	26229436	+	26226017	Chr6A	23042878	23049945	+	23046411	0.992	0.946
gene:TraesCS6A03G0105900	Chr6A	26367936	26369963	+	26368949	Chr6A	23224885	23227229	+	23226057	1.0	0.996
gene:TraesCS6A03G0106100	Chr6A	26383129	26383386	-	26383257	Chr6A	23246764	23247021	-	23246892	1.0	0.984
gene:TraesCS6A03G0106200	Chr6A	26390635	26393762	+	26392198	Chr6A	23253306	23256435	+	23254870	0.999	0.976
gene:TraesCS6A03G0106300	Chr6A	26398618	26400102	-	26399360	Chr6A	23290034	23291484	-	23290759	0.969	0.946
