gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS3B02G004300	Chr3B	2491979	2493523	+	2492751	Chr3B	3886012	3887544	+	3886778	0.988	0.977	collinear
gene:TraesCS3B02G004400	Chr3B	2504246	2505496	+	2504871	Chr3B	3889881	3891118	+	3890499	0.988	0.977	collinear
gene:TraesCS3B02G004600	Chr3B	2511286	2514918	+	2513102	Chr3B	3896714	3900341	+	3898527	1.0	0.992	collinear
gene:TraesCS3B02G004700	Chr3B	2516341	2521111	+	2518726	Chr3B	3901590	3906377	+	3903983	1.0	0.998	collinear
gene:TraesCS3B02G004800	Chr3B	2883520	2885827	+	2884673	Chr3B	4378294	4380410	+	4379352	1.0	0.995	collinear
gene:TraesCS3B02G004900	Chr3B	2901034	2903277	+	2902155	Chr3B	4387901	4390162	+	4389031	1.0	0.984	collinear
gene:TraesCS3B02G005700	Chr3B	3205097	3206539	+	3205818	Chr3B	4829379	4830852	+	4830115	0.988	0.945	collinear
gene:TraesCS3B02G005800	Chr3B	3225733	3228659	+	3227196	Chr3B	4849718	4852636	+	4851177	0.99	0.985	collinear
gene:TraesCS3B02G005900	Chr3B	3230720	3242659	+	3236689	Chr3B	4854682	4866621	+	4860651	0.999	0.995	collinear
gene:TraesCS3B02G006000	Chr3B	3259140	3262012	-	3260576	Chr3B	4884363	4887235	-	4885799	0.999	0.994	collinear
gene:TraesCS3B02G006100	Chr3B	3268840	3271894	+	3270367	Chr3B	4893964	4897017	+	4895490	0.999	0.996	collinear
gene:TraesCS3B02G006500	Chr3B	3407143	3409183	+	3408163	Chr3B	6180894	6182934	-	6181914	1.0	1.0	collinear
gene:TraesCS3B02G006600	Chr3B	3410634	3412172	-	3411403	Chr3B	6177892	6179430	+	6178661	1.0	0.995	collinear
gene:TraesCS3B02G006700	Chr3B	3601450	3607208	+	3604329	Chr3B	5963573	5967886	-	5965729	0.999	0.985	collinear
gene:TraesCS3B02G007000	Chr3B	3661385	3662172	-	3661778	Chr3B	5909893	5910680	+	5910286	1.0	1.0	collinear
gene:TraesCS3B02G007100	Chr3B	3663183	3664058	-	3663620	Chr3B	5908007	5908882	+	5908444	1.0	1.0	collinear
gene:TraesCS3B02G007200	Chr3B	3665420	3667378	-	3666399	Chr3B	5904687	5906645	+	5905666	1.0	1.0	collinear
gene:TraesCS3B02G007300	Chr3B	3803402	3806777	+	3805089	Chr3B	5754128	5757503	-	5755815	1.0	0.999	collinear
gene:TraesCS3B02G007400	Chr3B	3863692	3868727	-	3866209	Chr3B	5693565	5698378	+	5695971	1.0	0.979	collinear
gene:TraesCS3B02G007500	Chr3B	3878183	3880231	-	3879207	Chr3B	5682034	5684082	+	5683058	1.0	1.0	collinear
gene:TraesCS3B02G007600	Chr3B	3893594	3896553	+	3895073	Chr3B	5665797	5668756	-	5667276	1.0	1.0	collinear
gene:TraesCS3B02G007700	Chr3B	3898802	3900540	+	3899671	Chr3B	5661810	5663548	-	5662679	1.0	1.0	collinear
gene:TraesCS3B02G007900	Chr3B	3910602	3912257	-	3911429	Chr3B	5650093	5651748	+	5650920	1.0	1.0	collinear
gene:TraesCS3B02G008000	Chr3B	4178142	4179782	+	4178962	Chr3B	5379497	5381137	-	5380317	1.0	1.0	collinear
gene:TraesCS3B02G008100	Chr3B	4202094	4203405	+	4202749	Chr3B	5356783	5358085	-	5357434	1.0	1.0	collinear
gene:TraesCS3B02G008200	Chr3B	4206070	4206868	-	4206469	Chr3B	5353382	5354180	+	5353781	1.0	1.0	collinear
gene:TraesCS3B02G008300	Chr3B	4214230	4214757	+	4214493	Chr3B	5346221	5346748	-	5346484	1.0	1.0	collinear
gene:TraesCS3B02G008500	Chr3B	4259456	4267017	-	4263236	Chr3B	5294336	5301596	+	5297966	0.999	0.999	collinear
gene:TraesCS3B02G008600	Chr3B	4322974	4327039	+	4325006	Chr3B	5236989	5241026	-	5239007	1.0	0.995	collinear
gene:TraesCS3B02G008900	Chr3B	4334031	4334755	-	4334393	Chr3B	5228758	5229483	+	5229120	1.0	0.972	collinear
gene:TraesCS3B02G009200	Chr3B	4433683	4434096	-	4433889	Chr3B	5137268	5137681	+	5137474	1.0	0.983	collinear
gene:TraesCS3B02G009300	Chr3B	4458926	4459506	-	4459216	Chr3B	5129871	5130445	+	5130158	0.987	0.962	collinear
gene:TraesCS3B02G009400	Chr3B	4490335	4490736	-	4490535	Chr3B	5109978	5110379	+	5110178	1.0	0.98	collinear
gene:TraesCS3B02G009600	Chr3B	4553317	4554575	+	4553946	Chr3B	5082037	5083294	-	5082665	0.995	0.986	collinear
gene:TraesCS3B02G009700	Chr3B	4555982	4556578	+	4556280	Chr3B	5079760	5080355	-	5080057	1.0	1.0	collinear
gene:TraesCS3B02G009900	Chr3B	4662107	4663478	-	4662792	Chr3B	5804174	5805545	+	5804859	1.0	0.991	collinear
gene:TraesCS3B02G010900	Chr3B	5075719	5076422	+	5076070	Chr3B	5340000	5340703	-	5340351	1.0	1.0	collinear
gene:TraesCS3B02G011600	Chr3B	5199156	5201287	+	5200221	Chr3B	5933558	5935689	+	5934623	1.0	0.996	collinear
gene:TraesCS3B02G012000	Chr3B	5405970	5406674	+	5406322	Chr3B	6246490	6247195	+	6246842	0.991	0.977	collinear
gene:TraesCS3B02G012100	Chr3B	5408351	5408920	+	5408635	Chr3B	6248861	6249430	+	6249145	1.0	0.996	collinear
gene:TraesCS3B02G012200	Chr3B	5580174	5586213	+	5583193	Chr3B	6827253	6833160	+	6830206	0.983	0.945	collinear
gene:TraesCS3B02G012300	Chr3B	5588238	5589018	+	5588628	Chr3B	6837040	6837815	+	6837427	0.989	0.936	collinear
gene:TraesCS3B02G012400	Chr3B	5599908	5601473	-	5600690	Chr3B	6847328	6848893	-	6848110	1.0	0.982	collinear
gene:TraesCS3B02G012500	Chr3B	5670628	5675430	+	5673029	Chr3B	6911244	6915763	+	6913503	0.997	0.985	collinear
gene:TraesCS3B02G012600	Chr3B	5694928	5698273	-	5696600	Chr3B	7013708	7017336	-	7015522	1.0	0.993	collinear
gene:TraesCS3B02G012700	Chr3B	5789746	5790925	-	5790335	Chr3B	7086443	7087618	-	7087030	1.0	1.0	collinear
gene:TraesCS3B02G012900	Chr3B	5850468	5851218	-	5850843	Chr3B	7143616	7144366	-	7143991	1.0	0.99	collinear
gene:TraesCS3B02G013100	Chr3B	5938428	5940219	+	5939323	Chr3B	7250278	7252069	+	7251173	1.0	0.998	collinear
gene:TraesCS3B02G013200	Chr3B	5949070	5952480	+	5950775	Chr3B	7260292	7263710	+	7262001	1.0	0.996	collinear
gene:TraesCS3B02G013300	Chr3B	5952761	5955519	-	5954140	Chr3B	7263991	7266746	-	7265368	0.998	0.994	collinear
gene:TraesCS3B02G013400	Chr3B	6001105	6001407	+	6001256	Chr3B	7311118	7311420	+	7311269	1.0	1.0	collinear
gene:TraesCS3B02G013500	Chr3B	6004355	6004943	-	6004649	Chr3B	7314368	7314956	-	7314662	1.0	1.0	collinear
gene:TraesCS3B02G013600	Chr3B	6009574	6009765	-	6009669	Chr3B	7319587	7319778	-	7319682	1.0	1.0	collinear
gene:TraesCS3B02G013700	Chr3B	6010379	6010843	-	6010611	Chr3B	7320392	7320856	-	7320624	1.0	1.0	collinear
gene:TraesCS3B02G013800	Chr3B	6032893	6033379	+	6033136	Chr3B	7342904	7343390	+	7343147	1.0	1.0	collinear
gene:TraesCS3B02G013900	Chr3B	6043219	6043801	+	6043510	Chr3B	7353230	7353812	+	7353521	1.0	1.0	collinear
gene:TraesCS3B02G014000	Chr3B	6085506	6085867	+	6085686	Chr3B	7394642	7395003	+	7394822	1.0	1.0	collinear
gene:TraesCS3B02G014100	Chr3B	6096159	6098276	-	6097217	Chr3B	7405289	7407406	-	7406347	1.0	1.0	collinear
gene:TraesCS3B02G014200	Chr3B	6114654	6115024	+	6114839	Chr3B	7423784	7424154	+	7423969	1.0	0.996	collinear
gene:TraesCS3B02G014300	Chr3B	6117536	6118986	+	6118261	Chr3B	7426665	7428115	+	7427390	1.0	1.0	collinear
gene:TraesCS3B02G014400	Chr3B	6126328	6127544	+	6126936	Chr3B	7435457	7436673	+	7436065	1.0	1.0	collinear
gene:TraesCS3B02G014500	Chr3B	6177980	6178705	-	6178342	Chr3B	7488686	7489411	-	7489048	1.0	1.0	collinear
gene:TraesCS3B02G014600	Chr3B	6181350	6181663	+	6181506	Chr3B	7492056	7492369	+	7492212	1.0	1.0	collinear
gene:TraesCS3B02G014700	Chr3B	6219971	6221056	-	6220513	Chr3B	7530500	7531585	-	7531042	1.0	1.0	collinear
gene:TraesCS3B02G014800	Chr3B	6234140	6241848	+	6237994	Chr3B	7565584	7573293	+	7569438	1.0	1.0	collinear
gene:TraesCS3B02G014900	Chr3B	6250392	6253500	-	6251946	Chr3B	7581984	7585092	-	7583538	1.0	1.0	collinear
gene:TraesCS3B02G015000	Chr3B	6294081	6303451	+	6298766	Chr3B	7626068	7635434	+	7630751	1.0	0.999	collinear
gene:TraesCS3B02G015100	Chr3B	6307476	6309708	-	6308592	Chr3B	7639465	7641697	-	7640581	1.0	0.999	collinear
gene:TraesCS3B02G015200	Chr3B	6336915	6337852	+	6337383	Chr3B	7668907	7669844	+	7669375	1.0	0.998	collinear
gene:TraesCS3B02G015300	Chr3B	6378848	6381034	-	6379941	Chr3B	7710838	7713024	-	7711931	1.0	0.999	collinear
gene:TraesCS3B02G015400	Chr3B	6390297	6393323	-	6391810	Chr3B	7724266	7727292	-	7725779	1.0	1.0	collinear
gene:TraesCS3B02G015500	Chr3B	6389692	6396146	+	6392919	Chr3B	7723661	7730115	+	7726888	1.0	1.0	collinear
gene:TraesCS3B02G015600	Chr3B	6406013	6407183	+	6406598	Chr3B	7742211	7743381	+	7742796	1.0	0.998	collinear
gene:TraesCS3B02G015700	Chr3B	6468576	6470121	+	6469348	Chr3B	7809625	7811171	+	7810398	1.0	1.0	collinear
gene:TraesCS3B02G015800	Chr3B	6533011	6534111	+	6533561	Chr3B	7876348	7877448	+	7876898	1.0	0.998	collinear
gene:TraesCS3B02G015900	Chr3B	6544864	6546867	+	6545865	Chr3B	7888205	7890208	+	7889206	1.0	0.998	collinear
gene:TraesCS3B02G016000	Chr3B	6554790	6558914	+	6556852	Chr3B	7898249	7902500	+	7900374	1.0	0.994	collinear
gene:TraesCS3B02G016100	Chr3B	6638065	6649949	-	6644007	Chr3B	7944220	7948260	-	7946240	0.95	0.904	collinear
gene:TraesCS3B02G016500	Chr3B	6676947	6681225	+	6679086	Chr3B	8015326	8019791	+	8017558	0.989	0.977	collinear
gene:TraesCS3B02G016600	Chr3B	6945399	6945875	+	6945637	Chr3B	12564386	12564841	-	12564613	0.955	0.928	collinear
gene:TraesCS3B02G016900	Chr3B	6961765	6963273	-	6962519	Chr3B	12469660	12471168	+	12470414	1.0	0.971	collinear
gene:TraesCS3B02G017100	Chr3B	7063270	7069210	-	7066240	Chr3B	12307539	12313478	+	12310508	0.987	0.951	collinear
gene:TraesCS3B02G017200	Chr3B	7073390	7077378	+	7075384	Chr3B	12300931	12304879	-	12302905	0.979	0.906	collinear
gene:TraesCS3B02G017300	Chr3B	7181115	7184815	+	7182965	Chr3B	12168608	12172379	-	12170493	0.991	0.937	collinear
gene:TraesCS3B02G017400	Chr3B	7186251	7187167	-	7186709	Chr3B	12167072	12167986	+	12167529	0.974	0.925	collinear
gene:TraesCS3B02G017700	Chr3B	7333726	7334256	+	7333991	Chr3B	11948770	11949308	-	11949039	0.992	0.942	collinear
gene:TraesCS3B02G017900	Chr3B	7375918	7376883	-	7376400	Chr3B	11552274	11553233	+	11552753	0.993	0.939	collinear
gene:TraesCS3B02G018000	Chr3B	7382432	7384642	-	7383537	Chr3B	11548810	11550990	+	11549900	0.998	0.959	collinear
gene:TraesCS3B02G018400	Chr3B	7603365	7606088	+	7604726	Chr3B	11435909	11440994	-	11438451	0.996	0.932	collinear
gene:TraesCS3B02G018800	Chr3B	8024553	8030703	+	8027628	Chr3B	12778549	12784729	+	12781639	0.986	0.949	collinear
gene:TraesCS3B02G018900	Chr3B	8034719	8036058	+	8035388	Chr3B	12786174	12787471	+	12786822	0.972	0.944	collinear
gene:TraesCS3B02G019000	Chr3B	8039955	8043362	+	8041658	Chr3B	12790367	12793774	+	12792070	1.0	0.984	collinear
gene:TraesCS3B02G019200	Chr3B	8129928	8133466	+	8131697	Chr3B	12833608	12837097	+	12835352	0.965	0.929	collinear
gene:TraesCS3B02G019300	Chr3B	8133504	8137586	-	8135545	Chr3B	12837135	12841137	-	12839136	0.979	0.957	collinear
gene:TraesCS3B02G019500	Chr3B	8339237	8346552	+	8342894	Chr3B	12857203	12864972	+	12861087	0.999	0.983	collinear
gene:TraesCS3B02G019800	Chr3B	8512071	8513081	+	8512576	Chr3B	13183623	13184591	+	13184107	0.958	0.91	collinear
gene:TraesCS3B02G019900	Chr3B	8526623	8529426	+	8528024	Chr3B	13190717	13193648	+	13192182	0.992	0.938	collinear
gene:TraesCS3B02G020300	Chr3B	8684815	8687011	-	8685913	Chr3B	13476940	13479129	-	13478034	0.978	0.934	collinear
gene:TraesCS3B02G020900	Chr3B	8800886	8801737	-	8801311	Chr3B	13610775	13611605	-	13611190	0.971	0.932	collinear
gene:TraesCS3B02G021000	Chr3B	8804356	8812022	+	8808189	Chr3B	13619476	13628583	+	13624029	1.0	0.984	collinear
gene:TraesCS3B02G021100	Chr3B	8812942	8814417	+	8813679	Chr3B	13629419	13630906	+	13630162	1.0	0.96	collinear
gene:TraesCS3B02G021400	Chr3B	9090142	9094049	+	9092095	Chr3B	14519851	14523430	+	14521640	0.986	0.952	collinear
gene:TraesCS3B02G021500	Chr3B	9097656	9099110	-	9098383	Chr3B	14526793	14528250	-	14527521	0.977	0.928	collinear
gene:TraesCS3B02G021600	Chr3B	9165564	9177438	-	9171501	Chr3B	14577491	14588264	-	14582877	0.941	0.913	collinear
gene:TraesCS3B02G021900	Chr3B	9396614	9400783	+	9398698	Chr3B	14714886	14719698	+	14717292	0.994	0.935	collinear
gene:TraesCS3B02G022000	Chr3B	9404342	9408751	+	9406546	Chr3B	14724634	14729108	+	14726871	0.984	0.935	collinear
gene:TraesCS3B02G022100	Chr3B	9417779	9420607	-	9419193	Chr3B	14739495	14742320	-	14740907	0.998	0.974	collinear
gene:TraesCS3B02G022200	Chr3B	9427199	9427495	-	9427347	Chr3B	14747241	14747537	-	14747389	1.0	0.989	collinear
gene:TraesCS3B02G022300	Chr3B	9439165	9442301	+	9440733	Chr3B	14755159	14758313	+	14756736	0.999	0.933	collinear
gene:TraesCS3B02G023200	Chr3B	9931500	9939414	-	9935457	Chr3B	14901755	14909504	-	14905629	0.979	0.958	collinear
gene:TraesCS3B02G023800	Chr3B	10221325	10222509	+	10221917	Chr3B	15151532	15152696	+	15152114	0.975	0.923	collinear
gene:TraesCS3B02G024000	Chr3B	10248796	10251587	-	10250191	Chr3B	15190596	15193385	-	15191990	0.993	0.967	collinear
gene:TraesCS3B02G024100	Chr3B	10301553	10309014	-	10305283	Chr3B	15436920	15446026	-	15441473	1.0	0.973	collinear
gene:TraesCS3B02G024400	Chr3B	10406614	10407459	+	10407036	Chr3B	15556838	15557684	+	15557261	1.0	0.987	collinear
gene:TraesCS3B02G024500	Chr3B	10562122	10573523	-	10567822	Chr3B	15613362	15624124	-	15618743	1.0	0.985	collinear
gene:TraesCS3B02G024600	Chr3B	10627150	10632531	-	10629840	Chr3B	15645141	15650531	-	15647836	0.995	0.958	collinear
gene:TraesCS3B02G024800	Chr3B	10664871	10665179	-	10665025	Chr3B	15678731	15679039	-	15678885	1.0	0.97	collinear
gene:TraesCS3B02G024900	Chr3B	10707583	10717161	-	10712372	Chr3B	15723621	15733306	-	15728463	0.952	0.927	collinear
gene:TraesCS3B02G025000	Chr3B	10733741	10734945	-	10734343	Chr3B	15745606	15746816	-	15746211	0.995	0.926	collinear
gene:TraesCS3B02G025100	Chr3B	10921798	10923562	+	10922680	Chr3B	15934248	15936011	+	15935129	0.995	0.954	collinear
gene:TraesCS3B02G025300	Chr3B	10961858	10963832	-	10962845	Chr3B	16036964	16038908	+	16037936	0.977	0.928	collinear
gene:TraesCS3B02G025400	Chr3B	11008480	11010266	-	11009373	Chr3B	15949842	15951601	+	15950721	0.983	0.935	collinear
gene:TraesCS3B02G025600	Chr3B	11086781	11090389	-	11088585	Chr3B	16064260	16069775	-	16067017	0.994	0.961	collinear
gene:TraesCS3B02G025700	Chr3B	11113698	11127873	-	11120785	Chr3B	16100565	16103269	-	16101917	0.979	0.951	collinear
gene:TraesCS3B02G025800	Chr3B	11128485	11129633	+	11129059	Chr3B	16104234	16105382	+	16104808	1.0	0.967	collinear
gene:TraesCS3B02G026000	Chr3B	11229873	11230831	-	11230352	Chr3B	16109453	16110416	-	16109934	0.997	0.93	collinear
gene:TraesCS3B02G026100	Chr3B	11231523	11232945	+	11232234	Chr3B	16189698	16191131	+	16190414	0.991	0.929	collinear
gene:TraesCS3B02G026600	Chr3B	11561317	11563129	+	11562223	Chr3B	16275557	16277374	+	16276465	0.957	0.901	collinear
gene:TraesCS3B02G026700	Chr3B	11601482	11603437	+	11602459	Chr3B	16327738	16329655	+	16328696	0.984	0.931	collinear
gene:TraesCS3B02G027400	Chr3B	11924285	11925700	+	11924992	Chr3B	11137576	11138938	-	11138257	0.957	0.923	collinear
gene:TraesCS3B02G027500	Chr3B	11927748	11928939	+	11928343	Chr3B	11135715	11136943	-	11136329	1.0	0.964	collinear
gene:TraesCS3B02G029500	Chr3B	13489719	13495524	+	13492621	Chr3B	16364278	16370142	+	16367210	0.984	0.929	collinear
gene:TraesCS3B02G029600	Chr3B	13510569	13511438	+	13511003	Chr3B	13584940	13585805	-	13585372	0.993	0.969	collinear
gene:TraesCS3B02G029700	Chr3B	13511460	13511762	+	13511611	Chr3B	13584616	13584918	-	13584767	1.0	0.98	collinear
gene:TraesCS3B02G030000	Chr3B	13814087	13817475	+	13815781	Chr3B	16430482	16433879	+	16432180	0.999	0.928	collinear
gene:TraesCS3B02G030100	Chr3B	13819964	13821144	-	13820554	Chr3B	16436939	16438404	-	16437671	1.0	0.937	collinear
gene:TraesCS3B02G030800	Chr3B	14022297	14023737	-	14023017	Chr3B	31938619	31940057	+	31939338	0.998	0.936	collinear
gene:TraesCS3B02G030900	Chr3B	14064574	14065888	-	14065231	Chr3B	31844709	31846034	+	31845371	1.0	0.94	collinear
gene:TraesCS3B02G031000	Chr3B	14111279	14112657	-	14111968	Chr3B	16528014	16529366	-	16528690	0.979	0.905	collinear
gene:TraesCS3B02G031100	Chr3B	14162064	14164236	-	14163150	Chr3B	16732646	16734784	-	16733715	0.963	0.908	collinear
gene:TraesCS3B02G031200	Chr3B	14201533	14204974	-	14203253	Chr3B	16737330	16740174	-	16738752	1.0	0.969	collinear
gene:TraesCS3B02G031300	Chr3B	14222281	14223663	-	14222972	Chr3B	16744323	16745705	-	16745014	1.0	0.965	collinear
gene:TraesCS3B02G031400	Chr3B	14327973	14329141	+	14328557	Chr3B	16831934	16833102	+	16832518	1.0	1.0	collinear
gene:TraesCS3B02G031500	Chr3B	14329207	14330814	+	14330010	Chr3B	16833168	16834775	+	16833971	1.0	0.999	collinear
gene:TraesCS3B02G031600	Chr3B	14345363	14346553	-	14345958	Chr3B	16849014	16850204	-	16849609	1.0	1.0	collinear
gene:TraesCS3B02G031700	Chr3B	14367939	14370570	-	14369254	Chr3B	16871602	16874233	-	16872917	1.0	1.0	collinear
gene:TraesCS3B02G031800	Chr3B	14380277	14381205	-	14380741	Chr3B	16883940	16884868	-	16884404	1.0	1.0	collinear
gene:TraesCS3B02G031900	Chr3B	14463207	14465356	+	14464281	Chr3B	16965810	16967959	+	16966884	1.0	1.0	collinear
gene:TraesCS3B02G032000	Chr3B	14524035	14526526	-	14525280	Chr3B	17208570	17211061	-	17209815	1.0	1.0	collinear
gene:TraesCS3B02G032100	Chr3B	14547111	14548665	+	14547888	Chr3B	17231406	17232960	+	17232183	1.0	1.0	collinear
gene:TraesCS3B02G032200	Chr3B	14702451	14703844	-	14703147	Chr3B	17387711	17389104	-	17388407	1.0	0.998	collinear
gene:TraesCS3B02G032300	Chr3B	14963926	14964528	+	14964227	Chr3B	17647303	17647905	+	17647604	1.0	0.998	collinear
gene:TraesCS3B02G032400	Chr3B	14983253	14986446	+	14984849	Chr3B	17666407	17669600	+	17668003	1.0	1.0	collinear
gene:TraesCS3B02G032500	Chr3B	15076446	15077448	+	15076947	Chr3B	17759201	17760203	+	17759702	1.0	1.0	collinear
gene:TraesCS3B02G032700	Chr3B	15140715	15141590	-	15141152	Chr3B	17780471	17781345	+	17780908	0.998	0.989	collinear
gene:TraesCS3B02G032600	Chr3B	15139170	15151072	+	15145121	Chr3B	17815536	17827033	+	17821284	0.946	0.932	collinear
gene:TraesCS3B02G032800	Chr3B	15166116	15167103	-	15166609	Chr3B	17842081	17843068	-	17842574	1.0	0.998	collinear
gene:TraesCS3B02G032900	Chr3B	15864214	15865335	-	15864774	Chr3B	18537004	18538125	-	18537564	1.0	0.995	collinear
gene:TraesCS3B02G033000	Chr3B	16035816	16037449	+	16036632	Chr3B	18993956	18995589	+	18994772	1.0	0.99	collinear
gene:TraesCS3B02G033100	Chr3B	16038550	16040849	-	16039699	Chr3B	18996690	18998989	-	18997839	1.0	0.998	collinear
gene:TraesCS3B02G033200	Chr3B	16049143	16050606	+	16049874	Chr3B	19002379	19003842	+	19003110	1.0	0.996	collinear
gene:TraesCS3B02G033300	Chr3B	16056140	16057123	+	16056631	Chr3B	19009277	19010260	+	19009768	1.0	0.994	collinear
gene:TraesCS3B02G033400	Chr3B	16078276	16079730	-	16079003	Chr3B	19031036	19032490	-	19031763	1.0	0.989	collinear
gene:TraesCS3B02G033500	Chr3B	16078282	16079748	+	16079015	Chr3B	19031042	19032508	+	19031775	1.0	0.989	collinear
gene:TraesCS3B02G033600	Chr3B	16123174	16123437	-	16123305	Chr3B	19074200	19074463	-	19074331	1.0	1.0	collinear
gene:TraesCS3B02G033700	Chr3B	16129137	16130949	+	16130043	Chr3B	19080160	19081970	+	19081065	1.0	0.98	collinear
gene:TraesCS3B02G033800	Chr3B	16133129	16137429	-	16135279	Chr3B	19084184	19088482	-	19086333	1.0	0.995	collinear
gene:TraesCS3B02G033900	Chr3B	16180088	16180376	-	16180232	Chr3B	19187100	19187388	-	19187244	1.0	0.99	collinear
gene:TraesCS3B02G034000	Chr3B	16202219	16202482	-	16202350	Chr3B	19219236	19219505	-	19219370	1.0	0.974	collinear
gene:TraesCS3B02G034100	Chr3B	16212873	16215454	+	16214163	Chr3B	19229811	19232449	+	19231130	0.995	0.969	collinear
gene:TraesCS3B02G034200	Chr3B	16333353	16334691	+	16334022	Chr3B	19359845	19361183	+	19360514	1.0	0.993	collinear
