gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity
gene:TraesCS3B03G0006700	Chr3B	2457176	2459341	+	2458258	Chr3B	1000033	1002196	+	1001114	1.0	0.992
gene:TraesCS3B03G0007900	Chr3B	2607986	2611253	+	2609619	Chr3B	741929	745612	-	743770	1.0	0.983
gene:TraesCS3B03G0008000	Chr3B	2618273	2621910	+	2620091	Chr3B	731198	734843	-	733020	1.0	0.992
gene:TraesCS3B03G0008200	Chr3B	2625685	2627229	+	2626457	Chr3B	725307	726855	-	726081	1.0	0.983
gene:TraesCS3B03G0008300	Chr3B	2637952	2639202	+	2638577	Chr3B	721735	722985	-	722360	1.0	0.967
gene:TraesCS3B03G0008500	Chr3B	2644992	2648624	+	2646808	Chr3B	656621	660049	-	658335	0.919	0.901
gene:TraesCS3B03G0008900	Chr3B	3142976	3145283	+	3144129	Chr3B	413481	415667	-	414574	0.983	0.902
gene:TraesCS3B03G0010000	Chr3B	3288829	3291388	-	3290108	Chr3B	305586	308145	+	306865	1.0	0.997
gene:TraesCS3B03G0010400	Chr3B	3319309	3319678	-	3319493	Chr3B	277914	278283	+	278098	1.0	1.0
gene:TraesCS3B03G0010500	Chr3B	3329965	3331410	-	3330687	Chr3B	266181	267626	+	266903	1.0	1.0
gene:TraesCS3B03G0010600	Chr3B	3343534	3343869	-	3343701	Chr3B	253798	254133	+	253965	1.0	1.0
gene:TraesCS3B03G0010700	Chr3B	3351732	3352420	+	3352076	Chr3B	245247	245935	-	245591	1.0	0.992
gene:TraesCS3B03G0011100	Chr3B	3390928	3392733	-	3391830	Chr3B	190828	192632	+	191730	1.0	0.997
gene:TraesCS3B03G0011200	Chr3B	3456099	3457541	+	3456820	Chr3B	124360	125846	-	125103	0.999	0.954
gene:TraesCS3B03G0011800	Chr3B	3481462	3493401	+	3487431	Chr3B	80220	92175	-	86197	0.999	0.988
gene:TraesCS3B03G0011900	Chr3B	3509554	3512426	-	3510990	Chr3B	26689	29561	+	28125	1.0	0.996
gene:TraesCS3B03G0012000	Chr3B	3519251	3522305	+	3520778	Chr3B	16842	19890	-	18366	0.998	0.995
gene:TraesCS3B03G0012100	Chr3B	3524408	3531567	-	3527987	Chr3B	7571	14710	+	11140	0.967	0.963
gene:TraesCS3B03G0012700	Chr3B	3750107	3752530	+	3751318	Chr3B	3384640	3387063	+	3385851	1.0	1.0
gene:TraesCS3B03G0012800	Chr3B	3758382	3758978	-	3758680	Chr3B	3392915	3393511	-	3393213	1.0	1.0
gene:TraesCS3B03G0012900	Chr3B	3760385	3761643	-	3761014	Chr3B	3394918	3396176	-	3395547	1.0	1.0
gene:TraesCS3B03G0013100	Chr3B	3792617	3799581	-	3796099	Chr3B	3431697	3438655	-	3435176	1.0	1.0
gene:TraesCS3B03G0013400	Chr3B	3821480	3821881	+	3821680	Chr3B	3504037	3504438	+	3504237	1.0	1.0
gene:TraesCS3B03G0013500	Chr3B	3852505	3853085	+	3852795	Chr3B	3535059	3535639	+	3535349	1.0	1.0
gene:TraesCS3B03G0013600	Chr3B	3877659	3878072	+	3877865	Chr3B	3560408	3560821	+	3560614	1.0	1.0
gene:TraesCS3B03G0013700	Chr3B	3890065	3890949	+	3890507	Chr3B	3572812	3573696	+	3573254	1.0	1.0
gene:TraesCS3B03G0013800	Chr3B	3892768	3893685	+	3893226	Chr3B	3575515	3576432	+	3575973	1.0	1.0
gene:TraesCS3B03G0014100	Chr3B	3975265	3975989	+	3975627	Chr3B	3658129	3658853	+	3658491	1.0	1.0
gene:TraesCS3B03G0014200	Chr3B	3977457	3977904	+	3977680	Chr3B	3660320	3660767	+	3660543	1.0	1.0
gene:TraesCS3B03G0014300	Chr3B	3978061	3982097	+	3980079	Chr3B	3660924	3664960	+	3662942	1.0	1.0
gene:TraesCS3B03G0014400	Chr3B	3982981	3987045	-	3985013	Chr3B	3665847	3669912	-	3667879	1.0	0.999
gene:TraesCS3B03G0014500	Chr3B	4042103	4049664	+	4045883	Chr3B	3723269	3730529	+	3726899	0.999	0.999
gene:TraesCS3B03G0014700	Chr3B	4088058	4088845	-	4088451	Chr3B	3768850	3769637	-	3769243	1.0	1.0
gene:TraesCS3B03G0014800	Chr3B	4094363	4094890	-	4094626	Chr3B	3775155	3775682	-	3775418	1.0	1.0
gene:TraesCS3B03G0014900	Chr3B	4102252	4103050	+	4102651	Chr3B	3781751	3782549	+	3782150	1.0	1.0
gene:TraesCS3B03G0015000	Chr3B	4129338	4130978	-	4130158	Chr3B	3807142	3808782	-	3807962	1.0	1.0
gene:TraesCS3B03G0015500	Chr3B	4396775	4398430	+	4397602	Chr3B	4071221	4072876	+	4072048	1.0	1.0
gene:TraesCS3B03G0015700	Chr3B	4408492	4410230	-	4409361	Chr3B	4082939	4084677	-	4083808	1.0	1.0
gene:TraesCS3B03G0015800	Chr3B	4412479	4415438	-	4413958	Chr3B	4086926	4089885	-	4088405	1.0	1.0
gene:TraesCS3B03G0015900	Chr3B	4428801	4430849	+	4429825	Chr3B	4103246	4105294	+	4104270	1.0	1.0
gene:TraesCS3B03G0016000	Chr3B	4440305	4445340	+	4442822	Chr3B	4114972	4119767	+	4117369	1.0	0.979
gene:TraesCS3B03G0016300	Chr3B	4501021	4504396	-	4502708	Chr3B	4175138	4178513	-	4176825	1.0	1.0
gene:TraesCS3B03G0016800	Chr3B	4642661	4644619	+	4643640	Chr3B	4319559	4321517	+	4320538	1.0	1.0
gene:TraesCS3B03G0016900	Chr3B	4645981	4646856	+	4646418	Chr3B	4322879	4323754	+	4323316	1.0	1.0
gene:TraesCS3B03G0017100	Chr3B	4647867	4648654	+	4648260	Chr3B	4324765	4325552	+	4325158	1.0	0.998
gene:TraesCS3B03G0017200	Chr3B	4672356	4674432	+	4673394	Chr3B	4349366	4351359	+	4350362	1.0	0.998
gene:TraesCS3B03G0017300	Chr3B	4680357	4681117	+	4680737	Chr3B	4357357	4358117	+	4357737	1.0	1.0
gene:TraesCS3B03G0017600	Chr3B	4701822	4707580	-	4704701	Chr3B	4378328	4383799	-	4381063	1.0	0.999
gene:TraesCS3B03G0018000	Chr3B	4894499	4896037	+	4895268	Chr3B	4574665	4576203	+	4575434	1.0	0.999
gene:TraesCS3B03G0018100	Chr3B	4897488	4899528	-	4898508	Chr3B	4577654	4579694	-	4578674	1.0	1.0
gene:TraesCS3B03G0018200	Chr3B	4994718	4995101	+	4994909	Chr3B	4674983	4675366	+	4675174	1.0	1.0
gene:TraesCS3B03G0018300	Chr3B	4996692	4997971	+	4997331	Chr3B	4676957	4678236	+	4677596	1.0	0.999
gene:TraesCS3B03G0018800	Chr3B	5416010	5420829	-	5418419	Chr3B	5035786	5040605	-	5038195	1.0	0.998
gene:TraesCS3B03G0019600	Chr3B	5706385	5712424	+	5709404	Chr3B	5548887	5554645	+	5551766	1.0	0.985
gene:TraesCS3B03G0019700	Chr3B	5714448	5715228	+	5714838	Chr3B	5556686	5557466	+	5557076	1.0	0.997
gene:TraesCS3B03G0020400	Chr3B	5797705	5802507	+	5800106	Chr3B	5659873	5664674	+	5662273	0.997	0.993
gene:TraesCS3B03G0020500	Chr3B	5801269	5802494	+	5801881	Chr3B	5663435	5664661	+	5664048	1.0	0.996
gene:TraesCS3B03G0022700	Chr3B	6063054	6064845	+	6063949	Chr3B	5736505	5738296	-	5737400	1.0	0.988
gene:TraesCS3B03G0022800	Chr3B	6073695	6077105	+	6075400	Chr3B	5723041	5726451	-	5724746	1.0	0.997
gene:TraesCS3B03G0022900	Chr3B	6077386	6080144	-	6078765	Chr3B	5720006	5722761	+	5721383	0.998	0.995
gene:TraesCS3B03G0026300	Chr3B	6210118	6210479	+	6210298	Chr3B	5827904	5828268	+	5828086	1.0	0.95
gene:TraesCS3B03G0026700	Chr3B	6220771	6222888	-	6221829	Chr3B	5847296	5849420	-	5848358	1.0	0.978
gene:TraesCS3B03G0026800	Chr3B	6220941	6222881	-	6221911	Chr3B	5847468	5849413	-	5848440	1.0	0.979
gene:TraesCS3B03G0026900	Chr3B	6239266	6239636	+	6239451	Chr3B	5859590	5859960	+	5859775	1.0	0.98
gene:TraesCS3B03G0027000	Chr3B	6242148	6243598	+	6242873	Chr3B	5862471	5863881	+	5863176	0.961	0.957
gene:TraesCS3B03G0027100	Chr3B	6250940	6252156	+	6251548	Chr3B	5871220	5872443	+	5871831	1.0	0.986
gene:TraesCS3B03G0027300	Chr3B	6302591	6303316	-	6302953	Chr3B	5912104	5912829	-	5912466	1.0	1.0
gene:TraesCS3B03G0027400	Chr3B	6305961	6306274	+	6306117	Chr3B	5915473	5915786	+	5915629	1.0	1.0
gene:TraesCS3B03G0027600	Chr3B	6344582	6345667	-	6345124	Chr3B	5953121	5954206	-	5953663	1.0	1.0
gene:TraesCS3B03G0027700	Chr3B	6358750	6366458	+	6362604	Chr3B	5966442	5974147	+	5970294	1.0	1.0
gene:TraesCS3B03G0028100	Chr3B	6375001	6378109	-	6376555	Chr3B	5984255	5987363	-	5985809	1.0	1.0
gene:TraesCS3B03G0028200	Chr3B	6418690	6428060	+	6423375	Chr3B	6027641	6036964	+	6032302	0.995	0.994
gene:TraesCS3B03G0028300	Chr3B	6423173	6427989	+	6425581	Chr3B	6032121	6036893	+	6034507	0.996	0.995
gene:TraesCS3B03G0028500	Chr3B	6432085	6434317	-	6433201	Chr3B	6041001	6043233	-	6042117	1.0	0.999
gene:TraesCS3B03G0028600	Chr3B	6461524	6462461	+	6461992	Chr3B	6074589	6075525	+	6075057	1.0	0.99
gene:TraesCS3B03G0029000	Chr3B	6503456	6505642	-	6504549	Chr3B	6116555	6118741	-	6117648	1.0	0.999
gene:TraesCS3B03G0029200	Chr3B	6514905	6517931	-	6516418	Chr3B	6126980	6130006	-	6128493	1.0	1.0
gene:TraesCS3B03G0029100	Chr3B	6514300	6520754	+	6517527	Chr3B	6126375	6132829	+	6129602	1.0	1.0
gene:TraesCS3B03G0029300	Chr3B	6530621	6531791	+	6531206	Chr3B	6144540	6145710	+	6145125	1.0	0.998
gene:TraesCS3B03G0029700	Chr3B	6593184	6594729	+	6593956	Chr3B	6211801	6213329	+	6212565	1.0	1.0
gene:TraesCS3B03G0029800	Chr3B	6659713	6660813	+	6660263	Chr3B	6278421	6279521	+	6278971	1.0	0.998
gene:TraesCS3B03G0029900	Chr3B	6671564	6673567	+	6672565	Chr3B	6290418	6292421	+	6291419	1.0	0.999
gene:TraesCS3B03G0030000	Chr3B	6681490	6685614	+	6683552	Chr3B	6300345	6304469	+	6302407	1.0	0.998
gene:TraesCS3B03G0030900	Chr3B	6792313	6794111	-	6793212	Chr3B	6372755	6374553	-	6373654	1.0	0.996
gene:TraesCS3B03G0031100	Chr3B	6796809	6799701	-	6798255	Chr3B	6377841	6380736	-	6379288	1.0	0.997
gene:TraesCS3B03G0031200	Chr3B	6803638	6807916	+	6805777	Chr3B	6384673	6388947	+	6386810	1.0	0.996
gene:TraesCS3B03G0031400	Chr3B	10011961	10013468	-	10012714	Chr3B	8875992	8877500	-	8876746	1.0	0.993
gene:TraesCS3B03G0031700	Chr3B	10462654	10466557	+	10464605	Chr3B	9319724	9323600	+	9321662	1.0	0.994
gene:TraesCS3B03G0031800	Chr3B	10972258	10977458	-	10974858	Chr3B	9893181	9898375	-	9895778	1.0	0.995
gene:TraesCS3B03G0037900	Chr3B	11947904	11950970	+	11949437	Chr3B	9991061	9994103	+	9992582	1.0	0.996
gene:TraesCS3B03G0038000	Chr3B	11951308	11954850	-	11953079	Chr3B	9994441	9998010	-	9996225	0.998	0.996
gene:TraesCS3B03G0038200	Chr3B	11956531	11958854	-	11957692	Chr3B	9999747	10001790	-	10000768	0.948	0.933
gene:TraesCS3B03G0038500	Chr3B	11961737	11963712	-	11962724	Chr3B	10004762	10006737	-	10005749	1.0	0.995
gene:TraesCS3B03G0038800	Chr3B	12071707	12079854	+	12075780	Chr3B	10094194	10102210	+	10098202	1.0	0.996
gene:TraesCS3B03G0038900	Chr3B	12176373	12178583	+	12177478	Chr3B	10192401	10194544	+	10193472	1.0	0.983
gene:TraesCS3B03G0039100	Chr3B	12184132	12185097	+	12184614	Chr3B	10200078	10201043	+	10200560	1.0	0.994
gene:TraesCS3B03G0039200	Chr3B	12185415	12189726	-	12187570	Chr3B	10201361	10205679	-	10203520	1.0	0.992
gene:TraesCS3B03G0039400	Chr3B	12225935	12226465	-	12226200	Chr3B	10263275	10263805	-	10263540	1.0	0.99
gene:TraesCS3B03G0040300	Chr3B	12365034	12368968	+	12367001	Chr3B	10374626	10378561	+	10376593	1.0	0.995
gene:TraesCS3B03G0040400	Chr3B	12369257	12370173	+	12369715	Chr3B	10378850	10379754	+	10379302	0.986	0.983
gene:TraesCS3B03G0040500	Chr3B	12371609	12375309	-	12373459	Chr3B	10381187	10384887	-	10383037	1.0	0.997
gene:TraesCS3B03G0041000	Chr3B	12477307	12481295	-	12479301	Chr3B	10488969	10492870	-	10490919	0.954	0.924
gene:TraesCS3B03G0041100	Chr3B	12485475	12491384	+	12488429	Chr3B	10497036	10502960	+	10499998	0.999	0.993
gene:TraesCS3B03G0041200	Chr3B	12585694	12587050	-	12586372	Chr3B	10639177	10640533	-	10639855	1.0	0.995
gene:TraesCS3B03G0041300	Chr3B	12590773	12592281	+	12591527	Chr3B	10644257	10645765	+	10645011	1.0	0.993
gene:TraesCS3B03G0041400	Chr3B	12595610	12597051	-	12596330	Chr3B	10649095	10650537	-	10649816	1.0	0.997
gene:TraesCS3B03G0041500	Chr3B	12601924	12602601	-	12602262	Chr3B	10656341	10657018	-	10656679	1.0	1.0
gene:TraesCS3B03G0041600	Chr3B	12608171	12608647	-	12608409	Chr3B	10662646	10663122	-	10662884	1.0	1.0
gene:TraesCS3B03G0041800	Chr3B	13120457	13120807	-	13120632	Chr3B	11100280	11100630	-	11100455	1.0	0.985
gene:TraesCS3B03G0042000	Chr3B	13140448	13146598	+	13143523	Chr3B	11125310	11131447	+	11128378	0.988	0.983
gene:TraesCS3B03G0042100	Chr3B	13150614	13151953	+	13151283	Chr3B	11143873	11145211	+	11144542	0.999	0.993
gene:TraesCS3B03G0042200	Chr3B	13155850	13159257	+	13157553	Chr3B	11150404	11153823	+	11152113	1.0	0.978
gene:TraesCS3B03G0042500	Chr3B	13244270	13247808	+	13246039	Chr3B	11209880	11213400	+	11211640	0.98	0.929
gene:TraesCS3B03G0042700	Chr3B	13247846	13251928	-	13249887	Chr3B	11213438	11217487	-	11215462	0.98	0.964
gene:TraesCS3B03G0044100	Chr3B	13452540	13459855	+	13456197	Chr3B	11230926	11238036	+	11234481	0.996	0.995
gene:TraesCS3B03G0044300	Chr3B	13602908	13607618	+	13605263	Chr3B	11393645	11398355	+	11396000	1.0	0.998
gene:TraesCS3B03G0044500	Chr3B	13617584	13618512	+	13618048	Chr3B	11408324	11409252	+	11408788	1.0	1.0
gene:TraesCS3B03G0044600	Chr3B	13624135	13625145	+	13624640	Chr3B	11414875	11415885	+	11415380	1.0	1.0
gene:TraesCS3B03G0045000	Chr3B	13638687	13641490	+	13640088	Chr3B	11425813	11428616	+	11427214	1.0	1.0
gene:TraesCS3B03G0045200	Chr3B	13651284	13654171	-	13652727	Chr3B	11438588	11441475	-	11440031	1.0	0.999
gene:TraesCS3B03G0045900	Chr3B	13743583	13744821	-	13744202	Chr3B	11530235	11531473	-	11530854	1.0	1.0
gene:TraesCS3B03G0046100	Chr3B	13753742	13756833	-	13755287	Chr3B	11538397	11541488	-	11539942	1.0	1.0
gene:TraesCS3B03G0046200	Chr3B	13794541	13796737	-	13795639	Chr3B	11579367	11581563	-	11580465	1.0	1.0
gene:TraesCS3B03G0046600	Chr3B	13842867	13847314	+	13845090	Chr3B	11634452	11638899	+	11636675	1.0	1.0
gene:TraesCS3B03G0046900	Chr3B	13889123	13890558	+	13889840	Chr3B	11680952	11682388	+	11681670	1.0	0.999
gene:TraesCS3B03G0047100	Chr3B	13894018	13894831	+	13894424	Chr3B	11685848	11686661	+	11686254	1.0	1.0
gene:TraesCS3B03G0047200	Chr3B	13900782	13902099	+	13901440	Chr3B	11692612	11693929	+	11693270	1.0	1.0
gene:TraesCS3B03G0047300	Chr3B	13904992	13908357	+	13906674	Chr3B	11696822	11700187	+	11698504	1.0	1.0
gene:TraesCS3B03G0047500	Chr3B	13908853	13909704	-	13909278	Chr3B	11700683	11701534	-	11701108	1.0	0.998
gene:TraesCS3B03G0047600	Chr3B	13912323	13919989	+	13916156	Chr3B	11704153	11711819	+	11707986	1.0	1.0
gene:TraesCS3B03G0047700	Chr3B	13920909	13922384	+	13921646	Chr3B	11712739	11714214	+	11713476	1.0	1.0
gene:TraesCS3B03G0047800	Chr3B	13924243	13934714	-	13929478	Chr3B	11716073	11726623	-	11721348	1.0	1.0
gene:TraesCS3B03G0048000	Chr3B	13954460	13967646	-	13961053	Chr3B	11733709	11747006	-	11740357	1.0	0.997
gene:TraesCS3B03G0049200	Chr3B	14197012	14200919	+	14198965	Chr3B	11999967	12003993	+	12001980	1.0	0.997
gene:TraesCS3B03G0049400	Chr3B	14272431	14284305	-	14278368	Chr3B	12066791	12078518	-	12072654	0.997	0.996
gene:TraesCS3B03G0050500	Chr3B	14456299	14456661	-	14456480	Chr3B	12207199	12207561	-	12207380	1.0	1.0
gene:TraesCS3B03G0050900	Chr3B	14518868	14523037	+	14520952	Chr3B	12259620	12263789	+	12261704	1.0	1.0
gene:TraesCS3B03G0051000	Chr3B	14526596	14531005	+	14528800	Chr3B	12267338	12271747	+	12269542	1.0	0.995
gene:TraesCS3B03G0051100	Chr3B	14539683	14542511	-	14541097	Chr3B	12279103	12281931	-	12280517	1.0	0.995
gene:TraesCS3B03G0051600	Chr3B	14690068	14694638	-	14692353	Chr3B	12363440	12368086	-	12365763	1.0	0.995
gene:TraesCS3B03G0052000	Chr3B	14897747	14904386	+	14901066	Chr3B	12587413	12593610	+	12590511	0.94	0.905
gene:TraesCS3B03G0052400	Chr3B	15034510	15038343	+	15036426	Chr3B	12630811	12636258	+	12633534	0.999	0.966
gene:TraesCS3B03G0052500	Chr3B	15043587	15043985	-	15043786	Chr3B	12641612	12642010	-	12641811	1.0	0.994
gene:TraesCS3B03G0052700	Chr3B	15050859	15051645	-	15051252	Chr3B	12648862	12649648	-	12649255	1.0	1.0
gene:TraesCS3B03G0052800	Chr3B	15051800	15059713	-	15055756	Chr3B	12649803	12657717	-	12653760	1.0	1.0
gene:TraesCS3B03G0053000	Chr3B	15128456	15129483	+	15128969	Chr3B	12731167	12732194	+	12731680	1.0	1.0
gene:TraesCS3B03G0053100	Chr3B	15160153	15163258	+	15161705	Chr3B	12762609	12765714	+	12764161	1.0	0.999
gene:TraesCS3B03G0053200	Chr3B	15164778	15165608	-	15165193	Chr3B	12767234	12768064	-	12767649	1.0	1.0
gene:TraesCS3B03G0053600	Chr3B	15283665	15288089	+	15285877	Chr3B	12886428	12890880	+	12888654	1.0	1.0
gene:TraesCS3B03G0053700	Chr3B	15311739	15315173	-	15313456	Chr3B	12914583	12918017	-	12916300	1.0	1.0
gene:TraesCS3B03G0053800	Chr3B	15334364	15335548	+	15334956	Chr3B	12936879	12938063	+	12937471	1.0	1.0
gene:TraesCS3B03G0053900	Chr3B	15344103	15347794	+	15345948	Chr3B	12946622	12950313	+	12948467	1.0	1.0
gene:TraesCS3B03G0054200	Chr3B	15361834	15364625	-	15363229	Chr3B	12964481	12967272	-	12965876	1.0	1.0
gene:TraesCS3B03G0054900	Chr3B	15413768	15421229	-	15417498	Chr3B	13017679	13025140	-	13021409	1.0	1.0
gene:TraesCS3B03G0055000	Chr3B	15437025	15455773	-	15446399	Chr3B	13041680	13060421	-	13051050	1.0	0.999
gene:TraesCS3B03G0055300	Chr3B	15499630	15504311	+	15501970	Chr3B	13104529	13109210	+	13106869	1.0	0.999
gene:TraesCS3B03G0055400	Chr3B	15517604	15518449	+	15518026	Chr3B	13122362	13123207	+	13122784	1.0	1.0
gene:TraesCS3B03G0055900	Chr3B	15673079	15684480	-	15678779	Chr3B	13277673	13289064	-	13283368	0.999	0.999
gene:TraesCS3B03G0056000	Chr3B	15737539	15742920	-	15740229	Chr3B	13339017	13344398	-	13341707	1.0	1.0
gene:TraesCS3B03G0056300	Chr3B	15774884	15775192	-	15775038	Chr3B	13376358	13376666	-	13376512	1.0	0.996
gene:TraesCS3B03G0056500	Chr3B	15817353	15827081	-	15822217	Chr3B	13418953	13428458	-	13423705	0.983	0.982
gene:TraesCS3B03G0056800	Chr3B	15843661	15844865	-	15844263	Chr3B	13445241	13446445	-	13445843	1.0	1.0
gene:TraesCS3B03G0057200	Chr3B	16030592	16032356	+	16031474	Chr3B	13636698	13638462	+	13637580	1.0	1.0
gene:TraesCS3B03G0057500	Chr3B	16061723	16065343	+	16063533	Chr3B	13673969	13677583	+	13675776	0.991	0.954
gene:TraesCS3B03G0057600	Chr3B	16069780	16071754	-	16070767	Chr3B	13678478	13680357	-	13679417	0.946	0.923
gene:TraesCS3B03G0057700	Chr3B	16116348	16118134	-	16117241	Chr3B	13725113	13726899	-	13726006	1.0	0.998
gene:TraesCS3B03G0057800	Chr3B	16172883	16174668	-	16173775	Chr3B	13780038	13781820	-	13780929	0.998	0.997
gene:TraesCS3B03G0058000	Chr3B	16194029	16197637	-	16195833	Chr3B	13801671	13805250	-	13803460	0.983	0.981
gene:TraesCS3B03G0058300	Chr3B	16234949	16236097	+	16235523	Chr3B	13830873	13832021	+	13831447	1.0	0.999
gene:TraesCS3B03G0058900	Chr3B	16337986	16339408	+	16338697	Chr3B	13894978	13896403	+	13895690	1.0	0.982
gene:TraesCS3B03G0059100	Chr3B	16346206	16348027	+	16347116	Chr3B	13902090	13903807	+	13902948	0.942	0.929
gene:TraesCS3B03G0059900	Chr3B	16595969	16597796	+	16596882	Chr3B	13996910	13998737	+	13997823	1.0	0.991
gene:TraesCS3B03G0060000	Chr3B	16599118	16600593	+	16599855	Chr3B	14000060	14001535	+	14000797	1.0	0.995
gene:TraesCS3B03G0060100	Chr3B	16639543	16641393	+	16640468	Chr3B	14042807	14044297	+	14043552	0.906	0.9
gene:TraesCS3B03G0060600	Chr3B	16689738	16691550	+	16690644	Chr3B	14074758	14076570	+	14075664	1.0	0.991
gene:TraesCS3B03G0060700	Chr3B	16729361	16731316	+	16730338	Chr3B	14124072	14126027	+	14125049	1.0	0.997
gene:TraesCS3B03G0060900	Chr3B	16780490	16785416	+	16782953	Chr3B	14179256	14184181	+	14181718	1.0	0.992
gene:TraesCS3B03G0061200	Chr3B	16791104	16792637	+	16791870	Chr3B	14189709	14191242	+	14190475	1.0	0.993
gene:TraesCS3B03G0061300	Chr3B	16822626	16823847	+	16823236	Chr3B	14208898	14210143	+	14209520	1.0	0.995
gene:TraesCS3B03G0061800	Chr3B	17053569	17054760	+	17054164	Chr3B	14287963	14289158	+	14288560	1.0	0.958
gene:TraesCS3B03G0062200	Chr3B	17068676	17069813	-	17069244	Chr3B	14316085	14317222	-	14316653	1.0	0.995
gene:TraesCS3B03G0063100	Chr3B	17216773	17218407	-	17217590	Chr3B	14457111	14458745	-	14457928	1.0	0.982
gene:TraesCS3B03G0063200	Chr3B	17230424	17233961	-	17232192	Chr3B	14470623	14474194	-	14472408	0.999	0.99
gene:TraesCS3B03G0063300	Chr3B	17237828	17239182	-	17238505	Chr3B	14500773	14502121	-	14501447	0.993	0.986
gene:TraesCS3B03G0064000	Chr3B	17525110	17526615	-	17525862	Chr3B	14602057	14603560	-	14602808	0.998	0.996
gene:TraesCS3B03G0064400	Chr3B	17646958	17649498	-	17648228	Chr3B	14715742	14718279	-	14717010	1.0	0.994
gene:TraesCS3B03G0064500	Chr3B	17653463	17653684	+	17653573	Chr3B	14721861	14722082	+	14721971	1.0	0.981
gene:TraesCS3B03G0064600	Chr3B	17661266	17665293	+	17663279	Chr3B	14744694	14748718	+	14746706	1.0	0.995
gene:TraesCS3B03G0064900	Chr3B	17743154	17744549	-	17743851	Chr3B	14834832	14836227	-	14835529	1.0	0.998
gene:TraesCS3B03G0065000	Chr3B	17747202	17752045	+	17749623	Chr3B	14839589	14844448	+	14842018	1.0	0.984
gene:TraesCS3B03G0067100	Chr3B	18743379	18744026	+	18743702	Chr3B	15283583	15284230	+	15283906	1.0	0.993
gene:TraesCS3B03G0067200	Chr3B	18751983	18752520	+	18752251	Chr3B	15292186	15292713	+	15292449	0.986	0.982
