gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity
gene:TraesCS1A03G0031000	Chr1A	8448758	8449502	-	8449130	Chr1A	7176398	7177142	+	7176770	1.0	1.0
gene:TraesCS1A03G0031200	Chr1A	8456694	8457124	-	8456909	Chr1A	7168776	7169206	+	7168991	1.0	1.0
gene:TraesCS1A03G0031300	Chr1A	8457959	8463291	-	8460625	Chr1A	7162468	7167941	+	7165204	1.0	1.0
gene:TraesCS1A03G0031500	Chr1A	8526026	8532786	+	8529406	Chr1A	7092776	7099526	-	7096151	0.996	0.981
gene:TraesCS1A03G0031600	Chr1A	8533323	8534333	+	8533828	Chr1A	7091229	7092239	-	7091734	1.0	1.0
gene:TraesCS1A03G0031900	Chr1A	8575612	8576836	-	8576224	Chr1A	7058093	7059317	+	7058705	1.0	0.997
gene:TraesCS1A03G0032000	Chr1A	8616326	8617328	+	8616827	Chr1A	7034873	7035875	-	7035374	1.0	0.995
gene:TraesCS1A03G0032100	Chr1A	8618386	8621059	+	8619722	Chr1A	7031014	7033775	-	7032394	1.0	0.995
gene:TraesCS1A03G0032200	Chr1A	8623361	8635717	+	8629539	Chr1A	7013871	7028522	-	7021196	0.999	0.997
gene:TraesCS1A03G0032400	Chr1A	8652783	8653352	+	8653067	Chr1A	6994456	6995025	-	6994740	1.0	1.0
gene:TraesCS1A03G0032500	Chr1A	8656184	8666852	+	8661518	Chr1A	6980956	6991624	-	6986290	1.0	0.999
gene:TraesCS1A03G0033100	Chr1A	8862666	8862860	-	8862763	Chr1A	6788865	6789059	+	6788962	1.0	1.0
gene:TraesCS1A03G0033200	Chr1A	8866181	8866776	-	8866478	Chr1A	6784949	6785544	+	6785246	1.0	1.0
gene:TraesCS1A03G0033300	Chr1A	8875965	8876255	+	8876110	Chr1A	6775620	6775910	-	6775765	1.0	1.0
gene:TraesCS1A03G0033600	Chr1A	8981643	8982502	+	8982072	Chr1A	6661041	6661900	-	6661470	1.0	1.0
gene:TraesCS1A03G0033800	Chr1A	8990493	8993152	-	8991822	Chr1A	6650391	6653050	+	6651720	1.0	1.0
gene:TraesCS1A03G0033900	Chr1A	8996174	9008804	-	9002489	Chr1A	6634784	6647369	+	6641076	1.0	1.0
gene:TraesCS1A03G0034000	Chr1A	9014494	9016070	-	9015282	Chr1A	6627518	6629094	+	6628306	1.0	1.0
gene:TraesCS1A03G0034100	Chr1A	9023921	9024508	-	9024214	Chr1A	6618860	6619447	+	6619153	1.0	1.0
gene:TraesCS1A03G0034200	Chr1A	9036098	9036996	-	9036547	Chr1A	6606651	6607549	+	6607100	1.0	1.0
gene:TraesCS1A03G0034400	Chr1A	9115955	9117195	-	9116575	Chr1A	6526927	6528167	+	6527547	1.0	1.0
gene:TraesCS1A03G0034600	Chr1A	9149837	9152212	+	9151024	Chr1A	6492209	6494584	-	6493396	1.0	1.0
gene:TraesCS1A03G0034700	Chr1A	9169077	9169745	+	9169411	Chr1A	6474676	6475344	-	6475010	1.0	1.0
gene:TraesCS1A03G0034800	Chr1A	9173491	9176022	+	9174756	Chr1A	6468393	6470924	-	6469658	1.0	1.0
gene:TraesCS1A03G0035100	Chr1A	9295766	9296089	+	9295927	Chr1A	6364352	6364675	-	6364513	1.0	1.0
gene:TraesCS1A03G0035200	Chr1A	9301181	9301960	+	9301570	Chr1A	6358481	6359260	-	6358870	1.0	1.0
gene:TraesCS1A03G0036100	Chr1A	9480719	9483259	-	9481989	Chr1A	6169636	6172176	+	6170906	1.0	1.0
gene:TraesCS1A03G0036200	Chr1A	9496105	9498615	-	9497360	Chr1A	6154486	6156996	+	6155741	1.0	1.0
gene:TraesCS1A03G0036900	Chr1A	9577016	9578170	-	9577593	Chr1A	6076872	6078026	+	6077449	1.0	1.0
gene:TraesCS1A03G0037000	Chr1A	9578228	9583585	-	9580906	Chr1A	6071445	6076814	+	6074129	1.0	0.999
gene:TraesCS1A03G0037100	Chr1A	9585976	9590029	+	9588002	Chr1A	6065002	6069055	-	6067028	1.0	1.0
gene:TraesCS1A03G0037200	Chr1A	9598810	9600750	+	9599780	Chr1A	6054235	6056194	-	6055214	1.0	0.989
gene:TraesCS1A03G0037300	Chr1A	9602925	9605100	-	9604012	Chr1A	6049885	6052060	+	6050972	1.0	0.999
gene:TraesCS1A03G0037500	Chr1A	9630108	9631642	-	9630875	Chr1A	6023628	6025162	+	6024395	1.0	1.0
gene:TraesCS1A03G0037600	Chr1A	9634267	9636102	+	9635184	Chr1A	6019168	6021003	-	6020085	1.0	1.0
gene:TraesCS1A03G0037700	Chr1A	9650321	9652002	+	9651161	Chr1A	6003268	6004949	-	6004108	1.0	1.0
gene:TraesCS1A03G0037800	Chr1A	9659454	9661345	+	9660399	Chr1A	5993925	5995816	-	5994870	1.0	1.0
gene:TraesCS1A03G0037900	Chr1A	9664474	9668558	+	9666516	Chr1A	5986711	5990795	-	5988753	1.0	1.0
gene:TraesCS1A03G0038100	Chr1A	9670581	9673361	+	9671971	Chr1A	5981908	5984688	-	5983298	1.0	1.0
gene:TraesCS1A03G0038300	Chr1A	9680666	9683489	+	9682077	Chr1A	5971780	5974603	-	5973191	1.0	1.0
gene:TraesCS1A03G0038700	Chr1A	9949251	9953276	-	9951263	Chr1A	5695736	5699761	+	5697748	1.0	0.999
gene:TraesCS1A03G0038800	Chr1A	9965439	9971270	-	9968354	Chr1A	5677742	5683573	+	5680657	1.0	1.0
gene:TraesCS1A03G0038900	Chr1A	10001491	10006436	+	10003963	Chr1A	5642538	5647485	-	5645011	1.0	1.0
gene:TraesCS1A03G0039100	Chr1A	10051524	10055292	-	10053408	Chr1A	5593690	5597458	+	5595574	1.0	1.0
gene:TraesCS1A03G0039200	Chr1A	10068509	10068733	+	10068621	Chr1A	5580442	5580666	-	5580554	1.0	1.0
gene:TraesCS1A03G0039300	Chr1A	10424358	10427431	+	10425894	Chr1A	5224894	5227967	-	5226430	1.0	1.0
gene:TraesCS1A03G0039400	Chr1A	10437621	10438698	-	10438159	Chr1A	5210488	5211565	+	5211026	1.0	1.0
gene:TraesCS1A03G0039500	Chr1A	10439448	10445246	-	10442347	Chr1A	5203940	5209738	+	5206839	1.0	0.999
gene:TraesCS1A03G0039700	Chr1A	10460531	10460698	+	10460614	Chr1A	5188530	5188697	-	5188613	1.0	1.0
gene:TraesCS1A03G0039800	Chr1A	10461606	10464101	-	10462853	Chr1A	5185127	5187622	+	5186374	1.0	1.0
gene:TraesCS1A03G0040000	Chr1A	10490914	10491929	+	10491421	Chr1A	5158154	5159169	-	5158661	1.0	1.0
gene:TraesCS1A03G0040400	Chr1A	10564167	10565112	+	10564639	Chr1A	5126841	5127786	-	5127313	1.0	1.0
gene:TraesCS1A03G0040500	Chr1A	10573150	10574930	+	10574040	Chr1A	5117016	5118796	-	5117906	1.0	1.0
gene:TraesCS1A03G0040900	Chr1A	10602571	10606265	-	10604418	Chr1A	5085975	5089669	+	5087822	1.0	1.0
gene:TraesCS1A03G0041800	Chr1A	10710567	10713989	+	10712278	Chr1A	4987738	4991160	-	4989449	1.0	1.0
gene:TraesCS1A03G0041900	Chr1A	10725091	10727687	-	10726389	Chr1A	4974299	4976895	+	4975597	1.0	1.0
gene:TraesCS1A03G0042000	Chr1A	10728950	10733440	+	10731195	Chr1A	4968529	4973036	-	4970782	0.997	0.976
gene:TraesCS1A03G0042200	Chr1A	10739686	10745366	-	10742526	Chr1A	4956280	4961960	+	4959120	1.0	1.0
gene:TraesCS1A03G0042500	Chr1A	10838561	10839687	+	10839124	Chr1A	4863010	4864136	-	4863573	1.0	1.0
gene:TraesCS1A03G0042600	Chr1A	10845838	10847062	+	10846450	Chr1A	4855718	4856942	-	4856330	1.0	1.0
gene:TraesCS1A03G0042800	Chr1A	10913179	10917797	+	10915488	Chr1A	4786839	4791457	-	4789148	1.0	0.999
gene:TraesCS1A03G0042900	Chr1A	10918795	10921847	-	10920321	Chr1A	4782789	4785841	+	4784315	1.0	1.0
gene:TraesCS1A03G0043100	Chr1A	10923686	10926635	+	10925160	Chr1A	4778001	4780950	-	4779475	1.0	1.0
gene:TraesCS1A03G0043200	Chr1A	10931226	10932882	-	10932054	Chr1A	4771956	4773612	+	4772784	1.0	1.0
gene:TraesCS1A03G0043400	Chr1A	10942115	10945096	-	10943605	Chr1A	4759656	4762637	+	4761146	1.0	1.0
gene:TraesCS1A03G0043500	Chr1A	10949253	10953370	-	10951311	Chr1A	4751620	4755499	+	4753559	1.0	1.0
gene:TraesCS1A03G0043800	Chr1A	10967522	10970432	-	10968977	Chr1A	4734428	4737254	+	4735841	1.0	1.0
gene:TraesCS1A03G0044000	Chr1A	11011915	11014621	-	11013268	Chr1A	4691579	4694285	+	4692932	1.0	1.0
gene:TraesCS1A03G0044200	Chr1A	11033138	11034392	+	11033765	Chr1A	4672252	4673506	-	4672879	1.0	1.0
gene:TraesCS1A03G0044800	Chr1A	11131772	11133821	+	11132796	Chr1A	4574531	4576580	-	4575555	1.0	1.0
gene:TraesCS1A03G0045000	Chr1A	11141822	11143311	+	11142566	Chr1A	4565213	4566702	-	4565957	1.0	1.0
gene:TraesCS1A03G0045100	Chr1A	11156810	11158429	-	11157619	Chr1A	4548622	4550241	+	4549431	1.0	1.0
gene:TraesCS1A03G0070500	Chr1A	16003801	16005231	+	16004516	Chr1A	14097246	14098662	+	14097954	0.988	0.977
gene:TraesCS1A03G0070900	Chr1A	16054909	16060811	+	16057860	Chr1A	14185724	14191635	+	14188679	0.998	0.984
gene:TraesCS1A03G0071100	Chr1A	16060993	16063533	-	16062263	Chr1A	14191817	14194356	-	14193086	1.0	1.0
gene:TraesCS1A03G0071500	Chr1A	16085058	16085762	+	16085410	Chr1A	14215885	14216589	+	14216237	1.0	1.0
gene:TraesCS1A03G0071700	Chr1A	16112475	16114826	+	16113650	Chr1A	14243326	14245677	+	14244501	1.0	0.999
gene:TraesCS1A03G0071800	Chr1A	16119778	16122030	+	16120904	Chr1A	14250536	14252788	+	14251662	1.0	1.0
gene:TraesCS1A03G0071900	Chr1A	16124458	16129008	-	16126733	Chr1A	14255216	14259766	-	14257491	1.0	0.999
gene:TraesCS1A03G0072000	Chr1A	16138385	16150429	-	16144407	Chr1A	14269266	14281310	-	14275288	1.0	1.0
gene:TraesCS1A03G0072200	Chr1A	16277726	16282241	-	16279983	Chr1A	14408131	14412646	-	14410388	1.0	0.999
gene:TraesCS1A03G0072300	Chr1A	16324203	16325390	-	16324796	Chr1A	14454213	14455400	-	14454806	1.0	0.999
gene:TraesCS1A03G0072400	Chr1A	16332592	16333993	-	16333292	Chr1A	14462602	14464003	-	14463302	1.0	1.0
gene:TraesCS1A03G0072500	Chr1A	16370756	16372334	-	16371545	Chr1A	14500408	14501986	-	14501197	1.0	1.0
gene:TraesCS1A03G0072600	Chr1A	16389348	16390591	-	16389969	Chr1A	14519221	14520464	-	14519842	1.0	1.0
gene:TraesCS1A03G0072700	Chr1A	16520066	16520469	+	16520267	Chr1A	14650080	14650483	+	14650281	1.0	1.0
gene:TraesCS1A03G0073200	Chr1A	16715916	16717729	+	16716822	Chr1A	14852648	14854461	+	14853554	1.0	0.996
gene:TraesCS1A03G0073300	Chr1A	16720131	16725111	+	16722621	Chr1A	14856936	14861913	+	14859424	0.999	0.998
gene:TraesCS1A03G0073500	Chr1A	17230250	17235171	-	17232710	Chr1A	15481164	15486080	-	15483622	1.0	0.995
gene:TraesCS1A03G0073700	Chr1A	17316169	17323323	+	17319746	Chr1A	15582759	15590108	+	15586433	1.0	0.996
gene:TraesCS1A03G0073800	Chr1A	17324074	17327414	-	17325744	Chr1A	15590958	15594297	-	15592627	0.999	0.994
gene:TraesCS1A03G0074000	Chr1A	17404383	17406315	+	17405349	Chr1A	15684070	15686002	+	15685036	1.0	0.994
gene:TraesCS1A03G0075000	Chr1A	17922489	17924062	+	17923275	Chr1A	16173502	16175075	+	16174288	1.0	1.0
gene:TraesCS1A03G0075300	Chr1A	18107524	18108159	+	18107841	Chr1A	16356313	16356948	+	16356630	1.0	0.995
gene:TraesCS1A03G0075700	Chr1A	18254682	18255170	+	18254926	Chr1A	16519589	16520049	+	16519819	0.942	0.922
gene:TraesCS1A03G0076000	Chr1A	18269082	18271719	+	18270400	Chr1A	16569430	16572093	+	16570761	0.997	0.991
gene:TraesCS1A03G0076400	Chr1A	18287645	18290838	+	18289241	Chr1A	16588037	16591221	+	16589629	0.991	0.981
gene:TraesCS1A03G0076700	Chr1A	18312344	18316851	+	18314597	Chr1A	16630847	16635215	+	16633031	1.0	0.991
gene:TraesCS1A03G0077600	Chr1A	18714748	18715749	+	18715248	Chr1A	16706661	16707662	+	16707161	1.0	0.996
gene:TraesCS1A03G0078000	Chr1A	18789724	18795494	+	18792609	Chr1A	16765810	16771579	+	16768694	1.0	0.998
gene:TraesCS1A03G0078100	Chr1A	18801107	18801394	-	18801250	Chr1A	16777192	16777479	-	16777335	1.0	1.0
gene:TraesCS1A03G0078200	Chr1A	18807567	18810610	-	18809088	Chr1A	16783652	16786695	-	16785173	1.0	1.0
gene:TraesCS1A03G0079100	Chr1A	19114419	19118034	+	19116226	Chr1A	17077617	17081252	+	17079434	1.0	0.978
gene:TraesCS1A03G0079200	Chr1A	19121653	19123323	-	19122488	Chr1A	17085755	17087425	-	17086590	1.0	0.99
gene:TraesCS1A03G0080200	Chr1A	19737327	19737919	-	19737623	Chr1A	17664465	17665057	-	17664761	1.0	0.993
gene:TraesCS1A03G0080500	Chr1A	19948133	19951331	-	19949732	Chr1A	17868768	17871967	-	17870367	1.0	0.993
gene:TraesCS1A03G0080900	Chr1A	20152985	20156984	-	20154984	Chr1A	18057050	18061046	-	18059048	0.997	0.996
gene:TraesCS1A03G0081200	Chr1A	20173897	20175747	+	20174822	Chr1A	18130783	18132633	+	18131708	1.0	0.998
gene:TraesCS1A03G0081500	Chr1A	20321933	20323911	-	20322922	Chr1A	18271008	18272986	-	18271997	1.0	0.998
gene:TraesCS1A03G0081600	Chr1A	20347721	20351002	-	20349361	Chr1A	18296614	18299624	-	18298119	1.0	0.998
gene:TraesCS1A03G0081700	Chr1A	20354997	20356235	-	20355616	Chr1A	18303617	18304855	-	18304236	1.0	0.995
gene:TraesCS1A03G0081900	Chr1A	20849023	20853027	-	20851025	Chr1A	18790281	18794287	-	18792284	1.0	0.997
gene:TraesCS1A03G0082100	Chr1A	20919670	20920936	-	20920303	Chr1A	18956855	18958121	-	18957488	1.0	0.997
gene:TraesCS1A03G0083400	Chr1A	21824705	21828474	-	21826589	Chr1A	21277828	21281596	+	21279712	0.999	0.997
gene:TraesCS1A03G0084000	Chr1A	21922488	21925433	-	21923960	Chr1A	21226066	21229009	+	21227537	1.0	0.997
gene:TraesCS1A03G0084400	Chr1A	21984918	21988667	+	21986792	Chr1A	21144287	21148050	-	21146168	1.0	0.997
gene:TraesCS1A03G0084800	Chr1A	22050155	22052116	+	22051135	Chr1A	21023281	21025250	-	21024265	1.0	0.998
gene:TraesCS1A03G0085000	Chr1A	22073293	22077524	+	22075408	Chr1A	20997807	21002038	-	20999922	1.0	1.0
gene:TraesCS1A03G0085200	Chr1A	22129336	22130936	-	22130136	Chr1A	20938750	20940350	+	20939550	1.0	1.0
gene:TraesCS1A03G0085300	Chr1A	22137196	22139028	-	22138112	Chr1A	20930658	20932490	+	20931574	1.0	0.999
gene:TraesCS1A03G0087000	Chr1A	22263997	22264116	-	22264056	Chr1A	20765390	20765509	+	20765449	1.0	1.0
gene:TraesCS1A03G0087100	Chr1A	22307387	22310618	-	22309002	Chr1A	20717119	20720371	+	20718745	1.0	0.997
gene:TraesCS1A03G0088000	Chr1A	22727978	22728307	+	22728142	Chr1A	20314460	20314789	-	20314624	1.0	0.996
gene:TraesCS1A03G0088700	Chr1A	22757608	22758690	-	22758149	Chr1A	20299135	20300217	+	20299676	1.0	1.0
gene:TraesCS1A03G0088900	Chr1A	22764269	22764954	-	22764611	Chr1A	20289278	20289963	+	20289620	1.0	0.997
gene:TraesCS1A03G0089000	Chr1A	22773042	22774322	-	22773682	Chr1A	20279784	20281064	+	20280424	1.0	0.992
gene:TraesCS1A03G0089100	Chr1A	22778226	22782834	-	22780530	Chr1A	20252413	20257022	+	20254717	1.0	0.998
gene:TraesCS1A03G0089400	Chr1A	22802361	22803975	-	22803168	Chr1A	20207180	20208794	+	20207987	1.0	0.999
gene:TraesCS1A03G0089500	Chr1A	22809328	22817055	-	22813191	Chr1A	20194100	20201827	+	20197963	1.0	0.996
gene:TraesCS1A03G0089700	Chr1A	22819864	22822522	+	22821193	Chr1A	20188633	20191291	-	20189962	1.0	0.998
gene:TraesCS1A03G0090000	Chr1A	22861237	22864639	-	22862938	Chr1A	20159606	20162967	+	20161286	0.973	0.97
gene:TraesCS1A03G0090500	Chr1A	22881722	22882571	+	22882146	Chr1A	20140663	20141521	-	20141092	1.0	0.981
gene:TraesCS1A03G0090800	Chr1A	22906383	22907279	+	22906831	Chr1A	20093184	20094070	-	20093627	0.986	0.975
gene:TraesCS1A03G0090900	Chr1A	22908167	22909932	-	22909049	Chr1A	20090533	20092299	+	20091416	1.0	0.992
gene:TraesCS1A03G0091000	Chr1A	22918521	22932531	+	22925526	Chr1A	20067355	20081363	-	20074359	1.0	0.998
gene:TraesCS1A03G0091500	Chr1A	22949033	22951082	+	22950057	Chr1A	20030010	20032059	-	20031034	1.0	0.992
gene:TraesCS1A03G0091600	Chr1A	22958573	22963772	+	22961172	Chr1A	20009315	20014427	+	20011871	0.982	0.98
gene:TraesCS1A03G0091700	Chr1A	22968989	22969279	-	22969134	Chr1A	20019643	20019933	-	20019788	1.0	0.996
gene:TraesCS1A03G0091800	Chr1A	23054649	23058459	+	23056554	Chr1A	21907203	21911005	-	21909104	0.997	0.979
gene:TraesCS1A03G0093200	Chr1A	23221318	23222114	-	23221716	Chr1A	21620978	21621774	+	21621376	1.0	1.0
gene:TraesCS1A03G0093300	Chr1A	23224241	23228167	-	23226204	Chr1A	21615005	21618944	+	21616974	1.0	0.998
gene:TraesCS1A03G0093500	Chr1A	23264950	23277893	+	23271421	Chr1A	21565367	21578678	-	21572022	0.978	0.976
gene:TraesCS1A03G0093700	Chr1A	23342172	23348014	-	23345093	Chr1A	21484662	21490584	+	21487623	1.0	0.999
gene:TraesCS1A03G0094000	Chr1A	23553835	23562642	+	23558238	Chr1A	22166485	22175314	+	22170899	1.0	0.996
gene:TraesCS1A03G0094800	Chr1A	23662474	23662816	-	23662645	Chr1A	22256060	22256401	-	22256230	0.996	0.985
gene:TraesCS1A03G0095200	Chr1A	23775731	23778587	-	23777159	Chr1A	22373055	22375711	-	22374383	0.998	0.993
gene:TraesCS1A03G0095400	Chr1A	23928111	23929837	-	23928974	Chr1A	22536752	22538478	-	22537615	1.0	0.998
gene:TraesCS1A03G0095500	Chr1A	23976205	23985004	-	23980604	Chr1A	22573606	22581614	-	22577610	0.95	0.941
gene:TraesCS1A03G0095600	Chr1A	23993097	23993822	+	23993459	Chr1A	22589808	22590533	+	22590170	1.0	0.995
gene:TraesCS1A03G0096200	Chr1A	24208092	24208694	-	24208393	Chr1A	22874714	22875316	-	22875015	1.0	0.998
gene:TraesCS1A03G0096300	Chr1A	24219088	24220475	-	24219781	Chr1A	22885724	22887112	-	22886418	1.0	0.998
gene:TraesCS1A03G0096400	Chr1A	24224492	24228318	-	24226405	Chr1A	22891126	22894952	-	22893039	1.0	1.0
gene:TraesCS1A03G0096600	Chr1A	24228491	24230541	+	24229516	Chr1A	22895125	22897175	+	22896150	1.0	0.998
gene:TraesCS1A03G0096700	Chr1A	24231600	24238280	-	24234940	Chr1A	22898238	22905910	-	22902074	1.0	0.987
gene:TraesCS1A03G0096800	Chr1A	24265837	24269187	-	24267512	Chr1A	22923628	22926978	-	22925303	1.0	1.0
gene:TraesCS1A03G0096900	Chr1A	24278984	24279205	+	24279094	Chr1A	22959004	22959225	+	22959114	1.0	1.0
gene:TraesCS1A03G0097100	Chr1A	24473809	24475633	+	24474721	Chr1A	23151674	23153498	+	23152586	1.0	1.0
gene:TraesCS1A03G0097300	Chr1A	24499649	24499840	+	24499744	Chr1A	23177767	23177958	+	23177862	1.0	1.0
gene:TraesCS1A03G0098000	Chr1A	24549327	24551180	-	24550253	Chr1A	23227627	23229481	-	23228554	1.0	0.996
gene:TraesCS1A03G0098200	Chr1A	24568952	24569167	+	24569059	Chr1A	23247256	23247471	+	23247363	1.0	1.0
gene:TraesCS1A03G0098300	Chr1A	24570441	24571145	-	24570793	Chr1A	23248744	23249448	-	23249096	1.0	0.995
gene:TraesCS1A03G0098700	Chr1A	24593210	24593870	-	24593540	Chr1A	23271677	23272337	-	23272007	1.0	1.0
gene:TraesCS1A03G0098800	Chr1A	24594343	24594594	+	24594468	Chr1A	23272810	23273061	+	23272935	1.0	1.0
gene:TraesCS1A03G0098900	Chr1A	24596403	24596633	-	24596518	Chr1A	23274870	23275100	-	23274985	1.0	1.0
gene:TraesCS1A03G0099000	Chr1A	24687408	24689140	+	24688274	Chr1A	23368490	23370222	+	23369356	1.0	1.0
gene:TraesCS1A03G0099100	Chr1A	24692242	24692829	-	24692535	Chr1A	23373418	23374005	-	23373711	1.0	1.0
gene:TraesCS1A03G0099400	Chr1A	24721148	24723317	-	24722232	Chr1A	23402359	23404528	-	23403443	1.0	1.0
gene:TraesCS1A03G0099500	Chr1A	24723932	24724480	+	24724206	Chr1A	23405143	23405691	+	23405417	1.0	1.0
gene:TraesCS1A03G0099800	Chr1A	24748682	24750713	-	24749697	Chr1A	23429894	23431925	-	23430909	1.0	1.0
gene:TraesCS1A03G0100400	Chr1A	24807246	24812994	-	24810120	Chr1A	23493228	23498976	-	23496102	1.0	0.999
gene:TraesCS1A03G0100600	Chr1A	24941193	24947610	-	24944401	Chr1A	23690389	23696792	-	23693590	0.988	0.985
gene:TraesCS1A03G0100800	Chr1A	25062077	25062697	+	25062387	Chr1A	23811237	23811857	+	23811547	1.0	0.996
gene:TraesCS1A03G0100900	Chr1A	25065747	25069800	-	25067773	Chr1A	23814905	23818958	-	23816931	1.0	0.998
gene:TraesCS1A03G0101600	Chr1A	25406153	25407357	+	25406755	Chr1A	24182536	24183740	+	24183138	1.0	1.0
gene:TraesCS1A03G0102200	Chr1A	25486547	25488268	+	25487407	Chr1A	24263540	24265261	+	24264400	1.0	1.0
gene:TraesCS1A03G0102900	Chr1A	25877620	25879560	+	25878590	Chr1A	24662253	24664193	+	24663223	1.0	0.997
gene:TraesCS1A03G0103000	Chr1A	25889587	25890069	+	25889828	Chr1A	24674495	24674977	+	24674736	1.0	1.0
gene:TraesCS1A03G0103100	Chr1A	25917726	25919188	+	25918457	Chr1A	24718069	24719531	+	24718800	1.0	0.998
gene:TraesCS1A03G0103400	Chr1A	26026543	26030657	-	26028600	Chr1A	24841404	24845505	-	24843454	1.0	0.992
gene:TraesCS1A03G0103600	Chr1A	26138034	26138992	+	26138513	Chr1A	24865484	24866442	+	24865963	1.0	0.998
gene:TraesCS1A03G0103700	Chr1A	26193250	26200706	+	26196978	Chr1A	24912041	24919303	+	24915672	0.926	0.923
gene:TraesCS1A03G0104100	Chr1A	26305470	26307552	+	26306511	Chr1A	25007746	25009830	+	25008788	1.0	0.997
gene:TraesCS1A03G0104200	Chr1A	26378067	26380399	+	26379233	Chr1A	25090665	25092997	+	25091831	1.0	0.997
gene:TraesCS1A03G0104300	Chr1A	26386797	26387892	+	26387344	Chr1A	25098617	25099714	+	25099165	1.0	0.995
gene:TraesCS1A03G0104400	Chr1A	26389902	26390255	+	26390078	Chr1A	25101227	25101580	+	25101403	1.0	1.0
gene:TraesCS1A03G0104500	Chr1A	26395408	26399476	+	26397442	Chr1A	25112013	25116081	+	25114047	1.0	0.996
gene:TraesCS1A03G0105600	Chr1A	26823969	26828147	+	26826058	Chr1A	25539777	25543955	+	25541866	1.0	1.0
gene:TraesCS1A03G0105800	Chr1A	26996822	26999378	+	26998100	Chr1A	25711264	25713820	+	25712542	1.0	1.0
gene:TraesCS1A03G0105900	Chr1A	27000453	27003359	-	27001906	Chr1A	25714895	25717801	-	25716348	1.0	1.0
gene:TraesCS1A03G0106100	Chr1A	27325774	27326241	-	27326007	Chr1A	26035739	26036206	-	26035972	1.0	1.0
gene:TraesCS1A03G0106400	Chr1A	27588718	27594520	-	27591619	Chr1A	26276879	26282621	-	26279750	1.0	1.0
gene:TraesCS1A03G0106500	Chr1A	27648281	27654226	+	27651253	Chr1A	26336512	26342457	+	26339484	1.0	1.0
gene:TraesCS1A03G0106600	Chr1A	27654431	27655195	+	27654813	Chr1A	26342662	26343426	+	26343044	1.0	1.0
gene:TraesCS1A03G0107000	Chr1A	27824052	27824951	-	27824501	Chr1A	26483174	26484073	-	26483623	1.0	1.0
gene:TraesCS1A03G0107200	Chr1A	27846271	27854087	+	27850179	Chr1A	26504269	26512085	+	26508177	1.0	1.0
gene:TraesCS1A03G0107300	Chr1A	27855020	27859140	+	27857080	Chr1A	26513020	26517144	+	26515082	1.0	1.0
gene:TraesCS1A03G0107400	Chr1A	27936103	27940085	+	27938094	Chr1A	26593784	26597766	+	26595775	1.0	1.0
