gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity
gene:TraesCS4A03G0007100	Chr4A	3050569	3055204	-	3052886	Chr4A	3102575	3107219	-	3104897	1.0	0.997
gene:TraesCS4A03G0007300	Chr4A	3066937	3070613	-	3068775	Chr4A	3120255	3123931	-	3122093	1.0	0.999
gene:TraesCS4A03G0007500	Chr4A	3096625	3101109	-	3098867	Chr4A	3161945	3166452	-	3164198	1.0	0.998
gene:TraesCS4A03G0007600	Chr4A	3101459	3105097	-	3103278	Chr4A	3166802	3170456	-	3168629	0.999	0.993
gene:TraesCS4A03G0007700	Chr4A	3107379	3109574	-	3108476	Chr4A	3172237	3174466	-	3173351	0.976	0.929
gene:TraesCS4A03G0008000	Chr4A	3121834	3127155	-	3124494	Chr4A	3186735	3191987	-	3189361	1.0	0.999
gene:TraesCS4A03G0008100	Chr4A	3129258	3135283	+	3132270	Chr4A	3194174	3200211	+	3197192	1.0	0.998
gene:TraesCS4A03G0008200	Chr4A	3134254	3140594	-	3137424	Chr4A	3199182	3205616	-	3202399	1.0	1.0
gene:TraesCS4A03G0008300	Chr4A	3205933	3206955	+	3206444	Chr4A	3270730	3271752	+	3271241	1.0	1.0
gene:TraesCS4A03G0008400	Chr4A	3238765	3239608	+	3239186	Chr4A	3302983	3303826	+	3303404	1.0	1.0
gene:TraesCS4A03G0008600	Chr4A	3261415	3263213	+	3262314	Chr4A	3331410	3333208	+	3332309	1.0	1.0
gene:TraesCS4A03G0008700	Chr4A	3326425	3327669	+	3327047	Chr4A	3403778	3405022	+	3404400	1.0	1.0
gene:TraesCS4A03G0009200	Chr4A	3354842	3356422	+	3355632	Chr4A	3432170	3433750	+	3432960	1.0	1.0
gene:TraesCS4A03G0009300	Chr4A	3365529	3365927	-	3365728	Chr4A	3442856	3443254	-	3443055	1.0	1.0
gene:TraesCS4A03G0009500	Chr4A	3372257	3373213	+	3372735	Chr4A	3448941	3449897	+	3449419	1.0	0.997
gene:TraesCS4A03G0010000	Chr4A	3426660	3429932	+	3428296	Chr4A	3503464	3506711	+	3505087	1.0	0.997
gene:TraesCS4A03G0010100	Chr4A	3430702	3432528	+	3431615	Chr4A	3507482	3509306	+	3508394	1.0	0.998
gene:TraesCS4A03G0010400	Chr4A	3781940	3782996	+	3782468	Chr4A	3874379	3875435	+	3874907	1.0	0.995
gene:TraesCS4A03G0010500	Chr4A	3851393	3859754	-	3855573	Chr4A	3944505	3952834	-	3948669	1.0	0.999
gene:TraesCS4A03G0010700	Chr4A	3982734	3986342	-	3984538	Chr4A	4086913	4090529	-	4088721	1.0	0.991
gene:TraesCS4A03G0011000	Chr4A	4137896	4141435	+	4139665	Chr4A	4255580	4259120	+	4257350	1.0	0.996
gene:TraesCS4A03G0011100	Chr4A	4172321	4175894	-	4174107	Chr4A	4290112	4293686	-	4291899	1.0	0.999
gene:TraesCS4A03G0011200	Chr4A	4219071	4222355	-	4220713	Chr4A	4336325	4339609	-	4337967	1.0	1.0
gene:TraesCS4A03G0011700	Chr4A	4444831	4448386	-	4446608	Chr4A	4562677	4566226	-	4564451	0.998	0.984
gene:TraesCS4A03G0011800	Chr4A	4499291	4504470	-	4501880	Chr4A	4617104	4622305	-	4619704	1.0	1.0
gene:TraesCS4A03G0011900	Chr4A	4560580	4567056	-	4563818	Chr4A	4672290	4678741	-	4675515	1.0	0.999
gene:TraesCS4A03G0012300	Chr4A	4591425	4593909	-	4592667	Chr4A	4703054	4705538	-	4704296	1.0	0.999
gene:TraesCS4A03G0012400	Chr4A	4596684	4602109	-	4599396	Chr4A	4708329	4713754	-	4711041	1.0	0.997
gene:TraesCS4A03G0012600	Chr4A	4608919	4609802	+	4609360	Chr4A	4732109	4732838	+	4732473	0.928	0.928
gene:TraesCS4A03G0012700	Chr4A	4613865	4615981	+	4614923	Chr4A	4736933	4739049	+	4737991	1.0	0.999
gene:TraesCS4A03G0012800	Chr4A	4746764	4750893	-	4748828	Chr4A	4869888	4874024	-	4871956	1.0	1.0
gene:TraesCS4A03G0013000	Chr4A	4765486	4768837	-	4767161	Chr4A	4883564	4886915	-	4885239	1.0	1.0
gene:TraesCS4A03G0013100	Chr4A	4788667	4792278	+	4790472	Chr4A	4906484	4910095	+	4908289	1.0	0.996
gene:TraesCS4A03G0013200	Chr4A	4793797	4794162	+	4793979	Chr4A	4911614	4911979	+	4911796	1.0	0.997
gene:TraesCS4A03G0013400	Chr4A	4804208	4805190	-	4804699	Chr4A	4922026	4923008	-	4922517	1.0	1.0
gene:TraesCS4A03G0013500	Chr4A	4813813	4815493	-	4814653	Chr4A	4931585	4933405	-	4932495	1.0	0.996
gene:TraesCS4A03G0013600	Chr4A	4817972	4819251	+	4818611	Chr4A	4935944	4937223	+	4936583	1.0	1.0
gene:TraesCS4A03G0013700	Chr4A	4836842	4840913	+	4838877	Chr4A	4954868	4958939	+	4956903	1.0	0.999
gene:TraesCS4A03G0014400	Chr4A	5028278	5031575	+	5029926	Chr4A	5145669	5148966	+	5147317	1.0	1.0
gene:TraesCS4A03G0014600	Chr4A	5084326	5085797	+	5085061	Chr4A	5202680	5204151	+	5203415	1.0	1.0
gene:TraesCS4A03G0014700	Chr4A	5155150	5161485	+	5158317	Chr4A	5273604	5279939	+	5276771	1.0	1.0
gene:TraesCS4A03G0014800	Chr4A	5181978	5189544	-	5185761	Chr4A	5300307	5307692	-	5303999	1.0	0.999
gene:TraesCS4A03G0014900	Chr4A	5308550	5310305	+	5309427	Chr4A	5426804	5428559	+	5427681	1.0	1.0
gene:TraesCS4A03G0015000	Chr4A	5364132	5366668	+	5365400	Chr4A	5488561	5491097	+	5489829	1.0	1.0
gene:TraesCS4A03G0015100	Chr4A	5422681	5425025	+	5423853	Chr4A	5546912	5549256	+	5548084	1.0	1.0
gene:TraesCS4A03G0015500	Chr4A	5483729	5485212	+	5484470	Chr4A	5609332	5610815	+	5610073	1.0	1.0
gene:TraesCS4A03G0015600	Chr4A	5485467	5489196	-	5487331	Chr4A	5611070	5614799	-	5612934	1.0	1.0
gene:TraesCS4A03G0015700	Chr4A	5511627	5512007	-	5511817	Chr4A	5637276	5637656	-	5637466	1.0	1.0
gene:TraesCS4A03G0015800	Chr4A	5512600	5512905	-	5512752	Chr4A	5638249	5638554	-	5638401	1.0	1.0
gene:TraesCS4A03G0015900	Chr4A	5623219	5629414	-	5626316	Chr4A	5748907	5755102	-	5752004	1.0	1.0
gene:TraesCS4A03G0016200	Chr4A	5665706	5666551	+	5666128	Chr4A	5791413	5792258	+	5791835	1.0	1.0
gene:TraesCS4A03G0016300	Chr4A	5701054	5702409	-	5701731	Chr4A	5826773	5828128	-	5827450	1.0	1.0
gene:TraesCS4A03G0016500	Chr4A	5770600	5771973	-	5771286	Chr4A	5894799	5896172	-	5895485	1.0	0.999
gene:TraesCS4A03G0016600	Chr4A	5774081	5775445	-	5774763	Chr4A	5898280	5899644	-	5898962	1.0	0.996
gene:TraesCS4A03G0016700	Chr4A	5791428	5792902	+	5792165	Chr4A	5915681	5917155	+	5916418	1.0	0.997
gene:TraesCS4A03G0016800	Chr4A	5793526	5798387	-	5795956	Chr4A	5917779	5922639	-	5920209	1.0	0.996
gene:TraesCS4A03G0016900	Chr4A	5930148	5930953	+	5930550	Chr4A	6059485	6060290	+	6059887	1.0	1.0
gene:TraesCS4A03G0017000	Chr4A	5940061	5940753	+	5940407	Chr4A	6068360	6069052	+	6068706	1.0	1.0
gene:TraesCS4A03G0017100	Chr4A	5940214	5949407	-	5944810	Chr4A	6068513	6077634	-	6073073	0.98	0.98
gene:TraesCS4A03G0017400	Chr4A	5961057	5965225	+	5963141	Chr4A	6089621	6093789	+	6091705	1.0	0.999
gene:TraesCS4A03G0017500	Chr4A	5966525	5968986	+	5967755	Chr4A	6095089	6097550	+	6096319	1.0	1.0
gene:TraesCS4A03G0017700	Chr4A	5973701	5975480	+	5974590	Chr4A	6102265	6104058	+	6103161	1.0	0.997
gene:TraesCS4A03G0017900	Chr4A	5975822	5976896	-	5976359	Chr4A	6104404	6105478	-	6104941	1.0	1.0
gene:TraesCS4A03G0018000	Chr4A	5977575	5989753	+	5983664	Chr4A	6106157	6118365	+	6112261	1.0	1.0
gene:TraesCS4A03G0018100	Chr4A	5990164	5990274	-	5990219	Chr4A	6118776	6118886	-	6118831	1.0	1.0
gene:TraesCS4A03G0018400	Chr4A	5991936	5995690	-	5993813	Chr4A	6120548	6124302	-	6122425	1.0	0.999
gene:TraesCS4A03G0018700	Chr4A	6296499	6302298	+	6299398	Chr4A	6428407	6434206	+	6431306	1.0	1.0
gene:TraesCS4A03G0018800	Chr4A	6391360	6391976	+	6391668	Chr4A	6522821	6523437	+	6523129	1.0	1.0
gene:TraesCS4A03G0019000	Chr4A	6416551	6417188	+	6416869	Chr4A	6548009	6548646	+	6548327	1.0	1.0
gene:TraesCS4A03G0019100	Chr4A	6432221	6432724	+	6432472	Chr4A	6563696	6564199	+	6563947	1.0	1.0
gene:TraesCS4A03G0019200	Chr4A	6438299	6438727	+	6438513	Chr4A	6569774	6570202	+	6569988	1.0	1.0
gene:TraesCS4A03G0019500	Chr4A	6590079	6593605	-	6591842	Chr4A	6719892	6723418	-	6721655	1.0	1.0
gene:TraesCS4A03G0019600	Chr4A	6757135	6758842	-	6757988	Chr4A	6880992	6882699	-	6881845	1.0	1.0
gene:TraesCS4A03G0019700	Chr4A	6771869	6772548	-	6772208	Chr4A	6895685	6896364	-	6896024	1.0	1.0
gene:TraesCS4A03G0019900	Chr4A	6838732	6842686	+	6840709	Chr4A	6961040	6964782	+	6962911	1.0	1.0
gene:TraesCS4A03G0020000	Chr4A	6843680	6847028	-	6845354	Chr4A	6965776	6969124	-	6967450	1.0	1.0
gene:TraesCS4A03G0020200	Chr4A	6875868	6877346	+	6876607	Chr4A	6997968	6999446	+	6998707	1.0	0.996
gene:TraesCS4A03G0020300	Chr4A	6886387	6891715	-	6889051	Chr4A	7008720	7014048	-	7011384	1.0	1.0
gene:TraesCS4A03G0020700	Chr4A	7109748	7111388	+	7110568	Chr4A	7229668	7231308	+	7230488	1.0	0.999
gene:TraesCS4A03G0020800	Chr4A	7112212	7113115	-	7112663	Chr4A	7232132	7233035	-	7232583	1.0	1.0
gene:TraesCS4A03G0020900	Chr4A	7114886	7115683	-	7115284	Chr4A	7234806	7235603	-	7235204	1.0	1.0
gene:TraesCS4A03G0021000	Chr4A	7120320	7123189	+	7121754	Chr4A	7240240	7243109	+	7241674	1.0	1.0
gene:TraesCS4A03G0021100	Chr4A	7132259	7132465	-	7132362	Chr4A	7251984	7252190	-	7252087	1.0	0.99
gene:TraesCS4A03G0021300	Chr4A	7278836	7280568	-	7279702	Chr4A	7399814	7401537	-	7400675	0.994	0.992
gene:TraesCS4A03G0021400	Chr4A	7354862	7358869	+	7356865	Chr4A	7483368	7487183	+	7485275	1.0	0.995
gene:TraesCS4A03G0021500	Chr4A	7361400	7362491	-	7361945	Chr4A	7489714	7490805	-	7490259	1.0	0.997
gene:TraesCS4A03G0021700	Chr4A	7416747	7419915	-	7418331	Chr4A	7532365	7535519	-	7533942	1.0	1.0
gene:TraesCS4A03G0022100	Chr4A	7567497	7568453	+	7567975	Chr4A	7667249	7668205	+	7667727	1.0	0.998
gene:TraesCS4A03G0022300	Chr4A	7706932	7710397	-	7708664	Chr4A	7812358	7815808	-	7814083	0.995	0.995
gene:TraesCS4A03G0022400	Chr4A	7713930	7717390	+	7715660	Chr4A	7819341	7822801	+	7821071	1.0	1.0
gene:TraesCS4A03G0022500	Chr4A	7717608	7718570	-	7718089	Chr4A	7823019	7823981	-	7823500	1.0	1.0
gene:TraesCS4A03G0022600	Chr4A	7732450	7737522	-	7734986	Chr4A	7838150	7843222	-	7840686	1.0	1.0
gene:TraesCS4A03G0023300	Chr4A	8170087	8173097	+	8171592	Chr4A	8272774	8275784	+	8274279	1.0	0.999
gene:TraesCS4A03G0023700	Chr4A	8476540	8477862	-	8477201	Chr4A	8579438	8580760	-	8580099	1.0	1.0
gene:TraesCS4A03G0023900	Chr4A	8546928	8548721	+	8547824	Chr4A	8650175	8651968	+	8651071	1.0	1.0
gene:TraesCS4A03G0024000	Chr4A	8550707	8553935	-	8552321	Chr4A	8654168	8657396	-	8655782	1.0	1.0
gene:TraesCS4A03G0024100	Chr4A	8557328	8562444	-	8559886	Chr4A	8660791	8665907	-	8663349	1.0	1.0
gene:TraesCS4A03G0024300	Chr4A	9019138	9022576	+	9020857	Chr4A	9122011	9124749	+	9123380	1.0	1.0
gene:TraesCS4A03G0024500	Chr4A	9336564	9336944	+	9336754	Chr4A	9439133	9439513	+	9439323	1.0	1.0
gene:TraesCS4A03G0024600	Chr4A	9339825	9343573	+	9341699	Chr4A	9442394	9446140	+	9444267	1.0	1.0
gene:TraesCS4A03G0024700	Chr4A	9358737	9361433	+	9360085	Chr4A	9461302	9463998	+	9462650	1.0	1.0
gene:TraesCS4A03G0025000	Chr4A	9410835	9413485	-	9412160	Chr4A	9513429	9516079	-	9514754	1.0	1.0
gene:TraesCS4A03G0025100	Chr4A	9414522	9417382	-	9415952	Chr4A	9517116	9519976	-	9518546	1.0	1.0
gene:TraesCS4A03G0025200	Chr4A	9418818	9419593	+	9419205	Chr4A	9521412	9522187	+	9521799	1.0	1.0
gene:TraesCS4A03G0025300	Chr4A	9429774	9430286	+	9430030	Chr4A	9532367	9532879	+	9532623	1.0	1.0
gene:TraesCS4A03G0025400	Chr4A	9446191	9446717	+	9446454	Chr4A	9547777	9548303	+	9548040	1.0	1.0
gene:TraesCS4A03G0025500	Chr4A	9511958	9512320	+	9512139	Chr4A	9613603	9613965	+	9613784	1.0	1.0
gene:TraesCS4A03G0025600	Chr4A	9516751	9517572	+	9517161	Chr4A	9618428	9619249	+	9618838	1.0	1.0
gene:TraesCS4A03G0025700	Chr4A	9575947	9581895	+	9578921	Chr4A	9677781	9683786	+	9680783	1.0	1.0
gene:TraesCS4A03G0025900	Chr4A	9586948	9587602	-	9587275	Chr4A	9688761	9689415	-	9689088	1.0	1.0
gene:TraesCS4A03G0026200	Chr4A	9866494	9867996	-	9867245	Chr4A	9968429	9969931	-	9969180	1.0	1.0
gene:TraesCS4A03G0026300	Chr4A	9868737	9873493	-	9871115	Chr4A	9970673	9975365	-	9973019	0.982	0.982
gene:TraesCS4A03G0026400	Chr4A	9889203	9892646	-	9890924	Chr4A	9991265	9994708	-	9992986	1.0	0.999
gene:TraesCS4A03G0026800	Chr4A	10123284	10124347	-	10123815	Chr4A	10223692	10224755	-	10224223	1.0	1.0
gene:TraesCS4A03G0026900	Chr4A	10491113	10491433	-	10491273	Chr4A	10591534	10591854	-	10591694	1.0	0.996
gene:TraesCS4A03G0027000	Chr4A	10588371	10591656	-	10590013	Chr4A	10689519	10691831	-	10690675	0.98	0.98
gene:TraesCS4A03G0027200	Chr4A	10887798	10889674	+	10888736	Chr4A	10989553	10991428	+	10990490	1.0	0.998
gene:TraesCS4A03G0027400	Chr4A	11132761	11138297	+	11135529	Chr4A	11239800	11245332	+	11242566	0.999	0.998
gene:TraesCS4A03G0027700	Chr4A	11221347	11222722	-	11222034	Chr4A	11341632	11343007	-	11342319	1.0	0.998
gene:TraesCS4A03G0027800	Chr4A	11245317	11247817	+	11246567	Chr4A	11365506	11368017	+	11366761	1.0	0.95
gene:TraesCS4A03G0028000	Chr4A	11266047	11266965	+	11266506	Chr4A	11394240	11395159	+	11394699	1.0	0.993
gene:TraesCS4A03G0028100	Chr4A	11308483	11312047	+	11310265	Chr4A	11437839	11441430	+	11439634	0.998	0.986
gene:TraesCS4A03G0028300	Chr4A	11312152	11315724	-	11313938	Chr4A	11441544	11445113	-	11443328	1.0	0.997
gene:TraesCS4A03G0028900	Chr4A	11545835	11546206	+	11546020	Chr4A	11676539	11676910	+	11676724	1.0	0.997
gene:TraesCS4A03G0029000	Chr4A	11568182	11568292	-	11568237	Chr4A	11698937	11699047	-	11698992	1.0	0.99
gene:TraesCS4A03G0029100	Chr4A	11591766	11594017	+	11592891	Chr4A	11723130	11725557	+	11724343	1.0	0.996
gene:TraesCS4A03G0029500	Chr4A	11616707	11621495	+	11619101	Chr4A	11756404	11761183	+	11758793	1.0	0.998
gene:TraesCS4A03G0029600	Chr4A	11622018	11624002	-	11623010	Chr4A	11761708	11763692	-	11762700	1.0	0.997
gene:TraesCS4A03G0029700	Chr4A	11651219	11652308	+	11651763	Chr4A	11791070	11792159	+	11791614	1.0	1.0
gene:TraesCS4A03G0029800	Chr4A	11656997	11658342	+	11657669	Chr4A	11796848	11798193	+	11797520	1.0	0.998
gene:TraesCS4A03G0030000	Chr4A	11661466	11663925	-	11662695	Chr4A	11801317	11803780	-	11802548	1.0	0.997
gene:TraesCS4A03G0030100	Chr4A	11716245	11720942	+	11718593	Chr4A	11862396	11867091	+	11864743	0.999	0.998
gene:TraesCS4A03G0030200	Chr4A	11717678	11720942	-	11719310	Chr4A	11863831	11867091	-	11865461	1.0	0.999
gene:TraesCS4A03G0030400	Chr4A	11752810	11756395	+	11754602	Chr4A	11917224	11920813	+	11919018	1.0	0.994
gene:TraesCS4A03G0030500	Chr4A	11756499	11758031	-	11757265	Chr4A	11920917	11922449	-	11921683	1.0	0.997
gene:TraesCS4A03G0030600	Chr4A	11761147	11761731	-	11761439	Chr4A	11925059	11925643	-	11925351	1.0	0.989
gene:TraesCS4A03G0030700	Chr4A	11785760	11786350	+	11786055	Chr4A	11969528	11970118	+	11969823	1.0	1.0
gene:TraesCS4A03G0031000	Chr4A	11924219	11925514	+	11924866	Chr4A	12093267	12094562	+	12093914	1.0	0.998
gene:TraesCS4A03G0031400	Chr4A	12089191	12090486	+	12089838	Chr4A	12311799	12313094	+	12312446	1.0	0.972
gene:TraesCS4A03G0031500	Chr4A	12097448	12098719	-	12098083	Chr4A	12319959	12321230	-	12320594	1.0	0.997
gene:TraesCS4A03G0031600	Chr4A	12101574	12105497	-	12103535	Chr4A	12324082	12328005	-	12326043	1.0	0.997
gene:TraesCS4A03G0031700	Chr4A	12144836	12147273	-	12146054	Chr4A	12364865	12367302	-	12366083	1.0	1.0
gene:TraesCS4A03G0031800	Chr4A	12308859	12309316	+	12309087	Chr4A	12529261	12529718	+	12529489	1.0	1.0
gene:TraesCS4A03G0032100	Chr4A	12324169	12326632	+	12325400	Chr4A	12544577	12547040	+	12545808	1.0	1.0
gene:TraesCS4A03G0032200	Chr4A	12327053	12331148	+	12329100	Chr4A	12547461	12551556	+	12549508	1.0	1.0
gene:TraesCS4A03G0032300	Chr4A	12331731	12334143	+	12332937	Chr4A	12552139	12554551	+	12553345	1.0	0.997
gene:TraesCS4A03G0032600	Chr4A	12528070	12529896	+	12528983	Chr4A	12758613	12760439	+	12759526	1.0	0.997
gene:TraesCS4A03G0032700	Chr4A	12532297	12534546	+	12533421	Chr4A	12762769	12765018	+	12763893	1.0	0.997
gene:TraesCS4A03G0032800	Chr4A	12551262	12553027	+	12552144	Chr4A	12780978	12782743	+	12781860	1.0	0.999
gene:TraesCS4A03G0033900	Chr4A	12608574	12613868	-	12611221	Chr4A	12828901	12834195	-	12831548	1.0	0.999
gene:TraesCS4A03G0034400	Chr4A	12920281	12923608	+	12921944	Chr4A	13150889	13154996	+	13152942	1.0	0.995
gene:TraesCS4A03G0035600	Chr4A	13576495	13578019	+	13577257	Chr4A	13783483	13785009	+	13784246	0.999	0.991
gene:TraesCS4A03G0035700	Chr4A	13578230	13581072	-	13579651	Chr4A	13785220	13787806	-	13786513	1.0	0.999
gene:TraesCS4A03G0035800	Chr4A	13663764	13665538	+	13664651	Chr4A	13873729	13875473	+	13874601	0.982	0.975
gene:TraesCS4A03G0035900	Chr4A	13667117	13670453	-	13668785	Chr4A	13876875	13880182	-	13878528	0.989	0.987
gene:TraesCS4A03G0036200	Chr4A	13678392	13680451	-	13679421	Chr4A	13889190	13891249	-	13890219	1.0	0.996
gene:TraesCS4A03G0036500	Chr4A	13939369	13943683	+	13941526	Chr4A	14146585	14150895	+	14148740	1.0	0.988
gene:TraesCS4A03G0036600	Chr4A	13944146	13947532	-	13945839	Chr4A	14151367	14154753	-	14153060	1.0	0.999
gene:TraesCS4A03G0036800	Chr4A	14082392	14082709	+	14082550	Chr4A	14288978	14289295	+	14289136	1.0	1.0
gene:TraesCS4A03G0036700	Chr4A	14081792	14086125	-	14083958	Chr4A	14288378	14292711	-	14290544	1.0	0.996
gene:TraesCS4A03G0037000	Chr4A	14098780	14102940	-	14100860	Chr4A	14305408	14309568	-	14307488	1.0	1.0
gene:TraesCS4A03G0037100	Chr4A	14178468	14182486	+	14180477	Chr4A	14385375	14389393	+	14387384	1.0	1.0
gene:TraesCS4A03G0037400	Chr4A	14256963	14260742	+	14258852	Chr4A	14463982	14467761	+	14465871	1.0	1.0
gene:TraesCS4A03G0037600	Chr4A	14270437	14275635	-	14273036	Chr4A	14477457	14482655	-	14480056	1.0	1.0
gene:TraesCS4A03G0038300	Chr4A	14738966	14740743	-	14739854	Chr4A	14949035	14950812	-	14949923	1.0	1.0
gene:TraesCS4A03G0038700	Chr4A	15026322	15028447	-	15027384	Chr4A	15237985	15240110	-	15239047	1.0	1.0
gene:TraesCS4A03G0039400	Chr4A	15536197	15539970	+	15538083	Chr4A	15750758	15754531	+	15752644	1.0	1.0
gene:TraesCS4A03G0039500	Chr4A	15545246	15548583	+	15546914	Chr4A	15759806	15763143	+	15761474	1.0	1.0
gene:TraesCS4A03G0039600	Chr4A	15550443	15552931	-	15551687	Chr4A	15765003	15767491	-	15766247	1.0	1.0
gene:TraesCS4A03G0039700	Chr4A	15657327	15658461	+	15657894	Chr4A	15871589	15872723	+	15872156	1.0	1.0
gene:TraesCS4A03G0039800	Chr4A	15664677	15675360	+	15670018	Chr4A	15879282	15889965	+	15884623	1.0	0.999
gene:TraesCS4A03G0039900	Chr4A	15786734	15788236	+	15787485	Chr4A	16001775	16003277	+	16002526	1.0	1.0
gene:TraesCS4A03G0040100	Chr4A	15814873	15829566	-	15822219	Chr4A	16030079	16044771	-	16037425	1.0	1.0
gene:TraesCS4A03G0040600	Chr4A	15943315	15946508	+	15944911	Chr4A	16158964	16162158	+	16160561	1.0	1.0
