gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	4387541	4392919	+	4390230	1.0	1.0
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	4438378	4445388	+	4441883	1.0	0.998
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	4483406	4486128	-	4484767	1.0	1.0
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	4490672	4496936	-	4493804	1.0	1.0
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	4588075	4589691	-	4588883	1.0	1.0
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	4747703	4752593	-	4750148	1.0	0.999
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	4756360	4757415	+	4756887	1.0	1.0
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	4790859	4791638	-	4791248	1.0	1.0
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	4859692	4861292	+	4860492	1.0	1.0
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	4866790	4868430	+	4867610	1.0	0.999
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	4906583	4908054	+	4907318	1.0	1.0
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	4958388	4963747	-	4961067	1.0	1.0
gene:TraesCS1D03G0021400	Chr1D	5800416	5801330	+	5800873	Chr1D	4971799	4972713	+	4972256	1.0	0.998
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	5009904	5015136	-	5012520	1.0	1.0
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	5025598	5029100	+	5027349	1.0	1.0
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	5029961	5034095	-	5032028	1.0	1.0
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	5047803	5048714	+	5048258	1.0	1.0
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	5050102	5054659	+	5052380	1.0	1.0
gene:TraesCS1D03G0022100	Chr1D	5895435	5897468	+	5896451	Chr1D	5055631	5057664	+	5056647	1.0	1.0
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	5059378	5061574	+	5060476	1.0	1.0
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	5115569	5122353	+	5118961	1.0	0.971
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	5122656	5124042	+	5123349	1.0	1.0
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	5125632	5128407	-	5127019	1.0	1.0
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	5736388	5739516	+	5737952	1.0	1.0
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	5769262	5803642	+	5786452	1.0	1.0
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	5826896	5841637	+	5834266	1.0	1.0
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	5879673	5880227	-	5879950	1.0	1.0
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	5895976	5896616	-	5896296	1.0	1.0
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	5924015	5926994	-	5925504	1.0	1.0
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	5930506	5944177	-	5937341	1.0	0.999
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	5950021	5951629	-	5950825	1.0	1.0
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	5964760	5965494	-	5965127	1.0	1.0
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	6002510	6003238	-	6002874	0.968	0.967
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	6013997	6014324	-	6014160	1.0	1.0
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	6053899	6055707	-	6054803	1.0	1.0
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	6067720	6069552	+	6068636	1.0	1.0
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	6136747	6139318	-	6138032	1.0	1.0
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	6144490	6145252	-	6144871	1.0	1.0
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	6187481	6190510	-	6188995	1.0	1.0
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	6301577	6304450	-	6303013	1.0	0.999
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	6308670	6311450	-	6310060	1.0	1.0
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	6321045	6322593	-	6321819	1.0	1.0
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	6356431	6361492	-	6358961	1.0	1.0
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	6364011	6367877	+	6365944	1.0	1.0
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	6368120	6369910	-	6369015	1.0	1.0
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	6375693	6377179	-	6376436	1.0	1.0
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	6378742	6384167	+	6381454	1.0	1.0
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	6404965	6406687	+	6405826	1.0	1.0
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	6451676	6453579	+	6452627	1.0	1.0
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	6485496	6488166	+	6486831	1.0	0.999
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	6501034	6502593	+	6501813	1.0	1.0
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	6503227	6503562	+	6503394	1.0	1.0
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	6600642	6601413	-	6601027	1.0	1.0
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	6605067	6609279	+	6607173	0.996	0.995
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	6614679	6616667	+	6615673	1.0	1.0
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	6618041	6621800	-	6619920	1.0	1.0
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	6625695	6626697	-	6626196	1.0	1.0
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	6642177	6646767	-	6644472	1.0	1.0
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	6652243	6655028	-	6653635	1.0	1.0
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	6660396	6664812	+	6662604	1.0	1.0
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	6714174	6715102	-	6714638	1.0	1.0
gene:TraesCS1D03G0030700	Chr1D	7584288	7585388	-	7584838	Chr1D	6740691	6741791	-	6741241	1.0	1.0
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	6765753	6766930	+	6766341	1.0	1.0
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	6788760	6792058	-	6790409	1.0	1.0
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	6793404	6796008	+	6794706	1.0	1.0
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	6796960	6799170	-	6798065	1.0	1.0
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	6859389	6862483	-	6860936	1.0	1.0
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	6897209	6899643	+	6898426	1.0	1.0
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	6920555	6922001	-	6921278	1.0	1.0
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	6926946	6930904	-	6928925	1.0	0.999
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	6926529	6934238	+	6930383	1.0	0.999
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	6951912	6954249	+	6953080	1.0	0.999
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	6961237	6964759	-	6962998	1.0	1.0
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	6998439	7002231	-	7000335	1.0	1.0
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	7009104	7023922	+	7016513	1.0	1.0
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	7045399	7046676	-	7046037	1.0	1.0
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	7051141	7057008	-	7054074	1.0	1.0
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	7080593	7084491	+	7082542	1.0	0.947
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	7088529	7089889	+	7089209	1.0	1.0
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	7160851	7165238	-	7163044	1.0	1.0
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	7169951	7186462	+	7178206	1.0	1.0
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	7248371	7253266	+	7250818	1.0	0.999
gene:TraesCS1D03G0033900	Chr1D	8101658	8103140	+	8102399	Chr1D	7256341	7257823	+	7257082	1.0	0.999
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	7270978	7271759	+	7271368	1.0	1.0
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	7292236	7293993	+	7293114	1.0	1.0
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	7321376	7331645	+	7326510	1.0	1.0
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	7343640	7345303	+	7344471	1.0	1.0
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	7395860	7398391	+	7397125	1.0	1.0
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	7407966	7408913	+	7408439	1.0	0.984
gene:TraesCS1D03G0035300	Chr1D	8287580	8291578	+	8289579	Chr1D	7469851	7473692	+	7471771	0.956	0.931
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	7475745	7478108	-	7476926	1.0	1.0
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	7478645	7481556	+	7480100	1.0	1.0
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	7498081	7500382	-	7499231	1.0	1.0
gene:TraesCS1D03G0035700	Chr1D	8318805	8321664	+	8320234	Chr1D	7500919	7503778	+	7502348	1.0	1.0
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	7506781	7508381	-	7507581	1.0	1.0
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	7514357	7518395	-	7516376	0.984	0.984
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	7519928	7522814	-	7521371	1.0	1.0
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	7544725	7550149	-	7547437	1.0	1.0
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	7697331	7698029	-	7697680	1.0	1.0
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	7775261	7778700	-	7776980	1.0	0.999
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	7820881	7824492	-	7822686	1.0	1.0
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	7854359	7855603	+	7854981	1.0	1.0
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	7865415	7867205	+	7866310	1.0	1.0
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	7875393	7877694	-	7876543	1.0	1.0
gene:TraesCS1D03G0037300	Chr1D	8727511	8729922	+	8728716	Chr1D	7916159	7918570	+	7917364	1.0	1.0
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	7986523	7990494	+	7988508	1.0	1.0
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	8070266	8071245	+	8070755	1.0	0.998
gene:TraesCS1D03G0038300	Chr1D	9016302	9021501	-	9018901	Chr1D	8085303	8090502	-	8087902	1.0	1.0
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	8091045	8096363	+	8093704	1.0	1.0
gene:TraesCS1D03G0038500	Chr1D	9029515	9030704	-	9030109	Chr1D	8098517	8099706	-	8099111	1.0	1.0
gene:TraesCS1D03G0038600	Chr1D	9033681	9040126	-	9036903	Chr1D	8102683	8109128	-	8105905	1.0	1.0
gene:TraesCS1D03G0038800	Chr1D	9121342	9124455	+	9122898	Chr1D	8189885	8192998	+	8191441	1.0	1.0
gene:TraesCS1D03G0038900	Chr1D	9124737	9127417	-	9126077	Chr1D	8193280	8195960	-	8194620	1.0	1.0
gene:TraesCS1D03G0039000	Chr1D	9129416	9137638	+	9133527	Chr1D	8197959	8206181	+	8202070	1.0	1.0
gene:TraesCS1D03G0039100	Chr1D	9154545	9157552	+	9156048	Chr1D	8223183	8226190	+	8224686	1.0	1.0
gene:TraesCS1D03G0039200	Chr1D	9206067	9207887	+	9206977	Chr1D	8274159	8275979	+	8275069	1.0	1.0
gene:TraesCS1D03G0039300	Chr1D	9227821	9228352	+	9228086	Chr1D	8296075	8296606	+	8296340	1.0	1.0
gene:TraesCS1D03G0039400	Chr1D	9245157	9246124	+	9245640	Chr1D	8312603	8313570	+	8313086	1.0	1.0
gene:TraesCS1D03G0039500	Chr1D	9247527	9249158	-	9248342	Chr1D	8314972	8316603	-	8315787	1.0	1.0
gene:TraesCS1D03G0039600	Chr1D	9262555	9264156	+	9263355	Chr1D	8330567	8332168	+	8331367	1.0	1.0
gene:TraesCS1D03G0039700	Chr1D	9327845	9334250	-	9331047	Chr1D	8397730	8404135	-	8400932	1.0	1.0
gene:TraesCS1D03G0040100	Chr1D	9396284	9405243	-	9400763	Chr1D	8466278	8475236	-	8470757	1.0	1.0
gene:TraesCS1D03G0040200	Chr1D	9435351	9444224	-	9439787	Chr1D	8505082	8513955	-	8509518	1.0	1.0
gene:TraesCS1D03G0040300	Chr1D	9461479	9465994	+	9463736	Chr1D	8531211	8535726	+	8533468	1.0	1.0
gene:TraesCS1D03G0040400	Chr1D	9493072	9498717	-	9495894	Chr1D	8562804	8568516	-	8565660	1.0	0.984
gene:TraesCS1D03G0040500	Chr1D	9623480	9623999	-	9623739	Chr1D	8694170	8694689	-	8694429	1.0	1.0
gene:TraesCS1D03G0040800	Chr1D	9677228	9681756	+	9679492	Chr1D	8747483	8752209	+	8749846	1.0	1.0
gene:TraesCS1D03G0041100	Chr1D	9688210	9693529	+	9690869	Chr1D	8758711	8764030	+	8761370	1.0	1.0
gene:TraesCS1D03G0041300	Chr1D	9722460	9732333	-	9727396	Chr1D	8792831	8802787	-	8797809	1.0	0.982
gene:TraesCS1D03G0041600	Chr1D	9742405	9753140	-	9747772	Chr1D	8812835	8823570	-	8818202	1.0	1.0
gene:TraesCS1D03G0041800	Chr1D	9768946	9769323	-	9769134	Chr1D	8837480	8837857	-	8837668	1.0	1.0
gene:TraesCS1D03G0042100	Chr1D	9802988	9804033	-	9803510	Chr1D	8872061	8873106	-	8872583	1.0	1.0
gene:TraesCS1D03G0042200	Chr1D	9823512	9823727	-	9823619	Chr1D	8892978	8893193	-	8893085	1.0	1.0
gene:TraesCS1D03G0042300	Chr1D	9829325	9829540	+	9829432	Chr1D	8898791	8899006	+	8898898	1.0	1.0
gene:TraesCS1D03G0042500	Chr1D	9843831	9846538	+	9845184	Chr1D	8913350	8916057	+	8914703	1.0	1.0
gene:TraesCS1D03G0042700	Chr1D	9884257	9887556	-	9885906	Chr1D	8953969	8957268	-	8955618	1.0	1.0
gene:TraesCS1D03G0042800	Chr1D	9977550	9995153	+	9986351	Chr1D	9054755	9072390	+	9063572	1.0	1.0
gene:TraesCS1D03G0043200	Chr1D	10126307	10126930	-	10126618	Chr1D	9212786	9213409	-	9213097	1.0	1.0
gene:TraesCS1D03G0043300	Chr1D	10135325	10137987	-	10136656	Chr1D	9221803	9224236	-	9223019	0.911	0.911
gene:TraesCS1D03G0043400	Chr1D	10144230	10145801	+	10145015	Chr1D	9230879	9232450	+	9231664	1.0	1.0
gene:TraesCS1D03G0043500	Chr1D	10157489	10165721	+	10161605	Chr1D	9244138	9252370	+	9248254	1.0	1.0
gene:TraesCS1D03G0044000	Chr1D	10256969	10257223	+	10257096	Chr1D	9312655	9312909	+	9312782	1.0	1.0
gene:TraesCS1D03G0044100	Chr1D	10261405	10262472	-	10261938	Chr1D	9317091	9318158	-	9317624	1.0	1.0
gene:TraesCS1D03G0044200	Chr1D	10270654	10274452	+	10272553	Chr1D	9326342	9330140	+	9328241	1.0	1.0
gene:TraesCS1D03G0044600	Chr1D	10328353	10330651	+	10329502	Chr1D	9383359	9385657	+	9384508	1.0	1.0
gene:TraesCS1D03G0044700	Chr1D	10422975	10426120	+	10424547	Chr1D	9477734	9480879	+	9479306	1.0	1.0
gene:TraesCS1D03G0044800	Chr1D	10427768	10430080	-	10428924	Chr1D	9482527	9484839	-	9483683	1.0	1.0
gene:TraesCS1D03G0045000	Chr1D	10460749	10462774	-	10461761	Chr1D	9514623	9516648	-	9515635	1.0	1.0
gene:TraesCS1D03G0045100	Chr1D	10467171	10467863	-	10467517	Chr1D	9521115	9521807	-	9521461	1.0	1.0
gene:TraesCS1D03G0045300	Chr1D	10564890	10567566	-	10566228	Chr1D	9610508	9613184	-	9611846	1.0	1.0
gene:TraesCS1D03G0045400	Chr1D	10581352	10585193	+	10583272	Chr1D	9626876	9630717	+	9628796	1.0	1.0
