gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity
gene:TraesCS2B03G0018800	Chr2B	5613315	5614067	-	5613691	Chr2B	4563706	4564458	+	4564082	1.0	0.972
gene:TraesCS2B03G0019000	Chr2B	5640833	5641228	+	5641030	Chr2B	4547810	4548205	-	4548007	1.0	0.994
gene:TraesCS2B03G0019100	Chr2B	5644403	5648377	-	5646390	Chr2B	4540446	4544466	+	4542456	0.988	0.959
gene:TraesCS2B03G0019200	Chr2B	5654103	5657492	+	5655797	Chr2B	4522594	4525865	-	4524229	0.991	0.935
gene:TraesCS2B03G0019300	Chr2B	5657715	5659851	-	5658783	Chr2B	4520014	4522473	+	4521243	0.998	0.97
gene:TraesCS2B03G0020000	Chr2B	5857938	5873315	-	5865626	Chr2B	4284928	4299879	+	4292403	0.994	0.97
gene:TraesCS2B03G0020600	Chr2B	6113325	6116343	-	6114834	Chr2B	4146586	4149600	+	4148093	1.0	0.965
gene:TraesCS2B03G0022500	Chr2B	6468597	6470870	+	6469733	Chr2B	4115431	4117710	-	4116570	1.0	0.975
gene:TraesCS2B03G0022900	Chr2B	6504862	6505866	-	6505364	Chr2B	4108583	4109593	+	4109088	1.0	0.942
gene:TraesCS2B03G0023000	Chr2B	6532801	6533683	+	6533242	Chr2B	4143135	4144018	-	4143576	1.0	0.98
gene:TraesCS2B03G0024200	Chr2B	6713306	6714708	+	6714007	Chr2B	4067195	4068597	-	4067896	1.0	0.956
gene:TraesCS2B03G0025300	Chr2B	6882347	6883870	+	6883108	Chr2B	4070903	4072424	-	4071663	0.998	0.978
gene:TraesCS2B03G0025700	Chr2B	6898563	6903761	-	6901162	Chr2B	4003305	4008444	+	4005874	0.986	0.921
gene:TraesCS2B03G0026100	Chr2B	7188185	7188382	-	7188283	Chr2B	3518524	3518721	-	3518622	1.0	0.944
gene:TraesCS2B03G0026300	Chr2B	7231414	7238036	-	7234725	Chr2B	2838069	2845651	+	2841860	0.999	0.982
gene:TraesCS2B03G0026600	Chr2B	7342466	7343956	+	7343211	Chr2B	2743247	2744737	-	2743992	1.0	0.974
gene:TraesCS2B03G0026500	Chr2B	7342428	7347675	-	7345051	Chr2B	2739695	2744766	+	2742230	0.951	0.931
gene:TraesCS2B03G0026800	Chr2B	7368058	7373714	+	7370886	Chr2B	2714098	2719760	-	2716929	0.999	0.997
gene:TraesCS2B03G0026900	Chr2B	7374744	7376852	-	7375798	Chr2B	2710934	2713042	+	2711988	1.0	0.996
gene:TraesCS2B03G0027000	Chr2B	7384257	7389466	+	7386861	Chr2B	2698285	2703513	-	2700899	1.0	0.994
gene:TraesCS2B03G0027200	Chr2B	7418327	7421421	+	7419874	Chr2B	2664029	2667200	-	2665614	1.0	0.964
gene:TraesCS2B03G0027300	Chr2B	7423234	7427119	-	7425176	Chr2B	2658349	2662221	+	2660285	0.991	0.983
gene:TraesCS2B03G0027400	Chr2B	7430644	7430993	-	7430818	Chr2B	2651222	2651573	+	2651397	1.0	0.991
gene:TraesCS2B03G0027500	Chr2B	7457794	7474452	+	7466123	Chr2B	2614670	2631314	-	2622992	1.0	0.996
gene:TraesCS2B03G0027600	Chr2B	7480197	7485085	+	7482641	Chr2B	2599609	2604497	-	2602053	1.0	0.992
gene:TraesCS2B03G0027700	Chr2B	7488542	7503846	+	7496194	Chr2B	2582813	2596127	-	2589470	1.0	0.994
gene:TraesCS2B03G0027800	Chr2B	7503853	7505322	-	7504587	Chr2B	2581337	2582806	+	2582071	1.0	0.99
gene:TraesCS2B03G0028100	Chr2B	7550450	7550846	-	7550648	Chr2B	2517150	2517546	+	2517348	1.0	0.971
gene:TraesCS2B03G0028400	Chr2B	7623099	7624529	+	7623814	Chr2B	2546388	2547818	-	2547103	1.0	0.993
gene:TraesCS2B03G0028700	Chr2B	7643082	7646942	+	7645012	Chr2B	2522913	2526771	-	2524842	1.0	0.998
gene:TraesCS2B03G0028900	Chr2B	7658092	7659718	-	7658905	Chr2B	2510056	2511700	+	2510878	1.0	0.988
gene:TraesCS2B03G0029100	Chr2B	7701267	7705799	-	7703533	Chr2B	2478114	2482570	+	2480342	0.949	0.94
gene:TraesCS2B03G0029200	Chr2B	7868819	7869526	+	7869172	Chr2B	2332827	2333534	-	2333180	1.0	1.0
gene:TraesCS2B03G0029300	Chr2B	7872274	7875518	-	7873896	Chr2B	2326891	2330027	+	2328459	1.0	0.996
gene:TraesCS2B03G0029600	Chr2B	7890473	7900384	-	7895428	Chr2B	2302724	2312660	+	2307692	1.0	0.985
gene:TraesCS2B03G0029700	Chr2B	7911010	7912109	+	7911559	Chr2B	2283597	2284705	-	2284151	1.0	0.981
gene:TraesCS2B03G0030200	Chr2B	7977648	7979453	+	7978550	Chr2B	2215931	2217739	-	2216835	1.0	0.997
gene:TraesCS2B03G0030300	Chr2B	8006235	8010811	+	8008523	Chr2B	2185591	2190311	-	2187951	1.0	1.0
gene:TraesCS2B03G0030400	Chr2B	8013387	8018171	-	8015779	Chr2B	2178673	2183311	+	2180992	0.91	0.909
gene:TraesCS2B03G0030500	Chr2B	8021978	8025987	+	8023982	Chr2B	2171740	2175749	-	2173744	1.0	0.997
gene:TraesCS2B03G0030600	Chr2B	8028120	8034668	-	8031394	Chr2B	2163432	2169771	+	2166601	0.924	0.922
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	2133679	2135538	+	2134608	0.979	0.964
gene:TraesCS2B03G0030800	Chr2B	8082243	8086823	-	8084533	Chr2B	2114938	2118830	+	2116884	0.994	0.943
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	1990939	1991439	-	1991189	1.0	0.975
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	1953057	1953815	-	1953436	1.0	0.965
gene:TraesCS2B03G0033000	Chr2B	8645459	8647142	+	8646300	Chr2B	1629198	1630760	-	1629979	1.0	0.978
gene:TraesCS2B03G0033300	Chr2B	8677011	8677322	+	8677166	Chr2B	1585759	1586070	-	1585914	1.0	0.964
gene:TraesCS2B03G0033400	Chr2B	8696627	8703483	-	8700055	Chr2B	1528551	1535811	+	1532181	1.0	0.984
gene:TraesCS2B03G0033700	Chr2B	8763728	8764291	+	8764009	Chr2B	1459123	1459686	-	1459404	1.0	0.989
gene:TraesCS2B03G0033900	Chr2B	8800833	8804126	-	8802479	Chr2B	1418997	1422290	+	1420643	1.0	0.998
gene:TraesCS2B03G0034000	Chr2B	9042175	9042552	+	9042363	Chr2B	1299237	1299620	-	1299428	1.0	0.911
gene:TraesCS2B03G0034800	Chr2B	9231046	9234494	+	9232770	Chr2B	1237565	1241016	-	1239290	0.999	0.985
gene:TraesCS2B03G0036800	Chr2B	9689277	9694655	+	9691966	Chr2B	1058587	1063875	-	1061231	1.0	0.985
gene:TraesCS2B03G0036900	Chr2B	9696616	9701784	+	9699200	Chr2B	1051643	1056580	-	1054111	1.0	0.996
gene:TraesCS2B03G0037000	Chr2B	9708622	9713131	-	9710876	Chr2B	1040719	1045231	+	1042975	1.0	0.997
gene:TraesCS2B03G0037600	Chr2B	10352360	10355723	+	10354041	Chr2B	786245	789610	-	787927	1.0	0.995
gene:TraesCS2B03G0037900	Chr2B	10428959	10429546	+	10429252	Chr2B	587282	587875	-	587578	1.0	0.974
gene:TraesCS2B03G0038000	Chr2B	10466399	10469668	+	10468033	Chr2B	548199	551447	-	549823	0.999	0.993
gene:TraesCS2B03G0038100	Chr2B	10491592	10494176	+	10492884	Chr2B	525051	527635	-	526343	1.0	0.99
gene:TraesCS2B03G0038200	Chr2B	10588029	10591331	+	10589680	Chr2B	437641	440958	-	439299	1.0	0.996
gene:TraesCS2B03G0038400	Chr2B	10647577	10651198	+	10649387	Chr2B	379755	383678	-	381716	0.978	0.951
gene:TraesCS2B03G0038500	Chr2B	10659178	10659779	-	10659478	Chr2B	371173	371774	+	371473	1.0	1.0
gene:TraesCS2B03G0038600	Chr2B	10757228	10760110	-	10758669	Chr2B	292762	295547	+	294154	0.945	0.943
gene:TraesCS2B03G0039900	Chr2B	10878933	10879520	-	10879226	Chr2B	658357	658941	-	658649	0.994	0.948
gene:TraesCS2B03G0040000	Chr2B	10882178	10886156	+	10884167	Chr2B	160801	164788	-	162794	1.0	0.999
gene:TraesCS2B03G0040100	Chr2B	10886848	10888396	-	10887622	Chr2B	158560	160109	+	159334	1.0	0.994
gene:TraesCS2B03G0041400	Chr2B	11227892	11229787	-	11228839	Chr2B	81990	83900	-	82945	1.0	0.962
gene:TraesCS2B03G0041900	Chr2B	11286708	11288360	+	11287534	Chr2B	72443	74093	-	73268	0.998	0.992
gene:TraesCS2B03G0042300	Chr2B	11306412	11308716	-	11307564	Chr2B	67354	69658	+	68506	1.0	0.997
gene:TraesCS2B03G0042400	Chr2B	11310962	11311999	-	11311480	Chr2B	64229	65266	+	64747	1.0	0.992
gene:TraesCS2B03G0042500	Chr2B	11354501	11355306	-	11354903	Chr2B	14352	15157	+	14754	1.0	0.988
gene:TraesCS2B03G0042700	Chr2B	11421745	11422468	+	11422106	Chr2B	8618848	8619570	+	8619209	0.998	0.954
gene:TraesCS2B03G0044200	Chr2B	11698264	11711290	-	11704777	Chr2B	8749230	8762032	-	8755631	1.0	1.0
gene:TraesCS2B03G0044500	Chr2B	11728100	11729813	-	11728956	Chr2B	8767267	8768980	-	8768123	1.0	0.998
gene:TraesCS2B03G0044900	Chr2B	11886292	11888004	-	11887148	Chr2B	8932482	8934194	-	8933338	1.0	1.0
gene:TraesCS2B03G0045000	Chr2B	11901573	11904269	+	11902921	Chr2B	8947101	8949797	+	8948449	1.0	0.999
gene:TraesCS2B03G0045200	Chr2B	11908629	11909914	-	11909271	Chr2B	8953129	8954414	-	8953771	1.0	1.0
gene:TraesCS2B03G0045500	Chr2B	11953152	11954641	+	11953896	Chr2B	9001665	9003154	+	9002409	1.0	1.0
gene:TraesCS2B03G0045900	Chr2B	12020844	12022072	+	12021458	Chr2B	9068379	9069607	+	9068993	1.0	1.0
gene:TraesCS2B03G0046000	Chr2B	12127147	12129575	+	12128361	Chr2B	9178148	9180576	+	9179362	1.0	0.999
gene:TraesCS2B03G0046100	Chr2B	12230579	12231627	-	12231103	Chr2B	9279343	9280391	-	9279867	1.0	1.0
gene:TraesCS2B03G0046400	Chr2B	12245084	12246319	+	12245701	Chr2B	9293848	9295083	+	9294465	1.0	1.0
gene:TraesCS2B03G0046300	Chr2B	12245024	12246636	+	12245830	Chr2B	9293788	9295400	+	9294594	1.0	1.0
gene:TraesCS2B03G0046600	Chr2B	12298712	12301127	+	12299919	Chr2B	9347278	9349693	+	9348485	1.0	0.999
gene:TraesCS2B03G0046700	Chr2B	12396725	12399054	+	12397889	Chr2B	9445509	9447838	+	9446673	1.0	1.0
gene:TraesCS2B03G0047000	Chr2B	12537971	12540326	+	12539148	Chr2B	9537504	9539859	+	9538681	1.0	0.999
gene:TraesCS2B03G0047100	Chr2B	12584834	12585947	-	12585390	Chr2B	9632639	9633752	-	9633195	1.0	1.0
gene:TraesCS2B03G0047200	Chr2B	12595123	12596934	+	12596028	Chr2B	9642928	9644739	+	9643833	1.0	1.0
gene:TraesCS2B03G0047300	Chr2B	12606495	12608204	+	12607349	Chr2B	9654339	9656048	+	9655193	1.0	1.0
gene:TraesCS2B03G0047400	Chr2B	12616252	12628595	+	12622423	Chr2B	9664096	9676557	+	9670326	1.0	1.0
gene:TraesCS2B03G0047700	Chr2B	12772668	12777056	+	12774862	Chr2B	9791731	9796126	+	9793928	1.0	0.995
gene:TraesCS2B03G0047800	Chr2B	12781702	12782631	+	12782166	Chr2B	9800771	9801700	+	9801235	1.0	0.993
gene:TraesCS2B03G0047900	Chr2B	12783163	12784476	+	12783819	Chr2B	9802232	9803545	+	9802888	1.0	0.996
gene:TraesCS2B03G0048000	Chr2B	12785502	12793555	-	12789528	Chr2B	9823318	9831163	-	9827240	0.998	0.98
gene:TraesCS2B03G0048200	Chr2B	12852446	12853800	+	12853123	Chr2B	9862557	9863893	+	9863225	0.998	0.978
gene:TraesCS2B03G0048600	Chr2B	12888956	12891430	-	12890193	Chr2B	9903256	9905733	-	9904494	1.0	0.995
gene:TraesCS2B03G0048700	Chr2B	12902737	12907993	-	12905365	Chr2B	9916970	9922211	-	9919590	0.999	0.998
gene:TraesCS2B03G0048800	Chr2B	12926381	12930952	-	12928666	Chr2B	9940521	9945074	-	9942797	0.98	0.977
gene:TraesCS2B03G0049400	Chr2B	12981259	12981576	+	12981417	Chr2B	10002952	10003269	+	10003110	1.0	0.987
gene:TraesCS2B03G0049600	Chr2B	13071865	13080320	-	13076092	Chr2B	10080262	10088631	-	10084446	1.0	1.0
gene:TraesCS2B03G0050200	Chr2B	13099079	13103584	-	13101331	Chr2B	10107330	10111455	-	10109392	0.999	0.998
gene:TraesCS2B03G0050400	Chr2B	13120432	13121992	-	13121212	Chr2B	10139879	10141445	-	10140662	1.0	0.974
gene:TraesCS2B03G0050600	Chr2B	13132669	13133442	+	13133055	Chr2B	10151975	10152748	+	10152361	1.0	0.997
gene:TraesCS2B03G0050700	Chr2B	13182204	13189613	-	13185908	Chr2B	10199662	10206867	-	10203264	1.0	0.996
gene:TraesCS2B03G0051000	Chr2B	13253976	13259260	-	13256618	Chr2B	10284438	10289964	-	10287201	1.0	0.999
gene:TraesCS2B03G0051100	Chr2B	13285094	13286551	+	13285822	Chr2B	10313484	10314945	+	10314214	1.0	0.945
gene:TraesCS2B03G0051300	Chr2B	13296175	13297080	+	13296627	Chr2B	10330598	10331502	+	10331050	1.0	0.992
gene:TraesCS2B03G0051600	Chr2B	13340976	13341932	+	13341454	Chr2B	12068250	12069207	-	12068728	1.0	0.988
gene:TraesCS2B03G0051800	Chr2B	13348269	13349759	-	13349014	Chr2B	12060979	12062469	+	12061724	1.0	0.994
gene:TraesCS2B03G0051900	Chr2B	13354219	13358897	-	13356558	Chr2B	12051975	12056480	+	12054227	1.0	0.997
gene:TraesCS2B03G0053200	Chr2B	13732514	13733128	-	13732821	Chr2B	10624223	10624837	+	10624530	1.0	0.998
gene:TraesCS2B03G0053300	Chr2B	13909547	13910761	-	13910154	Chr2B	10516723	10517937	+	10517330	1.0	0.994
gene:TraesCS2B03G0053400	Chr2B	13912472	13913471	+	13912971	Chr2B	10514118	10515117	-	10514617	1.0	0.998
gene:TraesCS2B03G0054400	Chr2B	14028498	14030981	-	14029739	Chr2B	11277803	11280284	-	11279043	1.0	0.997
gene:TraesCS2B03G0054500	Chr2B	14079067	14081658	-	14080362	Chr2B	11307792	11310383	-	11309087	1.0	0.998
gene:TraesCS2B03G0055700	Chr2B	14423940	14425421	+	14424680	Chr2B	11629785	11631266	+	11630525	1.0	0.997
gene:TraesCS2B03G0056000	Chr2B	14842559	14851874	+	14847216	Chr2B	11943699	11953013	+	11948356	1.0	0.996
gene:TraesCS2B03G0056200	Chr2B	14851905	14854208	+	14853056	Chr2B	11953044	11955270	+	11954157	0.964	0.96
gene:TraesCS2B03G0056300	Chr2B	14878192	14884749	+	14881470	Chr2B	11978470	11985027	+	11981748	1.0	0.998
gene:TraesCS2B03G0056500	Chr2B	14916612	14918380	+	14917496	Chr2B	12017539	12019307	+	12018423	1.0	0.988
gene:TraesCS2B03G0056800	Chr2B	14931634	14946100	+	14938867	Chr2B	12032658	12047165	+	12039911	1.0	0.997
gene:TraesCS2B03G0058100	Chr2B	15056953	15058428	-	15057690	Chr2B	12088516	12089982	-	12089249	0.993	0.958
gene:TraesCS2B03G0058200	Chr2B	15066509	15067231	-	15066870	Chr2B	12097836	12098558	-	12098197	1.0	0.984
gene:TraesCS2B03G0058900	Chr2B	15164970	15165835	-	15165402	Chr2B	12269872	12270717	-	12270294	0.973	0.953
gene:TraesCS2B03G0059100	Chr2B	15181002	15185195	+	15183098	Chr2B	12211772	12212287	+	12212029	0.929	0.917
gene:TraesCS2B03G0059200	Chr2B	15183375	15183677	+	15183526	Chr2B	12210468	12210770	+	12210619	1.0	0.993
gene:TraesCS2B03G0059800	Chr2B	15312884	15314326	-	15313605	Chr2B	12326137	12327581	-	12326859	1.0	0.99
gene:TraesCS2B03G0060600	Chr2B	15388048	15390077	+	15389062	Chr2B	12174268	12176292	+	12175280	0.996	0.934
gene:TraesCS2B03G0060700	Chr2B	15391038	15392507	+	15391772	Chr2B	12367920	12369389	+	12368654	1.0	0.996
gene:TraesCS2B03G0060800	Chr2B	15400720	15402557	+	15401638	Chr2B	12397296	12399134	+	12398215	1.0	1.0
gene:TraesCS2B03G0060900	Chr2B	15417072	15419414	-	15418243	Chr2B	12425407	12427749	-	12426578	1.0	1.0
gene:TraesCS2B03G0061000	Chr2B	15476370	15477194	-	15476782	Chr2B	12489609	12490433	-	12490021	1.0	1.0
gene:TraesCS2B03G0061200	Chr2B	15488914	15492486	-	15490700	Chr2B	12501936	12505487	-	12503711	0.991	0.991
gene:TraesCS2B03G0061300	Chr2B	15493665	15495325	-	15494495	Chr2B	12506666	12508326	-	12507496	1.0	1.0
gene:TraesCS2B03G0061500	Chr2B	15502335	15504197	-	15503266	Chr2B	12515337	12517199	-	12516268	1.0	1.0
gene:TraesCS2B03G0061600	Chr2B	15691603	15693102	+	15692352	Chr2B	12704185	12705684	+	12704934	1.0	1.0
gene:TraesCS2B03G0061700	Chr2B	15705799	15711751	+	15708775	Chr2B	12718615	12724792	+	12721703	1.0	1.0
gene:TraesCS2B03G0061800	Chr2B	15714189	15715772	-	15714980	Chr2B	12727231	12728814	-	12728022	1.0	1.0
gene:TraesCS2B03G0061900	Chr2B	15715800	15719528	-	15717664	Chr2B	12728842	12732570	-	12730706	1.0	0.999
gene:TraesCS2B03G0062000	Chr2B	15734666	15742419	+	15738542	Chr2B	12747596	12755349	+	12751472	1.0	1.0
gene:TraesCS2B03G0062100	Chr2B	15744804	15761068	+	15752936	Chr2B	12757733	12774191	+	12765962	1.0	0.999
gene:TraesCS2B03G0062300	Chr2B	15771452	15772210	+	15771831	Chr2B	12784677	12785435	+	12785056	1.0	1.0
gene:TraesCS2B03G0062400	Chr2B	15784449	15788634	-	15786541	Chr2B	12797766	12801951	-	12799858	1.0	1.0
gene:TraesCS2B03G0062900	Chr2B	15885181	15888466	-	15886823	Chr2B	12904237	12907522	-	12905879	1.0	0.999
gene:TraesCS2B03G0063000	Chr2B	16017616	16023460	+	16020538	Chr2B	13035708	13041552	+	13038630	1.0	1.0
gene:TraesCS2B03G0063100	Chr2B	16027451	16031718	-	16029584	Chr2B	13045345	13049612	-	13047478	1.0	1.0
gene:TraesCS2B03G0063400	Chr2B	16183726	16186214	-	16184970	Chr2B	13207883	13210371	-	13209127	1.0	1.0
gene:TraesCS2B03G0063600	Chr2B	16320725	16323530	-	16322127	Chr2B	13342555	13345360	-	13343957	1.0	0.999
gene:TraesCS2B03G0063700	Chr2B	16376422	16379328	-	16377875	Chr2B	13398399	13401305	-	13399852	1.0	1.0
gene:TraesCS2B03G0063800	Chr2B	16384086	16387128	+	16385607	Chr2B	13405675	13408717	+	13407196	1.0	1.0
gene:TraesCS2B03G0064000	Chr2B	16405168	16406778	-	16405973	Chr2B	13426638	13428248	-	13427443	1.0	1.0
gene:TraesCS2B03G0064800	Chr2B	16476596	16478267	-	16477431	Chr2B	13457407	13459078	-	13458242	1.0	1.0
gene:TraesCS2B03G0065200	Chr2B	16589219	16591647	-	16590433	Chr2B	13571337	13573765	-	13572551	1.0	0.998
gene:TraesCS2B03G0065300	Chr2B	16759495	16766061	+	16762778	Chr2B	13738859	13746010	+	13742434	0.998	0.998
gene:TraesCS2B03G0065500	Chr2B	16802889	16806438	-	16804663	Chr2B	13783668	13787217	-	13785442	1.0	1.0
gene:TraesCS2B03G0065700	Chr2B	16910638	16912587	-	16911612	Chr2B	13890844	13892793	-	13891818	1.0	1.0
gene:TraesCS2B03G0066500	Chr2B	17470385	17473608	+	17471996	Chr2B	14163681	14166904	+	14165292	1.0	1.0
gene:TraesCS2B03G0066600	Chr2B	17644370	17644987	-	17644678	Chr2B	14332292	14332909	-	14332600	1.0	1.0
gene:TraesCS2B03G0066700	Chr2B	17687507	17706103	+	17696805	Chr2B	14374255	14391756	+	14383005	1.0	0.998
gene:TraesCS2B03G0067400	Chr2B	17765779	17767569	+	17766674	Chr2B	14449372	14451162	+	14450267	1.0	0.996
gene:TraesCS2B03G0067800	Chr2B	17794264	17795398	-	17794831	Chr2B	14476135	14477269	-	14476702	1.0	1.0
gene:TraesCS2B03G0068000	Chr2B	17811513	17814575	+	17813044	Chr2B	14433899	14436961	+	14435430	1.0	0.986
gene:TraesCS2B03G0068600	Chr2B	17886739	17888851	-	17887795	Chr2B	14565267	14567379	+	14566323	1.0	1.0
gene:TraesCS2B03G0068700	Chr2B	17909853	17912915	+	17911384	Chr2B	14491963	14495025	+	14493494	1.0	0.999
gene:TraesCS2B03G0071500	Chr2B	18854395	18856318	-	18855356	Chr2B	14760735	14762718	-	14761726	0.997	0.946
gene:TraesCS2B03G0071600	Chr2B	18895753	18898711	+	18897232	Chr2B	14801679	14804669	+	14803174	1.0	0.964
gene:TraesCS2B03G0071700	Chr2B	18907811	18910613	+	18909212	Chr2B	14811584	14814398	+	14812991	1.0	0.998
gene:TraesCS2B03G0071800	Chr2B	18910934	18911453	+	18911193	Chr2B	14814719	14815238	+	14814978	1.0	0.994
gene:TraesCS2B03G0072500	Chr2B	18976655	18979429	-	18978042	Chr2B	14910007	14912801	-	14911404	1.0	0.982
gene:TraesCS2B03G0072600	Chr2B	18986839	18988803	-	18987821	Chr2B	14920239	14921967	-	14921103	1.0	0.989
