gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity
gene:TraesCS7D03G0005500	Chr7D	1648975	1654512	-	1651743	Chr7D	330130	335667	+	332898	1.0	1.0
gene:TraesCS7D03G0005800	Chr7D	1673923	1675253	+	1674588	Chr7D	309392	310722	-	310057	1.0	1.0
gene:TraesCS7D03G0005900	Chr7D	1812284	1819521	+	1815902	Chr7D	163905	171140	-	167522	1.0	1.0
gene:TraesCS7D03G0006000	Chr7D	1859225	1861790	-	1860507	Chr7D	121637	124202	+	122919	1.0	1.0
gene:TraesCS7D03G0007000	Chr7D	2228806	2234143	+	2231474	Chr7D	2168515	2173852	+	2171183	1.0	1.0
gene:TraesCS7D03G0007200	Chr7D	2250873	2256744	+	2253808	Chr7D	2190299	2196170	+	2193234	1.0	1.0
gene:TraesCS7D03G0007300	Chr7D	2256864	2262070	-	2259467	Chr7D	2196290	2201496	-	2198893	1.0	1.0
gene:TraesCS7D03G0007400	Chr7D	2264975	2273161	+	2269068	Chr7D	2204401	2212587	+	2208494	1.0	0.999
gene:TraesCS7D03G0007600	Chr7D	2278478	2284668	-	2281573	Chr7D	2217904	2223899	-	2220901	1.0	1.0
gene:TraesCS7D03G0007800	Chr7D	2290415	2291827	-	2291121	Chr7D	2229588	2231000	-	2230294	1.0	1.0
gene:TraesCS7D03G0007900	Chr7D	2327893	2330761	-	2329327	Chr7D	2267151	2270051	-	2268601	1.0	0.988
gene:TraesCS7D03G0008100	Chr7D	2339553	2341226	-	2340389	Chr7D	2278592	2280265	-	2279428	1.0	1.0
gene:TraesCS7D03G0008300	Chr7D	2344023	2345195	+	2344609	Chr7D	2283064	2284236	+	2283650	1.0	1.0
gene:TraesCS7D03G0008400	Chr7D	2379429	2390488	-	2384958	Chr7D	2318553	2329330	-	2323941	1.0	1.0
gene:TraesCS7D03G0008800	Chr7D	2434315	2435737	+	2435026	Chr7D	2371922	2373344	+	2372633	1.0	1.0
gene:TraesCS7D03G0009200	Chr7D	2527421	2532947	-	2530184	Chr7D	2457552	2463078	-	2460315	1.0	0.999
gene:TraesCS7D03G0009300	Chr7D	2533886	2537181	-	2535533	Chr7D	2464017	2467312	-	2465664	1.0	1.0
gene:TraesCS7D03G0009400	Chr7D	2540503	2541469	+	2540986	Chr7D	2470561	2471527	+	2471044	1.0	1.0
gene:TraesCS7D03G0009500	Chr7D	2542055	2546243	-	2544149	Chr7D	2472113	2476301	-	2474207	1.0	1.0
gene:TraesCS7D03G0009700	Chr7D	2616995	2622421	+	2619708	Chr7D	2546247	2551673	+	2548960	1.0	1.0
gene:TraesCS7D03G0010000	Chr7D	2635314	2645413	+	2640363	Chr7D	2564566	2574646	+	2569606	0.999	0.999
gene:TraesCS7D03G0010100	Chr7D	2645699	2651710	-	2648704	Chr7D	2574932	2580967	-	2577949	1.0	0.99
gene:TraesCS7D03G0010300	Chr7D	2699940	2703571	+	2701755	Chr7D	2628547	2632188	+	2630367	1.0	0.996
gene:TraesCS7D03G0010400	Chr7D	2719052	2723210	+	2721131	Chr7D	2651812	2655970	+	2653891	1.0	0.999
gene:TraesCS7D03G0010500	Chr7D	2732001	2735374	-	2733687	Chr7D	2664419	2667792	-	2666105	1.0	0.999
gene:TraesCS7D03G0011000	Chr7D	2812476	2817119	-	2814797	Chr7D	2730095	2734738	-	2732416	1.0	1.0
gene:TraesCS7D03G0011100	Chr7D	2820284	2820931	-	2820607	Chr7D	2737907	2738554	-	2738230	1.0	0.983
gene:TraesCS7D03G0011300	Chr7D	2839717	2842723	-	2841220	Chr7D	2757056	2760062	-	2758559	1.0	1.0
gene:TraesCS7D03G0011700	Chr7D	2886179	2887647	-	2886913	Chr7D	2803077	2804545	-	2803811	1.0	1.0
gene:TraesCS7D03G0011900	Chr7D	2926331	2932062	-	2929196	Chr7D	2843324	2849055	-	2846189	1.0	0.999
gene:TraesCS7D03G0012000	Chr7D	2970217	2974321	+	2972269	Chr7D	2886624	2890728	+	2888676	1.0	1.0
gene:TraesCS7D03G0012900	Chr7D	3139649	3146957	+	3143303	Chr7D	3058245	3065555	+	3061900	1.0	1.0
gene:TraesCS7D03G0013000	Chr7D	3150713	3153119	+	3151916	Chr7D	3069465	3071871	+	3070668	1.0	1.0
gene:TraesCS7D03G0013200	Chr7D	3185961	3190001	+	3187981	Chr7D	3104504	3108544	+	3106524	1.0	1.0
gene:TraesCS7D03G0013400	Chr7D	3203082	3205448	-	3204265	Chr7D	3121660	3123246	-	3122453	0.916	0.915
gene:TraesCS7D03G0013600	Chr7D	3217753	3219522	-	3218637	Chr7D	3135463	3137232	-	3136347	1.0	1.0
gene:TraesCS7D03G0013800	Chr7D	3222772	3225124	-	3223948	Chr7D	3140324	3142676	-	3141500	1.0	1.0
gene:TraesCS7D03G0013900	Chr7D	3403396	3431263	-	3417329	Chr7D	3299213	3327634	-	3313423	1.0	1.0
gene:TraesCS7D03G0014200	Chr7D	3490709	3514797	+	3502753	Chr7D	3386768	3410855	+	3398811	1.0	1.0
gene:TraesCS7D03G0014700	Chr7D	3623478	3625037	-	3624257	Chr7D	3499589	3501148	-	3500368	1.0	1.0
gene:TraesCS7D03G0015500	Chr7D	3814265	3821334	+	3817799	Chr7D	3687827	3694905	+	3691366	1.0	0.999
gene:TraesCS7D03G0015700	Chr7D	3924287	3927124	-	3925705	Chr7D	3797110	3799947	-	3798528	1.0	1.0
gene:TraesCS7D03G0016100	Chr7D	3956593	3957321	+	3956957	Chr7D	3829486	3830214	+	3829850	1.0	1.0
gene:TraesCS7D03G0016200	Chr7D	3958511	3968258	+	3963384	Chr7D	3831404	3841151	+	3836277	1.0	1.0
gene:TraesCS7D03G0016300	Chr7D	3971246	3972943	+	3972094	Chr7D	3844184	3845881	+	3845032	1.0	1.0
gene:TraesCS7D03G0016400	Chr7D	3971969	3972325	-	3972147	Chr7D	3844907	3845263	-	3845085	1.0	1.0
gene:TraesCS7D03G0016500	Chr7D	4003430	4014546	-	4008988	Chr7D	3876747	3887864	-	3882305	1.0	0.999
gene:TraesCS7D03G0016900	Chr7D	4058938	4061845	+	4060391	Chr7D	3932722	3935629	+	3934175	1.0	0.999
gene:TraesCS7D03G0017000	Chr7D	4062084	4064426	+	4063255	Chr7D	3935868	3938210	+	3937039	1.0	1.0
gene:TraesCS7D03G0017600	Chr7D	4100732	4112904	-	4106818	Chr7D	3974523	3986695	-	3980609	1.0	1.0
gene:TraesCS7D03G0017700	Chr7D	4113773	4130569	+	4122171	Chr7D	3987564	4003996	+	3995780	1.0	0.999
gene:TraesCS7D03G0018000	Chr7D	4152973	4155247	+	4154110	Chr7D	4026473	4028747	+	4027610	1.0	1.0
gene:TraesCS7D03G0018100	Chr7D	4155984	4167183	-	4161583	Chr7D	4029484	4040686	-	4035085	0.999	0.99
gene:TraesCS7D03G0018600	Chr7D	4227872	4231741	-	4229806	Chr7D	4101653	4105522	-	4103587	1.0	1.0
gene:TraesCS7D03G0019200	Chr7D	4324503	4325491	+	4324997	Chr7D	4199483	4200471	+	4199977	1.0	1.0
gene:TraesCS7D03G0019300	Chr7D	4373494	4379132	-	4376313	Chr7D	4248363	4254096	-	4251229	0.999	0.994
gene:TraesCS7D03G0019500	Chr7D	4380371	4385812	-	4383091	Chr7D	4255352	4260793	-	4258072	1.0	0.999
gene:TraesCS7D03G0019600	Chr7D	4385864	4387865	+	4386864	Chr7D	4260845	4262846	+	4261845	1.0	1.0
gene:TraesCS7D03G0019800	Chr7D	4393431	4397150	-	4395290	Chr7D	4268412	4272131	-	4270271	1.0	1.0
gene:TraesCS7D03G0020000	Chr7D	4439657	4444783	-	4442220	Chr7D	4314778	4319904	-	4317341	1.0	1.0
gene:TraesCS7D03G0020100	Chr7D	4565258	4568974	-	4567116	Chr7D	4440927	4444643	-	4442785	1.0	1.0
gene:TraesCS7D03G0020400	Chr7D	4634138	4637358	-	4635748	Chr7D	4508258	4511478	-	4509868	1.0	1.0
gene:TraesCS7D03G0020600	Chr7D	4654978	4659334	-	4657156	Chr7D	4528721	4533077	-	4530899	1.0	1.0
gene:TraesCS7D03G0020900	Chr7D	4730087	4731728	+	4730907	Chr7D	4597038	4598679	+	4597858	1.0	1.0
gene:TraesCS7D03G0021000	Chr7D	4776548	4779729	-	4778138	Chr7D	4643312	4646493	-	4644902	1.0	1.0
gene:TraesCS7D03G0021200	Chr7D	4787934	4791139	-	4789536	Chr7D	4654695	4657900	-	4656297	1.0	1.0
gene:TraesCS7D03G0021400	Chr7D	4865746	4867669	-	4866707	Chr7D	4732375	4734298	-	4733336	1.0	1.0
gene:TraesCS7D03G0021600	Chr7D	4879511	4883149	-	4881330	Chr7D	4746140	4749778	-	4747959	1.0	1.0
gene:TraesCS7D03G0021700	Chr7D	4993157	4993798	+	4993477	Chr7D	4858629	4859270	+	4858949	1.0	1.0
gene:TraesCS7D03G0021800	Chr7D	4995759	5006435	-	5001097	Chr7D	4861231	4871907	-	4866569	1.0	1.0
gene:TraesCS7D03G0021900	Chr7D	5011736	5019018	-	5015377	Chr7D	4876971	4884253	-	4880612	1.0	0.999
gene:TraesCS7D03G0022200	Chr7D	5069037	5070965	-	5070001	Chr7D	4932733	4934661	-	4933697	1.0	1.0
gene:TraesCS7D03G0022300	Chr7D	5080642	5082005	-	5081323	Chr7D	4944029	4945392	-	4944710	1.0	1.0
gene:TraesCS7D03G0022500	Chr7D	5156361	5160719	+	5158540	Chr7D	5019295	5023779	+	5021537	1.0	1.0
gene:TraesCS7D03G0023900	Chr7D	5240086	5241924	+	5241005	Chr7D	5107077	5108915	+	5107996	1.0	1.0
gene:TraesCS7D03G0024200	Chr7D	5347426	5350073	+	5348749	Chr7D	5217099	5219746	+	5218422	1.0	1.0
gene:TraesCS7D03G0024300	Chr7D	5350832	5357886	+	5354359	Chr7D	5220505	5227561	+	5224033	1.0	1.0
gene:TraesCS7D03G0024500	Chr7D	5358011	5359163	-	5358587	Chr7D	5227686	5228838	-	5228262	1.0	1.0
gene:TraesCS7D03G0024600	Chr7D	5370394	5375528	+	5372961	Chr7D	5240068	5245202	+	5242635	1.0	1.0
gene:TraesCS7D03G0024700	Chr7D	5379726	5380734	+	5380230	Chr7D	5249574	5250582	+	5250078	1.0	1.0
gene:TraesCS7D03G0024800	Chr7D	5386839	5388290	+	5387564	Chr7D	5256687	5258138	+	5257412	1.0	0.999
gene:TraesCS7D03G0025000	Chr7D	5397924	5398721	-	5398322	Chr7D	5267774	5268571	-	5268172	1.0	1.0
gene:TraesCS7D03G0025200	Chr7D	5441521	5445663	-	5443592	Chr7D	5290273	5293663	-	5291968	1.0	0.994
gene:TraesCS7D03G0025300	Chr7D	5447418	5450587	+	5449002	Chr7D	5295502	5298674	+	5297088	1.0	0.992
gene:TraesCS7D03G0025400	Chr7D	5453391	5454989	-	5454190	Chr7D	5301478	5303076	-	5302277	1.0	0.993
gene:TraesCS7D03G0025800	Chr7D	5525637	5531073	-	5528355	Chr7D	5403665	5409020	-	5406342	0.97	0.964
gene:TraesCS7D03G0025900	Chr7D	5533462	5539159	+	5536310	Chr7D	5410014	5416393	+	5413203	1.0	0.978
gene:TraesCS7D03G0026200	Chr7D	5548227	5549057	+	5548642	Chr7D	5594075	5594882	+	5594478	0.967	0.94
gene:TraesCS7D03G0026500	Chr7D	5558765	5567731	-	5563248	Chr7D	5604587	5613483	-	5609035	0.997	0.994
gene:TraesCS7D03G0026800	Chr7D	5667198	5670487	+	5668842	Chr7D	5682627	5686068	+	5684347	0.996	0.906
gene:TraesCS7D03G0027500	Chr7D	5709595	5711772	-	5710683	Chr7D	5872171	5874348	-	5873259	1.0	0.999
gene:TraesCS7D03G0027700	Chr7D	5736459	5739951	-	5738205	Chr7D	5894691	5898505	-	5896598	1.0	0.997
gene:TraesCS7D03G0027800	Chr7D	5745166	5749744	+	5747455	Chr7D	5903613	5908174	+	5905893	1.0	0.995
gene:TraesCS7D03G0028000	Chr7D	5782905	5784707	+	5783806	Chr7D	5943562	5945364	+	5944463	1.0	1.0
gene:TraesCS7D03G0028100	Chr7D	5801719	5806704	-	5804211	Chr7D	5962617	5967548	-	5965082	0.987	0.975
gene:TraesCS7D03G0028400	Chr7D	5816108	5821345	-	5818726	Chr7D	6175876	6177005	-	6176440	0.98	0.972
gene:TraesCS7D03G0030400	Chr7D	6188468	6190301	+	6189384	Chr7D	6239953	6241796	+	6240874	1.0	0.996
gene:TraesCS7D03G0030500	Chr7D	6333691	6333933	+	6333812	Chr7D	6399563	6399805	+	6399684	1.0	0.995
gene:TraesCS7D03G0030700	Chr7D	6363587	6369866	+	6366726	Chr7D	6429544	6435823	+	6432683	1.0	1.0
gene:TraesCS7D03G0031700	Chr7D	6451280	6455354	+	6453317	Chr7D	6513041	6517116	+	6515078	1.0	0.998
gene:TraesCS7D03G0032100	Chr7D	6702669	6703635	-	6703152	Chr7D	6712858	6713824	-	6713341	1.0	0.995
gene:TraesCS7D03G0032200	Chr7D	6725910	6728735	-	6727322	Chr7D	6735873	6738724	-	6737298	1.0	0.991
gene:TraesCS7D03G0032300	Chr7D	6737403	6739639	-	6738521	Chr7D	6772101	6774328	-	6773214	1.0	0.998
gene:TraesCS7D03G0032400	Chr7D	6749327	6749848	-	6749587	Chr7D	6784463	6784984	-	6784723	1.0	0.984
gene:TraesCS7D03G0032800	Chr7D	6818107	6820183	-	6819145	Chr7D	6803706	6805680	-	6804693	1.0	0.993
gene:TraesCS7D03G0032900	Chr7D	6820544	6827092	-	6823818	Chr7D	6806041	6812612	-	6809326	0.999	0.984
gene:TraesCS7D03G0033100	Chr7D	6831774	6834717	+	6833245	Chr7D	6817188	6820088	+	6818638	1.0	0.988
gene:TraesCS7D03G0033200	Chr7D	6839604	6841430	+	6840517	Chr7D	6824939	6826765	+	6825852	1.0	0.996
gene:TraesCS7D03G0033300	Chr7D	6930735	6932599	+	6931667	Chr7D	6893864	6895628	+	6894746	0.94	0.926
gene:TraesCS7D03G0033400	Chr7D	7042530	7045480	-	7044005	Chr7D	7093953	7096896	-	7095424	0.998	0.992
gene:TraesCS7D03G0033800	Chr7D	7097584	7102366	+	7099975	Chr7D	7141966	7146756	+	7144361	1.0	0.995
gene:TraesCS7D03G0033900	Chr7D	7115748	7119106	-	7117427	Chr7D	7152574	7156325	-	7154449	1.0	0.998
gene:TraesCS7D03G0034000	Chr7D	7126208	7129321	+	7127764	Chr7D	7163385	7166512	+	7164948	1.0	0.992
gene:TraesCS7D03G0034400	Chr7D	7139322	7141221	-	7140271	Chr7D	7174406	7176306	-	7175356	0.999	0.992
gene:TraesCS7D03G0034900	Chr7D	7429924	7430103	+	7430013	Chr7D	7310395	7310574	+	7310484	1.0	0.983
gene:TraesCS7D03G0035100	Chr7D	7432081	7432269	+	7432175	Chr7D	7364418	7364606	+	7364512	1.0	0.989
gene:TraesCS7D03G0035000	Chr7D	7431827	7434698	-	7433262	Chr7D	7364167	7367038	-	7365602	0.998	0.984
gene:TraesCS7D03G0035200	Chr7D	7436717	7439176	+	7437946	Chr7D	7371564	7374099	+	7372831	0.996	0.987
gene:TraesCS7D03G0035800	Chr7D	7530208	7532630	+	7531419	Chr7D	7471257	7473684	+	7472470	0.998	0.965
gene:TraesCS7D03G0036300	Chr7D	7658537	7660780	-	7659658	Chr7D	7538809	7541031	-	7539920	0.992	0.976
gene:TraesCS7D03G0036400	Chr7D	7661478	7665197	-	7663337	Chr7D	7541732	7545443	-	7543587	1.0	0.994
gene:TraesCS7D03G0036500	Chr7D	7801942	7803310	+	7802626	Chr7D	7699620	7700988	+	7700304	1.0	0.994
gene:TraesCS7D03G0036600	Chr7D	7803635	7806911	-	7805273	Chr7D	7701313	7704264	-	7702788	0.998	0.989
gene:TraesCS7D03G0036700	Chr7D	7811025	7813078	+	7812051	Chr7D	7708319	7710363	+	7709341	1.0	1.0
gene:TraesCS7D03G0037000	Chr7D	7822729	7823382	-	7823055	Chr7D	7719885	7720538	-	7720211	1.0	0.987
gene:TraesCS7D03G0037200	Chr7D	7851372	7852928	+	7852150	Chr7D	7748691	7750247	+	7749469	1.0	0.995
gene:TraesCS7D03G0037300	Chr7D	7891420	7892988	-	7892204	Chr7D	7786660	7788228	-	7787444	1.0	0.992
gene:TraesCS7D03G0037500	Chr7D	7904938	7907145	+	7906041	Chr7D	7797328	7799535	+	7798431	1.0	0.985
gene:TraesCS7D03G0037600	Chr7D	7917704	7919634	+	7918669	Chr7D	7810077	7812007	+	7811042	1.0	0.997
gene:TraesCS7D03G0040100	Chr7D	8527061	8529751	+	8528406	Chr7D	7980362	7983049	+	7981705	0.998	0.982
gene:TraesCS7D03G0041200	Chr7D	8600205	8601566	+	8600885	Chr7D	8195849	8197242	+	8196545	0.998	0.964
gene:TraesCS7D03G0041300	Chr7D	8602069	8606311	-	8604190	Chr7D	8197745	8201986	-	8199865	0.999	0.996
gene:TraesCS7D03G0041500	Chr7D	8641641	8683479	-	8662560	Chr7D	8214873	8246302	-	8230587	0.942	0.938
gene:TraesCS7D03G0041600	Chr7D	8692848	8697378	-	8695113	Chr7D	8261741	8266271	-	8264006	1.0	0.998
gene:TraesCS7D03G0041900	Chr7D	8703393	8706360	+	8704876	Chr7D	8272305	8275273	+	8273789	1.0	0.997
gene:TraesCS7D03G0042400	Chr7D	8764448	8772792	-	8768620	Chr7D	8339970	8348458	-	8344214	1.0	0.998
gene:TraesCS7D03G0042500	Chr7D	8780335	8781278	-	8780806	Chr7D	8355786	8356733	-	8356259	1.0	0.991
gene:TraesCS7D03G0042600	Chr7D	8783760	8784387	+	8784073	Chr7D	8359314	8359941	+	8359627	1.0	1.0
gene:TraesCS7D03G0043000	Chr7D	8809130	8810609	-	8809869	Chr7D	8384493	8385972	-	8385232	1.0	1.0
gene:TraesCS7D03G0043100	Chr7D	8812269	8816111	-	8814190	Chr7D	8386845	8390686	-	8388765	1.0	1.0
gene:TraesCS7D03G0043200	Chr7D	8825466	8828095	+	8826780	Chr7D	8399879	8402508	+	8401193	1.0	1.0
gene:TraesCS7D03G0043700	Chr7D	8945922	8946350	-	8946136	Chr7D	8507621	8508049	-	8507835	1.0	1.0
gene:TraesCS7D03G0043800	Chr7D	8989832	8990007	-	8989919	Chr7D	8551542	8551717	-	8551629	1.0	1.0
gene:TraesCS7D03G0044100	Chr7D	9010010	9010315	-	9010162	Chr7D	8569833	8570138	-	8569985	1.0	0.996
gene:TraesCS7D03G0044200	Chr7D	9015869	9016030	-	9015949	Chr7D	8582172	8582333	-	8582252	1.0	1.0
gene:TraesCS7D03G0044400	Chr7D	9038079	9038555	-	9038317	Chr7D	8597627	8598103	-	8597865	1.0	1.0
gene:TraesCS7D03G0044500	Chr7D	9082285	9083856	+	9083070	Chr7D	8642491	8644062	+	8643276	1.0	1.0
gene:TraesCS7D03G0044600	Chr7D	9154755	9156732	+	9155743	Chr7D	8715064	8717041	+	8716052	1.0	1.0
gene:TraesCS7D03G0045100	Chr7D	9316855	9318891	+	9317873	Chr7D	8877909	8879890	+	8878899	1.0	0.999
gene:TraesCS7D03G0045300	Chr7D	9368185	9368706	-	9368445	Chr7D	8929183	8929704	-	8929443	1.0	1.0
gene:TraesCS7D03G0046000	Chr7D	9423365	9428897	+	9426131	Chr7D	8989380	8996642	+	8993011	0.995	0.995
gene:TraesCS7D03G0047000	Chr7D	9636820	9641884	-	9639352	Chr7D	9207445	9212509	-	9209977	1.0	1.0
gene:TraesCS7D03G0047100	Chr7D	9642348	9647312	+	9644830	Chr7D	9212973	9217937	+	9215455	1.0	1.0
gene:TraesCS7D03G0047400	Chr7D	9709899	9711626	+	9710762	Chr7D	9279342	9281070	+	9280206	1.0	1.0
gene:TraesCS7D03G0047800	Chr7D	9730707	9731413	+	9731060	Chr7D	9300238	9300944	+	9300591	1.0	1.0
gene:TraesCS7D03G0048100	Chr7D	9789680	9793371	+	9791525	Chr7D	9359742	9363484	+	9361613	1.0	1.0
gene:TraesCS7D03G0049400	Chr7D	10356124	10358772	+	10357448	Chr7D	9991457	9994105	+	9992781	1.0	1.0
gene:TraesCS7D03G0050000	Chr7D	10367467	10374182	+	10370824	Chr7D	10002800	10009515	+	10006157	1.0	0.999
gene:TraesCS7D03G0050200	Chr7D	10377049	10378124	+	10377586	Chr7D	10012382	10013457	+	10012919	1.0	1.0
gene:TraesCS7D03G0050400	Chr7D	10405468	10406646	-	10406057	Chr7D	10041586	10042764	-	10042175	1.0	1.0
gene:TraesCS7D03G0050700	Chr7D	10463530	10464935	-	10464232	Chr7D	10099755	10101133	-	10100444	0.979	0.978
gene:TraesCS7D03G0050900	Chr7D	10773951	10776019	-	10774985	Chr7D	10409589	10411657	-	10410623	1.0	1.0
gene:TraesCS7D03G0051000	Chr7D	10779290	10780750	-	10780020	Chr7D	10414928	10416388	-	10415658	1.0	1.0
gene:TraesCS7D03G0051200	Chr7D	10783546	10784888	-	10784217	Chr7D	10419184	10420526	-	10419855	1.0	1.0
gene:TraesCS7D03G0051300	Chr7D	10787556	10790240	-	10788898	Chr7D	10423194	10425878	-	10424536	1.0	1.0
gene:TraesCS7D03G0051400	Chr7D	10790355	10793167	-	10791761	Chr7D	10425993	10428805	-	10427399	1.0	1.0
gene:TraesCS7D03G0051500	Chr7D	10805169	10811238	-	10808203	Chr7D	10441005	10447074	-	10444039	1.0	1.0
gene:TraesCS7D03G0051600	Chr7D	10813724	10818596	+	10816160	Chr7D	10449560	10454432	+	10451996	1.0	1.0
gene:TraesCS7D03G0052000	Chr7D	10866500	10871299	-	10868899	Chr7D	10502522	10507321	-	10504921	1.0	1.0
gene:TraesCS7D03G0052300	Chr7D	10902680	10904162	-	10903421	Chr7D	10538804	10540286	-	10539545	1.0	1.0
gene:TraesCS7D03G0052500	Chr7D	11019985	11021994	+	11020989	Chr7D	10655880	10657889	+	10656884	1.0	1.0
gene:TraesCS7D03G0052600	Chr7D	11022566	11024797	+	11023681	Chr7D	10658461	10660692	+	10659576	1.0	1.0
gene:TraesCS7D03G0052700	Chr7D	11024983	11025588	+	11025285	Chr7D	10660878	10661483	+	10661180	1.0	1.0
gene:TraesCS7D03G0052800	Chr7D	11111603	11112606	+	11112104	Chr7D	10747384	10748387	+	10747885	1.0	1.0
gene:TraesCS7D03G0052900	Chr7D	11117544	11119073	+	11118308	Chr7D	10753325	10754854	+	10754089	1.0	1.0
gene:TraesCS7D03G0053500	Chr7D	11174031	11176281	-	11175156	Chr7D	10810084	10812334	-	10811209	1.0	1.0
gene:TraesCS7D03G0053700	Chr7D	11266157	11267776	-	11266966	Chr7D	10902170	10903789	-	10902979	1.0	1.0
gene:TraesCS7D03G0053800	Chr7D	11277143	11277790	-	11277466	Chr7D	10913156	10913803	-	10913479	1.0	1.0
gene:TraesCS7D03G0053900	Chr7D	11323512	11328407	+	11325959	Chr7D	10958364	10963259	+	10960811	1.0	1.0
gene:TraesCS7D03G0054000	Chr7D	11376382	11377575	+	11376978	Chr7D	11011162	11012355	+	11011758	1.0	1.0
gene:TraesCS7D03G0054100	Chr7D	11379695	11382219	-	11380957	Chr7D	11014475	11016999	-	11015737	1.0	1.0
gene:TraesCS7D03G0054200	Chr7D	11435436	11436531	-	11435983	Chr7D	11070269	11071364	-	11070816	1.0	1.0
gene:TraesCS7D03G0054500	Chr7D	11569127	11570200	+	11569663	Chr7D	11204142	11205215	+	11204678	1.0	1.0
gene:TraesCS7D03G0055000	Chr7D	11627497	11634848	-	11631172	Chr7D	11262748	11270083	-	11266415	1.0	1.0
gene:TraesCS7D03G0055600	Chr7D	11725501	11727900	-	11726700	Chr7D	11360914	11363312	-	11362113	0.999	0.999
gene:TraesCS7D03G0055700	Chr7D	11728834	11730683	-	11729758	Chr7D	11364246	11366095	-	11365170	1.0	1.0
gene:TraesCS7D03G0055800	Chr7D	11731280	11736454	-	11733867	Chr7D	11366692	11371866	-	11369279	1.0	1.0
gene:TraesCS7D03G0055900	Chr7D	11787653	11788291	-	11787972	Chr7D	11421425	11422063	-	11421744	1.0	1.0
gene:TraesCS7D03G0056600	Chr7D	11905937	11909595	-	11907766	Chr7D	11537757	11541415	-	11539586	1.0	1.0
gene:TraesCS7D03G0056700	Chr7D	11934965	11938985	+	11936975	Chr7D	11566708	11570728	+	11568718	1.0	1.0
gene:TraesCS7D03G0056800	Chr7D	11942273	11943273	+	11942773	Chr7D	11574015	11575015	+	11574515	1.0	1.0
gene:TraesCS7D03G0057000	Chr7D	11963187	11972341	+	11967764	Chr7D	11596737	11605891	+	11601314	1.0	1.0
gene:TraesCS7D03G0057100	Chr7D	11973144	11977583	-	11975363	Chr7D	11606694	11611241	-	11608967	1.0	1.0
gene:TraesCS7D03G0057300	Chr7D	12005583	12006702	-	12006142	Chr7D	11640973	11642092	-	11641532	1.0	1.0
