gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity
gene:TraesCS2D03G0011600	Chr2D	3147424	3149486	-	3148455	Chr2D	3819689	3821751	-	3820720	1.0	1.0
gene:TraesCS2D03G0011700	Chr2D	3193684	3196985	+	3195334	Chr2D	3862826	3866127	+	3864476	1.0	1.0
gene:TraesCS2D03G0011800	Chr2D	3197099	3201360	-	3199229	Chr2D	3866241	3870534	-	3868387	1.0	1.0
gene:TraesCS2D03G0011900	Chr2D	3232730	3235889	+	3234309	Chr2D	3900242	3903401	+	3901821	1.0	1.0
gene:TraesCS2D03G0012200	Chr2D	3369355	3371216	-	3370285	Chr2D	4038009	4039870	-	4038939	1.0	1.0
gene:TraesCS2D03G0012800	Chr2D	3895658	3906170	+	3900914	Chr2D	4571305	4581817	+	4576561	1.0	1.0
gene:TraesCS2D03G0013000	Chr2D	3919356	3935917	-	3927636	Chr2D	4594401	4610247	-	4602324	0.957	0.957
gene:TraesCS2D03G0013300	Chr2D	4109808	4114155	-	4111981	Chr2D	4782992	4787339	-	4785165	1.0	0.999
gene:TraesCS2D03G0013800	Chr2D	4166648	4170990	-	4168819	Chr2D	4839962	4844304	-	4842133	1.0	0.998
gene:TraesCS2D03G0013900	Chr2D	4172256	4174273	+	4173264	Chr2D	4845570	4847587	+	4846578	1.0	1.0
gene:TraesCS2D03G0014000	Chr2D	4179944	4184680	+	4182312	Chr2D	4853258	4857991	+	4855624	1.0	1.0
gene:TraesCS2D03G0014100	Chr2D	4243317	4245051	-	4244184	Chr2D	4917581	4919315	-	4918448	1.0	0.999
gene:TraesCS2D03G0014200	Chr2D	4250619	4254195	-	4252407	Chr2D	4924883	4928459	-	4926671	1.0	1.0
gene:TraesCS2D03G0014300	Chr2D	4328200	4329737	+	4328968	Chr2D	4999304	5000841	+	5000072	1.0	1.0
gene:TraesCS2D03G0014700	Chr2D	4492798	4494856	+	4493827	Chr2D	5169373	5171431	+	5170402	1.0	1.0
gene:TraesCS2D03G0015000	Chr2D	4524318	4526340	+	4525329	Chr2D	5199358	5201380	+	5200369	1.0	1.0
gene:TraesCS2D03G0015300	Chr2D	4599137	4603767	-	4601452	Chr2D	5270881	5275511	-	5273196	1.0	1.0
gene:TraesCS2D03G0015600	Chr2D	4734305	4735695	-	4735000	Chr2D	5389294	5390684	-	5389989	1.0	0.999
gene:TraesCS2D03G0016000	Chr2D	4809320	4809583	-	4809451	Chr2D	5463952	5464215	-	5464083	1.0	1.0
gene:TraesCS2D03G0016200	Chr2D	4823399	4823803	-	4823601	Chr2D	5477631	5478035	-	5477833	1.0	1.0
gene:TraesCS2D03G0016100	Chr2D	4823061	4829071	-	4826066	Chr2D	5477293	5483216	-	5480254	1.0	0.999
gene:TraesCS2D03G0016300	Chr2D	4843466	4849235	-	4846350	Chr2D	5497475	5503268	-	5500371	1.0	1.0
gene:TraesCS2D03G0016500	Chr2D	4911154	4954649	+	4932901	Chr2D	5564064	5606851	+	5585457	1.0	1.0
gene:TraesCS2D03G0016700	Chr2D	5299121	5301121	+	5300121	Chr2D	5895083	5897083	+	5896083	1.0	1.0
gene:TraesCS2D03G0016800	Chr2D	5306442	5309418	-	5307930	Chr2D	5902404	5905382	-	5903893	1.0	0.999
gene:TraesCS2D03G0017000	Chr2D	5317537	5320348	-	5318942	Chr2D	5913500	5916311	-	5914905	1.0	1.0
gene:TraesCS2D03G0017100	Chr2D	5336121	5337314	+	5336717	Chr2D	5931646	5932839	+	5932242	1.0	1.0
gene:TraesCS2D03G0017200	Chr2D	5338281	5338646	-	5338463	Chr2D	5933806	5934171	-	5933988	1.0	1.0
gene:TraesCS2D03G0017700	Chr2D	5370754	5371234	-	5370994	Chr2D	5966575	5967055	-	5966815	1.0	1.0
gene:TraesCS2D03G0017800	Chr2D	5378053	5383627	+	5380840	Chr2D	5973874	5979448	+	5976661	1.0	0.999
gene:TraesCS2D03G0017900	Chr2D	5384334	5386356	-	5385345	Chr2D	5980156	5982178	-	5981167	1.0	1.0
gene:TraesCS2D03G0018000	Chr2D	5393682	5394353	+	5394017	Chr2D	5989818	5990489	+	5990153	1.0	1.0
gene:TraesCS2D03G0018200	Chr2D	5395959	5397491	-	5396725	Chr2D	5992095	5993627	-	5992861	1.0	1.0
gene:TraesCS2D03G0018300	Chr2D	5398923	5403947	-	5401435	Chr2D	5995059	6000078	-	5997568	1.0	1.0
gene:TraesCS2D03G0018400	Chr2D	5409881	5411556	-	5410718	Chr2D	6006013	6007688	-	6006850	1.0	1.0
gene:TraesCS2D03G0018600	Chr2D	5448384	5451246	+	5449815	Chr2D	6044619	6047481	+	6046050	1.0	0.999
gene:TraesCS2D03G0018700	Chr2D	5451607	5454771	-	5453189	Chr2D	6047842	6051006	-	6049424	1.0	1.0
gene:TraesCS2D03G0019000	Chr2D	5498066	5508787	-	5503426	Chr2D	6091651	6102377	-	6097014	1.0	1.0
gene:TraesCS2D03G0019100	Chr2D	5512669	5527505	-	5520087	Chr2D	6106258	6121057	-	6113657	1.0	1.0
gene:TraesCS2D03G0019200	Chr2D	5533600	5534335	+	5533967	Chr2D	6127152	6127887	+	6127519	1.0	1.0
gene:TraesCS2D03G0019300	Chr2D	5538783	5542500	+	5540641	Chr2D	6132335	6136052	+	6134193	1.0	1.0
gene:TraesCS2D03G0019400	Chr2D	5543921	5547104	-	5545512	Chr2D	6137473	6140656	-	6139064	1.0	0.999
gene:TraesCS2D03G0019500	Chr2D	5606740	5610279	+	5608509	Chr2D	6200069	6203608	+	6201838	1.0	1.0
gene:TraesCS2D03G0020100	Chr2D	5637453	5638947	+	5638200	Chr2D	6235165	6236659	+	6235912	1.0	1.0
gene:TraesCS2D03G0020200	Chr2D	5641197	5642366	-	5641781	Chr2D	6238909	6240078	-	6239493	1.0	1.0
gene:TraesCS2D03G0020300	Chr2D	5651827	5657640	+	5654733	Chr2D	6249558	6255371	+	6252464	1.0	1.0
gene:TraesCS2D03G0020500	Chr2D	5796717	5798322	-	5797519	Chr2D	6384490	6386095	-	6385292	1.0	1.0
gene:TraesCS2D03G0020600	Chr2D	5800176	5803002	+	5801589	Chr2D	6387949	6390775	+	6389362	1.0	1.0
gene:TraesCS2D03G0020800	Chr2D	5829699	5830322	-	5830010	Chr2D	6417938	6418561	-	6418249	1.0	1.0
gene:TraesCS2D03G0021200	Chr2D	5856192	5856611	-	5856401	Chr2D	6444433	6444852	-	6444642	1.0	1.0
gene:TraesCS2D03G0021400	Chr2D	5882001	5887060	+	5884530	Chr2D	6470529	6475767	+	6473148	0.947	0.947
gene:TraesCS2D03G0021500	Chr2D	5893759	5898807	-	5896283	Chr2D	6482373	6487421	-	6484897	1.0	1.0
gene:TraesCS2D03G0021600	Chr2D	5901903	5903808	+	5902855	Chr2D	6490517	6492401	+	6491459	0.988	0.984
gene:TraesCS2D03G0022100	Chr2D	5960082	5961948	+	5961015	Chr2D	6548533	6550399	+	6549466	1.0	1.0
gene:TraesCS2D03G0022200	Chr2D	5974338	5981406	+	5977872	Chr2D	6562789	6569857	+	6566323	1.0	1.0
gene:TraesCS2D03G0022500	Chr2D	6088431	6089039	-	6088735	Chr2D	6677507	6678115	-	6677811	1.0	1.0
gene:TraesCS2D03G0022600	Chr2D	6094171	6094876	+	6094523	Chr2D	6683446	6684151	+	6683798	1.0	1.0
gene:TraesCS2D03G0022800	Chr2D	6109221	6109928	+	6109574	Chr2D	6698406	6699113	+	6698759	1.0	1.0
gene:TraesCS2D03G0023000	Chr2D	6132790	6133436	+	6133113	Chr2D	6721975	6722621	+	6722298	1.0	1.0
gene:TraesCS2D03G0023100	Chr2D	6135778	6136523	+	6136150	Chr2D	6724962	6725707	+	6725334	1.0	1.0
gene:TraesCS2D03G0023900	Chr2D	6414298	6417163	+	6415730	Chr2D	7000229	7003094	+	7001661	1.0	1.0
gene:TraesCS2D03G0024400	Chr2D	6632578	6639770	-	6636174	Chr2D	7222079	7229271	-	7225675	1.0	1.0
gene:TraesCS2D03G0024700	Chr2D	6714610	6716551	+	6715580	Chr2D	7304287	7306228	+	7305257	1.0	1.0
gene:TraesCS2D03G0024800	Chr2D	6729129	6732626	+	6730877	Chr2D	7318820	7322317	+	7320568	1.0	1.0
gene:TraesCS2D03G0025100	Chr2D	6799868	6803674	+	6801771	Chr2D	7389569	7393375	+	7391472	1.0	0.996
gene:TraesCS2D03G0025200	Chr2D	6805875	6809559	+	6807717	Chr2D	7395575	7399259	+	7397417	1.0	1.0
gene:TraesCS2D03G0025700	Chr2D	6841213	6849674	-	6845443	Chr2D	7431033	7439471	-	7435252	1.0	0.986
gene:TraesCS2D03G0026100	Chr2D	6864392	6870222	+	6867307	Chr2D	7454187	7460017	+	7457102	1.0	1.0
gene:TraesCS2D03G0026200	Chr2D	6870573	6877556	+	6874064	Chr2D	7460368	7467349	+	7463858	1.0	1.0
gene:TraesCS2D03G0026500	Chr2D	6909158	6910618	-	6909888	Chr2D	7497374	7498834	-	7498104	1.0	1.0
gene:TraesCS2D03G0026400	Chr2D	6907843	6912185	+	6910014	Chr2D	7496063	7500401	+	7498232	0.998	0.998
gene:TraesCS2D03G0026900	Chr2D	7031556	7033022	-	7032289	Chr2D	7619154	7620620	-	7619887	1.0	1.0
gene:TraesCS2D03G0027100	Chr2D	7101625	7102485	-	7102055	Chr2D	7686380	7687240	-	7686810	1.0	1.0
gene:TraesCS2D03G0027200	Chr2D	7105740	7108299	-	7107019	Chr2D	7690459	7693018	-	7691738	1.0	1.0
gene:TraesCS2D03G0027500	Chr2D	7201869	7205584	+	7203726	Chr2D	7787462	7791177	+	7789319	1.0	1.0
gene:TraesCS2D03G0027600	Chr2D	7251969	7253899	+	7252934	Chr2D	7836309	7838239	+	7837274	1.0	1.0
gene:TraesCS2D03G0027700	Chr2D	7263382	7267488	+	7265435	Chr2D	7847722	7851828	+	7849775	1.0	1.0
gene:TraesCS2D03G0027800	Chr2D	7272717	7275277	-	7273997	Chr2D	7857057	7859619	-	7858338	1.0	0.999
gene:TraesCS2D03G0028000	Chr2D	7285820	7288487	-	7287153	Chr2D	7870165	7872832	-	7871498	1.0	1.0
gene:TraesCS2D03G0028100	Chr2D	7289911	7293329	-	7291620	Chr2D	7874250	7877668	-	7875959	1.0	1.0
gene:TraesCS2D03G0028200	Chr2D	7347583	7351762	+	7349672	Chr2D	7932579	7937086	+	7934832	0.998	0.998
gene:TraesCS2D03G0028400	Chr2D	7366138	7369068	+	7367603	Chr2D	7951461	7954391	+	7952926	1.0	1.0
gene:TraesCS2D03G0028700	Chr2D	7425485	7426330	-	7425907	Chr2D	7991249	7992094	-	7991671	1.0	1.0
gene:TraesCS2D03G0028800	Chr2D	7437076	7437874	-	7437475	Chr2D	8002611	8003409	-	8003010	1.0	1.0
gene:TraesCS2D03G0029200	Chr2D	7719358	7720682	-	7720020	Chr2D	8280811	8282135	-	8281473	1.0	0.998
gene:TraesCS2D03G0029300	Chr2D	7721116	7723894	-	7722505	Chr2D	8282569	8285316	-	8283942	0.975	0.975
gene:TraesCS2D03G0029400	Chr2D	7781817	7783372	-	7782594	Chr2D	8342670	8344225	-	8343447	1.0	0.998
gene:TraesCS2D03G0029500	Chr2D	7838509	7840832	-	7839670	Chr2D	8400350	8402673	-	8401511	1.0	1.0
gene:TraesCS2D03G0029700	Chr2D	7859966	7860990	-	7860478	Chr2D	8421827	8422851	-	8422339	1.0	1.0
gene:TraesCS2D03G0030700	Chr2D	8158483	8162726	+	8160604	Chr2D	8537307	8541550	+	8539428	1.0	1.0
gene:TraesCS2D03G0030800	Chr2D	8163605	8165722	-	8164663	Chr2D	8542429	8544546	-	8543487	1.0	1.0
gene:TraesCS2D03G0031100	Chr2D	8185145	8186923	-	8186034	Chr2D	8563995	8565773	-	8564884	1.0	1.0
gene:TraesCS2D03G0031600	Chr2D	8357241	8362457	+	8359849	Chr2D	8734855	8740071	+	8737463	1.0	1.0
gene:TraesCS2D03G0031700	Chr2D	8410031	8414492	+	8412261	Chr2D	8787145	8791606	+	8789375	1.0	1.0
gene:TraesCS2D03G0031900	Chr2D	8470510	8478428	-	8474469	Chr2D	8854043	8861961	-	8858002	1.0	1.0
gene:TraesCS2D03G0032000	Chr2D	8479292	8486593	+	8482942	Chr2D	8862825	8870120	+	8866472	0.997	0.915
gene:TraesCS2D03G0032100	Chr2D	8490113	8491258	+	8490685	Chr2D	8873804	8874949	+	8874376	1.0	1.0
gene:TraesCS2D03G0032200	Chr2D	8516246	8516506	+	8516376	Chr2D	8899873	8900133	+	8900003	1.0	1.0
gene:TraesCS2D03G0032300	Chr2D	8525474	8527518	+	8526496	Chr2D	8909116	8911160	+	8910138	1.0	1.0
gene:TraesCS2D03G0032400	Chr2D	8534095	8537131	-	8535613	Chr2D	8917870	8920906	-	8919388	1.0	0.999
gene:TraesCS2D03G0032600	Chr2D	8565304	8566825	-	8566064	Chr2D	8955868	8957389	-	8956628	1.0	0.999
gene:TraesCS2D03G0033000	Chr2D	8601873	8606771	-	8604322	Chr2D	8991858	8996778	-	8994318	1.0	0.943
gene:TraesCS2D03G0033600	Chr2D	8659658	8660806	-	8660232	Chr2D	9049939	9051087	-	9050513	1.0	1.0
gene:TraesCS2D03G0033700	Chr2D	8667786	8668577	+	8668181	Chr2D	9058074	9058865	+	9058469	1.0	1.0
gene:TraesCS2D03G0033800	Chr2D	8676450	8683655	-	8680052	Chr2D	9067262	9074469	-	9070865	1.0	0.997
gene:TraesCS2D03G0034000	Chr2D	8747170	8753100	-	8750135	Chr2D	9153622	9159498	-	9156560	1.0	0.999
gene:TraesCS2D03G0034400	Chr2D	8843539	8845264	+	8844401	Chr2D	9247729	9249454	+	9248591	1.0	1.0
gene:TraesCS2D03G0034500	Chr2D	8849983	8850835	+	8850409	Chr2D	9254173	9255025	+	9254599	1.0	1.0
gene:TraesCS2D03G0034800	Chr2D	8854271	8855941	+	8855106	Chr2D	9258461	9260131	+	9259296	1.0	1.0
gene:TraesCS2D03G0035300	Chr2D	8869866	8870537	+	8870201	Chr2D	9274121	9274792	+	9274456	1.0	1.0
gene:TraesCS2D03G0035500	Chr2D	8879365	8880543	+	8879954	Chr2D	9283924	9285102	+	9284513	1.0	1.0
gene:TraesCS2D03G0035600	Chr2D	8899155	8901666	+	8900410	Chr2D	9303849	9306360	+	9305104	1.0	0.998
gene:TraesCS2D03G0035700	Chr2D	8951451	8962051	-	8956751	Chr2D	9356430	9367033	-	9361731	1.0	1.0
gene:TraesCS2D03G0036700	Chr2D	9161054	9162385	-	9161719	Chr2D	9380594	9381920	-	9381257	0.996	0.995
gene:TraesCS2D03G0036800	Chr2D	9188083	9189411	+	9188747	Chr2D	9407715	9409043	+	9408379	1.0	1.0
gene:TraesCS2D03G0036900	Chr2D	9258485	9259538	+	9259011	Chr2D	9478495	9479548	+	9479021	1.0	1.0
gene:TraesCS2D03G0038300	Chr2D	9539575	9541245	+	9540410	Chr2D	9753237	9754853	+	9754045	0.967	0.952
gene:TraesCS2D03G0039200	Chr2D	9754263	9755835	+	9755049	Chr2D	9818294	9819865	+	9819079	1.0	0.992
gene:TraesCS2D03G0039300	Chr2D	9770715	9772196	+	9771455	Chr2D	9836042	9837523	+	9836782	1.0	0.992
gene:TraesCS2D03G0039500	Chr2D	9791865	9794992	-	9793428	Chr2D	9848071	9851346	-	9849708	0.998	0.99
gene:TraesCS2D03G0039600	Chr2D	9800909	9805270	+	9803089	Chr2D	9862591	9866951	+	9864771	0.998	0.995
gene:TraesCS2D03G0039700	Chr2D	9808522	9810012	+	9809267	Chr2D	9870206	9871696	+	9870951	1.0	0.999
gene:TraesCS2D03G0039900	Chr2D	9828802	9830274	-	9829538	Chr2D	9882149	9883621	-	9882885	1.0	0.993
gene:TraesCS2D03G0040100	Chr2D	9902575	9903054	+	9902814	Chr2D	9970228	9970707	+	9970467	1.0	0.997
gene:TraesCS2D03G0040300	Chr2D	9914901	9916447	-	9915674	Chr2D	9981124	9982670	-	9981897	1.0	0.994
gene:TraesCS2D03G0040400	Chr2D	9920142	9921557	-	9920849	Chr2D	9986388	9987836	-	9987112	1.0	0.976
gene:TraesCS2D03G0040500	Chr2D	9948356	9948550	+	9948453	Chr2D	10014630	10014824	+	10014727	1.0	1.0
gene:TraesCS2D03G0040600	Chr2D	9948941	9949051	+	9948996	Chr2D	10015226	10015336	+	10015281	1.0	1.0
gene:TraesCS2D03G0040800	Chr2D	9950121	9951434	+	9950777	Chr2D	10016407	10017720	+	10017063	1.0	0.996
gene:TraesCS2D03G0041000	Chr2D	10019303	10021756	+	10020529	Chr2D	10085909	10088362	+	10087135	1.0	0.997
gene:TraesCS2D03G0041100	Chr2D	10025412	10032959	-	10029185	Chr2D	10092063	10099693	-	10095878	1.0	0.993
gene:TraesCS2D03G0041500	Chr2D	10035956	10037437	+	10036696	Chr2D	10102689	10104170	+	10103429	1.0	0.996
gene:TraesCS2D03G0041600	Chr2D	10040939	10041987	-	10041463	Chr2D	10107689	10108737	-	10108213	1.0	0.975
gene:TraesCS2D03G0041800	Chr2D	10045408	10047305	-	10046356	Chr2D	10112332	10114229	-	10113280	1.0	0.989
gene:TraesCS2D03G0041900	Chr2D	10062398	10064247	+	10063322	Chr2D	10120590	10122439	+	10121514	1.0	0.998
gene:TraesCS2D03G0043100	Chr2D	10184508	10186580	-	10185544	Chr2D	10173087	10175159	-	10174123	1.0	0.991
gene:TraesCS2D03G0043400	Chr2D	10232327	10234011	+	10233169	Chr2D	10223647	10225331	+	10224489	1.0	0.995
gene:TraesCS2D03G0043900	Chr2D	10321207	10321701	-	10321454	Chr2D	10391016	10391510	-	10391263	1.0	1.0
gene:TraesCS2D03G0044000	Chr2D	10324672	10327048	-	10325860	Chr2D	10394518	10396894	-	10395706	1.0	0.989
gene:TraesCS2D03G0044200	Chr2D	10336379	10339396	-	10337887	Chr2D	10405062	10407953	-	10406507	0.997	0.989
gene:TraesCS2D03G0044500	Chr2D	10380553	10382346	-	10381449	Chr2D	10618020	10619818	-	10618919	0.998	0.978
gene:TraesCS2D03G0044900	Chr2D	10518384	10519343	+	10518863	Chr2D	10679051	10680010	+	10679530	1.0	0.994
gene:TraesCS2D03G0045000	Chr2D	10519482	10520088	+	10519785	Chr2D	10680149	10680755	+	10680452	1.0	0.991
gene:TraesCS2D03G0045100	Chr2D	10534333	10536045	+	10535189	Chr2D	10695007	10696720	+	10695863	0.998	0.976
gene:TraesCS2D03G0045300	Chr2D	10543043	10548560	+	10545801	Chr2D	10713575	10719092	+	10716333	1.0	0.998
gene:TraesCS2D03G0045400	Chr2D	10556150	10562044	-	10559097	Chr2D	10726526	10732422	-	10729474	1.0	0.999
gene:TraesCS2D03G0045900	Chr2D	10650928	10654216	+	10652572	Chr2D	10819925	10823213	+	10821569	1.0	0.999
gene:TraesCS2D03G0046000	Chr2D	10656825	10659437	-	10658131	Chr2D	10825821	10828433	-	10827127	1.0	0.998
gene:TraesCS2D03G0046300	Chr2D	10741442	10744271	+	10742856	Chr2D	10890934	10893727	+	10892330	0.979	0.978
gene:TraesCS2D03G0046400	Chr2D	10747881	10749631	+	10748756	Chr2D	10897372	10899122	+	10898247	1.0	1.0
gene:TraesCS2D03G0046500	Chr2D	10753206	10755979	-	10754592	Chr2D	10902792	10905566	-	10904179	1.0	0.998
gene:TraesCS2D03G0046600	Chr2D	10901167	10904686	+	10902926	Chr2D	11141586	11145298	+	11143442	1.0	0.989
gene:TraesCS2D03G0046900	Chr2D	10962855	10966314	-	10964584	Chr2D	11295428	11298963	-	11297195	0.998	0.984
