gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity
gene:TraesCS5B03G0035900	Chr5B	15240866	15241639	-	15241252	Chr5B	18349858	18350631	-	18350244	1.0	1.0
gene:TraesCS5B03G0036000	Chr5B	15245683	15246561	-	15246122	Chr5B	18354675	18355553	-	18355114	1.0	1.0
gene:TraesCS5B03G0036100	Chr5B	15251565	15252508	+	15252036	Chr5B	18360467	18361410	+	18360938	1.0	1.0
gene:TraesCS5B03G0036200	Chr5B	15309491	15314690	+	15312090	Chr5B	18417030	18422229	+	18419629	1.0	1.0
gene:TraesCS5B03G0036300	Chr5B	15319588	15320877	-	15320232	Chr5B	18427127	18428416	-	18427771	1.0	1.0
gene:TraesCS5B03G0036400	Chr5B	15325766	15326864	+	15326315	Chr5B	18433305	18434403	+	18433854	1.0	1.0
gene:TraesCS5B03G0036500	Chr5B	15384589	15388487	-	15386538	Chr5B	18492142	18496040	-	18494091	1.0	1.0
gene:TraesCS5B03G0036600	Chr5B	15400249	15401399	-	15400824	Chr5B	18507802	18508952	-	18508377	1.0	1.0
gene:TraesCS5B03G0037100	Chr5B	15579855	15586312	+	15583083	Chr5B	18715118	18721575	+	18718346	1.0	1.0
gene:TraesCS5B03G0037200	Chr5B	15590671	15594377	-	15592524	Chr5B	18725931	18729635	-	18727783	1.0	1.0
gene:TraesCS5B03G0038300	Chr5B	16028698	16032699	-	16030698	Chr5B	19164065	19168066	-	19166065	1.0	1.0
gene:TraesCS5B03G0038500	Chr5B	16038879	16039148	+	16039013	Chr5B	19174247	19174516	+	19174381	1.0	1.0
gene:TraesCS5B03G0038600	Chr5B	16060220	16065019	-	16062619	Chr5B	19195536	19200335	-	19197935	1.0	1.0
gene:TraesCS5B03G0039400	Chr5B	16411670	16412110	-	16411890	Chr5B	19542208	19542648	-	19542428	1.0	1.0
gene:TraesCS5B03G0039500	Chr5B	16437458	16437898	-	16437678	Chr5B	19567996	19568436	-	19568216	1.0	1.0
gene:TraesCS5B03G0039600	Chr5B	16555952	16556392	-	16556172	Chr5B	19688471	19688911	-	19688691	1.0	1.0
gene:TraesCS5B03G0040100	Chr5B	16607070	16609209	+	16608139	Chr5B	19737803	19739942	+	19738872	1.0	1.0
gene:TraesCS5B03G0040200	Chr5B	16609420	16617087	-	16613253	Chr5B	19740153	19747820	-	19743986	1.0	1.0
gene:TraesCS5B03G0040800	Chr5B	17805901	17808859	-	17807380	Chr5B	20978471	20981429	-	20979950	1.0	1.0
gene:TraesCS5B03G0041000	Chr5B	17832779	17835696	+	17834237	Chr5B	21005345	21008262	+	21006803	1.0	1.0
gene:TraesCS5B03G0041900	Chr5B	17977310	17987229	+	17982269	Chr5B	21149758	21159677	+	21154717	1.0	1.0
gene:TraesCS5B03G0042300	Chr5B	18073200	18074246	-	18073723	Chr5B	21245652	21246698	-	21246175	1.0	1.0
gene:TraesCS5B03G0042800	Chr5B	18208883	18210186	+	18209534	Chr5B	21381342	21382645	+	21381993	1.0	1.0
gene:TraesCS5B03G0042900	Chr5B	18221809	18225449	+	18223629	Chr5B	21394268	21397854	+	21396061	1.0	1.0
gene:TraesCS5B03G0043000	Chr5B	18227659	18230690	+	18229174	Chr5B	21400064	21403095	+	21401579	1.0	1.0
gene:TraesCS5B03G0043100	Chr5B	18235926	18240310	-	18238118	Chr5B	21408088	21412662	-	21410375	1.0	1.0
gene:TraesCS5B03G0043200	Chr5B	18253033	18254696	-	18253864	Chr5B	21425385	21427048	-	21426216	1.0	1.0
gene:TraesCS5B03G0043500	Chr5B	18359015	18360093	-	18359554	Chr5B	21531368	21532446	-	21531907	1.0	1.0
gene:TraesCS5B03G0044100	Chr5B	18442047	18442310	+	18442178	Chr5B	21614423	21614686	+	21614554	1.0	1.0
gene:TraesCS5B03G0044300	Chr5B	18446125	18447066	-	18446595	Chr5B	21618501	21619442	-	21618971	1.0	1.0
gene:TraesCS5B03G0045200	Chr5B	18667645	18668184	+	18667914	Chr5B	21840021	21840560	+	21840290	1.0	1.0
gene:TraesCS5B03G0045900	Chr5B	18965722	18966648	-	18966185	Chr5B	22138097	22139023	-	22138560	1.0	1.0
gene:TraesCS5B03G0046000	Chr5B	19030152	19032083	+	19031117	Chr5B	22202530	22204461	+	22203495	1.0	1.0
gene:TraesCS5B03G0046200	Chr5B	19263083	19264715	+	19263899	Chr5B	22435474	22437106	+	22436290	1.0	1.0
gene:TraesCS5B03G0046300	Chr5B	19685760	19687547	-	19686653	Chr5B	22857902	22859689	-	22858795	1.0	1.0
gene:TraesCS5B03G0046400	Chr5B	19702854	19704256	-	19703555	Chr5B	22875013	22876415	-	22875714	1.0	1.0
gene:TraesCS5B03G0046600	Chr5B	19706358	19707182	-	19706770	Chr5B	22878517	22879341	-	22878929	1.0	1.0
gene:TraesCS5B03G0046900	Chr5B	19794999	19798528	+	19796763	Chr5B	22967152	22970681	+	22968916	1.0	1.0
gene:TraesCS5B03G0047100	Chr5B	19818773	19822715	+	19820744	Chr5B	22990926	22994868	+	22992897	1.0	1.0
gene:TraesCS5B03G0047200	Chr5B	19833123	19835984	+	19834553	Chr5B	23005276	23008137	+	23006706	1.0	1.0
gene:TraesCS5B03G0047300	Chr5B	19837961	19839826	-	19838893	Chr5B	23010114	23011979	-	23011046	1.0	1.0
gene:TraesCS5B03G0048400	Chr5B	20033282	20035406	-	20034344	Chr5B	23205405	23207529	-	23206467	1.0	1.0
gene:TraesCS5B03G0048600	Chr5B	20056666	20058118	-	20057392	Chr5B	23228788	23230240	-	23229514	1.0	1.0
gene:TraesCS5B03G0048700	Chr5B	20196338	20202385	+	20199361	Chr5B	23367424	23373471	+	23370447	1.0	1.0
gene:TraesCS5B03G0048900	Chr5B	20252668	20252994	-	20252831	Chr5B	23422800	23423126	-	23422963	1.0	1.0
gene:TraesCS5B03G0049000	Chr5B	20253889	20254961	+	20254425	Chr5B	23424021	23425093	+	23424557	1.0	1.0
gene:TraesCS5B03G0049100	Chr5B	20275393	20275719	-	20275556	Chr5B	23445566	23445892	-	23445729	1.0	1.0
gene:TraesCS5B03G0049200	Chr5B	20276828	20288299	+	20282563	Chr5B	23447001	23458472	+	23452736	1.0	1.0
gene:TraesCS5B03G0049300	Chr5B	20304988	20305515	-	20305251	Chr5B	23475161	23475688	-	23475424	1.0	1.0
gene:TraesCS5B03G0049400	Chr5B	20311900	20313380	+	20312640	Chr5B	23482073	23483553	+	23482813	1.0	1.0
gene:TraesCS5B03G0050000	Chr5B	20393384	20406130	+	20399757	Chr5B	23563569	23576317	+	23569943	1.0	1.0
gene:TraesCS5B03G0050100	Chr5B	20409003	20410073	-	20409538	Chr5B	23579190	23580260	-	23579725	1.0	1.0
gene:TraesCS5B03G0050200	Chr5B	20863179	20864787	-	20863983	Chr5B	24032845	24034453	-	24033649	1.0	1.0
gene:TraesCS5B03G0050400	Chr5B	20881242	20887011	+	20884126	Chr5B	24050908	24056677	+	24053792	1.0	1.0
gene:TraesCS5B03G0050500	Chr5B	20888765	20894114	-	20891439	Chr5B	24058431	24063780	-	24061105	1.0	1.0
gene:TraesCS5B03G0050600	Chr5B	20903175	20905102	-	20904138	Chr5B	24072841	24074768	-	24073804	1.0	1.0
gene:TraesCS5B03G0050700	Chr5B	20906430	20907670	-	20907050	Chr5B	24076096	24077336	-	24076716	1.0	1.0
gene:TraesCS5B03G0050800	Chr5B	20908341	20909100	+	20908720	Chr5B	24078007	24078766	+	24078386	1.0	1.0
gene:TraesCS5B03G0050900	Chr5B	20924632	20925159	+	20924895	Chr5B	24094297	24094824	+	24094560	1.0	1.0
gene:TraesCS5B03G0051000	Chr5B	20962087	20966390	+	20964238	Chr5B	24131752	24136055	+	24133903	1.0	1.0
gene:TraesCS5B03G0051300	Chr5B	21045880	21048235	-	21047057	Chr5B	24214829	24217184	-	24216006	1.0	1.0
gene:TraesCS5B03G0051400	Chr5B	21063402	21066829	+	21065115	Chr5B	24232352	24235778	+	24234065	1.0	1.0
gene:TraesCS5B03G0051500	Chr5B	21067129	21068070	-	21067599	Chr5B	24236078	24237019	-	24236548	1.0	1.0
gene:TraesCS5B03G0051600	Chr5B	21267486	21269548	-	21268517	Chr5B	24436435	24438497	-	24437466	1.0	1.0
gene:TraesCS5B03G0052300	Chr5B	21339653	21339907	+	21339780	Chr5B	24508602	24508856	+	24508729	1.0	1.0
gene:TraesCS5B03G0052600	Chr5B	21384375	21386198	+	21385286	Chr5B	24553325	24555148	+	24554236	1.0	1.0
gene:TraesCS5B03G0053200	Chr5B	21412101	21417989	-	21415045	Chr5B	24581053	24586941	-	24583997	1.0	0.999
gene:TraesCS5B03G0053500	Chr5B	21627713	21632715	+	21630214	Chr5B	24796625	24801627	+	24799126	1.0	1.0
gene:TraesCS5B03G0053600	Chr5B	21637412	21640309	+	21638860	Chr5B	24806384	24809281	+	24807832	1.0	1.0
gene:TraesCS5B03G0053800	Chr5B	21751116	21753413	+	21752264	Chr5B	24918913	24921210	+	24920061	1.0	1.0
gene:TraesCS5B03G0053900	Chr5B	21758565	21761308	+	21759936	Chr5B	24926362	24929105	+	24927733	1.0	1.0
gene:TraesCS5B03G0054000	Chr5B	21761757	21765503	-	21763630	Chr5B	24929554	24933300	-	24931427	1.0	1.0
gene:TraesCS5B03G0054300	Chr5B	21823716	21831254	-	21827485	Chr5B	24991513	24999050	-	24995281	1.0	1.0
gene:TraesCS5B03G0054500	Chr5B	21859825	21862127	+	21860976	Chr5B	25027623	25029925	+	25028774	1.0	1.0
gene:TraesCS5B03G0055400	Chr5B	21959340	21969388	+	21964364	Chr5B	25127128	25137176	+	25132152	1.0	1.0
gene:TraesCS5B03G0055500	Chr5B	21973268	21976598	-	21974933	Chr5B	25141056	25144386	-	25142721	1.0	1.0
gene:TraesCS5B03G0055700	Chr5B	22255074	22256283	-	22255678	Chr5B	26001352	26002561	-	26001956	1.0	1.0
gene:TraesCS5B03G0055800	Chr5B	22258802	22267208	+	22263005	Chr5B	26005080	26013159	+	26009119	1.0	1.0
gene:TraesCS5B03G0056300	Chr5B	22327575	22331140	+	22329357	Chr5B	26072387	26075952	+	26074169	1.0	1.0
gene:TraesCS5B03G0056400	Chr5B	22336680	22338890	+	22337785	Chr5B	26081492	26083702	+	26082597	1.0	1.0
gene:TraesCS5B03G0056600	Chr5B	22723032	22726300	-	22724666	Chr5B	26466344	26469612	-	26467978	1.0	1.0
gene:TraesCS5B03G0056700	Chr5B	22728877	22734097	-	22731487	Chr5B	26472189	26477409	-	26474799	1.0	1.0
gene:TraesCS5B03G0057400	Chr5B	23570781	23571459	+	23571120	Chr5B	27291641	27292319	+	27291980	1.0	1.0
gene:TraesCS5B03G0057700	Chr5B	23643223	23646001	-	23644612	Chr5B	27363319	27366097	-	27364708	1.0	1.0
gene:TraesCS5B03G0057900	Chr5B	23766570	23771003	-	23768786	Chr5B	27486415	27490848	-	27488631	1.0	1.0
gene:TraesCS5B03G0058100	Chr5B	23896000	23898756	+	23897378	Chr5B	27615009	27617765	+	27616387	1.0	1.0
