gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity
gene:TraesCS1B03G0006600	Chr1B	2100932	2113189	-	2107060	Chr1B	4130911	4143168	+	4137039	1.0	1.0
gene:TraesCS1B03G0006700	Chr1B	2125041	2136120	-	2130580	Chr1B	4108203	4119282	+	4113742	1.0	1.0
gene:TraesCS1B03G0006800	Chr1B	2142910	2143779	-	2143344	Chr1B	4100544	4101413	+	4100978	1.0	1.0
gene:TraesCS1B03G0007200	Chr1B	2252792	2256718	+	2254755	Chr1B	3988049	3991975	-	3990012	1.0	1.0
gene:TraesCS1B03G0007300	Chr1B	2259882	2260734	-	2260308	Chr1B	3984034	3984886	+	3984460	1.0	1.0
gene:TraesCS1B03G0007700	Chr1B	2299260	2300303	+	2299781	Chr1B	3944464	3945507	-	3944985	1.0	1.0
gene:TraesCS1B03G0008000	Chr1B	2327143	2333719	-	2330431	Chr1B	3911048	3917624	+	3914336	1.0	1.0
gene:TraesCS1B03G0008600	Chr1B	2380688	2383732	-	2382210	Chr1B	3861668	3864712	+	3863190	1.0	1.0
gene:TraesCS1B03G0008700	Chr1B	2563615	2566164	-	2564889	Chr1B	3679234	3681783	+	3680508	1.0	1.0
gene:TraesCS1B03G0008800	Chr1B	2661258	2662527	+	2661892	Chr1B	3657270	3658539	-	3657904	1.0	1.0
gene:TraesCS1B03G0008900	Chr1B	2661462	2662433	+	2661947	Chr1B	3657364	3658335	-	3657849	1.0	1.0
gene:TraesCS1B03G0009300	Chr1B	2730283	2733041	-	2731662	Chr1B	3452545	3455305	+	3453925	1.0	1.0
gene:TraesCS1B03G0009600	Chr1B	2791203	2792803	-	2792003	Chr1B	3514092	3515692	+	3514892	1.0	1.0
gene:TraesCS1B03G0009700	Chr1B	2931085	2935423	-	2933254	Chr1B	3310911	3315249	+	3313080	1.0	1.0
gene:TraesCS1B03G0009800	Chr1B	3094767	3097318	+	3096042	Chr1B	3149030	3151581	-	3150305	1.0	1.0
gene:TraesCS1B03G0010200	Chr1B	3246952	3249237	+	3248094	Chr1B	2997103	2999388	-	2998245	1.0	1.0
gene:TraesCS1B03G0010300	Chr1B	3343692	3346966	+	3345329	Chr1B	2899359	2902633	-	2900996	1.0	1.0
gene:TraesCS1B03G0010900	Chr1B	3370351	3370974	-	3370662	Chr1B	2875351	2875974	+	2875662	1.0	1.0
gene:TraesCS1B03G0011000	Chr1B	3371049	3375777	-	3373413	Chr1B	2870546	2875276	+	2872911	1.0	1.0
gene:TraesCS1B03G0011200	Chr1B	3399421	3412856	+	3406138	Chr1B	2833467	2846902	-	2840184	1.0	1.0
gene:TraesCS1B03G0012000	Chr1B	3468064	3472241	+	3470152	Chr1B	2774080	2778257	-	2776168	1.0	1.0
gene:TraesCS1B03G0022400	Chr1B	5964797	5965380	+	5965088	Chr1B	6492907	6493490	+	6493198	1.0	1.0
gene:TraesCS1B03G0022500	Chr1B	5974704	5975771	-	5975237	Chr1B	6502615	6503682	-	6503148	1.0	1.0
gene:TraesCS1B03G0022600	Chr1B	6039923	6040723	-	6040323	Chr1B	6567839	6568639	-	6568239	1.0	1.0
gene:TraesCS1B03G0022700	Chr1B	6140520	6141605	-	6141062	Chr1B	6668473	6669558	-	6669015	1.0	1.0
gene:TraesCS1B03G0022900	Chr1B	6149955	6153835	+	6151895	Chr1B	6677908	6681788	+	6679848	1.0	1.0
gene:TraesCS1B03G0023100	Chr1B	6212886	6215721	-	6214303	Chr1B	6740835	6743670	-	6742252	1.0	1.0
gene:TraesCS1B03G0023400	Chr1B	6304315	6310761	+	6307538	Chr1B	6832259	6838705	+	6835482	1.0	1.0
gene:TraesCS1B03G0023700	Chr1B	6401330	6404169	+	6402749	Chr1B	6929277	6932116	+	6930696	1.0	1.0
gene:TraesCS1B03G0023900	Chr1B	6437755	6442448	+	6440101	Chr1B	6965704	6970397	+	6968050	1.0	1.0
gene:TraesCS1B03G0024000	Chr1B	6474079	6477194	-	6475636	Chr1B	7002035	7005150	-	7003592	1.0	1.0
gene:TraesCS1B03G0024300	Chr1B	6511056	6516590	+	6513823	Chr1B	7039019	7044553	+	7041786	1.0	1.0
gene:TraesCS1B03G0024400	Chr1B	6520803	6523974	+	6522388	Chr1B	7048765	7051936	+	7050350	1.0	1.0
gene:TraesCS1B03G0024500	Chr1B	6550417	6551283	+	6550850	Chr1B	7078379	7079245	+	7078812	1.0	1.0
gene:TraesCS1B03G0024800	Chr1B	6561531	6565054	-	6563292	Chr1B	7089492	7093015	-	7091253	1.0	1.0
gene:TraesCS1B03G0025000	Chr1B	6644278	6650502	+	6647390	Chr1B	7172239	7178463	+	7175351	1.0	1.0
gene:TraesCS1B03G0025400	Chr1B	6731747	6734044	+	6732895	Chr1B	7259718	7262015	+	7260866	1.0	1.0
gene:TraesCS1B03G0025500	Chr1B	6735150	6735832	+	6735491	Chr1B	7263121	7263803	+	7263462	1.0	1.0
gene:TraesCS1B03G0025900	Chr1B	6761452	6762683	-	6762067	Chr1B	7289423	7290654	-	7290038	1.0	1.0
gene:TraesCS1B03G0026200	Chr1B	6777069	6777582	+	6777325	Chr1B	7305037	7305550	+	7305293	1.0	1.0
gene:TraesCS1B03G0026300	Chr1B	6790344	6791931	+	6791137	Chr1B	7318313	7319900	+	7319106	1.0	1.0
gene:TraesCS1B03G0027200	Chr1B	6885651	6886706	-	6886178	Chr1B	7412984	7414039	-	7413511	1.0	1.0
gene:TraesCS1B03G0027400	Chr1B	6892910	6894152	-	6893531	Chr1B	7420243	7421485	-	7420864	1.0	1.0
gene:TraesCS1B03G0027500	Chr1B	6905201	6905452	+	6905326	Chr1B	7432534	7432785	+	7432659	1.0	1.0
gene:TraesCS1B03G0027600	Chr1B	6911470	6911771	+	6911620	Chr1B	7438803	7439104	+	7438953	1.0	1.0
gene:TraesCS1B03G0027900	Chr1B	6922415	6926399	+	6924407	Chr1B	7449748	7453732	+	7451740	1.0	1.0
gene:TraesCS1B03G0028000	Chr1B	6927495	6930956	+	6929225	Chr1B	7454833	7458294	+	7456563	1.0	1.0
gene:TraesCS1B03G0028200	Chr1B	6933411	6935465	-	6934438	Chr1B	7460749	7462803	-	7461776	1.0	1.0
gene:TraesCS1B03G0028800	Chr1B	7136171	7137713	-	7136942	Chr1B	7663516	7665058	-	7664287	1.0	1.0
gene:TraesCS1B03G0028900	Chr1B	7188725	7190156	-	7189440	Chr1B	7716079	7717510	-	7716794	1.0	0.993
gene:TraesCS1B03G0029300	Chr1B	7473333	7480121	-	7476727	Chr1B	8001811	8008599	-	8005205	1.0	1.0
gene:TraesCS1B03G0029400	Chr1B	7480639	7487573	+	7484106	Chr1B	8009119	8016046	+	8012582	1.0	1.0
gene:TraesCS1B03G0029600	Chr1B	7568099	7569690	-	7568894	Chr1B	8096576	8098167	-	8097371	1.0	1.0
gene:TraesCS1B03G0029700	Chr1B	7583192	7584485	+	7583838	Chr1B	8111669	8112962	+	8112315	1.0	1.0
gene:TraesCS1B03G0030200	Chr1B	7690090	7695144	-	7692617	Chr1B	8218568	8223622	-	8221095	1.0	1.0
gene:TraesCS1B03G0030500	Chr1B	7851867	7852259	+	7852063	Chr1B	8380376	8380768	+	8380572	1.0	1.0
gene:TraesCS1B03G0030900	Chr1B	7968876	7970120	-	7969498	Chr1B	8497385	8498629	-	8498007	1.0	1.0
gene:TraesCS1B03G0031000	Chr1B	7983452	7987365	+	7985408	Chr1B	8511961	8515874	+	8513917	1.0	1.0
gene:TraesCS1B03G0031200	Chr1B	8001434	8001895	-	8001664	Chr1B	8529947	8530408	-	8530177	1.0	1.0
gene:TraesCS1B03G0031300	Chr1B	8012259	8012916	-	8012587	Chr1B	8540774	8541431	-	8541102	1.0	1.0
gene:TraesCS1B03G0031600	Chr1B	8015274	8016638	-	8015956	Chr1B	8543789	8545153	-	8544471	1.0	1.0
gene:TraesCS1B03G0031900	Chr1B	8067883	8068314	-	8068098	Chr1B	8596399	8596830	-	8596614	1.0	1.0
gene:TraesCS1B03G0032000	Chr1B	8072145	8072576	-	8072360	Chr1B	8600661	8601092	-	8600876	1.0	1.0
gene:TraesCS1B03G0032100	Chr1B	8076414	8076845	-	8076629	Chr1B	8604930	8605361	-	8605145	1.0	1.0
gene:TraesCS1B03G0032200	Chr1B	8080100	8080864	-	8080482	Chr1B	8608616	8609380	-	8608998	1.0	1.0
gene:TraesCS1B03G0032300	Chr1B	8132405	8135365	-	8133885	Chr1B	8660921	8663881	-	8662401	1.0	1.0
gene:TraesCS1B03G0032500	Chr1B	8155434	8161680	-	8158557	Chr1B	8683951	8690197	-	8687074	1.0	1.0
gene:TraesCS1B03G0032600	Chr1B	8236364	8237203	-	8236783	Chr1B	8759620	8760459	-	8760039	1.0	1.0
gene:TraesCS1B03G0033500	Chr1B	8425856	8428352	-	8427104	Chr1B	8935774	8938270	-	8937022	1.0	0.995
gene:TraesCS1B03G0033600	Chr1B	8458930	8460461	-	8459695	Chr1B	8968852	8970383	-	8969617	1.0	0.995
gene:TraesCS1B03G0034200	Chr1B	8519980	8527072	+	8523526	Chr1B	9029908	9037000	+	9033454	1.0	1.0
gene:TraesCS1B03G0034400	Chr1B	8592364	8593919	+	8593141	Chr1B	9102306	9103861	+	9103083	1.0	1.0
gene:TraesCS1B03G0034500	Chr1B	8645390	8646951	+	8646170	Chr1B	9155334	9156895	+	9156114	1.0	1.0
gene:TraesCS1B03G0034600	Chr1B	8672509	8677350	-	8674929	Chr1B	9182454	9187295	-	9184874	1.0	1.0
gene:TraesCS1B03G0034900	Chr1B	8707883	8709501	+	8708692	Chr1B	9217821	9219439	+	9218630	1.0	1.0
gene:TraesCS1B03G0035000	Chr1B	8710149	8712378	+	8711263	Chr1B	9220087	9222316	+	9221201	1.0	1.0
gene:TraesCS1B03G0035300	Chr1B	8731073	8731747	+	8731410	Chr1B	9241020	9241694	+	9241357	1.0	1.0
gene:TraesCS1B03G0035400	Chr1B	8748973	8750925	+	8749949	Chr1B	9258921	9260873	+	9259897	1.0	1.0
gene:TraesCS1B03G0035700	Chr1B	8775326	8781500	+	8778413	Chr1B	9285261	9291435	+	9288348	1.0	1.0
gene:TraesCS1B03G0035800	Chr1B	8781958	8783322	+	8782640	Chr1B	9291893	9293257	+	9292575	1.0	1.0
gene:TraesCS1B03G0036200	Chr1B	8920793	8921583	-	8921188	Chr1B	9430734	9431526	-	9431130	1.0	1.0
gene:TraesCS1B03G0036300	Chr1B	8936686	8939403	-	8938044	Chr1B	9446629	9449346	-	9447987	1.0	1.0
gene:TraesCS1B03G0036500	Chr1B	9081442	9085624	+	9083533	Chr1B	9591384	9595566	+	9593475	1.0	1.0
gene:TraesCS1B03G0036700	Chr1B	9183329	9184082	+	9183705	Chr1B	9693270	9694023	+	9693646	1.0	1.0
gene:TraesCS1B03G0036800	Chr1B	9188008	9202582	+	9195295	Chr1B	9697949	9712523	+	9705236	1.0	1.0
gene:TraesCS1B03G0036900	Chr1B	9221024	9223309	+	9222166	Chr1B	9730965	9733250	+	9732107	1.0	1.0
gene:TraesCS1B03G0037100	Chr1B	9234708	9235360	-	9235034	Chr1B	9744648	9745300	-	9744974	1.0	1.0
gene:TraesCS1B03G0037200	Chr1B	9239572	9240364	-	9239968	Chr1B	9749512	9750304	-	9749908	1.0	1.0
gene:TraesCS1B03G0037500	Chr1B	9294962	9297935	-	9296448	Chr1B	9804910	9807883	-	9806396	1.0	1.0
gene:TraesCS1B03G0037600	Chr1B	9340006	9342523	-	9341264	Chr1B	9849966	9852483	-	9851224	1.0	1.0
gene:TraesCS1B03G0038000	Chr1B	9375472	9376307	-	9375889	Chr1B	9885449	9886284	-	9885866	1.0	1.0
gene:TraesCS1B03G0038200	Chr1B	9386698	9389358	-	9388028	Chr1B	9896675	9899335	-	9898005	1.0	1.0
gene:TraesCS1B03G0038300	Chr1B	9435993	9438264	-	9437128	Chr1B	9945973	9948244	-	9947108	1.0	1.0
gene:TraesCS1B03G0038400	Chr1B	9439821	9440916	+	9440368	Chr1B	9949801	9950896	+	9950348	1.0	1.0
gene:TraesCS1B03G0038600	Chr1B	9468567	9470728	+	9469647	Chr1B	9978547	9980708	+	9979627	1.0	1.0
gene:TraesCS1B03G0038700	Chr1B	9512135	9528525	-	9520330	Chr1B	10022119	10038509	-	10030314	1.0	1.0
gene:TraesCS1B03G0038800	Chr1B	9590685	9594472	-	9592578	Chr1B	10100674	10104461	-	10102567	1.0	1.0
gene:TraesCS1B03G0038900	Chr1B	9596767	9602349	+	9599558	Chr1B	10106756	10112339	+	10109547	1.0	0.998
gene:TraesCS1B03G0039000	Chr1B	9602359	9603587	+	9602973	Chr1B	10112349	10113577	+	10112963	1.0	1.0
gene:TraesCS1B03G0039200	Chr1B	9612378	9613006	-	9612692	Chr1B	10122369	10122997	-	10122683	1.0	1.0
gene:TraesCS1B03G0039600	Chr1B	9683032	9685542	+	9684287	Chr1B	10193026	10195536	+	10194281	1.0	1.0
gene:TraesCS1B03G0040000	Chr1B	9779917	9781098	-	9780507	Chr1B	10289917	10291098	-	10290507	1.0	1.0
gene:TraesCS1B03G0040100	Chr1B	9782826	9784767	+	9783796	Chr1B	10292826	10294767	+	10293796	1.0	1.0
gene:TraesCS1B03G0040200	Chr1B	9789359	9790975	+	9790167	Chr1B	10299360	10300976	+	10300168	1.0	1.0
gene:TraesCS1B03G0040300	Chr1B	9800870	9801743	+	9801306	Chr1B	10310871	10311744	+	10311307	1.0	1.0
gene:TraesCS1B03G0040400	Chr1B	9931905	9932833	-	9932369	Chr1B	10441953	10442881	-	10442417	1.0	1.0
gene:TraesCS1B03G0040500	Chr1B	9946473	9947669	+	9947071	Chr1B	10456521	10457717	+	10457119	1.0	1.0
gene:TraesCS1B03G0040600	Chr1B	10006721	10011436	+	10009078	Chr1B	10516774	10521489	+	10519131	1.0	1.0
gene:TraesCS1B03G0041000	Chr1B	10062709	10067524	-	10065116	Chr1B	10572761	10577576	-	10575168	1.0	1.0
gene:TraesCS1B03G0041100	Chr1B	10070699	10086054	-	10078376	Chr1B	10580751	10596107	-	10588429	1.0	1.0
gene:TraesCS1B03G0041200	Chr1B	10093955	10096755	+	10095355	Chr1B	10604008	10606808	+	10605408	1.0	1.0
gene:TraesCS1B03G0041500	Chr1B	10107955	10111696	-	10109825	Chr1B	10618008	10621749	-	10619878	1.0	1.0
gene:TraesCS1B03G0041400	Chr1B	10107549	10114755	+	10111152	Chr1B	10617602	10624808	+	10621205	1.0	1.0
gene:TraesCS1B03G0041800	Chr1B	10161526	10163430	+	10162478	Chr1B	10671598	10673502	+	10672550	1.0	1.0
gene:TraesCS1B03G0042000	Chr1B	10204289	10205548	-	10204918	Chr1B	10714380	10715639	-	10715009	1.0	1.0
gene:TraesCS1B03G0042200	Chr1B	10223793	10225081	-	10224437	Chr1B	10733885	10735173	-	10734529	1.0	1.0
gene:TraesCS1B03G0042300	Chr1B	10227066	10228079	-	10227572	Chr1B	10737158	10738171	-	10737664	1.0	1.0
gene:TraesCS1B03G0042400	Chr1B	10232241	10236228	-	10234234	Chr1B	10742332	10746319	-	10744325	1.0	1.0
gene:TraesCS1B03G0042600	Chr1B	10349836	10356359	+	10353097	Chr1B	10860154	10866677	+	10863415	1.0	1.0
gene:TraesCS1B03G0042700	Chr1B	10357323	10358121	+	10357722	Chr1B	10867641	10868439	+	10868040	1.0	1.0
gene:TraesCS1B03G0042800	Chr1B	10385166	10387322	+	10386244	Chr1B	10895487	10897643	+	10896565	1.0	1.0
gene:TraesCS1B03G0042900	Chr1B	10405014	10410446	-	10407730	Chr1B	10915337	10920807	-	10918072	1.0	1.0
gene:TraesCS1B03G0043100	Chr1B	10445581	10447481	+	10446531	Chr1B	10955945	10957845	+	10956895	1.0	1.0
gene:TraesCS1B03G0043200	Chr1B	10450132	10452871	-	10451501	Chr1B	10960496	10963235	-	10961865	1.0	1.0
gene:TraesCS1B03G0043300	Chr1B	10496325	10503200	+	10499762	Chr1B	11006690	11013565	+	11010127	1.0	1.0
gene:TraesCS1B03G0043500	Chr1B	10515279	10518098	-	10516688	Chr1B	11026064	11028883	-	11027473	1.0	1.0
gene:TraesCS1B03G0043700	Chr1B	10525410	10527335	+	10526372	Chr1B	11036196	11038121	+	11037158	1.0	1.0
gene:TraesCS1B03G0044100	Chr1B	10570455	10573606	+	10572030	Chr1B	11081242	11084393	+	11082817	1.0	1.0
gene:TraesCS1B03G0044300	Chr1B	10583195	10586486	+	10584840	Chr1B	11093982	11097273	+	11095627	1.0	1.0
gene:TraesCS1B03G0044200	Chr1B	10577886	10592699	-	10585292	Chr1B	11088673	11103486	-	11096079	1.0	0.997
gene:TraesCS1B03G0044500	Chr1B	10621984	10623686	-	10622835	Chr1B	11133029	11134731	-	11133880	1.0	1.0
gene:TraesCS1B03G0044700	Chr1B	10631853	10634419	-	10633136	Chr1B	11142898	11145464	-	11144181	1.0	1.0
gene:TraesCS1B03G0044800	Chr1B	10638363	10641651	-	10640007	Chr1B	11149408	11152696	-	11151052	1.0	1.0
gene:TraesCS1B03G0045000	Chr1B	10646033	10648577	-	10647305	Chr1B	11157078	11159622	-	11158350	1.0	1.0
gene:TraesCS1B03G0045500	Chr1B	10737663	10740370	-	10739016	Chr1B	11248697	11251404	-	11250050	1.0	0.995
gene:TraesCS1B03G0045800	Chr1B	10890974	10899911	-	10895442	Chr1B	11402026	11410963	-	11406494	1.0	1.0
gene:TraesCS1B03G0045900	Chr1B	10939203	10941935	-	10940569	Chr1B	11450170	11452902	-	11451536	1.0	1.0
gene:TraesCS1B03G0046000	Chr1B	10946142	10948229	+	10947185	Chr1B	11457109	11459196	+	11458152	1.0	1.0
gene:TraesCS1B03G0046500	Chr1B	11079072	11081083	+	11080077	Chr1B	11590043	11592054	+	11591048	1.0	1.0
gene:TraesCS1B03G0046800	Chr1B	11097649	11101734	-	11099691	Chr1B	11608620	11612705	-	11610662	1.0	1.0
gene:TraesCS1B03G0047300	Chr1B	11473684	11477472	+	11475578	Chr1B	11982062	11985850	+	11983956	1.0	1.0
gene:TraesCS1B03G0047400	Chr1B	11502223	11504185	-	11503204	Chr1B	12009411	12011373	-	12010392	1.0	1.0
gene:TraesCS1B03G0047600	Chr1B	11660706	11661221	-	11660963	Chr1B	12169110	12169625	-	12169367	1.0	1.0
gene:TraesCS1B03G0047700	Chr1B	11705253	11710444	-	11707848	Chr1B	12213661	12218852	-	12216256	1.0	1.0
gene:TraesCS1B03G0047800	Chr1B	11744428	11746681	+	11745554	Chr1B	12252839	12255092	+	12253965	1.0	1.0
gene:TraesCS1B03G0047900	Chr1B	11932852	11935452	+	11934152	Chr1B	12440352	12442952	+	12441652	1.0	1.0
gene:TraesCS1B03G0048500	Chr1B	12155898	12157261	+	12156579	Chr1B	12663585	12664948	+	12664266	1.0	1.0
gene:TraesCS1B03G0048600	Chr1B	12212874	12214358	-	12213616	Chr1B	12720567	12722051	-	12721309	1.0	1.0
gene:TraesCS1B03G0048700	Chr1B	12216550	12222860	-	12219705	Chr1B	12724243	12730553	-	12727398	1.0	1.0
gene:TraesCS1B03G0048800	Chr1B	12376675	12379736	+	12378205	Chr1B	12883640	12886701	+	12885170	1.0	1.0
gene:TraesCS1B03G0048900	Chr1B	12379942	12382590	-	12381266	Chr1B	12886907	12889555	-	12888231	1.0	0.998
gene:TraesCS1B03G0049000	Chr1B	12403367	12410785	+	12407076	Chr1B	12910332	12917753	+	12914042	1.0	1.0
gene:TraesCS1B03G0049400	Chr1B	12587869	12588942	+	12588405	Chr1B	13094836	13095909	+	13095372	1.0	1.0
gene:TraesCS1B03G0049600	Chr1B	12608888	12609961	+	12609424	Chr1B	13115858	13116931	+	13116394	1.0	1.0
gene:TraesCS1B03G0050000	Chr1B	12856625	12856867	-	12856746	Chr1B	13363609	13363851	-	13363730	1.0	1.0
gene:TraesCS1B03G0050200	Chr1B	12859498	12863918	+	12861708	Chr1B	13366482	13370899	+	13368690	0.998	0.996
gene:TraesCS1B03G0050300	Chr1B	12871155	12871370	+	12871262	Chr1B	13378132	13378347	+	13378239	1.0	1.0
gene:TraesCS1B03G0050400	Chr1B	12886537	12886779	-	12886658	Chr1B	13393515	13393757	-	13393636	1.0	1.0
gene:TraesCS1B03G0050600	Chr1B	12900275	12900898	-	12900586	Chr1B	13407254	13407877	-	13407565	1.0	1.0
gene:TraesCS1B03G0051100	Chr1B	12939129	12944677	-	12941903	Chr1B	13446127	13451675	-	13448901	1.0	1.0
gene:TraesCS1B03G0051200	Chr1B	13011432	13011673	+	13011552	Chr1B	13518431	13518673	+	13518552	1.0	0.995
gene:TraesCS1B03G0051300	Chr1B	13071722	13071964	+	13071843	Chr1B	13578713	13578955	+	13578834	1.0	1.0
gene:TraesCS1B03G0051500	Chr1B	13180553	13205206	+	13192879	Chr1B	13687540	13712197	+	13699868	1.0	1.0
gene:TraesCS1B03G0051800	Chr1B	13236041	13236831	-	13236436	Chr1B	13743033	13743823	-	13743428	1.0	1.0
gene:TraesCS1B03G0051900	Chr1B	13251376	13251947	-	13251661	Chr1B	13758367	13758938	-	13758652	1.0	1.0
gene:TraesCS1B03G0052000	Chr1B	13261342	13261557	-	13261449	Chr1B	13768333	13768548	-	13768440	1.0	1.0
gene:TraesCS1B03G0052300	Chr1B	13282427	13285263	+	13283845	Chr1B	13789418	13792254	+	13790836	1.0	1.0
gene:TraesCS1B03G0052600	Chr1B	13308308	13310991	-	13309649	Chr1B	13815306	13817989	-	13816647	1.0	1.0
gene:TraesCS1B03G0052700	Chr1B	13312371	13313351	-	13312861	Chr1B	13819366	13820346	-	13819856	1.0	1.0
gene:TraesCS1B03G0052800	Chr1B	13323643	13324701	-	13324172	Chr1B	13830641	13831699	-	13831170	1.0	1.0
gene:TraesCS1B03G0053500	Chr1B	13438831	13442118	+	13440474	Chr1B	13945894	13949181	+	13947537	1.0	1.0
gene:TraesCS1B03G0053600	Chr1B	13471192	13471901	-	13471546	Chr1B	13978256	13978965	-	13978610	1.0	1.0
gene:TraesCS1B03G0053800	Chr1B	13505365	13505580	+	13505472	Chr1B	14012290	14012505	+	14012397	1.0	1.0
gene:TraesCS1B03G0053900	Chr1B	13509180	13509422	+	13509301	Chr1B	14016105	14016347	+	14016226	1.0	1.0
gene:TraesCS1B03G0054200	Chr1B	13534543	13539707	+	13537125	Chr1B	14041474	14046638	+	14044056	1.0	1.0
gene:TraesCS1B03G0054400	Chr1B	13670547	13683383	-	13676965	Chr1B	14177490	14190326	-	14183908	1.0	1.0
gene:TraesCS1B03G0054600	Chr1B	13735279	13740170	-	13737724	Chr1B	14242265	14247156	-	14244710	1.0	1.0
gene:TraesCS1B03G0054700	Chr1B	13759157	13767992	+	13763574	Chr1B	14266143	14274977	+	14270560	1.0	1.0
gene:TraesCS1B03G0055700	Chr1B	13977558	13982523	-	13980040	Chr1B	14483620	14488585	-	14486102	1.0	0.997
gene:TraesCS1B03G0056000	Chr1B	13999014	14002404	+	14000709	Chr1B	14505075	14508465	+	14506770	1.0	1.0
gene:TraesCS1B03G0056100	Chr1B	14012900	14013607	-	14013253	Chr1B	14518969	14519676	-	14519322	1.0	1.0
gene:TraesCS1B03G0056200	Chr1B	14061989	14062204	+	14062096	Chr1B	14568058	14568273	+	14568165	1.0	1.0
gene:TraesCS1B03G0056300	Chr1B	14065926	14066168	+	14066047	Chr1B	14571997	14572239	+	14572118	1.0	1.0
gene:TraesCS1B03G0056400	Chr1B	14068724	14068939	-	14068831	Chr1B	14574795	14575010	-	14574902	1.0	1.0
