gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity
gene:TraesCS2D03G0006100	Chr2D	2357178	2357867	+	2357522	Chr2D	2551170	2551859	+	2551514	1.0	1.0
gene:TraesCS2D03G0006300	Chr2D	2377158	2383178	+	2380168	Chr2D	2571150	2577170	+	2574160	1.0	1.0
gene:TraesCS2D03G0006700	Chr2D	2441659	2447889	-	2444774	Chr2D	2635657	2641888	-	2638772	1.0	1.0
gene:TraesCS2D03G0006900	Chr2D	2460550	2464534	+	2462542	Chr2D	2654549	2658533	+	2656541	1.0	1.0
gene:TraesCS2D03G0007000	Chr2D	2476849	2478615	+	2477732	Chr2D	2670848	2672614	+	2671731	1.0	1.0
gene:TraesCS2D03G0007200	Chr2D	2481500	2482253	+	2481876	Chr2D	2675499	2676252	+	2675875	1.0	1.0
gene:TraesCS2D03G0007300	Chr2D	2551630	2555070	-	2553350	Chr2D	2745668	2749108	-	2747388	1.0	1.0
gene:TraesCS2D03G0007400	Chr2D	2560214	2564364	-	2562289	Chr2D	2754252	2758402	-	2756327	1.0	1.0
gene:TraesCS2D03G0007600	Chr2D	2581561	2586301	-	2583931	Chr2D	2775604	2780344	-	2777974	1.0	1.0
gene:TraesCS2D03G0007700	Chr2D	2586427	2592087	+	2589257	Chr2D	2780470	2786130	+	2783300	1.0	1.0
gene:TraesCS2D03G0007800	Chr2D	2603284	2607140	+	2605212	Chr2D	2797330	2801186	+	2799258	1.0	1.0
gene:TraesCS2D03G0007900	Chr2D	2621863	2623404	-	2622633	Chr2D	2815909	2817450	-	2816679	1.0	1.0
gene:TraesCS2D03G0008000	Chr2D	2626556	2626956	-	2626756	Chr2D	2820603	2821003	-	2820803	1.0	1.0
gene:TraesCS2D03G0008100	Chr2D	2648905	2654771	-	2651838	Chr2D	2842952	2848818	-	2845885	1.0	1.0
gene:TraesCS2D03G0008200	Chr2D	2658256	2661803	+	2660029	Chr2D	2852303	2855850	+	2854076	1.0	1.0
gene:TraesCS2D03G0008300	Chr2D	2724182	2725042	+	2724612	Chr2D	2918224	2919084	+	2918654	1.0	1.0
gene:TraesCS2D03G0008700	Chr2D	2752006	2762262	+	2757134	Chr2D	2946046	2956302	+	2951174	1.0	1.0
gene:TraesCS2D03G0008800	Chr2D	2786355	2790275	-	2788315	Chr2D	2980395	2984315	-	2982355	1.0	0.994
gene:TraesCS2D03G0008900	Chr2D	2802388	2806733	-	2804560	Chr2D	2996411	3000756	-	2998583	1.0	1.0
gene:TraesCS2D03G0009200	Chr2D	2859610	2869289	+	2864449	Chr2D	3053667	3063345	+	3058506	1.0	1.0
gene:TraesCS2D03G0009500	Chr2D	2918144	2920257	+	2919200	Chr2D	3112198	3114311	+	3113254	1.0	1.0
gene:TraesCS2D03G0009600	Chr2D	2923559	2927123	+	2925341	Chr2D	3117613	3121177	+	3119395	1.0	1.0
gene:TraesCS2D03G0009900	Chr2D	2982196	2984259	-	2983227	Chr2D	3176252	3178315	-	3177283	1.0	1.0
gene:TraesCS2D03G0010300	Chr2D	2997998	3002398	+	3000198	Chr2D	3192059	3196459	+	3194259	1.0	1.0
gene:TraesCS2D03G0010400	Chr2D	3010267	3011838	-	3011052	Chr2D	3204329	3205900	-	3205114	1.0	1.0
gene:TraesCS2D03G0010500	Chr2D	3016111	3017798	+	3016954	Chr2D	3210173	3211860	+	3211016	1.0	1.0
gene:TraesCS2D03G0010700	Chr2D	3037721	3039448	+	3038584	Chr2D	3231782	3233509	+	3232645	1.0	1.0
gene:TraesCS2D03G0010800	Chr2D	3041119	3041313	+	3041216	Chr2D	3235176	3235370	+	3235273	1.0	1.0
gene:TraesCS2D03G0011000	Chr2D	3054024	3055544	-	3054784	Chr2D	3248081	3249601	-	3248841	1.0	1.0
gene:TraesCS2D03G0011100	Chr2D	3074555	3074998	-	3074776	Chr2D	3268615	3269058	-	3268836	1.0	1.0
gene:TraesCS2D03G0011300	Chr2D	3118810	3119517	+	3119163	Chr2D	3312874	3313581	+	3313227	1.0	1.0
gene:TraesCS2D03G0011400	Chr2D	3126359	3126751	+	3126555	Chr2D	3320423	3320815	+	3320619	1.0	1.0
gene:TraesCS2D03G0011500	Chr2D	3130021	3133870	-	3131945	Chr2D	3324085	3327934	-	3326009	1.0	1.0
gene:TraesCS2D03G0011600	Chr2D	3147424	3149486	-	3148455	Chr2D	3341488	3343550	-	3342519	1.0	1.0
gene:TraesCS2D03G0011700	Chr2D	3193684	3196985	+	3195334	Chr2D	3387750	3391051	+	3389400	1.0	1.0
gene:TraesCS2D03G0011800	Chr2D	3197099	3201360	-	3199229	Chr2D	3391165	3395426	-	3393295	1.0	1.0
gene:TraesCS2D03G0011900	Chr2D	3232730	3235889	+	3234309	Chr2D	3426794	3429953	+	3428373	1.0	1.0
gene:TraesCS2D03G0012200	Chr2D	3369355	3371216	-	3370285	Chr2D	3563422	3565283	-	3564352	1.0	1.0
gene:TraesCS2D03G0012800	Chr2D	3895658	3906170	+	3900914	Chr2D	4089739	4100251	+	4094995	1.0	1.0
gene:TraesCS2D03G0013000	Chr2D	3919356	3935917	-	3927636	Chr2D	4112865	4128957	-	4120911	0.957	0.957
gene:TraesCS2D03G0013300	Chr2D	4109808	4114155	-	4111981	Chr2D	4299211	4303558	-	4301384	1.0	1.0
gene:TraesCS2D03G0013800	Chr2D	4166648	4170990	-	4168819	Chr2D	4356054	4360396	-	4358225	1.0	1.0
gene:TraesCS2D03G0013900	Chr2D	4172256	4174273	+	4173264	Chr2D	4361662	4363679	+	4362670	1.0	1.0
gene:TraesCS2D03G0014000	Chr2D	4179944	4184680	+	4182312	Chr2D	4369350	4374086	+	4371718	1.0	1.0
gene:TraesCS2D03G0014100	Chr2D	4243317	4245051	-	4244184	Chr2D	4432737	4434471	-	4433604	1.0	1.0
gene:TraesCS2D03G0014200	Chr2D	4250619	4254195	-	4252407	Chr2D	4440039	4443615	-	4441827	1.0	1.0
gene:TraesCS2D03G0014300	Chr2D	4328200	4329737	+	4328968	Chr2D	4517618	4519155	+	4518386	1.0	1.0
gene:TraesCS2D03G0014700	Chr2D	4492798	4494856	+	4493827	Chr2D	4687549	4689607	+	4688578	1.0	1.0
gene:TraesCS2D03G0015000	Chr2D	4524318	4526340	+	4525329	Chr2D	4718077	4720099	+	4719088	1.0	1.0
gene:TraesCS2D03G0015200	Chr2D	4596216	4598522	-	4597369	Chr2D	4787794	4790100	-	4788947	1.0	1.0
gene:TraesCS2D03G0015300	Chr2D	4599137	4603767	-	4601452	Chr2D	4790715	4795345	-	4793030	1.0	1.0
gene:TraesCS2D03G0015600	Chr2D	4734305	4735695	-	4735000	Chr2D	4910332	4911722	-	4911027	1.0	1.0
gene:TraesCS2D03G0016000	Chr2D	4809320	4809583	-	4809451	Chr2D	4985249	4985512	-	4985380	1.0	1.0
gene:TraesCS2D03G0016200	Chr2D	4823399	4823803	-	4823601	Chr2D	4999137	4999541	-	4999339	1.0	1.0
gene:TraesCS2D03G0016100	Chr2D	4823061	4829071	-	4826066	Chr2D	4998799	5004721	-	5001760	1.0	1.0
gene:TraesCS2D03G0016300	Chr2D	4843466	4849235	-	4846350	Chr2D	5018872	5024641	-	5021756	1.0	1.0
gene:TraesCS2D03G0016500	Chr2D	4911154	4954649	+	4932901	Chr2D	5085748	5128252	+	5107000	1.0	1.0
gene:TraesCS2D03G0016700	Chr2D	5299121	5301121	+	5300121	Chr2D	5469717	5471717	+	5470717	1.0	1.0
gene:TraesCS2D03G0016800	Chr2D	5306442	5309418	-	5307930	Chr2D	5477038	5480018	-	5478528	1.0	0.998
gene:TraesCS2D03G0017000	Chr2D	5317537	5320348	-	5318942	Chr2D	5488137	5490948	-	5489542	1.0	1.0
gene:TraesCS2D03G0017100	Chr2D	5336121	5337314	+	5336717	Chr2D	5506208	5507401	+	5506804	1.0	1.0
gene:TraesCS2D03G0017200	Chr2D	5338281	5338646	-	5338463	Chr2D	5508368	5508733	-	5508550	1.0	1.0
gene:TraesCS2D03G0017700	Chr2D	5370754	5371234	-	5370994	Chr2D	5540844	5541324	-	5541084	1.0	1.0
gene:TraesCS2D03G0017800	Chr2D	5378053	5383627	+	5380840	Chr2D	5548143	5553717	+	5550930	1.0	1.0
gene:TraesCS2D03G0017900	Chr2D	5384334	5386356	-	5385345	Chr2D	5554424	5556446	-	5555435	1.0	1.0
gene:TraesCS2D03G0018000	Chr2D	5393682	5394353	+	5394017	Chr2D	5563768	5564439	+	5564103	1.0	1.0
gene:TraesCS2D03G0018200	Chr2D	5395959	5397491	-	5396725	Chr2D	5566045	5567577	-	5566811	1.0	1.0
gene:TraesCS2D03G0018300	Chr2D	5398923	5403947	-	5401435	Chr2D	5569009	5574036	-	5571522	1.0	1.0
gene:TraesCS2D03G0018400	Chr2D	5409881	5411556	-	5410718	Chr2D	5579970	5581645	-	5580807	1.0	1.0
gene:TraesCS2D03G0018600	Chr2D	5448384	5451246	+	5449815	Chr2D	5618478	5621340	+	5619909	1.0	1.0
gene:TraesCS2D03G0018700	Chr2D	5451607	5454771	-	5453189	Chr2D	5621701	5624865	-	5623283	1.0	1.0
gene:TraesCS2D03G0019000	Chr2D	5498066	5508787	-	5503426	Chr2D	5668162	5678881	-	5673521	1.0	1.0
gene:TraesCS2D03G0019100	Chr2D	5512669	5527505	-	5520087	Chr2D	5682763	5697599	-	5690181	1.0	1.0
gene:TraesCS2D03G0019200	Chr2D	5533600	5534335	+	5533967	Chr2D	5703694	5704429	+	5704061	1.0	1.0
gene:TraesCS2D03G0019300	Chr2D	5538783	5542500	+	5540641	Chr2D	5708877	5712594	+	5710735	1.0	1.0
gene:TraesCS2D03G0019400	Chr2D	5543921	5547104	-	5545512	Chr2D	5714015	5717198	-	5715606	1.0	1.0
gene:TraesCS2D03G0019500	Chr2D	5606740	5610279	+	5608509	Chr2D	5776832	5780371	+	5778601	1.0	1.0
gene:TraesCS2D03G0020100	Chr2D	5637453	5638947	+	5638200	Chr2D	5807545	5809039	+	5808292	1.0	1.0
gene:TraesCS2D03G0020200	Chr2D	5641197	5642366	-	5641781	Chr2D	5811289	5812458	-	5811873	1.0	1.0
gene:TraesCS2D03G0020300	Chr2D	5651827	5657640	+	5654733	Chr2D	5821914	5827727	+	5824820	1.0	1.0
gene:TraesCS2D03G0020500	Chr2D	5796717	5798322	-	5797519	Chr2D	5956944	5958549	-	5957746	1.0	1.0
gene:TraesCS2D03G0020600	Chr2D	5800176	5803002	+	5801589	Chr2D	5960403	5963229	+	5961816	1.0	1.0
gene:TraesCS2D03G0020800	Chr2D	5829699	5830322	-	5830010	Chr2D	5990277	5990900	-	5990588	1.0	1.0
gene:TraesCS2D03G0021200	Chr2D	5856192	5856611	-	5856401	Chr2D	6016768	6017187	-	6016977	1.0	1.0
gene:TraesCS2D03G0021400	Chr2D	5882001	5887060	+	5884530	Chr2D	6042573	6047631	+	6045102	1.0	1.0
gene:TraesCS2D03G0021500	Chr2D	5893759	5898807	-	5896283	Chr2D	6054330	6059378	-	6056854	1.0	1.0
gene:TraesCS2D03G0021600	Chr2D	5901903	5903808	+	5902855	Chr2D	6062474	6064379	+	6063426	1.0	1.0
gene:TraesCS2D03G0022000	Chr2D	5940840	5945135	+	5942987	Chr2D	6101074	6105369	+	6103221	1.0	1.0
gene:TraesCS2D03G0022100	Chr2D	5960082	5961948	+	5961015	Chr2D	6120318	6122184	+	6121251	1.0	1.0
gene:TraesCS2D03G0022200	Chr2D	5974338	5981406	+	5977872	Chr2D	6134574	6141642	+	6138108	1.0	1.0
gene:TraesCS2D03G0022500	Chr2D	6088431	6089039	-	6088735	Chr2D	6248689	6249297	-	6248993	1.0	1.0
gene:TraesCS2D03G0022600	Chr2D	6094171	6094876	+	6094523	Chr2D	6254429	6255134	+	6254781	1.0	1.0
gene:TraesCS2D03G0022800	Chr2D	6109221	6109928	+	6109574	Chr2D	6269479	6270186	+	6269832	1.0	1.0
gene:TraesCS2D03G0023000	Chr2D	6132790	6133436	+	6133113	Chr2D	6293048	6293694	+	6293371	1.0	1.0
gene:TraesCS2D03G0023100	Chr2D	6135778	6136523	+	6136150	Chr2D	6296036	6296781	+	6296408	1.0	1.0
gene:TraesCS2D03G0023900	Chr2D	6414298	6417163	+	6415730	Chr2D	6573589	6576454	+	6575021	1.0	1.0
gene:TraesCS2D03G0024400	Chr2D	6632578	6639770	-	6636174	Chr2D	6791744	6798936	-	6795340	1.0	1.0
gene:TraesCS2D03G0024700	Chr2D	6714610	6716551	+	6715580	Chr2D	6873790	6875731	+	6874760	1.0	1.0
gene:TraesCS2D03G0024800	Chr2D	6729129	6732626	+	6730877	Chr2D	6888308	6891805	+	6890056	1.0	1.0
gene:TraesCS2D03G0025100	Chr2D	6799868	6803674	+	6801771	Chr2D	6959052	6962858	+	6960955	1.0	0.996
gene:TraesCS2D03G0025200	Chr2D	6805875	6809559	+	6807717	Chr2D	6965059	6968743	+	6966901	1.0	1.0
gene:TraesCS2D03G0025700	Chr2D	6841213	6849674	-	6845443	Chr2D	7000397	7008811	-	7004604	1.0	0.998
gene:TraesCS2D03G0026100	Chr2D	6864392	6870222	+	6867307	Chr2D	7023529	7029359	+	7026444	1.0	1.0
gene:TraesCS2D03G0026200	Chr2D	6870573	6877556	+	6874064	Chr2D	7029710	7036693	+	7033201	1.0	1.0
gene:TraesCS2D03G0026500	Chr2D	6909158	6910618	-	6909888	Chr2D	7068302	7069762	-	7069032	1.0	1.0
gene:TraesCS2D03G0026400	Chr2D	6907843	6912185	+	6910014	Chr2D	7066987	7071329	+	7069158	1.0	1.0
gene:TraesCS2D03G0026900	Chr2D	7031556	7033022	-	7032289	Chr2D	7191015	7192481	-	7191748	1.0	1.0
gene:TraesCS2D03G0027100	Chr2D	7101625	7102485	-	7102055	Chr2D	7259481	7260341	-	7259911	1.0	1.0
gene:TraesCS2D03G0027200	Chr2D	7105740	7108299	-	7107019	Chr2D	7263419	7265978	-	7264698	1.0	1.0
gene:TraesCS2D03G0027500	Chr2D	7201869	7205584	+	7203726	Chr2D	7359627	7363342	+	7361484	1.0	1.0
gene:TraesCS2D03G0027600	Chr2D	7251969	7253899	+	7252934	Chr2D	7409722	7411652	+	7410687	1.0	1.0
gene:TraesCS2D03G0027700	Chr2D	7263382	7267488	+	7265435	Chr2D	7421135	7425241	+	7423188	1.0	1.0
gene:TraesCS2D03G0027800	Chr2D	7272717	7275277	-	7273997	Chr2D	7430470	7433030	-	7431750	1.0	1.0
gene:TraesCS2D03G0028000	Chr2D	7285820	7288487	-	7287153	Chr2D	7443573	7446240	-	7444906	1.0	1.0
gene:TraesCS2D03G0028100	Chr2D	7289911	7293329	-	7291620	Chr2D	7447665	7451083	-	7449374	1.0	1.0
gene:TraesCS2D03G0028200	Chr2D	7347583	7351762	+	7349672	Chr2D	7505337	7509516	+	7507426	1.0	1.0
gene:TraesCS2D03G0028400	Chr2D	7366138	7369068	+	7367603	Chr2D	7523892	7526822	+	7525357	1.0	1.0
gene:TraesCS2D03G0028500	Chr2D	7396463	7399033	-	7397748	Chr2D	7554217	7556787	-	7555502	1.0	1.0
gene:TraesCS2D03G0028600	Chr2D	7400814	7402150	-	7401482	Chr2D	7558568	7559904	-	7559236	1.0	1.0
gene:TraesCS2D03G0028700	Chr2D	7425485	7426330	-	7425907	Chr2D	7583239	7584084	-	7583661	1.0	1.0
gene:TraesCS2D03G0028800	Chr2D	7437076	7437874	-	7437475	Chr2D	7594829	7595627	-	7595228	1.0	1.0
gene:TraesCS2D03G0029200	Chr2D	7719358	7720682	-	7720020	Chr2D	7874396	7875720	-	7875058	1.0	1.0
gene:TraesCS2D03G0029300	Chr2D	7721116	7723894	-	7722505	Chr2D	7876154	7878932	-	7877543	1.0	1.0
gene:TraesCS2D03G0029400	Chr2D	7781817	7783372	-	7782594	Chr2D	7936073	7937628	-	7936850	1.0	1.0
gene:TraesCS2D03G0029500	Chr2D	7838509	7840832	-	7839670	Chr2D	7992749	7995072	-	7993910	1.0	1.0
gene:TraesCS2D03G0029700	Chr2D	7859966	7860990	-	7860478	Chr2D	8014206	8015230	-	8014718	1.0	1.0
gene:TraesCS2D03G0029900	Chr2D	7889041	7890652	+	7889846	Chr2D	8043281	8044892	+	8044086	1.0	1.0
gene:TraesCS2D03G0030000	Chr2D	7992252	7993622	-	7992937	Chr2D	8146484	8147854	-	8147169	1.0	1.0
gene:TraesCS2D03G0030300	Chr2D	8025468	8027834	+	8026651	Chr2D	8179707	8182073	+	8180890	1.0	1.0
gene:TraesCS2D03G0030400	Chr2D	8031338	8032874	-	8032106	Chr2D	8185577	8187113	-	8186345	1.0	1.0
gene:TraesCS2D03G0030500	Chr2D	8068712	8081589	+	8075150	Chr2D	8222945	8235821	+	8229383	1.0	1.0
gene:TraesCS2D03G0030700	Chr2D	8158483	8162726	+	8160604	Chr2D	8312729	8316972	+	8314850	1.0	1.0
gene:TraesCS2D03G0030800	Chr2D	8163605	8165722	-	8164663	Chr2D	8317851	8319968	-	8318909	1.0	1.0
gene:TraesCS2D03G0031100	Chr2D	8185145	8186923	-	8186034	Chr2D	8339391	8341169	-	8340280	1.0	1.0
gene:TraesCS2D03G0031600	Chr2D	8357241	8362457	+	8359849	Chr2D	8511492	8516708	+	8514100	1.0	1.0
gene:TraesCS2D03G0031700	Chr2D	8410031	8414492	+	8412261	Chr2D	8564290	8568751	+	8566520	1.0	1.0
gene:TraesCS2D03G0031900	Chr2D	8470510	8478428	-	8474469	Chr2D	8624771	8632689	-	8628730	1.0	1.0
gene:TraesCS2D03G0032000	Chr2D	8479292	8486593	+	8482942	Chr2D	8633553	8640854	+	8637203	1.0	1.0
gene:TraesCS2D03G0032100	Chr2D	8490113	8491258	+	8490685	Chr2D	8644371	8645516	+	8644943	1.0	1.0
gene:TraesCS2D03G0032200	Chr2D	8516246	8516506	+	8516376	Chr2D	8670492	8670752	+	8670622	1.0	1.0
gene:TraesCS2D03G0032300	Chr2D	8525474	8527518	+	8526496	Chr2D	8679721	8681765	+	8680743	1.0	1.0
gene:TraesCS2D03G0032400	Chr2D	8534095	8537131	-	8535613	Chr2D	8688342	8691378	-	8689860	1.0	1.0
gene:TraesCS2D03G0032600	Chr2D	8565304	8566825	-	8566064	Chr2D	8719557	8721078	-	8720317	1.0	1.0
gene:TraesCS2D03G0033000	Chr2D	8601873	8606771	-	8604322	Chr2D	8756127	8761025	-	8758576	1.0	1.0
gene:TraesCS2D03G0033600	Chr2D	8659658	8660806	-	8660232	Chr2D	8813912	8815060	-	8814486	1.0	1.0
gene:TraesCS2D03G0033700	Chr2D	8667786	8668577	+	8668181	Chr2D	8822040	8822831	+	8822435	1.0	1.0
gene:TraesCS2D03G0033800	Chr2D	8676450	8683655	-	8680052	Chr2D	8830704	8837909	-	8834306	1.0	1.0
gene:TraesCS2D03G0034000	Chr2D	8747170	8753100	-	8750135	Chr2D	8901429	8907359	-	8904394	1.0	1.0
gene:TraesCS2D03G0034400	Chr2D	8843539	8845264	+	8844401	Chr2D	8997824	8999549	+	8998686	1.0	1.0
gene:TraesCS2D03G0034500	Chr2D	8849983	8850835	+	8850409	Chr2D	9004268	9005120	+	9004694	1.0	1.0
gene:TraesCS2D03G0034800	Chr2D	8854271	8855941	+	8855106	Chr2D	9008556	9010226	+	9009391	1.0	1.0
gene:TraesCS2D03G0035300	Chr2D	8869866	8870537	+	8870201	Chr2D	9024150	9024821	+	9024485	1.0	1.0
gene:TraesCS2D03G0035500	Chr2D	8879365	8880543	+	8879954	Chr2D	9033649	9034827	+	9034238	1.0	1.0
gene:TraesCS2D03G0035600	Chr2D	8899155	8901666	+	8900410	Chr2D	9053445	9055956	+	9054700	1.0	1.0
gene:TraesCS2D03G0035700	Chr2D	8951451	8962051	-	8956751	Chr2D	9105742	9116345	-	9111043	1.0	1.0
gene:TraesCS2D03G0036000	Chr2D	9070785	9073543	+	9072164	Chr2D	9224568	9227326	+	9225947	1.0	1.0
gene:TraesCS2D03G0036600	Chr2D	9155668	9159173	+	9157420	Chr2D	9309472	9312977	+	9311224	1.0	1.0
gene:TraesCS2D03G0036700	Chr2D	9161054	9162385	-	9161719	Chr2D	9314858	9316189	-	9315523	1.0	1.0
gene:TraesCS2D03G0036800	Chr2D	9188083	9189411	+	9188747	Chr2D	9341887	9343215	+	9342551	1.0	1.0
gene:TraesCS2D03G0036900	Chr2D	9258485	9259538	+	9259011	Chr2D	9412292	9413345	+	9412818	1.0	1.0
gene:TraesCS2D03G0038300	Chr2D	9539575	9541245	+	9540410	Chr2D	9693455	9695125	+	9694290	1.0	1.0
gene:TraesCS2D03G0038400	Chr2D	9548546	9550006	+	9549276	Chr2D	9702426	9703886	+	9703156	1.0	1.0
gene:TraesCS2D03G0038500	Chr2D	9560490	9570556	+	9565523	Chr2D	9714370	9724436	+	9719403	1.0	1.0
gene:TraesCS2D03G0038700	Chr2D	9669862	9670584	+	9670223	Chr2D	9823746	9824468	+	9824107	1.0	1.0
gene:TraesCS2D03G0038900	Chr2D	9740013	9743019	+	9741516	Chr2D	9893901	9896907	+	9895404	1.0	1.0
gene:TraesCS2D03G0039200	Chr2D	9754263	9755835	+	9755049	Chr2D	9908151	9909723	+	9908937	1.0	1.0
gene:TraesCS2D03G0039300	Chr2D	9770715	9772196	+	9771455	Chr2D	9924603	9926084	+	9925343	1.0	1.0
gene:TraesCS2D03G0039500	Chr2D	9791865	9794992	-	9793428	Chr2D	9945754	9948881	-	9947317	1.0	1.0
gene:TraesCS2D03G0039600	Chr2D	9800909	9805270	+	9803089	Chr2D	9954799	9959160	+	9956979	1.0	1.0
gene:TraesCS2D03G0039700	Chr2D	9808522	9810012	+	9809267	Chr2D	9962412	9963902	+	9963157	1.0	1.0
gene:TraesCS2D03G0039900	Chr2D	9828802	9830274	-	9829538	Chr2D	9982688	9984160	-	9983424	1.0	1.0
gene:TraesCS2D03G0040100	Chr2D	9902575	9903054	+	9902814	Chr2D	10056464	10056943	+	10056703	1.0	1.0
gene:TraesCS2D03G0040300	Chr2D	9914901	9916447	-	9915674	Chr2D	10068790	10070336	-	10069563	1.0	1.0
gene:TraesCS2D03G0040400	Chr2D	9920142	9921557	-	9920849	Chr2D	10074033	10075448	-	10074740	1.0	1.0
gene:TraesCS2D03G0040500	Chr2D	9948356	9948550	+	9948453	Chr2D	10102247	10102441	+	10102344	1.0	1.0
gene:TraesCS2D03G0040600	Chr2D	9948941	9949051	+	9948996	Chr2D	10102832	10102942	+	10102887	1.0	1.0
gene:TraesCS2D03G0041000	Chr2D	10019303	10021756	+	10020529	Chr2D	10173199	10175652	+	10174425	1.0	1.0
gene:TraesCS2D03G0041100	Chr2D	10025412	10032959	-	10029185	Chr2D	10179308	10186855	-	10183081	1.0	1.0
gene:TraesCS2D03G0041500	Chr2D	10035956	10037437	+	10036696	Chr2D	10189852	10191333	+	10190592	1.0	1.0
gene:TraesCS2D03G0041600	Chr2D	10040939	10041987	-	10041463	Chr2D	10194835	10195883	-	10195359	1.0	1.0
gene:TraesCS2D03G0041800	Chr2D	10045408	10047305	-	10046356	Chr2D	10199304	10201201	-	10200252	1.0	1.0
gene:TraesCS2D03G0041900	Chr2D	10062398	10064247	+	10063322	Chr2D	10216294	10218143	+	10217218	1.0	1.0
gene:TraesCS2D03G0042000	Chr2D	10074431	10075015	-	10074723	Chr2D	10228327	10228911	-	10228619	1.0	1.0
gene:TraesCS2D03G0043100	Chr2D	10184508	10186580	-	10185544	Chr2D	10339858	10341930	-	10340894	1.0	1.0
gene:TraesCS2D03G0043400	Chr2D	10232327	10234011	+	10233169	Chr2D	10387181	10388865	+	10388023	1.0	1.0
gene:TraesCS2D03G0043600	Chr2D	10257769	10260897	+	10259333	Chr2D	10412623	10415751	+	10414187	1.0	1.0
