gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity
gene:TraesCS4A03G0020200	Chr4A	6875868	6877346	+	6876607	Chr4A	6894014	6895492	+	6894753	1.0	1.0
gene:TraesCS4A03G0020300	Chr4A	6886387	6891715	-	6889051	Chr4A	6904533	6909861	-	6907197	1.0	1.0
gene:TraesCS4A03G0020700	Chr4A	7109748	7111388	+	7110568	Chr4A	7127896	7129536	+	7128716	1.0	1.0
gene:TraesCS4A03G0020800	Chr4A	7112212	7113115	-	7112663	Chr4A	7130360	7131263	-	7130811	1.0	1.0
gene:TraesCS4A03G0020900	Chr4A	7114886	7115683	-	7115284	Chr4A	7133034	7133831	-	7133432	1.0	1.0
gene:TraesCS4A03G0021000	Chr4A	7120320	7123189	+	7121754	Chr4A	7138468	7141337	+	7139902	1.0	1.0
gene:TraesCS4A03G0021100	Chr4A	7132259	7132465	-	7132362	Chr4A	7150407	7150613	-	7150510	1.0	1.0
gene:TraesCS4A03G0021300	Chr4A	7278836	7280568	-	7279702	Chr4A	7296924	7298656	-	7297790	1.0	1.0
gene:TraesCS4A03G0021400	Chr4A	7354862	7358869	+	7356865	Chr4A	7372704	7376711	+	7374707	1.0	1.0
gene:TraesCS4A03G0021500	Chr4A	7361400	7362491	-	7361945	Chr4A	7379242	7380333	-	7379787	1.0	1.0
gene:TraesCS4A03G0021700	Chr4A	7416747	7419915	-	7418331	Chr4A	7434155	7437205	-	7435680	1.0	1.0
gene:TraesCS4A03G0022100	Chr4A	7567497	7568453	+	7567975	Chr4A	7579491	7580447	+	7579969	1.0	1.0
gene:TraesCS4A03G0022300	Chr4A	7706932	7710397	-	7708664	Chr4A	7718920	7722385	-	7720652	1.0	1.0
gene:TraesCS4A03G0022400	Chr4A	7713930	7717390	+	7715660	Chr4A	7725918	7729378	+	7727648	1.0	1.0
gene:TraesCS4A03G0022500	Chr4A	7717608	7718570	-	7718089	Chr4A	7729596	7730558	-	7730077	1.0	1.0
gene:TraesCS4A03G0022600	Chr4A	7732450	7737522	-	7734986	Chr4A	7744436	7749508	-	7746972	1.0	1.0
gene:TraesCS4A03G0023300	Chr4A	8170087	8173097	+	8171592	Chr4A	8180655	8183665	+	8182160	1.0	1.0
gene:TraesCS4A03G0023700	Chr4A	8476540	8477862	-	8477201	Chr4A	8486609	8487931	-	8487270	1.0	1.0
gene:TraesCS4A03G0023900	Chr4A	8546928	8548721	+	8547824	Chr4A	8556992	8558785	+	8557888	1.0	1.0
gene:TraesCS4A03G0024000	Chr4A	8550707	8553935	-	8552321	Chr4A	8560770	8563998	-	8562384	1.0	1.0
gene:TraesCS4A03G0024100	Chr4A	8557328	8562444	-	8559886	Chr4A	8567392	8572508	-	8569950	1.0	1.0
gene:TraesCS4A03G0024300	Chr4A	9019138	9022576	+	9020857	Chr4A	9028649	9032087	+	9030368	1.0	1.0
gene:TraesCS4A03G0024500	Chr4A	9336564	9336944	+	9336754	Chr4A	9346155	9346535	+	9346345	1.0	1.0
gene:TraesCS4A03G0024600	Chr4A	9339825	9343573	+	9341699	Chr4A	9349416	9353164	+	9351290	1.0	1.0
gene:TraesCS4A03G0024700	Chr4A	9358737	9361433	+	9360085	Chr4A	9368326	9371022	+	9369674	1.0	1.0
gene:TraesCS4A03G0025000	Chr4A	9410835	9413485	-	9412160	Chr4A	9420424	9423074	-	9421749	1.0	1.0
gene:TraesCS4A03G0025100	Chr4A	9414522	9417382	-	9415952	Chr4A	9424111	9426971	-	9425541	1.0	1.0
gene:TraesCS4A03G0025200	Chr4A	9418818	9419593	+	9419205	Chr4A	9428407	9429182	+	9428794	1.0	1.0
gene:TraesCS4A03G0025300	Chr4A	9429774	9430286	+	9430030	Chr4A	9439363	9439875	+	9439619	1.0	1.0
gene:TraesCS4A03G0025400	Chr4A	9446191	9446717	+	9446454	Chr4A	9455783	9456309	+	9456046	1.0	1.0
gene:TraesCS4A03G0025500	Chr4A	9511958	9512320	+	9512139	Chr4A	9521155	9521517	+	9521336	1.0	1.0
gene:TraesCS4A03G0025600	Chr4A	9516751	9517572	+	9517161	Chr4A	9525948	9526769	+	9526358	1.0	1.0
gene:TraesCS4A03G0025700	Chr4A	9575947	9581895	+	9578921	Chr4A	9585144	9591094	+	9588119	1.0	1.0
gene:TraesCS4A03G0025800	Chr4A	9584030	9584740	-	9584385	Chr4A	9593229	9593939	-	9593584	1.0	1.0
gene:TraesCS4A03G0025900	Chr4A	9586948	9587602	-	9587275	Chr4A	9596147	9596801	-	9596474	1.0	1.0
gene:TraesCS4A03G0026200	Chr4A	9866494	9867996	-	9867245	Chr4A	9875691	9877193	-	9876442	1.0	1.0
gene:TraesCS4A03G0026300	Chr4A	9868737	9873493	-	9871115	Chr4A	9877934	9882690	-	9880312	1.0	1.0
gene:TraesCS4A03G0026400	Chr4A	9889203	9892646	-	9890924	Chr4A	9898221	9901664	-	9899942	1.0	1.0
gene:TraesCS4A03G0026800	Chr4A	10123284	10124347	-	10123815	Chr4A	10131660	10132723	-	10132191	1.0	1.0
gene:TraesCS4A03G0026900	Chr4A	10491113	10491433	-	10491273	Chr4A	10499362	10499682	-	10499522	1.0	1.0
gene:TraesCS4A03G0027000	Chr4A	10588371	10591656	-	10590013	Chr4A	10596627	10599910	-	10598268	1.0	1.0
gene:TraesCS4A03G0027200	Chr4A	10887798	10889674	+	10888736	Chr4A	10896033	10897909	+	10896971	1.0	1.0
gene:TraesCS4A03G0027400	Chr4A	11132761	11138297	+	11135529	Chr4A	11141005	11146541	+	11143773	1.0	1.0
gene:TraesCS4A03G0027700	Chr4A	11221347	11222722	-	11222034	Chr4A	11229714	11231089	-	11230401	1.0	1.0
gene:TraesCS4A03G0027800	Chr4A	11245317	11247817	+	11246567	Chr4A	11253688	11256188	+	11254938	1.0	1.0
gene:TraesCS4A03G0028000	Chr4A	11266047	11266965	+	11266506	Chr4A	11274416	11275334	+	11274875	1.0	1.0
gene:TraesCS4A03G0028100	Chr4A	11308483	11312047	+	11310265	Chr4A	11316849	11320416	+	11318632	1.0	1.0
gene:TraesCS4A03G0028300	Chr4A	11312152	11315724	-	11313938	Chr4A	11320521	11324093	-	11322307	1.0	1.0
gene:TraesCS4A03G0028900	Chr4A	11545835	11546206	+	11546020	Chr4A	11553266	11553637	+	11553451	1.0	1.0
gene:TraesCS4A03G0029000	Chr4A	11568182	11568292	-	11568237	Chr4A	11575613	11575723	-	11575668	1.0	1.0
gene:TraesCS4A03G0029100	Chr4A	11591766	11594017	+	11592891	Chr4A	11599197	11601448	+	11600322	1.0	1.0
gene:TraesCS4A03G0029500	Chr4A	11616707	11621495	+	11619101	Chr4A	11624138	11628926	+	11626532	1.0	1.0
gene:TraesCS4A03G0029600	Chr4A	11622018	11624002	-	11623010	Chr4A	11629449	11631433	-	11630441	1.0	1.0
gene:TraesCS4A03G0029700	Chr4A	11651219	11652308	+	11651763	Chr4A	11658650	11659739	+	11659194	1.0	1.0
gene:TraesCS4A03G0029800	Chr4A	11656997	11658342	+	11657669	Chr4A	11664428	11665773	+	11665100	1.0	1.0
gene:TraesCS4A03G0030000	Chr4A	11661466	11663925	-	11662695	Chr4A	11668897	11671356	-	11670126	1.0	1.0
gene:TraesCS4A03G0030100	Chr4A	11716245	11720942	+	11718593	Chr4A	11723675	11728372	+	11726023	1.0	1.0
gene:TraesCS4A03G0030200	Chr4A	11717678	11720942	-	11719310	Chr4A	11725108	11728372	-	11726740	1.0	1.0
gene:TraesCS4A03G0030400	Chr4A	11752810	11756395	+	11754602	Chr4A	11760263	11763848	+	11762055	1.0	1.0
gene:TraesCS4A03G0030500	Chr4A	11756499	11758031	-	11757265	Chr4A	11763952	11765484	-	11764718	1.0	1.0
gene:TraesCS4A03G0030600	Chr4A	11761147	11761731	-	11761439	Chr4A	11768604	11769188	-	11768896	1.0	1.0
gene:TraesCS4A03G0030700	Chr4A	11785760	11786350	+	11786055	Chr4A	11793249	11793839	+	11793544	1.0	1.0
gene:TraesCS4A03G0031000	Chr4A	11924219	11925514	+	11924866	Chr4A	11931380	11932675	+	11932027	1.0	1.0
gene:TraesCS4A03G0031400	Chr4A	12089191	12090486	+	12089838	Chr4A	12096367	12097662	+	12097014	1.0	1.0
gene:TraesCS4A03G0031500	Chr4A	12097448	12098719	-	12098083	Chr4A	12104624	12105895	-	12105259	1.0	1.0
gene:TraesCS4A03G0031600	Chr4A	12101574	12105497	-	12103535	Chr4A	12108750	12112673	-	12110711	1.0	1.0
gene:TraesCS4A03G0031700	Chr4A	12144836	12147273	-	12146054	Chr4A	12152009	12154446	-	12153227	1.0	1.0
gene:TraesCS4A03G0031800	Chr4A	12308859	12309316	+	12309087	Chr4A	12316126	12316583	+	12316354	1.0	1.0
gene:TraesCS4A03G0032100	Chr4A	12324169	12326632	+	12325400	Chr4A	12331436	12333899	+	12332667	1.0	1.0
gene:TraesCS4A03G0032200	Chr4A	12327053	12331148	+	12329100	Chr4A	12334320	12338415	+	12336367	1.0	1.0
gene:TraesCS4A03G0032300	Chr4A	12331731	12334143	+	12332937	Chr4A	12338998	12341410	+	12340204	1.0	1.0
gene:TraesCS4A03G0032600	Chr4A	12528070	12529896	+	12528983	Chr4A	12534817	12536643	+	12535730	1.0	1.0
gene:TraesCS4A03G0032700	Chr4A	12532297	12534546	+	12533421	Chr4A	12539046	12541295	+	12540170	1.0	1.0
gene:TraesCS4A03G0032800	Chr4A	12551262	12553027	+	12552144	Chr4A	12558008	12559773	+	12558890	1.0	1.0
gene:TraesCS4A03G0033900	Chr4A	12608574	12613868	-	12611221	Chr4A	12615358	12620652	-	12618005	1.0	1.0
gene:TraesCS4A03G0034400	Chr4A	12920281	12923608	+	12921944	Chr4A	12927011	12930338	+	12928674	1.0	1.0
gene:TraesCS4A03G0035600	Chr4A	13576495	13578019	+	13577257	Chr4A	13582623	13584147	+	13583385	1.0	1.0
gene:TraesCS4A03G0035700	Chr4A	13578230	13581072	-	13579651	Chr4A	13584358	13587200	-	13585779	1.0	1.0
gene:TraesCS4A03G0035800	Chr4A	13663764	13665538	+	13664651	Chr4A	13669883	13671657	+	13670770	1.0	1.0
gene:TraesCS4A03G0035900	Chr4A	13667117	13670453	-	13668785	Chr4A	13673236	13676572	-	13674904	1.0	1.0
gene:TraesCS4A03G0036200	Chr4A	13678392	13680451	-	13679421	Chr4A	13684512	13686571	-	13685541	1.0	0.997
gene:TraesCS4A03G0036500	Chr4A	13939369	13943683	+	13941526	Chr4A	13945667	13949976	+	13947821	1.0	0.99
gene:TraesCS4A03G0036600	Chr4A	13944146	13947532	-	13945839	Chr4A	13950451	13953837	-	13952144	1.0	1.0
gene:TraesCS4A03G0036800	Chr4A	14082392	14082709	+	14082550	Chr4A	14088708	14089025	+	14088866	1.0	1.0
gene:TraesCS4A03G0036700	Chr4A	14081792	14086125	-	14083958	Chr4A	14088108	14092441	-	14090274	1.0	1.0
gene:TraesCS4A03G0037000	Chr4A	14098780	14102940	-	14100860	Chr4A	14105097	14109257	-	14107177	1.0	1.0
gene:TraesCS4A03G0037100	Chr4A	14178468	14182486	+	14180477	Chr4A	14184784	14188802	+	14186793	1.0	1.0
gene:TraesCS4A03G0037400	Chr4A	14256963	14260742	+	14258852	Chr4A	14263939	14267718	+	14265828	1.0	1.0
gene:TraesCS4A03G0037600	Chr4A	14270437	14275635	-	14273036	Chr4A	14277412	14282610	-	14280011	1.0	1.0
gene:TraesCS4A03G0038300	Chr4A	14738966	14740743	-	14739854	Chr4A	14744424	14746201	-	14745312	1.0	1.0
gene:TraesCS4A03G0038600	Chr4A	15024745	15026302	+	15025523	Chr4A	15029080	15030633	+	15029856	1.0	1.0
gene:TraesCS4A03G0038700	Chr4A	15026322	15028447	-	15027384	Chr4A	15030653	15032778	-	15031715	1.0	1.0
gene:TraesCS4A03G0039400	Chr4A	15536197	15539970	+	15538083	Chr4A	15540128	15543901	+	15542014	1.0	1.0
gene:TraesCS4A03G0039500	Chr4A	15545246	15548583	+	15546914	Chr4A	15549177	15552514	+	15550845	1.0	1.0
gene:TraesCS4A03G0039600	Chr4A	15550443	15552931	-	15551687	Chr4A	15554374	15556862	-	15555618	1.0	1.0
gene:TraesCS4A03G0039700	Chr4A	15657327	15658461	+	15657894	Chr4A	15661274	15662408	+	15661841	1.0	1.0
