gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity
gene:TraesCS5A03G0012100	Chr5A	4601170	4603965	+	4602567	Chr5A	4634814	4637609	+	4636211	1.0	1.0
gene:TraesCS5A03G0012300	Chr5A	4671465	4675475	+	4673470	Chr5A	4705104	4709114	+	4707109	1.0	1.0
gene:TraesCS5A03G0013100	Chr5A	4904676	4905811	+	4905243	Chr5A	4937627	4938762	+	4938194	1.0	1.0
gene:TraesCS5A03G0013200	Chr5A	4919883	4925344	+	4922613	Chr5A	4952834	4958295	+	4955564	1.0	1.0
gene:TraesCS5A03G0013300	Chr5A	4930158	4933157	-	4931657	Chr5A	4963109	4966108	-	4964608	1.0	1.0
gene:TraesCS5A03G0013900	Chr5A	4955513	4957493	+	4956503	Chr5A	4988464	4990444	+	4989454	1.0	1.0
gene:TraesCS5A03G0014100	Chr5A	4985496	4986139	-	4985817	Chr5A	5018447	5019090	-	5018768	1.0	1.0
gene:TraesCS5A03G0014200	Chr5A	4993029	4993634	+	4993331	Chr5A	5025980	5026585	+	5026282	1.0	1.0
gene:TraesCS5A03G0015400	Chr5A	5201460	5203706	+	5202583	Chr5A	5233878	5236124	+	5235001	1.0	1.0
gene:TraesCS5A03G0015700	Chr5A	5513746	5517685	+	5515715	Chr5A	5545894	5549833	+	5547863	1.0	1.0
gene:TraesCS5A03G0016200	Chr5A	5595617	5601458	+	5598537	Chr5A	5627783	5633624	+	5630703	1.0	1.0
gene:TraesCS5A03G0017300	Chr5A	5963526	5964147	-	5963836	Chr5A	5995401	5996022	-	5995711	1.0	1.0
gene:TraesCS5A03G0017400	Chr5A	5969124	5969789	-	5969456	Chr5A	6000997	6001662	-	6001329	1.0	1.0
gene:TraesCS5A03G0017500	Chr5A	6014157	6019058	-	6016607	Chr5A	6046031	6050932	-	6048481	1.0	1.0
gene:TraesCS5A03G0017800	Chr5A	6121420	6125041	-	6123230	Chr5A	6153402	6157023	-	6155212	1.0	1.0
gene:TraesCS5A03G0018600	Chr5A	6449947	6462537	+	6456242	Chr5A	6497959	6510549	+	6504254	1.0	1.0
gene:TraesCS5A03G0018900	Chr5A	6859842	6878845	+	6869343	Chr5A	6906183	6925186	+	6915684	1.0	1.0
gene:TraesCS5A03G0019200	Chr5A	7127244	7130490	-	7128867	Chr5A	7173535	7176781	-	7175158	1.0	1.0
gene:TraesCS5A03G0019300	Chr5A	7146913	7157001	+	7151957	Chr5A	7193204	7203292	+	7198248	1.0	1.0
gene:TraesCS5A03G0019500	Chr5A	7302024	7303817	+	7302920	Chr5A	7345724	7347517	+	7346620	1.0	1.0
gene:TraesCS5A03G0019600	Chr5A	7304442	7323297	+	7313869	Chr5A	7348142	7366997	+	7357569	1.0	1.0
gene:TraesCS5A03G0020600	Chr5A	7409534	7412849	+	7411191	Chr5A	7453235	7456550	+	7454892	1.0	1.0
gene:TraesCS5A03G0020700	Chr5A	7443708	7446821	-	7445264	Chr5A	7486708	7489821	-	7488264	1.0	1.0
gene:TraesCS5A03G0020800	Chr5A	7567427	7569538	+	7568482	Chr5A	7609781	7611892	+	7610836	1.0	1.0
gene:TraesCS5A03G0020900	Chr5A	7578368	7580621	+	7579494	Chr5A	7620722	7622975	+	7621848	1.0	1.0
gene:TraesCS5A03G0021000	Chr5A	7595016	7596460	-	7595738	Chr5A	7637370	7638814	-	7638092	1.0	1.0
gene:TraesCS5A03G0021100	Chr5A	7601280	7605921	-	7603600	Chr5A	7643634	7648275	-	7645954	1.0	1.0
gene:TraesCS5A03G0021500	Chr5A	7650808	7656539	-	7653673	Chr5A	7692163	7697623	-	7694893	1.0	1.0
gene:TraesCS5A03G0021600	Chr5A	7658120	7662278	-	7660199	Chr5A	7699204	7703362	-	7701283	1.0	1.0
gene:TraesCS5A03G0021800	Chr5A	7691295	7692095	+	7691695	Chr5A	7730958	7731758	+	7731358	1.0	1.0
gene:TraesCS5A03G0022100	Chr5A	7735086	7738589	+	7736837	Chr5A	7773655	7777158	+	7775406	1.0	1.0
gene:TraesCS5A03G0022200	Chr5A	7767606	7779699	+	7773652	Chr5A	7806177	7818270	+	7812223	1.0	1.0
gene:TraesCS5A03G0022300	Chr5A	7782872	7788336	+	7785604	Chr5A	7821443	7826907	+	7824175	1.0	1.0
gene:TraesCS5A03G0022400	Chr5A	7789487	7796081	-	7792784	Chr5A	7828058	7834652	-	7831355	1.0	1.0
gene:TraesCS5A03G0022900	Chr5A	7831211	7831586	+	7831398	Chr5A	7869781	7870156	+	7869968	1.0	1.0
gene:TraesCS5A03G0023000	Chr5A	7833794	7836326	-	7835060	Chr5A	7872364	7874896	-	7873630	1.0	1.0
gene:TraesCS5A03G0023200	Chr5A	7837241	7845507	-	7841374	Chr5A	7875811	7884058	-	7879934	1.0	1.0
gene:TraesCS5A03G0023300	Chr5A	7870862	7882905	-	7876883	Chr5A	7909416	7921461	-	7915438	1.0	1.0
gene:TraesCS5A03G0023400	Chr5A	7886476	7895065	-	7890770	Chr5A	7925032	7933621	-	7929326	1.0	1.0
gene:TraesCS5A03G0023800	Chr5A	7940806	7941798	-	7941302	Chr5A	7979362	7980354	-	7979858	1.0	1.0
gene:TraesCS5A03G0023900	Chr5A	7965573	7966784	-	7966178	Chr5A	8003626	8004837	-	8004231	1.0	1.0
gene:TraesCS5A03G0024600	Chr5A	8147370	8148388	+	8147879	Chr5A	8184455	8185473	+	8184964	1.0	1.0
gene:TraesCS5A03G0024800	Chr5A	8268114	8268377	-	8268245	Chr5A	8305204	8305467	-	8305335	1.0	1.0
gene:TraesCS5A03G0024900	Chr5A	8268730	8270961	-	8269845	Chr5A	8305820	8308051	-	8306935	1.0	1.0
gene:TraesCS5A03G0025000	Chr5A	8330560	8331320	+	8330940	Chr5A	8367644	8368404	+	8368024	1.0	1.0
gene:TraesCS5A03G0025200	Chr5A	8352960	8358898	+	8355929	Chr5A	8389779	8395717	+	8392748	1.0	1.0
gene:TraesCS5A03G0025300	Chr5A	8522478	8524641	+	8523559	Chr5A	8559298	8561461	+	8560379	1.0	1.0
gene:TraesCS5A03G0025400	Chr5A	8524711	8528863	-	8526787	Chr5A	8561531	8565683	-	8563607	1.0	1.0
gene:TraesCS5A03G0025800	Chr5A	8648473	8649403	+	8648938	Chr5A	8684633	8685563	+	8685098	1.0	1.0
gene:TraesCS5A03G0026000	Chr5A	8656475	8657504	+	8656989	Chr5A	8692635	8693664	+	8693149	1.0	1.0
gene:TraesCS5A03G0026200	Chr5A	8665908	8667736	-	8666822	Chr5A	8702071	8703899	-	8702985	1.0	1.0
gene:TraesCS5A03G0026600	Chr5A	8730184	8733043	+	8731613	Chr5A	8766375	8769234	+	8767804	1.0	1.0
gene:TraesCS5A03G0026700	Chr5A	8778276	8780216	+	8779246	Chr5A	8814478	8816418	+	8815448	1.0	1.0
gene:TraesCS5A03G0026900	Chr5A	8814105	8814896	-	8814500	Chr5A	8850307	8851098	-	8850702	1.0	1.0
gene:TraesCS5A03G0027000	Chr5A	8838964	8840127	+	8839545	Chr5A	8875166	8876329	+	8875747	1.0	1.0
gene:TraesCS5A03G0027900	Chr5A	9677168	9677338	+	9677253	Chr5A	9636617	9636787	+	9636702	1.0	1.0
gene:TraesCS5A03G0028000	Chr5A	9680260	9688090	+	9684175	Chr5A	9639709	9647327	+	9643518	1.0	1.0
gene:TraesCS5A03G0028100	Chr5A	9690224	9692901	+	9691562	Chr5A	9649461	9652138	+	9650799	1.0	1.0
gene:TraesCS5A03G0028700	Chr5A	9851187	9857576	+	9854381	Chr5A	9815723	9822112	+	9818917	1.0	1.0
gene:TraesCS5A03G0028800	Chr5A	9858552	9864529	+	9861540	Chr5A	9823088	9829065	+	9826076	1.0	1.0
gene:TraesCS5A03G0029100	Chr5A	10114295	10114744	+	10114519	Chr5A	10078844	10079293	+	10079068	1.0	1.0
gene:TraesCS5A03G0029300	Chr5A	10262014	10262538	+	10262276	Chr5A	10226590	10227114	+	10226852	1.0	1.0
gene:TraesCS5A03G0029400	Chr5A	10265922	10267417	+	10266669	Chr5A	10230498	10231993	+	10231245	1.0	1.0
gene:TraesCS5A03G0029500	Chr5A	10317335	10318175	+	10317755	Chr5A	10281884	10282724	+	10282304	1.0	1.0
gene:TraesCS5A03G0030000	Chr5A	10511368	10514727	-	10513047	Chr5A	10475935	10479294	-	10477614	1.0	1.0
gene:TraesCS5A03G0030200	Chr5A	10524836	10525171	-	10525003	Chr5A	10489404	10489739	-	10489571	1.0	1.0
gene:TraesCS5A03G0030600	Chr5A	10930049	10933487	+	10931768	Chr5A	10892438	10895876	+	10894157	1.0	1.0
gene:TraesCS5A03G0030900	Chr5A	10943282	10944054	-	10943668	Chr5A	10905671	10906443	-	10906057	1.0	1.0
gene:TraesCS5A03G0031000	Chr5A	10991585	10992190	-	10991887	Chr5A	10953542	10954147	-	10953844	1.0	1.0
gene:TraesCS5A03G0031400	Chr5A	11215869	11216129	+	11215999	Chr5A	11176542	11176802	+	11176672	1.0	1.0
gene:TraesCS5A03G0031500	Chr5A	11231581	11233719	+	11232650	Chr5A	11192245	11194383	+	11193314	1.0	1.0
gene:TraesCS5A03G0031600	Chr5A	11271216	11275164	-	11273190	Chr5A	11231883	11235831	-	11233857	1.0	1.0
gene:TraesCS5A03G0031700	Chr5A	11298923	11300029	-	11299476	Chr5A	11259304	11260410	-	11259857	1.0	1.0
gene:TraesCS5A03G0031800	Chr5A	11321692	11323002	-	11322347	Chr5A	11281501	11282811	-	11282156	1.0	1.0
gene:TraesCS5A03G0031900	Chr5A	11441009	11444083	-	11442546	Chr5A	11399965	11403039	-	11401502	1.0	1.0
gene:TraesCS5A03G0032100	Chr5A	11514200	11515345	-	11514772	Chr5A	11473165	11474310	-	11473737	1.0	1.0
gene:TraesCS5A03G0032200	Chr5A	11537699	11539038	-	11538368	Chr5A	11496663	11498002	-	11497332	1.0	1.0
gene:TraesCS5A03G0032300	Chr5A	11553471	11554906	-	11554188	Chr5A	11512435	11513870	-	11513152	1.0	1.0
gene:TraesCS5A03G0032400	Chr5A	11633830	11640443	-	11637136	Chr5A	11592793	11599406	-	11596099	1.0	1.0
gene:TraesCS5A03G0032700	Chr5A	11654193	11660814	-	11657503	Chr5A	11613156	11619777	-	11616466	1.0	1.0
gene:TraesCS5A03G0033000	Chr5A	11694348	11698751	+	11696549	Chr5A	11653311	11657714	+	11655512	1.0	1.0
gene:TraesCS5A03G0033100	Chr5A	11699005	11703374	+	11701189	Chr5A	11657968	11662337	+	11660152	1.0	1.0
gene:TraesCS5A03G0033200	Chr5A	11715248	11715721	-	11715484	Chr5A	11674211	11674684	-	11674447	1.0	1.0
gene:TraesCS5A03G0033700	Chr5A	11715248	11715721	-	11715484	Chr5A	11674211	11674684	-	11674447	1.0	1.0
gene:TraesCS5A03G0034000	Chr5A	11715248	11715721	-	11715484	Chr5A	11674211	11674684	-	11674447	1.0	1.0
gene:TraesCS5A03G0033800	Chr5A	11715248	11715721	-	11715484	Chr5A	11674211	11674684	-	11674447	1.0	1.0
gene:TraesCS5A03G0033600	Chr5A	11715248	11715721	-	11715484	Chr5A	11674211	11674684	-	11674447	1.0	1.0
gene:TraesCS5A03G0033300	Chr5A	11715248	11715721	-	11715484	Chr5A	11674211	11674684	-	11674447	1.0	1.0
gene:TraesCS5A03G0033500	Chr5A	11715248	11715721	-	11715484	Chr5A	11674211	11674684	-	11674447	1.0	1.0
gene:TraesCS5A03G0033400	Chr5A	11715248	11715721	-	11715484	Chr5A	11674211	11674684	-	11674447	1.0	1.0
gene:TraesCS5A03G0033900	Chr5A	11715248	11715721	-	11715484	Chr5A	11674211	11674684	-	11674447	1.0	1.0
gene:TraesCS5A03G0034100	Chr5A	11885871	11890851	+	11888361	Chr5A	11844839	11849819	+	11847329	1.0	1.0
gene:TraesCS5A03G0034200	Chr5A	11895860	11910107	-	11902983	Chr5A	11854828	11869076	-	11861952	1.0	1.0
gene:TraesCS5A03G0034700	Chr5A	12251749	12256420	-	12254084	Chr5A	12210723	12215396	-	12213059	1.0	0.999
gene:TraesCS5A03G0035400	Chr5A	12529770	12533605	+	12531687	Chr5A	12488484	12492319	+	12490401	1.0	1.0
gene:TraesCS5A03G0035500	Chr5A	12533757	12534928	-	12534342	Chr5A	12492471	12493642	-	12493056	1.0	1.0
gene:TraesCS5A03G0035600	Chr5A	12594684	12599889	+	12597286	Chr5A	12545954	12551186	+	12548570	1.0	1.0
gene:TraesCS5A03G0036100	Chr5A	12887867	12889818	-	12888842	Chr5A	12838848	12840799	-	12839823	1.0	1.0
gene:TraesCS5A03G0036600	Chr5A	12978984	12986405	-	12982694	Chr5A	12929988	12937407	-	12933697	1.0	1.0
gene:TraesCS5A03G0036700	Chr5A	13070935	13074950	+	13072942	Chr5A	13021955	13025970	+	13023962	1.0	1.0
gene:TraesCS5A03G0036800	Chr5A	13077346	13078411	-	13077878	Chr5A	13028366	13029431	-	13028898	1.0	1.0
gene:TraesCS5A03G0037100	Chr5A	13103154	13118433	-	13110793	Chr5A	13054174	13069491	-	13061832	1.0	1.0
gene:TraesCS5A03G0037600	Chr5A	13181189	13183029	-	13182109	Chr5A	13132233	13134073	-	13133153	1.0	1.0
gene:TraesCS5A03G0037900	Chr5A	13554097	13557049	+	13555573	Chr5A	13503837	13506789	+	13505313	1.0	1.0
gene:TraesCS5A03G0038100	Chr5A	13557667	13559988	-	13558827	Chr5A	13507407	13509728	-	13508567	1.0	1.0
gene:TraesCS5A03G0038900	Chr5A	13945951	13947357	-	13946654	Chr5A	13894503	13895909	-	13895206	1.0	1.0
gene:TraesCS5A03G0039100	Chr5A	13973695	13981306	+	13977500	Chr5A	13922247	13929858	+	13926052	1.0	1.0
gene:TraesCS5A03G0039300	Chr5A	14003438	14007677	+	14005557	Chr5A	13951990	13956229	+	13954109	1.0	1.0
gene:TraesCS5A03G0039700	Chr5A	14169905	14170834	-	14170369	Chr5A	14183423	14184352	-	14183887	1.0	1.0
gene:TraesCS5A03G0039800	Chr5A	14170921	14172486	-	14171703	Chr5A	14184439	14186004	-	14185221	1.0	1.0
gene:TraesCS5A03G0040100	Chr5A	14385600	14392560	+	14389080	Chr5A	14398739	14405699	+	14402219	1.0	1.0
gene:TraesCS5A03G0040500	Chr5A	14533373	14537750	+	14535561	Chr5A	14546562	14550939	+	14548750	1.0	1.0
gene:TraesCS5A03G0041100	Chr5A	14654769	14654966	-	14654867	Chr5A	14667569	14667766	-	14667667	1.0	1.0
gene:TraesCS5A03G0041300	Chr5A	14794669	14797167	-	14795918	Chr5A	14805838	14808336	-	14807087	1.0	1.0
gene:TraesCS5A03G0042000	Chr5A	15061413	15062058	-	15061735	Chr5A	15072720	15073365	-	15073042	1.0	1.0
gene:TraesCS5A03G0042100	Chr5A	15065943	15066625	-	15066284	Chr5A	15077250	15077932	-	15077591	1.0	1.0
gene:TraesCS5A03G0042400	Chr5A	15111999	15112510	-	15112254	Chr5A	15123291	15123802	-	15123546	1.0	1.0
gene:TraesCS5A03G0042800	Chr5A	15369639	15373889	-	15371764	Chr5A	15380990	15385240	-	15383115	1.0	1.0
gene:TraesCS5A03G0042900	Chr5A	15376024	15377704	-	15376864	Chr5A	15387375	15389055	-	15388215	1.0	1.0
gene:TraesCS5A03G0043300	Chr5A	16082731	16086382	+	16084556	Chr5A	16090319	16093970	+	16092144	1.0	1.0
gene:TraesCS5A03G0043600	Chr5A	16133993	16134541	-	16134267	Chr5A	16141564	16142112	-	16141838	1.0	1.0
gene:TraesCS5A03G0043700	Chr5A	16141514	16142455	-	16141984	Chr5A	16149085	16150026	-	16149555	1.0	1.0
gene:TraesCS5A03G0043900	Chr5A	16174078	16175132	-	16174605	Chr5A	16181650	16182704	-	16182177	1.0	1.0
gene:TraesCS5A03G0044100	Chr5A	16201077	16201881	-	16201479	Chr5A	16208649	16209453	-	16209051	1.0	1.0
gene:TraesCS5A03G0044200	Chr5A	16212920	16213650	-	16213285	Chr5A	16220492	16221222	-	16220857	1.0	1.0
gene:TraesCS5A03G0044400	Chr5A	16245555	16246254	+	16245904	Chr5A	16253128	16253827	+	16253477	1.0	1.0
gene:TraesCS5A03G0044500	Chr5A	16362866	16363541	+	16363203	Chr5A	16365749	16366424	+	16366086	1.0	1.0
gene:TraesCS5A03G0044600	Chr5A	16432509	16433288	+	16432898	Chr5A	16435394	16436173	+	16435783	1.0	1.0
gene:TraesCS5A03G0044700	Chr5A	16437331	16438102	+	16437716	Chr5A	16440216	16440987	+	16440601	1.0	1.0
gene:TraesCS5A03G0044800	Chr5A	16442984	16443526	+	16443255	Chr5A	16445869	16446411	+	16446140	1.0	1.0
gene:TraesCS5A03G0044900	Chr5A	16448547	16449328	+	16448937	Chr5A	16451432	16452213	+	16451822	1.0	1.0
gene:TraesCS5A03G0045000	Chr5A	16454101	16454687	+	16454394	Chr5A	16456986	16457572	+	16457279	1.0	1.0
gene:TraesCS5A03G0045100	Chr5A	16459724	16460266	+	16459995	Chr5A	16462609	16463151	+	16462880	1.0	1.0
gene:TraesCS5A03G0045200	Chr5A	16465254	16466071	+	16465662	Chr5A	16468139	16468956	+	16468547	1.0	1.0
gene:TraesCS5A03G0045500	Chr5A	16789187	16791889	-	16790538	Chr5A	16791127	16793829	-	16792478	1.0	1.0
gene:TraesCS5A03G0045900	Chr5A	16866872	16868390	-	16867631	Chr5A	16868953	16870471	-	16869712	1.0	1.0
gene:TraesCS5A03G0046200	Chr5A	16983697	16984251	-	16983974	Chr5A	16976195	16976749	-	16976472	1.0	1.0
gene:TraesCS5A03G0046800	Chr5A	17790269	17795607	+	17792938	Chr5A	17770942	17776279	+	17773610	1.0	1.0
gene:TraesCS5A03G0046900	Chr5A	17809557	17813693	-	17811625	Chr5A	17790229	17794365	-	17792297	1.0	1.0
gene:TraesCS5A03G0047100	Chr5A	18352947	18355076	-	18354011	Chr5A	18333420	18335549	-	18334484	1.0	1.0
gene:TraesCS5A03G0050500	Chr5A	18910099	18913086	+	18911592	Chr5A	18888097	18891084	+	18889590	1.0	1.0
gene:TraesCS5A03G0050700	Chr5A	18916182	18923705	-	18919943	Chr5A	18894180	18901704	-	18897942	1.0	1.0
gene:TraesCS5A03G0051400	Chr5A	19168016	19170950	-	19169483	Chr5A	19143968	19146902	-	19145435	1.0	1.0
gene:TraesCS5A03G0051900	Chr5A	19226402	19228090	+	19227246	Chr5A	19202354	19204042	+	19203198	1.0	1.0
gene:TraesCS5A03G0053100	Chr5A	19462990	19464886	-	19463938	Chr5A	19439001	19440897	-	19439949	1.0	1.0
gene:TraesCS5A03G0053200	Chr5A	19472218	19473316	+	19472767	Chr5A	19448230	19449328	+	19448779	1.0	1.0
gene:TraesCS5A03G0053400	Chr5A	19513811	19514992	+	19514401	Chr5A	19489825	19491006	+	19490415	1.0	1.0
gene:TraesCS5A03G0053700	Chr5A	19568441	19570112	+	19569276	Chr5A	19544458	19546129	+	19545293	1.0	1.0
gene:TraesCS5A03G0053800	Chr5A	19571726	19572774	+	19572250	Chr5A	19547743	19548791	+	19548267	1.0	1.0
gene:TraesCS5A03G0054100	Chr5A	19617367	19622081	-	19619724	Chr5A	19593384	19598098	-	19595741	1.0	1.0
gene:TraesCS5A03G0054500	Chr5A	19766788	19770491	+	19768639	Chr5A	19742547	19746250	+	19744398	1.0	1.0
gene:TraesCS5A03G0054600	Chr5A	19772527	19775655	+	19774091	Chr5A	19748286	19751414	+	19749850	1.0	1.0
gene:TraesCS5A03G0054700	Chr5A	19778401	19782788	-	19780594	Chr5A	19754160	19758547	-	19756353	1.0	1.0
gene:TraesCS5A03G0055000	Chr5A	20328995	20329780	-	20329387	Chr5A	20304687	20305472	-	20305079	1.0	1.0
gene:TraesCS5A03G0055100	Chr5A	20334747	20336643	+	20335695	Chr5A	20310441	20312334	+	20311387	1.0	1.0
gene:TraesCS5A03G0055200	Chr5A	20508046	20510726	-	20509386	Chr5A	20483617	20486294	-	20484955	1.0	1.0
gene:TraesCS5A03G0055300	Chr5A	20514042	20515965	+	20515003	Chr5A	20489611	20491534	+	20490572	1.0	1.0
gene:TraesCS5A03G0055400	Chr5A	20575354	20577091	-	20576222	Chr5A	20550936	20552673	-	20551804	1.0	1.0
gene:TraesCS5A03G0055500	Chr5A	20599716	20601776	-	20600746	Chr5A	20575298	20577358	-	20576328	1.0	1.0
gene:TraesCS5A03G0055600	Chr5A	20606418	20609919	+	20608168	Chr5A	20582000	20585501	+	20583750	1.0	1.0
gene:TraesCS5A03G0055700	Chr5A	20611015	20614386	-	20612700	Chr5A	20586597	20589968	-	20588282	1.0	1.0
